Distrito,Municipio,Numero,Sección,Casilla,PAN,PRI,PRD,PFCRN,PT,NoReg,Nulos
2,MORELIA,54,1141,C,185,106,42,4,3,0,7
2,MORELIA,54,1142,B,,,,,,,
2,MORELIA,54,1143,B,84,90,56,3,10,0,5
2,MORELIA,54,1143,C,,,,,,,
2,MORELIA,54,1144,B,121,112,53,1,8,0,0
2,MORELIA,54,1144,C,108,112,63,2,15,0,4
2,MORELIA,54,1145,B,227,102,73,2,7,0,3
2,MORELIA,54,1146,B,121,69,70,4,12,0,6
2,MORELIA,54,1147,B,109,90,51,1,11,0,5
2,MORELIA,54,1147,C,95,106,44,4,8,0,4
2,MORELIA,54,1148,B,,,,,,,
2,MORELIA,54,1148,C,102,66,36,4,5,0,0
2,MORELIA,54,1149,B,130,106,64,4,7,0,3
2,MORELIA,54,1150,B,,,,,,,
2,MORELIA,54,1150,C,97,71,83,3,15,0,7
2,MORELIA,54,1151,B,107,81,71,2,10,0,4
2,MORELIA,54,1152,B,142,66,40,1,5,0,3
2,MORELIA,54,1153,B,114,78,28,0,2,0,3
2,MORELIA,54,1154,B,117,94,44,4,6,0,3
2,MORELIA,54,1155,B,94,75,69,10,2,1,3
2,MORELIA,54,1155,C,111,71,64,3,2,0,3
2,MORELIA,54,1156,B,95,77,77,0,3,0,0
2,MORELIA,54,1157,B,,,,,,,
2,MORELIA,54,1158,B,178,97,112,2,14,0,0
2,MORELIA,54,1159,B,,,,,,,
2,MORELIA,54,1160,B,158,57,73,2,4,0,2
2,MORELIA,54,1160,C,136,79,59,2,8,0,2
2,MORELIA,54,1161,B,177,111,133,2,4,0,8
2,MORELIA,54,1162,B,,,,,,,
2,MORELIA,54,1163,B,,,,,,,
2,MORELIA,54,1164,B,168,86,63,3,3,0,0
2,MORELIA,54,1165,B,146,89,67,2,9,0,0
2,MORELIA,54,1165,C,153,84,77,3,8,1,1
2,MORELIA,54,1166,B,,,,,,,
2,MORELIA,54,1166,C,124,107,64,2,9,0,6
2,MORELIA,54,1167,B,,,,,,,
2,MORELIA,54,1168,B,135,94,72,2,12,0,5
2,MORELIA,54,1168,C,134,81,71,0,7,1,6
2,MORELIA,54,1169,B,,,,,,,
2,MORELIA,54,1169,C,,,,,,,
2,MORELIA,54,1170,B,,,,,,,
2,MORELIA,54,1170,C,,,,,,,
2,MORELIA,54,1171,B,230,121,70,5,27,0,5
2,MORELIA,54,1172,B,137,74,60,4,10,0,0
2,MORELIA,54,1172,C,,,,,,,
2,MORELIA,54,1173,B,,,,,,,
2,MORELIA,54,1174,B,234,128,60,1,11,0,4
2,MORELIA,54,1175,B,,,,,,,
2,MORELIA,54,1175,C,141,77,44,4,7,0,5
2,MORELIA,54,1176,B,157,129,57,3,11,0,6
2,MORELIA,54,1177,B,,,,,,,
2,MORELIA,54,1177,C,,,,,,,
2,MORELIA,54,1178,B,229,115,109,7,13,0,2
2,MORELIA,54,1179,B,,,,,,,
2,MORELIA,54,1179,C,257,111,42,1,4,2,2
2,MORELIA,54,1180,B,,,,,,,
2,MORELIA,54,1181,B,156,83,36,0,5,0,1
2,MORELIA,54,1181,C,162,87,41,3,5,1,0
2,MORELIA,54,1182,B,,,,,,,
2,MORELIA,54,1182,C,182,124,31,1,2,0,5
2,MORELIA,54,1183,B,,,,,,,
2,MORELIA,54,1184,B,263,88,88,6,17,0,8
2,MORELIA,54,1184,C,,,,,,,
2,MORELIA,54,1185,B,190,101,49,1,6,0,3
2,MORELIA,54,1185,C,164,106,65,0,4,0,0
2,MORELIA,54,1186,B,229,113,38,1,2,0,6
2,MORELIA,54,1186,C,212,116,50,1,7,0,7
2,MORELIA,54,1187,B,204,77,35,4,6,0,3
2,MORELIA,54,1187,C,,,,,,,
2,MORELIA,54,1188,B,,,,,,,
2,MORELIA,54,1188,C,218,111,18,1,0,0,0
2,MORELIA,54,1189,B,,,,,,,
2,MORELIA,54,1190,B,154,81,70,2,13,0,3
2,MORELIA,54,1215,B,105,59,99,2,1,0,4
2,MORELIA,54,1215,C,,,,,,,
2,MORELIA,54,1221,B,,,,,,,
2,MORELIA,54,1221,C,116,77,45,2,4,0,2
2,MORELIA,54,1221,EXT,,,,,,,
2,MORELIA,54,1222,B,75,77,57,3,3,0,3
2,MORELIA,54,1222,C,100,57,56,1,9,0,7
2,MORELIA,54,1223,B,284,126,74,4,6,0,2
2,MORELIA,54,1224,B,,,,,,,
2,MORELIA,54,1224,C1,122,63,82,7,2,0,7
2,MORELIA,54,1224,C2,,,,,,,
2,MORELIA,54,1225,B,158,99,48,3,14,0,8
2,MORELIA,54,1225,C1,186,115,34,2,7,0,0
2,MORELIA,54,1225,C2,,,,,,,
2,MORELIA,54,1226,B,,,,,,,
2,MORELIA,54,1226,C,,,,,,,
2,MORELIA,54,1227,B,136,95,55,2,7,0,0
2,MORELIA,54,1228,B,,,,,,,
2,MORELIA,54,1229,B,139,99,127,5,19,0,10
2,MORELIA,54,1230,B,,,,,,,
2,MORELIA,54,1230,C,43,76,53,3,17,0,0
2,MORELIA,54,1231,B,122,76,54,3,15,0,10
2,MORELIA,54,1232,B,,,,,,,
2,MORELIA,54,1232,C,102,114,132,1,12,0,10
2,MORELIA,54,1233,B,66,92,106,3,9,0,0
2,MORELIA,54,1234,B,74,60,100,2,5,0,7
2,MORELIA,54,1234,C,,,,,,,
2,MORELIA,54,1235,B,94,69,70,0,10,0,6
2,MORELIA,54,1235,C,74,79,86,5,5,0,0
2,MORELIA,54,1236,B,79,53,76,4,10,0,12
2,MORELIA,54,1236,C,79,46,85,4,3,0,8
2,MORELIA,54,1241,B,87,105,85,6,5,0,6
2,MORELIA,54,1241,C,110,96,79,8,6,0,9
2,MORELIA,54,1242,B,73,87,122,2,13,0,10
2,MORELIA,54,1242,C,81,93,106,3,12,0,0
2,MORELIA,54,1243,B,,,,,,,
2,MORELIA,54,1244,B,58,66,89,5,4,0,10
2,MORELIA,54,1245,B,,,,,,,
2,MORELIA,54,1245,C,34,59,78,5,10,0,8
2,MORELIA,54,1246,B,,,,,,,
2,MORELIA,54,1247,B,,,,,,,
2,MORELIA,54,1247,C,,,,,,,
2,MORELIA,54,1248,B,83,87,102,0,4,1,7
2,MORELIA,54,1249,B,,,,,,,
2,MORELIA,54,1250,B,66,82,89,2,2,0,6
2,MORELIA,54,1250,C,57,83,115,3,1,0,4
2,MORELIA,54,1250,EXT,35,104,102,2,3,0,0
2,MORELIA,54,1251,B,,,,,,,
2,MORELIA,54,1251,C,,,,,,,
2,MORELIA,54,1251,EXT,15,82,22,1,2,0,0
2,MORELIA,54,1267,B,44,132,33,3,3,0,5
2,MORELIA,54,1267,EXT,,,,,,,
2,MORELIA,54,1268,B,54,32,36,0,6,0,2
2,MORELIA,54,1268,C,49,54,39,2,6,0,3
2,MORELIA,54,1268,EXT,156,149,100,3,18,0,16
2,MORELIA,54,1269,B,,,,,,,
2,MORELIA,54,1270,B,38,49,125,3,3,0,6
2,MORELIA,54,1270,C,,,,,,,
2,MORELIA,54,1270,EXT,5,41,80,3,2,0,0
2,MORELIA,54,1271,B,58,123,91,2,11,0,18
2,MORELIA,54,1271,EXT 1,15,82,29,0,10,0,5
2,MORELIA,54,1271,EXT 2,,,,,,,
2,MORELIA,54,1272,B,,,,,,,
2,MORELIA,54,1273,B,27,76,8,13,1,0,7
2,MORELIA,54,1273,EXT,,,,,,,
2,MORELIA,54,1274,B,,,,,,,
2,MORELIA,54,1275,B,,,,,,,
2,MORELIA,54,1276,B,108,111,53,4,9,0,5
2,MORELIA,54,1276,C,85,104,65,1,11,1,241
2,MORELIA,54,1277,B,47,101,108,4,5,0,10
2,MORELIA,54,1277,C,47,109,103,7,9,0,8
2,MORELIA,54,1278,B,5,40,83,5,1,0,4
2,MORELIA,54,1278,EXT,28,130,176,10,5,0,7
2,MORELIA,54,1279,B,,,,,,,
2,MORELIA,54,1280,B,5,15,58,3,3,0,0
2,MORELIA,54,1280,C,,,,,,,
2,MORELIA,54,1280,EXT1,12,61,62,2,6,0,0
2,MORELIA,54,1280,EXT2,,,,,,,
2,MORELIA,54,1281,B,4,13,88,1,2,0,2
2,MORELIA,54,1282,B,2,2,142,0,0,0,0
2,MORELIA,54,1286,B,55,86,80,4,9,0,4
2,MORELIA,54,1286,C,70,108,70,3,11,0,5
2,MORELIA,54,1286,EXT,,,,,,,
2,MORELIA,54,1287,B,63,54,63,3,2,0,3
2,ACUITZIO,1,1,B,99,92,51,1,3,,
2,ACUITZIO,1,1,C,85,129,47,3,0,,
2,ACUITZIO,1,2,B,91,83,55,1,1,,
2,ACUITZIO,1,2,C,64,91,89,2,1, ,
2,ACUITZIO,1,3,B,89,137,54,0,0,,
2,ACUITZIO,1,3,C,93,122,60,0,0,,
2,ACUITZIO,1,4,B,156,219,123,0,1,,
2,ACUITZIO,1,5,B,125,190,68,0,0,,
2,ACUITZIO,1,6,B,10,46,143,4,2,,
2,ACUITZIO,1,7,B,44,108,125,0,0,,
2,ACUITZIO,1,8,B,55,52,48,0,1,,
2,ACUITZIO,1,9,B,10,64,59,3,0,,
2,ACUITZIO,1,10,B,56,113,219,0,1,,
2,CHARO,22,346,B,299,157,33,5,21,,
2,CHARO,22,346,C,302,174,14,0,11,,
2,CHARO,22,347,B,198,139,12,0,19,,
2,CHARO,22,347,C1,199,114,33,2,10,,
2,CHARO,22,347,C2,206,129,15,5,12,,
2,CHARO,22,348,B,68,80,120,2,3,,
2,CHARO,22,348,C,43,84,84,3,3,,
2,CHARO,22,349,B,154,104,22,1,3,,
2,CHARO,22,349,C,167,112,20,2,7,,
2,CHARO,22,350,B,105,55,10,0,107,,
2,CHARO,22,351,B,65,39,41,2,125,,
2,CHARO,22,351,C,56,60,36,1,133,,
2,CHARO,22,352,B,166,122,16,4,47,,
2,CHARO,22,353,B,123,62,46,0,20,,
2,CHARO,22,354,B,85,54,1,1,11,,
2,CHARO,22,355,B,41,36,15,0,7,,
2,CHARO,22,356,B,90,22,23,0,16,,
2,CHARO,22,357,B,79,31,10,1,9,,
2,CHARO,22,358,B,39,46,35,1,35,,
2,CHARO,22,359,B,177,67,67,2,18,,
2,CHARO,22,360,B,27,83,9,2,10,,
2,HUIRAMBA,39,647,B,19,270,232,7,5,,
2,HUIRAMBA,39,647,C,13,248,272,6,6,,
2,HUIRAMBA,39,648,B,9,199,139,1,1,,
2,HUIRAMBA,39,649,B,37,139,50,1,1,,
2,HUIRAMBA,39,650,B,6,72,240,2,3,,
2,HUIRAMBA,39,650,C,,,,,,,
2,HUIRAMBA,39,650,EXT 1,4,77,91,3,0,,
2,HUIRAMBA,39,650,EXT 2,3,81,99,2,0,,
2,LAGUNILLAS,49,802,B,0,232,95,0,5,,
2,LAGUNILLAS,49,802,C,5,243,88,0,6,,
2,LAGUNILLAS,49,803,B,0,60,188,1,0,,
2,LAGUNILLAS,49,803,C,0,29,116,0,0,,
2,LAGUNILLAS,49,803,EXT 1,2,38,134,2,0,,
2,LAGUNILLAS,49,803,EXT 2,0,25,76,0,0,,
2,LAGUNILLAS,49,804,B,2,101,146,1,1,,
2,LAGUNILLAS,49,804,EXT,0,70,116,1,6,,
2,LAGUNILLAS,49,805,B,6,285,127,2,6,,
2,MADERO,51,871,B,37,180,260,4,4,,
2,MADERO,51,871,C,24,189,258,0,4,,
2,MADERO,51,872,B,19,68,146,0,4,,
2,MADERO,51,872,C,25,85,137,1,3,,
2,MADERO,51,873,B,30,202,178,0,1,,
2,MADERO,51,873,C,25,223,151,1,0,,
2,MADERO,51,874,B,19,72,130,0,1,,
2,MADERO,51,875,B,10,63,142,0,1,,
2,MADERO,51,875,C,14,70,117,1,2,,
2,MADERO,51,876,B,6,12,98,2,1,,
2,MADERO,51,877,B,5,50,110,0,0,,
2,MADERO,51,878,B,9,51,48,0,1,,
2,MADERO,51,879,B,5,16,39,0,2,,
2,MADERO,51,880,B,17,82,267,1,1,,
2,MADERO,51,881,B,33,74,218,4,3,,
2,MADERO,51,881,EXT,4,24,49,0,2,,
2,MADERO,51,882,B,,,,,,,
2,MADERO,51,883,B,4,2,45,0,0,,
2,MADERO,51,884,B,2,4,42,0,0,,
3,COENEO,16,257,B,65,53,166,1,2,0,0
3,COENEO,16,258,B,66,71,220,1,1,0,2
3,COENEO,16,259,B,56,48,141,0,0,0,0
3,COENEO,16,259,C,56,82,126,3,8,0,0
3,COENEO,16,260,B,47,116,208,0,0,0,0
3,COENEO,16,261,B,8,76,76,1,1,0,7
3,COENEO,16,262,B,3,84,96,0,0,0,6
3,COENEO,16,262,C,2,74,117,1,0,0,4
3,COENEO,16,263,B,4,21,284,6,1,0,5
3,COENEO,16,264,B,14,22,200,0,2,0,4
3,COENEO,16,265,B,8,141,27,1,0,0,1
3,COENEO,16,265,EXT,2,4,84,1,0,0,1
3,COENEO,16,266,B,2,12,82,1,1,0,1
3,COENEO,16,267,B,6,48,140,3,1,0,0
3,COENEO,16,267,C,2,53,120,0,0,0,17
3,COENEO,16,268,B,10,23,172,1,0,0,2
3,COENEO,16,269,B,11,116,83,2,1,0,2
3,COENEO,16,270,B,11,29,222,4,5,0,0
3,COENEO,16,271,B,6,270,5,0,1,0,5
3,COENEO,16,272,B,4,304,6,1,0,0,6
3,COENEO,16,273,B,19,64,89,0,0,0,4
3,COENEO,16,273,EXT,3,20,45,1,0,0,1
3,COENEO,16,274,B,41,49,148,3,3,0,2
3,COENEO,16,275,B,35,56,77,0,1,1,6
3,COENEO,16,276,B,3,27,76,0,0,0,0
3,COENEO,16,277,B,7,162,145,0,1,0,3
3,COENEO,16,278,B,12,115,121,0,0,0,9
3,COENEO,16,279,B,7,49,74,4,3,0,0
3,COENEO,16,280,B,6,116,178,3,1,0,13
3,COENEO,16,281,B,1,6,182,0,1,0,11
3,COENEO,16,282,B,2,22,396,1,1,0,4
3,COENEO,16,283,B,6,51,54,0,0,0,0
3,COENEO,16,284,B,2,24,163,3,2,0,8
3,COENEO,16,284,EXT,2,2,80,0,1,0,0
3,COENEO,16,285,B,13,79,203,3,3,0,3
3,ERONGARI.,32,457,B,12,221,110,4,0,0,0
3,ERONGARI.,32,457,C,9,174,88,3,1,0,6
3,ERONGARI.,32,457,E,13,81,140,0,0,0,17
3,ERONGARI.,32,458,B,26,212,161,1,1,0,7
3,ERONGARI.,32,459,B,4,9,213,0,0,0,0
3,ERONGARI.,32,460,B,4,135,103,3,1,0,3
3,ERONGARI.,32,461,B,9,84,179,0,2,0,6
3,ERONGARI.,32,461,C,13,118,141,2,2,0,0
3,ERONGARI.,32,462,B,5,123,114,0,0,0,7
3,ERONGARI.,32,463,B,19,96,127,0,2,0,7
3,ERONGARI.,32,463,C,18,115,88,1,1,0,30
3,ERONGARI.,32,464,B,12,59,125,2,0,0,8
3,ERONGARI.,32,464,C,8,64,110,1,1,0,7
3,ERONGARI.,32,465,B,7,63,61,2,2,0,0
3,ERONGARI.,32,465,E,20,31,134,1,2,0,5
3,ERONGARI.,32,466,B,20,146,185,1,8,0,0
3,HUANIQUEO,37,590,B,4,184,120,4,4,0,5
3,HUANIQUEO,37,591,B,3,217,80,0,0,0,5
3,HUANIQUEO,37,592,B,4,173,101,3,1,0,3
3,HUANIQUEO,37,592,C,1,152,165,2,3,0,5
3,HUANIQUEO,37,593,B,12,262,167,0,1,0,7
3,HUANIQUEO,37,594,B,5,25,331,5,0,0,6
3,HUANIQUEO,37,595,B,3,30,178,0,0,2,14
3,HUANIQUEO,37,596,B,0,42,218,1,0,0,6
3,HUANIQUEO,37,597,B,1,59,204,0,0,0,3
3,HUANIQUEO,37,598,B,3,108,134,1,0,0,4
3,HUANIQUEO,37,598,C,2,115,127,1,0,0,2
3,HUANIQUEO,37,599,B,7,102,246,7,0,0,6
3,HUANIQUEO,37,600,B,1,135,176,7,0,0,11
3,PATZCUARO,67,1456,B,39,92,260,2,5,0,13
3,PATZCUARO,67,1456,C,46,90,268,1,2,0,5
3,PATZCUARO,67,1457,B,44,77,167,4,3,0,7
3,PATZCUARO,67,1457,C,57,84,172,3,6,0,6
3,PATZCUARO,67,1458,B,82,77,228,2,5,0,14
3,PATZCUARO,67,1458,C,57,92,250,5,7,0,20
3,PATZCUARO,67,1459,B,42,82,174,4,7,0,9
3,PATZCUARO,67,1459,B,40,77,176,4,8,0,4
3,PATZCUARO,67,1459,E,153,80,44,2,3,0,16
3,PATZCUARO,67,1460,B,113,94,243,2,5,0,23
3,PATZCUARO,67,1460,C,135,103,245,8,8,0,19
3,PATZCUARO,67,1461,B,84,125,212,1,4,0,5
3,PATZCUARO,67,1462,B,47,52,216,3,2,0,9
3,PATZCUARO,67,1462,C,58,63,174,3,7,0,9
3,PATZCUARO,67,1463,B,37,72,179,2,1,0,7
3,PATZCUARO,67,1464,B,35,58,159,1,3,0,5
3,PATZCUARO,67,1464,C,50,84,122,6,3,0,8
3,PATZCUARO,67,1465,B,76,80,152,2,5,0,4
3,PATZCUARO,67,1465,C,62,93,155,3,4,0,16
3,PATZCUARO,67,1466,B,60,106,126,1,3,0,10
3,PATZCUARO,67,1466,C,59,89,122,1,2,0,10
3,PATZCUARO,67,1467,B,72,70,221,2,4,0,14
3,PATZCUARO,67,1467,C,72,75,210,3,7,0,12
3,PATZCUARO,67,1468,B,121,122,142,1,5,0,2
3,PATZCUARO,67,1468,E,,,,,,,
3,PATZCUARO,67,1469,B,100,95,100,1,5,0,11
3,PATZCUARO,67,1469,C,86,104,135,0,4,0,10
3,PATZCUARO,67,1470,B,89,96,203,2,10,0,16
3,PATZCUARO,67,1470,C,73,111,171,0,3,0,19
3,PATZCUARO,67,1471,B,120,89,178,6,3,0,10
3,PATZCUARO,67,1471,C,123,71,159,2,6,0,15
3,PATZCUARO,67,1472,B,91,61,163,0,4,0,0
3,PATZCUARO,67,1472,C,81,91,138,1,4,0,9
3,PATZCUARO,67,1473,B,111,109,191,4,5,0,19
3,PATZCUARO,67,1473,C,89,100,221,1,3,0,13
3,PATZCUARO,67,1474,B,28,92,138,0,2,0,3
3,PATZCUARO,67,1474,C,43,86,137,0,2,0,14
3,PATZCUARO,67,1475,B,60,68,130,3,4,1,9
3,PATZCUARO,67,1475,C,37,54,151,2,4,0,52
3,PATZCUARO,67,1476,B,74,136,207,5,3,0,9
3,PATZCUARO,67,1476,C,85,130,172,5,4,0,0
3,PATZCUARO,67,1477,B,64,77,195,4,8,0,16
3,PATZCUARO,67,1477,C,67,84,201,7,9,0,17
3,PATZCUARO,67,1478,B,27,79,54,2,3,0,76
3,PATZCUARO,67,1478,C,32,111,79,4,3,0,6
3,PATZCUARO,67,1479,B,90,94,77,3,3,0,10
3,PATZCUARO,67,1479,C,73,111,58,0,4,0,3
3,PATZCUARO,67,1480,B,54,51,104,1,3,0,6
3,PATZCUARO,67,1480,C,78,47,81,1,1,0,6
3,PATZCUARO,67,1481,B,37,76,189,3,7,0,4
3,PATZCUARO,67,1482,B,51,93,190,2,1,0,11
3,PATZCUARO,67,1483,B,19,28,131,0,0,0,0
3,PATZCUARO,67,1483,C,31,24,112,1,1,0,5
3,PATZCUARO,67,1484,B,22,41,251,6,6,0,0
3,PATZCUARO,67,1485,B,97,68,186,4,0,0,0
3,PATZCUARO,67,1486,B,25,70,246,5,2,0,21
3,PATZCUARO,67,1487,B,51,86,230,8,6,0,15
3,PATZCUARO,67,1488,B,39,73,136,8,4,0,11
3,PATZCUARO,67,1489,B,16,78,162,4,5,0,14
3,PATZCUARO,67,1490,B,51,98,148,1,9,0,12
3,PATZCUARO,67,1491,B,49,143,132,7,8,0,16
3,PATZCUARO,67,1492,B,32,82,198,1,2,0,8
3,PATZCUARO,67,1493,B,69,210,124,4,1,0,26
3,PATZCUARO,67,1494,B,24,41,65,2,3,0,4
3,PATZCUARO,67,1495,B,31,57,21,0,1,0,0
3,PATZCUARO,67,1496,B,40,259,21,0,1,0,0
3,PATZCUARO,67,1497,B,46,50,159,1,1,0,7
3,PATZCUARO,67,1497,C,39,78,150,2,2,0,8
3,QUIROGA,74,1661,B,210,141,5,0,0,0,9
3,QUIROGA,74,1661,C,204,160,7,1,1,0,6
3,QUIROGA,74,1662,B,163,184,3,1,0,0,4
3,QUIROGA,74,1662,C,179,176,9,1,1,0,8
3,QUIROGA,74,1662,C,134,218,5,0,0,0,8
3,QUIROGA,74,1663,B,202,141,5,0,0,0,7
3,QUIROGA,74,1663,C,200,171,2,0,2,0,8
3,QUIROGA,74,1664,B,203,141,4,1,1,0,0
3,QUIROGA,74,1664,C,201,117,5,0,0,0,5
3,QUIROGA,74,1664,E,80,81,1,1,0,0,5
3,QUIROGA,74,1665,B,284,155,8,0,2,0,10
3,QUIROGA,74,1665,C,253,154,11,0,0,0,6
3,QUIROGA,74,1666,B,201,101,7,0,2,0,7
3,QUIROGA,74,1666,C,197,105,6,0,1,0,7
3,QUIROGA,74,1667,B,50,120,62,2,3,0,11
3,QUIROGA,74,1668,B,56,65,96,1,0,0,7
3,QUIROGA,74,1669,B,56,113,61,2,3,0,12
3,QUIROGA,74,1669,C,47,109,66,2,4,0,12
3,QUIROGA,74,1670,B,57,55,74,5,2,0,7
3,QUIROGA,74,1670,C,32,82,68,1,2,0,6
3,QUIROGA,74,1671,B,13,71,214,8,3,0,13
3,QUIROGA,74,1672,B,15,87,197,0,4,0,6
3,QUIROGA,74,1673,B,100,29,9,0,0,0,13
3,QUIROGA,74,1674,B,86,27,5,5,1,0,0
3,SALV. ESC.,80,1799,B,153,92,59,2,0,0,13
3,SALV. ESC.,80,1799,C,155,99,25,5,0,0,6
3,SALV. ESC.,80,1800,B,186,116,133,3,1,0,21
3,SALV. ESC.,80,1800,C,201,159,88,3,4,0,17
3,SALV. ESC.,80,1801,B,143,108,53,3,0,0,5
3,SALV. ESC.,80,1801,C,158,134,30,2,1,0,0
3,SALV. ESC.,80,1801,E,178,147,32,4,0,0,9
3,SALV. ESC.,80,1802,B,244,169,67,5,5,0,19
3,SALV. ESC.,80,1802,C,206,163,71,16,6,0,25
3,SALV. ESC.,80,1803,B,42,100,152,11,2,0,11
3,SALV. ESC.,80,1803,C,25,121,139,4,4,0,10
3,SALV. ESC.,80,1803,E,41,120,133,8,3,0,13
3,SALV. ESC.,80,1804,B,50,92,189,4,2,0,17
3,SALV. ESC.,80,1804,C,42,110,196,4,2,0,10
3,SALV. ESC.,80,1805,B,15,55,164,3,3,0,8
3,SALV. ESC.,80,1805,C,19,44,168,3,3,0,3
3,SALV. ESC.,80,1806,B,142,186,28,0,0,0,41
3,SALV. ESC.,80,1806,C,167,168,17,1,5,0,18
3,SALV. ESC.,80,1807,B,33,83,45,0,5,0,12
3,SALV. ESC.,80,1807,E,13,16,58,4,2,0,6
3,SALV. ESC.,80,1808,B,74,151,57,8,7,0,7
3,SALV. ESC.,80,1809,B,71,95,60,1,0,0,9
3,SALV. ESC.,80,1810,B,18,197,174,1,4,0,30
3,SALV. ESC.,80,1811,B,62,116,69,3,3,0,9
3,SALV. ESC.,80,1812,B,113,124,39,4,5,0,0
3,SALV. ESC.,80,1812,E,27,102,27,1,3,0,11
3,SALV. ESC.,80,1813,B,16,140,86,3,3,0,9
3,SALV. ESC.,80,1814,B,37,129,68,0,2,0,13
3,SALV. ESC.,80,1815,B,39,112,240,2,3,0,9
3,SALV. ESC.,80,1816,B,39,110,92,1,4,0,137
3,SALV. ESC.,80,1817,B,101,106,111,7,3,1,18
3,SALV. ESC.,80,1818,B,106,127,199,10,8,0,12
3,SALV. ESC.,80,1819,B,44,168,40,1,2,0,9
3,SALV. ESC.,80,1820,B,256,177,98,3,0,0,10
3,SALV. ESC.,80,2673,B,59,46,122,0,0,0,9
3,SALV. ESC.,80,2674,B,17,75,159,2,1,0,7
3,TZINTZUNTZAN,101,2151,B,23,39,204,1,0,0,8
3,TZINTZUNTZAN,101,2151,C,18,68,184,1,3,0,9
3,TZINTZUNTZAN,101,2152,B,17,93,233,1,0,0,13
3,TZINTZUNTZAN,101,2152,C,19,78,210,0,1,0,13
3,TZINTZUNTZAN,101,2153,B,68,160,218,2,1,0,27
3,TZINTZUNTZAN,101,2154,B,27,73,52,0,7,0,5
3,TZINTZUNTZAN,101,2154,E,9,54,31,0,2,0,3
3,TZINTZUNTZAN,101,2155,B,36,159,209,3,5,0,24
3,TZINTZUNTZAN,101,2156,B,1,27,54,0,2,0,1
3,TZINTZUNTZAN,101,2157,B,23,100,163,2,3,0,5
3,TZINTZUNTZAN,101,2158,B,12,97,100,0,0,0,9
3,TZINTZUNTZAN,101,2158,C,3,116,87,0,0,0,18
3,TZINTZUNTZAN,101,2159,B,38,168,142,3,1,0,15
4,LA PIEDAD,70,1529,B,147,84,37,5,0,0,6
4,LA PIEDAD,70,1529,C,151,79,28,5,1,0,3
4,LA PIEDAD,70,1530,B,198,116,60,4,1,0,7
4,LA PIEDAD,70,1530,C,182,93,57,4,0,4,
4,LA PIEDAD,70,1531,B,163,85,32,3,0,0,3
4,LA PIEDAD,70,1531,C,162,90,29,4,4,1,2
4,LA PIEDAD,70,1532,B,155,88,26,9,1,0,6
4,LA PIEDAD,70,1532,C,170,94,30,16,1,1,4
4,LA PIEDAD,70,1533,B,208,76,29,19,1,0,94
4,LA PIEDAD,70,1534,B,214,57,25,9,2,0,5
4,LA PIEDAD,70,1534,C,185,68,31,15,1,0,4
4,LA PIEDAD,70,1535,B,214,73,31,20,0,0,14
4,LA PIEDAD,70,1535,C,204,62,46,29,3,0,10
4,LA PIEDAD,70,1536,B,126,77,20,2,1,0,4
4,LA PIEDAD,70,1536,C,117,61,26,3,0,0,4
4,LA PIEDAD,70,1537,B,199,97,55,14,5,0,8
4,LA PIEDAD,70,1537,C,186,110,33,8,1,0,7
4,LA PIEDAD,70,1538,B,167,67,20,13,0,0,3
4,LA PIEDAD,70,1538,C,153,67,25,15,2,0,5
4,LA PIEDAD,70,1539,B,143,62,27,10,1,0,7
4,LA PIEDAD,70,1539,C,150,39,32,17,0,0,0
4,LA PIEDAD,70,1540,B,252,97,42,11,1,0,5
4,LA PIEDAD,70,1541,B,172,128,39,9,6,0,9
4,LA PIEDAD,70,1541,C,177,112,60,10,3,1,0
4,LA PIEDAD,70,1542,B,94,64,34,9,0,0,0
4,LA PIEDAD,70,1543,B,214,110,24,16,6,0,1
4,LA PIEDAD,70,1543,C,210,102,24,18,2,1,3
4,LA PIEDAD,70,1543,EXT.,232,103,23,16,1,0,2
4,LA PIEDAD,70,1544,B,172,59,38,5,2,0,8
4,LA PIEDAD,70,1544,C,173,67,38,10,1,0,8
4,LA PIEDAD,70,1545,B,230,61,30,7,0,0,6
4,LA PIEDAD,70,1545,C,209,79,45,10,1,0,4
4,LA PIEDAD,70,1546,B,174,104,28,2,1,0,5
4,LA PIEDAD,70,1546,C,170,91,40,8,0,0,7
4,LA PIEDAD,70,1546,EXT.,,,,,,,
4,LA PIEDAD,70,1547,B,208,56,22,6,0,0,2
4,LA PIEDAD,70,1547,C,199,73,19,2,2,0,3
4,LA PIEDAD,70,1548,B,312,87,44,14,0,0,0
4,LA PIEDAD,70,1549,B,202,98,7,8,0,0,4
4,LA PIEDAD,70,1549,EXT.,4,1,1,1,0,0,0
4,LA PIEDAD,70,1550,B,261,87,29,19,1,0,1
4,LA PIEDAD,70,1551,B,225,98,28,5,2,0,5
4,LA PIEDAD,70,1552,B,209,58,41,4,2,0,161
4,LA PIEDAD,70,1552,C,199,78,29,1,2,0,2
4,LA PIEDAD,70,1553,B,151,61,39,2,0,0,0
4,LA PIEDAD,70,1553,C,146,52,39,5,3,0,1
4,LA PIEDAD,70,1554,B,204,76,58,3,3,0,14
4,LA PIEDAD,70,1555,B,135,71,30,7,0,0,5
4,LA PIEDAD,70,1555,C,178,47,25,12,1,0,0
4,LA PIEDAD,70,1556,B,174,92,93,9,2,0,4
