CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRS,PRI,PRI_PVEM,PRD_PT_MC,PVEM,NVA_ALIANZA,MORENA,PH,ES,BS,FACA,JLCM,JRM,ISRM,MARM,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,226,C01,171,64,,29,1,12,31,23,13,,,,,,,1,2,1,0,0,348,10,358,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,227,B,206,59,,20,5,12,27,25,13,,,,,,,4,2,0,0,0,373,4,377,641,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,227,C01,178,67,,18,8,14,30,21,17,,,,,,,1,1,0,0,0,355,14,369,640,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,228,B,196,74,,24,8,13,34,27,19,,,,,,,2,1,0,0,1,399,13,412,733,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,228,C01,186,67,,29,10,9,36,26,22,,,,,,,1,0,0,0,0,386,18,404,732,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,229,B,259,51,,23,10,0,38,19,19,,,,,,,5,2,3,0,2,431,18,449,737,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,230,B,230,75,,43,4,6,29,39,27,,,,,,,3,0,0,0,3,459,18,477,738,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,231,B,177,42,,22,2,5,25,28,12,,,,,,,5,2,1,0,0,321,12,333,502,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,232,B,130,31,,13,5,4,26,12,6,,,,,,,3,1,0,0,0,231,2,233,399,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,232,C01,130,36,,17,5,5,21,16,6,,,,,,,0,2,0,0,0,238,6,244,399,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,233,B,169,55,,32,5,11,31,22,23,,,,,,,5,1,0,0,0,354,5,359,599,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,234,B,129,49,,38,0,5,24,21,12,,,,,,,0,0,1,0,1,280,11,291,437,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,234,C01,121,54,,22,5,6,15,25,14,,,,,,,7,3,0,0,0,272,8,280,437,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,235,B,129,49,,25,7,10,23,11,17,,,,,,,2,2,0,0,0,275,8,283,455,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,235,C01,122,40,,19,8,6,23,15,12,,,,,,,0,2,0,0,0,247,13,260,454,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,236,B,141,33,,16,4,3,13,13,9,,,,,,,1,4,0,0,0,237,6,243,417,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,237,B,114,56,,16,6,7,27,24,10,,,,,,,4,2,0,0,1,267,16,283,461,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,237,C01,126,57,,23,6,7,35,15,15,,,,,,,1,1,0,0,0,286,9,295,461,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,238,B,100,57,,19,7,11,21,21,10,,,,,,,9,1,0,0,1,257,10,267,394,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,238,C01,95,49,,14,1,3,20,14,11,,,,,,,2,0,1,0,0,210,6,216,393,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,239,B,143,45,,26,4,4,24,16,15,,,,,,,1,0,0,0,0,278,10,288,507,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,239,C01,150,41,,18,5,5,18,21,21,,,,,,,1,4,0,0,0,284,12,296,506,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,240,B,124,37,,12,8,3,23,21,11,,,,,,,1,5,0,0,0,245,10,255,522,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,241,B,134,43,,19,12,4,25,18,9,,,,,,,3,1,0,0,1,269,9,278,524,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,242,B,136,60,,17,5,6,13,31,10,,,,,,,6,6,2,0,1,293,16,309,626,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,243,B,146,90,,29,8,10,27,46,16,,,,,,,4,2,0,1,1,380,5,385,650,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,244,B,129,120,,39,0,0,34,65,20,,,,,,,0,0,0,0,0,407,18,425,690,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,245,B,145,94,,31,7,3,34,31,17,,,,,,,0,0,0,0,3,365,17,382,584,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,246,B,99,57,,16,6,5,9,10,11,,,,,,,1,1,0,0,0,215,10,225,444,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,246,C01,110,58,,17,0,0,12,16,12,,,,,,,0,0,0,0,1,226,9,235,444,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,247,B,103,46,,15,2,5,9,15,5,,,,,,,1,1,0,0,0,202,6,208,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,247,C01,96,41,,9,5,8,14,11,3,,,,,,,0,3,0,0,0,190,10,200,406,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,248,B,200,83,,28,6,13,22,33,17,,,,,,,4,0,3,0,0,409,30,439,699,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,B,121,45,,28,3,4,24,23,14,,,,,,,1,2,0,0,0,265,9,274,420,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,C01,119,31,,16,6,5,36,31,9,,,,,,,2,1,0,0,1,257,10,267,420,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,250,B,126,48,,22,9,5,29,15,7,,,,,,,2,2,0,0,0,265,17,282,512,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,250,C01,106,41,,11,7,7,28,17,6,,,,,,,0,2,0,0,0,225,9,234,512,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,251,B,123,51,,21,6,2,27,17,4,,,,,,,2,2,0,0,0,255,18,273,535,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,254,B,153,20,,19,0,4,4,2,5,,,,,,,0,0,0,0,0,207,11,218,314,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,B,194,29,,38,0,7,5,38,4,,,,,,,0,4,1,0,0,320,14,334,538,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,E01,105,49,,35,4,9,27,6,14,,,,,,,1,4,2,0,0,256,20,276,656,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,E01C01,124,47,,31,8,11,22,14,6,,,,,,,3,1,2,0,0,269,8,277,656,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,440,B,180,45,,28,6,4,36,33,25,,,,,,,0,2,0,0,1,360,12,372,638,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,441,B,107,39,,21,2,5,17,20,17,,,,,,,3,0,0,0,2,233,8,241,481,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,442,B,138,58,,19,9,4,30,35,15,,,,,,,2,0,0,0,1,311,20,331,657,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,443,B,87,37,,12,1,4,23,24,5,,,,,,,0,1,0,0,0,194,7,201,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,443,C01,77,31,,17,4,6,16,16,7,,,,,,,1,2,0,0,0,177,4,181,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,444,B,104,40,,18,6,3,23,22,12,,,,,,,1,0,1,0,0,230,13,243,459,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,445,B,150,33,,29,6,9,28,27,21,,,,,,,3,1,0,0,0,307,11,318,513,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,446,B,89,60,,26,6,4,23,24,10,,,,,,,3,0,0,0,0,245,6,251,483,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,446,C01,100,43,,21,2,6,13,27,12,,,,,,,0,0,0,0,1,225,12,237,483,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,447,B,107,40,,11,5,3,17,10,18,,,,,,,0,3,0,0,1,215,8,223,567,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,448,B,95,35,,13,3,5,14,10,5,,,,,,,1,2,1,0,0,184,5,189,453,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,449,B,130,52,,11,11,6,25,14,17,,,,,,,0,2,0,0,1,269,11,280,573,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,450,B,88,55,,24,7,11,25,13,5,,,,,,,3,1,0,0,1,233,5,238,573,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,451,B,71,23,,5,5,2,12,4,8,,,,,,,0,1,1,0,0,132,3,135,378,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,451,C01,63,31,,8,3,0,14,13,7,,,,,,,0,0,0,0,1,140,7,147,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,452,B,58,26,,15,3,5,4,25,9,,,,,,,1,2,2,0,0,150,10,160,380,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,452,C01,66,26,,12,7,3,14,20,4,,,,,,,2,0,0,0,0,154,2,156,379,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,453,B,107,52,,26,5,5,16,13,6,,,,,,,0,2,0,0,0,232,13,245,637,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,454,B,122,57,,13,9,4,39,13,7,,,,,,,0,1,0,0,0,265,4,269,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,455,B,96,49,,18,9,5,20,15,13,,,,,,,3,1,0,0,0,229,8,237,578,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,456,B,43,22,,16,6,15,22,9,7,,,,,,,2,1,0,0,0,143,6,149,319,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,457,B,96,55,,13,6,5,18,22,8,,,,,,,3,8,0,0,0,234,5,239,522,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,458,B,140,65,,22,7,6,17,25,28,,,,,,,0,0,0,0,0,310,7,317,742,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,459,B,97,67,,16,6,6,29,24,14,,,,,,,1,2,0,0,1,263,6,269,699,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,460,B,120,58,,37,0,10,34,28,20,,,,,,,1,1,1,0,0,310,11,321,569,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,461,B,112,50,,20,4,4,21,31,18,,,,,,,0,1,0,0,0,261,8,269,493,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,462,B,115,40,,23,2,12,24,29,19,,,,,,,4,1,0,0,0,269,11,280,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,463,B,122,52,,13,5,6,23,36,16,,,,,,,3,0,0,0,0,276,10,286,546,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,464,B,178,40,,21,5,8,21,29,13,,,,,,,2,2,0,0,2,321,8,329,719,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,465,B,89,49,,17,4,4,18,19,11,,,,,,,3,0,0,0,2,216,9,225,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,465,C01,94,40,,17,1,4,12,29,11,,,,,,,0,0,0,0,0,208,5,213,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,466,B,134,44,,16,5,5,24,22,22,,,,,,,0,3,1,0,0,276,9,285,697,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,467,B,132,49,,18,7,9,30,21,13,,,,,,,0,3,1,0,0,283,7,290,711,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,468,B,139,41,,27,5,15,30,20,13,,,,,,,5,5,1,0,0,301,7,308,718,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,469,B,112,60,,27,10,4,21,16,10,,,,,,,3,0,0,1,0,264,8,272,684,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,B,103,22,,10,3,9,14,12,10,,,,,,,1,2,0,0,0,186,6,192,498,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,C01,87,32,,11,4,5,7,9,10,,,,,,,0,0,2,0,0,167,4,171,497,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,471,B,101,47,,17,5,9,22,18,17,,,,,,,2,2,0,0,0,240,4,244,595,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,B,94,36,,17,3,7,15,17,7,,,,,,,0,2,0,0,0,198,8,206,451,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,C01,99,32,,8,4,4,18,17,8,,,,,,,1,0,0,0,0,191,10,201,450,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,473,B,110,37,,7,7,10,6,13,11,,,,,,,2,3,0,0,2,208,6,214,460,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,474,B,110,27,,11,5,7,5,11,7,,,,,,,1,0,0,0,1,185,11,196,527,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,B,136,57,,13,10,9,12,24,12,,,,,,,0,4,0,0,0,277,12,289,621,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,C01,152,52,,17,10,6,11,18,7,,,,,,,0,1,0,0,0,274,4,278,621,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,476,B,123,54,,9,1,3,14,19,3,,,,,,,4,3,0,0,1,234,10,244,555,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,477,B,145,31,,16,4,9,20,15,7,,,,,,,2,0,0,0,0,249,9,258,588,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,B,121,35,,20,6,1,27,16,8,,,,,,,1,1,0,0,2,238,8,246,483,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,C01,115,39,,20,4,6,15,20,11,,,,,,,0,0,0,0,0,230,8,238,482,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,B,110,52,,28,9,2,26,26,13,,,,,,,3,2,0,0,0,271,6,277,546,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,C01,89,35,,34,4,2,17,24,11,,,,,,,0,2,0,0,0,218,5,223,546,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,B,78,45,,15,3,5,16,15,8,,,,,,,2,0,0,0,0,187,11,198,441,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,C01,72,39,,24,5,2,15,15,8,,,,,,,2,2,0,0,0,184,7,191,441,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,B,106,73,,22,0,0,16,13,9,,,,,,,0,0,0,0,0,239,7,246,495,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,C01,100,55,,9,0,0,12,17,6,,,,,,,0,0,0,0,0,199,6,205,494,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,B,110,43,,17,11,9,34,37,4,,,,,,,2,0,0,0,0,267,8,275,606,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,C01,138,43,,16,2,5,24,24,6,,,,,,,1,0,0,0,0,259,6,265,606,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,483,B,157,47,,19,7,10,20,33,7,,,,,,,0,2,0,0,1,303,1,304,713,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,B,90,38,,15,2,5,7,17,6,,,,,,,1,1,0,0,0,182,2,184,418,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,C01,84,30,,18,0,0,14,16,4,,,,,,,0,0,0,0,0,166,6,172,418,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,B,96,34,,14,5,1,22,33,11,,,,,,,3,1,0,1,2,223,9,232,479,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,C01,85,33,,17,4,4,26,26,11,,,,,,,0,1,0,0,0,207,12,219,478,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,B,101,50,,21,2,5,22,28,8,,,,,,,1,2,0,0,0,240,6,246,445,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,C01,95,28,,25,3,4,25,30,23,,,,,,,1,2,0,0,0,236,9,245,444,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,B,122,50,,17,7,10,34,29,13,,,,,,,3,2,0,0,0,287,6,293,541,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,C01,112,43,,17,10,10,25,36,19,,,,,,,3,0,2,0,0,277,5,282,540,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,B,112,47,,26,1,8,25,30,7,,,,,,,1,1,0,0,1,259,9,268,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,C01,123,62,,16,6,7,35,24,17,,,,,,,1,0,0,0,2,293,10,303,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,B,106,37,,18,6,8,39,32,17,,,,,,,0,0,0,0,0,263,12,275,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,C01,109,38,,18,0,1,39,27,17,,,,,,,16,0,0,0,0,265,7,272,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,B,122,44,,14,4,8,13,19,9,,,,,,,1,2,0,0,0,236,5,241,474,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,C01,120,36,,18,4,3,9,27,9,,,,,,,1,1,0,0,0,228,7,235,473,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,B,120,39,,16,3,8,26,37,13,,,,,,,2,2,0,0,0,266,10,276,524,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,C01,130,39,,15,1,2,21,23,10,,,,,,,2,3,0,0,1,247,21,268,524,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,B,108,44,,15,6,8,25,16,10,,,,,,,0,0,0,0,0,232,6,238,527,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,C01,102,45,,25,4,4,16,22,11,,,,,,,2,1,0,0,0,232,7,239,526,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,B,113,48,,28,1,3,16,12,12,,,,,,,0,2,0,0,0,235,4,239,477,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,C01,93,45,,20,1,4,19,12,16,,,,,,,4,2,0,1,0,217,1,218,477,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,B,129,42,,24,2,3,18,26,5,,,,,,,0,0,0,0,0,249,2,251,592,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,C01,113,43,,31,7,9,8,27,15,,,,,,,2,1,0,0,0,256,5,261,592,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,B,102,42,,17,5,7,16,18,13,,,,,,,0,1,0,0,0,221,2,223,560,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,C01,98,36,,15,6,11,18,23,13,,,,,,,2,0,0,0,0,222,5,227,560,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,288,B,128,,91,29,,40,29,3,18,,,,9,,,,,,,1,348,12,360,687,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,B,122,,46,18,,22,18,7,15,,,,4,,,,,,,0,252,17,269,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,C01,137,,64,18,,24,26,7,16,,,,1,,,,,,,0,293,18,311,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,C02,113,,71,16,,22,25,8,17,,,,6,,,,,,,1,279,16,295,565,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,B,151,,104,8,,11,27,7,8,,,,17,,,,,,,1,334,14,348,616,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,C01,118,,113,15,,7,15,11,9,,,,14,,,,,,,0,302,8,310,616,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,C02,117,,108,10,,5,19,12,13,,,,18,,,,,,,0,302,13,315,615,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,B,105,,58,11,,46,33,6,6,,,,0,,,,,,,0,265,3,268,512,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,C01,88,,40,12,,50,21,4,8,,,,3,,,,,,,0,226,14,240,512,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,258,B,95,,81,4,,8,3,0,0,,,,2,,,,,,,0,193,15,208,351,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,259,B,46,,19,2,,8,8,2,1,,,,3,,,,,,,0,89,1,90,174,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,260,B,36,,27,6,,8,3,1,1,,,,0,,,,,,,0,82,4,86,199,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,B,111,,69,12,,7,2,4,8,,,,5,,,,,,,0,218,19,237,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,C01,121,,87,9,,3,2,1,8,,,,1,,,,,,,0,232,15,247,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,262,B,74,,56,2,,1,0,0,0,,,,3,,,,,,,1,137,8,145,207,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,263,B,22,,78,6,,0,0,1,2,,,,0,,,,,,,0,109,7,116,190,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,B,20,,21,1,,0,2,0,0,,,,0,,,,,,,0,44,7,51,103,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,E01,26,,28,2,,2,0,0,0,,,,0,,,,,,,0,58,6,64,85,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,B,46,,27,1,,1,1,3,0,,,,0,,,,,,,0,79,3,82,120,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,E01,27,,41,1,,0,0,0,0,,,,0,,,,,,,1,70,3,73,122,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,E02,69,,71,3,,0,0,3,0,,,,0,,,,,,,0,146,0,146,228,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,B,64,,66,4,,7,0,1,1,,,,0,,,,,,,0,143,13,156,217,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,E01,42,,69,7,,3,0,0,1,,,,0,,,,,,,0,122,11,133,212,Acta casilla,,,
