Resultados para Ayuntamientos
Día y hora de captura,Distrito,Municipio,Demarcacion,Número de Casilla,Tipo de Casilla,PAN,PBN,PRD,PT,PRS,PMC,CI,NOREG,NULOS,Incidencia
2014-07-06 21:14:57,12,Santiago Ixcuintla,7,515,B,,140,157,1,10,0,,0,15,,
2014-07-06 21:15:21,7,Jala,2,247,B,86,142,,3,,,,0,4,,
2014-07-06 21:15:21,3,Santa María del Oro,3,427,B,,167,124,309,0,,,0,0,,
2014-07-06 21:15:29,8,San Pedro Lagunillas,4,405,B,16,59,,1,,7,,0,4,,
2014-07-06 21:15:39,9,San Blas,4,373,B,62,83,,8,2,1,85,1,7,,
2014-07-06 21:15:41,4,Xalisco,6,858,B,187,199,,3,4,6,,0,11,,
2014-07-06 21:15:44,3,Tepic,7,955,B,124,81,,6,3,3,,5,0,,
2014-07-06 21:15:52,16,Rosamorada,6,318,B,173,106,,12,0,0,1,0,6,,
2014-07-06 21:16:25,18,Acaponeta,3,7,B,,195,145,9,16,5,,0,7,,
2014-07-06 21:16:31,8,Compostela,9,178,B,49,178,,2,1,9,,0,0,,
2014-07-06 21:16:33,12,Santiago Ixcuintla,9,525,B,,127,135,1,1,0,,0,0,,
2014-07-06 21:16:38,17,Tecuala,3,554,B,,222,195,2,1,1,,0,9,,
2014-07-06 21:16:38,1,Tepic,5,680,C01,178,98,,16,5,2,,1,5,,
2014-07-06 21:16:47,17,Tecuala,6,593,B,,171,86,4,3,1,,0,12,,
2014-07-06 21:16:49,18,Acaponeta,7,47,E1,,30,32,0,1,1,,0,0,,
2014-07-06 21:16:59,2,Tepic,3,616,C01,219,107,,8,0,6,,0,9,,
2014-07-06 21:17:22,13,Amatlán de Cañas,1,67,B,275,310,,17,,,,3,4,,
2014-07-06 21:17:25,15,Tuxpan,3,828,B,77,101,,10,,69,,0,12,,
2014-07-06 21:17:34,11,Santiago Ixcuintla,6,487,B,,201,178,18,2,0,,0,0,,
2014-07-06 21:17:57,1,Tepic,5,728,C01,244,86,,4,2,7,,1,4,,
2014-07-06 21:18:11,2,Tepic,3,616,B,207,102,,5,1,5,,0,13,,
2014-07-06 21:18:14,14,Bahía de Banderas,8,107,E1,,172,204,5,1,29,,0,11,,
2014-07-06 21:18:16,8,Compostela,1,125,B,134,169,,12,0,5,,1,11,,
2014-07-06 21:18:20,10,Santiago Ixcuintla,3,502,B,,199,214,21,5,34,,3,29,,
2014-07-06 21:18:34,1,Tepic,4,671,B,118,45,,3,0,3,,0,0,,
2014-07-06 21:18:51,18,Acaponeta,4,17,B,,231,238,8,5,13,,0,11,,
2014-07-06 21:19:07,10,Santiago Ixcuintla,2,445,B,,82,82,11,0,4,,0,5,,
2014-07-06 21:19:08,7,Jala,2,240,B,114,205,,2,,,,0,14,,
2014-07-06 21:19:13,7,Ahuacatlán,2,53,C01,102,145,,34,59,,,0,8,,
2014-07-06 21:19:32,15,Tuxpan,1,815,B,236,146,,6,,86,,0,19,,
2014-07-06 21:19:38,17,Tecuala,6,587,B,,249,226,6,2,1,,0,15,,
2014-07-06 21:19:49,17,Tecuala,1,570,C01,,185,106,10,11,2,,0,32,,
2014-07-06 21:19:54,4,Tepic,8,733,B,175,177,,6,1,5,,0,12,,
2014-07-06 21:19:57,1,Tepic,4,685,B,171,89,,2,1,2,,1,11,,
2014-07-06 21:20:00,4,Tepic,11,775,B,66,40,,2,2,1,,0,4,,
2014-07-06 21:20:13,11,Santiago Ixcuintla,6,491,B,,207,119,1,2,0,,0,10,,
2014-07-06 21:20:28,14,Bahía de Banderas,7,115,C06,,160,102,6,1,155,,1,9,,
2014-07-06 21:20:37,2,Tepic,3,889,B,101,67,,4,1,1,,1,3,,
2014-07-06 21:20:43,4,Xalisco,2,847,C03,290,184,,33,1,9,,0,14,,
2014-07-06 21:20:54,3,Tepic,7,954,B,142,98,,16,0,1,,0,4,,
2014-07-06 21:20:55,16,Rosamorada,1,282,B,40,214,,130,2,3,18,0,9,,
2014-07-06 21:21:05,12,Santiago Ixcuintla,8,511,C01,,182,99,8,1,0,,0,6,,
2014-07-06 21:21:33,1,Tepic,6,748,B,142,113,,8,6,3,,0,6,,
2014-07-06 21:21:35,5,Tepic,2,640,C01,142,104,,11,1,6,,1,6,,
2014-07-06 21:21:37,17,Tecuala,5,578,B,,354,157,5,1,4,,0,17,,
2014-07-06 21:21:38,16,Rosamorada,1,281,B,82,165,,164,11,7,28,0,18,,
2014-07-06 21:21:45,13,Amatlán de Cañas,1,68,B,229,287,,6,,,,0,9,,
2014-07-06 21:21:54,3,Tepic,8,739,B,231,153,,5,3,7,,0,8,,
2014-07-06 21:22:06,3,Tepic,8,753,B,217,128,,11,1,8,,0,7,,
2014-07-06 21:22:16,1,Tepic,6,937,B,238,104,,8,3,4,,1,6,,
2014-07-06 21:22:19,7,Jala,3,255,B,106,200,,1,,,,0,6,,
2014-07-06 21:22:32,12,Santiago Ixcuintla,8,544,B,,137,160,7,0,0,,0,4,,
2014-07-06 21:22:34,3,Tepic,7,959,B,149,103,,9,2,4,,0,3,,
2014-07-06 21:22:46,3,Tepic,7,958,B,134,127,,8,1,4,,2,9,,
2014-07-06 21:23:07,8,Compostela,1,131,B,168,198,,10,1,6,,1,12,,
2014-07-06 21:23:16,17,Tecuala,5,585,B,,,,,,,,,,Votos ilegibles,
2014-07-06 21:23:18,17,Tecuala,5,583,B,,238,317,2,0,2,,0,4,,
2014-07-06 21:23:28,1,Tepic,5,715,C01,206,129,,9,3,9,,0,7,,
2014-07-06 21:23:34,3,Santa María del Oro,6,422,B,,148,146,53,8,,,0,17,,
2014-07-06 21:23:49,10,Santiago Ixcuintla,2,455,B,,117,164,16,1,1,,0,11,,
2014-07-06 21:23:49,1,Tepic,5,728,B,216,86,,2,1,0,,0,2,,
2014-07-06 21:24:18,1,Tepic,6,748,C01,129,128,,5,1,5,,1,7,,
2014-07-06 21:24:34,12,Santiago Ixcuintla,9,529,B,,127,172,2,0,0,,0,0,,
2014-07-06 21:24:35,17,Tecuala,7,572,B,,150,273,3,1,4,,0,0,,
2014-07-06 21:24:52,8,Compostela,5,162,B,,,,,,,,,,Votos ilegibles,
2014-07-06 21:24:59,16,Rosamorada,3,300,B,100,160,,108,4,19,10,0,15,,
2014-07-06 21:25:17,7,Ahuacatlán,3,55,B,122,74,,7,8,,,0,0,,
2014-07-06 21:25:22,18,Acaponeta,3,12,B,,253,148,3,11,17,,0,5,,
2014-07-06 21:25:32,2,Tepic,3,650,B,218,113,,4,2,4,,0,5,,
2014-07-06 21:25:34,17,Tecuala,2,549,B,,235,204,6,0,0,,0,0,,
2014-07-06 21:25:46,13,Ixtlán del Río,2,225,B,53,223,,165,3,,8,0,0,,
2014-07-06 21:26:03,18,Acaponeta,7,32,B,,219,41,16,2,8,,0,8,,
2014-07-06 21:26:18,11,Santiago Ixcuintla,1,436,C01,,152,141,8,0,7,,0,4,,
2014-07-06 21:26:30,5,Tepic,2,641,B,128,167,,11,4,5,,0,10,,
2014-07-06 21:26:36,3,Tepic,7,950,B,142,76,,7,3,8,,2,3,,
2014-07-06 21:26:42,15,Tuxpan,2,814,B,206,212,,22,,25,,0,14,,
2014-07-06 21:26:48,1,Tepic,5,713,B,257,132,,9,1,7,,0,8,,
2014-07-06 21:27:00,18,Huajicori,1,196,B,,195,246,21,0,,,0,6,,
2014-07-06 21:27:20,14,Bahía de Banderas,7,116,C04,,144,108,3,3,109,,2,7,,
2014-07-06 21:27:24,8,Compostela,2,137,E1,175,152,,14,2,4,,0,25,,
2014-07-06 21:27:27,12,Santiago Ixcuintla,7,477,B,,134,86,1,2,0,,0,0,,
2014-07-06 21:27:28,3,Tepic,7,968,B,102,74,,2,0,3,,0,5,,
2014-07-06 21:27:40,4,Tepic,11,792,B,159,174,,15,0,4,,0,5,,
2014-07-06 21:27:45,16,Rosamorada,6,314,B,68,202,,77,2,7,13,0,16,,
2014-07-06 21:27:53,3,Santa María del Oro,6,416,C01,,122,213,27,2,,,0,0,,
2014-07-06 21:28:07,17,Tecuala,1,570,B,,196,118,5,6,0,,0,0,,
2014-07-06 21:28:13,11,Santiago Ixcuintla,1,436,B,,155,125,4,3,7,,0,13,,
2014-07-06 21:28:24,12,Santiago Ixcuintla,7,480,E1,,76,45,0,0,0,,0,0,,
2014-07-06 21:28:38,7,Jala,1,243,B,150,260,,3,,,,1,7,,
2014-07-06 21:28:41,3,Tepic,7,967,B,146,99,,16,2,8,,0,7,,
2014-07-06 21:28:42,16,Rosamorada,1,278,E1,91,95,,15,0,1,5,0,13,,
2014-07-06 21:29:00,13,Amatlán de Cañas,3,80,B,104,238,,9,,,,0,20,,
2014-07-06 21:29:05,13,Ixtlán del Río,4,217,B,36,169,,130,3,,4,2,8,,
2014-07-06 21:29:06,2,Tepic,3,621,C01,151,99,,7,5,7,,0,10,,
2014-07-06 21:30:09,12,Santiago Ixcuintla,7,479,B,,36,28,0,1,0,,0,2,,
2014-07-06 21:30:20,16,Ruíz,7,334,B,65,55,,7,0,1,,0,0,,
2014-07-06 21:30:21,2,Tepic,4,648,B,230,153,,8,0,6,,0,10,,
2014-07-06 21:30:21,3,Tepic,7,962,B,80,87,,7,1,2,,0,1,,
2014-07-06 21:30:25,12,Santiago Ixcuintla,8,543,B,,196,172,11,1,0,,0,9,,
2014-07-06 21:30:33,16,Rosamorada,6,292,B,85,95,,4,2,2,0,0,7,,
2014-07-06 21:30:35,2,Tepic,3,885,B,201,122,,11,3,3,,1,10,,
2014-07-06 21:30:48,5,Tepic,2,604,B,141,133,,12,3,4,,0,9,,
2014-07-06 21:30:49,14,Bahía de Banderas,7,116,C03,,124,83,6,1,118,,0,0,,
2014-07-06 21:30:59,9,San Blas,7,384,B,17,92,,0,0,0,123,0,0,,
2014-07-06 21:31:12,3,Tepic,7,951,B,107,84,,10,0,3,,0,2,,
2014-07-06 21:31:15,9,San Blas,3,368,B,16,107,,6,2,1,119,0,0,,
2014-07-06 21:31:17,7,Jala,2,239,B,137,249,,5,,,,2,15,,
2014-07-06 21:31:19,2,Tepic,11,769,E1,63,148,,5,0,0,,1,2,,
2014-07-06 21:31:33,12,Santiago Ixcuintla,8,543,C01,,177,165,13,4,0,,0,10,,
2014-07-06 21:31:44,8,Compostela,9,174,B,16,62,,5,0,0,,0,1,,
2014-07-06 21:31:45,3,Santa María del Oro,6,416,B,,108,241,28,1,,,0,0,,
2014-07-06 21:31:59,4,Tepic,9,918,B,289,188,,11,4,8,,0,14,,
2014-07-06 21:32:04,1,Tepic,6,925,B,224,105,,7,6,8,,1,5,,
2014-07-06 21:32:31,7,Ahuacatlán,4,65,E1,31,113,,8,9,,,0,3,,
2014-07-06 21:32:33,17,Tecuala,3,553,B,,163,178,9,1,1,,0,5,,
2014-07-06 21:32:49,12,Santiago Ixcuintla,9,531,B,,258,310,5,1,0,,0,12,,
2014-07-06 21:33:24,4,Tepic,9,703,B,232,129,,6,2,3,,0,13,,
2014-07-06 21:33:32,5,Tepic,2,605,B,145,118,,12,2,5,,2,12,,
2014-07-06 21:33:47,16,Rosamorada,2,283,B,148,184,,25,2,24,2,0,4,,
2014-07-06 21:33:51,3,Santa María del Oro,5,413,B,,80,13,58,1,,,0,11,,
2014-07-06 21:33:54,14,Bahía de Banderas,1,110,E1,,158,161,5,1,42,,0,10,,
2014-07-06 21:34:01,12,Santiago Ixcuintla,8,511,B,,192,98,5,0,4,,0,6,,
2014-07-06 21:34:04,2,Tepic,3,886,B,206,103,,20,2,3,,1,6,,
2014-07-06 21:34:20,12,Santiago Ixcuintla,9,528,B,,249,371,5,0,2,,0,9,,
2014-07-06 21:34:30,18,Acaponeta,1,1,B,,159,172,13,2,1,,0,17,,
2014-07-06 21:34:30,16,Ruíz,7,335,B,100,35,,3,0,0,,0,0,,
2014-07-06 21:34:42,8,San Pedro Lagunillas,3,402,B,53,109,,0,,2,,0,0,,
2014-07-06 21:34:42,17,Tecuala,3,555,B,,157,170,4,0,0,,0,12,,
2014-07-06 21:34:43,3,Tepic,7,761,B,221,169,,14,2,13,,0,17,,
2014-07-06 21:35:09,5,Tepic,2,605,C01,144,127,,5,2,1,,0,11,,
2014-07-06 21:35:23,1,Tepic,4,670,B,218,120,,4,2,8,,0,11,,
2014-07-06 21:35:23,4,Tepic,9,700,C01,209,107,,6,1,0,,1,6,,
2014-07-06 21:35:28,17,Tecuala,4,567,B,,297,158,6,1,3,,0,11,,
2014-07-06 21:35:40,2,Tepic,3,895,B,215,110,,12,4,3,,2,11,,
2014-07-06 21:35:53,16,Ruíz,7,332,B,30,58,,7,0,0,,0,0,,
2014-07-06 21:35:55,6,La Yesca,3,869,B,116,353,,0,,,,0,11,,
2014-07-06 21:36:33,6,El Nayar,1,257,B,148,187,,2,,11,,0,11,,
2014-07-06 21:36:42,14,Bahía de Banderas,9,103,B,,105,282,0,0,20,,0,10,,
2014-07-06 21:36:42,8,Compostela,1,125,C01,145,137,,7,1,6,,0,0,,
2014-07-06 21:36:45,17,Tecuala,3,547,B,,202,165,5,0,0,,0,13,,
2014-07-06 21:37:13,16,Ruíz,7,334,E1,12,87,,3,0,0,,0,0,,
2014-07-06 21:37:20,7,Jala,4,252,E1,138,111,,1,,,,0,1,,
2014-07-06 21:37:29,3,Tepic,7,759,B,222,101,,9,2,9,,1,10,,
2014-07-06 21:37:45,1,Tepic,6,747,C01,167,105,,7,2,4,,0,9,,
2014-07-06 21:37:47,18,Acaponeta,2,4,B,,228,208,7,1,5,,0,12,,
2014-07-06 21:37:47,5,Tepic,2,656,B,258,168,,17,1,8,,1,13,,
2014-07-06 21:37:53,16,Rosamorada,4,305,B,50,76,,5,0,5,197,0,28,,
2014-07-06 21:38:10,13,Ixtlán del Río,5,227,B,59,167,,149,3,,4,0,9,,
2014-07-06 21:38:17,1,Tepic,5,680,B,172,96,,9,9,4,,0,0,,
2014-07-06 21:38:38,6,La Yesca,3,869,C01,146,359,,4,,,,0,7,,
2014-07-06 21:38:45,4,Tepic,11,803,E1,98,63,,6,1,3,,0,6,,
2014-07-06 21:38:58,1,Tepic,5,713,C01,272,102,,9,1,3,,0,7,,
2014-07-06 21:39:16,4,Tepic,11,795,B,160,261,,14,2,2,,0,8,,
2014-07-06 21:39:31,4,Tepic,11,770,E1,30,55,,2,0,0,,0,2,,
2014-07-06 21:39:35,2,Tepic,4,907,B,135,78,,13,4,5,,0,9,,
2014-07-06 21:39:40,5,Tepic,2,624,B,216,197,,17,3,5,,0,15,,
2014-07-06 21:40:02,17,Tecuala,7,574,B,,132,295,2,0,6,,0,0,,
2014-07-06 21:40:24,15,Tuxpan,7,843,B,218,170,,13,,17,,0,19,,
2014-07-06 21:40:33,9,San Blas,4,354,B,16,103,,2,4,1,78,0,0,,
2014-07-06 21:40:33,1,Tepic,6,932,B,180,89,,16,4,10,,0,10,,
2014-07-06 21:40:36,12,Santiago Ixcuintla,7,483,C01,,145,185,5,0,1,,0,5,,
2014-07-06 21:40:43,4,Tepic,9,716,B,191,94,,10,1,4,,1,8,,
2014-07-06 21:41:24,2,Tepic,4,899,B,206,118,,9,3,18,,5,11,,
2014-07-06 21:41:27,12,Santiago Ixcuintla,7,518,B,,73,33,2,0,0,,1,1,,
2014-07-06 21:41:32,1,Tepic,6,932,C01,173,113,,12,0,10,,1,7,,
2014-07-06 21:41:37,18,Acaponeta,6,39,B,,262,279,2,0,3,,0,31,,
2014-07-06 21:41:54,14,Bahía de Banderas,7,116,C01,,122,89,8,2,134,,0,3,,
2014-07-06 21:41:55,5,Tepic,2,604,C01,134,134,,5,1,1,,0,13,,
2014-07-06 21:42:06,3,Tepic,7,764,C01,252,125,,10,1,2,,0,8,,
2014-07-06 21:42:19,3,Tepic,8,752,B,196,122,,17,1,1,,0,9,,
2014-07-06 21:42:33,13,Ixtlán del Río,6,219,C01,38,154,,128,6,,6,1,11,,
2014-07-06 21:42:34,14,Bahía de Banderas,9,100,C01,,108,315,4,0,31,,0,8,,
2014-07-06 21:42:38,18,Acaponeta,2,2,B,,119,156,11,8,4,,0,11,,
2014-07-06 21:42:44,2,Tepic,11,769,B,39,67,,1,0,2,,0,0,,
2014-07-06 21:42:45,2,Tepic,3,896,B,281,147,,22,6,2,,1,6,,
2014-07-06 21:43:09,6,El Nayar,1,257,C01,142,183,,5,,8,,0,13,,
2014-07-06 21:43:14,11,Santiago Ixcuintla,2,447,B,,236,180,11,5,6,,0,10,,
2014-07-06 21:43:48,5,Tepic,2,602,B,215,142,,12,2,11,,2,8,,
2014-07-06 21:43:52,18,Acaponeta,4,14,B,,119,62,1,11,0,,0,0,,
2014-07-06 21:44:05,5,Tepic,2,657,B,230,161,,8,4,9,,0,6,,
2014-07-06 21:44:07,15,Tuxpan,4,835,B,189,246,,12,,82,,0,11,,
2014-07-06 21:44:37,1,Tepic,4,750,B,213,113,,9,4,0,,1,6,,
2014-07-06 21:44:40,9,San Blas,3,361,B,88,286,,10,13,9,135,0,30,,
2014-07-06 21:44:48,3,Tepic,8,752,C01,183,131,,9,2,4,,0,14,,
2014-07-06 21:44:58,16,Rosamorada,3,309,B,,,,,,,,,,Votos ilegibles,
2014-07-06 21:45:17,3,Santa María del Oro,5,414,B,,82,72,84,4,,,0,13,,
2014-07-06 21:45:28,7,Jala,3,254,B,250,357,,2,,,,0,6,,
2014-07-06 21:45:38,14,Bahía de Banderas,9,94,B,,204,193,5,0,15,,0,10,,
2014-07-06 21:46:01,3,Tepic,7,952,B,124,93,,5,0,3,,0,2,,
2014-07-06 21:46:08,3,Santa María del Oro,5,418,B,,,,,,,,,,Votos ilegibles,
2014-07-06 21:46:21,3,Tepic,7,957,B,152,112,,11,3,6,,0,0,,
2014-07-06 21:46:27,5,Tepic,1,914,B,243,164,,13,3,6,,0,9,,
2014-07-06 21:46:33,13,Amatlán de Cañas,3,82,B,119,218,,8,,,,1,11,,
2014-07-06 21:46:34,5,Tepic,1,601,B,210,139,,8,2,4,,1,7,,
2014-07-06 21:46:43,17,Tecuala,6,596,B,,104,91,2,1,0,,0,5,,
2014-07-06 21:47:01,7,Ahuacatlán,5,60,B,186,205,,7,80,,,0,0,,
2014-07-06 21:47:02,16,Ruíz,3,330,B,129,162,,3,0,0,,0,6,,
2014-07-06 21:47:05,14,Bahía de Banderas,9,95,E1,,65,164,2,0,6,,2,6,,
2014-07-06 21:47:08,1,Tepic,5,710,C01,200,152,,7,2,9,,0,6,,
2014-07-06 21:47:18,5,Tepic,1,913,B,199,109,,8,4,5,,0,13,,
2014-07-06 21:47:46,9,San Blas,1,352,C01,,,,,,,,,,Votos ilegibles,
2014-07-06 21:48:05,1,Tepic,6,927,B,181,150,,7,0,7,,0,15,,
2014-07-06 21:48:16,17,Tecuala,7,573,B,,174,407,1,1,0,,0,6,,
2014-07-06 21:48:23,3,Tepic,7,760,B,271,138,,11,3,7,,0,12,,
2014-07-06 21:48:26,2,Tepic,10,799,C01,184,157,,13,1,5,,0,9,,
2014-07-06 21:48:29,5,Tepic,2,602,C01,240,129,,10,3,7,,0,0,,
2014-07-06 21:48:43,12,Santiago Ixcuintla,6,476,B,,160,67,11,1,1,,0,0,,
2014-07-06 21:48:59,13,Ixtlán del Río,4,217,C01,35,173,,125,3,,5,0,8,,
2014-07-06 21:49:04,1,Tepic,5,695,C02,247,133,,10,2,4,,0,9,,
2014-07-06 21:49:07,13,Amatlán de Cañas,3,83,B,144,272,,16,,,,3,25,,
2014-07-06 21:49:33,16,Ruíz,4,323,C01,194,212,,7,0,2,,0,7,,
2014-07-06 21:49:51,9,San Blas,7,393,B,32,107,,10,3,7,113,0,22,,
2014-07-06 21:49:54,16,Ruíz,4,323,B,186,206,,6,3,3,,0,11,,
2014-07-06 21:50:17,8,Compostela,3,177,B,136,102,,20,1,1,,0,17,,
2014-07-06 21:50:34,4,Xalisco,6,860,B,114,211,,7,1,4,,0,5,,
2014-07-06 21:50:41,16,Rosamorada,6,315,B,76,210,,110,1,19,11,1,14,,
2014-07-06 21:50:45,2,Tepic,3,883,B,247,139,,26,4,2,,0,18,,
2014-07-06 21:51:35,5,Tepic,2,640,B,153,110,,11,3,4,,0,4,,
2014-07-06 21:51:43,15,Tuxpan,3,833,B,124,148,,9,,53,,0,14,,
2014-07-06 21:51:47,18,Huajicori,2,212,E1,,37,63,2,0,,,0,0,,
2014-07-06 21:51:47,12,Santiago Ixcuintla,8,546,B,,185,182,5,3,5,,0,11,,
2014-07-06 21:52:04,3,Santa María del Oro,3,423,E1,,38,12,80,0,,,0,0,,
2014-07-06 21:52:21,14,Bahía de Banderas,7,115,C07,,173,117,7,0,128,,0,7,,
2014-07-06 21:52:33,7,Jala,3,256,B,189,255,,8,,,,1,7,,
2014-07-06 21:52:38,3,Tepic,8,610,B,248,201,,10,3,16,,0,9,,
2014-07-06 21:52:41,16,Ruíz,7,346,E1,79,71,,4,0,0,,0,2,,
2014-07-06 21:52:56,10,Santiago Ixcuintla,2,442,C01,,169,166,16,0,2,,0,0,,
2014-07-06 21:53:03,8,Compostela,3,177,C01,125,118,,30,0,2,,0,11,,
2014-07-06 21:53:14,3,Tepic,7,960,B,129,106,,5,2,4,,1,1,,
2014-07-06 21:53:41,17,Tecuala,1,564,B,,248,191,5,4,5,,0,0,,
2014-07-06 21:53:43,10,Santiago Ixcuintla,2,442,B,,138,164,11,2,5,,0,4,,
2014-07-06 21:53:44,13,Amatlán de Cañas,5,75,B,106,215,,1,,,,0,11,,
2014-07-06 21:53:46,5,Tepic,3,622,B,251,145,,2,3,6,,1,14,,
2014-07-06 21:53:49,2,Tepic,10,786,B,105,104,,8,7,7,,0,7,,
2014-07-06 21:53:51,16,Rosamorada,3,297,B,148,184,,0,0,1,4,1,8,,
2014-07-06 21:53:58,4,Xalisco,7,856,B,157,171,,5,1,1,,0,3,,
2014-07-06 21:54:08,4,Tepic,8,733,C01,201,164,,12,5,3,,0,13,,
2014-07-06 21:54:10,18,Huajicori,2,208,B,,185,153,4,0,,,0,0,,
2014-07-06 21:54:17,2,Tepic,3,888,B,244,165,,25,2,3,,0,9,,
2014-07-06 21:54:29,3,Santa María del Oro,5,415,B,,181,109,136,0,,,1,12,,
2014-07-06 21:54:51,4,Tepic,9,700,B,206,129,,1,2,5,,0,2,,
2014-07-06 21:55:00,9,San Blas,2,350,C01,73,131,,6,3,2,135,0,0,,
2014-07-06 21:55:06,8,Compostela,1,126,B,155,189,,15,2,3,,1,9,,
2014-07-06 21:55:07,16,Rosamorada,5,313,B,187,138,,10,0,5,6,2,12,,
2014-07-06 21:55:07,15,Tuxpan,1,811,B,145,140,,44,,40,,0,0,,
2014-07-06 21:55:10,13,Ixtlán del Río,6,219,B,29,145,,148,4,,9,1,17,,
2014-07-06 21:55:43,16,Ruíz,7,346,B,73,56,,0,0,0,,0,2,,
2014-07-06 21:55:53,4,Tepic,9,701,B,294,210,,10,0,7,,0,1,,
2014-07-06 21:55:58,4,Tepic,11,794,B,129,127,,3,0,1,,0,6,,
2014-07-06 21:55:59,18,Huajicori,3,198,B,,138,83,1,0,,,0,0,,
2014-07-06 21:56:12,1,Tepic,5,706,B,248,153,,15,3,10,,0,9,,
2014-07-06 21:56:15,1,Tepic,5,695,C01,194,189,,16,4,6,,0,18,,
2014-07-06 21:56:18,1,Tepic,5,695,B,223,160,,11,2,8,,3,14,,
2014-07-06 21:56:28,4,Xalisco,7,862,E2,49,92,,1,0,0,,0,0,,
2014-07-06 21:56:39,14,Bahía de Banderas,9,104,B,,165,393,6,0,34,,0,12,,
2014-07-06 21:56:39,12,Santiago Ixcuintla,7,483,B,,174,161,3,0,0,,0,9,,
2014-07-06 21:56:53,15,Tuxpan,2,813,B,117,156,,11,,58,,0,5,,
2014-07-06 21:56:53,2,Tepic,3,884,B,177,94,,17,5,1,,0,0,,
2014-07-06 21:57:12,8,Compostela,2,137,B,186,165,,10,2,6,,0,13,,
2014-07-06 21:57:18,4,Tepic,9,922,B,224,100,,1,2,4,,0,5,,
2014-07-06 21:57:29,2,Tepic,3,618,B,164,117,,10,7,5,,0,12,,
2014-07-06 21:57:30,13,Amatlán de Cañas,2,88,B,115,184,,1,,,,0,0,,
2014-07-06 21:57:31,1,Tepic,6,941,B,261,165,,9,3,18,,0,13,,
2014-07-06 21:57:51,7,Ahuacatlán,2,54,B,136,166,,35,58,,,0,18,,
2014-07-06 21:58:08,14,Bahía de Banderas,9,104,C01,,115,431,1,0,31,,0,6,,
2014-07-06 21:58:24,3,Tepic,10,808,B,149,244,,6,3,16,,2,16,,
2014-07-06 21:58:31,1,Tepic,6,736,C02,221,201,,20,6,6,,2,5,,
2014-07-06 21:59:11,9,San Blas,2,350,B,69,124,,4,4,6,147,0,12,,
2014-07-06 21:59:13,7,Jala,3,253,C01,162,287,,6,,,,0,8,,
2014-07-06 21:59:20,1,Tepic,8,726,B,294,200,,6,6,6,,2,10,,
2014-07-06 21:59:26,11,Santiago Ixcuintla,6,470,B,,187,255,15,4,3,,0,0,,
2014-07-06 21:59:31,14,Bahía de Banderas,7,117,C01,,169,185,15,2,161,,0,19,,
2014-07-06 21:59:38,5,Tepic,1,598,C02,261,164,,14,5,1,,0,10,,
2014-07-06 21:59:46,10,Santiago Ixcuintla,4,540,B,,221,168,11,5,16,,0,18,,
2014-07-06 21:59:48,18,Huajicori,1,197,C01,,,,,,,,,,Cifras no coincidentes,
2014-07-06 21:59:49,17,Tecuala,6,591,B,,307,207,4,0,0,,0,16,,
2014-07-06 21:59:57,12,Santiago Ixcuintla,7,513,B,,237,106,9,1,0,,0,8,,
2014-07-06 22:00:16,10,Santiago Ixcuintla,4,539,B,,158,216,7,2,11,,0,13,,
2014-07-06 22:00:18,4,Tepic,9,723,C01,271,214,,19,7,5,,0,15,,
2014-07-06 22:00:19,4,Xalisco,6,858,C01,189,206,,2,7,14,,0,11,,
2014-07-06 22:00:39,18,Acaponeta,7,27,E1,,13,74,1,0,0,,0,0,,
2014-07-06 22:00:45,13,Ixtlán del Río,1,215,B,72,262,,213,5,,3,1,11,,
2014-07-06 22:00:50,15,Tuxpan,4,821,B,102,155,,9,,61,,0,0,,
2014-07-06 22:00:53,14,Compostela,8,190,E2,58,121,,10,14,2,,0,12,,
2014-07-06 22:01:29,5,Tepic,1,917,B,190,166,,7,0,5,,0,5,,
2014-07-06 22:01:52,4,Tepic,9,722,B,234,210,,11,2,10,,1,10,,
2014-07-06 22:02:04,5,Tepic,1,598,C01,240,161,,23,6,5,,0,13,,
2014-07-06 22:02:13,11,Santiago Ixcuintla,1,440,B,,162,138,9,0,3,,0,10,,
2014-07-06 22:02:23,7,Ahuacatlán,4,65,B,145,113,,25,15,,,0,0,,
2014-07-06 22:02:27,14,Bahía de Banderas,9,101,B,,93,301,1,1,44,,0,12,,
2014-07-06 22:02:35,16,Ruíz,2,320,B,230,247,,11,1,2,,0,8,,
2014-07-06 22:02:36,1,Tepic,5,693,C01,234,117,,15,6,7,,0,12,,
2014-07-06 22:02:50,3,Tepic,8,740,B,137,121,,5,1,4,,0,7,,
2014-07-06 22:02:51,10,Santiago Ixcuintla,3,467,B,,78,98,4,2,12,,0,23,,
2014-07-06 22:03:22,18,Acaponeta,6,43,B,,203,216,11,0,6,,0,0,,
2014-07-06 22:03:22,9,San Blas,1,347,B,97,158,,3,5,5,243,0,21,,
2014-07-06 22:03:25,17,Tecuala,4,569,B,,,,,,,,,,Votos ilegibles,
2014-07-06 22:03:37,10,Santiago Ixcuintla,5,463,B,,219,146,57,2,10,,1,14,,
2014-07-06 22:03:50,14,Compostela,9,182,B,28,81,,2,3,8,,0,0,,
2014-07-06 22:03:50,9,San Blas,1,352,B,68,150,,2,5,4,197,0,21,,
2014-07-06 22:03:54,3,Tepic,8,741,B,270,146,,11,0,12,,0,13,,
