MUNICIPIO,Dtto,SECCION,PAN,PRI,PRD,PT,PVEM,PUDC,PCC,CCM1,CCM2,VALIDOS,NULOS,TOTAL
Monclova,15,405,250,275,58,2,5,0,0,0,0,590,11,601
Monclova,15,406,127,285,38,6,3,0,9,0,0,468,7,475
Monclova,15,407,224,304,38,10,5,0,2,0,0,583,2,585
Monclova,15,408,268,222,28,3,3,0,2,0,0,526,5,531
Monclova,15,409,155,107,13,5,1,0,1,0,0,282,0,282
Monclova,15,410,190,236,35,0,2,0,1,0,0,464,2,466
Monclova,15,411,179,221,20,31,2,0,4,0,0,457,4,461
Monclova,15,412,309,357,46,2,8,0,1,0,0,723,6,729
Monclova,15,413,248,424,37,5,3,0,1,0,0,718,14,732
Monclova,15,414,90,231,19,2,8,0,2,0,0,352,8,360
Monclova,15,415,201,392,32,6,14,0,1,0,0,646,11,657
Monclova,15,416,240,407,36,5,9,0,0,0,0,697,14,711
Monclova,15,417,172,186,27,4,2,0,2,0,0,393,1,394
Monclova,15,418,112,117,30,1,2,0,1,0,0,263,3,266
Monclova,15,419,268,314,51,4,1,0,1,0,0,639,2,641
Monclova,15,420,209,292,35,0,0,0,0,0,0,536,5,541
Monclova,15,421,68,149,6,1,2,0,0,0,0,226,3,229
Monclova,15,422,180,433,26,0,4,0,1,0,0,644,11,655
Monclova,15,423,44,81,10,1,0,0,0,0,0,136,1,137
Monclova,15,424,119,181,62,2,1,0,1,0,0,366,16,382
Monclova,15,425,238,251,40,8,3,0,1,0,0,541,11,552
Monclova,15,426,133,189,40,4,3,0,0,0,0,369,1,370
Monclova,15,427,138,254,64,5,0,0,2,0,0,463,3,466
Monclova,15,428,250,272,57,4,1,0,7,0,0,591,5,596
Monclova,15,429,243,269,88,8,5,0,1,0,0,614,8,622
Monclova,15,430,160,178,49,3,1,0,4,0,0,395,1,396
Monclova,15,431,378,575,76,11,8,0,8,0,0,1056,8,1064
Monclova,15,432,136,238,34,5,0,0,2,0,0,415,4,419
Monclova,15,433,187,267,53,1,1,0,0,0,0,509,5,514
Monclova,15,434,297,341,57,17,2,0,2,0,0,716,324,1040
Monclova,15,435,81,180,9,3,3,0,7,0,0,283,0,283
Monclova,15,436,453,668,135,14,1,0,2,0,0,1273,2,1275
Monclova,15,437,193,346,50,4,1,0,2,0,0,596,6,602
Monclova,15,438,198,351,43,3,3,0,2,0,0,600,3,603
Monclova,15,439,231,276,38,3,1,0,2,0,0,551,9,560
Monclova,15,440,104,179,15,2,0,0,4,0,0,304,4,308
Monclova,15,441,162,259,35,2,0,0,0,0,0,458,4,462
Monclova,16,442,30,68,6,0,2,0,1,0,0,107,7,114
Monclova,16,443,14,19,2,0,0,0,0,0,0,35,2,37
Morelos,17,444,253,254,0,0,0,2,0,2,0,511,7,518
Morelos,17,445,294,371,0,0,0,2,0,4,0,671,3,674
Morelos,17,446,377,353,0,0,0,1,0,12,0,743,3,746
Morelos,17,447,353,264,0,0,0,5,0,7,0,629,11,640
Morelos,17,448,236,233,0,0,0,3,0,6,0,478,3,481
Morelos,17,449,163,305,0,0,0,1,0,5,0,474,2,476
Múzquiz,18,450,48,285,60,22,6,87,9,0,0,517,13,530
Múzquiz,18,451,38,275,32,79,15,87,14,0,0,540,19,559
Múzquiz,18,452,48,359,26,57,6,75,7,4,0,582,21,603
Múzquiz,18,453,33,341,44,37,2,95,9,2,0,563,37,600
Múzquiz,18,454,44,346,18,32,8,191,5,8,1,653,27,680
Múzquiz,18,455,39,225,21,27,1,89,8,4,38,452,14,466
Múzquiz,18,456,7,214,18,52,4,42,5,1,0,343,11,354
Múzquiz,18,457,46,362,27,46,7,98,7,7,1,601,13,614
Múzquiz,18,458,65,524,40,95,9,128,8,0,0,869,16,885
Múzquiz,18,459,33,365,23,49,4,54,10,7,0,545,11,556
Múzquiz,18,460,37,299,25,19,11,107,5,5,0,508,15,523
Múzquiz,18,461,41,414,26,23,14,106,1,5,0,630,24,654
Múzquiz,18,462,41,363,18,52,7,88,6,0,1,576,5,581
Múzquiz,18,463,27,244,16,17,3,103,7,2,1,420,10,430
Múzquiz,18,464,71,340,26,21,3,88,5,6,0,560,17,577
Múzquiz,18,465,31,133,25,14,2,40,4,0,0,249,21,270
Múzquiz,18,466,37,148,38,21,3,71,6,7,1,332,11,343
Múzquiz,18,467,33,334,35,27,23,105,8,2,0,567,7,574
Múzquiz,18,468,53,384,23,17,12,83,8,1,0,581,12,593
Múzquiz,18,469,30,461,16,16,5,97,17,2,1,645,19,664
Múzquiz,18,470,41,361,62,29,19,103,8,3,1,627,23,650
Múzquiz,0,471,0,0,0,0,0,0,0,0,0,0,0,0
Múzquiz,0,472,0,0,0,0,0,0,0,0,0,0,0,0
Múzquiz,18,473,7,121,10,2,1,15,0,0,0,156,9,165
Múzquiz,18,474,25,128,19,33,2,77,1,2,0,287,4,291
Múzquiz,18,475,42,347,18,20,6,155,5,3,0,596,3,599
Múzquiz,18,476,60,296,13,21,3,213,3,8,0,617,9,626
Múzquiz,18,477,44,299,11,11,1,137,4,5,1,513,6,519
Múzquiz,18,478,54,418,13,21,5,180,5,4,0,700,23,723
Múzquiz,18,479,75,366,33,11,3,119,6,7,0,620,8,628
Múzquiz,18,480,43,278,19,20,4,84,8,5,1,462,5,467
Múzquiz,18,481,26,283,19,41,0,71,9,2,2,453,20,473
Múzquiz,18,482,59,258,36,21,1,83,8,4,0,470,7,477
Múzquiz,18,483,41,312,11,17,2,91,11,4,0,489,19,508
Múzquiz,18,484,19,198,22,8,4,64,3,4,0,322,5,327
Múzquiz,18,485,34,221,15,9,3,69,4,3,2,360,5,365
Múzquiz,18,486,31,251,31,25,4,78,3,0,0,423,8,431
Múzquiz,18,487,17,136,11,1,0,52,4,2,0,223,7,230
Múzquiz,18,488,18,160,19,11,2,29,4,2,0,245,6,251
Múzquiz,18,489,31,236,52,30,8,82,3,0,0,442,10,452
Múzquiz,18,490,15,261,29,29,8,33,3,61,0,439,10,449
Múzquiz,18,491,6,77,10,4,5,23,0,0,0,125,16,141
Múzquiz,18,492,42,463,45,13,20,66,5,1,0,655,15,670
Múzquiz,18,493,44,278,67,10,9,84,1,2,0,495,13,508
Múzquiz,18,494,20,163,23,4,8,30,2,3,0,253,3,256
Múzquiz,18,495,38,309,42,4,25,70,1,0,0,489,6,495
Múzquiz,18,496,30,158,18,2,6,66,3,1,0,284,3,287
Múzquiz,18,497,31,220,16,8,15,53,0,1,0,344,5,349
Múzquiz,18,498,14,152,9,5,4,29,2,0,0,215,7,222
Múzquiz,18,499,35,248,35,1,15,107,1,5,2,449,9,458
Nadadores,14,500,228,269,8,4,0,1,0,0,0,510,12,522
Nadadores,14,501,249,336,20,7,0,0,0,0,0,612,11,623
Nadadores,14,502,243,200,9,24,0,0,0,0,0,476,13,489
Nadadores,14,503,184,203,6,9,0,1,0,0,0,403,10,413
Nadadores,14,504,77,92,1,1,0,0,0,2,0,173,2,175
Nadadores,14,505,170,293,0,3,0,0,0,0,0,466,11,477
Nadadores,14,506,18,35,5,1,0,1,0,0,0,60,2,62
Nadadores,14,507,30,54,0,3,0,0,0,0,0,87,1,88
Nava,17,508,329,307,0,0,9,144,55,0,0,844,20,864
Nava,17,509,151,160,0,0,3,96,28,0,0,438,4,442
Nava,17,510,269,276,0,0,11,170,53,0,0,779,8,787
Nava,17,511,286,370,0,0,9,36,43,0,0,744,8,752
Nava,17,512,261,431,0,0,9,74,38,0,0,813,13,826
Nava,17,513,159,292,0,0,2,29,14,0,0,496,4,500
Nava,17,514,144,300,0,0,3,25,7,0,0,479,4,483
Nava,17,515,297,303,0,0,10,66,34,0,0,710,13,723
Nava,17,516,256,413,0,0,5,43,32,0,0,749,10,759
Nava,17,517,130,318,0,0,6,24,9,0,0,487,8,495
Nava,17,518,195,426,0,0,10,55,20,0,0,706,11,717
Nava,17,519,225,150,0,0,8,11,4,0,0,398,9,407
Nava,17,520,52,54,0,0,0,9,3,0,0,118,42,160
Nava,17,521,34,21,0,0,1,2,0,0,0,58,12,70
Nava,17,522,25,17,0,0,0,1,1,0,0,44,0,44
Nava,17,523,96,75,0,0,1,22,2,0,0,196,0,196
Nava,0,524,0,0,0,0,0,0,0,0,0,0,0,0
Nava,17,525,11,30,0,0,2,9,4,0,0,56,1,57
Ocampo,14,526,33,297,313,116,0,0,0,0,0,759,6,765
Ocampo,14,527,27,273,182,86,0,0,0,0,0,568,12,580
Ocampo,14,528,1,28,31,43,0,0,0,0,0,103,2,105
Ocampo,14,529,1,82,32,9,0,0,0,0,0,124,2,126
Ocampo,14,530,2,62,51,20,0,0,0,0,0,135,4,139
Ocampo,14,531,4,48,12,8,0,0,0,0,0,72,0,72
Ocampo,14,532,12,262,125,124,0,0,0,0,0,523,11,534
Ocampo,14,533,0,7,14,3,0,0,0,0,0,24,0,24
Ocampo,14,534,1,47,46,51,0,0,0,0,0,145,3,148
Ocampo,14,535,0,57,53,9,0,0,0,0,0,119,6,125
Ocampo,14,536,0,85,6,111,0,0,0,0,0,202,3,205
Ocampo,14,537,3,32,92,4,0,0,0,0,0,131,0,131
Ocampo,14,538,0,17,7,16,0,0,0,0,0,40,1,41
Ocampo,14,539,27,123,30,82,0,0,0,0,0,262,2,264
Ocampo,14,540,26,250,58,125,0,0,0,0,0,459,3,462
Ocampo,0,541,0,0,0,0,0,0,0,0,0,0,0,0
Parras,6,542,39,310,216,77,0,238,11,4,0,895,11,906
Parras,6,543,92,364,200,52,0,362,27,2,0,1099,28,1127
Parras,6,544,36,225,188,25,0,150,12,1,0,637,11,648
Parras,6,545,38,230,203,55,0,186,6,3,0,721,12,733
Parras,6,546,19,146,96,72,0,137,4,0,0,474,20,494
Parras,6,547,41,242,146,47,0,143,10,3,0,632,27,659
Parras,6,548,19,153,58,38,0,171,14,3,0,456,19,475
Parras,6,549,52,300,91,45,0,302,5,2,0,797,13,810
Parras,6,550,44,302,217,44,0,203,18,2,0,830,10,840
Parras,6,551,63,187,125,51,0,168,8,2,0,604,14,618
Parras,6,552,12,140,73,50,0,88,0,0,0,363,9,372
Parras,6,553,22,171,86,43,0,149,7,0,0,478,4,482
Parras,6,554,34,235,117,23,0,186,9,2,0,606,6,612
Parras,6,555,36,159,81,20,0,124,3,0,0,423,9,432
Parras,6,556,44,167,60,15,0,196,4,2,0,488,11,499
Parras,6,557,46,404,132,74,0,290,12,0,0,958,12,970
Parras,6,558,35,266,120,50,0,265,7,1,0,744,20,764
Parras,6,559,14,240,59,58,0,130,11,1,0,513,9,522
Parras,6,560,7,76,11,6,0,60,0,0,0,160,33,193
Parras,6,561,1,34,3,3,0,0,1,0,0,42,2,44
Parras,6,562,5,63,19,7,0,35,0,0,0,129,4,133
Parras,6,563,7,67,22,2,0,33,2,0,0,133,4,137
Parras,6,564,1,61,4,12,0,36,0,0,0,114,14,128
Parras,6,565,7,118,11,36,0,99,0,0,0,271,16,287
Parras,6,566,11,121,8,103,0,108,0,0,0,351,35,386
Parras,6,567,21,188,66,23,0,209,2,1,0,510,9,519
Parras,6,568,8,84,14,14,0,45,0,0,0,165,7,172
Parras,6,569,33,145,14,63,0,140,3,0,0,398,19,417
Parras,6,570,4,95,12,3,0,18,1,0,0,133,20,153
Parras,6,571,11,155,7,31,0,211,0,0,0,415,30,445
Parras,0,572,0,0,0,0,0,0,0,0,0,0,0,0
Parras,6,573,3,136,6,10,0,98,0,0,0,253,15,268
Parras,6,574,6,88,4,3,0,54,0,0,0,155,23,178
Parras,6,575,5,104,10,13,0,45,3,0,0,180,18,198
Parras,6,576,0,51,1,1,0,2,0,0,0,55,0,55
Piedras Negras,20,577,122,323,16,2,11,4,0,1,0,479,6,485
Piedras Negras,20,578,168,278,25,0,16,2,0,0,0,489,7,496
Piedras Negras,20,579,85,178,12,2,8,0,0,0,0,285,6,291
Piedras Negras,20,580,264,566,31,21,20,1,0,0,0,903,18,921
Piedras Negras,20,581,228,437,34,6,25,2,0,0,0,732,16,748
Piedras Negras,20,582,52,131,13,0,2,0,0,0,0,198,3,201
Piedras Negras,20,583,93,194,9,2,8,0,0,0,0,306,5,311
Piedras Negras,20,584,53,153,10,1,8,1,0,0,0,226,0,226
Piedras Negras,20,585,230,360,27,3,25,1,0,0,0,646,15,661
Piedras Negras,20,586,525,835,65,8,51,11,0,0,0,1495,26,1521
Piedras Negras,20,587,608,1278,97,9,81,14,0,0,0,2087,12,2099
Piedras Negras,20,588,244,469,40,2,34,4,0,0,0,793,10,803
Piedras Negras,20,589,51,115,9,1,5,0,0,1,0,182,2,184
Piedras Negras,20,590,69,97,11,1,5,1,0,0,0,184,3,187
Piedras Negras,20,591,103,224,17,0,13,0,0,0,0,357,10,367
Piedras Negras,20,592,72,165,11,3,4,2,0,0,0,257,8,265
Piedras Negras,20,593,109,277,16,0,12,3,0,0,0,417,2,419
Piedras Negras,20,594,128,522,12,1,22,0,0,0,0,685,5,690
Piedras Negras,20,595,176,446,17,3,40,2,0,1,0,685,4,689
Piedras Negras,20,596,65,216,13,0,7,3,0,0,0,304,4,308
Piedras Negras,20,597,81,280,27,2,25,0,0,0,0,415,0,415
Piedras Negras,20,598,67,232,7,0,31,0,0,0,0,337,5,342
Piedras Negras,20,599,60,198,8,0,21,0,0,0,0,287,1,288
Piedras Negras,20,600,66,244,10,2,22,0,0,0,0,344,7,351
Piedras Negras,20,601,168,331,35,2,21,3,0,0,0,560,6,566
Piedras Negras,20,602,106,305,17,0,18,0,0,0,0,446,6,452
Piedras Negras,20,603,94,204,8,0,15,1,0,1,0,323,2,325
Piedras Negras,20,604,48,119,11,1,9,3,0,0,0,191,1,192
Piedras Negras,20,605,50,175,6,2,9,0,0,0,0,242,4,246
Piedras Negras,20,606,91,385,19,2,10,0,0,2,0,509,1,510
Piedras Negras,20,607,62,184,3,0,9,0,0,0,0,258,8,266
Piedras Negras,20,608,78,252,12,2,16,1,0,35,0,396,3,399
Piedras Negras,20,609,116,200,12,1,15,0,0,0,0,344,8,352
Piedras Negras,20,610,160,253,38,0,18,0,0,0,0,469,4,473
Piedras Negras,20,611,1233,1886,163,9,143,11,0,6,0,3451,33,3484
Piedras Negras,20,612,153,645,64,2,37,0,0,0,0,901,7,908
Piedras Negras,20,613,205,408,37,1,20,4,0,0,0,675,9,684
Piedras Negras,20,614,148,297,19,2,16,0,0,0,0,482,13,495
Piedras Negras,20,615,114,220,27,0,14,2,0,0,0,377,11,388
Piedras Negras,20,616,51,199,8,0,6,2,0,0,0,266,2,268
Piedras Negras,20,617,92,308,20,4,34,1,0,0,0,459,7,466
Piedras Negras,20,618,231,420,24,4,20,1,0,2,0,702,15,717
Piedras Negras,20,619,162,181,14,1,10,1,0,0,0,369,3,372
Piedras Negras,20,620,172,345,18,3,20,4,0,1,0,563,9,572
Piedras Negras,20,621,248,407,25,2,17,1,0,0,0,700,32,732
Piedras Negras,17,622,287,494,38,2,8,0,0,102,0,931,18,949
Piedras Negras,20,623,523,1035,88,6,68,3,0,2,0,1725,16,1741
Piedras Negras,20,624,123,363,27,4,25,0,0,0,0,542,12,554
Piedras Negras,20,625,43,206,23,0,21,0,0,59,0,352,11,363
Piedras Negras,20,626,146,295,26,1,29,0,0,0,0,497,6,503
Piedras Negras,20,627,153,456,41,3,33,3,0,0,0,689,5,694
Piedras Negras,20,628,163,421,29,8,25,3,0,1,0,650,3,653
Piedras Negras,20,629,72,195,15,3,5,0,0,1,0,291,0,291
Piedras Negras,17,630,178,271,49,1,12,1,0,1,0,513,4,517
Piedras Negras,20,631,264,319,21,2,13,1,0,0,0,620,18,638
Piedras Negras,20,632,138,257,16,3,6,0,0,1,0,421,5,426
Piedras Negras,20,633,459,912,98,5,84,4,0,1,0,1563,18,1581
Piedras Negras,20,634,97,171,16,2,14,0,0,0,0,300,6,306
Piedras Negras,20,635,257,378,22,6,30,0,0,0,0,693,10,703
Piedras Negras,17,636,159,216,17,1,11,1,0,0,0,405,10,415
Piedras Negras,17,637,145,227,11,1,7,1,0,1,0,393,2,395
Piedras Negras,17,638,230,313,21,2,24,2,0,1,0,593,13,606
Piedras Negras,17,639,261,355,17,3,20,3,0,0,0,659,14,673
Piedras Negras,17,640,407,575,25,23,27,2,0,109,0,1168,11,1179
Piedras Negras,17,641,241,304,19,6,10,2,0,0,0,582,9,591
Piedras Negras,20,642,28,113,7,0,3,0,0,0,0,151,6,157
Piedras Negras,20,643,46,144,10,1,2,1,0,0,0,204,8,212
Piedras Negras,20,644,26,80,4,0,1,0,0,0,0,111,4,115
Progreso,18,645,8,116,0,0,0,61,10,8,0,203,6,209
Progreso,18,646,11,82,0,2,0,65,9,0,0,169,1,170
Progreso,18,647,9,203,0,45,0,18,8,0,0,283,7,290
Progreso,18,648,8,199,0,29,0,30,10,1,0,277,3,280
Progreso,18,649,15,286,0,22,0,19,12,0,0,354,7,361
Progreso,18,650,10,173,0,3,0,27,23,10,0,246,5,251
Progreso,18,651,2,23,0,0,0,7,2,0,0,34,0,34
Ramos Arizpe,6,652,596,329,8,11,0,2,9,2,0,957,19,976
Ramos Arizpe,6,653,1198,633,18,19,0,2,4,4,0,1878,61,1939
Ramos Arizpe,6,654,598,348,7,3,0,0,7,0,0,963,15,978
Ramos Arizpe,6,655,531,283,12,10,0,0,5,0,0,841,6,847
Ramos Arizpe,6,656,444,205,9,1,0,1,5,1,0,666,9,675
Ramos Arizpe,6,657,507,234,6,5,0,1,17,1,0,771,9,780
Ramos Arizpe,6,658,247,175,1,5,0,0,4,0,0,432,6,438
Ramos Arizpe,6,659,524,324,6,6,0,0,5,0,0,865,13,878
Ramos Arizpe,6,660,654,410,6,7,0,1,7,2,0,1087,11,1098
Ramos Arizpe,6,661,688,529,4,8,0,0,8,0,0,1237,16,1253
Ramos Arizpe,6,662,351,186,1,3,0,0,5,5,0,551,6,557
Ramos Arizpe,6,663,1943,840,12,24,0,2,8,2,0,2831,22,2853
Ramos Arizpe,6,664,2004,1204,20,21,0,2,26,3,0,3280,29,3309
Ramos Arizpe,6,665,25,75,0,0,0,0,0,0,0,100,0,100
Ramos Arizpe,6,666,58,95,0,0,0,0,0,0,0,153,1,154
Ramos Arizpe,6,667,80,69,0,6,0,0,0,0,0,155,5,160
Ramos Arizpe,6,668,29,32,0,0,0,0,0,0,0,61,1,62
Ramos Arizpe,6,669,91,137,2,2,0,1,0,0,0,233,9,242
Ramos Arizpe,6,670,89,71,0,2,0,0,0,0,0,162,25,187
Ramos Arizpe,6,671,83,92,26,0,0,1,1,0,0,203,3,206
Ramos Arizpe,6,672,23,25,0,0,0,0,0,0,0,48,1,49
Ramos Arizpe,6,673,285,262,1,1,0,0,0,1,0,550,24,574
Ramos Arizpe,6,674,24,98,1,1,0,0,1,0,0,125,1,126
Ramos Arizpe,6,675,5,27,1,0,0,0,0,0,0,33,1,34
Ramos Arizpe,6,676,126,154,0,1,0,1,2,0,0,284,0,284
Ramos Arizpe,6,677,102,135,1,1,0,1,2,0,0,242,11,253
Ramos Arizpe,6,678,13,30,1,1,0,0,0,0,0,45,1,46
Ramos Arizpe,6,679,42,41,0,2,0,0,0,0,0,85,2,87
Ramos Arizpe,6,680,32,36,0,1,0,0,0,0,0,69,0,69
Ramos Arizpe,6,681,40,48,3,2,0,0,0,0,0,93,13,106
Ramos Arizpe,6,682,17,39,1,2,0,1,0,0,0,60,2,62
Ramos Arizpe,6,683,29,80,0,0,0,0,1,0,0,110,4,114
Ramos Arizpe,6,684,56,58,4,1,0,0,0,0,0,119,0,119
Ramos Arizpe,6,685,113,79,3,1,0,0,0,0,0,196,7,203
Ramos Arizpe,6,686,69,85,7,2,0,0,1,0,0,164,5,169
Ramos Arizpe,6,687,16,49,0,7,0,0,0,0,0,72,0,72
Ramos Arizpe,6,688,32,116,2,5,0,1,1,0,0,157,7,164
Ramos Arizpe,6,689,80,56,1,1,0,2,0,1,0,141,9,150
Ramos Arizpe,6,690,40,47,7,4,0,0,0,0,0,98,5,103
Sabinas,17,691,103,192,8,0,70,72,102,7,0,554,3,557
Sabinas,17,692,267,608,19,0,137,198,304,118,0,1651,25,1676
Sabinas,17,693,256,566,28,0,126,121,274,3,0,1374,18,1392
Sabinas,17,694,187,294,8,0,77,104,106,9,0,785,10,795
Sabinas,17,695,149,270,6,0,91,109,79,7,0,711,11,722
Sabinas,17,696,122,305,9,0,107,74,130,5,0,752,6,758
Sabinas,17,697,120,195,4,0,15,0,42,0,0,376,6,382
Sabinas,17,698,135,249,7,0,56,70,114,1,0,632,5,637
Sabinas,17,699,106,215,4,0,21,60,68,3,0,477,8,485
Sabinas,17,700,70,259,9,0,72,41,60,60,0,571,4,575
Sabinas,17,701,126,199,12,0,52,77,88,1,0,555,7,562
Sabinas,17,702,61,299,11,0,57,50,88,127,0,693,20,713
Sabinas,17,703,77,336,19,0,38,108,141,1,0,720,11,731
Sabinas,17,704,30,76,6,0,17,37,30,3,0,199,5,204
Sabinas,17,705,55,199,5,0,50,40,68,1,0,418,1,419
Sabinas,17,706,80,307,20,0,22,82,197,5,0,713,23,736
Sabinas,17,707,69,243,5,0,15,50,100,46,0,528,8,536
Sabinas,17,708,90,226,15,0,21,114,121,1,0,588,16,604
Sabinas,17,709,71,378,10,0,26,47,208,1,0,741,22,763
Sabinas,17,710,51,275,21,0,23,60,77,0,0,507,17,524
Sabinas,17,711,94,366,18,0,44,45,95,4,0,666,12,678
Sabinas,17,712,25,115,5,0,10,22,33,0,0,210,3,213
Sabinas,17,713,15,93,5,0,9,25,36,1,0,184,3,187
Sabinas,17,714,81,261,14,0,53,65,169,4,0,647,7,654
Sabinas,17,715,147,340,20,0,39,97,182,6,0,831,22,853
Sabinas,17,716,4,83,1,0,0,3,1,0,0,92,3,95
Sabinas,17,717,57,163,8,0,8,42,138,2,0,418,14,432
Sabinas,17,718,64,138,7,0,0,47,154,0,0,410,5,415
Sabinas,17,719,45,159,2,0,4,33,132,7,0,382,8,390
Sabinas,17,720,51,144,2,0,7,48,102,1,0,355,7,362
Sabinas,17,721,33,155,6,0,6,51,188,4,0,443,8,451
Sabinas,17,722,36,150,3,0,14,56,275,4,0,538,11,549
Sabinas,17,723,125,285,6,0,12,57,392,3,0,880,19,899
Sabinas,17,724,56,210,3,0,19,99,286,4,0,677,12,689
Sabinas,17,725,49,184,10,0,9,71,201,2,0,526,10,536
Sabinas,17,726,24,69,2,0,12,65,174,1,0,347,10,357
Sabinas,17,727,4,60,2,0,1,0,5,0,0,72,3,75
Sacramento,14,728,63,327,231,28,0,0,0,5,0,654,9,663
Sacramento,14,729,53,205,305,46,0,0,0,8,0,617,16,633
Saltillo,4,730,499,278,37,10,20,1,3,1,0,849,11,860
Saltillo,4,731,698,664,23,7,35,3,4,1,0,1435,14,1449
Saltillo,4,732,409,245,21,5,20,2,7,1,0,710,8,718
Saltillo,4,733,582,390,40,11,35,2,2,0,0,1062,17,1079
Saltillo,4,734,865,484,33,6,34,6,6,1,0,1435,17,1452
Saltillo,4,735,206,252,13,9,14,1,0,0,0,495,6,501
Saltillo,4,736,261,332,28,4,7,5,2,3,0,642,12,654
Saltillo,4,737,226,505,21,29,22,1,1,0,0,805,18,823
Saltillo,4,738,328,845,23,22,10,2,3,0,0,1233,30,1263
Saltillo,4,739,211,334,5,15,6,4,0,0,0,575,10,585
Saltillo,4,740,654,326,48,7,18,3,5,223,0,1284,19,1303
Saltillo,4,741,309,166,12,7,15,6,1,0,0,516,5,521
Saltillo,4,742,365,373,26,11,33,2,3,1,0,814,9,823
Saltillo,3,743,427,303,30,13,27,4,3,1,0,808,14,822
Saltillo,4,744,241,397,16,8,20,3,1,0,0,686,4,690
Saltillo,4,745,274,162,9,8,5,1,2,160,0,621,5,626
Saltillo,4,746,253,415,11,21,13,0,2,1,0,716,8,724
Saltillo,4,747,156,325,15,9,7,1,2,0,0,515,7,522
Saltillo,4,748,197,458,6,12,11,1,0,0,0,685,12,697
Saltillo,4,749,274,214,7,4,28,1,4,1,0,533,5,538
Saltillo,4,750,472,303,25,5,20,2,4,1,0,832,16,848
Saltillo,4,751,908,531,48,24,47,4,7,1,0,1570,17,1587
Saltillo,4,752,1309,1068,58,32,54,8,6,0,0,2535,31,2566
Saltillo,4,753,418,328,19,6,12,4,1,3,0,791,11,802
Saltillo,4,754,185,418,7,5,4,2,1,0,0,622,7,629
Saltillo,4,755,363,852,29,12,19,2,4,0,0,1281,11,1292
Saltillo,5,756,233,272,10,9,4,4,0,0,0,532,13,545
Saltillo,4,757,523,492,24,21,38,4,3,0,0,1105,10,1115
Saltillo,4,758,363,305,28,8,9,0,1,0,0,714,12,726
Saltillo,4,759,528,426,31,9,22,5,1,0,0,1022,8,1030
Saltillo,4,760,216,213,9,8,6,0,2,1,0,455,6,461
Saltillo,4,761,276,282,19,5,16,2,1,0,0,601,5,606
Saltillo,4,762,403,172,24,5,12,1,2,1,0,620,9,629
Saltillo,4,763,444,307,28,9,30,1,0,2,0,821,11,832
Saltillo,4,764,505,374,24,19,33,4,1,0,0,960,15,975
Saltillo,4,765,246,313,7,7,4,3,0,0,0,580,1,581
Saltillo,4,766,393,682,14,22,15,3,2,0,0,1131,24,1155
Saltillo,3,767,250,235,14,7,3,1,1,0,0,511,6,517
Saltillo,3,768,401,751,15,21,20,3,1,0,0,1212,20,1232
Saltillo,3,769,151,290,10,6,9,0,0,0,0,466,89,555
Saltillo,3,770,165,279,5,6,8,0,0,0,0,463,6,469
Saltillo,3,771,118,490,15,71,10,1,1,0,0,706,30,736
Saltillo,4,772,301,165,20,8,22,1,2,1,0,520,7,527
Saltillo,4,773,395,139,14,3,20,3,0,1,0,575,5,580
Saltillo,4,774,291,377,18,11,12,0,2,0,0,711,18,729
Saltillo,4,775,244,297,5,7,10,2,2,0,0,567,11,578
Saltillo,4,776,459,318,20,12,12,3,1,0,0,825,3,828
Saltillo,5,777,394,440,14,9,14,5,1,0,0,877,8,885
Saltillo,4,778,362,325,10,10,13,1,3,0,0,724,11,735
Saltillo,4,779,412,332,20,12,15,3,0,1,0,795,13,808
Saltillo,4,780,288,292,20,8,9,5,1,2,0,625,6,631
Saltillo,3,781,382,244,18,8,11,4,3,2,0,672,5,677
Saltillo,3,782,319,224,25,2,16,0,1,0,0,587,7,594
Saltillo,3,783,360,354,25,7,22,4,4,0,0,776,8,784
Saltillo,3,784,368,205,28,7,13,0,1,0,0,622,4,626
Saltillo,3,785,310,164,24,4,6,0,0,0,0,508,9,517
Saltillo,3,786,399,212,28,4,11,2,3,1,0,660,18,678
Saltillo,3,787,198,408,13,11,6,3,3,0,0,642,8,650
Saltillo,3,788,117,436,12,57,2,3,2,0,0,629,28,657
Saltillo,3,789,146,347,5,5,6,1,0,0,0,510,12,522
Saltillo,3,790,186,511,14,15,16,1,1,0,0,744,18,762
Saltillo,3,791,220,283,14,5,12,3,2,0,0,539,4,543
Saltillo,3,792,242,467,10,14,21,2,0,1,0,757,20,777
Saltillo,3,793,175,330,12,11,10,0,0,0,0,538,11,549
Saltillo,3,794,126,379,13,55,6,4,0,0,0,583,21,604
Saltillo,3,795,266,499,9,12,17,0,1,0,0,804,16,820
Saltillo,3,796,583,372,50,14,21,5,2,0,0,1047,15,1062
Saltillo,3,797,290,183,15,5,13,2,1,0,0,509,17,526
Saltillo,3,798,354,198,14,2,9,2,4,1,0,584,9,593
Saltillo,3,799,250,192,11,8,17,0,2,1,0,481,4,485
Saltillo,4,800,468,385,22,16,17,3,0,0,0,911,26,937
Saltillo,4,801,342,334,88,7,11,6,3,0,0,791,6,797
Saltillo,4,802,180,160,6,5,10,4,3,0,0,368,1,369
Saltillo,4,803,193,296,18,8,6,3,0,0,0,524,5,529
Saltillo,4,804,225,337,12,9,10,0,2,1,0,596,12,608
Saltillo,4,805,196,312,9,8,9,2,2,0,0,538,5,543
Saltillo,3,806,171,157,9,1,9,0,1,0,0,348,5,353
