CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_NVA_ALIANZA_PSD,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,PLANILLA_UNICA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1079,C01,8,89,14,25,65,24,5,8,1,38,,0,2,4,,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,311,19,330,567,,,,
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1079,C02,13,75,22,23,74,24,10,16,3,20,,2,0,3,,,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,17,340,566,,,,
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1080,B,20,28,25,5,48,1,1,5,4,153,,0,2,0,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,301,5,306,526,,,,
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1080,C01,27,33,36,2,38,4,0,4,2,144,,1,0,1,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,305,9,314,526,,,,
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1081,B,11,41,29,15,42,3,0,7,2,46,,1,0,1,,,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,10,225,420,,,,
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1081,C01,7,22,36,5,25,5,1,4,7,69,,0,0,0,,,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,216,15,231,420,,,,
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1081,E01,31,29,43,26,148,2,1,14,5,67,,0,2,1,,,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,404,9,413,703,,,,
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1082,B,21,48,25,15,77,15,2,18,8,58,,1,1,1,,,19,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,8,349,625,,,,
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1083,B,19,57,17,4,111,19,0,1,2,40,,0,4,0,,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,302,12,314,566,,,,
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1083,C01,30,48,21,4,103,25,0,2,2,42,,0,3,1,,,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,311,12,323,566,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,74,B,11,181,152,1,1,1,5,,,31,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,8,404,516,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,74,C01,0,224,156,0,0,0,5,,,24,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,409,7,416,515,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,74,C02,11,173,171,1,0,0,3,,,29,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,397,10,407,515,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,75,B,8,226,206,0,1,0,9,,,49,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,514,10,524,674,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,75,C01,11,210,237,0,3,0,5,,,45,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,522,13,535,673,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,75,E01,4,109,92,2,3,2,3,,,5,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,227,13,240,314,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,75,E02,5,152,31,2,1,0,4,,,19,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,219,7,226,275,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,75,E03,3,91,83,1,0,0,1,,,4,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,20,214,263,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,76,B,26,251,96,1,1,0,20,,,19,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,1,422,521,,,,
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,76,C01,21,270,85,3,2,0,14,,,11,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,409,3,412,521,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,333,B,,39,151,2,4,129,1,3,,20,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,353,10,363,500,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,333,C01,,56,150,3,2,121,1,1,,13,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,11,363,499,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,334,B,,68,103,6,9,73,1,5,,36,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308,10,318,448,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,334,C01,,55,98,2,12,79,1,3,,22,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,16,291,447,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,335,B,,78,101,5,9,101,3,3,,26,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,330,14,344,525,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,335,C01,,50,112,1,7,98,0,3,,31,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,307,11,318,524,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,336,B,,64,98,4,3,84,0,1,,32,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,6,292,412,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,336,C01,,53,106,2,4,75,1,1,,16,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,261,6,267,411,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,337,B,,74,63,2,2,98,0,16,,11,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,8,276,413,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,337,C01,,64,75,4,5,92,0,4,,18,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,9,274,413,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,338,B,,43,90,4,6,135,2,3,,30,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,316,11,327,474,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,338,C01,,61,95,2,4,116,4,3,,27,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,317,9,326,473,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,339,B,,56,110,7,11,108,0,2,,27,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,328,8,336,478,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,339,C01,,48,90,5,10,125,3,5,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,313,16,329,477,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,340,B,,35,82,5,12,77,3,4,,47,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,9,274,380,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,340,C01,,42,79,3,13,79,3,3,,33,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,257,12,269,380,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,341,B,,38,105,3,13,110,2,14,,72,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,362,9,371,558,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,341,C01,,55,116,5,9,87,3,7,,42,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,326,16,342,557,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,341,C02,,43,165,1,11,90,3,5,,47,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,367,9,376,557,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,342,B,,44,77,1,5,116,3,2,,43,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,294,11,305,482,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,342,C01,,57,73,4,5,113,1,2,,44,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,305,6,311,481,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,343,B,,47,68,3,5,99,1,4,,28,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,257,3,260,380,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,343,C01,,57,69,7,5,73,2,6,,25,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,5,251,379,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,344,B,,112,104,9,4,136,1,12,,43,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,427,10,437,651,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,344,S01,,10,7,1,5,12,0,1,,7,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,0,45,,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,345,B,,41,113,3,2,108,4,4,,33,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,9,318,492,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,345,C01,,46,118,1,5,111,0,3,,31,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,315,9,324,492,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,346,B,,71,122,6,7,142,2,3,,34,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,4,395,560,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,347,B,,38,134,3,3,156,5,2,,35,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,19,397,624,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,347,C01,,51,129,1,6,145,6,5,,37,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,382,15,397,624,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,348,B,,50,82,0,5,101,1,3,,35,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,282,11,293,477,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,348,C01,,70,85,5,4,108,1,6,,26,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308,6,314,477,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,349,B,,55,46,2,3,112,1,8,,53,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,283,7,291,447,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,350,B,,40,139,4,7,120,1,4,,56,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,10,387,581,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,350,C01,,46,150,2,10,97,2,5,,52,,8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,375,7,382,580,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,351,B,,48,93,3,8,131,1,9,,91,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,9,394,611,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,351,C01,,57,96,6,11,104,3,6,,88,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,376,11,387,610,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,352,B,,34,90,8,5,120,1,5,,57,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,321,4,325,486,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,352,C01,,54,102,6,4,114,1,2,,43,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,329,5,334,485,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,353,B,,46,189,4,6,122,2,6,,59,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,436,17,453,714,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,354,B,,42,93,8,9,114,1,3,,58,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331,8,339,520,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,354,C01,,41,95,6,6,117,4,6,,66,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,344,8,352,520,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,355,B,,24,105,3,6,85,5,2,,40,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,272,13,285,405,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,355,C01,,31,87,1,7,73,2,1,,41,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,247,7,254,404,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,356,B,,35,93,2,7,66,0,2,,36,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,241,14,255,412,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,356,C01,,41,111,5,5,78,0,6,,32,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,4,283,411,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,357,B,,38,77,2,108,63,0,1,,21,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,312,12,324,529,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,357,C01,,55,40,3,112,72,2,1,,21,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,11,320,528,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,358,B,,80,119,7,17,53,0,4,,29,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,12,321,472,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,359,B,,24,150,2,19,72,1,0,,13,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,282,17,299,402,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,359,C01,,30,141,1,16,73,2,4,,31,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,298,7,305,401,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,360,B,,93,130,5,51,115,4,6,,94,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,503,17,520,695,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,360,C01,,105,148,13,54,103,1,6,,54,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,485,16,501,694,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,361,B,,32,54,5,39,69,0,7,,47,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,10,268,418,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,361,E01,,47,84,3,12,58,1,2,,16,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,225,8,233,369,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,362,B,,125,100,11,1,92,2,3,,56,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,392,13,405,571,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,362,E01,,62,68,0,8,12,1,4,,37,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,8,202,318,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,363,B,,110,181,1,2,107,1,0,,13,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,417,4,421,580,,,,
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,364,B,,27,86,3,19,80,3,5,,4,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,9,238,348,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,851,B,1,257,77,0,7,0,10,0,6,267,,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,629,3,632,728,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,851,C01,0,226,106,0,6,0,3,0,2,282,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,626,5,631,727,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,852,B,0,206,37,1,3,3,16,2,1,271,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,542,8,550,657,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,852,C01,0,228,41,2,4,2,4,6,3,249,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,542,6,548,657,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,853,B,1,167,59,1,2,2,13,2,2,218,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,471,15,486,583,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,853,C01,1,191,64,0,2,1,6,1,2,224,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,495,3,498,583,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,853,E01,2,205,40,2,2,2,9,5,4,318,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,594,7,601,686,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,854,B,1,219,18,1,8,11,3,2,6,256,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,526,6,532,651,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,854,C01,1,195,24,1,11,0,4,7,2,273,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,523,5,528,650,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,854,C02,3,235,24,0,11,1,3,3,1,236,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,520,11,531,650,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,854,E01,0,135,21,0,0,0,2,1,1,125,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,2,287,324,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,855,B,0,167,89,0,0,1,5,0,3,116,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,3,384,452,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,855,C01,1,174,78,1,0,2,7,0,0,134,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,0,400,451,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,856,B,0,190,68,0,3,2,16,3,5,281,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,569,7,576,644,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,856,C01,0,197,72,1,4,6,26,0,4,257,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,569,1,570,644,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,856,E01,0,253,36,0,0,2,0,1,2,235,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,530,1,531,597,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,856,E02,0,250,28,1,3,1,0,2,2,199,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,487,5,492,552,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,857,B,0,209,65,2,6,2,18,6,0,118,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,9,440,505,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,857,C01,0,181,0,0,2,1,17,5,3,133,,2,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,414,4,418,505,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,857,E01,2,177,81,0,3,0,18,0,2,134,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,423,6,429,491,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,857,E02,1,122,44,0,3,0,4,2,1,142,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,320,5,325,343,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,857,E03,0,112,55,1,2,2,0,2,3,198,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,376,5,381,442,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,858,B,0,190,22,1,2,3,2,1,1,199,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,7,428,490,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,858,C01,0,214,46,0,0,1,3,1,0,173,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,438,1,439,490,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,858,E01,0,194,34,1,1,1,2,4,1,163,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,402,4,406,497,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,858,E01C01,0,207,39,0,0,0,1,1,0,137,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,3,389,496,,,,
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,859,B,0,179,34,1,0,0,5,3,2,190,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,415,2,417,488,,,,
