CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,230,E01C01,54,212,116,0,3,0,6,0,19,54,0,0,0,0,,,,0,464,32,496,653,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2935-A2936.JPG
1,23,QUINTANA ROO,9,TULUM,9,TULUM,945,B,33,88,26,4,1,3,0,2,5,10,0,5,0,0,,,,1,177,5,183,308,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2355-A2356.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,231,B,20,109,72,12,7,1,7,28,15,10,7,0,0,0,,,,0,288,12,300,448,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2937-A2938.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,421,C01,123,92,16,9,10,2,5,8,0,17,5,0,0,0,,,,0,287,7,294,447,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3499-A3500.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,231,C01,15,91,72,8,0,1,2,20,21,10,0,8,0,1,,,,0,249,26,275,448,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2939-A2940.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,422,B,154,116,54,11,17,7,3,16,5,27,1,0,0,0,,,,0,411,12,423,684,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3501-A3502.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,231,E01,24,67,150,12,11,2,3,58,26,30,0,0,0,0,,,,0,383,24,407,590,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2941-A2942.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,232,B,19,134,64,9,6,0,12,6,33,17,1,4,0,0,,,,0,305,16,321,452,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2943-A2944.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,422,C01,159,132,44,5,7,2,2,29,3,22,1,2,0,0,,,,0,408,12,420,684,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3503-A3504.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,232,C01,30,91,51,6,5,1,5,18,86,14,0,3,0,0,,,,0,310,16,326,452,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2945-A2946.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,81,C01,19,45,8,53,6,6,4,18,33,6,0,7,0,0,0,,,1,205,14,220,454,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1099-A1100.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,423,B,104,103,33,6,11,8,2,22,0,21,0,2,0,0,,,,0,312,13,325,573,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3505-A3506.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,232,E01,29,80,93,5,10,0,18,25,79,19,0,0,0,0,,,,2,358,27,387,528,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2947-A2948.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,82,B,38,51,29,87,6,4,3,44,61,11,0,13,0,0,6,,,0,353,19,372,746,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1101-A1102.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,83,B,33,44,16,44,5,6,2,28,23,10,0,6,0,0,3,,,0,220,13,233,552,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1103-A1104.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,233,B,78,85,132,9,3,2,7,10,83,0,0,0,0,0,,,,0,409,26,435,559,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2949-A2950.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,83,C01,16,39,14,39,7,4,0,29,35,5,0,4,0,0,7,,,0,199,9,208,551,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1105-A1106.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,423,C01,94,134,21,4,11,10,2,24,4,13,0,1,0,0,,,,0,318,10,328,573,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3507-A3508.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,84,B,20,44,16,45,5,5,3,9,26,7,1,13,0,0,3,,,0,197,7,204,627,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1107-A1108.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,233,E01,10,171,44,12,4,1,6,13,55,10,2,3,0,1,,,,0,332,17,349,427,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2951-A2952.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,423,E01,80,63,31,3,12,1,3,11,1,20,0,1,0,0,,,,0,226,6,232,402,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3509-A3510.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,84,C01,16,37,12,44,2,3,3,26,16,5,0,8,0,0,1,,,0,173,10,183,627,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1109-A1110.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,200,C02,192,115,9,4,1,3,3,13,3,19,2,0,0,0,,,,0,364,14,378,682,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2807-A2808.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,423,E01C01,84,69,38,5,2,0,3,13,7,12,0,2,0,0,,,,0,235,6,241,401,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3511-A3512.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,424,B,157,85,22,1,13,1,3,62,7,32,1,2,0,1,,,,1,387,12,400,667,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3513-A3514.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,200,C03,208,108,5,13,1,3,0,11,1,23,1,2,0,0,,,,0,376,10,386,682,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2809-A2810.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,424,C01,171,77,16,1,13,3,6,53,6,23,0,0,0,0,,,,0,369,17,386,666,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3515-A3516.JPG
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,275,E01,9,96,28,2,3,0,4,8,46,3,3,2,0,0,,,18,0,222,5,227,307,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3099-A3100.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,425,B,112,93,11,6,7,2,2,50,4,19,0,4,0,0,,,,1,310,10,321,621,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3517-A3518.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,85,B,1,3,1,50,9,2,1,20,23,40,0,5,0,0,1,,,0,156,7,163,464,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0001-A0002.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,201,B,189,167,4,5,0,1,0,7,1,18,0,7,0,0,,,,0,399,9,408,569,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2813-A2814.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,425,C01,114,60,25,5,10,0,2,57,1,21,1,3,0,0,,,,0,299,12,311,621,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3519-A3520.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,201,C02,184,143,6,11,1,1,1,4,2,16,1,6,0,0,,,,0,376,5,381,569,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2817-A2818.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,425,C02,126,72,25,10,6,3,2,45,2,22,1,0,0,0,,,,0,314,7,321,621,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3521-A3522.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,85,C01,17,34,5,47,4,1,4,16,19,4,0,4,0,0,3,,,0,158,14,172,464,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0003-A0004.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,86,B,26,43,19,56,2,2,3,21,26,9,4,13,0,0,3,,,0,227,5,232,513,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0005-A0006.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,429,B,72,99,49,3,2,1,4,8,0,11,0,7,0,0,,,,0,256,9,265,399,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3523-A3524.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,86,C01,38,25,11,59,3,3,2,28,15,5,0,7,0,0,5,,,0,201,12,213,512,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0007-A0008.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,201,C03,178,125,4,7,2,1,0,10,2,13,2,4,0,0,,,,0,348,11,359,568,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2819-A2820.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,87,B,33,47,9,104,5,2,1,36,2,9,2,13,0,0,7,,,0,270,7,277,742,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0009-A0010.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,429,C01,78,98,40,3,5,3,1,19,1,11,2,2,0,0,,,,0,263,10,273,399,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3525-A3526.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,88,B,22,35,15,119,1,4,3,30,31,7,0,9,0,0,6,,,0,282,12,294,654,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0011-A0012.JPG
1,23,QUINTANA ROO,9,TULUM,9,TULUM,946,B,42,80,27,7,2,5,0,17,7,23,2,6,0,0,,,,0,218,3,221,370,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2357-A2358.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,89,B,45,38,9,91,2,6,5,24,36,3,13,1,0,0,3,,,0,276,10,286,572,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0013-A0014.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,429,E01,166,152,80,7,13,6,3,18,1,19,1,6,0,0,,,,0,472,16,488,706,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3527-A3528.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,90,B,47,34,15,74,5,5,1,47,41,4,0,5,0,0,5,,,1,283,4,288,596,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0015-A0016.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,202,B,212,145,3,10,3,1,2,2,4,16,4,7,0,0,,,,0,409,7,416,585,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2821-A2822.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,429,E02,205,166,32,6,12,3,4,5,4,16,5,2,0,0,,,,0,460,21,481,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3529-A3530.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,90,C01,39,44,12,78,5,3,11,38,33,9,0,8,0,0,6,,,0,286,12,298,596,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0017-A0018.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,292,B,87,90,61,3,2,1,18,9,5,12,0,3,2,0,,,,0,293,9,302,395,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0215-A0216.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,91,B,37,49,14,61,5,6,3,55,44,7,1,9,1,0,8,,,2,300,7,309,637,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0019-A0020.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,448,B,126,81,16,7,10,7,2,7,2,19,0,3,0,0,,,,0,280,9,289,458,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3531-A3532.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,202,C02,191,141,7,3,1,2,2,7,4,11,3,7,0,0,,,,0,379,7,386,584,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2825-A2826.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,91,C01,44,40,20,72,6,8,1,39,43,10,0,6,0,0,13,,,0,302,10,312,637,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0021-A0022.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,92,B,69,37,13,72,0,8,4,29,28,4,2,8,0,0,6,,,1,280,6,287,620,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0023-A0024.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,448,C01,115,93,11,2,7,1,1,8,0,26,1,0,0,0,,,,0,265,8,273,457,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3533-A3534.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,92,C01,60,29,12,65,6,5,5,25,21,4,1,10,1,0,9,,,0,253,9,262,620,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0025-A0026.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,785,B,248,101,21,2,5,3,2,52,5,50,3,1,1,3,,,,0,497,11,508,730,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3535-A3536.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,93,B,50,48,7,48,2,8,3,34,30,1,9,0,0,0,10,,,1,250,5,256,560,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0027-A0028.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,B,248,139,11,2,3,3,3,12,8,29,1,5,0,0,,,,0,464,7,471,737,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2829-A2830.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,786,B,118,48,14,0,2,1,2,25,6,7,1,1,2,1,,,,1,228,7,236,384,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3537-A3538.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,93,C01,70,41,14,50,2,3,3,23,21,0,0,0,0,0,7,,,0,234,6,240,559,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0029-A0030.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,786,C01,122,50,7,4,2,1,2,11,5,11,0,4,0,0,,,,0,219,5,224,383,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3539-A3540.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,93,C02,62,37,13,37,2,11,2,26,28,3,0,9,0,0,7,,,0,237,8,245,559,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0031-A0032.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,94,B,39,54,14,96,2,9,8,31,43,5,1,11,0,0,9,,,3,322,13,338,642,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0033-A0034.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,807,B,153,58,15,4,1,1,3,35,5,25,0,4,0,0,,,,0,304,12,316,482,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3541-A3542.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C01,227,166,8,3,3,1,6,5,4,18,1,6,0,0,,,,0,448,5,453,737,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2831-A2832.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,94,C01,44,59,24,80,1,6,2,49,42,0,0,17,0,0,5,,,0,329,12,341,642,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0035-A0036.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,807,C01,144,69,11,3,1,0,2,23,1,21,0,1,2,0,,,,0,278,13,291,481,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3543-A3544.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,808,B,227,85,27,1,6,4,2,33,7,23,0,1,0,0,,,,0,416,15,431,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3545-A3546.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,95,B,27,50,16,134,3,1,2,20,29,6,1,11,0,0,4,,,0,304,7,311,632,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0037-A0038.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,809,B,198,85,26,8,10,3,8,48,7,29,0,4,0,0,,,,1,426,7,434,740,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3547-A3548.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,96,B,18,14,9,59,0,4,2,18,26,6,1,4,0,0,0,,,0,161,0,161,417,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0039-A0040.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C02,248,149,6,6,5,3,3,8,2,21,0,5,0,0,,,,2,456,4,462,737,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2833-A2834.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,234,B,32,163,62,6,4,1,3,8,15,16,2,9,1,0,,,,0,322,11,333,456,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2953-A2954.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,96,C01,22,20,8,43,3,4,4,14,13,2,0,4,0,0,1,,,1,138,2,141,416,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0041-A0042.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,810,B,132,32,11,2,0,4,3,21,6,19,2,0,1,0,,,,0,233,5,238,329,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3549-A3550.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,97,B,32,25,6,84,1,4,0,20,32,3,0,6,0,0,6,,,1,219,7,227,700,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0043-A0044.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,261,C06,141,133,9,21,3,1,3,28,15,16,4,6,1,0,,,,0,381,8,389,709,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0169-A0170.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C04,253,110,2,6,0,2,2,18,2,21,0,7,0,0,,,,0,423,15,438,737,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2837-A2838.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,98,C01,21,29,10,36,3,3,1,22,33,6,0,7,0,0,0,,,6,171,15,192,398,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1113-A1114.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,206,B,65,68,27,12,3,8,2,35,8,19,1,2,0,0,,,,0,250,11,261,710,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1977-A1978.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,234,C01,25,157,61,4,1,0,6,2,32,15,3,1,0,0,,,,0,307,11,318,455,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2955-A2956.JPG
1,23,QUINTANA ROO,9,TULUM,9,TULUM,947,B,31,75,27,2,1,2,1,13,4,18,2,6,2,0,,,,0,184,2,186,376,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2359-A2360.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,99,B,30,47,19,54,2,8,4,31,45,4,0,7,0,0,3,,,0,254,12,266,603,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1115-A1116.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C05,235,133,7,4,2,3,0,8,2,25,2,1,0,3,,,,0,425,8,433,737,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2839-A2840.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,100,B,36,29,14,31,5,6,3,26,12,4,0,7,0,0,0,,,8,173,4,185,425,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1117-A1118.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,100,C01,40,17,16,41,3,4,2,20,23,6,1,2,0,0,1,,,2,176,5,183,424,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1119-A1120.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,206,C01,66,72,29,3,3,9,5,40,11,17,0,4,0,0,,,,0,259,12,271,710,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1979-A1980.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C08,258,126,4,10,1,4,1,18,0,11,0,7,0,0,,,,0,440,11,451,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2845-A2846.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,101,B,45,47,13,92,3,7,11,35,52,7,4,22,0,0,5,,,0,343,17,360,732,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1385-A1386.JPG
1,23,QUINTANA ROO,9,TULUM,9,TULUM,948,B,49,116,37,1,1,5,0,20,7,16,8,0,0,0,,,,0,260,11,271,502,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2361-A2362.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,C09,226,169,7,8,3,2,3,11,1,19,3,5,0,0,,,,0,457,7,464,736,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2847-A2848.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,102,C01,71,44,19,22,2,14,5,46,27,6,1,7,0,0,12,,,0,276,10,286,597,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1389-A1390.JPG
