CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_NVA_ALIANZA_PSD,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,PLANILLA_UNICA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,64,1,46,20,31,4,62,4,5,,77,37,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,289,23,313,448
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,86,SAN ANDRES DINICUITI,741,2,4,291,264,183,3,,,,,124,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,872,15,887,1261
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,86,SAN ANDRES DINICUITI,742,1,1,48,59,24,5,,,,,59,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,196,8,204,333
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,86,SAN ANDRES DINICUITI,743,1,0,9,7,7,2,,,,,41,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66,4,70,110
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,99,SAN ANDRES ZAUTLA,764,3,14,756,496,14,10,,,,35,62,,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1407,16,1423,1763
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,99,SAN ANDRES ZAUTLA,765,2,20,255,310,4,12,,,,28,60,,,31,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,732,16,748,1148
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,900,3,22,161,226,9,294,1,237,7,44,107,,10,6,5,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1363,42,1405,2015
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,901,4,19,191,196,20,511,3,246,7,46,135,,21,6,6,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1602,41,1643,2308
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,902,3,16,195,167,12,238,7,145,5,28,177,,4,6,0,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1143,27,1170,1627
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,903,4,40,205,196,9,439,4,196,4,40,218,,43,14,3,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1659,41,1700,2417
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,904,1,1,27,3,1,3,0,7,0,0,0,,1,0,0,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67,0,67,79
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,905,1,8,16,44,3,58,3,13,0,34,14,,9,1,0,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,8,244,361
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1426,2,68,115,83,40,18,1,95,143,4,65,,41,8,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,754,32,786,1072
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1427,3,149,217,150,56,32,0,83,133,6,116,,53,14,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1064,35,1099,1539
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1428,2,68,187,38,22,28,1,173,84,0,48,,27,8,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,741,27,770,979
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1429,2,146,166,129,55,20,0,77,77,1,85,,38,13,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,873,22,895,1211
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1430,1,17,70,25,10,1,0,3,13,0,15,,9,1,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,173,5,178,241
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1589,2,21,257,47,9,4,3,8,,,404,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,754,19,774,1141
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1590,2,12,308,48,7,5,2,10,,,341,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,741,16,759,1056
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1591,1,1,80,5,2,3,3,14,,,110,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,9,227,334
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1592,1,8,98,21,2,1,1,3,,,225,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,362,10,372,536
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1593,1,1,27,2,1,0,0,0,,,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,0,42,65
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,457,SANTIAGO CACALOXTEPEC,1973,1,234,172,10,3,2,,,,4,15,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,448,10,458,563
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,457,SANTIAGO CACALOXTEPEC,1974,1,215,136,5,2,0,,,,1,9,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,371,10,381,504
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,457,SANTIAGO CACALOXTEPEC,1975,1,212,150,4,3,2,,,,3,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,379,1,380,496
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2112,3,16,518,389,7,262,,61,,10,95,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1379,17,1396,2011
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2113,3,27,379,353,7,158,,119,,4,96,,,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1170,30,1200,1851
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2114,3,26,352,290,8,168,,71,,5,67,,,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1006,24,1030,1596
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2115,1,13,69,116,3,78,,31,,4,37,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,353,6,359,589
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2116,2,35,235,342,13,37,,2,,4,18,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,705,12,717,1052
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2305,2,0,186,14,6,427,60,26,70,,116,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,907,22,929,1401
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2306,2,2,194,16,3,314,55,18,49,,77,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,732,23,756,1204
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2307,2,3,126,1,1,306,43,3,35,,39,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,557,8,566,848
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2308,2,2,162,3,0,244,53,5,54,,61,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,585,20,605,904
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2309,2,2,170,3,3,259,58,2,42,,51,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,592,15,608,872
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2310,1,0,40,1,2,39,7,4,11,,3,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,4,112,153
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,543,VILLA TEJUPAM DE LA UNION,2321,1,4,184,130,4,4,,,,62,86,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,11,493,665
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,543,VILLA TEJUPAM DE LA UNION,2322,1,14,105,166,6,2,,,,60,162,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,523,24,546,739
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,543,VILLA TEJUPAM DE LA UNION,2323,1,3,83,81,5,2,,,,26,49,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,252,2,254,370
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,5,ASUNCION CUYOTEPEJI,42,2,277,313,1,3,0,,,,,48,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,648,9,657,861
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,31,FRESNILLO DE TRUJANO,187,1,1,118,12,1,7,1,,2,2,134,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,280,10,290,391
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,31,FRESNILLO DE TRUJANO,188,1,5,26,148,0,0,1,,0,8,34,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,4,234,407
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,32,GUADALUPE DE RAMIREZ,189,1,,94,,2,161,0,,24,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,281,5,286,461
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,32,GUADALUPE DE RAMIREZ,190,1,,52,,0,111,2,,6,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,175,7,182,309
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,32,GUADALUPE DE RAMIREZ,191,1,,87,,0,84,0,,8,,119,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,298,7,305,386
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,201,5,254,412,62,20,21,49,9,25,7,474,,6,7,10,,,,,,,,,31,6,30,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1458,24,1482,3158
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,202,4,168,232,53,18,29,39,4,26,10,347,,3,7,8,,,,,,,,,24,8,31,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1019,31,1052,2564
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,203,4,268,262,66,5,30,13,6,31,4,523,,4,9,8,,,,,,,,,38,5,28,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1336,26,1362,2709
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,204,4,153,321,35,3,16,26,6,22,2,365,,2,4,2,,,,,,,,,31,9,31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1068,21,1089,2253
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,205,3,125,192,29,6,25,27,4,18,3,369,,2,5,2,,,,,,,,,11,5,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,868,21,889,1727
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,206,4,173,254,47,5,8,28,4,40,4,374,,2,4,10,,,,,,,,,17,4,19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1018,22,1040,2288
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,207,4,220,291,30,13,18,23,6,12,1,298,,3,11,7,,,,,,,,,26,3,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1021,18,1039,2364
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,208,4,188,224,108,7,37,33,43,12,4,326,,1,16,5,,,,,,,,,19,3,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1081,40,1122,2603
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,209,3,166,157,24,6,7,8,5,8,3,231,,2,11,2,,,,,,,,,27,3,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,688,18,707,1538
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,210,2,99,167,19,5,5,12,0,15,4,158,,0,1,5,,,,,,,,,8,16,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,537,13,550,1122
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,211,1,68,91,13,1,6,16,1,8,1,90,,0,3,0,,,,,,,,,6,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,317,11,328,650
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,212,3,149,130,32,4,12,19,1,7,0,171,,3,0,1,,,,,,,,,11,4,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,589,17,606,1161
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,213,2,123,201,20,4,7,13,0,14,3,139,,0,7,3,,,,,,,,,5,2,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,564,10,575,1022
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,214,3,179,247,78,9,25,34,13,13,1,205,,7,11,4,,,,,,,,,21,2,58,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,915,23,938,2179
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,215,2,112,114,11,5,4,10,2,4,2,101,,1,1,4,,,,,,,,,10,3,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,11,409,786
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,216,4,203,273,51,8,18,28,5,9,5,276,,4,12,2,,,,,,,,,23,8,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,985,25,1010,2346
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,217,5,239,279,90,13,35,46,19,17,11,312,,7,14,7,,,,,,,,,32,13,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1191,39,1230,3213
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,218,5,225,375,70,28,32,53,26,19,12,374,,2,16,9,,,,,,,,,41,6,62,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1386,51,1438,3548
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,219,3,190,246,49,3,34,25,7,19,4,317,,3,12,9,,,,,,,,,51,8,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1027,18,1045,2199
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,220,5,315,306,68,17,24,32,4,18,7,380,,3,13,10,,,,,,,,,44,6,37,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1325,42,1368,3090
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,221,2,89,144,32,9,7,31,4,10,12,177,,3,4,2,,,,,,,,,22,1,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,576,20,596,1168
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,222,2,204,232,33,13,9,2,7,1,3,81,,1,6,5,,,,,,,,,9,3,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,626,12,638,1163
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,223,1,33,84,4,1,0,1,1,2,1,13,,0,1,1,,,,,,,,,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,146,6,152,275
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,224,1,17,39,4,0,1,0,0,1,0,15,,0,0,2,,,,,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82,1,83,172
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,225,1,12,107,10,1,0,0,0,3,1,9,,1,0,2,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,148,3,151,221
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,226,1,134,88,13,1,1,5,2,0,5,14,,0,7,3,,,,,,,,,4,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,13,296,666
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,227,2,136,107,9,1,6,9,1,6,3,41,,0,4,2,,,,,,,,,8,2,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,361,19,380,887
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,228,5,539,354,83,11,16,33,5,30,13,160,,1,10,2,,,,,,,,,17,5,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1303,31,1334,3071
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,229,1,5,38,2,2,4,0,0,0,0,3,,0,0,0,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,2,65,122
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,230,1,38,58,15,0,4,0,0,2,0,13,,0,0,1,,,,,,,,,2,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,140,3,143,231
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,231,5,199,193,52,11,23,11,8,44,5,289,,6,9,5,,,,,,,,,13,9,47,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,940,31,971,2267
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,926,1,95,82,9,1,0,0,0,1,0,13,,0,2,2,,,,,,,,,4,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,211,4,215,380
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,1280,1,117,77,40,9,3,5,7,0,1,27,,0,1,2,,,,,,,,,17,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,314,9,323,555
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,2451,1,137,98,1,1,2,0,1,0,0,9,,0,1,1,,,,,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,2,256,444
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,389,2,17,131,89,6,117,3,,111,,75,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,554,23,652,911
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,390,1,3,66,40,3,50,0,,13,,36,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,213,8,231,351
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,391,1,5,98,36,1,96,0,,44,,42,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,322,10,344,497
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,392,1,0,13,15,1,13,0,,4,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,51,2,59,98
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,393,1,0,57,69,1,12,2,,25,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,171,5,184,368
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,394,1,0,37,33,1,11,0,,114,,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,203,3,206,316
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,395,1,0,37,15,2,2,1,,34,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,10,104,176
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,157,SAN JERONIMO SILACAYOAPILLA,924,1,91,216,10,0,0,1,,,,4,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,329,4,333,551
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,157,SAN JERONIMO SILACAYOAPILLA,925,1,167,191,13,5,2,1,,,,17,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,399,9,408,625
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,179,SAN JUAN BAUTISTA SUCHITEPEC,1005,1,119,101,4,0,1,0,,,,11,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,4,246,310
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,179,SAN JUAN BAUTISTA SUCHITEPEC,1006,1,7,35,1,0,1,0,,,,18,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,2,64,94
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,200,SAN JUAN IHUALTEPEC,1162,1,58,12,8,0,0,30,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,3,111,441
