CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,523,1,39,26,23,36,5,5,8,28,46,5,1,1,0,0,0,223,7,230,439
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,524,1,35,53,20,69,3,7,8,38,48,5,1,7,0,0,0,294,11,305,591
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,525,2,63,83,45,124,6,6,29,91,101,9,0,21,0,0,0,578,19,597,1192
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,526,2,33,86,19,101,8,8,15,52,75,10,15,10,0,1,0,433,16,449,810
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,527,2,49,75,36,76,11,10,21,55,99,7,4,10,0,0,0,453,21,474,866
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,528,2,49,85,20,88,8,4,21,56,91,10,2,11,1,0,0,446,15,461,951
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,529,2,32,57,27,100,10,9,19,46,71,9,5,11,0,0,0,396,17,413,887
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,530,2,63,65,31,104,8,8,16,51,79,5,1,9,0,0,0,440,35,475,971
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,531,2,61,98,46,105,8,12,15,69,98,4,2,8,0,0,0,526,12,538,1033
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,532,1,42,76,28,72,6,2,12,38,75,5,16,0,0,0,2,372,16,390,730
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,533,2,78,66,29,92,13,15,14,96,95,4,1,13,0,1,1,517,17,535,953
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,534,2,29,54,20,144,9,6,57,98,6,0,17,0,0,0,0,440,14,454,777
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,535,2,57,39,21,92,8,12,41,64,47,9,6,3,0,0,0,399,11,410,823
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,536,2,75,84,49,78,8,17,12,91,101,11,0,11,0,0,1,537,14,552,1237
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,537,1,37,21,21,53,9,5,9,46,42,2,0,2,0,0,1,247,12,260,506
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,538,2,59,53,23,44,3,15,8,84,49,10,0,2,0,0,0,350,9,359,782
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,539,1,46,36,23,48,5,4,11,51,51,4,0,1,0,0,0,280,16,296,720
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,540,1,20,39,22,113,5,5,2,26,38,4,0,14,0,0,0,288,6,294,528
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,541,1,32,46,24,83,10,8,10,38,49,6,3,11,0,0,0,320,12,332,692
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,542,2,30,44,25,91,9,3,7,67,73,6,1,13,0,1,1,370,16,387,786
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,543,1,58,59,20,113,13,6,11,35,90,3,0,12,0,0,0,420,13,433,740
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,544,2,46,56,9,114,12,11,8,57,85,8,2,3,1,1,0,413,17,430,868
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,545,1,30,45,25,96,3,10,7,38,79,9,3,10,0,0,3,355,19,377,695
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,546,2,36,50,32,108,11,11,46,65,75,8,2,10,0,1,0,455,9,464,825
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,547,2,36,54,41,85,9,14,54,72,48,8,7,3,0,0,0,431,19,450,852
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,548,2,63,81,36,151,10,10,37,77,108,15,1,13,0,0,0,602,16,618,1212
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,549,1,43,34,27,102,4,5,20,54,71,77,0,12,0,0,0,449,77,526,727
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,550,1,37,39,25,99,8,4,24,39,85,5,1,4,0,0,0,370,10,380,674
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,551,2,36,55,28,134,9,8,40,82,63,7,10,6,0,1,1,479,10,490,949
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,552,1,32,74,22,45,18,14,5,37,58,7,2,9,0,0,0,323,17,340,689
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,553,2,43,40,22,98,4,14,8,66,131,4,9,7,0,0,0,446,24,470,832
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,554,1,37,54,16,84,15,5,6,50,71,11,0,6,0,0,0,355,13,368,692
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,555,1,34,32,14,89,7,12,5,29,21,8,3,9,0,0,0,263,4,267,524
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,556,2,53,78,27,185,11,11,10,50,40,9,2,23,0,0,0,499,19,518,903
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,557,1,44,57,21,63,4,8,8,42,37,9,15,0,0,0,0,308,15,323,635
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,558,2,47,85,24,124,6,12,10,50,49,7,1,20,0,0,0,435,18,453,882
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,559,2,56,90,30,125,9,9,7,65,47,17,1,11,0,0,1,467,20,488,1036
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,560,1,40,54,38,111,6,4,5,34,37,8,2,4,0,0,0,343,18,361,674
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,561,2,60,37,35,89,11,5,9,65,43,8,1,9,1,0,1,373,10,384,773
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,562,2,54,70,25,88,8,9,6,65,47,4,7,9,0,1,2,393,10,405,788
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,563,2,40,52,27,101,15,9,12,65,34,46,2,12,1,1,1,417,21,439,871
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,564,2,59,77,47,86,8,3,5,69,44,6,1,24,0,0,1,429,16,446,906
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,565,2,45,79,35,75,2,4,8,84,35,9,1,16,0,0,0,393,9,402,780
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,566,2,45,93,23,101,7,3,8,63,34,8,0,7,0,0,2,392,16,410,760
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,567,1,44,56,32,77,8,4,8,73,30,9,8,0,14,0,0,363,8,371,727
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,568,2,51,91,38,87,11,10,12,68,49,8,0,10,0,0,2,435,20,457,936
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,569,2,40,64,41,152,11,8,4,49,42,9,4,16,0,0,0,440,13,453,856
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,570,2,50,84,54,72,6,20,14,78,20,0,0,0,0,0,0,398,14,412,892
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,571,2,91,131,27,125,8,13,14,76,59,8,4,22,0,0,0,578,38,616,1249
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,572,1,38,48,18,31,11,8,9,34,44,6,0,12,0,0,0,259,12,271,649
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,573,2,46,87,27,130,9,10,7,72,28,9,0,17,0,0,0,442,20,462,849
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,574,1,20,74,15,86,3,6,4,32,22,2,15,0,0,0,0,279,12,291,522
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,575,2,41,84,23,124,3,11,16,56,32,7,7,25,0,0,1,429,18,448,868
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,576,1,38,64,20,136,10,6,6,61,25,4,1,11,0,0,0,382,11,393,699
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,577,1,46,43,21,154,1,4,11,45,18,1,0,17,0,0,0,361,15,376,677
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,578,34,979,1455,467,1218,379,210,145,1472,872,119,19,136,2,3,11,7476,281,7768,23766
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,579,2,45,65,18,102,7,7,1,72,35,5,0,4,0,0,0,361,14,375,754
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,580,1,15,27,17,88,12,9,8,41,12,3,0,9,2,0,0,243,8,251,537
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,581,1,23,27,5,80,2,5,0,27,13,3,0,6,0,0,0,191,3,194,359
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,582,1,15,36,14,78,10,6,4,30,21,3,0,5,0,0,0,222,7,229,406
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,583,1,13,14,22,44,5,1,2,23,5,3,0,0,0,0,1,132,4,137,227
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,584,1,12,12,2,45,3,1,1,11,6,3,0,2,0,0,0,98,0,98,157
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,585,2,54,71,23,145,4,7,8,59,39,9,1,12,0,0,0,432,12,444,924
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,586,1,20,13,7,66,3,3,1,15,8,3,3,4,0,0,0,146,3,149,269
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,587,1,20,24,13,58,3,2,3,19,19,2,0,3,0,0,0,166,7,173,306
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,588,1,10,25,6,40,2,1,1,14,11,1,1,1,0,0,0,113,4,117,237
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,589,1,22,32,13,44,6,4,7,36,24,1,1,6,0,0,0,196,10,206,445
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,590,1,16,19,12,59,0,2,2,26,26,4,0,5,0,0,0,171,5,176,359
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,591,8,257,427,127,549,32,37,44,318,217,26,11,71,0,1,5,2117,93,2215,5280
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,592,2,74,78,26,162,4,14,8,83,53,10,2,16,0,9,0,539,17,556,1101
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,593,1,19,28,12,75,2,2,5,30,14,1,0,11,0,0,0,199,5,204,440
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,594,1,52,37,25,76,3,7,3,58,32,15,2,3,0,0,0,313,12,325,652
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,595,1,48,73,22,80,13,9,10,79,15,3,0,2,0,0,0,354,14,368,712
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,596,1,45,49,15,61,6,13,0,65,15,2,0,6,0,0,0,277,7,284,563
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,597,1,27,27,8,36,7,6,2,33,22,3,0,0,0,0,0,171,6,177,335
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,598,2,88,87,22,117,13,6,38,35,26,5,6,7,0,0,0,450,9,459,792
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,599,1,38,45,12,118,11,9,2,43,25,0,0,8,0,0,1,311,14,326,651
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,600,1,12,22,6,30,3,2,3,10,7,1,0,4,0,0,0,100,4,104,238
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,601,1,49,49,13,45,6,10,3,55,29,2,0,6,0,0,1,267,7,275,571
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,602,1,47,46,10,23,14,8,4,36,14,4,0,5,0,0,0,211,10,221,437
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,603,1,10,20,9,27,2,1,0,17,12,3,0,5,0,0,0,106,2,108,319
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,604,2,64,75,53,64,8,12,8,59,39,8,0,17,0,0,1,407,14,422,768
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,605,1,44,31,6,20,3,18,6,43,37,3,1,6,0,0,2,218,10,230,521
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,606,1,65,67,17,34,14,11,11,56,31,4,0,5,5,0,0,320,16,336,654
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,607,1,72,48,20,75,8,8,5,61,25,6,1,2,0,0,0,331,18,349,646
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,608,1,64,36,16,57,3,8,16,56,26,2,0,4,0,0,0,288,11,299,544
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,609,1,59,56,22,29,1,10,12,41,33,4,3,1,0,0,0,271,15,286,617
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,610,1,67,35,12,35,2,15,8,65,23,8,0,3,0,0,0,273,10,283,515
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,611,1,96,59,26,28,5,15,13,54,36,4,0,2,0,0,1,338,16,355,730
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,612,2,76,48,20,45,5,16,17,79,34,6,1,6,0,0,1,353,14,368,779
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,613,1,60,46,11,48,5,5,3,61,30,6,0,2,0,0,0,277,13,290,687
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,614,1,110,36,12,20,4,13,2,47,26,1,0,4,0,0,0,275,17,292,586
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,615,1,83,49,7,26,9,14,6,62,29,7,1,1,0,0,1,294,7,302,573
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,616,1,98,46,20,48,11,19,8,72,41,7,1,5,0,0,1,376,10,387,740
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,617,1,74,41,12,32,12,10,12,52,27,5,2,1,0,0,1,280,8,289,650
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,618,1,29,27,18,97,1,2,3,25,1,10,0,16,0,0,0,229,6,235,444
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,619,2,35,95,29,141,2,2,10,52,43,2,4,27,0,1,0,443,14,457,792
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,620,2,40,83,26,118,4,5,7,42,12,11,2,17,0,0,0,367,21,388,868
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,621,1,125,52,21,21,8,15,11,95,28,4,0,1,0,0,0,381,12,393,746
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,622,1,128,50,17,24,4,21,5,63,33,5,2,0,0,0,2,352,11,365,680
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,623,2,116,55,20,37,2,10,17,86,31,6,0,2,1,0,0,383,20,403,759
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,624,1,57,17,12,15,0,6,4,45,18,6,2,2,0,0,1,184,9,194,377
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,625,1,69,46,30,52,9,18,26,64,26,7,0,5,0,1,2,353,15,370,681
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,626,10,1326,494,160,127,46,222,100,584,266,86,2,22,1,0,15,3436,142,3593,7433
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,627,2,239,82,27,31,11,37,17,139,53,13,0,3,0,0,4,652,26,682,1362
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,628,2,182,90,48,61,12,36,27,148,58,18,0,8,0,0,1,688,34,723,1478
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,629,2,138,60,30,53,5,16,11,68,32,9,0,7,0,0,0,429,15,444,931
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,630,1,17,24,9,114,3,3,2,22,15,3,3,8,0,0,0,223,14,237,430
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,631,3,107,197,37,545,31,9,16,66,68,18,9,55,0,1,0,1159,51,1210,1923
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,632,4,208,265,50,152,31,33,30,245,124,17,8,13,0,0,4,1176,47,1227,2883
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,633,3,58,140,65,414,19,8,20,65,33,18,3,57,0,0,0,900,43,943,1568
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,634,1,32,63,26,192,6,3,3,32,26,11,16,0,0,0,0,410,8,418,692
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,635,1,35,70,18,197,4,5,19,19,9,7,5,17,0,0,0,405,14,419,688
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,636,1,24,48,11,162,6,1,2,36,18,9,5,18,0,0,0,340,15,355,678
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,637,1,10,20,8,96,2,2,2,11,8,7,2,13,0,0,0,181,7,188,323
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,638,2,21,82,25,278,6,10,6,48,24,10,4,16,0,1,0,531,23,554,1009
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,639,1,35,60,17,135,8,3,3,32,6,6,2,11,0,0,1,318,6,325,644
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,640,2,43,92,34,236,7,9,4,52,24,8,1,54,0,0,0,564,27,591,1138
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,641,1,25,73,10,132,3,3,9,24,20,9,0,23,0,1,0,332,15,347,569
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,642,2,122,50,7,39,3,27,9,45,21,7,2,3,0,0,2,335,12,349,770
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,643,1,64,60,19,74,4,19,6,42,18,8,1,6,0,0,0,321,15,336,700
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,644,1,66,75,26,95,3,22,2,37,17,10,1,7,0,0,0,361,21,382,728
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,645,1,68,56,12,96,5,24,9,45,26,4,2,4,0,0,1,351,12,364,736
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,646,1,51,52,10,54,5,22,2,36,8,3,1,4,0,0,0,248,12,260,530
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,647,2,152,51,27,17,7,45,11,53,22,8,1,2,0,0,0,396,16,412,833
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,648,1,97,44,16,16,4,38,11,48,23,3,0,0,0,0,0,300,14,314,704
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,649,2,133,39,22,25,5,40,13,65,38,12,2,4,0,0,0,398,24,422,883
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,650,2,186,42,19,33,5,44,8,71,31,11,3,1,0,0,0,454,12,466,826
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,651,1,74,31,11,6,2,20,3,20,5,8,0,1,0,0,0,181,9,190,396
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,652,2,160,53,26,57,3,39,7,79,28,12,1,2,0,0,1,467,19,487,946
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,653,2,221,73,30,34,6,52,20,118,39,24,0,2,0,0,0,619,17,636,1411
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,654,1,73,57,21,67,10,37,11,56,26,8,1,5,0,0,0,372,18,390,717
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,655,2,123,71,26,66,11,36,19,82,26,9,0,5,0,0,0,474,12,486,875
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,656,1,58,33,13,37,2,23,18,76,12,7,0,3,0,0,0,282,11,293,484
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,657,1,75,36,13,45,6,36,5,35,14,4,0,3,0,0,1,272,12,285,572
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,658,2,196,66,19,35,5,46,12,90,47,12,0,0,0,0,3,528,30,561,1173
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,659,1,110,34,9,24,4,34,5,28,36,9,3,3,0,0,0,299,21,320,671
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,660,2,144,68,17,26,1,37,8,79,43,3,5,2,0,0,0,433,27,460,1037
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,661,2,191,74,21,41,4,52,10,55,26,9,3,3,0,0,1,489,22,512,1073
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,662,2,224,86,20,25,5,28,8,99,46,9,0,4,0,0,3,554,28,585,1226
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,663,2,180,73,15,82,2,43,15,65,24,6,1,5,0,0,3,511,18,532,1018
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,664,3,323,101,29,35,28,67,38,62,35,16,2,4,0,0,1,740,29,770,1556
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,665,2,163,57,7,19,7,38,11,43,21,10,1,5,0,0,2,382,18,402,806
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,666,1,81,21,13,9,0,15,4,28,12,12,0,2,0,0,1,197,9,207,421
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,667,3,303,99,32,35,5,71,14,69,63,18,1,6,0,0,3,716,25,744,1557
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,668,2,77,78,54,5,2,11,9,119,15,7,0,0,0,0,0,377,12,389,868
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,669,2,88,127,77,11,4,10,13,114,10,22,0,0,0,0,0,476,26,502,1082
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,670,1,56,79,36,7,4,3,3,87,10,11,0,0,0,0,0,296,10,306,578
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,671,1,74,75,34,10,7,6,6,94,16,22,0,0,0,0,0,344,11,355,707
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,672,2,101,108,63,15,5,11,5,94,13,31,0,0,0,0,0,446,20,466,1057
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,673,2,154,62,22,5,5,8,10,81,25,9,0,0,0,0,0,381,20,401,1196
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,674,3,333,104,52,12,7,21,22,125,51,16,0,0,0,0,2,743,22,767,1851
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,675,3,186,124,66,31,15,16,18,186,44,17,0,0,0,0,0,703,19,722,1829
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,676,2,68,97,55,10,3,7,4,116,8,10,0,0,0,0,0,378,12,390,889
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,677,1,47,50,44,6,2,5,5,50,4,14,0,0,0,0,3,227,24,254,561
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,678,2,77,83,43,15,6,15,9,92,24,20,0,0,0,0,1,384,14,399,865
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,679,2,79,91,49,17,3,7,3,77,9,9,0,0,0,0,1,344,9,354,791
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,680,5,256,341,155,48,14,31,41,370,47,60,0,0,0,0,0,1363,49,1412,3364
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,681,5,417,363,152,36,24,57,66,423,95,66,0,0,0,0,2,1699,60,1761,3661
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,682,2,99,233,60,30,8,6,11,100,16,19,0,0,0,0,0,582,27,609,1324
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,683,2,96,195,89,27,6,7,7,109,12,40,0,0,0,0,0,588,33,621,1247
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,684,1,47,106,26,34,1,2,3,49,6,14,0,0,0,0,0,288,14,302,607
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,685,2,136,173,34,26,5,13,9,128,8,120,0,0,0,0,0,652,25,677,1389
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,686,2,135,120,118,98,3,7,12,95,16,95,0,0,0,0,0,699,28,727,1218
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,687,2,80,105,70,15,5,10,4,92,5,24,0,0,0,0,0,410,26,436,1074
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,688,2,65,118,46,24,4,8,9,79,9,19,0,0,0,0,0,381,26,407,1026
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,689,2,58,99,72,19,3,13,7,98,5,15,0,0,0,0,0,389,26,415,977
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,690,1,42,47,23,12,7,7,4,52,16,10,0,0,0,0,0,220,16,236,548
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,691,2,50,91,42,8,7,3,2,68,7,20,0,0,0,0,0,298,13,311,805
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,692,2,54,100,61,20,6,7,10,81,11,20,0,0,0,0,0,370,22,392,1026
