CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,178,3,205,335,79,76,75,199,10,90,12,51,18,15,0,0,1,1165,40,1206,1740
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,12,1180,907,277,867,81,93,47,1004,151,242,12,57,4,0,4,4922,156,5082,8635
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,181,7,387,353,158,346,63,60,48,385,225,58,4,36,0,0,8,2123,71,2202,4913
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,182,3,444,419,19,66,6,20,4,43,21,35,9,14,0,0,2,1100,27,1129,2047
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,183,3,452,467,19,29,6,18,9,67,27,59,3,14,0,1,0,1171,28,1199,2087
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,184,3,544,370,30,47,26,15,22,49,15,41,4,13,0,0,0,1176,41,1217,1903
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,185,3,565,580,41,42,9,17,5,69,17,56,2,24,0,0,1,1427,39,1467,2234
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,186,2,279,275,12,19,4,8,5,23,11,34,1,16,0,0,0,687,19,706,970
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,187,3,555,374,24,35,8,9,10,49,11,56,8,19,1,0,1,1159,36,1196,1767
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,188,3,571,422,27,25,8,5,14,39,12,43,4,14,0,0,0,1184,25,1209,1870
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,189,3,562,425,37,30,8,5,3,64,8,67,3,12,0,0,2,1224,39,1265,1895
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,190,3,461,346,23,30,4,13,5,47,12,34,2,6,0,0,0,983,29,1012,1639
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,191,2,274,280,15,8,7,11,8,32,20,30,2,5,0,0,0,692,15,707,1244
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,192,4,509,446,50,25,6,17,14,99,31,37,3,14,1,0,0,1252,35,1287,1577
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,193,3,432,350,14,34,3,17,8,50,43,55,3,6,0,0,0,1015,18,1033,1705
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,194,3,426,284,20,24,6,10,7,69,21,61,1,8,0,0,0,937,24,961,1566
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,195,13,2765,1989,158,161,44,82,51,306,101,237,12,61,1,0,1,5968,136,6105,9324
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,196,9,1825,1395,107,107,26,59,30,179,79,155,14,38,0,7,4,4021,88,4113,6524
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,197,3,542,395,40,24,6,20,7,52,19,50,1,8,1,0,0,1165,19,1184,2063
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,198,4,522,495,26,39,17,20,10,71,25,51,6,19,1,0,1,1302,35,1338,2399
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,199,4,689,508,58,31,8,37,20,90,26,60,6,11,0,0,0,1544,36,1580,2724
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,200,5,899,646,53,49,12,34,19,103,33,74,4,18,1,0,1,1945,54,2000,3412
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,201,4,626,633,30,32,7,14,9,60,15,57,3,24,0,0,0,1510,32,1542,2275
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,202,4,671,582,42,65,7,9,9,67,16,57,2,27,0,0,0,1554,42,1596,2337
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,14,2891,2034,169,125,37,102,55,317,113,290,18,50,1,0,3,6202,137,6342,10310
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,206,16,888,1229,387,211,47,86,76,793,100,192,19,57,7,1,0,4093,182,4275,10648
1,23,QUINTANA ROO,9,TULUM,9,TULUM,208,5,312,440,291,43,27,24,22,302,46,106,0,17,0,0,1,1630,71,1702,3172
1,23,QUINTANA ROO,9,TULUM,9,TULUM,210,5,172,672,413,103,62,10,23,206,16,131,20,31,1,1,0,1861,51,1912,2699
1,23,QUINTANA ROO,9,TULUM,9,TULUM,211,5,99,575,465,97,24,6,20,26,5,200,9,20,0,0,0,1546,49,1595,1809
1,23,QUINTANA ROO,9,TULUM,9,TULUM,214,1,53,51,18,4,2,1,1,24,5,12,0,4,1,0,0,176,13,189,350
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,215,3,249,449,274,41,16,3,47,181,33,101,0,0,0,0,2,1394,63,1459,2164
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,216,2,132,221,117,13,12,2,25,73,13,34,0,0,0,0,0,642,23,665,1003
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,217,3,172,403,219,24,19,4,61,126,43,73,0,0,0,0,0,1144,51,1195,1826
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,218,2,151,256,183,9,7,1,12,101,17,89,0,0,0,0,0,826,33,859,1267
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,219,2,152,280,123,18,2,6,30,111,20,46,0,0,0,0,0,788,27,815,1225
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,220,2,112,209,131,13,8,4,39,125,13,49,0,0,0,0,0,703,26,729,1005
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,221,3,271,270,194,17,13,16,39,153,34,63,0,0,0,0,0,1070,90,1160,854
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,222,3,198,294,208,18,7,6,33,121,28,99,0,0,0,0,0,1012,42,1054,1507
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,223,3,220,421,251,76,14,1,58,140,42,88,0,0,0,0,0,1311,73,1384,2160
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,224,2,131,321,172,25,9,3,53,63,21,56,0,0,0,0,0,854,39,893,1304
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,225,2,150,380,146,22,5,4,28,128,27,83,0,0,0,0,0,973,48,1021,1484
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,226,3,184,502,195,29,18,5,55,156,34,97,0,0,0,0,0,1275,64,1339,1922
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,227,3,124,406,218,33,14,10,26,147,69,48,0,0,0,0,0,1095,97,1192,1693
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,228,2,134,387,175,25,12,5,29,143,32,38,0,0,0,0,0,980,39,1019,1408
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,229,3,107,243,196,18,11,5,10,54,51,291,0,0,0,0,0,986,83,1069,1629
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,230,3,133,496,280,20,7,1,20,40,52,79,0,0,0,0,0,1128,103,1231,1634
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,231,3,66,243,318,30,14,3,16,111,42,59,0,0,0,0,0,902,71,973,1486
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,232,3,103,245,270,21,20,2,34,65,135,63,0,0,0,0,0,958,70,1028,1432
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,233,2,112,181,231,59,6,5,19,28,80,8,0,0,0,0,0,729,55,784,986
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,234,5,219,639,549,52,16,3,30,35,43,95,0,0,0,0,0,1681,97,1778,2374
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,235,2,109,410,238,32,8,3,11,25,56,42,0,0,0,0,0,934,56,990,1500
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,237,2,136,298,207,39,7,1,17,29,42,47,0,0,0,0,0,823,15,838,1081
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,238,3,92,268,282,96,14,3,47,45,151,42,0,0,0,0,0,1040,64,1104,1422
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,239,2,119,383,188,50,10,1,43,108,55,25,0,0,0,0,0,982,67,1049,1394
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,240,2,32,162,160,26,6,1,86,11,33,26,0,0,0,0,0,543,52,595,788
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,241,3,139,406,195,25,10,5,45,118,96,88,0,0,0,0,0,1127,95,1222,1752
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,242,2,95,307,135,19,0,3,27,78,47,54,0,0,0,0,5,765,54,824,1213
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,243,1,18,124,72,3,1,2,6,31,17,7,0,0,0,0,0,281,15,296,388
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,244,3,72,323,242,120,9,2,19,14,39,27,0,0,0,0,0,867,85,952,1243
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,245,1,38,157,78,38,12,0,18,21,32,16,0,0,0,0,0,410,30,440,661
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,247,4,167,442,391,48,16,4,37,71,66,67,0,0,0,0,0,1309,88,1397,2008
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,248,1,40,113,44,3,9,0,8,33,3,14,0,0,0,0,0,267,17,284,418
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,249,3,106,422,339,19,17,6,30,59,32,131,0,0,0,0,0,1161,120,1281,1754
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,250,2,72,199,269,35,9,1,8,25,48,49,0,0,0,0,0,715,60,775,980
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,251,3,136,309,211,29,13,4,72,74,200,47,0,0,0,0,0,1095,89,1184,1735
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,252,2,237,267,10,17,4,3,8,31,4,24,2,2,0,0,0,609,9,618,965
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,253,3,273,279,25,26,9,5,6,67,17,21,1,6,0,0,3,735,41,779,827
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,254,1,177,201,8,20,6,2,3,25,1,14,0,14,0,0,0,471,7,478,726
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,255,3,533,434,12,48,4,12,24,112,7,30,4,14,0,0,1,1234,30,1265,1893
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,256,2,279,281,15,28,2,1,9,42,6,21,2,4,0,0,0,690,13,703,1189
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,257,2,415,342,11,22,1,6,6,45,6,27,4,17,1,0,0,903,20,923,1365
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,258,5,1075,828,41,69,7,16,20,157,15,75,4,18,1,0,1,2326,44,2371,3485
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,259,2,371,289,10,23,8,7,1,62,7,25,3,5,0,0,0,811,15,826,1279
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,260,1,34,61,3,8,4,1,3,16,2,2,0,3,0,0,0,137,2,139,224
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,261,7,853,966,86,143,47,18,31,211,99,112,10,68,2,0,0,2646,67,2713,4968
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,262,4,112,660,369,74,32,22,55,58,352,36,6,17,0,0,0,1793,59,1852,2270
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,263,4,225,702,324,45,17,14,47,97,320,25,0,0,0,0,1,1816,102,1919,2020
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,264,3,71,500,208,46,18,27,27,43,371,23,3,8,1,0,0,1346,50,1396,1810
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,265,4,136,707,305,50,22,15,51,81,318,41,0,0,0,0,3,1726,113,1842,2344
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,266,1,61,287,123,1,5,7,9,3,50,7,0,0,0,0,0,553,25,578,691
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,267,1,65,256,148,12,1,1,4,11,5,17,0,0,0,0,4,520,18,542,675
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,268,3,152,854,332,33,15,9,33,57,122,32,0,0,0,0,0,1639,118,1757,2200
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,269,2,54,248,65,15,12,21,25,26,20,16,0,0,0,0,0,502,52,554,773
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,270,2,43,140,56,30,18,17,14,81,112,136,185,7,0,0,0,839,64,903,1197
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,271,2,64,271,82,37,16,10,24,79,101,7,0,11,0,1,0,703,62,765,1003
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,272,1,53,217,86,13,5,11,53,5,56,11,0,0,0,0,0,510,21,531,589
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,273,3,135,364,157,81,10,7,61,39,197,20,5,14,1,1,0,1092,40,1132,1376
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,274,2,143,381,230,53,9,7,33,9,47,47,3,6,0,1,1,969,35,1005,1189
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,275,3,130,317,92,23,25,4,50,49,154,10,6,6,0,0,0,866,34,900,1167
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,276,2,70,268,74,44,4,3,126,7,201,17,1,1,2,1,0,819,49,868,1084
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,277,1,49,168,71,2,8,2,5,5,61,10,0,0,0,0,0,381,24,405,472
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,278,1,61,188,86,18,19,15,30,17,105,7,0,0,2,0,0,548,41,589,721
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,279,1,47,244,42,31,26,10,9,9,24,2,1,7,0,0,0,452,22,474,583
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,280,1,43,194,36,8,8,4,14,13,66,8,0,3,0,0,0,397,18,415,549
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,281,1,29,50,36,1,4,7,20,8,19,3,0,1,0,0,0,178,12,190,215
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,282,1,109,160,61,5,14,11,4,18,134,6,0,0,0,0,0,522,39,561,663
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,283,1,71,162,55,11,13,12,16,27,98,5,0,0,1,0,0,471,43,514,621
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,284,3,310,584,39,38,11,11,36,35,79,19,11,11,2,0,0,1186,28,1214,1527
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,285,2,230,556,46,37,6,2,38,41,46,20,17,17,1,0,0,1057,32,1089,1391
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,286,4,491,932,91,95,17,7,64,64,96,30,10,30,1,0,0,1928,72,2000,2600
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,287,3,346,436,20,18,6,13,79,52,63,12,8,9,4,0,0,1066,36,1102,1577
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,288,3,499,483,72,13,5,11,79,81,110,24,2,7,3,0,0,1389,48,1437,1896
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,289,2,221,186,81,7,30,1,6,21,8,18,1,5,0,0,0,585,16,601,757
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,290,3,492,465,43,25,17,13,16,67,53,25,9,20,0,0,0,1245,37,1282,1706
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,291,2,347,295,23,16,5,0,11,6,33,17,4,12,1,0,1,770,11,782,932
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,292,3,293,288,138,57,12,11,61,37,64,25,3,18,1,0,1,1008,37,1046,1341
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,293,3,485,339,16,16,23,24,40,133,99,22,2,5,0,1,0,1205,17,1222,1649
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,294,2,180,256,9,14,60,10,13,25,22,12,3,5,1,1,8,611,27,646,830
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,295,2,196,243,68,36,5,7,4,43,9,21,8,5,0,0,0,645,34,679,877
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,296,3,354,232,55,22,36,13,22,43,68,18,7,5,0,1,0,876,34,910,1128
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,297,1,169,192,4,12,0,9,3,21,4,17,0,4,0,0,0,435,13,448,509
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,298,2,324,129,37,10,10,5,7,67,15,46,4,3,1,0,0,658,16,674,1098
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,299,2,289,200,38,10,21,8,6,53,28,37,4,3,0,0,0,697,29,726,1173
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,300,4,710,373,55,50,32,24,28,163,144,111,0,0,0,0,0,1690,42,1732,2548
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,301,1,104,53,4,5,2,5,5,19,12,26,0,0,0,0,0,235,5,240,319
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,302,4,531,206,40,46,12,16,31,89,67,70,0,0,0,0,0,1108,31,1139,1669
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,303,2,326,159,43,11,11,13,15,85,16,47,0,5,0,0,0,731,28,759,1164
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,304,2,345,161,26,15,6,16,6,72,28,52,0,8,0,0,0,735,19,754,1160
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,305,2,365,175,48,10,12,13,15,81,15,48,1,3,0,0,0,786,16,802,1202
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,306,2,296,153,48,9,13,14,21,84,17,51,2,9,1,0,0,718,14,732,1031
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,307,8,1636,662,145,52,70,59,60,403,72,272,17,34,7,0,4,3489,104,3597,5948
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,308,2,347,128,23,36,6,9,13,70,37,40,0,0,0,0,0,709,23,732,1155
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,309,2,381,170,41,46,16,6,17,84,41,45,0,0,0,0,0,847,29,876,1439
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,310,2,300,166,18,21,10,10,8,75,42,20,0,0,0,0,0,670,24,694,1154
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,311,2,330,130,16,28,9,11,14,64,34,38,0,0,0,0,2,674,32,708,1125
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,312,2,267,133,24,30,3,18,11,75,39,34,0,0,0,0,0,634,16,650,1046
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,313,1,186,97,13,7,5,1,5,33,25,31,0,0,0,0,0,403,5,408,588
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,314,1,118,57,10,7,11,6,4,27,14,24,0,0,0,0,0,278,16,294,432
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,315,2,323,188,42,9,12,5,19,84,12,58,2,5,0,0,0,759,18,777,1082
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,317,3,489,181,43,12,18,22,28,148,22,101,1,3,1,0,0,1069,22,1091,1600
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,318,2,328,177,16,19,7,19,18,87,20,48,0,8,0,0,0,747,16,763,1112
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,319,2,373,195,28,7,9,18,11,72,19,58,9,2,0,0,0,801,14,815,1182
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,320,2,340,191,27,11,5,13,15,73,19,55,4,10,0,0,2,763,14,779,1119
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,321,2,241,120,24,7,4,9,10,36,16,27,4,6,0,0,0,504,10,514,777
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,322,2,357,193,51,12,19,12,15,99,29,46,1,4,0,0,0,838,19,857,1382
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,323,2,256,142,19,10,11,15,8,59,9,40,0,9,0,0,0,578,13,591,792
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,324,1,79,29,6,1,1,5,8,13,11,7,0,0,0,0,0,160,3,163,270
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,325,2,224,112,13,21,1,4,9,50,19,29,0,0,0,0,0,482,21,503,811
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,326,2,256,122,27,30,19,9,20,70,46,34,0,0,0,0,0,633,21,654,1001
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,327,1,161,108,19,32,4,7,2,30,17,24,0,0,0,0,0,404,15,419,663
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,328,2,239,92,12,22,11,10,10,45,54,47,0,0,0,0,0,542,14,556,845
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,329,2,243,128,14,4,3,10,10,51,16,37,2,3,0,0,0,521,19,540,832
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,330,2,327,215,27,11,15,12,13,70,17,46,2,10,0,0,0,765,17,782,1167
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,331,2,231,132,16,5,6,6,13,45,13,35,2,6,1,0,1,511,21,533,772
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,332,2,331,237,27,9,5,14,14,68,16,65,2,8,1,0,0,797,16,813,1076
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,333,2,357,197,27,13,10,28,19,77,17,84,7,7,0,0,3,843,18,864,1150
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,334,6,1408,635,142,63,52,54,53,352,79,100,2,16,0,0,5,2956,64,3025,2500
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,335,2,341,188,35,12,11,7,18,66,19,49,2,5,0,0,0,753,23,776,1170
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,336,1,190,89,21,9,4,7,3,44,7,41,0,1,0,0,0,416,12,428,664
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,337,3,586,336,56,14,26,11,31,117,42,96,4,7,0,0,0,1326,30,1356,2009
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,338,2,314,185,27,23,8,6,6,52,13,37,2,9,0,0,1,682,16,699,1018
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,339,2,300,153,25,12,12,5,10,41,11,54,1,5,0,0,0,629,18,647,923
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,340,1,156,80,18,2,2,10,3,25,10,22,0,4,0,0,0,332,3,335,428
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,341,1,182,107,20,6,3,12,6,32,12,35,1,8,0,0,0,424,8,432,646
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,342,2,366,195,33,13,14,11,22,67,21,79,3,4,1,0,2,829,27,858,1275
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,343,2,381,135,28,11,8,18,16,90,23,48,1,3,0,0,0,762,13,775,1080
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,344,2,379,169,22,10,10,6,10,80,21,47,2,7,0,0,0,763,27,790,1181
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,345,1,150,84,11,12,1,2,5,26,15,33,0,0,0,0,0,339,8,347,510
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,346,2,222,85,18,24,8,10,14,42,29,40,0,0,0,0,0,492,19,511,774
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,347,2,291,122,17,17,5,10,9,66,34,47,0,0,0,0,1,618,29,648,972
