NOMBRE,SECCION,CASILLAS,LISTADONOMINAL,PAN,PRI,PRD,PT,PV,PC,PSD,Alianza,PRI-Alianza,PRD-PT,VALIDOS,NULOSNOREGISTRADOS,TOTAL
HUAZALINGO,435,0435B,574,0,,205,0,,5,9,72,142,,24,433,457
HUAZALINGO,435,0435C1,574,0,,209,0,,4,7,81,129,,26,430,456
HUAZALINGO,436,0436B,298,0,,92,0,,32,2,4,87,,18,220,235
HUAZALINGO,437,0437B,432,0,,170,0,,20,4,5,150,,13,349,362
HUAZALINGO,438,0438B,741,0,,155,0,,64,13,96,172,,22,500,522
HUAZALINGO,439,0439B,522,0,,179,0,,8,9,16,176,,17,388,405
HUAZALINGO,440,0440B,661,0,,256,0,,49,1,30,175,,17,511,528
HUEHUETLA,441,0441B,585,42,,131,10,147,10,0,,112,,452,0,452
HUEHUETLA,441,0441C1,585,68,,73,10,137,6,5,,139,,438,8,446
HUEHUETLA,441,0441C2,585,53,,89,4,138,5,0,,133,,422,33,455
HUEHUETLA,441,0441C3,585,55,,84,6,146,8,2,,151,,452,3,455
HUEHUETLA,442,0442B,280,37,,9,2,52,0,0,,101,,201,3,204
HUEHUETLA,443,0443B,701,6,,90,54,185,0,2,,151,,488,12,500
HUEHUETLA,444,0444B,431,6,,64,11,120,0,1,,92,,294,0,294
HUEHUETLA,444,0444C1,432,4,,93,6,85,2,1,,97,,288,18,306
HUEHUETLA,445,0445B,211,12,,8,6,97,4,0,,22,,149,0,149
HUEHUETLA,446,0446B,670,11,,108,1,250,2,1,,79,,452,10,462
HUEHUETLA,447,0447B,518,95,,58,7,79,12,3,,71,,325,8,333
HUEHUETLA,447,0447C1,519,76,,45,13,90,19,1,,79,,323,196,519
HUEHUETLA,447,0447C2,519,66,,52,14,87,9,0,,69,,297,26,323
HUEHUETLA,447,0447X,252,26,,14,2,104,10,1,,10,,167,7,174
HUEHUETLA,448,0448B,694,56,,74,12,129,26,1,,85,,383,16,399
HUEHUETLA,449,0449B,482,23,,67,19,137,2,1,,23,,272,13,285
HUEHUETLA,449,0449C1,483,38,,73,20,116,5,0,,12,,264,21,285
HUEHUETLA,450,0450B,379,30,,55,46,91,1,0,,40,,263,4,267
HUEHUETLA,450,0450C1,380,35,,62,48,72,0,0,,17,,234,15,249
HUEHUETLA,451,0451B,734,80,,123,18,134,12,1,,129,,497,4,501
HUEHUETLA,451,0451C1,735,94,,102,5,131,24,0,,150,,506,12,518
HUEHUETLA,452,0452B,554,65,,75,8,124,7,1,,83,,363,8,371
HUEHUETLA,452,0452C1,554,62,,110,8,121,8,0,,77,,386,9,395
HUEHUETLA,453,0453B,580,194,,22,20,90,3,0,,91,,420,159,579
HUEHUETLA,453,0453C1,581,207,,25,23,84,2,1,,57,,399,10,409
HUEHUETLA,454,0454B,533,74,,30,132,35,6,4,,68,,349,2,351
HUEHUETLA,454,0454C1,534,66,,20,145,51,5,3,,65,,355,6,361
HUEHUETLA,455,0455B,612,82,,51,18,94,4,1,,84,,334,0,334
HUEHUETLA,456,0456B,648,105,,29,54,117,4,2,,123,,434,15,449
HUEJUTLA DE REYES,457,0457B,674,176,,64,1,15,34,4,,106,,400,5,405
HUEJUTLA DE REYES,457,0457C1,674,194,,76,7,18,21,1,,71,,388,4,392
HUEJUTLA DE REYES,457,0457C2,675,241,,84,7,8,20,1,,67,,428,19,447
HUEJUTLA DE REYES,457,0457C3,675,195,,70,4,6,32,5,,111,,423,6,429
HUEJUTLA DE REYES,457,0457C4,675,173,,48,2,5,29,3,,121,,381,8,389
HUEJUTLA DE REYES,458,0458B,594,180,,41,12,3,11,1,,122,,370,4,374
HUEJUTLA DE REYES,458,0458C1,594,173,,26,6,1,14,6,,154,,380,6,386
HUEJUTLA DE REYES,459,0459B,742,198,,43,3,2,31,2,,175,,454,5,459
HUEJUTLA DE REYES,459,0459C1,743,181,,39,2,4,22,3,,174,,425,8,433
HUEJUTLA DE REYES,459,0459C2,743,195,,38,1,5,16,5,,180,,440,5,445
HUEJUTLA DE REYES,460,0460B,692,145,,44,1,10,33,3,,137,,373,7,380
HUEJUTLA DE REYES,460,0460C1,692,169,,43,6,6,36,0,,118,,378,5,383
HUEJUTLA DE REYES,460,0460C2,692,149,,31,2,10,34,4,,103,,333,12,345
HUEJUTLA DE REYES,460,0460C3,693,152,,31,4,6,39,6,,37,,275,4,279
HUEJUTLA DE REYES,460,0460C4,693,157,,30,3,13,39,6,,136,,384,5,389
HUEJUTLA DE REYES,460,0460C5,693,154,,40,4,2,37,2,,137,,376,4,380
HUEJUTLA DE REYES,461,0461B,571,154,,32,3,1,22,6,,139,,357,1,358
HUEJUTLA DE REYES,461,0461C1,572,144,,23,2,11,25,5,,109,,319,0,319
HUEJUTLA DE REYES,461,0461C2,572,134,,33,1,6,11,0,,159,,344,2,346
HUEJUTLA DE REYES,462,0462B,605,160,,33,2,6,22,7,,163,,393,6,399
HUEJUTLA DE REYES,462,0462C1,606,181,,25,10,2,12,5,,147,,382,1,383
HUEJUTLA DE REYES,463,0463B,745,216,,46,3,7,29,2,,140,,443,4,447
HUEJUTLA DE REYES,463,0463C1,745,215,,54,1,3,32,3,,189,,497,4,501
HUEJUTLA DE REYES,464,0464B,569,134,,63,3,4,15,3,,134,,356,3,359
HUEJUTLA DE REYES,464,0464C1,570,122,,39,4,12,14,4,,115,,310,9,319
HUEJUTLA DE REYES,464,0464C2,570,111,,54,3,14,12,3,,128,,325,4,329
HUEJUTLA DE REYES,464,0464C3,570,121,,54,8,11,12,0,,122,,328,5,333
HUEJUTLA DE REYES,465,0465B,387,98,,23,1,2,8,2,,127,,261,2,263
HUEJUTLA DE REYES,465,0465C1,387,93,,26,1,2,5,3,,134,,264,1,265
HUEJUTLA DE REYES,466,0466B,457,80,,47,1,7,17,4,,122,,278,6,284
HUEJUTLA DE REYES,466,0466C1,458,111,,35,2,8,18,3,,125,,302,3,305
HUEJUTLA DE REYES,467,0467B,679,124,,71,6,15,25,3,,135,,379,299,678
HUEJUTLA DE REYES,467,0467C1,680,104,,71,2,7,45,6,,118,,353,13,366
HUEJUTLA DE REYES,467,0467C2,680,106,,67,5,8,42,6,,119,,353,11,364
HUEJUTLA DE REYES,467,0467C3,680,104,,51,4,18,37,8,,148,,370,14,384
HUEJUTLA DE REYES,468,0468B,690,166,,96,7,6,17,3,,136,,431,10,441
HUEJUTLA DE REYES,468,0468C1,690,145,,80,9,2,22,1,,153,,412,9,421
HUEJUTLA DE REYES,468,0468C2,691,158,,73,3,8,22,4,,158,,426,8,434
HUEJUTLA DE REYES,469,0469B,574,95,,57,2,5,14,11,,137,,321,5,326
HUEJUTLA DE REYES,469,0469C1,574,156,,43,4,4,26,2,,81,,316,8,324
HUEJUTLA DE REYES,469,0469C2,574,130,,71,2,2,23,8,,143,,379,2,381
HUEJUTLA DE REYES,470,0470B,601,131,,84,3,6,24,2,,109,,359,5,364
HUEJUTLA DE REYES,470,0470C1,601,128,,85,4,16,27,6,,97,,363,3,366
HUEJUTLA DE REYES,470,0470C2,601,,,,,,,,,,,,,
HUEJUTLA DE REYES,470,0470C3,601,105,,88,4,10,16,5,,91,,319,5,324
HUEJUTLA DE REYES,470,0470C4,602,107,,98,4,6,19,5,,99,,338,9,347
HUEJUTLA DE REYES,471,0471B,538,154,,21,4,12,5,2,,105,,303,13,316
HUEJUTLA DE REYES,471,0471C1,538,156,,23,3,11,3,2,,60,,258,35,293
HUEJUTLA DE REYES,471,0471C2,538,138,,21,6,8,6,1,,104,,284,27,311
HUEJUTLA DE REYES,472,0472B,721,163,,93,5,10,7,6,,51,,335,81,416
HUEJUTLA DE REYES,473,0473B,648,137,,31,2,5,60,2,,105,,342,9,351
HUEJUTLA DE REYES,473,0473C1,649,131,,29,5,9,74,6,,87,,341,0,341
HUEJUTLA DE REYES,473,0473C2,649,150,,26,4,3,57,1,,110,,351,7,358
HUEJUTLA DE REYES,474,0474B,438,52,,61,3,2,33,1,,83,,235,16,251
HUEJUTLA DE REYES,474,0474C1,438,56,,62,3,6,18,1,,123,,269,4,273
HUEJUTLA DE REYES,475,0475B,555,98,,76,2,10,6,4,,143,,339,14,353
HUEJUTLA DE REYES,476,0476B,621,184,,27,9,36,10,2,,80,,348,35,383
HUEJUTLA DE REYES,476,0476C1,621,138,,22,5,29,18,4,,108,,324,45,369
HUEJUTLA DE REYES,477,0477B,376,78,,38,6,5,11,1,,89,,228,1,229
HUEJUTLA DE REYES,477,0477C1,377,82,,30,0,14,8,1,,78,,213,2,215
HUEJUTLA DE REYES,478,0478B,420,102,,88,0,5,21,1,,90,,307,6,313
HUEJUTLA DE REYES,478,0478C1,420,114,,89,1,1,13,1,,86,,305,6,311
HUEJUTLA DE REYES,479,0479B,500,52,,58,3,1,10,3,,195,,322,5,327
HUEJUTLA DE REYES,479,0479C1,501,63,,76,8,4,15,4,,155,,325,9,334
HUEJUTLA DE REYES,480,0480B,652,130,,82,2,8,58,3,,49,,332,15,347
HUEJUTLA DE REYES,480,0480C1,653,144,,69,5,12,59,5,,44,,338,24,362
HUEJUTLA DE REYES,481,0481B,444,92,,42,4,6,14,1,,80,,239,12,251
HUEJUTLA DE REYES,481,0481C1,444,67,,57,7,14,17,2,,70,,234,26,260
HUEJUTLA DE REYES,482,0482B,672,110,,55,3,7,51,4,,130,,360,11,371
HUEJUTLA DE REYES,482,0482C1,672,85,,82,11,9,68,3,,121,,379,16,395
HUEJUTLA DE REYES,482,0482C2,672,80,,75,4,16,45,4,,136,,360,14,374
HUEJUTLA DE REYES,483,0483B,734,119,,72,10,8,50,4,,99,,362,20,382
HUEJUTLA DE REYES,483,0483C1,735,129,,80,7,8,40,8,,114,,386,31,417
HUEJUTLA DE REYES,484,0484B,668,55,,84,8,17,99,2,,106,,371,28,399
HUEJUTLA DE REYES,484,0484C1,668,101,,100,5,7,65,4,,108,,390,33,423
HUEJUTLA DE REYES,485,0485B,485,84,,85,4,6,15,1,,94,,289,24,313
HUEJUTLA DE REYES,485,0485C1,485,80,,108,5,5,12,4,,84,,298,20,318
HUEJUTLA DE REYES,486,0486B,563,133,,63,6,7,10,6,,66,,291,35,326
HUEJUTLA DE REYES,486,0486C1,563,94,,60,5,11,5,3,,106,,284,37,321
HUEJUTLA DE REYES,486,0486C2,563,144,,67,4,3,10,5,,89,,322,20,342
HUEJUTLA DE REYES,487,0487B,748,88,,99,7,13,21,6,,155,,389,43,432
HUEJUTLA DE REYES,487,0487C1,748,105,,117,10,6,24,2,,160,,424,43,467
HUEJUTLA DE REYES,488,0488B,502,,,,,,,,,,,,,
HUEJUTLA DE REYES,488,0488C1,503,,,,,,,,,,,,,
HUEJUTLA DE REYES,489,0489B,443,116,,46,9,6,7,5,,116,,305,11,316
HUEJUTLA DE REYES,489,0489C1,444,123,,43,6,8,2,5,,97,,284,9,293
HUEJUTLA DE REYES,490,0490B,636,171,,80,5,10,6,2,,144,,418,7,425
HUEJUTLA DE REYES,490,0490C1,637,183,,67,9,11,6,2,,134,,412,10,422
HUEJUTLA DE REYES,491,0491B,621,113,,113,3,4,4,0,,169,,406,16,422
HUEJUTLA DE REYES,491,0491C1,622,118,,116,6,4,3,3,,170,,420,15,435
HUEJUTLA DE REYES,492,0492B,675,37,,155,5,14,7,0,,214,,432,38,470
HUEJUTLA DE REYES,493,0493B,639,57,,120,3,6,1,1,,216,,404,16,420
HUEJUTLA DE REYES,494,0494B,452,78,,50,3,8,2,0,,84,,225,28,253
HUEJUTLA DE REYES,494,0494C1,453,98,,39,3,10,4,3,,96,,253,24,277
HUEJUTLA DE REYES,495,0495B,710,145,,75,3,11,12,2,,122,,370,19,389
HUEJUTLA DE REYES,495,0495C1,710,127,,116,9,8,11,3,,99,,373,37,410
HUEJUTLA DE REYES,495,0495C2,711,160,,80,11,15,19,2,,133,,420,9,429
HUEJUTLA DE REYES,496,0496B,281,61,,33,4,0,18,1,,79,,196,2,198
HUEJUTLA DE REYES,497,0497B,727,123,,71,10,12,9,2,,167,,394,37,431
HUEJUTLA DE REYES,498,0498B,81,40,,3,2,2,0,0,,6,,53,2,55
HUEJUTLA DE REYES,499,0499B,511,114,,70,4,8,13,0,,123,,332,22,354
HUEJUTLA DE REYES,499,0499C1,511,135,,86,2,5,7,1,,99,,335,24,359
HUEJUTLA DE REYES,499,0499C2,511,143,,81,3,4,8,0,,93,,332,19,351
HUEJUTLA DE REYES,500,0500B,719,177,,140,6,4,31,3,,108,,469,26,495
HUEJUTLA DE REYES,500,0500C1,720,173,,129,4,6,24,2,,132,,470,21,491
HUEJUTLA DE REYES,501,0501B,518,,,,,,,,,,,,,
HUEJUTLA DE REYES,501,0501C1,519,,,,,,,,,,,,,
HUEJUTLA DE REYES,502,0502B,680,94,,97,11,10,10,5,,110,,337,30,367
HUEJUTLA DE REYES,502,0502C1,680,106,,77,12,22,17,4,,119,,357,41,398
HUEJUTLA DE REYES,502,0502C2,680,77,,90,8,10,11,3,,128,,327,20,347
HUEJUTLA DE REYES,503,0503B,744,117,,134,8,9,20,5,,147,,440,49,489
HUEJUTLA DE REYES,504,0504B,598,183,,59,3,15,11,1,,67,,339,10,349
HUEJUTLA DE REYES,504,0504C1,598,137,,107,4,10,11,0,,92,,361,27,388
HUEJUTLA DE REYES,504,0504C2,598,139,,97,4,8,17,1,,59,,325,9,334
HUEJUTLA DE REYES,505,0505B,606,82,,100,6,5,7,1,,172,,373,6,379
HUEJUTLA DE REYES,505,0505C1,607,101,,102,6,8,3,0,,146,,366,32,398
HUEJUTLA DE REYES,506,0506B,706,226,,29,10,16,18,5,,102,,406,40,446
HUEJUTLA DE REYES,507,0507B,590,156,,39,3,3,16,0,,158,,375,14,389
HUEJUTLA DE REYES,507,0507C1,591,136,,47,2,12,37,2,,146,,382,16,398
HUEJUTLA DE REYES,508,0508B,653,168,,40,4,8,23,0,,193,,436,10,446
HUEJUTLA DE REYES,508,0508C1,654,122,,60,8,11,28,1,,141,,371,18,389
HUEJUTLA DE REYES,508,0508C2,654,148,,61,2,3,29,1,,170,,414,7,421
HUEJUTLA DE REYES,509,0509B,684,172,,97,8,11,19,0,,132,,439,25,464
HUICHAPAN,510,0510B,573,52,,15,0,21,87,0,,120,,295,6,301
HUICHAPAN,510,0510C1,573,48,,13,0,19,89,0,,108,,277,11,288
HUICHAPAN,510,0510C2,573,44,,22,0,23,78,0,,111,,278,8,286
HUICHAPAN,511,0511B,501,38,,7,0,15,54,0,,118,,232,11,243
HUICHAPAN,511,0511C1,502,46,,12,0,15,67,0,,120,,260,8,268
HUICHAPAN,511,0511C2,502,39,,10,0,22,56,0,,98,,225,8,233
HUICHAPAN,512,0512B,527,22,,14,0,15,75,0,,118,,244,6,250
HUICHAPAN,512,0512C1,528,25,,16,0,20,68,0,,115,,244,284,528
HUICHAPAN,513,0513B,504,40,,3,0,24,72,0,,102,,241,2,243
HUICHAPAN,513,0513C1,504,47,,7,0,13,71,0,,112,,250,5,255
HUICHAPAN,513,0513C2,505,37,,10,0,18,97,0,,85,,247,16,263
HUICHAPAN,514,0514B,361,7,,5,0,14,21,0,,116,,163,198,361
HUICHAPAN,515,0515B,212,3,,7,0,2,14,0,,82,,108,12,120
HUICHAPAN,516,0516B,414,8,,3,0,6,15,0,,82,,114,300,414
HUICHAPAN,517,0517B,493,47,,22,0,5,20,0,,115,,209,8,217
HUICHAPAN,517,0517C1,493,46,,14,0,8,12,0,,98,,178,7,185
HUICHAPAN,518,0518B,642,32,,7,0,8,51,0,,133,,231,18,249
HUICHAPAN,518,0518C1,642,33,,6,0,13,35,0,,149,,236,0,236
HUICHAPAN,519,0519B,667,19,,3,0,18,85,0,,229,,354,15,369
HUICHAPAN,520,0520B,590,16,,4,0,13,50,0,,201,,284,22,306
HUICHAPAN,520,0520C1,590,17,,2,0,9,67,0,,202,,297,24,321
HUICHAPAN,521,0521B,507,17,,11,0,17,48,0,,160,,253,0,253
HUICHAPAN,522,0522B,648,28,,9,0,35,50,0,,148,,270,15,285
HUICHAPAN,523,0523B,698,37,,25,0,11,45,0,,112,,230,468,698
HUICHAPAN,523,0523C1,699,56,,27,0,16,46,0,,106,,251,11,262
HUICHAPAN,524,0524B,346,7,,0,0,6,50,0,,88,,151,7,158
HUICHAPAN,525,0525B,505,46,,21,0,24,50,0,,87,,228,0,228
HUICHAPAN,526,0526B,409,16,,3,0,30,19,0,,112,,180,9,189
HUICHAPAN,527,0527B,402,31,,12,0,22,49,0,,100,,214,8,222
HUICHAPAN,528,0528B,513,44,,16,0,14,38,0,,109,,221,11,232
HUICHAPAN,528,0528C1,513,42,,13,0,11,29,0,,132,,227,8,235
HUICHAPAN,528,0528C2,513,37,,15,0,16,36,0,,138,,242,13,255
HUICHAPAN,529,0529B,182,5,,1,0,6,14,0,,71,,97,9,106
HUICHAPAN,530,0530B,666,14,,18,0,16,38,0,,211,,297,18,315
HUICHAPAN,531,0531B,571,30,,8,0,24,55,0,,148,,265,0,265
HUICHAPAN,532,0532B,462,29,,0,0,15,35,0,,146,,225,10,235
HUICHAPAN,533,0533B,614,38,,15,0,26,87,0,,157,,323,13,336
HUICHAPAN,534,0534B,625,44,,3,0,58,39,0,,147,,291,11,302
HUICHAPAN,534,0534C1,626,38,,9,0,61,62,0,,135,,305,15,320
HUICHAPAN,535,0535B,617,36,,7,0,67,68,0,,94,,272,6,278
HUICHAPAN,535,0535C1,617,23,,18,0,81,50,0,,75,,247,369,616
HUICHAPAN,536,0536B,535,46,,37,0,45,39,0,,115,,282,5,287
HUICHAPAN,537,0537B,491,12,,4,0,9,12,0,,130,,167,18,185
HUICHAPAN,537,0537C1,491,17,,4,0,13,11,0,,143,,188,15,203
HUICHAPAN,538,0538B,349,17,,6,0,16,33,0,,117,,189,8,197
HUICHAPAN,539,0539B,396,17,,2,0,6,2,0,,88,,115,5,120
HUICHAPAN,539,0539C1,397,20,,1,0,7,4,0,,71,,103,4,107
HUICHAPAN,540,0540B,651,39,,9,0,10,6,0,,136,,200,1,201
HUICHAPAN,540,0540C1,651,21,,4,0,2,7,0,,148,,182,6,188
HUICHAPAN,541,0541B,223,5,,0,0,6,8,0,,112,,131,2,133
HUICHAPAN,542,0542B,307,8,,3,0,8,9,0,,149,,177,3,180
HUICHAPAN,543,0543B,740,66,,6,0,10,27,0,,127,,236,14,250
HUICHAPAN,544,0544B,513,35,,3,0,15,38,0,,88,,179,12,191
HUICHAPAN,544,0544C1,513,45,,3,0,10,44,0,,102,,204,10,214
HUICHAPAN,544,0544C2,513,22,,1,0,11,43,0,,130,,207,5,212
HUICHAPAN,545,0545B,746,23,,17,0,45,71,0,,246,,402,12,414
HUICHAPAN,546,0546B,252,6,,1,0,0,74,0,,48,,129,3,132
IXMIQUILPAN,547,0547B,545,37,,52,1,7,2,3,,168,,270,8,278
IXMIQUILPAN,547,0547C1,545,35,,71,2,8,2,4,,207,,329,6,335
IXMIQUILPAN,547,0547C2,546,37,,49,0,7,5,2,,162,,262,3,265
IXMIQUILPAN,548,0548B,707,37,,59,0,5,1,6,,203,,311,15,326
IXMIQUILPAN,548,0548C1,707,46,,63,0,4,3,5,,221,,342,13,355
IXMIQUILPAN,549,0549B,722,75,,79,2,18,5,10,,138,,327,4,331
IXMIQUILPAN,549,0549C1,723,,,,,,,,,,,,,
IXMIQUILPAN,550,0550B,637,70,,83,0,20,1,8,,101,,283,352,635
IXMIQUILPAN,550,0550C1,637,85,,73,0,27,1,8,,89,,283,3,286
IXMIQUILPAN,550,0550C2,637,82,,90,1,14,1,10,,118,,316,6,322
IXMIQUILPAN,550,0550C3,637,77,,77,0,28,1,14,,108,,305,8,313
IXMIQUILPAN,551,0551B,579,73,,48,3,24,1,23,,105,,277,6,283
IXMIQUILPAN,551,0551C1,579,74,,50,0,19,2,17,,129,,291,5,296
IXMIQUILPAN,551,0551C2,579,66,,52,2,24,2,14,,129,,289,6,295
IXMIQUILPAN,552,0552B,592,66,,62,1,27,5,13,,110,,284,9,293
IXMIQUILPAN,552,0552C1,593,55,,80,4,29,2,13,,108,,291,4,295
IXMIQUILPAN,552,0552C2,593,63,,58,2,27,2,14,,134,,300,2,302
IXMIQUILPAN,553,0553B,725,83,,58,1,10,3,13,,125,,293,4,297
IXMIQUILPAN,553,0553C1,725,77,,68,0,9,7,18,,97,,276,6,282
IXMIQUILPAN,553,0553C2,725,62,,63,2,11,7,14,,123,,282,1,283
IXMIQUILPAN,553,0553C3,725,74,,51,1,9,1,25,,125,,286,4,290
IXMIQUILPAN,554,0554B,468,65,,45,2,3,0,13,,116,,244,3,247
IXMIQUILPAN,554,0554C1,468,58,,28,1,8,0,5,,144,,244,2,246
IXMIQUILPAN,555,0555B,525,58,,50,1,16,4,5,,121,,255,3,258
IXMIQUILPAN,555,0555C1,526,41,,38,0,10,10,12,,132,,243,6,249
IXMIQUILPAN,555,0555C2,526,71,,55,0,12,6,8,,110,,262,2,264
IXMIQUILPAN,556,0556B,652,86,,66,1,27,0,24,,120,,324,12,336
IXMIQUILPAN,556,0556C1,653,81,,67,1,44,0,16,,134,,343,7,350
IXMIQUILPAN,557,0557B,650,67,,74,4,15,4,25,,84,,273,3,276
IXMIQUILPAN,557,0557C1,651,78,,80,1,17,0,8,,108,,292,5,297
IXMIQUILPAN,558,0558B,715,82,,95,2,7,2,13,,132,,333,381,714
IXMIQUILPAN,559,0559B,577,96,,52,0,11,1,16,,109,,285,2,287
IXMIQUILPAN,559,0559C1,578,74,,57,0,10,2,17,,112,,272,5,277
IXMIQUILPAN,560,0560B,586,67,,69,2,9,7,20,,75,,249,5,254
IXMIQUILPAN,560,0560C1,587,58,,87,0,10,5,26,,96,,282,6,288
IXMIQUILPAN,560,0560C2,587,71,,79,2,5,3,18,,102,,280,5,285
IXMIQUILPAN,561,0561B,743,40,,112,1,11,2,9,,184,,359,8,367
IXMIQUILPAN,561,0561C1,743,39,,109,2,5,1,9,,207,,372,3,375
IXMIQUILPAN,562,0562B,654,126,,83,0,11,4,14,,90,,328,10,338
IXMIQUILPAN,562,0562C1,654,96,,92,1,8,2,9,,121,,329,6,335
IXMIQUILPAN,563,0563B,715,,,,,,,,,,,,,
IXMIQUILPAN,563,0563C1,715,114,,87,0,15,9,20,,110,,355,10,365
IXMIQUILPAN,564,0564B,365,35,,50,5,3,1,1,,37,,132,10,142
IXMIQUILPAN,565,0565B,354,59,,36,1,2,1,3,,4,,106,19,125
IXMIQUILPAN,566,0566B,295,71,,30,1,0,0,5,,13,,120,1,121
IXMIQUILPAN,567,0567B,153,3,,37,3,2,1,1,,22,,69,1,70
IXMIQUILPAN,568,0568B,405,,,,,,,,,,,,,
IXMIQUILPAN,568,0568C1,405,8,,108,2,2,4,0,,35,,159,10,169
IXMIQUILPAN,569,0569B,646,28,,139,2,3,2,36,,47,,257,12,269
IXMIQUILPAN,570,0570B,247,,,,,,,,,,,,,
IXMIQUILPAN,571,0571B,159,10,,9,2,5,0,3,,79,,108,6,114
IXMIQUILPAN,572,0572B,310,45,,60,3,2,1,11,,63,,185,3,188
IXMIQUILPAN,573,0573B,105,12,,19,0,0,0,1,,19,,51,1,52
IXMIQUILPAN,574,0574B,617,22,,80,4,13,0,46,,92,,257,9,266
IXMIQUILPAN,575,0575B,540,52,,113,3,13,9,8,,111,,309,6,315
IXMIQUILPAN,575,0575C1,540,64,,99,1,8,4,4,,96,,276,1,277
IXMIQUILPAN,575,0575C2,540,57,,75,6,10,4,6,,117,,275,265,540
IXMIQUILPAN,576,0576B,448,103,,17,1,1,2,1,,67,,192,2,194
IXMIQUILPAN,577,0577B,637,71,,128,4,7,1,19,,38,,268,9,277
IXMIQUILPAN,578,0578B,388,54,,26,1,6,1,7,,91,,186,6,192
IXMIQUILPAN,579,0579B,413,38,,67,2,2,1,17,,40,,167,8,175
IXMIQUILPAN,579,0579C1,414,56,,47,1,12,0,13,,34,,163,13,176
IXMIQUILPAN,580,0580B,574,155,,75,5,9,0,22,,19,,285,8,293
IXMIQUILPAN,580,0580C1,574,141,,75,3,6,1,12,,25,,263,9,272
IXMIQUILPAN,581,0581B,594,156,,79,2,8,0,16,,19,,280,9,289
IXMIQUILPAN,581,0581C1,595,134,,80,0,4,3,23,,28,,272,10,282
IXMIQUILPAN,581,0581C2,595,125,,68,1,3,1,30,,27,,255,18,273
IXMIQUILPAN,582,0582B,611,31,,204,1,0,2,6,,51,,295,0,295
IXMIQUILPAN,583,0583B,716,,,,,,,,,,,,,
IXMIQUILPAN,584,0584B,273,23,,18,1,4,1,4,,110,,161,5,166
IXMIQUILPAN,585,0585B,589,11,,154,0,1,1,2,,117,,286,5,291
IXMIQUILPAN,586,0586B,424,,,,,,,,,,,,,
IXMIQUILPAN,586,0586C1,425,,,,,,,,,,,,,
IXMIQUILPAN,587,0587B,505,78,,113,3,5,2,32,,29,,262,6,268
IXMIQUILPAN,588,0588B,588,23,,92,1,5,2,12,,134,,269,19,288
IXMIQUILPAN,589,0589B,471,142,,18,0,1,0,7,,26,,194,3,197
IXMIQUILPAN,590,0590B,422,32,,71,0,2,0,17,,53,,175,2,177
IXMIQUILPAN,590,0590C1,423,17,,60,2,4,0,14,,70,,167,3,170
IXMIQUILPAN,591,0591B,540,96,,80,0,12,3,11,,64,,266,9,275
IXMIQUILPAN,592,0592B,436,182,,21,1,4,0,6,,23,,237,5,242
IXMIQUILPAN,593,0593B,723,172,,58,3,9,2,15,,67,,326,6,332
IXMIQUILPAN,593,0593C1,723,167,,65,3,6,0,22,,71,,334,13,347
IXMIQUILPAN,593,0593C2,723,160,,65,1,8,0,37,,70,,341,9,350
IXMIQUILPAN,594,0594B,634,124,,83,1,6,2,8,,78,,302,5,307
IXMIQUILPAN,594,0594C1,634,104,,62,0,5,4,7,,83,,265,3,268
IXMIQUILPAN,594,0594C2,635,95,,63,1,5,2,7,,102,,275,360,635
IXMIQUILPAN,595,0595B,560,195,,52,1,2,1,23,,20,,294,31,325
IXMIQUILPAN,595,0595C1,560,166,,27,1,5,1,55,,61,,316,3,319
IXMIQUILPAN,595,0595C2,560,169,,44,1,3,1,68,,27,,313,7,320
IXMIQUILPAN,595,0595X,456,93,,46,2,2,0,29,,13,,185,38,223
IXMIQUILPAN,595,0595X1 C1,456,,,,,,,,,,,,,
IXMIQUILPAN,596,0596B,678,40,,132,0,4,1,77,,95,,349,3,352
IXMIQUILPAN,596,0596C1,679,40,,86,2,9,1,90,,92,,320,9,329
IXMIQUILPAN,597,0597B,685,125,,87,6,5,0,17,,130,,370,10,380
IXMIQUILPAN,597,0597C1,686,114,,74,1,2,0,36,,158,,385,5,390
IXMIQUILPAN,597,0597C2,686,114,,103,1,6,0,23,,152,,399,3,402
IXMIQUILPAN,598,0598B,643,83,,38,1,5,0,25,,90,,242,395,637
IXMIQUILPAN,599,0599B,229,56,,16,0,0,0,23,,19,,114,6,120
IXMIQUILPAN,600,0600B,453,70,,42,8,8,0,68,,47,,243,6,249
IXMIQUILPAN,600,0600C1,453,86,,28,6,2,1,60,,35,,218,4,222
IXMIQUILPAN,601,0601B,574,,,,,,,,,,,,,
IXMIQUILPAN,601,0601C1,575,38,,164,2,4,2,13,,147,,370,8,378
IXMIQUILPAN,601,0601C2,575,40,,161,2,2,1,23,,114,,343,0,343
IXMIQUILPAN,602,0602B,692,97,,84,1,5,1,72,,55,,315,10,325
IXMIQUILPAN,603,0603B,456,89,,38,2,0,4,66,,48,,247,5,252
IXMIQUILPAN,603,0603C1,457,88,,28,0,4,2,58,,58,,238,5,243
IXMIQUILPAN,604,0604B,180,16,,18,1,2,0,3,,35,,75,0,75
IXMIQUILPAN,605,0605B,535,6,,135,4,5,0,2,,15,,167,5,172
IXMIQUILPAN,605,0605C1,535,15,,122,6,1,2,3,,22,,171,7,178
IXMIQUILPAN,606,0606B,449,63,,49,0,4,1,2,,37,,156,1,157
