state,mun,section,uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,final_incumbent,incumbent_vote,party_component,mutually_exclusive,incumbent_party_JL,incumbent_candidate_JL,runnerup_party_magar,runnerup_candidate_magar,runnerup_vote,runnerup_party_component,margin,listanominal,valid,total,PAN,PRI,PRD,PartCardenista,PT,PVEM,PPS,PD,PT_PC_PAS_PSN,PDS,PCD,PARM,DSPPN,PC,PSN,PAS,FUERZACIUDADANA,MEXICOPOSIBLE,PLM,nulos,PRD_PT_PC,PANAL,PRI_PANAL,PSD,PRI_PVEM,PT_PC,MC,MORENA,PH,PES,PAN_MC,PRI_PVEM_PANAL,PLC,CI_1,CI_2
CAMPECHE,Calkiní,168,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,416,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,66,PRD,0.2487520799,836,649,649,139,416,66,NA,NA,0,NA,NA,15,0,0,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,169,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,391,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,44,PRD,0.2487520799,1010,727,727,281,391,44,NA,NA,0,NA,NA,6,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,170,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,212,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,56,PRD,0.2487520799,616,434,434,117,212,56,NA,NA,0,NA,NA,5,17,3,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,171,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,218,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,14,PRD,0.2487520799,451,329,329,80,218,14,NA,NA,0,NA,NA,1,0,0,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,172,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,284,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,22,PRD,0.2487520799,788,493,493,112,284,22,NA,NA,0,NA,NA,1,0,0,11,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,173,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,377,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,57,PRD,0.2487520799,1068,668,668,128,377,57,NA,NA,0,NA,NA,100,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,174,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,327,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,29,PRD,0.2487520799,859,554,554,155,327,29,NA,NA,0,NA,NA,38,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,175,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,420,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,94,PRD,0.2487520799,1223,766,766,134,420,94,NA,NA,1,NA,NA,105,0,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,176,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,395,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,98,PRD,0.2487520799,1235,720,720,145,395,98,NA,NA,0,NA,NA,80,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,177,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,369,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,50,PRD,0.2487520799,1064,696,696,172,369,50,NA,NA,0,NA,NA,102,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,178,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,82,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,6,PRD,0.2487520799,236,166,166,38,82,6,NA,NA,0,NA,NA,16,0,0,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,179,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,336,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,10,PRD,0.2487520799,823,544,544,143,336,10,NA,NA,0,NA,NA,30,0,0,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,180,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,609,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,48,PRD,0.2487520799,1106,794,794,105,609,48,NA,NA,0,NA,NA,13,3,8,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,181,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,150,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,1,PRD,0.2487520799,238,182,182,2,150,1,NA,NA,0,NA,NA,1,0,2,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Calkiní,182,4001,2000,PRI,JOSE F ESTRADA MIJANGOS,PRI,45,PRI,TRUE,PRI,JOSE FELIPE ESTRADA MIJANGOS,PRD,NA,9,PRD,0.2487520799,110,80,80,10,45,9,NA,NA,0,NA,NA,0,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,1,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,160,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,117,PAN,0.0419936399,437,331,331,117,160,21,NA,NA,5,NA,NA,16,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,2,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,157,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,172,PAN,0.0419936399,602,418,418,172,157,24,NA,NA,4,NA,NA,16,1,24,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,3,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,207,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,155,PAN,0.0419936399,618,435,435,155,207,38,NA,NA,5,NA,NA,11,1,4,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,543,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,402,PAN,0.0419936399,2576,1154,1154,402,543,108,NA,NA,12,NA,NA,47,4,16,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,5,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,185,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,248,PAN,0.0419936399,768,550,550,248,185,56,NA,NA,6,NA,NA,23,0,8,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,6,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,155,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,168,PAN,0.0419936399,562,385,385,168,155,32,NA,NA,3,NA,NA,9,0,1,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,7,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,242,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,181,PAN,0.0419936399,749,526,526,181,242,61,NA,NA,9,NA,NA,18,1,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,8,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,127,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,188,PAN,0.0419936399,592,401,401,188,127,37,NA,NA,9,NA,NA,23,2,3,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,9,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,330,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,336,PAN,0.0419936399,1203,796,796,336,330,48,NA,NA,12,NA,NA,38,1,5,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,10,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,226,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,205,PAN,0.0419936399,919,549,549,205,226,62,NA,NA,5,NA,NA,40,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,11,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,209,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,204,PAN,0.0419936399,757,538,538,204,209,49,NA,NA,10,NA,NA,35,2,2,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,12,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,419,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,361,PAN,0.0419936399,1412,983,983,361,419,74,NA,NA,13,NA,NA,81,2,0,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,13,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,278,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,222,PAN,0.0419936399,1005,633,633,222,278,72,NA,NA,7,NA,NA,33,3,4,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,14,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,202,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,153,PAN,0.0419936399,835,434,434,153,202,32,NA,NA,10,NA,NA,25,1,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,15,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,257,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,177,PAN,0.0419936399,787,491,491,177,257,30,NA,NA,5,NA,NA,12,0,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,16,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,180,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,106,PAN,0.0419936399,640,360,360,106,180,43,NA,NA,6,NA,NA,15,0,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,17,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,172,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,173,PAN,0.0419936399,629,405,405,173,172,30,NA,NA,3,NA,NA,10,0,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,18,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,169,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,130,PAN,0.0419936399,551,378,378,130,169,34,NA,NA,2,NA,NA,20,1,8,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,19,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,177,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,102,PAN,0.0419936399,601,344,344,102,177,37,NA,NA,4,NA,NA,14,0,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,20,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,252,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,153,PAN,0.0419936399,828,471,471,153,252,32,NA,NA,4,NA,NA,17,1,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,21,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,166,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,160,PAN,0.0419936399,889,414,414,160,166,32,NA,NA,14,NA,NA,20,2,2,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,22,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,233,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,163,PAN,0.0419936399,817,512,512,163,233,50,NA,NA,4,NA,NA,25,4,17,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,23,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,177,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,157,PAN,0.0419936399,692,461,461,157,177,60,NA,NA,3,NA,NA,37,1,13,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,24,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,340,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,271,PAN,0.0419936399,1056,752,752,271,340,73,NA,NA,8,NA,NA,37,1,4,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,25,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,216,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,168,PAN,0.0419936399,658,450,450,168,216,43,NA,NA,4,NA,NA,10,0,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,26,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,374,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,348,PAN,0.0419936399,1199,858,858,348,374,61,NA,NA,6,NA,NA,39,0,2,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,27,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,402,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,266,PAN,0.0419936399,1173,832,832,266,402,68,NA,NA,18,NA,NA,51,1,5,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,28,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,314,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,144,PAN,0.0419936399,836,560,560,144,314,39,NA,NA,11,NA,NA,32,2,4,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,29,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,315,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,211,PAN,0.0419936399,961,675,675,211,315,37,NA,NA,11,NA,NA,83,0,2,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,30,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,259,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,202,PAN,0.0419936399,794,570,570,202,259,37,NA,NA,3,NA,NA,51,1,1,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,31,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,280,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,201,PAN,0.0419936399,790,578,578,201,280,49,NA,NA,7,NA,NA,20,1,4,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,32,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,230,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,245,PAN,0.0419936399,890,620,620,245,230,54,NA,NA,4,NA,NA,44,0,26,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,33,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,193,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,170,PAN,0.0419936399,854,455,455,170,193,50,NA,NA,5,NA,NA,22,0,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,34,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,313,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,176,PAN,0.0419936399,1049,622,622,176,313,74,NA,NA,8,NA,NA,31,1,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,35,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,204,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,152,PAN,0.0419936399,757,438,438,152,204,51,NA,NA,7,NA,NA,16,0,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,36,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,244,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,204,PAN,0.0419936399,929,541,541,204,244,57,NA,NA,5,NA,NA,20,1,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,37,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,173,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,99,PAN,0.0419936399,597,345,345,99,173,36,NA,NA,5,NA,NA,19,1,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,38,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,167,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,158,PAN,0.0419936399,572,373,373,158,167,14,NA,NA,4,NA,NA,14,1,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,39,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,388,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,244,PAN,0.0419936399,1313,786,786,244,388,85,NA,NA,8,NA,NA,38,1,6,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,40,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,199,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,153,PAN,0.0419936399,680,447,447,153,199,58,NA,NA,6,NA,NA,12,3,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,41,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,211,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,161,PAN,0.0419936399,707,451,451,161,211,49,NA,NA,3,NA,NA,16,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,42,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,254,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,298,PAN,0.0419936399,1077,710,710,298,254,65,NA,NA,12,NA,NA,42,1,4,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,43,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,247,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,260,PAN,0.0419936399,972,650,650,260,247,52,NA,NA,9,NA,NA,57,8,1,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,44,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,150,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,219,PAN,0.0419936399,804,511,511,219,150,47,NA,NA,6,NA,NA,60,0,3,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,45,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,244,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,212,PAN,0.0419936399,840,557,557,212,244,36,NA,NA,7,NA,NA,43,1,0,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,46,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,294,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,274,PAN,0.0419936399,979,674,674,274,294,33,NA,NA,6,NA,NA,43,3,0,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,47,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,364,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,215,PAN,0.0419936399,931,708,708,215,364,60,NA,NA,10,NA,NA,26,1,6,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,48,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,315,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,252,PAN,0.0419936399,1032,695,695,252,315,56,NA,NA,10,NA,NA,31,0,2,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,49,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,355,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,282,PAN,0.0419936399,1184,809,809,282,355,54,NA,NA,13,NA,NA,76,1,2,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,50,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,312,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,226,PAN,0.0419936399,1020,683,683,226,312,68,NA,NA,9,NA,NA,34,3,2,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,51,4002,2000,PRI,VICTOR MENDEZ LANZ,PRI,420,PRI,TRUE,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,NA,252,PAN,0.0419936399,1197,824,824,252,420,65,NA,NA,10,NA,NA,43,1,2,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
