MUNICIPIO,SECCION,TIPO CASILLA,Lista Nominal,PAN,PRI,PRD-PT-PC,PVEM,PNA,Alternativa,CC,NoRegistrados,Nulos
CUAUTLA,178,CONTIGUA 2,733,107,93,94,15,15,8,0,0,10
CUAUTLA,178,CONTIGUA 3,733,135,71,86,16,27,9,0,0,8
CUAUTLA,179,BASICA,664,106,107,92,17,17,4,1,2,7
CUAUTLA,179,CONTIGUA 1,664,87,105,117,16,9,3,0,0,14
CUAUTLA,180,BASICA,632,123,70,65,10,20,1,0,7,12
CUAUTLA,180,CONTIGUA 1,633,118,74,85,6,10,1,0,3,11
CUAUTLA,180,CONTIGUA 2,633,111,79,73,13,11,2,0,0,15
CUAUTLA,181,BASICA,562,137,55,11,76,12,5,0,0,7
CUAUTLA,181,CONTIGUA 1,562,119,60,68,5,11,3,0,0,6
CUAUTLA,181,CONTIGUA 2,563,105,52,78,10,11,7,0,1,4
CUAUTLA,182,BASICA,729,111,75,118,19,15,5,0,1,9
CUAUTLA,182,CONTIGUA 1,729,127,79,111,18,19,8,0,0,9
CUAUTLA,183,BASICA,658,118,75,94,22,24,5,0,0,20
CUAUTLA,183,CONTIGUA 1,659,96,75,94,36,0,2,0,0,15
CUAUTLA,184,BASICA,623,119,110,87,11,22,6,0,0,7
CUAUTLA,185,BASICA,636,113,109,41,15,6,4,1,2,13
CUAUTLA,185,CONTIGUA 1,637,126,114,41,12,12,3,0,0,12
CUAUTLA,185,CONTIGUA 2,637,119,104,61,15,19,6,0,2,15
CUAUTLA,186,BASICA,640,82,135,75,16,29,4,0,0,10
CUAUTLA,186,CONTIGUA 1,640,68,136,45,14,30,3,0,0,14
CUAUTLA,187,BASICA,257,95,28,28,5,10,1,0,1,5
CUERNAVACA,188,BASICA,578,,,,,,,,,
CUERNAVACA,188,CONTIGUA 1,578,140,84,103,18,6,4,0,0,10
CUERNAVACA,188,CONTIGUA 2,578,161,90,96,14,6,4,0,1,2
CUERNAVACA,188,CONTIGUA 3,578,150,83,90,14,10,4,0,2,5
CUERNAVACA,189,BASICA,593,0,0,0,0,0,0,0,0,0
CUERNAVACA,189,CONTIGUA 1,594,157,61,124,8,10,6,0,0,5
CUERNAVACA,190,BASICA,614,191,56,91,20,5,8,0,0,15
CUERNAVACA,190,CONTIGUA 1,615,150,73,90,13,9,4,0,0,6
CUERNAVACA,190,CONTIGUA 2,615,182,60,110,16,8,4,0,0,12
CUERNAVACA,190,CONTIGUA 3,615,179,61,105,16,7,5,0,0,13
CUERNAVACA,191,BASICA,525,139,72,82,14,13,5,0,0,5
CUERNAVACA,191,CONTIGUA 1,526,136,60,71,11,7,2,0,0,8
CUERNAVACA,191,CONTIGUA 2,526,131,74,87,14,3,3,0,0,4
CUERNAVACA,192,BASICA,658,185,80,128,27,16,4,0,0,11
CUERNAVACA,192,CONTIGUA 1,659,193,68,124,27,6,4,0,0,6
CUERNAVACA,192,CONTIGUA 2,659,171,64,132,24,11,3,0,0,7
CUERNAVACA,193,BASICA,618,134,94,121,25,10,1,0,1,6
CUERNAVACA,193,CONTIGUA 1,618,167,93,103,14,16,7,0,0,9
CUERNAVACA,193,CONTIGUA 2,618,147,113,118,23,11,6,0,0,10
CUERNAVACA,193,CONTIGUA 3,619,183,69,108,21,8,6,0,2,6
CUERNAVACA,194,BASICA,685,176,82,124,33,12,8,0,0,13
CUERNAVACA,194,CONTIGUA 1,685,155,85,119,26,10,3,0,2,4
CUERNAVACA,194,CONTIGUA 2,685,138,117,126,28,8,7,0,0,13
CUERNAVACA,194,CONTIGUA 3,685,150,89,120,30,13,8,0,0,8
CUERNAVACA,195,BASICA,601,172,52,119,10,4,2,0,0,8
CUERNAVACA,195,CONTIGUA 1,602,164,79,87,12,12,9,0,3,8
CUERNAVACA,195,CONTIGUA 2,602,192,58,87,9,7,6,0,3,12
CUERNAVACA,196,BASICA,683,174,82,92,18,14,7,0,3,5
CUERNAVACA,196,CONTIGUA 1,683,164,75,109,23,11,6,0,2,7
CUERNAVACA,196,CONTIGUA 2,683,176,68,107,19,5,3,0,3,9
CUERNAVACA,197,BASICA,669,187,74,145,11,7,3,0,0,4
CUERNAVACA,197,CONTIGUA 1,669,186,80,122,12,11,8,0,0,8
CUERNAVACA,197,CONTIGUA 2,669,192,59,118,12,8,4,0,0,10
CUERNAVACA,197,CONTIGUA 3,669,209,66,115,13,19,5,0,0,12
CUERNAVACA,198,BASICA,745,,,,,,,,,
CUERNAVACA,198,CONTIGUA 1,746,187,72,136,34,13,7,0,0,14
CUERNAVACA,199,BASICA,714,,,,,,,,,
CUERNAVACA,199,CONTIGUA 1,714,167,78,136,18,7,9,0,1,10
CUERNAVACA,199,CONTIGUA 2,715,194,80,120,25,9,8,0,0,5
CUERNAVACA,200,BASICA,613,172,71,97,24,14,6,0,0,5
CUERNAVACA,200,CONTIGUA 1,613,167,68,125,17,12,4,0,0,10
CUERNAVACA,201,BASICA,682,189,59,95,18,15,15,0,1,18
CUERNAVACA,201,CONTIGUA 1,683,177,100,115,13,10,4,0,0,15
CUERNAVACA,202,BASICA,701,185,80,137,15,11,1,0,0,16
CUERNAVACA,202,CONTIGUA 1,701,171,86,121,8,17,8,0,1,6
CUERNAVACA,202,CONTIGUA 2,701,196,103,119,7,6,5,0,0,15
CUERNAVACA,203,BASICA,636,154,89,124,13,11,7,0,0,16
CUERNAVACA,203,CONTIGUA 1,637,160,70,137,18,8,0,0,0,13
CUERNAVACA,204,BASICA,667,157,75,134,12,8,7,0,0,7
CUERNAVACA,204,CONTIGUA 1,668,180,87,112,21,9,9,0,0,11
CUERNAVACA,204,CONTIGUA 2,668,202,68,126,14,11,11,0,0,15
CUERNAVACA,205,BASICA,735,216,79,145,14,13,10,0,0,16
CUERNAVACA,205,CONTIGUA 1,736,213,113,153,0,4,6,0,0,9
CUERNAVACA,205,CONTIGUA 2,736,211,98,151,5,9,13,0,0,15
CUERNAVACA,206,BASICA,504,128,94,93,9,6,4,0,1,12
CUERNAVACA,206,CONTIGUA 1,504,156,91,75,10,6,2,0,0,11
CUERNAVACA,206,CONTIGUA 2,505,149,77,110,8,5,3,0,0,6
CUERNAVACA,207,BASICA,655,182,91,72,12,10,9,0,0,14
CUERNAVACA,207,CONTIGUA 1,656,200,110,65,20,5,6,0,0,11
CUERNAVACA,207,CONTIGUA 2,656,196,106,62,24,8,8,0,0,9
CUERNAVACA,208,BASICA,614,205,119,74,12,8,2,0,1,11
CUERNAVACA,208,CONTIGUA 1,614,210,88,60,11,6,6,0,0,13
CUERNAVACA,208,CONTIGUA 2,614,211,86,78,7,8,3,0,0,6
CUERNAVACA,209,BASICA,746,234,70,96,22,8,7,0,2,17
CUERNAVACA,209,CONTIGUA 1,747,234,57,110,24,11,11,0,0,7
CUERNAVACA,210,BASICA,524,189,58,88,7,3,15,0,0,6
CUERNAVACA,210,CONTIGUA 1,525,175,57,98,10,9,13,0,1,6
CUERNAVACA,211,BASICA,553,184,62,89,9,9,11,0,0,5
CUERNAVACA,211,CONTIGUA 1,554,160,65,86,12,5,4,0,3,7
CUERNAVACA,212,BASICA,750,158,87,130,17,10,8,0,0,6
CUERNAVACA,212,CONTIGUA 1,750,167,110,196,14,6,8,0,0,6
CUERNAVACA,213,BASICA,558,122,88,85,13,7,2,0,0,19
CUERNAVACA,213,CONTIGUA 1,558,120,98,96,19,13,2,0,0,8
CUERNAVACA,213,CONTIGUA 2,559,117,79,85,15,8,4,0,0,10
CUERNAVACA,214,BASICA,617,160,103,86,14,2,33,0,0,7
CUERNAVACA,214,CONTIGUA 1,617,132,100,116,13,7,20,0,1,8
CUERNAVACA,214,CONTIGUA 2,618,154,77,100,10,9,20,0,0,11
CUERNAVACA,215,BASICA,647,139,101,105,26,8,4,0,0,16
CUERNAVACA,215,CONTIGUA 1,648,128,122,86,26,11,3,0,0,5
CUERNAVACA,216,BASICA,680,234,87,104,9,18,8,0,0,5
CUERNAVACA,216,CONTIGUA 1,680,227,84,106,15,15,2,0,0,7
CUERNAVACA,217,BASICA,441,154,42,87,6,8,5,0,0,3
CUERNAVACA,217,CONTIGUA 1,441,140,60,69,8,7,4,0,0,8
CUERNAVACA,218,BASICA,464,137,45,77,9,10,7,0,0,8
CUERNAVACA,218,CONTIGUA 1,465,149,63,83,8,6,10,0,0,6
CUERNAVACA,219,BASICA,557,165,52,92,16,8,8,0,0,10
CUERNAVACA,219,CONTIGUA 1,558,144,59,104,8,7,5,0,0,12
CUERNAVACA,219,CONTIGUA 2,558,172,56,89,16,10,6,0,1,6
CUERNAVACA,220,BASICA,672,199,77,106,18,4,10,0,0,12
CUERNAVACA,220,CONTIGUA 1,672,216,64,105,14,6,7,0,0,23
CUERNAVACA,220,CONTIGUA 2,672,223,70,100,15,8,11,0,0,6
CUERNAVACA,220,GEOGRAFICA 1,721,165,87,120,12,8,5,0,2,13
CUERNAVACA,220,GEOGRAFICA 2,722,192,45,70,10,2,2,0,0,5
CUERNAVACA,221,BASICA,710,158,87,98,18,7,12,0,0,10
CUERNAVACA,221,CONTIGUA 1,710,128,81,134,19,8,8,0,0,9
CUERNAVACA,222,BASICA,611,112,54,111,15,12,2,0,0,16
CUERNAVACA,222,CONTIGUA 1,611,128,49,132,8,6,3,0,0,12
CUERNAVACA,222,CONTIGUA 2,611,,,,,,,,,
CUERNAVACA,222,CONTIGUA 3,612,114,61,119,10,7,5,0,0,11
CUERNAVACA,222,CONTIGUA 4,612,107,67,141,12,6,3,0,0,11
CUERNAVACA,223,BASICA,619,130,74,103,15,10,2,0,0,14
CUERNAVACA,223,CONTIGUA 1,620,132,66,109,10,7,4,0,0,11
CUERNAVACA,224,BASICA,704,129,94,107,18,8,3,0,0,17
CUERNAVACA,224,CONTIGUA 1,704,,,,,,,,,
CUERNAVACA,225,BASICA,620,125,88,110,19,10,4,0,0,1
CUERNAVACA,225,CONTIGUA 1,621,134,70,120,20,8,3,0,1,21
CUERNAVACA,226,BASICA,653,120,64,115,16,16,3,0,0,10
CUERNAVACA,226,CONTIGUA 1,653,144,62,109,15,9,4,0,1,9
CUERNAVACA,227,BASICA,628,124,78,110,18,12,3,0,0,11
CUERNAVACA,227,CONTIGUA 1,628,124,79,104,20,3,4,0,0,10
CUERNAVACA,227,CONTIGUA 2,629,147,78,104,15,5,4,0,0,2
CUERNAVACA,228,BASICA,657,246,69,100,16,9,7,0,1,4
CUERNAVACA,229,BASICA,476,136,64,83,13,8,3,0,0,7
CUERNAVACA,229,CONTIGUA 1,477,143,69,81,7,7,6,0,1,6
CUERNAVACA,230,BASICA,582,215,63,91,12,10,11,0,0,5
CUERNAVACA,230,CONTIGUA 1,583,235,57,75,13,10,6,0,0,7
CUERNAVACA,230,CONTIGUA 2,583,194,74,104,12,9,4,0,0,8
CUERNAVACA,231,BASICA,491,165,70,63,4,10,5,0,0,7
CUERNAVACA,231,CONTIGUA 1,491,174,69,69,9,14,6,0,0,3
CUERNAVACA,232,BASICA,606,197,92,105,16,5,10,0,1,7
CUERNAVACA,232,CONTIGUA 1,607,188,78,104,11,5,5,0,0,6
CUERNAVACA,232,CONTIGUA 2,607,231,88,119,14,8,8,0,0,4
CUERNAVACA,233,BASICA,532,172,80,95,7,9,5,0,0,5
CUERNAVACA,233,CONTIGUA 1,533,171,77,83,7,10,5,0,0,3
CUERNAVACA,234,BASICA,493,187,46,71,8,7,6,0,1,4
CUERNAVACA,234,CONTIGUA 1,493,174,37,87,11,17,8,0,5,0
CUERNAVACA,235,BASICA,598,43,116,64,9,5,2,0,0,4
CUERNAVACA,235,CONTIGUA 1,599,56,94,56,7,3,2,0,3,5
CUERNAVACA,236,BASICA,577,191,77,90,16,8,15,0,1,7
CUERNAVACA,237,BASICA,559,191,60,90,12,9,6,0,0,9
CUERNAVACA,237,CONTIGUA 1,559,177,66,76,15,7,8,0,0,11
CUERNAVACA,238,BASICA,418,143,34,59,17,7,10,0,0,5
CUERNAVACA,238,CONTIGUA 1,418,145,37,73,11,7,6,0,0,3
CUERNAVACA,239,BASICA,699,244,105,111,20,10,17,0,2,6
CUERNAVACA,239,CONTIGUA 1,699,258,81,126,24,12,6,0,1,9
CUERNAVACA,239,CONTIGUA 2,700,251,67,109,25,12,12,0,1,3
CUERNAVACA,239,CONTIGUA 3,700,231,102,110,14,12,11,0,0,7
CUERNAVACA,239,CONTIGUA 4,700,267,85,103,20,8,7,0,0,3
CUERNAVACA,239,CONTIGUA 5,700,266,76,123,11,11,8,0,2,3
CUERNAVACA,239,CONTIGUA 6,700,241,66,131,15,13,7,0,1,7
CUERNAVACA,240,BASICA,564,186,57,115,19,4,8,0,0,4
CUERNAVACA,240,CONTIGUA 1,564,198,50,111,17,6,11,0,0,4
CUERNAVACA,240,CONTIGUA 2,565,198,55,114,13,9,6,0,0,9
CUERNAVACA,241,BASICA,732,201,84,145,11,7,6,0,0,10
CUERNAVACA,241,CONTIGUA 1,732,199,81,135,13,13,7,0,0,9
CUERNAVACA,242,BASICA,648,163,69,91,14,8,9,0,1,13
CUERNAVACA,242,CONTIGUA 1,648,186,57,100,19,10,5,0,2,5
CUERNAVACA,243,BASICA,661,170,114,93,17,9,12,0,0,10
CUERNAVACA,244,BASICA,588,172,68,102,19,11,11,0,1,7
CUERNAVACA,244,CONTIGUA 1,589,188,59,107,20,9,6,0,0,6
CUERNAVACA,245,BASICA,455,151,28,72,17,1,2,0,0,6
CUERNAVACA,245,CONTIGUA 1,455,137,43,95,12,0,1,0,0,4
CUERNAVACA,246,BASICA,654,160,112,110,13,9,2,0,0,17
CUERNAVACA,246,CONTIGUA 1,654,159,100,123,10,11,3,0,0,4
CUERNAVACA,247,BASICA,622,190,76,118,10,11,7,0,0,9
CUERNAVACA,247,CONTIGUA 1,622,200,70,94,10,15,5,0,0,6
CUERNAVACA,248,BASICA,522,176,58,94,12,7,5,0,0,7
CUERNAVACA,248,CONTIGUA 1,523,158,70,119,8,5,3,0,1,5
CUERNAVACA,248,CONTIGUA 2,523,179,85,87,13,7,2,0,0,6
CUERNAVACA,249,BASICA,596,228,75,88,25,13,6,0,0,3
CUERNAVACA,250,BASICA,589,248,51,92,11,9,4,0,0,4
CUERNAVACA,250,CONTIGUA 1,590,225,69,86,12,8,9,0,0,6
CUERNAVACA,251,BASICA,424,173,33,45,9,7,5,0,0,4
CUERNAVACA,251,CONTIGUA 1,424,170,39,39,7,7,5,0,0,1
CUERNAVACA,252,BASICA,646,185,66,115,11,5,5,0,0,0
CUERNAVACA,252,CONTIGUA 1,647,170,70,98,13,16,4,0,1,1
CUERNAVACA,253,BASICA,655,142,58,137,21,13,2,0,0,9
CUERNAVACA,253,CONTIGUA 1,655,141,62,101,24,10,3,0,0,13
CUERNAVACA,254,BASICA,749,139,73,144,24,9,5,0,1,17
CUERNAVACA,254,CONTIGUA 1,749,145,72,156,26,7,5,0,0,14
CUERNAVACA,255,BASICA,711,172,74,105,20,7,2,0,0,12
CUERNAVACA,255,CONTIGUA 1,712,187,80,98,17,8,4,0,2,14
CUERNAVACA,255,CONTIGUA 2,712,168,73,116,9,8,3,0,1,9
CUERNAVACA,256,BASICA,583,128,69,143,13,9,7,0,0,6
CUERNAVACA,256,CONTIGUA 1,583,144,66,121,6,5,0,0,2,2
CUERNAVACA,256,CONTIGUA 2,583,141,101,106,7,7,3,0,0,10
CUERNAVACA,257,BASICA,720,173,91,125,19,13,10,0,0,4
CUERNAVACA,257,CONTIGUA 1,720,186,108,126,5,10,11,0,0,9
CUERNAVACA,257,CONTIGUA 2,720,156,107,144,8,19,4,0,0,13
CUERNAVACA,257,CONTIGUA 3,720,144,109,152,8,10,7,0,0,12
CUERNAVACA,257,CONTIGUA 4,721,164,97,149,9,8,5,0,0,9
CUERNAVACA,258,BASICA,650,139,132,115,8,11,3,0,0,8
CUERNAVACA,259,BASICA,533,135,86,97,19,14,13,0,1,4
CUERNAVACA,260,BASICA,400,114,69,79,10,11,4,0,0,4
CUERNAVACA,260,CONTIGUA 1,401,102,66,84,7,6,6,0,0,5
CUERNAVACA,261,BASICA,557,158,70,139,10,10,5,0,0,4
CUERNAVACA,262,BASICA,408,168,46,40,7,12,3,0,0,0
CUERNAVACA,262,CONTIGUA 1,408,167,33,57,4,11,3,0,0,6
CUERNAVACA,263,BASICA,522,210,49,59,16,8,2,0,0,8
CUERNAVACA,263,CONTIGUA 1,522,167,65,52,16,7,5,0,0,7
CUERNAVACA,264,BASICA,439,181,62,51,10,6,9,0,0,2
CUERNAVACA,264,CONTIGUA 1,439,175,58,67,7,4,4,0,0,5
CUERNAVACA,265,BASICA,705,288,66,81,21,21,6,0,0,6
CUERNAVACA,266,BASICA,441,192,45,70,11,2,2,0,0,5
CUERNAVACA,266,CONTIGUA 1,441,157,57,76,15,7,1,0,0,0
CUERNAVACA,267,BASICA,583,185,53,105,14,7,2,0,0,5
CUERNAVACA,267,CONTIGUA 1,583,186,61,116,10,12,4,0,0,6
CUERNAVACA,267,CONTIGUA 2,583,216,78,85,12,13,5,0,0,5
CUERNAVACA,268,BASICA,603,197,78,92,9,7,6,0,0,12
CUERNAVACA,268,CONTIGUA 1,603,204,76,96,7,7,4,0,0,7
CUERNAVACA,269,BASICA,604,177,79,102,16,10,5,0,0,6
CUERNAVACA,269,CONTIGUA 1,604,177,98,88,14,16,7,0,0,9
CUERNAVACA,270,BASICA,737,238,97,124,15,10,11,0,0,8
CUERNAVACA,271,BASICA,510,178,58,91,17,4,6,0,4,4
CUERNAVACA,271,CONTIGUA 1,510,158,63,75,11,8,12,0,0,9
CUERNAVACA,272,BASICA,568,124,66,96,16,12,2,0,0,16
CUERNAVACA,272,CONTIGUA 1,568,157,59,88,16,10,1,0,2,9
CUERNAVACA,272,CONTIGUA 2,568,151,61,78,12,13,4,0,0,0
CUERNAVACA,272,CONTIGUA 3,569,147,65,100,15,2,6,0,0,2
CUERNAVACA,273,BASICA,600,171,86,122,25,7,6,0,0,9
CUERNAVACA,273,CONTIGUA 1,600,172,66,101,10,12,6,0,0,16
CUERNAVACA,274,BASICA,526,110,81,69,13,6,5,0,0,4
CUERNAVACA,274,CONTIGUA 1,526,,,,,,,,,
CUERNAVACA,274,CONTIGUA 2,527,,,,,,,,,
CUERNAVACA,275,BASICA,563,176,79,95,14,6,6,0,0,7
CUERNAVACA,275,CONTIGUA 1,564,194,61,93,4,7,6,0,0,11
CUERNAVACA,276,BASICA,562,168,82,97,11,0,9,0,1,4
CUERNAVACA,276,CONTIGUA 1,563,173,101,92,4,8,6,0,0,2
CUERNAVACA,277,BASICA,737,226,94,134,15,6,6,0,0,13
CUERNAVACA,278,BASICA,455,164,56,69,14,5,5,0,0,1
CUERNAVACA,278,CONTIGUA 1,455,117,96,92,10,4,6,0,0,4
CUERNAVACA,279,BASICA,689,243,78,114,12,11,7,0,0,10
CUERNAVACA,279,CONTIGUA 1,690,237,64,119,11,10,5,0,0,6
CUERNAVACA,280,BASICA,381,144,40,56,5,4,2,0,0,6
CUERNAVACA,281,BASICA,530,198,52,58,10,14,8,0,0,5
CUERNAVACA,281,CONTIGUA 1,531,201,43,69,15,5,7,0,1,4
CUERNAVACA,282,BASICA,515,126,64,113,9,5,3,0,0,14
CUERNAVACA,282,CONTIGUA 1,515,,,,,,,,,
CUERNAVACA,282,CONTIGUA 2,516,102,83,105,10,8,4,0,1,6
CUERNAVACA,283,BASICA,693,184,101,144,13,8,5,0,0,6
CUERNAVACA,283,CONTIGUA 1,694,163,125,150,15,7,3,0,0,6
CUERNAVACA,284,BASICA,568,121,106,118,3,11,3,0,0,10
CUERNAVACA,284,CONTIGUA 1,568,114,117,86,8,10,4,0,0,13
CUERNAVACA,284,CONTIGUA 2,568,135,94,92,9,4,1,0,0,9
CUERNAVACA,285,BASICA,606,147,118,106,14,13,3,0,0,12
CUERNAVACA,285,CONTIGUA 1,606,151,113,121,10,12,6,0,1,4
CUERNAVACA,286,BASICA,655,147,98,144,8,6,4,0,1,7
CUERNAVACA,286,CONTIGUA 1,655,171,98,131,18,8,5,0,0,12
CUERNAVACA,287,BASICA,634,150,73,108,17,10,3,0,0,10
CUERNAVACA,287,CONTIGUA 1,635,167,90,131,10,17,7,0,0,4
CUERNAVACA,288,BASICA,635,120,75,125,16,12,2,0,0,7
CUERNAVACA,288,CONTIGUA 1,635,124,78,135,14,4,3,0,0,0
CUERNAVACA,288,CONTIGUA 2,635,133,90,116,18,6,5,0,0,6
CUERNAVACA,289,BASICA,677,224,67,122,15,15,13,0,1,8
CUERNAVACA,290,BASICA,633,183,71,150,10,6,7,0,1,12
CUERNAVACA,290,CONTIGUA 1,634,181,74,131,14,7,6,0,0,7
CUERNAVACA,290,CONTIGUA 2,634,233,72,113,15,6,4,0,0,3
CUERNAVACA,291,BASICA,735,260,101,113,18,13,9,0,3,3
CUERNAVACA,292,BASICA,639,134,95,130,20,13,3,0,1,6
CUERNAVACA,292,CONTIGUA 1,640,,,,,,,,,
CUERNAVACA,292,CONTIGUA 2,640,,,,,,,,,
CUERNAVACA,293,BASICA,619,235,49,98,10,16,8,0,0,8
CUERNAVACA,294,BASICA,542,152,70,83,15,12,4,0,2,6
CUERNAVACA,294,CONTIGUA 1,542,136,95,79,5,6,3,0,1,4
CUERNAVACA,295,BASICA,384,135,64,52,11,7,1,0,1,5
CUERNAVACA,295,CONTIGUA 1,385,115,65,42,7,2,1,0,0,7
CUERNAVACA,296,BASICA,460,,,,,,,,,
CUERNAVACA,296,CONTIGUA 1,460,97,61,81,4,6,0,0,0,4
CUERNAVACA,297,BASICA,532,107,79,104,9,7,6,0,0,9
CUERNAVACA,297,CONTIGUA 1,532,129,82,84,7,4,5,0,1,9
CUERNAVACA,298,BASICA,450,97,84,88,7,11,3,0,0,7
CUERNAVACA,298,CONTIGUA 1,451,109,84,88,10,3,4,0,0,4
CUERNAVACA,299,BASICA,504,,,,,,,,,
CUERNAVACA,300,BASICA,488,111,92,80,8,6,0,0,0,4
CUERNAVACA,300,CONTIGUA 1,488,142,79,70,5,11,2,0,1,8
CUERNAVACA,301,BASICA,555,157,91,80,6,3,5,0,0,9
CUERNAVACA,301,CONTIGUA 1,556,145,91,114,6,6,4,0,1,6
CUERNAVACA,302,BASICA,611,51,142,99,20,9,1,0,0,20
CUERNAVACA,302,CONTIGUA 1,611,64,112,88,18,5,0,0,3,22
CUERNAVACA,302,CONTIGUA 2,611,55,98,99,14,9,1,0,0,26
CUERNAVACA,303,BASICA,592,171,87,101,12,16,4,0,0,0
CUERNAVACA,303,CONTIGUA 1,592,154,70,91,13,14,3,0,0,3
CUERNAVACA,303,CONTIGUA 2,593,176,63,103,9,7,5,0,0,2
CUERNAVACA,303,CONTIGUA 3,593,191,60,111,13,9,1,0,0,7
CUERNAVACA,304,BASICA,742,248,106,138,12,10,3,0,0,8
CUERNAVACA,304,CONTIGUA 1,742,246,107,139,11,9,3,0,0,10
CUERNAVACA,305,BASICA,583,139,63,96,9,18,4,0,0,9
CUERNAVACA,305,CONTIGUA 1,583,146,66,114,14,19,3,0,2,4
CUERNAVACA,305,CONTIGUA 2,583,141,77,127,10,12,2,0,0,8
CUERNAVACA,306,BASICA,658,149,73,136,13,7,1,0,0,6
CUERNAVACA,306,CONTIGUA 1,658,193,69,144,11,17,6,0,0,14
CUERNAVACA,307,BASICA,539,137,101,114,11,8,6,0,0,1
CUERNAVACA,307,CONTIGUA 1,539,135,110,107,18,8,2,0,1,7
CUERNAVACA,308,BASICA,650,170,100,132,12,15,5,0,0,6
CUERNAVACA,308,CONTIGUA 1,651,156,116,110,12,14,5,0,0,3
CUERNAVACA,309,BASICA,657,179,88,120,12,11,4,0,0,9
CUERNAVACA,309,CONTIGUA 1,657,159,91,123,10,17,7,0,0,10
CUERNAVACA,309,CONTIGUA 2,657,152,88,116,10,7,7,0,0,6
CUERNAVACA,309,CONTIGUA 3,657,,,,,,,,,
CUERNAVACA,310,BASICA,483,140,71,60,17,15,5,0,3,3
CUERNAVACA,310,CONTIGUA 1,483,153,74,81,11,3,3,0,1,4
CUERNAVACA,311,BASICA,675,181,69,120,19,10,5,0,1,4
CUERNAVACA,311,CONTIGUA 1,675,175,95,136,14,7,5,0,0,6
CUERNAVACA,312,BASICA,602,165,94,99,8,8,2,0,0,4
CUERNAVACA,312,CONTIGUA 1,602,159,94,116,13,12,7,0,0,5
CUERNAVACA,313,BASICA,521,132,79,83,5,1,5,0,2,7
CUERNAVACA,314,BASICA,572,125,102,80,19,9,0,0,0,6
CUERNAVACA,314,CONTIGUA 1,572,96,93,79,9,12,3,0,0,3
CUERNAVACA,315,BASICA,516,139,75,86,14,12,8,0,0,9
CUERNAVACA,315,CONTIGUA 1,516,126,99,84,8,9,7,0,0,10
CUERNAVACA,316,BASICA,632,148,77,122,17,5,3,0,0,16
CUERNAVACA,316,CONTIGUA 1,632,111,73,119,17,11,2,0,0,7
CUERNAVACA,317,BASICA,644,156,95,102,8,8,3,0,0,18
CUERNAVACA,317,CONTIGUA 1,644,173,112,109,14,12,6,0,0,7
CUERNAVACA,317,CONTIGUA 2,645,129,84,95,13,14,5,0,1,22
CUERNAVACA,318,BASICA,505,108,75,73,11,8,2,0,2,9
CUERNAVACA,318,CONTIGUA 1,505,99,90,67,12,8,4,0,2,14
CUERNAVACA,318,CONTIGUA 2,505,98,77,73,6,25,3,0,0,12
CUERNAVACA,319,BASICA,465,138,71,98,4,8,5,0,0,6
CUERNAVACA,320,BASICA,676,163,103,115,13,9,9,0,1,7
CUERNAVACA,320,CONTIGUA 1,677,190,96,119,10,11,7,0,0,13
CUERNAVACA,320,CONTIGUA 2,677,179,104,108,8,19,4,0,0,17
CUERNAVACA,321,BASICA,586,151,78,128,4,6,5,0,0,9
CUERNAVACA,321,CONTIGUA 1,586,148,68,137,3,14,5,0,0,6
CUERNAVACA,322,BASICA,620,179,90,119,13,12,7,0,1,4
CUERNAVACA,322,CONTIGUA 1,620,183,86,109,14,14,11,0,1,5
CUERNAVACA,323,BASICA,583,126,70,102,12,9,3,0,1,6
CUERNAVACA,324,BASICA,572,147,91,80,9,7,4,0,0,6
CUERNAVACA,324,CONTIGUA 1,572,155,90,75,13,8,5,0,1,10
CUERNAVACA,325,BASICA,446,128,58,68,17,2,7,0,0,5
CUERNAVACA,326,BASICA,315,76,50,46,5,7,7,0,0,7
CUERNAVACA,327,BASICA,548,169,69,106,7,6,3,0,0,3
CUERNAVACA,327,CONTIGUA 1,548,184,74,92,18,10,5,0,1,2
CUERNAVACA,328,BASICA,466,140,72,68,7,11,6,0,1,8
CUERNAVACA,328,CONTIGUA 1,466,154,72,77,7,9,3,0,0,9
CUERNAVACA,329,BASICA,704,286,99,71,10,9,9,0,1,5
CUERNAVACA,330,BASICA,504,180,56,87,18,11,2,0,0,2
CUERNAVACA,330,CONTIGUA 1,505,172,60,86,5,13,7,0,0,6
CUERNAVACA,331,BASICA,451,128,69,98,14,8,2,0,0,3
CUERNAVACA,331,CONTIGUA 1,452,128,59,93,14,3,1,0,0,6
CUERNAVACA,332,BASICA,529,111,99,96,6,9,3,0,0,7
CUERNAVACA,332,CONTIGUA 1,529,126,86,103,8,4,1,0,0,9
CUERNAVACA,332,CONTIGUA 2,530,107,76,119,9,9,3,0,0,5
CUERNAVACA,333,BASICA,637,179,96,100,12,8,7,0,0,10
CUERNAVACA,333,CONTIGUA 1,638,148,98,118,17,4,2,0,0,8
CUERNAVACA,333,CONTIGUA 2,638,150,92,122,13,5,1,0,1,8
CUERNAVACA,334,BASICA,594,129,90,133,5,10,6,0,0,6
CUERNAVACA,334,CONTIGUA 1,595,153,67,113,4,12,3,0,1,6
CUERNAVACA,334,CONTIGUA 2,595,128,84,135,6,6,0,0,0,0
CUERNAVACA,335,BASICA,582,171,65,115,9,10,1,0,0,9
