,Municipio,Seccion,Casilla,PAN,PRI,PRD,PT,PVEM,PC,PCD,PSN,PARM,PAS,PDS,Validos,Nulos,Lista Nominal
,CAJEME,849,0849 Básica,164,471,240,7,0,0,7,0,0,0,2,891,16,1463
,CAJEME,850,0850 Básica,62,205,120,7,0,0,2,0,0,0,0,396,9,636
,CAJEME,851,0851 Básica,79,268,169,7,0,0,0,0,0,0,3,526,9,817
,CAJEME,852,0852 Básica,125,227,141,8,0,0,1,0,0,0,1,503,6,743
,CAJEME,853,0853 Básica,84,313,232,15,0,0,2,0,1,0,0,647,5,934
,CAJEME,854,0854 Básica,70,266,178,12,0,0,1,0,1,0,0,528,7,776
,CAJEME,855,0855 Básica,124,382,212,24,0,0,0,0,0,0,5,747,5,1128
,CAJEME,856,0856 Básica,258,325,240,10,0,0,1,0,2,0,5,841,33,1303
,CAJEME,857,0857 Básica,145,499,531,17,0,0,1,0,1,0,0,1194,16,1920
,CAJEME,858,0858 Básica,50,155,185,9,0,0,0,0,0,0,0,399,4,695
,CAJEME,859,0859 Básica,111,287,184,10,0,0,1,0,2,0,1,596,8,931
,CAJEME,860,0860 Básica,108,227,187,11,0,0,2,0,1,0,2,538,10,873
,CAJEME,861,0861 Básica,125,391,273,9,0,0,1,0,0,0,1,800,10,1250
,CAJEME,862,0862 Básica,141,291,223,10,0,0,0,0,1,0,1,667,5,1092
,CAJEME,863,0863 Básica,89,314,247,7,0,0,0,0,1,0,1,659,21,1120
,CAJEME,864,0864 Básica,157,255,210,8,0,0,1,0,0,0,0,631,14,1075
,CAJEME,865,0865 Básica,124,366,202,19,0,0,4,0,0,0,2,717,13,1092
,CAJEME,866,0866 Básica,92,241,257,14,0,0,0,0,1,0,3,608,14,1126
,CAJEME,867,0867 Básica,132,384,326,10,0,0,0,0,0,0,0,852,20,1387
,CAJEME,868,0868 Básica,82,265,173,11,0,0,0,0,0,0,4,535,6,856
,CAJEME,869,0869 Básica,61,253,181,11,0,0,2,0,0,0,0,508,13,866
,CAJEME,870,0870 Básica,97,317,179,12,0,0,0,0,0,0,0,605,8,861
,CAJEME,871,0871 Básica,156,255,252,17,0,0,0,0,0,0,0,680,15,1239
,CAJEME,872,0872 Básica,104,275,183,14,0,0,0,0,1,0,2,579,10,967
,CAJEME,873,0873 Básica,128,309,188,15,0,0,1,0,2,0,2,645,14,1038
,CAJEME,874,0874 Básica,75,234,153,8,0,0,0,0,0,0,2,472,8,730
,CAJEME,875,0875 Básica,108,357,323,15,0,0,3,0,2,0,3,811,16,1356
,CAJEME,876,0876 Básica,36,135,142,6,0,0,1,0,0,0,0,320,7,550
,CAJEME,877,0877 Básica,55,111,118,3,0,0,1,0,1,0,0,289,5,567
,CAJEME,878,0878 Básica,108,208,188,7,0,0,0,0,0,0,0,511,15,873
,CAJEME,879,0879 Básica,119,238,195,15,0,0,1,0,4,0,0,572,9,930
,CAJEME,880,0880 Básica ,123,299,165,12,0,0,0,0,0,0,2,601,16,1111
,CAJEME,881,0881 Básica,102,346,218,9,0,0,3,0,1,0,3,682,16,1127
,CAJEME,882,0882 Básica,121,361,191,13,0,0,0,0,1,0,1,688,10,1040
,CAJEME,883,0883 Básica,134,340,295,10,0,0,0,0,1,0,0,780,10,1189
,CAJEME,884,0884 Básica,104,311,229,9,0,0,1,0,1,0,2,657,12,1021
,CAJEME,885,0885 Básica,125,321,263,13,0,0,0,0,0,0,0,722,15,1308
,CAJEME,886,0886 Básica,88,269,237,11,0,0,0,0,0,0,3,608,6,1038
,CAJEME,887,0887 Básica,107,311,303,9,0,0,0,0,1,0,2,733,12,1235
,CAJEME,888,0888 Básica,100,370,426,9,0,0,0,0,0,0,8,913,18,1700
,CAJEME,889,0889 Básica,60,264,359,7,0,0,0,0,0,0,1,691,14,1177
,CAJEME,890,0890 Básica,121,267,329,13,0,0,2,0,1,0,1,734,29,1473
,CAJEME,891,0891 Básica,78,201,207,9,0,0,1,0,0,0,1,497,11,899
,CAJEME,892,0892 Básica,82,153,180,4,0,0,0,0,3,0,0,422,8,790
,CAJEME,893,0893 Básica,139,229,204,3,0,0,0,0,2,0,1,578,24,1041
,CAJEME,894,0894 Básica,64,244,223,7,0,0,0,0,0,0,1,539,10,809
,CAJEME,895,0895 Básica,66,239,160,9,0,0,0,0,0,0,0,474,4,717
,CAJEME,896,0896 Básica,96,320,223,5,0,0,1,0,0,0,1,646,7,989
,CAJEME,897,0897 Básica,87,287,201,10,0,0,0,0,6,0,3,594,10,953
,CAJEME,898,0898 Básica,120,293,230,7,0,0,0,0,0,0,2,652,4,943
,CAJEME,899,0899 Básica,106,344,211,12,0,0,0,0,1,0,1,675,5,946
,CAJEME,900,0900 Básica,98,203,227,5,0,0,0,0,0,0,0,533,18,870
,CAJEME,901,0901 Básica,86,327,326,12,0,0,3,0,2,0,0,756,9,1406
,CAJEME,902,0902 Básica,56,232,223,19,0,0,0,0,1,0,1,532,8,921
,CAJEME,903,0903 Básica,51,171,247,5,0,0,0,0,1,0,0,475,18,813
,CAJEME,904,0904 Básica,50,151,214,7,0,0,0,0,0,0,1,423,18,739
,CAJEME,905,0905 Básica,45,193,208,9,0,0,0,0,1,0,0,456,26,832
,CAJEME,906,0906 Básica,98,269,376,11,0,0,2,0,1,0,0,757,16,1416
,CAJEME,907,0907 Básica,133,297,467,22,0,0,0,0,0,0,0,919,24,1742
,CAJEME,908,0908 Básica,130,259,341,13,0,0,0,0,0,0,2,745,22,1407
,CAJEME,909,0909 Básica,95,329,329,3,0,0,1,0,0,0,1,758,15,1310
,CAJEME,910,0910 Básica,104,237,250,10,0,0,1,0,1,0,1,604,10,1052
,CAJEME,911,0911 Básica,105,233,339,10,0,0,0,0,1,0,1,689,17,1316
,CAJEME,912,0912 Básica,85,274,340,8,0,0,0,0,0,0,0,707,15,1328
,CAJEME,913,0913 Básica,105,240,250,8,0,0,1,0,1,0,0,605,23,1012
,CAJEME,914,0914 Básica,83,166,219,8,0,0,1,0,1,0,0,478,26,911
,CAJEME,915,0915 Básica,78,209,227,13,0,0,0,0,1,0,0,528,14,966
,CAJEME,916,0916 Básica,83,434,376,14,0,0,0,0,0,0,2,909,3,1496
,CAJEME,917,0917 Básica,75,238,189,7,0,0,1,0,0,0,2,512,3,717
,CAJEME,918,0918 Básica*,186,283,332,7,0,0,3,0,1,0,3,815,23,761
,CAJEME,919,0919 Básica,148,279,378,10,0,0,1,0,0,0,3,819,21,1594
,CAJEME,920,0920 Básica,94,215,214,15,0,0,0,0,0,0,0,538,19,976
,CAJEME,921,0921 Básica,90,236,278,7,0,0,1,0,0,0,0,612,12,1241
,CAJEME,922,0922 Básica,83,311,272,11,0,0,0,0,0,0,0,677,8,1024
,CAJEME,923,0923 Básica,53,213,208,9,0,0,1,0,1,0,0,485,4,724
,CAJEME,924,0924 Básica,72,232,196,10,0,0,0,0,0,0,1,511,6,820
,CAJEME,925,0925 Básica,91,256,227,16,0,0,1,0,0,0,0,591,9,883
,CAJEME,926,0926 Básica,74,214,219,3,0,0,1,0,0,0,1,512,8,898
,CAJEME,927,0927 Básica,87,191,225,12,0,0,0,0,0,0,0,515,12,892
,CAJEME,928,0928 Básica,79,202,233,6,0,0,1,0,1,0,2,524,16,947
,CAJEME,929,0929 Básica,78,260,238,11,0,0,1,0,2,0,0,590,9,967
,CAJEME,930,0930 Básica,98,294,266,20,0,0,0,0,0,0,0,678,11,1080
,CAJEME,931,0931 Básica,70,216,216,14,0,0,0,0,1,0,0,517,6,803
,CAJEME,932,0932 Básica,58,273,217,11,0,0,0,0,0,0,1,560,11,935
,CAJEME,933,0933 Básica,2,66,94,1,0,0,0,0,0,0,0,163,1,299
,CAJEME,934,0934 Básica,10,119,89,5,0,0,0,0,0,0,1,224,10,341
,CAJEME,935,0935 Básica,83,213,98,7,0,0,0,0,0,0,0,401,19,663
,CAJEME,936,0936 Básica,37,227,157,3,0,0,1,0,0,0,0,425,13,807
,CAJEME,936,0936 Extraordinaria,78,143,89,6,0,0,1,0,0,0,0,317,9,566
,CAJEME,937,0937 Básica,124,386,275,3,0,0,2,0,2,0,0,792,11,1485
,CAJEME,938,0938 Básica,83,197,100,2,0,0,0,0,0,0,0,382,5,701
,CAJEME,939,0939 Básica,109,281,233,4,0,0,0,0,0,0,0,627,18,1304
,CAJEME,940,0940 Básica,128,369,328,4,0,0,1,0,0,0,0,830,12,1605
,CAJEME,941,0941 Básica,70,169,118,7,0,0,0,0,0,0,4,368,6,759
,CAJEME,942,0942 Básica,77,242,208,11,0,0,3,0,1,0,0,542,10,1180
,CAJEME,943,0943 Básica,115,486,310,9,0,0,0,0,2,0,2,924,15,1572
,CAJEME,944,0944 Básica,71,244,186,5,0,0,0,0,0,0,1,507,10,862
,CAJEME,945,0945 Básica,78,360,245,9,0,0,1,0,0,0,0,693,6,1486
,CAJEME,946,0946 Básica,97,295,182,5,0,0,0,0,1,0,1,581,15,1075
,CAJEME,947,0947 Básica,139,339,351,1,0,0,2,0,0,0,0,832,20,1545
,CAJEME,948,0948 Básica,112,308,202,15,0,0,4,0,3,0,1,645,10,1268
,CAJEME,949,0949 Básica,211,642,377,24,0,0,1,0,2,0,2,1259,24,2436
,CAJEME,950,0950 Básica,116,353,173,9,0,0,2,0,0,0,1,654,16,1076
,CAJEME,951,0951 Básica,438,1124,709,25,0,0,1,0,3,0,8,2308,20,4410
,CAJEME,952,0952 Básica,36,105,151,5,0,0,2,0,1,0,0,300,23,674
,CAJEME,953,0953 Básica,30,81,96,2,0,0,0,0,0,0,0,209,7,400
,CAJEME,954,0954 Básica,24,246,235,6,0,0,0,0,0,0,2,513,7,813
,CAJEME,955,0955 Básica,18,121,118,11,0,0,0,0,0,0,0,268,10,526
,CAJEME,956,0956 Básica ,66,181,157,3,0,0,1,0,0,0,0,408,17,940
,CAJEME,957,0957 Básica,94,254,217,10,0,0,0,0,0,0,0,575,12,941
,CAJEME,958,0958 Básica,96,337,236,7,0,0,0,0,1,0,1,678,10,1126
,CAJEME,959,0959 Básica,64,310,209,6,0,0,3,0,1,0,0,593,11,1010
,CAJEME,960,0960 Básica,33,297,224,7,0,0,0,0,0,0,1,562,14,880
,CAJEME,961,0961 Básica,24,260,212,10,0,0,0,0,0,0,1,507,26,919
,CAJEME,962,0962 Básica,24,181,160,12,0,0,0,0,1,0,0,378,13,701
,CAJEME,963,0963 Básica,12,68,127,1,0,0,0,0,0,0,0,208,4,333
,CAJEME,964,0964 Básica,36,377,354,3,0,0,0,0,3,0,0,773,16,1387
,CAJEME,965,0965 Básica,22,255,283,6,0,0,0,0,0,0,0,566,8,815
,CAJEME,966,0966 Básica,81,316,693,10,0,0,0,0,0,0,1,1101,27,2009
,CAJEME,967,0967 Básica,70,146,226,4,0,0,0,0,0,0,0,446,6,875
,CAJEME,968,0968 Básica,78,302,164,18,0,0,0,0,0,0,0,562,23,1039
,CAJEME,969,0969 Básica,65,198,242,2,0,0,0,0,0,0,0,507,17,951
,CAJEME,970,0970 Básica,45,181,273,9,0,0,1,0,1,0,0,510,27,900
,CAJEME,971,0971 Básica,65,238,386,8,0,0,2,0,1,0,4,704,23,1242
,CAJEME,972,0972 Básica,34,159,222,4,0,0,2,0,0,0,1,422,10,807
,CAJEME,973,0973 Básica,32,235,354,5,0,0,0,0,1,0,0,627,43,1214
,CAJEME,974,0974 Básica,30,318,319,4,0,0,0,0,1,0,0,672,24,1156
,CAJEME,975,0975 Básica,66,390,253,2,0,0,2,0,0,0,0,713,7,1242
,CAJEME,976,0976 Básica,72,322,298,2,0,0,2,0,1,0,0,697,33,1336
,CAJEME,977,0977 Básica,58,337,407,5,0,0,0,0,0,0,0,807,17,1431
,CAJEME,978,0978 Básica,97,281,334,6,0,0,2,0,1,0,2,723,42,1425
,CAJEME,979,0979 Básica,57,238,251,2,0,0,1,0,0,0,0,549,14,951
,CAJEME,980,0980 Básica,45,255,331,1,0,0,0,0,0,0,0,632,32,1166
,CAJEME,981,0981 Básica,34,129,218,6,0,0,0,0,0,0,1,388,21,779
,CAJEME,982,0982 Básica,41,90,180,7,0,0,1,0,2,0,4,325,7,565
,CAJEME,983,0983 Básica,16,263,324,6,0,0,2,0,0,0,0,611,19,1188
,CAJEME,984,0984 Básica,10,143,178,1,0,0,0,0,0,0,0,332,10,533
,CAJEME,985,0985 Básica,13,208,124,1,0,0,1,0,0,0,0,347,7,564
,CAJEME,986,0986 Básica,26,295,216,2,0,0,0,0,1,0,2,542,9,970
,CAJEME,987,0987 Básica,29,275,250,3,0,0,1,0,3,0,1,562,16,965
,CAJEME,988,0988 Básica,3,58,77,3,0,0,0,0,1,0,0,142,3,283
,CAJEME,989,0989 Básica,15,89,118,0,0,0,0,0,1,0,0,223,6,452
,CAJEME,990,0990 Básica,4,102,80,0,0,0,0,0,0,0,0,186,5,345
,CAJEME,991,0991 Básica,22,231,231,4,0,0,0,0,1,0,0,489,7,802
,CAJEME,991,0991 Extraordinaria,39,192,351,5,0,0,0,0,2,0,2,591,29,1129
,,,,,,,,,,,,,,,,,
20,CANANEA,70,0070 Básica,490,392,5,0,0,0,0,0,0,2,0,889,15,1284
,CANANEA,71,0071 Básica,483,329,15,0,0,0,0,0,0,3,0,830,12,1314
,CANANEA,72,0072 Básica,558,306,14,0,0,0,0,0,0,0,0,878,20,1363
,CANANEA,73,0073 Básica,648,380,14,0,0,0,0,0,0,3,0,1045,53,1810
,CANANEA,74,0074 Básica,518,397,4,0,0,0,0,0,0,4,0,923,10,1495
,CANANEA,75,0075 Básica,710,505,30,0,0,0,0,0,0,9,0,1254,8,1793
,CANANEA,76,0076 Básica,454,267,8,0,0,0,0,0,0,5,0,734,8,1056
,CANANEA,77,0077 Básica,364,257,9,0,0,0,0,0,0,3,0,633,5,919
,CANANEA,78,0078 Básica,425,272,5,0,0,0,0,0,0,0,0,702,12,1059
,CANANEA,79,0079 Básica,315,230,19,0,0,0,0,0,0,5,0,569,7,810
,CANANEA,80,0080 Básica,308,170,10,0,0,0,0,0,0,3,0,491,7,678
,CANANEA,81,0081 Básica,538,136,9,0,0,0,0,0,0,1,0,684,7,979
,CANANEA,82,0082 Básica,606,365,14,0,0,0,0,0,0,13,0,998,8,1455
,CANANEA,83,0083 Básica,525,332,12,0,0,0,0,0,0,17,0,886,13,1271
,CANANEA,84,0084 Básica,537,355,12,0,0,0,0,0,0,9,0,913,21,1395
,CANANEA,85,0085 Básica,297,167,6,0,0,0,0,0,0,1,0,471,7,648
,CANANEA,86,0086 Básica,89,154,1,0,0,0,0,0,0,2,0,246,9,432
,CANANEA,87,0087 Básica,41,74,0,0,0,0,0,0,0,0,0,115,7,187
,CANANEA,88,0088 Básica,51,174,14,0,0,0,0,0,0,0,0,239,9,439
,,,,,,,,,,,,,,,,,
21,CARBÓ,329,0329 Básica,132,749,39,0,0,0,0,0,0,241,0,1161,34,1934
,CARBÓ,330,0330 Básica,89,358,14,0,0,0,0,0,0,97,0,558,14,878
,,,,,,,,,,,,,,,,,
22,CUCURPE,89,0089 Básica,165,275,0,0,0,0,0,0,0,0,0,440,17,583
,CUCURPE,90,0090 Básica,29,56,0,0,0,0,0,0,0,0,0,85,0,110
,CUCURPE,91,0091 Básica,33,29,0,0,0,0,0,0,0,0,0,62,1,83
,,,,,,,,,,,,,,,,,
23,CUMPAS,92,0092 Básica,34,168,8,0,108,0,0,0,0,0,0,318,8,437
,CUMPAS,93,0093 Básica,84,331,16,0,138,0,0,0,0,0,0,569,9,804
,CUMPAS,94,0094 Básica ,53,299,84,0,128,0,0,0,0,0,0,564,16,830
,CUMPAS,94,0094 Extraordinaria,3,87,1,0,35,0,0,0,0,0,0,126,6,171
,CUMPAS,95,0095 Básica,13,72,9,0,4,0,0,0,0,0,0,98,2,144
,CUMPAS,96,0096 Básica,84,283,3,0,110,0,0,0,0,0,0,480,32,755
,CUMPAS,97,0097 Básica,24,248,6,0,210,0,0,0,0,0,0,488,15,643
,CUMPAS,98,0098 Básica,12,121,4,0,95,0,0,0,0,0,0,232,7,338
,CUMPAS,99,0099 Básica,32,117,3,0,186,0,0,0,0,0,0,338,38,495
,,,,,,,,,,,,,,,,,
24,DIVISADEROS,100,0100 Básica,267,297,0,0,0,0,0,0,0,0,0,564,2,660
,,,,,,,,,,,,,,,,,
25,EMPALME,992,0992 Básica,94,105,303,0,0,0,0,0,0,1,3,506,18,855
,EMPALME,993,0993 Básica,145,52,373,0,1,0,0,0,0,1,0,572,20,888
,EMPALME,994,0994 Básica,167,96,383,0,0,0,0,0,0,0,0,646,29,1066
,EMPALME,995,0995 Básica,192,74,322,0,2,0,0,0,0,3,2,595,28,986
,EMPALME,996,0996 Básica,218,143,395,0,2,0,0,0,0,1,2,761,24,1214
,EMPALME,997,0997 Básica,132,51,230,0,2,0,0,0,0,2,0,417,24,669
,EMPALME,998,0998 Básica,253,169,774,0,3,0,0,0,0,0,4,1203,30,1943
,EMPALME,999,0999 Básica,220,93,449,0,1,0,0,0,0,2,2,767,14,1117
,EMPALME,1000,1000 Básica,261,115,535,0,0,0,0,0,0,0,0,911,18,1439
,EMPALME,1001,1001 Básica,243,88,538,0,0,0,0,0,0,0,0,869,20,1216
,EMPALME,1002,1002 Básica ,190,51,339,0,0,0,0,0,0,0,0,580,15,895
,EMPALME,1003,1003 Básica,189,109,365,0,0,0,0,0,0,3,1,667,10,974
,EMPALME,1004,1004 Básica,225,103,454,0,1,0,0,0,0,2,0,785,20,1212
,EMPALME,1005,1005 Básica *,67,73,99,0,0,0,0,0,0,0,0,239,224,476
,EMPALME,1006,1006 Básica,203,147,234,0,1,0,0,0,0,3,0,588,28,1077
,EMPALME,1007,1007 Básica,195,166,399,0,0,0,0,0,0,0,1,761,6,1095
,EMPALME,1008,1008 Básica,196,137,276,0,2,0,0,0,0,0,0,611,4,829
,EMPALME,1009,1009 Básica,191,80,373,0,1,0,0,0,0,5,1,651,27,1028
,EMPALME,1010,1010 Básica,220,121,504,0,1,0,0,0,0,0,3,849,11,1208
,EMPALME,1011,1011 Básica,232,165,365,0,3,0,0,0,0,1,0,766,12,1111
,EMPALME,1012,1012 Básica,156,110,259,0,0,0,0,0,0,0,1,526,5,785
,EMPALME,1013,1013 Básica,206,93,433,0,2,0,0,0,0,2,2,738,20,1198
,EMPALME,1014,1014 Básica,255,112,503,0,1,0,0,0,0,0,3,874,17,1240
,EMPALME,1015,1015 Básica,111,156,384,0,1,0,0,0,0,1,27,680,48,1195
,EMPALME,1015,1015 Extraordinaria,16,55,145,0,0,0,0,0,0,0,2,218,11,311
,EMPALME,1016,1016 Básica,27,98,232,0,1,0,0,0,0,4,22,384,25,658
,EMPALME,1017,1017 Básica,74,117,599,0,3,0,0,0,0,6,6,805,54,1458
,EMPALME,1018,1018 Básica,32,113,162,0,1,0,0,0,0,1,0,309,26,548
,EMPALME,1019,1019 Básica,28,74,146,0,0,0,0,0,0,1,16,265,12,474
,EMPALME,1020,1020 Básica,55,75,150,0,0,0,0,0,0,0,1,281,42,534
,EMPALME,1020,1020 Extraordinaria,19,96,105,0,0,0,0,0,0,0,0,220,26,381
,EMPALME,1021,1021 Básica,40,172,252,0,0,0,0,0,0,0,3,467,19,741
,,,,,,,,,,,,,,,,,
26,ETCHOJOA,1138,1138 Básica,11,299,469,0,0,0,0,0,0,3,0,782,20,1183
,ETCHOJOA,1139,1139 Básica,31,214,268,0,0,0,0,0,0,4,0,517,17,830
,ETCHOJOA,1140,1140 Básica,35,343,409,0,0,0,0,0,0,0,0,787,15,1312
,ETCHOJOA,1141,1141 Básica,56,242,294,0,0,0,0,0,0,7,0,599,21,993
,ETCHOJOA,1143,1143 Básica ,21,86,161,0,0,0,0,0,0,0,0,268,4,359
,ETCHOJOA,1144,1144 Básica,6,37,61,0,0,0,0,0,0,0,0,104,12,181
,ETCHOJOA,1145,1145 Básica,36,265,318,0,0,0,0,0,0,0,0,619,12,992
,ETCHOJOA,1153,1153 Básica,5,214,223,0,0,0,0,0,0,0,0,442,34,665
,ETCHOJOA,1154,1154 Básica,2,33,57,0,0,0,0,0,0,0,0,92,9,187
,ETCHOJOA,1158,1158 Básica,15,239,267,0,0,0,0,0,0,0,0,521,22,1023
,ETCHOJOA,1158,1158 Extraordinaria,14,23,68,0,0,0,0,0,0,0,0,105,5,165
,ETCHOJOA,1159,1159 Básica,7,306,345,0,0,0,0,0,0,0,0,658,51,1106
,ETCHOJOA,1160,1160 Básica,25,211,261,0,0,0,0,0,0,0,0,497,15,729
,ETCHOJOA,1161,1161 Básica,6,170,300,0,0,0,0,0,0,0,0,476,15,766
,ETCHOJOA,1162,1162 Básica,12,182,310,0,0,0,0,0,0,0,0,504,16,751
,ETCHOJOA,1163,1163 Básica,12,162,355,0,0,0,0,0,0,0,0,529,27,887
,ETCHOJOA,1164,1164 Básica,2,160,158,0,0,0,0,0,0,0,0,320,11,441
,ETCHOJOA,1165,1165 Básica,19,285,348,0,0,0,0,0,0,0,0,652,20,1103
,ETCHOJOA,1166,1166 Básica,8,238,345,0,0,0,0,0,0,1,0,592,34,969
,ETCHOJOA,1167,1167 Básica,23,222,202,0,0,0,0,0,0,0,0,447,16,844
,ETCHOJOA,1168,1168 Básica,43,425,478,0,0,0,0,0,0,0,0,946,39,1391
,ETCHOJOA,1169,1169 Básica,4,156,126,0,0,0,0,0,0,0,0,286,8,433
,ETCHOJOA,1170,1170 Básica,128,310,259,0,0,0,0,0,0,0,0,697,14,1170
,ETCHOJOA,1171,1171 Básica,113,277,244,0,0,0,0,0,0,0,0,634,24,982
,ETCHOJOA,1172,1172 Básica,49,148,149,0,0,0,0,0,0,6,0,352,12,594
,ETCHOJOA,1173,1173 Básica,30,116,97,0,0,0,0,0,0,0,0,243,15,437
,ETCHOJOA,1174,1174 Básica,107,357,407,0,0,0,0,0,0,17,0,888,32,1609
,ETCHOJOA,1175,1175 Básica,23,131,143,0,0,0,0,0,0,0,0,297,18,460
,ETCHOJOA,1176,1176 Básica,0,276,203,0,0,0,0,0,0,3,0,482,17,787
,ETCHOJOA,1177,1177 Básica,17,128,238,0,0,0,0,0,0,0,0,383,16,645
,ETCHOJOA,1178,1178 Básica,23,318,482,0,0,0,0,0,0,0,0,823,23,1323
,ETCHOJOA,1179,1179 Básica,8,126,158,0,0,0,0,0,0,1,0,293,15,573
,ETCHOJOA,1180,1180 Básica,7,136,290,0,0,0,0,0,0,5,0,438,27,761
,ETCHOJOA,1181,1181 Básica,9,393,478,0,0,0,0,0,0,2,0,882,39,1497
,ETCHOJOA,1182,1182 Básica,10,179,398,0,0,0,0,0,0,4,0,591,38,1057
,ETCHOJOA,1183,1183 Básica,19,194,599,0,0,0,0,0,0,2,0,814,20,1405
,ETCHOJOA,1184,1184 Básica,15,380,554,0,0,0,0,0,0,0,0,949,61,1687
,ETCHOJOA,1185,1185 Básica,59,215,165,0,0,0,0,0,0,1,0,440,20,733
,ETCHOJOA,1186,1186 Básica,25,202,353,0,0,0,0,0,0,12,0,592,13,954
,ETCHOJOA,1187,1187 Básica,36,292,314,0,0,0,0,0,0,0,0,642,26,1131
,ETCHOJOA,1188,1188 Básica,9,252,368,0,0,0,0,0,0,1,0,630,53,1002
,,,,,,,,,,,,,,,,,
27,FRONTERAS,101,0101 Básica,170,235,2,140,0,0,0,0,0,0,0,547,18,875
,FRONTERAS,102,0102 Básica,6,104,0,31,0,0,0,0,0,0,0,141,6,198
,FRONTERAS,103,0103 Básica ,8,125,5,226,0,0,0,0,0,0,0,364,24,555
,FRONTERAS,103,0103 Extraordinaria,3,113,0,81,0,0,0,0,0,0,0,197,3,260
,FRONTERAS,104,0104 Básica,62,295,13,400,0,0,0,0,0,0,0,770,32,1195
,FRONTERAS,105,0105 Básica,105,216,31,318,0,0,0,0,0,0,0,670,12,1000
,,,,,,,,,,,,,,,,,
28,GRANADOS,106,0106 Básica,424,416,0,0,0,0,0,0,0,0,0,840,4,948
,,,,,,,,,,,,,,,,,
29,GUAYMAS,1022,1022 Básica,488,396,32,15,7,0,6,0,10,0,49,1003,3,1485
,GUAYMAS,1023,1023 Básica,664,508,70,12,6,2,3,0,5,0,34,1304,11,2402
,GUAYMAS,1024,1024 Básica,316,369,24,3,4,0,0,0,1,0,21,738,6,1046
,GUAYMAS,1025,1025 Básica,215,203,30,2,3,0,0,0,10,0,13,476,6,687
,GUAYMAS,1026,1026 Básica,300,237,20,2,4,0,4,0,2,0,29,598,10,992
,GUAYMAS,1027,1027 Básica,334,303,26,5,2,0,0,0,14,0,27,711,10,1184
,GUAYMAS,1028,1028 Básica,386,386,52,11,3,0,3,0,4,0,34,879,15,1716
,GUAYMAS,1029,1029 Básica,418,284,33,4,2,0,2,0,3,0,30,776,13,1307
,GUAYMAS,1030,1030 Básica,73,92,33,3,0,0,0,0,0,0,3,204,4,345
,GUAYMAS,1031,1031 Básica,253,175,38,12,4,0,3,0,2,0,17,504,10,1179
,GUAYMAS,1032,1032 Básica,253,228,51,20,9,0,3,0,5,0,33,602,33,1133
,GUAYMAS,1033,1033 Básica,73,59,22,6,1,0,1,0,0,0,7,169,5,328
,GUAYMAS,1034,1034 Básica,383,245,37,3,5,0,0,0,0,0,58,731,17,1196
,GUAYMAS,1034,1034 Extraordinaria,37,62,10,3,1,0,0,0,0,0,5,118,1,232
,GUAYMAS,1035,1035 Básica,424,167,28,3,2,0,0,0,0,0,39,663,3,1177
,GUAYMAS,1036,1036 Básica,414,216,31,1,2,0,1,0,3,0,17,685,9,1139
,GUAYMAS,1037,1037 Básica,306,143,62,11,7,0,3,0,1,0,31,564,17,949
,GUAYMAS,1038,1038 Básica,346,187,40,2,2,0,0,0,1,0,28,606,9,1045
,GUAYMAS,1039,1039 Básica,392,288,27,17,3,0,0,0,10,0,37,774,17,1254
,GUAYMAS,1040,1040 Básica,374,349,31,5,3,0,1,0,5,0,19,787,5,1168
,GUAYMAS,1041,1041 Básica,260,317,11,4,2,0,5,0,0,0,7,606,1,838
,GUAYMAS,1042,1042 Básica,90,80,5,2,1,0,3,0,1,0,9,191,0,316
,GUAYMAS,1043,1043 Básica,366,382,38,17,4,0,4,0,3,0,48,862,7,1296
,GUAYMAS,1044,1044 Básica,395,432,29,25,2,0,2,0,7,0,62,954,10,1441
,GUAYMAS,1045,1045 Básica,395,375,34,5,3,0,3,0,7,0,45,867,12,1287
,GUAYMAS,1046,1046 Básica,283,211,36,13,2,0,3,0,5,0,46,599,14,1014
,GUAYMAS,1047,1047 Básica,398,268,40,9,2,0,0,0,2,0,63,782,30,1565
,GUAYMAS,1048,1048 Básica,491,406,32,7,4,1,4,0,12,0,51,1008,13,1640
,GUAYMAS,1049,1049 Básica,245,279,24,17,4,0,11,0,1,0,27,608,12,936
,GUAYMAS,1050,1050 Básica,239,214,22,8,2,0,3,0,1,0,16,505,10,807
,GUAYMAS,1051,1051 Básica,560,291,31,11,7,0,3,0,1,0,41,945,20,1621
,GUAYMAS,1052,1052 Básica,132,192,11,2,13,0,0,0,2,0,23,375,6,596
,GUAYMAS,1053,1053 Básica,216,214,14,6,4,0,2,0,1,0,31,488,14,867
,GUAYMAS,1054,1054 Básica,313,273,39,21,5,0,3,0,6,0,23,683,15,1200
,GUAYMAS,1055,1055 Básica,231,206,22,6,2,0,0,0,0,0,18,485,15,792
,GUAYMAS,1056,1056 Básica,450,293,41,18,6,0,1,0,11,0,33,853,20,1393
,GUAYMAS,1057,1057 Básica,202,145,25,19,3,0,0,0,4,0,35,433,11,701
,GUAYMAS,1058,1058 Básica,106,223,9,0,1,0,3,0,0,0,3,345,1,496
,GUAYMAS,1059,1059 Básica,439,298,26,12,5,0,2,0,4,0,32,818,6,1186
,GUAYMAS,1060,1060 Básica,277,197,22,9,2,0,14,0,4,0,18,543,15,915
,GUAYMAS,1061,1061 Básica,287,207,25,5,6,0,4,0,4,0,21,559,15,934
