"source_file","district","municipality","# iddistritolocal","nombredistrito","idmunicipio","nombremunicipio","seccion","numcasilla","tipocasilla","ex_contigua","PAN","PRI","PRD","PT","PVEM","MC","MORENA","PNAH","PAN_PRI_PRD","MORENA_PNAH","CI_01","CI_02","CNR","VN","TOTAL"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1061","3","C","0","29","64",NA,"172","19","3",NA,NA,NA,"107",NA,NA,"0","26","420"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1061","4","C","0","44","63",NA,"161","15","7",NA,NA,NA,"68",NA,NA,"0","20","378"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1062","1","C","0","26","15",NA,"222","13","8",NA,NA,NA,"196",NA,NA,"0","22","502"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1063","1","B","0","38","17",NA,"242","13","9",NA,NA,NA,"82",NA,NA,"0","30","431"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1063","1","C","0","31","16",NA,"263","16","6",NA,NA,NA,"98",NA,NA,"0","26","456"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1064","1","B","0","16","22",NA,"73","9","0",NA,NA,NA,"35",NA,NA,"0","5","160"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1065","1","B","0","23","18",NA,"75","6","2",NA,NA,NA,"127",NA,NA,"0","11","262"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1066","1","B","0","14","31",NA,"196","3","3",NA,NA,NA,"35",NA,NA,"0","21","303"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1066","1","C","0","25","48",NA,"145","2","3",NA,NA,NA,"73",NA,NA,"0","11","307"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1043","1","B","0","55","61",NA,"188","22","6",NA,NA,NA,"102",NA,NA,"0","6","440"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1044","1","B","0","53","62",NA,"218","10","4",NA,NA,NA,"126",NA,NA,"0","10","483"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1047","1","B","0","6","95",NA,"224","9","5",NA,NA,NA,"54",NA,NA,"0","16","409"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1048","1","B","0","26","28",NA,"182","12","8",NA,NA,NA,"189",NA,NA,"0","32","477"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1048","1","C","0","26","28",NA,"174","18","8",NA,NA,NA,"200",NA,NA,"0","30","484"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1049","1","C","0","3","39",NA,"149","11","3",NA,NA,NA,"50",NA,NA,"0","8","263"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1050","1","C","0","34","25",NA,"154","8","5",NA,NA,NA,"66",NA,NA,"0","23","315"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1051","1","B","0","23","38",NA,"189","34","4",NA,NA,NA,"107",NA,NA,"0","34","429"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1053","1","B","0","7","5",NA,"98","6","8",NA,NA,NA,"110",NA,NA,"0","24","258"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1053","1","C","0","9","8",NA,"108","8","6",NA,NA,NA,"97",NA,NA,"0","21","257"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1055","1","B","0","17","16",NA,"215","10","6",NA,NA,NA,"104",NA,NA,"0","19","387"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1055","1","C","0","22","6",NA,"179","13","7",NA,NA,NA,"103",NA,NA,"0","23","353"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1056","1","B","0","24","15",NA,"146","38","5",NA,NA,NA,"79",NA,NA,"0","18","325"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1057","1","B","0","34","22",NA,"272","11","5",NA,NA,NA,"71",NA,NA,"0","28","443"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1060","1","C","0","15","12",NA,"79","219","2",NA,NA,NA,"50",NA,NA,"0","31","408"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1062","1","B","0","35","16",NA,"215","21","14",NA,NA,NA,"168",NA,NA,"0","17","486"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1062","1","E","0","18","13",NA,"138","16","5",NA,NA,NA,"136",NA,NA,"0","29","355"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1062","1","E","1","20","21",NA,"130","15","4",NA,NA,NA,"136",NA,NA,"0","25","351"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","1064","1","E","0","24","15",NA,"96","8","2",NA,NA,NA,"43",NA,NA,"1","15","204"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN","4","HUEJUTLA DE REYES","53","SAN FELIPE ORIZATLAN","0","VA","MEC","0","0","0",NA,"1","0","0",NA,NA,NA,"0",NA,NA,"0","0","1"
"53_SAN FELIPE ORIZATLAN.xlsx","Distrito 04","SAN FELIPE ORIZATLAN",NA,NA,NA,NA,NA,NA,NA,NA,"1535","1837","0","8763","1838","263","0","0","0","4812","0","0","3","1023","20074"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","240","1","B","0",NA,NA,NA,"36","75","227",NA,NA,"9","69",NA,NA,"0","12","428"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","240","1","C","0",NA,NA,NA,"29","90","192",NA,NA,"10","65",NA,NA,"2","17","405"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","241","1","B","0",NA,NA,NA,"90","36","127",NA,NA,"2","51",NA,NA,"0","23","329"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","242","1","B","0",NA,NA,NA,"69","21","37",NA,NA,"7","55",NA,NA,"0","6","195"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","243","1","B","0",NA,NA,NA,"41","143","94",NA,NA,"9","68",NA,NA,"0","31","386"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","244","1","B","0",NA,NA,NA,"11","87","74",NA,NA,"5","23",NA,NA,"0","6","206"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","245","1","B","0",NA,NA,NA,"42","58","182",NA,NA,"9","68",NA,NA,"0","25","384"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","245","1","C","0",NA,NA,NA,"47","65","178",NA,NA,"4","77",NA,NA,"0","22","393"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","246","1","B","0",NA,NA,NA,"24","18","159",NA,NA,"7","95",NA,NA,"0","2","305"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","246","1","C","0",NA,NA,NA,"14","16","185",NA,NA,"11","95",NA,NA,"0","5","326"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","246","1","E","0",NA,NA,NA,"182","31","32",NA,NA,"8","41",NA,NA,"0","12","306"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","246","1","E","1",NA,NA,NA,"173","13","32",NA,NA,"12","37",NA,NA,"0","11","278"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","247","1","B","0",NA,NA,NA,"43","15","141",NA,NA,"13","54",NA,NA,"0","10","276"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","248","1","B","0",NA,NA,NA,"42","63","170",NA,NA,"8","99",NA,NA,"0","23","405"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","250","1","B","0",NA,NA,NA,"76","78","179",NA,NA,"48","68",NA,NA,"1","33","483"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","250","1","C","0",NA,NA,NA,"87","83","195",NA,NA,"19","67",NA,NA,"0","25","476"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","250","1","E","0",NA,NA,NA,"34","60","201",NA,NA,"7","71",NA,NA,"0","10","383"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","251","1","B","0",NA,NA,NA,"13","47","339",NA,NA,"1","47",NA,NA,"0","25","472"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","252","1","B","0",NA,NA,NA,"13","31","156",NA,NA,"6","199",NA,NA,"0","25","430"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","253","1","B","0",NA,NA,NA,"44","65","103",NA,NA,"1","80",NA,NA,"0","21","314"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","254","1","B","0",NA,NA,NA,"23","44","141",NA,NA,"3","29",NA,NA,"0","24","264"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","255","1","C","0",NA,NA,NA,"13","108","166",NA,NA,"3","88",NA,NA,"0","22","400"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","256","1","B","0",NA,NA,NA,"38","41","104",NA,NA,"5","55",NA,NA,"0","18","261"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","241","1","C","0",NA,NA,NA,"96","43","112",NA,NA,"9","41",NA,NA,"0","18","319"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","247","1","C","0",NA,NA,NA,"54","20","113",NA,NA,"11","54",NA,NA,"0","9","261"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","249","1","B","0",NA,NA,NA,"20","57","192",NA,NA,"10","133",NA,NA,"0","20","432"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","256","1","C","0",NA,NA,NA,"37","45","114",NA,NA,"8","53",NA,NA,"0","21","278"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","249","1","C","0",NA,NA,NA,"22","89","165",NA,NA,"9","137",NA,NA,"0","21","443"
"14 Cardonal.xlsx","Distrito 05","CARDONAL","5","IXMIQUILPAN","14","CARDONAL","255","1","B","0",NA,NA,NA,"34","150","121",NA,NA,"4","65",NA,NA,"0","26","400"
"14 Cardonal.xlsx","Distrito 05","CARDONAL",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1447","1692","4231","0","0","258","2084","0","0","3","523","10238"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","316","1","C","0",NA,NA,NA,"53","29","118",NA,NA,"16","148",NA,NA,"2","12","378"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","316","2","C","0",NA,NA,NA,"46","26","122",NA,NA,"11","166",NA,NA,"1","18","390"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","317","1","B","0",NA,NA,NA,"33","25","62",NA,NA,"21","166",NA,NA,"0","27","334"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","318","1","B","0",NA,NA,NA,"90","49","60",NA,NA,"40","225",NA,NA,"0","14","478"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","320","1","B","0",NA,NA,NA,"74","15","86",NA,NA,"54","135",NA,NA,"0","25","389"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","320","1","C","0",NA,NA,NA,"86","13","94",NA,NA,"59","137",NA,NA,"0","19","408"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","321","1","B","0",NA,NA,NA,"64","70","54",NA,NA,"21","157",NA,NA,"1","30","397"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","322","1","B","0",NA,NA,NA,"28","66","119",NA,NA,"45","60",NA,NA,"1","24","343"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","323","1","B","0",NA,NA,NA,"29","35","174",NA,NA,"12","127",NA,NA,"0","18","395"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","323","1","C","0",NA,NA,NA,"24","26","178",NA,NA,"6","151",NA,NA,"0","18","403"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","324","1","B","0",NA,NA,NA,"45","24","103",NA,NA,"15","52",NA,NA,"0","11","250"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","325","1","B","0",NA,NA,NA,"11","14","57",NA,NA,"41","68",NA,NA,"0","9","200"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","326","1","B","0",NA,NA,NA,"25","12","32",NA,NA,"6","50",NA,NA,"0","6","131"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","327","2","C","0",NA,NA,NA,"99","50","41",NA,NA,"33","123",NA,NA,"0","21","367"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","322","1","C","0",NA,NA,NA,"33","64","119",NA,NA,"38","89",NA,NA,"0","8","351"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","328","1","B","0",NA,NA,NA,"69","60","73",NA,NA,"51","162",NA,NA,"0","27","442"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","330","1","B","0",NA,NA,NA,"23","14","24",NA,NA,"12","39",NA,NA,"0","9","121"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","0","VA","MEC","0",NA,NA,NA,"0","0","0",NA,NA,"0","0",NA,NA,"0","0","0"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","316","1","B","0",NA,NA,NA,"35","39","149",NA,NA,"13","150",NA,NA,"0","11","397"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","316","3","C","0",NA,NA,NA,"38","28","133",NA,NA,"14","144",NA,NA,"0","17","374"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","319","1","B","0",NA,NA,NA,"64","48","98",NA,NA,"76","105",NA,NA,"0","14","405"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","323","2","C","0",NA,NA,NA,"28","38","146",NA,NA,"10","135",NA,NA,"0","19","376"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","327","1","B","0",NA,NA,NA,"111","57","47",NA,NA,"38","104",NA,NA,"0","17","374"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","327","1","C","0",NA,NA,NA,"83","69","41",NA,NA,"31","112",NA,NA,"0","23","359"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","328","1","C","0",NA,NA,NA,"75","102","89",NA,NA,"44","121",NA,NA,"0","33","464"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","329","1","B","0",NA,NA,NA,"132","38","137",NA,NA,"21","143",NA,NA,"0","13","484"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","329","2","C","0",NA,NA,NA,"112","65","105",NA,NA,"34","130",NA,NA,"0","20","466"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA","5","IXMIQUILPAN","18","CHILCUAUTLA","329","1","C","0",NA,NA,NA,"100","71","116",NA,NA,"28","139",NA,NA,"0","25","479"
"18 Chilcuautla.xlsx","Distrito 05","CHILCUAUTLA",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1610","1147","2577","0","0","790","3338","0","0","5","488","9955"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","0","VPPP","MEC","0",NA,NA,NA,"6","0","1",NA,NA,"3","18",NA,NA,"0","3","31"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","547","1","C","0",NA,NA,NA,"128","10","32",NA,NA,"30","159",NA,NA,"0","23","382"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","547","2","C","0",NA,NA,NA,"143","19","18",NA,NA,"28","184",NA,NA,"1","16","409"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","548","1","C","0",NA,NA,NA,"110","17","50",NA,NA,"27","151",NA,NA,"0","26","381"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","548","2","C","0",NA,NA,NA,"128","24","31",NA,NA,"29","145",NA,NA,"0","9","366"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","547","1","B","0",NA,NA,NA,"145","17","37",NA,NA,"23","144",NA,NA,"1","16","383"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","549","1","B","0",NA,NA,NA,"94","19","7",NA,NA,"82","124",NA,NA,"1","14","341"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","549","1","C","0",NA,NA,NA,"93","31","8",NA,NA,"56","165",NA,NA,"0","19","372"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","549","2","C","0",NA,NA,NA,"82","19","13",NA,NA,"48","157",NA,NA,"1","19","339"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","550","1","B","0",NA,NA,NA,"93","23","17",NA,NA,"54","195",NA,NA,"0","21","403"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","550","1","C","0",NA,NA,NA,"111","15","10",NA,NA,"73","190",NA,NA,"0","15","414"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","550","2","C","0",NA,NA,NA,"111","33","21",NA,NA,"62","186",NA,NA,"0","16","429"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","548","1","B","0",NA,NA,NA,"123","21","31",NA,NA,"25","148",NA,NA,"0","28","376"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","550","3","C","0",NA,NA,NA,"94","25","15",NA,NA,"56","201",NA,NA,"0","17","408"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","561","1","B","0",NA,NA,NA,"117","26","11",NA,NA,"52","142",NA,NA,"1","6","355"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","550","4","C","0",NA,NA,NA,"91","36","18",NA,NA,"71","167",NA,NA,"0","12","395"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","551","1","B","0",NA,NA,NA,"100","25","13",NA,NA,"96","158",NA,NA,"1","8","401"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","551","1","C","0",NA,NA,NA,"91","19","12",NA,NA,"85","178",NA,NA,"0","12","397"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","551","2","C","0",NA,NA,NA,"78","20","9",NA,NA,"89","187",NA,NA,"0","8","391"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","552","1","B","0",NA,NA,NA,"71","9","8",NA,NA,"81","177",NA,NA,"0","7","353"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","561","1","C","0",NA,NA,NA,"102","21","6",NA,NA,"49","152",NA,NA,"0","13","343"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","552","1","C","0",NA,NA,NA,"71","21","9",NA,NA,"85","152",NA,NA,"0","14","352"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","552","2","C","0",NA,NA,NA,"73","10","6",NA,NA,"107","136",NA,NA,"0","12","344"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","554","1","B","0",NA,NA,NA,"113","36","13",NA,NA,"54","203",NA,NA,"1","15","435"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","554","1","C","0",NA,NA,NA,"120","31","13",NA,NA,"74","180",NA,NA,"1","16","435"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","566","1","B","0",NA,NA,NA,"54","10","4",NA,NA,"1","61",NA,NA,"0","13","143"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","555","1","B","0",NA,NA,NA,"87","16","9",NA,NA,"81","168",NA,NA,"0","17","378"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","555","1","C","0",NA,NA,NA,"59","16","16",NA,NA,"73","152",NA,NA,"0","15","331"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","556","1","B","0",NA,NA,NA,"108","23","12",NA,NA,"120","192",NA,NA,"2","17","474"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","556","1","C","0",NA,NA,NA,"101","21","5",NA,NA,"132","179",NA,NA,"0","18","456"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","557","1","B","0",NA,NA,NA,"78","22","11",NA,NA,"65","111",NA,NA,"0","8","295"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","557","1","C","0",NA,NA,NA,"57","31","10",NA,NA,"55","134",NA,NA,"0","9","296"
"30 Ixmiquilpan.xlsx","Distrito 05","IXMIQUILPAN","5","IXMIQUILPAN","30","IXMIQUILPAN","557","2","C","0",NA,NA,NA,"77","24","6",NA,NA,"58","134",NA,NA,"2","12","313"
