CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,C_COMUN_PRI_PVEM_NA_PS,C_COMUN_PRI_PVEM_PS,PRD,PT,MC,NA,PAC,MORENA,ES,PAN_PRD_PAC,PAN_PRD,PAN_PAC,PRD_PAC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0017,B,01,0,B,85,85,,9,97,17,,8,152,21,2,0,0,0,,,,,,,,,,,,476,6,28,510,696,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0017,C,01,0,C01,77,72,,14,96,7,,6,158,25,2,2,0,0,,,,,,,,,,,,459,0,21,480,695,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0018,B,01,0,B,83,92,,6,70,6,,7,113,10,2,0,1,0,,,,,,,,,,,,390,1,20,411,567,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0018,C,01,0,C01,98,69,,6,85,5,,5,104,13,0,0,0,0,,,,,,,,,,,,385,0,21,406,567,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0019,B,01,0,B,101,54,,3,68,13,,8,121,19,1,1,1,0,,,,,,,,,,,,390,1,14,405,583,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0019,C,01,0,C01,78,54,,7,65,8,,10,124,8,0,1,0,0,,,,,,,,,,,,355,0,21,376,582,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0020,B,01,0,B,54,33,,5,42,6,,2,116,8,1,0,1,0,,,,,,,,,,,,268,0,14,282,421,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0020,C,01,0,C01,78,31,,5,46,1,,7,79,4,0,0,0,0,,,,,,,,,,,,251,0,14,265,421,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0021,B,01,0,B,74,45,,4,37,15,,5,101,15,0,0,0,0,,,,,,,,,,,,296,0,15,311,422,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0022,B,01,0,B,91,94,,6,83,12,,8,130,9,1,0,1,0,,,,,,,,,,,,435,0,19,454,688,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0022,C,01,0,C01,93,96,,10,85,11,,9,139,12,1,0,0,0,,,,,,,,,,,,456,1,28,485,687,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0023,B,01,0,B,85,82,,4,132,17,,7,114,16,3,1,0,0,,,,,,,,,,,,461,1,39,501,744,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0023,S,01,0,SMR01,6,3,,1,5,0,,2,28,1,0,0,0,0,,,,,,,,,,,,46,0,8,54,0,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0024,B,01,0,B,51,52,,5,69,15,,5,101,4,2,0,1,0,,,,,,,,,,,,305,1,9,315,448,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0024,C,01,0,C01,54,54,,3,88,4,,2,80,9,1,0,0,0,,,,,,,,,,,,295,0,13,308,448,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0025,B,01,0,B,85,63,,8,97,15,,8,128,13,2,0,0,0,,,,,,,,,,,,419,1,25,445,644,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0025,C,01,0,C01,79,52,,12,96,11,,6,164,12,2,1,0,0,,,,,,,,,,,,435,0,20,455,643,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0026,B,01,0,B,147,64,,7,90,12,,6,124,8,1,0,2,0,,,,,,,,,,,,461,0,14,475,720,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0026,C,01,0,C01,122,63,,9,72,6,,15,129,12,2,1,0,0,,,,,,,,,,,,431,1,18,450,720,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0027,B,01,0,B,110,48,,5,74,11,,6,141,17,2,1,0,0,,,,,,,,,,,,415,1,23,439,672,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0027,C,01,0,C01,83,66,,8,85,8,,9,138,11,5,0,1,0,,,,,,,,,,,,414,1,16,431,671,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0027,C,02,0,C02,105,58,,11,96,12,,7,133,22,1,0,0,0,,,,,,,,,,,,445,0,24,469,671,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0028,B,01,0,B,51,34,,8,64,7,,3,119,9,0,0,0,0,,,,,,,,,,,,295,1,15,311,502,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0028,C,01,0,C01,47,37,,4,71,6,,8,114,8,1,1,0,0,,,,,,,,,,,,297,0,10,307,502,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0028,C,02,0,C02,35,42,,6,84,9,,5,120,10,0,0,0,0,,,,,,,,,,,,311,1,16,328,501,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0028,S,01,0,SMR01,12,7,,0,5,1,,1,26,2,0,0,0,0,,,,,,,,,,,,54,0,13,67,0,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0029,B,01,0,B,56,47,,5,60,5,,11,160,3,0,3,0,0,,,,,,,,,,,,350,0,19,369,552,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0029,C,01,0,C01,58,61,,2,75,9,,8,148,13,0,1,0,0,,,,,,,,,,,,375,0,15,390,551,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0029,C,02,0,C02,74,43,,10,70,8,,8,142,16,1,0,0,1,,,,,,,,,,,,373,0,17,390,551,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0030,B,01,0,B,93,79,,6,63,13,,13,189,21,2,0,0,0,,,,,,,,,,,,479,2,23,504,732,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0030,C,01,0,C01,96,76,,5,81,9,,4,148,21,1,1,0,1,,,,,,,,,,,,443,2,15,460,732,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0030,C,02,0,C02,105,67,,4,81,10,,6,160,22,3,0,0,0,,,,,,,,,,,,458,0,23,481,732,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0030,C,03,0,C03,101,80,,3,79,12,,8,158,12,2,1,0,0,,,,,,,,,,,,456,1,25,482,731,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0030,C,04,0,C04,96,65,,4,75,4,,8,170,17,2,2,0,0,,,,,,,,,,,,443,2,18,463,731,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0030,C,05,0,C05,81,84,,9,81,11,,5,156,26,0,0,1,0,,,,,,,,,,,,454,1,20,475,731,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0030,C,06,0,C06,79,76,,9,94,13,,10,161,30,0,1,1,0,,,,,,,,,,,,474,0,11,485,731,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0030,C,07,0,C07,77,75,,16,85,9,,8,167,13,2,0,1,0,,,,,,,,,,,,453,0,26,479,731,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0031,B,01,0,B,97,64,,12,75,6,,6,152,21,1,0,1,0,,,,,,,,,,,,435,0,16,451,732,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0031,C,01,0,C01,75,53,,6,81,8,,6,180,11,1,0,1,0,,,,,,,,,,,,422,0,23,445,732,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0031,C,02,0,C02,91,63,,15,59,11,,3,160,9,3,0,2,0,,,,,,,,,,,,416,0,23,439,732,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0031,C,03,0,C03,87,69,,9,66,10,,9,144,14,0,1,0,0,,,,,,,,,,,,409,0,20,429,732,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0032,B,01,0,B,88,67,,6,81,14,,4,128,10,0,2,1,0,,,,,,,,,,,,401,0,16,417,612,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0032,C,01,0,C01,69,64,,6,66,6,,8,147,21,0,0,0,0,,,,,,,,,,,,387,1,12,400,612,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0032,C,02,0,C02,69,68,,8,69,11,,6,136,11,0,0,0,0,,,,,,,,,,,,378,0,21,399,612,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0033,B,01,0,B,59,79,,1,86,11,,5,160,19,1,3,0,0,,,,,,,,,,,,424,0,23,447,698,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0033,C,01,0,C01,82,58,,10,91,10,,13,152,16,2,0,0,0,,,,,,,,,,,,434,1,21,456,697,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0033,C,02,0,C02,81,75,,7,90,10,,8,163,10,1,0,1,0,,,,,,,,,,,,446,0,18,464,697,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0034,B,01,0,B,89,89,,7,97,14,,11,161,19,1,0,0,0,,,,,,,,,,,,488,0,24,512,698,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0034,C,01,0,C01,65,82,,9,122,13,,5,169,4,1,1,0,0,,,,,,,,,,,,471,0,16,487,697,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0035,B,01,0,B,88,67,,7,82,9,,5,133,14,2,0,0,1,,,,,,,,,,,,408,0,13,421,596,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0035,C,01,0,C01,79,65,,6,87,9,,5,138,12,0,1,1,0,,,,,,,,,,,,403,0,14,417,595,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0036,B,01,0,B,64,62,,6,79,8,,12,172,20,0,4,0,0,,,,,,,,,,,,427,0,19,446,672,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0036,C,01,0,C01,84,56,,11,86,9,,7,166,11,0,0,1,0,,,,,,,,,,,,431,0,24,455,672,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0036,C,02,0,C02,78,64,,7,103,10,,5,176,19,1,0,0,0,,,,,,,,,,,,463,1,11,475,672,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0037,B,01,0,B,67,71,,8,110,8,,10,160,15,0,0,0,0,,,,,,,,,,,,449,0,22,471,649,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0037,C,01,0,C01,64,62,,8,88,10,,10,181,13,0,0,0,0,,,,,,,,,,,,436,0,14,450,649,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0039,B,01,0,B,74,91,,5,21,8,,8,162,11,1,0,1,0,,,,,,,,,,,,382,0,10,392,583,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0039,C,01,0,C01,80,92,,6,26,5,,4,144,10,0,0,0,0,,,,,,,,,,,,367,0,24,391,582,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0040,B,01,0,B,80,84,,7,37,16,,9,162,18,0,0,0,0,,,,,,,,,,,,413,0,15,428,635,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0040,C,01,0,C01,65,91,,10,29,13,,8,143,11,1,0,1,0,,,,,,,,,,,,372,0,20,392,635,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0040,C,02,0,C02,74,75,,12,37,11,,6,171,15,0,1,0,0,,,,,,,,,,,,402,0,20,422,635,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0040,C,03,0,C03,82,80,,12,26,16,,12,138,14,0,2,0,0,,,,,,,,,,,,382,1,28,411,634,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0041,B,01,0,B,101,91,,10,39,11,,8,119,16,3,1,0,0,,,,,,,,,,,,399,1,16,416,601,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0041,C,01,0,C01,76,82,,7,24,18,,4,144,9,2,1,0,1,,,,,,,,,,,,368,0,23,391,600,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0041,C,02,0,C02,74,85,,6,31,17,,8,137,12,1,1,1,1,,,,,,,,,,,,374,0,24,398,600,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0041,C,03,0,C03,83,82,,12,35,13,,5,134,13,4,2,0,0,,,,,,,,,,,,383,0,13,396,600,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0041,C,04,0,C04,84,64,,11,27,15,,11,152,17,0,1,1,0,,,,,,,,,,,,383,0,15,398,600,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0042,B,01,0,B,59,64,,11,38,7,,8,148,5,1,1,0,0,,,,,,,,,,,,342,0,14,356,579,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0043,B,01,0,B,82,54,,10,70,13,,6,159,16,0,0,0,0,,,,,,,,,,,,410,0,19,429,669,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0043,C,01,0,C01,73,73,,10,54,17,,5,141,18,0,1,0,0,,,,,,,,,,,,392,0,25,417,668,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0043,C,02,0,C02,74,58,,9,69,11,,10,148,19,2,1,0,0,,,,,,,,,,,,401,0,21,422,668,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0043,C,03,0,C03,55,56,,13,60,6,,5,154,11,0,0,1,0,,,,,,,,,,,,361,0,13,374,668,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0043,C,04,0,C04,77,73,,3,59,8,,7,161,13,1,2,0,0,,,,,,,,,,,,404,0,25,429,668,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0044,B,01,0,B,91,71,,8,33,4,,10,184,7,0,0,2,0,,,,,,,,,,,,410,0,23,433,661,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0044,C,01,0,C01,92,66,,9,44,11,,13,156,13,0,0,2,0,,,,,,,,,,,,406,0,28,434,661,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0044,C,02,0,C02,101,51,,9,57,13,,6,184,9,0,0,0,0,,,,,,,,,,,,430,0,19,449,661,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0045,B,01,0,B,37,32,,4,60,8,,4,110,11,1,0,0,0,,,,,,,,,,,,267,0,8,275,418,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0046,B,01,0,B,46,65,,6,59,14,,5,167,15,0,1,0,0,,,,,,,,,,,,378,0,15,393,595,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0046,C,01,0,C01,52,75,,5,49,7,,10,136,14,1,0,0,0,,,,,,,,,,,,349,1,19,369,595,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0046,C,02,0,C02,43,95,,2,55,5,,5,134,18,0,0,0,0,,,,,,,,,,,,357,0,14,371,595,Grupo de recuento,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0047,B,01,0,B,68,52,,9,58,7,,5,131,8,0,1,0,0,,,,,,,,,,,,339,0,18,357,580,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0047,C,01,0,C01,74,58,,5,59,6,,2,138,11,3,0,0,0,,,,,,,,,,,,356,0,24,380,580,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0047,C,02,0,C02,75,59,,6,42,14,,2,137,11,1,1,0,0,,,,,,,,,,,,348,0,17,365,580,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0047,C,03,0,C03,72,48,,11,48,9,,3,149,17,1,0,0,0,,,,,,,,,,,,358,0,16,374,580,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,003,APIZACO,0048,B,01,0,B,49,52,,6,51,7,,4,86,10,0,1,0,0,,,,,,,,,,,,266,0,19,285,364,Acta  casilla,,,
1,29,TLAXCALA,04,APIZACO,026,SANTA CRUZ TLAXCALA,0609,B,01,0,B,43,36,,6,46,6,,7,134,5,0,0,1,0,,,,,,,,,,,,284,0,15,299,510,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,003,APIZACO,0038,B,01,0,B,108,27,,10,52,6,,5,67,4,2,0,0,0,,,,,,,,,,,,281,0,11,292,465,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,003,APIZACO,0038,C,01,0,C01,106,33,,9,69,6,,3,63,1,0,0,0,0,,,,,,,,,,,,290,0,18,308,465,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,011,MUÑOZ DE DOMINGO ARENAS,0161,B,01,0,B,54,43,,7,97,4,,11,133,18,0,0,0,0,,,,,,,,,,,,367,0,25,392,629,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,011,MUÑOZ DE DOMINGO ARENAS,0161,C,01,0,C01,49,45,,8,105,4,,3,130,13,0,0,0,0,,,,,,,,,,,,357,0,25,382,629,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,011,MUÑOZ DE DOMINGO ARENAS,0161,C,02,0,C02,70,52,,5,99,5,,5,147,15,0,0,0,0,,,,,,,,,,,,398,1,23,422,629,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,011,MUÑOZ DE DOMINGO ARENAS,0162,B,01,0,B,38,17,,6,110,0,,4,135,5,0,1,0,0,,,,,,,,,,,,316,0,21,337,502,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,011,MUÑOZ DE DOMINGO ARENAS,0162,C,01,0,C01,32,47,,5,79,3,,2,141,6,0,0,0,0,,,,,,,,,,,,315,1,21,337,502,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,011,MUÑOZ DE DOMINGO ARENAS,0163,B,01,0,B,45,26,,2,81,3,,1,120,4,0,1,1,0,,,,,,,,,,,,284,0,22,306,470,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,011,MUÑOZ DE DOMINGO ARENAS,0164,B,01,0,B,50,24,,1,49,1,,5,36,4,1,0,0,0,,,,,,,,,,,,171,0,15,186,270,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0165,B,01,0,B,207,32,,8,119,14,,4,70,1,6,3,1,0,,,,,,,,,,,,465,0,20,485,687,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0165,C,01,0,C01,241,27,,9,119,8,,3,49,3,5,3,1,0,,,,,,,,,,,,468,0,20,488,687,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0165,C,02,0,C02,211,43,,11,102,7,,4,47,1,4,3,0,0,,,,,,,,,,,,433,0,15,448,687,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0167,B,01,0,B,79,57,,5,33,2,,2,44,5,4,1,0,0,,,,,,,,,,,,232,0,18,250,358,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0168,B,01,0,B,213,95,,4,75,12,,1,48,2,6,0,0,0,,,,,,,,,,,,456,0,19,475,721,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0169,B,01,0,B,80,32,,1,56,0,,2,15,0,3,3,1,0,,,,,,,,,,,,193,0,7,200,249,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0170,B,01,0,B,257,9,,10,47,8,,6,70,1,4,5,3,0,,,,,,,,,,,,420,0,26,446,712,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0171,B,01,0,B,124,41,,3,12,19,,6,15,0,1,4,0,0,,,,,,,,,,,,225,0,12,237,305,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0172,B,01,0,B,83,22,,1,49,10,,3,35,2,0,1,0,0,,,,,,,,,,,,206,0,9,215,303,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0173,B,01,0,B,84,31,,5,33,6,,1,12,2,4,4,2,0,,,,,,,,,,,,184,0,10,194,305,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0174,B,01,0,B,70,26,,0,20,2,,7,8,3,2,1,2,0,,,,,,,,,,,,141,0,8,149,212,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0175,B,01,0,B,124,105,,8,47,5,,6,89,10,1,1,1,0,,,,,,,,,,,,397,0,19,416,581,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0176,B,01,0,B,79,29,,3,38,3,,4,110,3,0,1,0,0,,,,,,,,,,,,270,0,21,291,417,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,012,ESPAÑITA,0177,B,01,0,B,79,41,,6,59,3,,13,19,2,1,1,1,0,,,,,,,,,,,,225,0,9,234,342,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0220,B,01,0,B,130,93,,5,83,1,,12,107,2,5,2,2,0,,,,,,,,,,,,442,0,23,465,692,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0220,C,01,0,C01,124,67,,13,88,4,,10,101,10,1,0,0,0,,,,,,,,,,,,418,0,15,433,691,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0220,C,02,0,C02,105,85,,10,88,4,,8,109,3,4,2,0,0,,,,,,,,,,,,418,0,25,443,691,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0221,B,01,0,B,115,83,,6,84,3,,14,88,2,3,3,0,0,,,,,,,,,,,,401,0,19,420,690,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0221,C,01,0,C01,118,58,,10,72,3,,9,113,6,1,0,0,0,,,,,,,,,,,,390,0,25,415,689,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0221,C,02,0,C02,128,69,,10,72,4,,15,109,5,1,2,1,0,,,,,,,,,,,,416,0,19,435,689,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0222,B,01,0,B,58,22,,14,72,6,,3,134,0,0,2,0,0,,,,,,,,,,,,311,0,21,332,569,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0222,C,01,0,C01,59,56,,11,72,5,,6,119,3,1,0,0,0,,,,,,,,,,,,332,0,15,347,569,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0223,B,01,0,B,84,68,,8,33,4,,8,37,1,0,0,0,0,,,,,,,,,,,,243,0,25,268,395,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0224,B,01,0,B,203,26,,14,115,4,,18,74,4,6,0,4,3,,,,,,,,,,,,471,0,19,490,710,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0225,B,01,0,B,47,20,,2,69,0,,16,32,1,0,0,1,0,,,,,,,,,,,,188,0,11,199,295,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0226,B,01,0,B,67,70,,8,120,1,,5,72,3,1,2,0,0,,,,,,,,,,,,349,0,19,368,523,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0227,B,01,0,B,87,136,,8,140,3,,12,48,3,0,0,1,0,,,,,,,,,,,,438,0,10,448,640,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0228,B,01,0,B,66,36,,15,68,3,,6,158,1,2,1,0,0,,,,,,,,,,,,356,0,24,380,620,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0228,C,01,0,C01,84,23,,18,73,1,,10,128,4,1,3,1,0,,,,,,,,,,,,346,0,30,376,620,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0228,C,02,0,C02,59,20,,18,78,2,,9,127,8,1,2,1,0,,,,,,,,,,,,325,0,28,353,620,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0228,C,03,0,C03,66,55,,10,62,6,,8,136,5,2,2,1,0,,,,,,,,,,,,353,0,23,376,619,Grupo de recuento,,,
1,29,TLAXCALA,05,SAN DIONICIO YAUHQUEMEHCAN,014,HUEYOTLIPAN,0229,B,01,0,B,16,13,,2,42,0,,1,7,0,1,0,0,0,,,,,,,,,,,,82,0,5,87,136,Grupo de recuento,,,
