muni,NOMBRE,seccion,PAN,PRI,PRD,PT,PVEM,CD,PCD,PSN,PARM,PAS,DS,No Reg.,Nulos,Total
13,ATIZAPAN DE ZARAGOZA,313,589,411,119,14,18,14,10,2,3,1,57,0,33,1271
13,ATIZAPAN DE ZARAGOZA,314,729,367,147,7,14,10,26,1,3,2,41,0,15,1362
13,ATIZAPAN DE ZARAGOZA,315,421,166,85,6,17,2,6,1,0,0,37,1,9,751
13,ATIZAPAN DE ZARAGOZA,316,547,326,215,12,10,2,8,0,5,2,35,279,29,1470
13,ATIZAPAN DE ZARAGOZA,317,441,336,200,8,18,14,6,1,3,0,22,0,23,1072
13,ATIZAPAN DE ZARAGOZA,318,676,408,156,21,21,4,11,0,6,3,29,0,59,1394
13,ATIZAPAN DE ZARAGOZA,319,479,372,207,9,16,0,12,0,1,1,27,0,38,1162
13,ATIZAPAN DE ZARAGOZA,320,699,479,166,13,13,4,10,1,4,3,46,0,25,1463
13,ATIZAPAN DE ZARAGOZA,321,1013,220,109,11,13,0,4,0,3,0,42,1,10,1426
13,ATIZAPAN DE ZARAGOZA,322,650,354,164,7,26,3,19,0,3,0,28,0,13,1267
13,ATIZAPAN DE ZARAGOZA,323,521,276,99,6,13,0,10,1,2,0,17,0,26,971
13,ATIZAPAN DE ZARAGOZA,324,696,482,304,17,18,1,12,1,4,1,43,0,49,1628
13,ATIZAPAN DE ZARAGOZA,325,487,220,79,2,10,0,6,0,3,1,22,0,13,843
13,ATIZAPAN DE ZARAGOZA,326,745,287,120,5,15,1,14,0,3,0,56,0,8,1254
13,ATIZAPAN DE ZARAGOZA,327,595,102,65,3,14,4,4,0,2,0,34,0,2,825
13,ATIZAPAN DE ZARAGOZA,328,313,169,43,1,8,0,7,0,0,0,15,0,6,562
13,ATIZAPAN DE ZARAGOZA,329,632,368,80,6,15,1,10,1,2,1,51,0,14,1181
13,ATIZAPAN DE ZARAGOZA,330,867,380,128,9,19,1,10,0,4,6,77,2,18,1521
13,ATIZAPAN DE ZARAGOZA,331,719,251,87,1,22,1,13,0,6,5,89,0,18,1212
13,ATIZAPAN DE ZARAGOZA,332,945,357,85,10,19,7,8,1,1,3,80,1,22,1539
13,ATIZAPAN DE ZARAGOZA,333,944,577,113,6,14,7,18,0,3,1,43,0,21,1747
13,ATIZAPAN DE ZARAGOZA,334,359,184,35,3,8,0,3,1,1,0,7,0,4,605
13,ATIZAPAN DE ZARAGOZA,335,837,163,79,4,14,3,11,0,1,4,21,1,1,1139
13,ATIZAPAN DE ZARAGOZA,336,801,409,67,6,10,2,9,0,2,3,39,0,11,1359
13,ATIZAPAN DE ZARAGOZA,337,825,213,76,6,18,3,9,0,14,1,43,0,10,1218
13,ATIZAPAN DE ZARAGOZA,338,740,179,91,15,14,2,6,0,9,0,28,0,11,1095
13,ATIZAPAN DE ZARAGOZA,339,528,185,99,2,13,0,6,0,12,0,39,0,5,889
13,ATIZAPAN DE ZARAGOZA,340,660,297,102,13,15,1,13,1,1,0,45,275,27,1450
13,ATIZAPAN DE ZARAGOZA,341,534,286,85,9,11,1,2,1,3,0,26,0,27,985
13,ATIZAPAN DE ZARAGOZA,342,543,341,172,10,7,2,15,0,2,3,30,0,17,1142
13,ATIZAPAN DE ZARAGOZA,343,461,364,204,7,12,2,11,0,1,1,35,0,51,1149
13,ATIZAPAN DE ZARAGOZA,344,176,138,104,8,5,0,2,2,3,0,19,0,12,469
13,ATIZAPAN DE ZARAGOZA,345,639,646,121,17,13,1,10,2,3,2,22,0,12,1488
13,ATIZAPAN DE ZARAGOZA,346,390,425,159,10,11,2,10,0,1,1,20,0,16,1045
13,ATIZAPAN DE ZARAGOZA,347,437,315,198,6,17,1,9,2,4,3,25,0,17,1034
13,ATIZAPAN DE ZARAGOZA,348,203,215,212,2,11,0,3,0,2,2,17,0,17,684
13,ATIZAPAN DE ZARAGOZA,349,735,298,151,2,21,1,7,0,1,1,34,0,13,1264
13,ATIZAPAN DE ZARAGOZA,350,162,123,106,3,6,0,4,0,0,2,14,0,5,425
13,ATIZAPAN DE ZARAGOZA,351,684,354,233,26,15,2,10,0,0,0,43,1,25,1393
13,ATIZAPAN DE ZARAGOZA,352,799,323,199,13,17,2,10,1,9,3,61,261,32,1730
13,ATIZAPAN DE ZARAGOZA,353,670,372,177,5,19,5,13,1,2,2,43,0,20,1329
13,ATIZAPAN DE ZARAGOZA,354,735,343,171,7,21,1,13,0,8,1,86,0,24,1410
13,ATIZAPAN DE ZARAGOZA,355,564,124,208,7,12,0,12,1,2,2,122,0,13,1067
13,ATIZAPAN DE ZARAGOZA,356,951,217,223,7,22,2,21,0,1,0,75,1,10,1530
13,ATIZAPAN DE ZARAGOZA,357,792,235,239,7,19,2,16,0,2,1,51,0,51,1415
13,ATIZAPAN DE ZARAGOZA,358,436,328,40,0,12,3,12,0,1,0,28,0,6,866
13,ATIZAPAN DE ZARAGOZA,359,878,411,79,4,15,2,11,0,3,0,73,0,34,1510
13,ATIZAPAN DE ZARAGOZA,360,698,395,103,9,17,3,9,0,5,1,135,0,15,1390
13,ATIZAPAN DE ZARAGOZA,361,653,422,108,9,17,0,24,0,3,2,79,0,15,1332
13,ATIZAPAN DE ZARAGOZA,362,571,264,71,4,17,3,9,2,2,0,67,235,7,1252
13,ATIZAPAN DE ZARAGOZA,363,837,177,63,5,19,0,7,0,1,0,25,0,4,1138
13,ATIZAPAN DE ZARAGOZA,364,875,143,103,5,46,5,6,0,0,0,29,0,7,1219
13,ATIZAPAN DE ZARAGOZA,365,388,234,299,10,17,1,6,0,6,1,17,231,25,1235
13,ATIZAPAN DE ZARAGOZA,366,415,166,254,8,12,1,9,1,3,0,11,0,2,882
13,ATIZAPAN DE ZARAGOZA,367,528,96,148,4,15,4,3,0,1,0,45,0,14,858
13,ATIZAPAN DE ZARAGOZA,368,796,154,96,7,22,2,2,1,1,1,18,1,6,1107
13,ATIZAPAN DE ZARAGOZA,369,1014,193,59,3,24,3,10,0,1,0,28,0,5,1340
13,ATIZAPAN DE ZARAGOZA,370,618,157,63,0,16,1,7,0,0,1,33,0,34,930
13,ATIZAPAN DE ZARAGOZA,371,499,148,22,3,9,0,6,0,1,1,42,0,2,733
13,ATIZAPAN DE ZARAGOZA,372,740,315,96,5,14,0,15,0,1,1,53,0,8,1248
13,ATIZAPAN DE ZARAGOZA,373,414,203,52,4,10,0,12,0,0,0,33,0,10,738
13,ATIZAPAN DE ZARAGOZA,374,902,211,111,2,39,8,16,0,27,2,45,0,10,1373
13,ATIZAPAN DE ZARAGOZA,375,781,178,251,9,27,1,15,0,2,0,109,0,22,1395
13,ATIZAPAN DE ZARAGOZA,376,407,55,32,1,10,2,8,0,3,0,24,0,5,547
13,ATIZAPAN DE ZARAGOZA,377,875,169,321,13,25,3,13,1,3,0,90,0,15,1528
13,ATIZAPAN DE ZARAGOZA,378,407,87,251,8,12,1,10,0,0,0,66,0,18,860
13,ATIZAPAN DE ZARAGOZA,379,923,263,135,10,30,8,21,0,4,0,52,0,12,1458
13,ATIZAPAN DE ZARAGOZA,380,504,141,46,5,19,2,12,1,2,0,28,0,4,764
13,ATIZAPAN DE ZARAGOZA,381,1383,415,133,3,47,56,21,0,4,3,53,0,17,2135
13,ATIZAPAN DE ZARAGOZA,382,840,311,71,1,26,18,14,0,4,0,49,0,8,1342
13,ATIZAPAN DE ZARAGOZA,383,830,381,105,3,15,1,38,1,26,0,104,1,5,1510
13,ATIZAPAN DE ZARAGOZA,384,284,57,13,1,5,1,5,0,0,1,13,0,5,385
13,ATIZAPAN DE ZARAGOZA,385,615,150,46,1,14,1,8,0,0,0,29,0,3,867
13,ATIZAPAN DE ZARAGOZA,386,374,202,59,4,4,0,6,2,1,1,18,0,11,682
13,ATIZAPAN DE ZARAGOZA,387,631,143,67,5,30,1,5,0,1,0,28,0,2,913
13,ATIZAPAN DE ZARAGOZA,388,468,279,59,7,10,2,6,0,1,0,24,0,7,863
13,ATIZAPAN DE ZARAGOZA,389,512,180,65,3,12,0,9,1,20,0,32,0,3,837
13,ATIZAPAN DE ZARAGOZA,390,752,170,67,9,17,1,6,0,6,0,46,0,5,1079
13,ATIZAPAN DE ZARAGOZA,391,306,119,31,0,11,0,3,0,3,0,9,231,5,718
13,ATIZAPAN DE ZARAGOZA,392,964,155,148,3,16,2,9,0,8,0,83,0,11,1399
13,ATIZAPAN DE ZARAGOZA,393,864,464,95,8,17,7,9,1,9,2,89,282,17,1864
13,ATIZAPAN DE ZARAGOZA,394,643,329,84,7,15,2,13,2,8,1,60,0,15,1179
13,ATIZAPAN DE ZARAGOZA,395,708,398,163,5,28,0,10,0,6,2,29,0,20,1369
13,ATIZAPAN DE ZARAGOZA,396,785,332,150,23,16,0,15,0,1,1,26,0,23,1372
13,ATIZAPAN DE ZARAGOZA,397,526,337,103,10,16,31,5,1,0,2,34,226,21,1312
13,ATIZAPAN DE ZARAGOZA,398,735,368,132,6,29,16,9,0,13,1,52,0,27,1388
13,ATIZAPAN DE ZARAGOZA,399,756,384,126,42,19,4,15,2,4,2,42,0,41,1437
13,ATIZAPAN DE ZARAGOZA,400,957,181,75,5,23,1,9,0,2,2,43,1,28,1327
13,ATIZAPAN DE ZARAGOZA,401,554,316,85,22,12,0,4,3,6,7,42,2,28,1081
13,ATIZAPAN DE ZARAGOZA,402,649,460,183,6,19,5,13,0,5,0,47,1,33,1421
13,ATIZAPAN DE ZARAGOZA,403,784,215,82,5,18,1,5,0,3,0,55,0,6,1174
13,ATIZAPAN DE ZARAGOZA,404,960,226,93,4,27,11,11,0,3,0,52,0,7,1394
13,ATIZAPAN DE ZARAGOZA,405,627,317,113,12,15,0,6,1,1,0,56,0,8,1156
13,ATIZAPAN DE ZARAGOZA,406,756,212,79,7,16,7,6,0,2,0,47,0,5,1137
13,ATIZAPAN DE ZARAGOZA,407,314,169,73,6,15,11,23,0,0,0,19,0,9,639
13,ATIZAPAN DE ZARAGOZA,408,726,363,182,11,22,2,11,0,4,1,50,0,24,1396
13,ATIZAPAN DE ZARAGOZA,409,704,304,83,6,21,1,3,1,1,1,31,0,10,1166
13,ATIZAPAN DE ZARAGOZA,410,741,448,222,18,24,12,5,2,4,1,39,0,13,1529
13,ATIZAPAN DE ZARAGOZA,411,734,417,142,16,25,17,11,0,6,1,52,0,26,1447
13,ATIZAPAN DE ZARAGOZA,412,816,151,56,4,14,4,4,0,2,0,27,0,2,1080
13,ATIZAPAN DE ZARAGOZA,413,856,164,69,5,25,4,10,0,5,0,37,0,3,1178
13,ATIZAPAN DE ZARAGOZA,414,665,118,33,2,9,0,4,0,2,0,41,0,2,876
13,ATIZAPAN DE ZARAGOZA,415,166,281,78,6,6,2,1,0,0,0,8,0,7,555
13,ATIZAPAN DE ZARAGOZA,416,937,235,62,3,30,1,8,0,1,1,36,0,5,1319
14,ATLACOMULCO,417,756,783,515,12,17,0,8,0,1,2,0,0,26,2120
14,ATLACOMULCO,418,435,434,176,2,5,0,5,0,0,1,0,1,9,1068
14,ATLACOMULCO,419,291,303,170,0,2,0,2,0,0,0,0,0,21,789
14,ATLACOMULCO,420,312,429,122,3,9,0,1,0,0,0,0,0,7,883
14,ATLACOMULCO,421,302,301,70,0,5,0,2,0,0,1,0,0,7,688
14,ATLACOMULCO,422,581,581,214,6,3,0,20,0,0,0,0,0,33,1438
14,ATLACOMULCO,423,475,486,210,7,5,0,5,0,0,0,0,0,27,1215
14,ATLACOMULCO,424,377,283,106,1,3,0,2,0,0,1,2,1,9,785
14,ATLACOMULCO,425,140,263,34,3,2,0,2,0,1,0,0,0,19,464
14,ATLACOMULCO,426,90,259,163,5,11,0,0,0,2,3,1,0,32,566
14,ATLACOMULCO,427,50,173,80,3,11,0,0,0,2,0,0,0,14,333
14,ATLACOMULCO,428,32,199,81,0,0,1,0,0,1,0,0,0,6,320
14,ATLACOMULCO,429,138,253,45,4,4,0,4,0,1,1,0,0,7,457
14,ATLACOMULCO,430,105,543,78,3,8,1,8,0,2,1,0,0,19,768
14,ATLACOMULCO,431,253,643,226,9,12,1,3,2,3,2,0,0,69,1223
14,ATLACOMULCO,432,26,209,85,0,2,0,0,0,0,0,0,2,9,333
14,ATLACOMULCO,433,93,369,160,2,4,0,2,1,0,0,0,0,10,641
14,ATLACOMULCO,434,223,249,113,0,0,0,0,0,0,0,0,4,15,604
14,ATLACOMULCO,435,153,434,147,7,3,1,3,0,1,2,0,3,16,770
14,ATLACOMULCO,436,110,305,203,6,4,0,3,0,0,3,1,1,29,665
14,ATLACOMULCO,437,288,325,100,4,6,1,6,3,1,1,0,0,13,748
14,ATLACOMULCO,438,142,147,63,4,5,0,1,0,0,0,1,0,3,366
14,ATLACOMULCO,439,85,69,36,1,2,0,0,0,0,0,0,0,19,212
14,ATLACOMULCO,440,204,398,252,5,2,0,2,0,0,0,0,0,23,886
14,ATLACOMULCO,441,85,172,146,6,2,0,1,1,1,1,0,0,9,424
14,ATLACOMULCO,442,236,268,131,4,3,0,3,0,4,1,1,0,37,688
14,ATLACOMULCO,443,126,230,169,9,2,0,2,0,3,1,0,9,31,582
14,ATLACOMULCO,444,31,293,60,2,1,1,3,0,5,0,1,10,27,434
14,ATLACOMULCO,445,56,638,213,13,3,6,2,3,5,4,0,1,45,989
14,ATLACOMULCO,446,151,263,105,10,2,4,2,1,2,0,0,0,37,577
14,ATLACOMULCO,447,51,301,73,0,1,0,0,0,0,0,0,0,38,464
14,ATLACOMULCO,448,26,286,52,2,1,0,1,0,0,0,0,0,20,388
14,ATLACOMULCO,449,19,103,15,1,0,0,0,0,0,0,0,0,1,139
14,ATLACOMULCO,450,76,316,65,3,12,0,4,2,1,0,0,0,27,506
14,ATLACOMULCO,451,48,90,9,2,0,0,0,0,1,0,0,0,9,159
14,ATLACOMULCO,452,15,106,74,3,1,0,0,0,1,2,0,0,1,203
14,ATLACOMULCO,453,28,217,79,1,3,0,0,0,0,2,0,0,9,339
14,ATLACOMULCO,454,73,87,24,0,1,0,0,0,0,0,0,1,1,187
14,ATLACOMULCO,455,64,71,7,5,0,0,1,0,0,0,4,3,4,159
15,ATLAUTLA,456,71,387,436,3,10,0,5,1,3,1,0,0,37,954
15,ATLAUTLA,457,70,293,257,1,9,0,11,0,3,1,1,1,13,660
15,ATLAUTLA,458,82,278,231,5,7,0,13,1,4,0,2,0,7,630
15,ATLAUTLA,459,85,314,204,10,18,1,4,0,4,1,4,0,7,652
15,ATLAUTLA,460,78,431,268,3,8,0,23,1,7,0,1,1,15,836
15,ATLAUTLA,461,44,52,48,7,20,0,11,0,0,0,0,0,2,184
15,ATLAUTLA,462,87,109,73,1,48,0,14,0,0,1,1,0,27,361
15,ATLAUTLA,463,115,231,281,3,237,1,10,0,3,0,3,1,35,920
15,ATLAUTLA,464,184,351,297,6,289,0,16,2,7,1,8,0,40,1201
15,ATLAUTLA,465,68,166,156,11,68,0,0,1,1,1,1,0,14,487
15,ATLAUTLA,466,54,229,177,5,29,2,2,0,1,0,5,0,16,520
15,ATLAUTLA,467,26,178,163,4,183,5,8,2,2,0,2,0,26,599
15,ATLAUTLA,468,24,93,146,1,112,0,28,2,1,2,0,0,14,423
16,AXAPUSCO,469,315,267,134,0,6,0,17,0,4,0,1,4,14,762
16,AXAPUSCO,470,267,332,97,0,5,0,20,3,0,0,4,4,19,751
16,AXAPUSCO,471,82,126,36,0,8,0,5,0,1,0,0,0,3,261
16,AXAPUSCO,472,228,264,83,0,3,0,4,0,4,0,4,9,16,615
16,AXAPUSCO,473,216,248,22,0,6,0,3,0,1,0,1,6,13,516
16,AXAPUSCO,474,52,108,22,0,2,0,20,0,0,0,0,3,8,215
16,AXAPUSCO,475,118,126,25,0,5,0,1,0,2,0,0,3,2,282
16,AXAPUSCO,476,57,63,4,0,0,0,0,0,0,0,2,0,5,131
16,AXAPUSCO,477,55,87,27,0,0,0,10,0,0,0,0,4,4,187
16,AXAPUSCO,478,282,322,212,0,8,0,14,0,1,0,11,4,18,872
16,AXAPUSCO,479,16,45,24,0,1,0,4,0,0,0,0,0,4,94
16,AXAPUSCO,480,12,94,14,0,1,0,9,1,1,0,0,0,1,133
16,AXAPUSCO,481,55,55,14,0,0,0,24,0,1,0,0,3,4,156
16,AXAPUSCO,482,179,139,78,0,0,0,17,0,3,0,0,1,11,428
16,AXAPUSCO,483,112,47,46,0,1,0,2,1,0,0,0,0,3,212
16,AXAPUSCO,484,82,101,10,0,5,0,5,0,0,0,0,2,3,208
16,AXAPUSCO,485,258,237,85,0,6,0,8,0,0,0,3,1,8,606
16,AXAPUSCO,486,261,193,79,0,1,0,9,0,0,0,2,3,6,554
16,AXAPUSCO,487,498,274,112,0,3,0,11,1,2,0,2,7,19,929
16,AXAPUSCO,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,AXAPUSCO,489,32,37,10,0,1,0,2,1,0,0,0,0,0,83
17,AYAPANGO,490,189,422,29,16,168,3,1,1,4,1,1,3,44,882
17,AYAPANGO,491,115,286,29,4,176,0,0,0,0,0,3,0,17,630
17,AYAPANGO,492,34,69,9,2,51,0,0,0,0,0,0,0,1,166
17,AYAPANGO,493,92,90,61,0,50,0,0,0,0,0,0,0,5,298
17,AYAPANGO,494,98,120,47,4,187,0,0,0,2,0,0,0,43,501
18,CALIMAYA,495,111,315,184,26,38,0,0,0,1,2,0,0,12,689
18,CALIMAYA,496,103,279,203,36,24,0,0,0,1,0,0,0,23,669
18,CALIMAYA,497,82,275,253,70,44,0,0,1,1,1,0,0,19,746
18,CALIMAYA,498,90,235,224,42,34,0,4,0,1,1,0,0,15,646
18,CALIMAYA,499,147,178,41,12,1,0,0,1,0,2,0,0,20,402
18,CALIMAYA,500,398,558,175,62,18,0,2,2,2,3,0,1,69,1290
18,CALIMAYA,501,199,396,122,134,11,0,0,0,1,1,2,0,17,883
18,CALIMAYA,502,167,444,78,423,10,0,8,9,1,0,0,0,24,1164
18,CALIMAYA,503,83,232,147,33,3,0,4,0,2,0,0,1,4,509
18,CALIMAYA,504,359,189,144,6,9,0,2,0,0,0,0,1,16,726
18,CALIMAYA,505,131,495,203,56,9,2,2,1,2,0,0,0,32,933
18,CALIMAYA,506,53,239,68,38,11,0,1,0,1,1,0,0,11,423
18,CALIMAYA,507,148,266,120,31,13,0,3,1,2,1,0,0,36,621
18,CALIMAYA,508,102,366,529,62,26,0,4,0,0,1,0,0,37,1127
18,CALIMAYA,509,149,351,109,303,7,0,2,9,1,3,0,0,33,967
18,CALIMAYA,510,43,210,76,23,3,0,1,0,0,0,0,0,4,360
19,CAPULHUAC,511,172,299,497,6,5,0,0,1,2,0,1,0,9,992
19,CAPULHUAC,512,191,336,518,6,6,1,3,1,0,0,2,0,16,1080
19,CAPULHUAC,513,200,354,553,4,7,0,3,0,1,0,3,0,20,1145
19,CAPULHUAC,514,190,419,304,5,8,1,0,0,1,1,1,0,11,941
19,CAPULHUAC,515,159,235,475,7,5,0,0,0,0,3,1,0,11,896
19,CAPULHUAC,516,148,213,353,3,1,0,1,0,2,0,1,0,15,737
19,CAPULHUAC,517,90,184,292,2,1,0,0,0,0,0,2,0,4,575
19,CAPULHUAC,518,316,443,380,8,5,0,0,1,1,0,1,0,15,1170
19,CAPULHUAC,519,86,123,75,2,4,0,2,0,0,0,0,0,7,299
19,CAPULHUAC,520,121,252,145,60,10,3,2,0,1,0,3,0,9,606
19,CAPULHUAC,521,63,211,119,21,3,4,1,0,0,0,0,0,11,433
19,CAPULHUAC,522,104,268,129,108,5,13,1,0,0,0,1,0,13,642
20,COACALCO,523,500,454,325,52,22,1,11,17,3,5,1,0,15,1406
20,COACALCO,524,574,333,171,6,41,8,8,2,5,0,0,0,19,1167
20,COACALCO,525,533,363,191,8,22,0,15,1,10,0,0,0,14,1157
20,COACALCO,526,554,355,191,6,21,0,6,1,5,0,0,5,14,1158
20,COACALCO,527,664,354,197,8,28,0,15,3,2,1,3,0,7,1282
20,COACALCO,528,683,333,220,6,19,1,10,3,4,0,2,0,16,1297
20,COACALCO,529,369,201,113,5,3,0,8,0,2,0,1,0,4,706
20,COACALCO,530,340,243,81,3,10,0,5,3,3,0,6,0,6,700
20,COACALCO,531,498,333,132,23,13,2,3,0,3,0,1,0,16,1024
20,COACALCO,532,391,225,82,4,12,1,5,0,4,1,0,0,27,752
20,COACALCO,533,412,132,139,14,7,1,4,5,1,2,1,0,13,731
20,COACALCO,534,654,415,239,6,23,6,23,4,9,0,0,1,18,1398
20,COACALCO,535,712,406,220,10,23,2,5,3,4,0,1,0,14,1400
20,COACALCO,536,390,271,134,6,22,3,13,1,8,0,4,0,12,864
20,COACALCO,537,534,383,232,15,18,2,8,4,5,1,0,0,7,1209
20,COACALCO,538,525,380,167,6,20,0,6,1,7,1,3,0,17,1133
20,COACALCO,539,577,364,200,7,13,2,12,2,4,0,1,2,18,1202
20,COACALCO,540,606,539,203,6,19,2,9,0,2,1,3,0,6,1396
20,COACALCO,541,435,169,55,4,5,1,2,0,0,0,1,0,10,682
20,COACALCO,542,292,108,40,0,11,2,2,1,0,0,2,0,4,462
20,COACALCO,543,499,239,122,7,14,0,4,2,0,0,0,1,6,894
20,COACALCO,544,329,192,85,4,11,0,4,1,0,0,1,0,11,638
20,COACALCO,545,247,153,69,1,3,0,0,0,0,0,0,0,7,480
20,COACALCO,546,408,183,97,6,9,1,2,1,3,0,2,0,9,721
20,COACALCO,547,263,102,43,7,4,0,6,1,1,0,0,0,0,427
20,COACALCO,548,456,138,102,11,17,2,7,0,1,0,3,0,16,753
20,COACALCO,549,882,550,232,15,19,2,10,6,10,0,5,0,37,1768
20,COACALCO,550,528,429,230,0,16,3,5,1,3,0,1,0,13,1229
20,COACALCO,551,577,508,217,23,22,2,15,5,4,0,3,0,23,1399
20,COACALCO,552,624,391,252,7,21,0,17,2,4,0,0,0,13,1331
20,COACALCO,553,433,199,214,4,10,2,6,1,3,0,2,0,9,883
20,COACALCO,554,531,254,241,6,12,2,19,5,4,0,1,0,18,1093
20,COACALCO,555,484,168,94,7,21,0,5,2,4,0,2,0,2,789
20,COACALCO,556,1028,368,210,17,21,2,37,5,4,0,4,0,19,1715
20,COACALCO,557,512,241,165,7,19,0,12,1,3,0,1,0,16,977
20,COACALCO,558,539,387,170,9,30,2,16,11,2,1,3,0,26,1196
20,COACALCO,559,584,408,214,5,22,1,13,4,5,1,1,0,11,1269
20,COACALCO,560,554,264,128,6,18,1,10,3,3,0,0,0,13,1000
20,COACALCO,561,516,319,160,17,18,1,9,2,4,1,0,0,23,1070
20,COACALCO,562,761,484,245,18,10,3,8,0,4,0,1,1,20,1555
20,COACALCO,563,454,195,110,8,15,0,5,0,2,0,4,0,1,794
20,COACALCO,564,290,169,51,11,7,0,6,2,2,1,0,1,5,545
20,COACALCO,565,356,272,94,5,12,1,3,1,3,0,0,0,4,751
20,COACALCO,566,272,222,96,3,6,1,7,0,4,0,0,0,10,621
20,COACALCO,567,246,110,56,6,10,0,0,1,1,0,2,0,6,438
20,COACALCO,568,228,106,35,3,6,2,3,0,2,0,0,0,6,391
20,COACALCO,569,1663,732,425,25,85,1,27,5,15,1,7,0,34,3020
20,COACALCO,570,372,271,122,7,11,0,9,1,4,0,1,0,7,805
20,COACALCO,571,320,156,113,4,3,0,3,1,2,0,1,0,5,608
20,COACALCO,572,707,281,207,5,16,0,12,1,4,0,2,0,16,1251
20,COACALCO,573,1154,461,236,13,36,3,13,2,9,0,2,4,22,1955
20,COACALCO,574,346,174,74,10,7,1,6,1,3,0,1,0,3,626
20,COACALCO,575,350,342,316,50,12,1,23,29,5,1,4,0,16,1149
20,COACALCO,576,585,367,211,10,21,0,16,3,6,0,1,0,10,1230
20,COACALCO,577,489,265,136,6,17,0,20,0,3,0,0,0,9,945
20,COACALCO,578,910,461,246,12,29,2,4,1,4,0,1,0,13,1683
20,COACALCO,579,195,83,34,2,4,0,1,0,1,0,0,0,6,326
20,COACALCO,580,168,82,29,2,5,0,1,0,0,1,1,0,0,289
20,COACALCO,581,211,117,51,0,4,1,5,0,2,0,2,0,9,402
20,COACALCO,582,252,88,37,0,2,0,2,1,0,0,2,0,4,388
20,COACALCO,583,276,131,42,3,6,3,4,0,3,0,0,0,4,472
20,COACALCO,584,300,142,70,7,7,2,4,1,5,0,0,0,6,544
20,COACALCO,585,323,146,64,3,5,0,6,0,0,0,2,0,7,556
20,COACALCO,586,219,100,63,7,10,0,9,2,0,0,1,0,4,415
20,COACALCO,587,88,69,52,4,5,1,3,1,1,0,0,0,1,225
20,COACALCO,588,338,197,89,2,8,1,5,1,2,0,0,1,5,649
20,COACALCO,589,522,225,132,1,13,0,9,0,4,0,0,0,14,920
20,COACALCO,590,470,282,160,4,15,0,10,0,4,1,1,0,12,959
20,COACALCO,591,579,288,121,10,21,0,12,4,1,0,0,0,8,1044
20,COACALCO,592,715,319,205,4,25,1,19,2,0,0,1,0,9,1300
20,COACALCO,593,417,213,160,8,21,0,12,1,3,0,1,0,11,847
20,COACALCO,594,624,323,188,8,19,6,13,1,3,0,1,0,7,1193
20,COACALCO,595,439,288,135,23,14,10,11,1,1,1,0,2,14,939
20,COACALCO,596,247,125,76,10,10,0,35,0,1,1,1,1,9,516
20,COACALCO,597,326,187,100,5,11,0,36,0,1,0,5,0,3,674
20,COACALCO,598,258,202,62,2,9,1,3,1,1,0,0,0,7,546
20,COACALCO,599,331,88,61,3,11,0,3,1,2,0,1,0,5,506
20,COACALCO,600,311,210,115,8,11,0,8,1,4,0,3,0,17,688
20,COACALCO,601,511,320,373,53,15,0,13,38,7,3,0,0,21,1354
20,COACALCO,602,361,302,347,96,11,2,6,18,3,0,0,0,26,1172
20,COACALCO,603,326,209,121,12,16,0,7,0,2,2,1,0,7,703
20,COACALCO,604,477,311,192,63,20,0,17,46,6,0,1,0,17,1150
20,COACALCO,605,304,335,231,134,7,0,9,42,2,0,0,0,23,1087
20,COACALCO,606,446,293,288,33,10,1,10,19,13,0,0,0,21,1134
20,COACALCO,607,444,307,143,9,10,2,10,2,4,0,0,1,16,948
20,COACALCO,608,381,230,154,13,12,2,5,1,5,1,0,0,13,817
20,COACALCO,609,600,275,199,9,32,2,5,5,3,0,1,1,11,1143
20,COACALCO,610,1134,496,347,48,20,2,16,9,6,2,2,0,22,2104
20,COACALCO,611,587,319,203,30,16,1,11,2,3,1,4,0,13,1190
20,COACALCO,612,357,293,156,30,8,1,5,8,4,0,0,1,20,883
20,COACALCO,613,404,322,131,53,15,0,14,7,1,2,2,0,18,969
20,COACALCO,614,608,537,349,149,12,2,36,50,3,1,1,0,42,1790
20,COACALCO,615,412,308,200,133,13,1,16,46,4,0,0,0,13,1146
20,COACALCO,616,507,255,240,83,10,1,10,2,4,0,1,0,19,1132
20,COACALCO,617,651,316,172,21,12,0,7,7,3,0,2,0,10,1201
20,COACALCO,618,797,330,198,13,31,2,8,6,6,0,0,0,16,1407
20,COACALCO,619,593,233,162,7,16,1,8,0,10,0,2,0,14,1046
20,COACALCO,620,552,252,183,25,16,3,45,10,1,0,0,0,12,1099
20,COACALCO,621,492,254,129,44,6,6,17,4,3,1,2,0,35,993
20,COACALCO,622,367,186,92,8,8,3,7,3,2,0,5,0,12,693
20,COACALCO,623,223,129,85,3,11,0,1,0,2,1,0,0,2,457
20,COACALCO,624,444,198,113,10,11,0,5,1,3,0,1,1,8,795
20,COACALCO,625,191,136,55,3,5,0,4,0,0,0,1,0,6,401
20,COACALCO,626,441,163,123,4,9,1,2,2,1,1,0,0,2,749
20,COACALCO,627,304,251,59,5,11,0,4,0,1,0,0,0,7,642
20,COACALCO,628,331,148,62,7,12,0,3,2,0,1,0,0,12,578
21,COATEPEC HARINAS,629,458,184,171,17,0,0,0,0,0,0,0,0,19,849
21,COATEPEC HARINAS,630,430,231,141,4,3,0,0,0,0,0,0,3,21,833
