muni,NOMBRE,seccion,PAN,PRI,PRD,PT,PVEM,CD,PCD,PSN,PARM,PAS,DS,No Reg.,Nulos,Total
122,V. DE CHALCO SOLIDARIDAD,935,186,190,171,8,8,5,4,0,5,0,10,0,7,594
122,V. DE CHALCO SOLIDARIDAD,936,175,169,366,15,15,2,6,1,3,2,13,0,16,783
26,CHALCO,937,290,727,380,38,71,4,29,2,8,4,11,0,34,1598
26,CHALCO,938,104,82,57,9,7,0,10,0,4,0,6,0,10,289
122,V. DE CHALCO SOLIDARIDAD,939,187,219,238,33,19,3,6,0,6,0,7,0,14,732
122,V. DE CHALCO SOLIDARIDAD,940,167,252,342,24,14,1,10,0,5,1,14,0,26,856
122,V. DE CHALCO SOLIDARIDAD,941,177,278,261,30,28,5,21,0,7,0,27,0,34,868
122,V. DE CHALCO SOLIDARIDAD,942,216,248,274,45,29,6,11,3,6,0,5,0,32,875
122,V. DE CHALCO SOLIDARIDAD,943,213,248,265,21,13,5,9,1,9,1,15,0,19,819
122,V. DE CHALCO SOLIDARIDAD,944,188,251,175,6,13,6,6,0,6,1,18,0,15,685
122,V. DE CHALCO SOLIDARIDAD,945,136,236,172,16,12,4,2,0,8,0,7,0,21,614
122,V. DE CHALCO SOLIDARIDAD,946,174,322,224,12,17,5,3,0,3,2,16,0,40,818
122,V. DE CHALCO SOLIDARIDAD,947,292,492,325,26,37,14,10,0,11,1,24,2,38,1272
122,V. DE CHALCO SOLIDARIDAD,948,215,412,277,23,33,2,7,0,12,0,14,0,27,1022
122,V. DE CHALCO SOLIDARIDAD,949,151,322,232,21,26,0,8,4,10,0,11,0,19,804
122,V. DE CHALCO SOLIDARIDAD,950,138,288,184,9,29,2,10,0,5,0,8,1,31,705
122,V. DE CHALCO SOLIDARIDAD,951,239,460,307,38,22,3,7,2,10,2,14,0,37,1141
122,V. DE CHALCO SOLIDARIDAD,952,193,360,252,15,16,2,8,0,4,0,12,0,26,888
122,V. DE CHALCO SOLIDARIDAD,953,125,296,178,19,9,3,8,2,2,0,4,0,16,662
122,V. DE CHALCO SOLIDARIDAD,954,148,231,133,10,14,8,7,0,6,0,8,0,61,626
122,V. DE CHALCO SOLIDARIDAD,955,183,318,204,12,23,1,3,0,1,0,12,0,47,804
122,V. DE CHALCO SOLIDARIDAD,956,133,219,183,18,21,5,4,0,4,0,9,0,18,614
122,V. DE CHALCO SOLIDARIDAD,957,150,236,209,23,20,10,7,0,3,0,6,0,80,744
122,V. DE CHALCO SOLIDARIDAD,958,142,290,265,21,11,6,9,0,5,0,4,0,44,797
122,V. DE CHALCO SOLIDARIDAD,959,179,230,232,18,13,3,7,0,4,2,8,0,25,721
122,V. DE CHALCO SOLIDARIDAD,960,208,318,313,23,15,13,4,0,2,0,11,0,25,932
122,V. DE CHALCO SOLIDARIDAD,961,233,317,333,31,27,3,10,1,8,1,11,0,32,1007
122,V. DE CHALCO SOLIDARIDAD,962,193,300,316,17,20,2,7,0,12,1,16,0,54,938
122,V. DE CHALCO SOLIDARIDAD,963,217,316,323,21,23,3,7,2,11,1,16,0,30,970
122,V. DE CHALCO SOLIDARIDAD,964,187,274,302,32,29,5,4,4,16,0,8,1,67,929
122,V. DE CHALCO SOLIDARIDAD,965,147,229,238,29,17,2,4,1,7,0,12,0,24,710
26,CHALCO,966,235,257,187,31,40,0,11,2,6,3,20,0,18,810
26,CHALCO,967,253,258,170,21,31,10,14,0,7,3,10,0,29,806
122,V. DE CHALCO SOLIDARIDAD,968,266,305,225,39,21,4,9,1,9,2,8,0,27,916
122,V. DE CHALCO SOLIDARIDAD,969,194,294,282,31,18,4,37,0,11,0,11,1,64,947
122,V. DE CHALCO SOLIDARIDAD,970,154,314,203,39,27,9,11,2,9,1,20,0,21,810
122,V. DE CHALCO SOLIDARIDAD,971,266,464,430,52,30,7,5,0,14,0,19,0,52,1339
122,V. DE CHALCO SOLIDARIDAD,972,250,517,354,23,44,3,5,0,9,1,23,0,56,1285
122,V. DE CHALCO SOLIDARIDAD,973,152,290,226,25,19,1,3,2,10,2,8,1,24,763
122,V. DE CHALCO SOLIDARIDAD,974,286,639,501,47,47,6,12,1,32,2,22,0,37,1632
122,V. DE CHALCO SOLIDARIDAD,975,142,299,265,16,17,7,5,0,8,2,11,2,40,814
122,V. DE CHALCO SOLIDARIDAD,976,228,312,191,21,19,11,5,4,90,1,16,0,23,921
122,V. DE CHALCO SOLIDARIDAD,977,220,411,288,53,25,13,8,0,19,2,11,0,63,1113
122,V. DE CHALCO SOLIDARIDAD,978,157,299,262,34,14,5,6,0,5,1,8,0,21,812
122,V. DE CHALCO SOLIDARIDAD,979,153,241,221,67,16,19,9,0,4,1,7,1,17,756
122,V. DE CHALCO SOLIDARIDAD,980,152,270,213,49,18,22,1,0,8,2,7,0,18,760
122,V. DE CHALCO SOLIDARIDAD,981,194,298,293,45,25,27,7,1,15,1,12,0,18,936
122,V. DE CHALCO SOLIDARIDAD,982,190,260,316,34,14,9,6,0,15,0,6,2,32,884
122,V. DE CHALCO SOLIDARIDAD,983,157,373,225,36,18,3,10,0,12,0,14,0,82,930
122,V. DE CHALCO SOLIDARIDAD,984,322,498,303,35,24,10,10,1,8,1,19,0,33,1264
122,V. DE CHALCO SOLIDARIDAD,985,170,271,186,31,17,3,9,0,6,1,17,0,18,729
26,CHALCO,986,176,246,170,14,20,4,12,0,2,2,8,0,21,675
26,CHALCO,987,238,273,168,16,50,2,58,2,1,2,8,0,27,845
26,CHALCO,988,450,573,377,29,52,5,8,3,8,4,21,0,43,1573
26,CHALCO,989,169,131,69,23,31,5,0,1,2,1,0,0,7,439
26,CHALCO,990,253,201,69,11,50,5,5,2,2,2,2,0,11,613
26,CHALCO,991,370,324,195,29,91,11,10,3,7,2,13,0,11,1066
26,CHALCO,992,430,439,269,33,73,16,15,1,10,4,26,1,37,1354
26,CHALCO,993,318,249,194,19,62,28,9,3,7,2,17,0,25,933
26,CHALCO,994,336,358,232,43,96,21,18,3,10,4,13,0,21,1155
26,CHALCO,995,594,782,555,64,125,24,12,4,10,3,28,0,86,2287
26,CHALCO,996,450,668,404,59,99,6,20,6,22,0,20,0,79,1833
122,V. DE CHALCO SOLIDARIDAD,997,141,271,171,15,16,0,7,0,0,2,5,0,18,646
122,V. DE CHALCO SOLIDARIDAD,998,128,200,115,14,9,7,9,0,5,0,12,3,25,527
122,V. DE CHALCO SOLIDARIDAD,999,209,439,218,30,23,18,6,1,2,2,12,0,41,1001
122,V. DE CHALCO SOLIDARIDAD,1000,208,397,252,28,13,14,6,0,3,1,13,0,28,963
122,V. DE CHALCO SOLIDARIDAD,1001,158,268,284,32,20,8,7,2,11,1,15,0,27,833
122,V. DE CHALCO SOLIDARIDAD,1002,184,400,267,38,18,21,14,2,6,1,8,0,28,987
122,V. DE CHALCO SOLIDARIDAD,1003,184,397,319,41,25,23,21,1,7,3,7,0,78,1106
122,V. DE CHALCO SOLIDARIDAD,1004,172,225,123,191,20,21,9,1,5,3,6,0,37,813
122,V. DE CHALCO SOLIDARIDAD,1005,146,324,183,36,22,6,7,0,9,0,9,0,26,768
122,V. DE CHALCO SOLIDARIDAD,1006,181,300,244,25,28,5,7,0,18,2,5,0,23,838
122,V. DE CHALCO SOLIDARIDAD,1007,271,457,308,36,24,17,5,1,13,2,19,0,44,1197
122,V. DE CHALCO SOLIDARIDAD,1008,182,257,233,16,24,4,8,0,7,0,10,0,22,763
122,V. DE CHALCO SOLIDARIDAD,1009,209,427,322,44,33,15,8,0,13,2,9,0,42,1124
122,V. DE CHALCO SOLIDARIDAD,1010,190,437,291,24,20,10,9,0,6,1,18,0,36,1042
122,V. DE CHALCO SOLIDARIDAD,1011,194,458,356,32,31,4,9,6,29,1,15,2,40,1177
122,V. DE CHALCO SOLIDARIDAD,1012,229,409,216,44,20,5,7,0,19,1,15,0,18,983
122,V. DE CHALCO SOLIDARIDAD,1013,183,321,238,31,19,5,7,0,7,0,11,0,30,852
122,V. DE CHALCO SOLIDARIDAD,1014,200,379,150,15,18,2,6,0,8,2,12,0,6,798
122,V. DE CHALCO SOLIDARIDAD,1015,167,377,213,30,5,3,2,0,4,3,14,0,27,845
122,V. DE CHALCO SOLIDARIDAD,1016,96,481,155,13,12,1,0,1,8,0,3,0,20,790
26,CHALCO,1017,186,236,135,76,60,9,7,3,4,0,8,0,12,736
26,CHALCO,1018,224,227,168,78,40,16,3,1,5,3,9,0,12,786
26,CHALCO,1019,364,296,233,51,64,56,20,2,1,3,14,0,32,1136
26,CHALCO,1020,181,210,112,67,32,37,4,1,11,0,4,0,19,678
26,CHALCO,1021,196,194,89,26,39,25,2,0,2,5,15,0,19,612
26,CHALCO,1022,311,374,118,24,92,14,11,2,9,3,12,1,13,984
26,CHALCO,1023,340,299,165,20,71,7,8,1,7,3,17,0,45,983
26,CHALCO,1024,201,179,95,14,42,2,3,0,5,1,10,0,11,563
26,CHALCO,1025,482,385,209,14,80,9,8,0,18,3,17,0,12,1237
26,CHALCO,1026,293,319,87,17,73,4,0,1,5,5,8,2,23,837
26,CHALCO,1027,341,286,128,18,70,6,5,0,7,10,10,0,20,901
122,V. DE CHALCO SOLIDARIDAD,1028,106,440,166,20,17,2,5,0,8,0,9,2,21,796
122,V. DE CHALCO SOLIDARIDAD,1029,233,511,253,25,35,20,13,0,11,1,23,2,24,1151
122,V. DE CHALCO SOLIDARIDAD,1030,231,487,319,30,32,8,15,0,14,0,22,1,29,1188
122,V. DE CHALCO SOLIDARIDAD,1031,195,482,287,25,27,5,11,0,9,1,23,0,25,1090
122,V. DE CHALCO SOLIDARIDAD,1032,206,420,266,30,32,13,10,0,11,1,20,2,27,1038
122,V. DE CHALCO SOLIDARIDAD,1033,192,357,227,25,22,3,10,0,9,0,13,0,30,888
122,V. DE CHALCO SOLIDARIDAD,1034,183,770,173,25,17,1,6,2,7,0,5,0,23,1212
26,CHALCO,1035,226,254,199,35,41,9,4,2,5,1,5,0,37,818
26,CHALCO,1036,345,433,307,50,81,3,11,1,10,1,9,0,51,1302
26,CHALCO,1037,364,517,355,36,110,15,16,2,13,4,24,0,48,1504
26,CHALCO,1038,200,245,163,27,65,7,4,1,16,2,18,0,17,765
26,CHALCO,1039,296,285,243,54,130,9,12,3,6,3,15,0,37,1093
26,CHALCO,1040,512,358,155,22,80,7,4,2,13,9,20,0,27,1209
26,CHALCO,1041,360,235,109,22,58,1,6,0,17,12,6,11,9,846
26,CHALCO,1042,519,443,157,15,86,5,6,0,12,1,19,1,17,1281
26,CHALCO,1043,328,205,115,13,29,6,3,0,4,1,11,0,10,725
26,CHALCO,1044,184,336,119,16,45,2,2,1,4,0,3,0,21,733
26,CHALCO,1045,155,200,98,7,31,2,2,0,4,1,3,0,15,518
26,CHALCO,1046,144,195,116,5,32,0,1,0,9,1,4,0,7,514
26,CHALCO,1047,299,372,194,29,73,12,2,2,3,8,8,0,32,1034
26,CHALCO,1048,123,144,66,83,27,1,1,1,0,1,2,0,12,461
26,CHALCO,1049,376,339,121,190,38,0,2,1,1,3,6,0,16,1093
26,CHALCO,1050,231,257,197,78,28,1,4,1,6,3,2,0,28,836
26,CHALCO,1051,213,188,131,103,49,1,3,3,4,0,1,0,18,714
26,CHALCO,1052,215,207,66,110,26,0,3,0,1,2,5,0,21,656
26,CHALCO,1053,345,341,221,28,93,3,7,1,6,1,8,0,41,1095
26,CHALCO,1054,203,286,124,13,80,2,5,1,4,0,3,0,8,729
26,CHALCO,1055,295,329,186,23,107,8,2,0,3,2,5,0,12,972
26,CHALCO,1056,130,165,86,13,25,0,1,0,3,2,0,0,7,432
26,CHALCO,1057,96,156,136,24,18,1,0,0,1,2,1,0,9,444
26,CHALCO,1058,54,82,78,3,8,0,4,0,1,0,1,0,5,236
26,CHALCO,1059,137,210,187,25,19,3,4,4,2,0,0,0,16,607
26,CHALCO,1060,127,190,212,28,28,1,0,2,0,2,3,0,3,596
122,V. DE CHALCO SOLIDARIDAD,1061,104,308,253,23,33,9,5,1,3,0,3,0,17,759
26,CHALCO,1062,228,332,150,29,41,4,5,1,3,3,4,0,26,826
26,CHALCO,1063,236,319,207,34,34,3,4,0,3,2,8,0,39,889
26,CHALCO,1064,116,110,108,13,9,0,5,0,1,1,1,0,14,378
26,CHALCO,1065,298,469,154,17,80,3,6,1,5,1,3,1,14,1052
26,CHALCO,1066,126,264,108,8,33,2,2,0,1,3,6,1,20,574
26,CHALCO,1067,232,436,178,11,54,1,7,1,1,0,12,0,15,948
26,CHALCO,1068,213,471,230,18,67,1,7,1,2,3,10,0,10,1033
26,CHALCO,1069,183,300,139,9,39,1,4,1,1,2,10,0,7,696
26,CHALCO,1070,190,183,355,16,15,1,6,1,1,0,5,0,17,790
26,CHALCO,1071,214,163,344,17,19,4,3,1,0,2,5,0,11,783
26,CHALCO,1072,140,288,316,13,18,1,6,2,1,2,4,0,17,808
26,CHALCO,1073,230,273,475,27,26,4,7,1,1,2,9,1,28,1084
26,CHALCO,1074,259,148,182,12,38,0,4,0,1,0,5,0,20,669
26,CHALCO,1075,359,266,276,15,31,5,1,1,3,0,8,0,35,1000
26,CHALCO,1076,458,359,363,21,33,0,6,0,10,2,6,0,38,1296
26,CHALCO,1077,204,280,191,4,69,1,5,0,2,3,3,0,26,788
26,CHALCO,1078,188,348,240,9,14,2,4,1,2,1,3,0,15,827
26,CHALCO,1079,279,469,406,16,22,1,7,1,4,2,4,0,55,1266
26,CHALCO,1080,223,329,230,18,57,2,9,1,4,0,5,0,25,903
27,CHAPA DE MOTA,1081,455,430,8,3,7,3,1,1,1,0,1,0,26,936
27,CHAPA DE MOTA,1082,379,130,16,0,1,3,0,0,0,0,0,4,15,548
27,CHAPA DE MOTA,1083,378,299,30,4,3,1,1,0,2,1,1,0,28,748
27,CHAPA DE MOTA,1084,265,249,16,0,1,1,0,0,3,0,0,0,32,567
27,CHAPA DE MOTA,1085,863,435,56,3,5,3,7,0,1,2,1,0,82,1458
27,CHAPA DE MOTA,1086,515,262,30,2,1,1,0,1,1,1,0,0,40,854
27,CHAPA DE MOTA,1087,344,184,25,4,2,0,1,1,1,2,0,1,31,596
27,CHAPA DE MOTA,1088,178,266,9,0,0,0,1,0,0,0,0,0,19,473
27,CHAPA DE MOTA,1089,207,182,9,2,0,0,0,0,1,4,0,0,24,429
27,CHAPA DE MOTA,1090,265,392,11,0,4,0,0,0,0,0,0,0,17,689
27,CHAPA DE MOTA,1091,186,222,13,3,1,1,2,0,1,0,0,0,26,455
27,CHAPA DE MOTA,1092,178,239,9,0,1,4,0,0,0,0,0,1,16,448
27,CHAPA DE MOTA,1093,118,228,1,0,0,0,0,1,0,0,0,0,14,362
27,CHAPA DE MOTA,1094,62,64,0,0,0,0,2,0,0,0,0,0,3,131
28,CHAPULTEPEC,1095,434,639,102,106,5,5,6,0,0,194,2,0,14,1507
28,CHAPULTEPEC,1096,256,399,35,79,1,1,7,0,1,62,1,0,27,869
29,CHIAUTLA,1097,101,360,184,4,11,1,711,3,1,2,0,0,26,1404
29,CHIAUTLA,1098,88,354,168,3,4,6,737,0,0,3,0,4,28,1395
29,CHIAUTLA,1099,62,279,60,2,1,2,332,0,0,0,1,0,15,754
29,CHIAUTLA,1100,55,141,34,0,0,0,42,1,0,1,0,0,11,285
29,CHIAUTLA,1101,45,336,59,1,4,6,174,0,0,0,0,4,4,633
29,CHIAUTLA,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,CHIAUTLA,1103,16,248,25,2,0,1,156,0,0,1,0,0,8,457
29,CHIAUTLA,1104,4,77,18,0,0,0,113,1,1,0,0,0,4,218
29,CHIAUTLA,1105,26,224,8,1,0,1,70,0,0,0,0,0,6,336
29,CHIAUTLA,1106,12,204,44,1,0,0,191,0,0,0,0,0,12,464
29,CHIAUTLA,1107,152,511,138,10,6,4,420,0,2,0,0,0,29,1272
29,CHIAUTLA,1108,61,504,186,2,3,3,326,1,0,1,0,2,24,1113
30,CHICOLOAPAN,1109,192,550,703,7,26,5,9,0,3,1,5,0,44,1545
30,CHICOLOAPAN,1110,78,417,536,2,6,7,19,0,2,1,5,0,19,1092
30,CHICOLOAPAN,1111,52,361,480,6,14,8,11,0,4,4,6,0,29,975
30,CHICOLOAPAN,1112,190,743,878,7,27,9,12,1,7,5,27,0,44,1950
30,CHICOLOAPAN,1113,97,591,479,17,9,12,5,1,12,1,6,0,31,1261
30,CHICOLOAPAN,1114,92,417,521,3,3,9,5,0,3,1,2,0,38,1094
30,CHICOLOAPAN,1115,77,312,288,6,6,0,7,2,2,1,6,0,9,716
30,CHICOLOAPAN,1116,167,497,398,14,15,4,1,0,4,1,25,0,34,1160
30,CHICOLOAPAN,1117,161,214,359,11,13,9,9,0,3,0,13,0,14,806
30,CHICOLOAPAN,1118,169,297,355,12,13,1,9,0,7,0,8,0,28,899
30,CHICOLOAPAN,1119,158,227,205,12,5,4,5,0,4,1,8,3,12,644
30,CHICOLOAPAN,1120,146,222,264,24,8,6,7,0,3,0,13,0,12,705
30,CHICOLOAPAN,1121,334,515,745,46,55,17,11,1,16,2,31,1,38,1812
30,CHICOLOAPAN,1122,147,342,405,41,29,7,9,2,9,6,5,0,30,1032
30,CHICOLOAPAN,1123,120,241,314,26,15,16,5,0,10,1,8,1,23,780
30,CHICOLOAPAN,1124,197,306,431,33,22,16,8,0,1,1,6,0,24,1045
30,CHICOLOAPAN,1125,142,168,370,11,8,3,6,0,4,0,14,0,24,750
30,CHICOLOAPAN,1126,184,220,309,15,11,3,7,1,12,3,14,0,26,805
30,CHICOLOAPAN,1127,200,198,291,12,13,1,1,0,30,0,21,1,20,788
30,CHICOLOAPAN,1128,187,223,222,6,16,3,7,0,1,2,5,0,20,692
30,CHICOLOAPAN,1129,206,135,269,10,12,3,4,0,6,0,11,0,19,675
30,CHICOLOAPAN,1130,208,260,325,15,12,1,12,0,25,0,16,0,16,890
30,CHICOLOAPAN,1131,167,159,249,7,12,0,2,0,4,1,3,7,20,631
30,CHICOLOAPAN,1132,193,124,229,6,6,1,6,0,8,0,1,0,6,580
30,CHICOLOAPAN,1133,185,283,217,7,10,0,7,0,4,1,8,0,12,734
30,CHICOLOAPAN,1134,135,212,305,9,9,1,9,2,3,1,5,0,29,720
30,CHICOLOAPAN,1135,145,176,234,8,10,2,5,0,2,2,6,0,21,611
30,CHICOLOAPAN,1136,183,281,280,8,14,9,6,1,3,0,16,0,27,828
30,CHICOLOAPAN,1137,150,219,243,7,16,5,9,0,3,2,2,0,14,670
30,CHICOLOAPAN,1138,224,167,306,6,24,1,12,1,6,0,9,2,18,776
30,CHICOLOAPAN,1139,118,162,152,10,6,4,3,1,2,2,4,0,12,476
30,CHICOLOAPAN,1140,123,238,258,10,9,2,9,0,2,1,8,0,13,673
30,CHICOLOAPAN,1141,1070,1728,1310,65,83,5,33,0,18,3,59,0,115,4489
31,CHICONCUAC,1142,274,409,111,56,6,0,46,2,144,0,1,1,30,1080
31,CHICONCUAC,1143,246,250,337,288,22,0,14,2,55,1,1,0,34,1250
31,CHICONCUAC,1144,205,529,128,99,12,0,51,1,69,1,1,1,22,1119
31,CHICONCUAC,1145,362,509,153,81,11,0,33,0,167,0,1,0,26,1343
31,CHICONCUAC,1146,99,136,47,542,11,0,12,1,6,0,1,0,20,875
31,CHICONCUAC,1147,287,307,136,408,25,0,23,0,145,1,1,0,40,1373
31,CHICONCUAC,1148,92,195,52,677,27,0,4,0,3,0,2,2,21,1075
32,CHIMALHUACAN,1149,214,389,266,22,21,2,2,4,5,14,6,0,13,958
32,CHIMALHUACAN,1150,226,320,326,21,16,8,6,3,2,1,11,1,24,965
32,CHIMALHUACAN,1151,257,365,327,13,15,7,2,3,7,5,12,0,26,1039
32,CHIMALHUACAN,1152,165,306,219,24,23,2,7,2,4,0,8,0,19,779
32,CHIMALHUACAN,1153,116,282,157,10,9,2,4,4,3,1,9,0,9,606
32,CHIMALHUACAN,1154,124,338,236,12,13,1,2,1,2,2,4,305,26,1066
32,CHIMALHUACAN,1155,256,415,337,14,31,7,4,2,8,3,23,0,23,1123
32,CHIMALHUACAN,1156,105,212,189,8,8,2,2,0,2,0,4,237,22,791
32,CHIMALHUACAN,1157,69,208,204,8,8,2,1,0,1,2,3,1,22,529
32,CHIMALHUACAN,1158,149,283,145,9,10,3,6,1,3,1,2,0,25,637
32,CHIMALHUACAN,1159,115,271,171,11,15,0,1,2,1,0,5,269,20,881
32,CHIMALHUACAN,1160,191,448,277,20,22,3,3,0,3,1,7,0,88,1063
32,CHIMALHUACAN,1161,221,452,333,12,13,2,3,2,7,4,10,0,21,1080
32,CHIMALHUACAN,1162,181,375,198,11,11,1,5,0,2,3,6,0,20,813
32,CHIMALHUACAN,1163,223,450,353,17,27,6,11,2,2,2,8,0,40,1141
32,CHIMALHUACAN,1164,273,534,347,14,24,2,4,2,7,1,11,0,23,1242
32,CHIMALHUACAN,1165,213,326,319,10,18,10,4,0,9,2,12,0,31,954
32,CHIMALHUACAN,1166,191,364,249,8,20,2,6,0,6,2,21,1,28,898
32,CHIMALHUACAN,1167,142,289,325,10,26,3,4,3,4,0,6,2,26,840
32,CHIMALHUACAN,1168,174,335,194,11,17,0,7,4,1,8,4,317,55,1127
32,CHIMALHUACAN,1169,157,363,292,22,15,1,0,0,2,2,4,0,19,877
32,CHIMALHUACAN,1170,254,513,354,17,32,2,13,5,0,4,12,0,40,1246
32,CHIMALHUACAN,1171,152,410,210,11,25,0,1,3,2,3,5,0,32,854
32,CHIMALHUACAN,1172,190,385,295,33,26,0,7,4,9,1,8,0,41,999
32,CHIMALHUACAN,1173,375,499,445,24,35,2,7,4,3,4,14,0,44,1456
32,CHIMALHUACAN,1174,213,362,280,8,34,13,12,2,3,5,0,0,32,964
32,CHIMALHUACAN,1175,235,340,205,10,24,2,10,0,4,5,6,0,20,861
32,CHIMALHUACAN,1176,197,357,212,23,16,3,4,0,4,3,9,0,62,890
32,CHIMALHUACAN,1177,251,426,214,16,22,1,7,1,6,1,15,2,33,995
32,CHIMALHUACAN,1178,239,353,272,11,23,0,3,1,4,0,14,0,17,937
32,CHIMALHUACAN,1179,210,289,256,13,13,4,2,4,4,1,12,0,26,834
32,CHIMALHUACAN,1180,204,346,241,13,33,1,8,1,2,0,7,0,63,919
32,CHIMALHUACAN,1181,218,287,233,8,19,2,3,3,2,3,4,0,18,800
32,CHIMALHUACAN,1182,194,369,190,11,26,2,7,3,5,1,8,0,28,844
32,CHIMALHUACAN,1183,170,303,263,14,12,1,5,7,1,2,9,0,18,805
32,CHIMALHUACAN,1184,172,304,217,11,10,0,7,0,4,1,11,0,33,770
32,CHIMALHUACAN,1185,185,328,248,22,17,4,7,0,6,2,6,0,24,849
32,CHIMALHUACAN,1186,203,310,252,18,28,1,4,0,9,3,11,0,38,877
32,CHIMALHUACAN,1187,157,298,280,9,19,1,7,0,0,3,11,0,17,802
32,CHIMALHUACAN,1188,135,282,217,11,11,0,1,1,4,2,6,0,23,693
32,CHIMALHUACAN,1189,244,325,274,17,19,2,6,0,3,0,8,0,18,916
32,CHIMALHUACAN,1190,199,300,202,15,16,0,5,0,0,1,7,0,28,773
32,CHIMALHUACAN,1191,266,415,275,20,17,4,4,0,3,5,9,0,37,1055
32,CHIMALHUACAN,1192,560,838,572,31,44,2,20,2,16,3,41,0,37,2166
32,CHIMALHUACAN,1193,597,510,621,30,39,7,13,1,11,2,22,3,45,1901
32,CHIMALHUACAN,1194,633,440,371,27,25,5,12,2,6,0,9,0,43,1573
32,CHIMALHUACAN,1195,286,301,316,19,16,1,5,0,2,5,5,0,39,995
32,CHIMALHUACAN,1196,128,328,210,5,16,4,5,1,6,2,7,0,22,734
32,CHIMALHUACAN,1197,190,275,306,13,16,0,3,2,5,4,7,0,12,833
32,CHIMALHUACAN,1198,200,303,343,12,10,3,2,0,1,2,6,0,23,905
32,CHIMALHUACAN,1199,212,321,191,8,21,2,3,1,4,3,7,0,43,816
32,CHIMALHUACAN,1200,199,291,349,15,13,0,4,0,7,1,10,0,24,913
32,CHIMALHUACAN,1201,144,351,183,13,21,1,5,3,7,4,9,0,19,760
32,CHIMALHUACAN,1202,101,408,95,5,5,1,1,1,3,0,2,0,145,767
32,CHIMALHUACAN,1203,125,387,162,7,10,1,1,1,1,1,2,0,14,712
32,CHIMALHUACAN,1204,181,379,377,20,29,4,7,8,4,1,13,1,26,1050
32,CHIMALHUACAN,1205,204,268,293,12,28,1,4,1,4,1,8,0,14,838
32,CHIMALHUACAN,1206,206,257,221,8,28,1,6,3,2,5,12,4,22,775
32,CHIMALHUACAN,1207,209,229,242,13,10,2,11,0,1,0,10,0,25,752
32,CHIMALHUACAN,1208,278,267,287,12,11,2,2,1,5,1,8,0,27,901
32,CHIMALHUACAN,1209,726,243,335,13,27,0,6,1,4,0,11,0,19,1385
32,CHIMALHUACAN,1210,394,464,538,18,24,2,15,3,10,2,23,0,53,1546
32,CHIMALHUACAN,1211,335,287,221,10,25,1,1,3,2,1,21,0,39,946
32,CHIMALHUACAN,1212,468,275,289,15,20,1,5,1,7,3,12,0,44,1140
32,CHIMALHUACAN,1213,435,257,391,12,18,0,5,0,7,1,9,0,24,1159
32,CHIMALHUACAN,1214,252,101,153,6,12,2,2,1,0,0,4,1,10,544
32,CHIMALHUACAN,1215,416,217,167,2,14,2,1,1,3,0,5,0,24,852
32,CHIMALHUACAN,1216,139,550,200,9,9,2,3,3,10,0,5,0,41,971
32,CHIMALHUACAN,1217,350,332,309,12,15,3,1,5,1,3,16,279,41,1367
32,CHIMALHUACAN,1218,431,381,615,18,41,10,6,2,7,1,9,0,39,1560
32,CHIMALHUACAN,1219,263,270,519,12,23,1,5,3,9,2,5,0,41,1153
32,CHIMALHUACAN,1220,121,165,236,11,13,4,2,2,3,2,3,0,11,573
32,CHIMALHUACAN,1221,163,247,214,5,13,1,2,3,4,2,12,0,47,713
32,CHIMALHUACAN,1222,193,337,247,14,22,2,7,14,3,1,3,0,29,872
32,CHIMALHUACAN,1223,208,345,294,20,19,1,5,7,1,1,8,1,18,928
32,CHIMALHUACAN,1224,220,304,408,11,19,11,2,1,3,4,10,0,19,1012
32,CHIMALHUACAN,1225,191,228,339,7,35,5,0,0,0,2,10,1,15,833
32,CHIMALHUACAN,1226,101,209,153,6,10,4,1,2,2,2,7,3,15,515
32,CHIMALHUACAN,1227,201,342,294,15,23,11,4,0,3,1,11,0,22,927
32,CHIMALHUACAN,1228,206,274,286,7,17,28,9,1,1,2,11,0,42,884
32,CHIMALHUACAN,1229,198,331,258,10,22,3,3,3,4,4,9,0,36,881
32,CHIMALHUACAN,1230,228,301,322,21,20,3,7,2,6,2,20,0,40,972
32,CHIMALHUACAN,1231,185,388,217,10,22,4,9,0,1,0,15,0,85,936
32,CHIMALHUACAN,1232,241,290,336,26,23,1,8,2,2,1,17,0,18,965
32,CHIMALHUACAN,1233,190,256,333,10,29,1,2,1,9,1,14,0,24,870
32,CHIMALHUACAN,1234,260,336,298,13,17,1,3,2,11,1,14,1,37,994
32,CHIMALHUACAN,1235,229,374,271,7,20,20,2,4,4,2,13,0,26,972
32,CHIMALHUACAN,1236,648,777,637,25,53,3,13,2,12,4,27,0,62,2263
32,CHIMALHUACAN,1237,507,379,254,16,27,4,6,1,8,2,12,0,39,1255
32,CHIMALHUACAN,1238,179,337,294,10,17,2,4,3,3,14,10,0,21,894
32,CHIMALHUACAN,1239,139,220,144,13,10,3,0,0,3,0,6,0,15,553
32,CHIMALHUACAN,1240,237,293,265,8,7,2,14,0,6,3,18,0,5,858
32,CHIMALHUACAN,1241,343,357,243,11,20,1,11,3,1,1,18,0,28,1037
32,CHIMALHUACAN,1242,205,250,258,10,10,3,3,0,3,1,0,0,14,757
32,CHIMALHUACAN,1243,245,342,273,5,14,10,4,2,7,0,11,1,24,938
