CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND24,CAND_IND25,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND32,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,2971,C,1,0,C01,47,63,6,9,6,165,5,101,4,,,,,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,0,9,419,642,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/2971C1_A_05_060006.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,2971,B,1,0,B,54,29,11,8,4,174,10,99,9,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,1,9,412,642,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/2971B_A_05_060050.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,2972,C,1,0,C01,34,48,6,14,6,128,7,70,9,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,2,9,336,590,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/2972C1_A_05_040702.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,2972,C,2,0,C02,43,24,1,11,2,148,2,82,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,,14,331,590,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/2972C2_A_05_050949.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,2972,C,3,0,C03,53,46,5,9,9,154,2,52,4,,,,,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,1,8,348,590,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/2972C3_A_02_000945.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,2972,B,1,0,B,39,37,5,12,9,144,10,77,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0,14,356,591,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/2972B_A_05_070037.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,1,0,C01,24,40,2,8,10,121,3,76,11,,,,,6,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0,22,325,734,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C1_A_05_060131.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,2,0,C02,33,55,9,10,5,89,3,49,6,,,,,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0,16,280,734,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C2_A_05_055855.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,4,0,C04,27,47,6,6,13,118,7,64,5,,,,,7,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,1,17,320,734,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C4_A_05_054301.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,9,0,C09,39,38,10,9,9,116,6,60,10,,,,,5,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,0,7,312,733,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C9_A_06_175115.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,10,0,C10,29,33,5,8,12,105,9,60,11,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0,14,288,733,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C10_A_05_151535.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,B,1,0,B,46,41,7,9,11,113,6,63,8,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0,15,321,734,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018B_A_05_044445.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,3,0,C03,29,55,9,6,9,121,7,65,5,,,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,0,16,327,734,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C3_A_05_065901.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,5,0,C05,41,47,4,12,5,112,9,76,4,,,,,9,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0,16,339,734,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C5_A_05_060239.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,6,0,C06,38,58,7,5,4,108,5,52,4,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,17,299,734,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C6_A_06_180125.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,7,0,C07,33,39,12,12,3,124,4,82,14,,,,,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,9,336,734,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C7_A_05_060154.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,8,0,C08,36,40,4,7,4,98,1,89,9,,,,,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,1,16,312,733,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C8_A_06_145347.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,11,0,C11,33,35,7,13,6,96,6,66,9,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,0,12,285,733,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3018C11_A_05_144923.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,1,0,C01,26,39,1,15,2,146,3,81,8,,,,,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,0,7,334,750,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C1_A_05_024555.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,2,0,C02,43,42,3,15,6,172,5,86,8,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,0,11,392,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C2_A_05_044618.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,3,0,C03,41,34,4,19,12,156,8,75,7,,,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0,0,361,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C3_A_05_054113.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,6,0,C06,28,25,5,13,2,153,6,83,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,11,332,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C6_A_05_072046.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,8,0,C08,46,32,4,13,7,178,3,90,12,,,,,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,0,12,401,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C8_A_05_044421.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,12,0,C12,35,35,4,7,11,155,6,86,7,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,2,9,358,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C12_A_05_044529.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,B,1,0,B,86,29,6,15,6,167,7,87,9,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,0,13,428,750,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019B_A_05_121627.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,4,0,C04,33,40,0,10,8,146,6,80,14,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,1,14,355,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C4_A_05_071915.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,5,0,C05,32,40,2,10,4,158,2,83,6,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,0,11,351,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C5_A_05_023132.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,7,0,C07,30,42,4,10,12,156,7,69,7,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,10,350,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C7_A_05_054053.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,9,0,C09,28,38,6,17,15,141,3,70,4,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,324,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C9_A_05_135814.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,10,0,C10,31,26,0,14,4,182,3,79,5,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,0,10,356,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C10_A_05_040357.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,11,0,C11,25,36,4,9,5,149,3,85,0,,,,,4,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0,13,335,749,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3019C11_A_05_023302.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,B,1,0,B,41,37,4,9,10,120,5,76,5,,,,,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,1,8,321,712,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020B_A_05_023845.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,1,0,C01,48,58,12,11,7,167,9,70,8,,,,,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,0,11,404,712,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C1_A_05_040726.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,2,0,C02,44,29,7,13,6,225,0,65,9,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,2,13,415,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C2_A_05_022203.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,3,0,C03,30,35,5,7,15,215,4,79,5,,,,,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,0,8,407,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C3_A_05_040452.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,6,0,C06,41,39,6,8,6,211,6,88,8,,,,,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,0,17,435,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C6_A_05_044255.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,9,0,C09,35,49,2,5,10,183,7,77,11,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,0,6,388,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C9_A_05_044503.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,11,0,C11,39,37,5,16,5,212,4,82,9,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,0,11,423,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C11_A_05_024317.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,12,0,C12,45,46,3,6,4,194,8,93,4,,,,,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,0,6,414,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C12_A_05_021730.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,4,0,C04,33,45,8,18,7,211,6,81,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,0,5,417,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C4_A_05_044807.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,5,0,C05,43,37,4,12,5,226,2,73,4,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,0,7,415,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C5_A_05_024111.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,7,0,C07,34,45,5,12,8,189,6,79,3,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,0,6,389,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C7_A_05_220508.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,8,0,C08,42,36,4,7,6,204,3,80,8,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,0,8,399,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C8_A_05_050040.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,10,0,C10,35,46,6,17,6,220,3,79,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,0,6,424,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C10_A_05_021314.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,13,0,C13,46,32,5,13,11,212,3,80,2,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,0,7,413,711,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3020C13_A_01_213622.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3021,B,1,0,B,46,49,2,8,8,192,5,62,2,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,0,14,391,640,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3021B_A_05_022144.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3021,C,1,0,C01,48,39,4,12,141,141,5,69,8,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,0,11,478,639,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3021C1_A_05_023018.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3021,C,2,0,C02,31,47,2,8,5,190,5,72,4,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,0,10,376,639,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3021C2_A_05_023150.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3021,C,3,0,C03,32,40,3,5,8,184,0,64,5,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0,12,354,639,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3021C3_A_05_044214.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3022,B,1,0,B,26,63,5,20,11,136,3,89,9,,,,,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,0,20,386,738,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3022B_A_05_021412.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3022,C,2,0,C02,39,69,3,13,7,102,9,87,10,,,,,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,6,354,737,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3022C2_A_06_131118.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3022,C,4,0,C04,35,54,8,8,9,145,6,73,5,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0,13,357,737,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3022C4_A_05_024009.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3022,C,1,0,C01,35,69,3,13,7,102,9,88,10,,,,,5,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,0,5,350,737,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3022C1_A_05_080843.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3022,C,3,0,C03,33,75,7,17,15,124,3,94,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,,9,383,737,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3022C3_A_05_041210.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,2,0,C02,29,46,3,8,8,100,4,69,8,,,,,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,10,292,742,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C2_A_05_044559.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,3,0,C03,36,43,3,9,10,71,7,72,10,,,,,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0,19,286,742,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C3_A_05_034849.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,5,0,C05,40,34,6,6,10,104,5,69,8,,,,,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,13,300,742,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C5_A_05_024821.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,10,0,C10,41,45,5,11,13,76,2,64,7,,,,,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,15,286,741,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C10_A_05_071317.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,11,0,C11,39,35,4,8,10,89,8,79,8,,,,,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,0,18,304,741,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C11_A_05_071716.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,12,0,C12,39,46,8,11,10,89,6,78,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,294,741,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C12_A_05_034832.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,B,1,0,B,38,55,4,10,8,101,4,68,5,,,,,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,18,316,742,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023B_A_05_040854.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,1,0,C01,40,51,2,16,6,88,4,53,9,,,,,5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,0,16,292,742,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C1_A_05_044856.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,4,0,C04,38,45,7,17,6,92,5,58,6,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,1,3,281,742,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C4_A_05_054617.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,6,0,C06,37,50,4,8,7,8,6,62,9,,,,,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,0,0,195,742,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C6_A_05_054454.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,7,0,C07,26,45,8,12,9,108,7,66,4,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,0,0,286,742,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C7_A_05_052902.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,8,0,C08,32,32,3,8,8,79,7,62,7,,,,,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,62,305,742,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C8_A_05_225619.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,9,0,C09,46,36,7,11,12,13,4,71,5,,,,,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,1,13,226,741,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C9_A_05_022747.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,13,0,C13,32,59,6,3,6,78,9,91,4,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,0,7,298,741,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C13_A_05_044748.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,14,0,C14,43,41,2,13,11,93,9,72,9,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,0,9,304,741,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3023C14_A_05_022221.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3025,B,1,0,B,42,15,29,7,8,92,4,18,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,0,4,221,438,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3025B_A_05_023211.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3026,B,1,0,B,34,34,2,9,4,130,5,83,11,,,,,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,1,9,327,731,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3026B_A_05_050837.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3026,C,1,0,C01,31,36,4,5,2,109,10,93,8,,,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0,7,310,731,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3026C1_A_05_024358.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3026,C,2,0,C02,25,22,2,13,5,125,9,101,6,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,1,8,322,731,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3026C2_A_02_074500.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3026,C,6,0,C06,23,56,10,14,5,96,4,81,7,,,,,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0,21,324,731,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3026C6_A_05_023237.jpg
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3026,C,8,0,C08,35,23,6,9,4,123,5,88,8,,,,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,0,8,313,730,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/3026C8_A_05_034522.jpg
