"Cabecera distrital","Casilla","CI 1","CI 10","CI 11","CI 12","CI 2","CI 3","CI 4","CI 5","CI 6","CI 7","CI 8","Cve. Municipio","Distrito","FXM","Lista Nominal","MC","MORENA","municipality","Municipio","No registrados","Nulos","PAN","PAN-PRD","PAN-PRI","PAN-PRI-PRD","PES","PRD","PRI","PRI-PRD","PT","PT-MORENA","PVEM","Recuento","RSP","Sección","source_file"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"628","2","199","GABRIEL ZAMORA","Gabriel Zamora","0","12","0",NA,NA,NA,NA,"22","6","0","21","14","12","0",NA,"474","Ayuntamiento_Gabriel_Zamora.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"545","0","94","GABRIEL ZAMORA","Gabriel Zamora","0","0","1",NA,NA,NA,NA,"15","6","0","4","0","0","0",NA,"475","Ayuntamiento_Gabriel_Zamora.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"545","2","110","GABRIEL ZAMORA","Gabriel Zamora","0","0","2",NA,NA,NA,NA,"0","5","0","6","0","17","0",NA,"475","Ayuntamiento_Gabriel_Zamora.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"518","5","152","GABRIEL ZAMORA","Gabriel Zamora","0","2","2",NA,NA,NA,NA,"11","2","0","25","4","0","1",NA,"476","Ayuntamiento_Gabriel_Zamora.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"517","1","123","GABRIEL ZAMORA","Gabriel Zamora","0","6","4",NA,NA,NA,NA,"19","2","0","0","5","16","1",NA,"476","Ayuntamiento_Gabriel_Zamora.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"650","0","0","GABRIEL ZAMORA","Gabriel Zamora","0","5","0",NA,NA,NA,NA,"0","0","45","0","253","0","0",NA,"477","Ayuntamiento_Gabriel_Zamora.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"650","1","232","GABRIEL ZAMORA","Gabriel Zamora","0","0","0",NA,NA,NA,NA,"25","11","0","15","0","7","0",NA,"477","Ayuntamiento_Gabriel_Zamora.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"626","2","202","GABRIEL ZAMORA","Gabriel Zamora","0","10","2",NA,NA,NA,NA,"8","10","0","19","31","14","1",NA,"478","Ayuntamiento_Gabriel_Zamora.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"625","3","234","GABRIEL ZAMORA","Gabriel Zamora","0","9","2",NA,NA,NA,NA,"8","12","0","14","9","13","1",NA,"478","Ayuntamiento_Gabriel_Zamora.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","22",NA,"281","2","83","GABRIEL ZAMORA","Gabriel Zamora","0","1","1",NA,NA,NA,NA,"3","3","0","9","4","8","0",NA,"479","Ayuntamiento_Gabriel_Zamora.xlsx"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total Acumulado(30) - Suma de votos en casillas",NA,NA,"36","4753","GABRIEL ZAMORA",NA,"2","270","67",NA,NA,NA,NA,"482","272","82","392","589","1081",NA,NA,NA,"Ayuntamiento_Gabriel_Zamora.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","697","53","24","HIDALGO","Hidalgo","0","11","23",NA,NA,NA,"9","33","26","4","79","10","47","0","4","480","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","696","48","30","HIDALGO","Hidalgo","2","9","25",NA,NA,NA,"3","24","26","3","82","12","50","0","2","480","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","1","696","59","36","HIDALGO","Hidalgo","0","10","30",NA,NA,NA,"1","27","29","3","80","8","39","0","6","480","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","696","51","25","HIDALGO","Hidalgo","0","9","24",NA,NA,NA,"6","19","32","1","95","7","45","0","2","480","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","750","40","36","HIDALGO","Hidalgo","0","27","30",NA,NA,NA,"12","39","33","2","63","15","41","0","5","481","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","750","43","32","HIDALGO","Hidalgo","1","15","16",NA,NA,NA,"7","38","29","7","63","9","39","0","10","481","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","749","54","20","HIDALGO","Hidalgo","0","20","16",NA,NA,NA,"6","40","32","4","75","5","40","0","1","481","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","749","39","40","HIDALGO","Hidalgo","0","12","19",NA,NA,NA,"5","52","27","1","70","12","46","0","1","481","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","9","749","42","30","HIDALGO","Hidalgo","0","23","24",NA,NA,NA,"5","51","35","7","75","7","24","0","1","481","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","697","55","27","HIDALGO","Hidalgo","0","14","26",NA,NA,NA,"9","29","34","3","55","6","40","0","3","482","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","697","63","18","HIDALGO","Hidalgo","0","11","30",NA,NA,NA,"4","32","25","9","44","5","27","0","2","482","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","696","60","25","HIDALGO","Hidalgo","0","19","23",NA,NA,NA,"3","36","21","7","44","6","24","0","4","482","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","696","62","30","HIDALGO","Hidalgo","0","12","19",NA,NA,NA,"2","43","25","3","43","10","29","0","1","482","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","696","62","25","HIDALGO","Hidalgo","0","15","23",NA,NA,NA,"8","34","32","1","54","4","36","0","3","482","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","696","67","35","HIDALGO","Hidalgo","0","6","24",NA,NA,NA,"5","29","37","2","49","13","27","0","5","482","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","755","68","35","HIDALGO","Hidalgo","0","13","38",NA,NA,NA,"11","37","27","1","51","3","40","0","6","483","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","755","66","36","HIDALGO","Hidalgo","0","5","42",NA,NA,NA,"9","28","35","4","73","6","35","0","4","483","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","755","60","43","HIDALGO","Hidalgo","1","13","40",NA,NA,NA,"5","31","24","2","64","11","33","0","2","483","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","754","60","31","HIDALGO","Hidalgo","0","20","46",NA,NA,NA,"5","17","30","2","63","6","30","0","3","483","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","770","110","41","HIDALGO","Hidalgo","0","9","36",NA,NA,NA,"4","29","32","3","54","5","46","0","5","484","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","770","41","108","HIDALGO","Hidalgo","0","8","45",NA,NA,NA,"12","28","43","3","55","6","29","0","4","484","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","562","103","22","HIDALGO","Hidalgo","0","10","22",NA,NA,NA,"0","18","22","3","54","8","39","0","0","485","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","1","562","84","39","HIDALGO","Hidalgo","2","7","22",NA,NA,NA,"2","23","36","3","47","7","43","1","1","485","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","651","26","27","HIDALGO","Hidalgo","0","8","40",NA,NA,NA,"5","23","36","4","47","1","36","0","7","486","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","7","650","111","24","HIDALGO","Hidalgo","0","16","17",NA,NA,NA,"4","19","28","1","55","6","59","0","5","486","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","1","650","112","30","HIDALGO","Hidalgo","0","13","26",NA,NA,NA,"3","15","23","2","70","5","33","0","3","486","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","1","544","61","35","HIDALGO","Hidalgo","0","12","29",NA,NA,NA,"5","20","17","6","74","5","17","0","0","487","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","544","62","14","HIDALGO","Hidalgo","0","9","36",NA,NA,NA,"4","22","29","3","54","7","30","0","0","487","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","0","544","64","32","HIDALGO","Hidalgo","0","17","30",NA,NA,NA,"5","18","21","2","64","2","22","1","2","487","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","667","53","33","HIDALGO","Hidalgo","1","7","27",NA,NA,NA,"7","35","17","2","75","11","34","0","0","488","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","667","34","33","HIDALGO","Hidalgo","0","13","31",NA,NA,NA,"6","29","17","2","81","12","21","0","2","488","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","667","44","24","HIDALGO","Hidalgo","0","10","39",NA,NA,NA,"10","23","12","1","79","15","19","1","1","488","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","609","25","21","HIDALGO","Hidalgo","0","15","17",NA,NA,NA,"4","26","23","5","68","4","35","0","1","489","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","608","33","23","HIDALGO","Hidalgo","0","7","19",NA,NA,NA,"4","20","20","2","72","6","17","0","2","489","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","608","29","20","HIDALGO","Hidalgo","0","16","19",NA,NA,NA,"5","21","27","1","76","8","27","0","2","489","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","608","33","17","HIDALGO","Hidalgo","0","14","20",NA,NA,NA,"4","20","27","5","71","4","25","0","6","489","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","7","766","44","28","HIDALGO","Hidalgo","0","17","39",NA,NA,NA,"5","24","24","5","101","6","46","0","14","490","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","10","766","47","31","HIDALGO","Hidalgo","0","13","19",NA,NA,NA,"7","27","29","1","94","13","37","0","4","490","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","7","766","45","22","HIDALGO","Hidalgo","0","18","41",NA,NA,NA,"12","42","18","2","95","11","42","0","1","490","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","765","46","18","HIDALGO","Hidalgo","0","19","35",NA,NA,NA,"6","42","24","2","93","5","50","0","3","490","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","686","85","23","HIDALGO","Hidalgo","0","9","33",NA,NA,NA,"3","32","33","1","48","2","42","1","2","491","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","685","89","21","HIDALGO","Hidalgo","0","13","56",NA,NA,NA,"5","27","33","1","72","4","39","0","3","491","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","6","685","70","22","HIDALGO","Hidalgo","0","13","42",NA,NA,NA,"1","39","35","4","51","4","39","0","0","491","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","12","607","90","30","HIDALGO","Hidalgo","1","7","21",NA,NA,NA,"3","23","29","2","55","4","48","0","2","492","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","606","87","29","HIDALGO","Hidalgo","0","9","29",NA,NA,NA,"8","20","32","5","55","10","33","0","2","492","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","737","107","31","HIDALGO","Hidalgo","0","16","30",NA,NA,NA,"4","31","32","9","59","6","45","1","1","493","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","8","736","81","32","HIDALGO","Hidalgo","1","13","47",NA,NA,NA,"6","24","31","2","51","7","53","1","1","493","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","8","734","90","33","HIDALGO","Hidalgo","0","7","25",NA,NA,NA,"2","37","39","4","57","12","30","0","5","494","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","734","89","45","HIDALGO","Hidalgo","0","12","27",NA,NA,NA,"3","29","22","3","69","6","23","0","5","494","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","10","733","91","34","HIDALGO","Hidalgo","0","10","25",NA,NA,NA,"6","36","22","5","56","6","40","0","0","494","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","8","733","81","33","HIDALGO","Hidalgo","0","2","44",NA,NA,NA,"5","34","20","4","58","19","46","0","4","494","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","6","733","63","44","HIDALGO","Hidalgo","0","16","22",NA,NA,NA,"4","57","20","3","68","13","35","0","1","494","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","6","727","48","26","HIDALGO","Hidalgo","0","13","21",NA,NA,NA,"3","26","25","5","62","10","32","0","4","495","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","1","727","45","21","HIDALGO","Hidalgo","0","11","14",NA,NA,NA,"5","43","21","4","89","14","34","0","3","495","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","1","726","56","33","HIDALGO","Hidalgo","0","14","20",NA,NA,NA,"4","41","40","2","68","4","29","1","3","495","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","6","726","51","28","HIDALGO","Hidalgo","0","9","18",NA,NA,NA,"7","46","23","3","90","9","45","0","5","495","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","726","51","19","HIDALGO","Hidalgo","0","6","27",NA,NA,NA,"11","47","27","5","69","10","37","1","4","495","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","8","726","41","31","HIDALGO","Hidalgo","0","13","33",NA,NA,NA,"3","45","37","2","76","9","34","0","0","495","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","726","47","34","HIDALGO","Hidalgo","1","15","19",NA,NA,NA,"6","34","33","6","93","9","30","0","2","495","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","708","77","43","HIDALGO","Hidalgo","0","17","21",NA,NA,NA,"13","38","34","4","71","6","41","0","1","496","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","8","708","55","49","HIDALGO","Hidalgo","1","9","20",NA,NA,NA,"2","48","41","5","64","8","54","1","1","496","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","7","708","64","36","HIDALGO","Hidalgo","0","11","18",NA,NA,NA,"4","40","29","7","69","7","44","0","5","496","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","9","659","96","41","HIDALGO","Hidalgo","0","7","28",NA,NA,NA,"3","39","59","10","53","6","32","0","2","497","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","659","111","34","HIDALGO","Hidalgo","0","6","10",NA,NA,NA,"3","23","50","9","49","6","63","0","0","497","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","681","88","36","HIDALGO","Hidalgo","0","6","59",NA,NA,NA,"4","20","40","6","69","7","43","0","1","498","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","6","681","90","29","HIDALGO","Hidalgo","0","15","55",NA,NA,NA,"3","25","47","1","56","6","53","0","5","498","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","S1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","1040","10","11","HIDALGO","Hidalgo","0","7","9",NA,NA,NA,"0","8","11","1","36","4","14","1","2","498","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","724","107","34","HIDALGO","Hidalgo","0","15","32",NA,NA,NA,"8","25","49","2","43","7","48","1","4","499","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","724","114","33","HIDALGO","Hidalgo","0","10","26",NA,NA,NA,"4","32","47","5","59","6","50","0","9","499","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","6","629","46","34","HIDALGO","Hidalgo","1","10","30",NA,NA,NA,"5","13","25","6","49","4","69","0","2","500","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","10","629","65","29","HIDALGO","Hidalgo","0","14","27",NA,NA,NA,"4","20","26","4","53","3","48","0","3","500","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","7","628","56","38","HIDALGO","Hidalgo","0","9","27",NA,NA,NA,"2","24","29","2","66","4","39","0","2","500","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","10","539","83","38","HIDALGO","Hidalgo","0","14","29",NA,NA,NA,"5","14","17","4","36","3","53","0","3","501","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","539","79","22","HIDALGO","Hidalgo","0","14","32",NA,NA,NA,"1","15","36","5","47","5","53","0","1","501","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","7","758","85","42","HIDALGO","Hidalgo","0","7","28",NA,NA,NA,"4","51","32","5","86","10","34","0","2","502","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","7","758","97","45","HIDALGO","Hidalgo","0","9","33",NA,NA,NA,"6","46","28","4","69","12","41","0","0","502","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","10","757","84","38","HIDALGO","Hidalgo","0","7","41",NA,NA,NA,"5","42","31","3","67","10","54","0","0","502","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","7","681","77","27","HIDALGO","Hidalgo","0","13","30",NA,NA,NA,"4","28","29","3","58","12","39","1","1","503","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","9","680","73","27","HIDALGO","Hidalgo","0","9","17",NA,NA,NA,"9","31","24","8","41","4","41","0","5","503","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","10","680","75","37","HIDALGO","Hidalgo","0","9","25",NA,NA,NA,"3","21","28","4","63","7","48","0","7","503","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","680","76","34","HIDALGO","Hidalgo","0","7","24",NA,NA,NA,"5","34","15","2","53","1","39","0","9","503","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","9","680","66","40","HIDALGO","Hidalgo","2","14","23",NA,NA,NA,"3","18","20","2","54","9","37","0","5","503","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","0","287","23","5","HIDALGO","Hidalgo","0","6","9",NA,NA,NA,"1","0","17","3","53","5","9","0","0","504","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","0","214","3","4","HIDALGO","Hidalgo","0","1","3",NA,NA,NA,"1","8","12","0","45","0","13","0","0","505","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","0","280","5","6","HIDALGO","Hidalgo","0","9","8",NA,NA,NA,"1","8","37","4","36","7","9","0","0","506","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","11","669","19","22","HIDALGO","Hidalgo","0","13","15",NA,NA,NA,"7","11","22","1","106","9","58","0","3","508","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","5","668","15","29","HIDALGO","Hidalgo","0","16","27",NA,NA,NA,"5","12","16","0","125","11","36","1","0","508","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","7","668","31","30","HIDALGO","Hidalgo","1","18","24",NA,NA,NA,"13","14","41","1","100","7","59","0","1","508","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","0","350","18","27","HIDALGO","Hidalgo","0","2","12",NA,NA,NA,"2","15","26","0","70","14","14","0","1","509","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","696","19","24","HIDALGO","Hidalgo","0","17","23",NA,NA,NA,"1","26","31","2","168","4","43","1","0","510","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","695","8","11","HIDALGO","Hidalgo","0","18","15",NA,NA,NA,"6","18","30","2","177","5","48","1","1","510","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","3","695","13","7","HIDALGO","Hidalgo","0","18","18",NA,NA,NA,"4","19","28","2","176","6","43","0","2","510","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","4","695","20","13","HIDALGO","Hidalgo","0","12","15",NA,NA,NA,"1","0","29","3","211","10","38","1","0","510","Ayuntamiento_Hidalgo.xlsx"
"Hidalgo","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","12","2","681","9","32","HIDALGO","Hidalgo","0","15","30",NA,NA,NA,"8","19","38","4","149","12","68","0","0","511","Ayuntamiento_Hidalgo.xlsx"
