CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PFD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PAN_PT,PRD_PT,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,15,MEXICO,6,TIANGUISTENCO,12,ATIZAP?N,247,5,108,537,142,19,277,0,155,284,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,1539,50,1590,2689
5,15,MEXICO,6,TIANGUISTENCO,12,ATIZAP?N,248,4,126,445,100,17,320,0,138,281,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1443,57,1501,2324
5,15,MEXICO,6,TIANGUISTENCO,12,ATIZAP?N,249,4,123,556,155,7,290,0,118,293,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1571,53,1624,2447
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,511,4,252,233,288,6,95,53,6,80,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,26,1075,2356
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,512,4,269,202,314,4,148,56,5,76,0,66,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,27,1169,2612
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,513,4,326,283,392,1,62,50,3,70,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,20,1253,2378
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,514,3,388,206,284,5,55,68,4,44,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,19,1111,1913
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,515,3,320,188,301,11,46,29,11,53,0,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,14,1015,2244
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,516,3,271,126,178,2,37,55,3,51,0,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,762,28,791,1584
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,517,2,185,153,169,7,23,34,8,41,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,10,653,1474
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,518,5,293,504,547,10,81,116,14,37,0,32,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,41,1679,3057
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,519,2,87,69,126,2,49,28,3,33,0,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,420,12,432,920
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,520,3,137,156,265,4,22,8,14,33,0,80,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,721,25,746,1326
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,521,2,87,164,206,3,36,27,5,26,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,604,19,623,1165
5,15,MEXICO,6,TIANGUISTENCO,19,CAPULHUAC,522,2,77,174,298,2,37,14,9,43,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,713,27,741,1496
5,15,MEXICO,6,TIANGUISTENCO,44,XALATLACO,2236,4,520,514,134,4,23,12,7,34,31,0,0,3,4,1,0,11,0,0,0,0,0,0,0,0,0,2,1298,41,1341,2584
5,15,MEXICO,6,TIANGUISTENCO,44,XALATLACO,2237,5,604,754,267,3,22,5,8,42,29,0,0,2,4,0,0,7,0,0,0,0,0,0,0,0,0,0,1747,30,1777,3302
5,15,MEXICO,6,TIANGUISTENCO,44,XALATLACO,2238,4,474,294,146,3,21,21,5,36,24,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1039,29,1068,2945
5,15,MEXICO,6,TIANGUISTENCO,44,XALATLACO,2239,5,714,655,262,8,34,15,19,87,56,0,0,1,4,1,0,15,0,0,0,0,0,0,0,0,0,2,1871,57,1930,3489
5,15,MEXICO,6,TIANGUISTENCO,44,XALATLACO,2240,4,346,480,303,2,24,8,6,15,16,0,0,3,6,0,0,13,0,0,0,0,0,0,0,0,0,1,1222,25,1248,2205
5,15,MEXICO,6,TIANGUISTENCO,44,XALATLACO,2241,2,249,211,142,2,14,10,1,12,9,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,659,13,672,1310
5,15,MEXICO,6,TIANGUISTENCO,44,XALATLACO,2242,1,32,50,44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,4,132,183
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4701,5,961,442,175,14,44,0,19,41,70,32,33,1,5,1,1,13,0,0,0,0,0,0,0,0,0,2,1852,45,1899,3049
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4702,3,435,280,98,6,10,0,7,26,46,19,18,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,951,22,973,1659
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4703,4,806,462,111,15,26,0,26,29,61,23,34,4,9,1,0,16,0,0,0,0,0,0,0,0,0,2,1623,63,1688,2833
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4704,6,841,664,144,20,55,0,39,67,83,73,30,3,1,2,0,10,0,0,0,0,0,0,0,0,0,1,2032,59,2092,3766
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4705,4,561,450,103,22,30,0,27,43,61,59,23,4,5,1,0,7,0,0,0,0,0,0,0,0,0,2,1396,45,1443,2281
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4706,3,404,443,105,14,33,0,10,33,81,30,18,3,6,1,1,8,0,0,0,0,0,0,0,0,0,1,1190,39,1230,2173
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4707,3,296,269,125,19,25,0,30,39,21,28,16,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,877,18,895,1567
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4708,2,235,256,134,15,12,0,48,37,30,33,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,812,23,835,1407
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4709,5,506,507,242,21,43,0,39,59,87,46,19,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1576,48,1624,3315
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4710,3,263,369,81,16,19,0,42,54,24,31,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,908,50,958,2025
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4711,4,277,379,99,21,31,0,29,42,41,46,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,974,26,1000,2019
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4712,1,99,114,36,3,7,0,11,6,22,6,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,314,7,321,640
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4713,2,232,249,20,10,25,0,12,11,16,13,15,2,4,1,0,3,0,0,0,0,0,0,0,0,0,0,613,24,637,1154
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4714,2,81,205,68,10,17,0,7,23,16,25,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,460,22,482,999
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4715,4,350,427,101,20,56,0,26,84,99,51,19,3,9,1,0,14,0,0,0,0,0,0,0,0,0,0,1260,62,1322,2754
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4716,3,285,339,123,5,33,0,15,44,86,25,9,2,2,1,1,5,0,0,0,0,0,0,0,0,0,1,975,36,1012,2096
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4717,3,186,337,84,17,19,0,14,31,79,16,6,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,798,27,825,1536
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4718,3,269,290,100,13,29,0,26,57,62,33,11,2,5,0,0,4,0,0,0,0,0,0,0,0,0,1,901,40,942,1744
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4719,3,405,290,103,10,41,0,12,27,28,15,7,7,7,0,0,8,0,0,0,0,0,0,0,0,0,0,960,49,1009,1988
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4720,6,604,543,176,11,37,0,25,54,45,23,14,4,12,0,0,3,0,0,0,0,0,0,0,0,0,0,1551,61,1612,3156
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4721,2,147,239,120,12,16,0,21,34,22,34,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,653,37,690,1374
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4722,4,385,490,139,15,57,0,32,25,51,25,7,7,9,3,0,8,0,0,0,0,0,0,0,0,0,0,1253,59,1312,2336
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4723,2,203,206,79,7,37,0,9,30,13,11,4,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,606,24,630,1442
5,15,MEXICO,6,TIANGUISTENCO,102,TIANGUISTENCO,4724,3,268,281,100,11,34,0,23,35,40,17,3,2,5,4,0,8,0,0,0,0,0,0,0,0,0,0,831,31,862,1711
5,15,MEXICO,7,TENANCINGO,50,JOQUICINGO,2373,3,219,354,84,7,14,0,9,594,0,4,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1291,30,1321,1783
5,15,MEXICO,7,TENANCINGO,50,JOQUICINGO,2374,4,317,613,102,9,21,0,12,729,0,42,0,1,6,2,0,2,0,0,0,0,0,0,0,0,0,0,1856,44,1900,2452
5,15,MEXICO,7,TENANCINGO,50,JOQUICINGO,2375,3,403,647,26,7,6,0,51,106,0,114,0,6,1,11,1,3,0,0,0,0,0,0,0,0,0,0,1382,28,1410,1931
5,15,MEXICO,7,TENANCINGO,50,JOQUICINGO,2376,4,264,764,117,8,7,0,46,176,0,129,0,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,1521,31,1552,2117
5,15,MEXICO,7,TENANCINGO,50,JOQUICINGO,2377,2,141,206,66,2,2,0,5,256,0,9,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,695,23,718,962
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2432,2,261,260,272,3,6,0,26,9,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,29,887,1192
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2433,3,296,413,260,6,12,0,22,25,12,5,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1059,35,1095,1535
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2434,3,277,307,509,4,6,0,29,21,21,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1181,40,1222,1701
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2435,3,214,278,461,6,11,0,25,26,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,36,1083,1514
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2436,3,325,423,312,10,13,0,107,16,39,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1258,30,1290,1827
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2437,3,245,369,437,1,7,0,29,23,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1139,50,1191,1576
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2438,2,141,565,246,0,2,0,57,13,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,16,1054,1496
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2439,4,331,643,423,9,9,0,35,35,32,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1544,60,1605,2307
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2440,1,13,234,123,4,9,0,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,19,418,562
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2441,1,6,91,30,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,13,145,216
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2442,1,103,110,123,2,5,0,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,355,472
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2443,2,258,296,209,4,8,0,19,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,811,10,822,1133
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2444,2,54,244,142,2,5,0,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,25,484,611
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2445,1,92,117,36,2,1,0,2,1,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,269,12,281,342
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2446,2,364,272,104,6,1,0,3,3,9,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,768,20,788,993
5,15,MEXICO,7,TENANCINGO,53,MALINALCO,2447,1,42,154,67,1,2,0,7,2,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,292,4,296,395
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3850,4,297,404,838,2,27,0,53,57,25,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1715,34,1749,2320
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3851,1,44,58,32,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1,141,168
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3852,4,422,529,585,9,33,0,11,80,31,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,27,1734,2294
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3853,3,299,417,322,5,19,0,6,172,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,46,1314,1873
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3854,4,361,626,621,3,38,0,29,144,72,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1904,32,1936,2690
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3855,3,271,261,560,4,12,0,10,80,35,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1242,47,1289,1726
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3856,4,480,460,416,1,7,0,8,27,5,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1411,31,1442,1941
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3857,1,95,128,255,1,7,0,9,17,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,526,19,545,733
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3858,2,127,233,198,2,11,0,6,4,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,591,23,614,762
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3859,2,159,265,326,3,11,0,4,145,21,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,937,31,968,1361
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3860,2,121,206,227,3,6,0,7,49,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,627,10,637,915
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3861,3,199,221,219,0,9,0,9,44,9,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,716,17,733,976
5,15,MEXICO,7,TENANCINGO,64,OCUILAN,3862,2,420,325,193,6,15,0,12,49,16,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1048,24,1075,1367
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4429,3,141,357,49,21,98,140,21,110,12,23,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,980,27,1008,1800
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4430,3,247,291,44,12,135,88,14,125,24,25,4,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,39,1207,2108
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4431,3,258,340,26,13,87,34,25,134,12,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,29,988,1565
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4432,8,332,946,177,51,160,247,37,457,65,60,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2550,106,2657,4578
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4434,4,190,419,50,23,65,106,22,143,21,19,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1073,61,1135,2526
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4435,4,206,662,85,32,133,80,26,254,25,30,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1548,58,1608,2831
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4436,3,245,459,46,20,89,76,18,148,21,18,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,40,1190,1984
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4437,3,255,456,39,10,167,67,18,159,24,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1219,44,1264,2132
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4438,3,268,402,35,11,81,83,13,186,16,19,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,28,1151,1916
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4439,3,216,434,50,14,106,63,17,139,14,11,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1072,28,1101,1930
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4440,3,208,390,32,13,77,57,12,94,29,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,23,963,1617
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4441,5,291,617,66,17,127,94,51,239,49,35,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1594,53,1649,2809
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4442,3,104,359,136,19,95,74,48,159,28,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1045,60,1106,1776
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4443,4,278,637,72,31,62,62,21,101,68,22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,65,1422,2431
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4444,1,30,141,67,4,8,9,6,22,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,297,15,312,454
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4445,3,35,285,70,9,70,42,13,228,30,6,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,795,33,829,1503
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4446,3,110,311,63,15,78,21,15,147,53,13,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,834,26,861,1841
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4447,2,241,160,70,9,58,10,12,121,44,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,21,756,1246
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4448,4,491,343,103,12,197,24,27,246,49,12,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1515,51,1566,2743
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4449,2,128,215,51,11,26,32,9,34,18,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,535,21,556,980
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4450,3,144,334,52,16,51,61,37,83,17,24,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,826,25,851,1603
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4451,4,232,407,289,13,53,69,37,149,99,34,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,44,1432,2379
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4452,3,92,302,46,13,98,50,27,94,15,21,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,769,36,805,1532
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4453,1,56,135,91,4,13,23,8,39,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,15,442,722
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4454,2,85,284,72,17,38,45,13,77,14,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,660,50,710,1183
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4455,3,194,270,110,11,87,96,19,186,29,24,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1031,49,1080,2028
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4456,4,153,526,115,24,49,98,63,219,28,22,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1309,71,1380,2683
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4457,1,47,116,31,2,14,7,9,39,5,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,18,305,492
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4458,5,189,582,131,18,85,86,49,400,30,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,78,1710,3078
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4459,3,112,298,202,33,62,61,38,99,21,21,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,952,41,993,1904
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4460,4,160,518,112,25,116,95,37,145,28,22,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1271,33,1304,2316
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4461,3,112,197,167,14,103,102,16,79,31,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,44,888,1768
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4462,1,25,192,43,22,22,31,11,47,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,24,440,690
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4463,2,61,198,43,4,15,16,19,49,15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,46,472,798
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4464,1,17,111,78,4,46,4,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,13,287,431
5,15,MEXICO,7,TENANCINGO,89,TENANCINGO,4465,1,25,183,7,6,37,9,7,27,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,19,334,575
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5869,4,829,835,141,6,15,0,16,29,5,6,0,1,5,0,0,6,0,0,0,0,0,0,0,0,0,0,1894,43,1937,2488
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5870,2,391,527,65,4,30,0,11,9,8,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1051,32,1083,1425
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5871,2,122,339,28,5,8,0,13,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,14,548,922
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5872,3,393,767,107,2,14,0,33,4,7,1,0,1,4,2,0,5,0,0,0,0,0,0,0,0,0,0,1340,45,1385,1824
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5873,3,281,517,65,3,10,0,8,1,11,3,0,5,4,3,0,7,0,0,0,0,0,0,0,0,0,0,918,29,947,1221
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5874,1,234,228,51,1,13,0,6,1,5,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,544,13,557,732
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5875,1,105,215,43,0,18,0,3,0,1,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,394,15,409,484
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5876,1,47,113,2,0,4,0,11,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,183,9,192,239
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5877,2,140,397,224,3,13,0,3,4,28,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,816,45,861,1144
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5878,2,150,273,46,1,0,0,2,1,13,0,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,495,10,505,639
5,15,MEXICO,7,TENANCINGO,120,ZUMPAHUAC?N,5879,1,35,101,20,0,2,0,15,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,178,5,183,243
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,82,2,340,435,2,1,13,1,2,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,3,806,940
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,83,2,532,399,1,0,12,2,4,13,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,973,9,982,1153
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,84,2,514,425,16,5,18,1,6,6,12,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,21,1030,1287
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,85,2,431,245,16,5,10,1,1,3,6,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,723,13,736,901
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,86,4,908,691,6,5,39,8,3,7,19,0,20,54,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1777,26,1803,2362
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,87,2,188,365,3,4,7,0,1,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,576,13,589,859
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,88,2,161,337,3,0,10,1,3,1,10,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,532,5,537,767
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,89,2,262,249,2,4,14,5,0,3,48,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,596,8,604,793
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,90,1,74,84,0,0,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,4,171,219
5,15,MEXICO,8,SULTEPEC,4,ALMOLOYA DE ALQUISIRAS,91,1,76,86,0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,4,181,215
