Sección,Casilla,Dtto,Cabecera,NMpio,Municipio,PAN,PRI,PRD,PT,PVEM,PCP,No Registrados,Nulos,Total
1099,Básica,6,,1,PUEBLA,138,120,90,9,0,1,0,2,360
1099,Contigua,6,,1,PUEBLA,128,100,109,2,0,0,0,7,346
1099,Contigua2,6,,1,PUEBLA,133,78,94,0,0,2,0,0,307
1100,Básica,6,,1,PUEBLA,146,80,99,3,0,0,1,2,331
1100,Contigua,6,,1,PUEBLA,127,104,109,2,0,2,0,2,346
1101,Básica,6,,1,PUEBLA,95,110,101,14,0,5,0,12,337
1101,Contigua,6,,1,PUEBLA,86,113,110,18,0,1,0,8,336
1101,Contigua2,6,,1,PUEBLA,81,106,126,9,0,0,0,0,322
1102,Básica,6,,1,PUEBLA,103,101,73,12,0,4,0,15,308
1102,Contigua,6,,1,PUEBLA,104,117,94,3,0,1,0,13,332
1103,Básica,6,,1,PUEBLA,113,95,118,6,0,2,0,10,344
1104,Básica,6,,1,PUEBLA,145,86,92,6,0,1,0,4,334
1105,Básica,6,,1,PUEBLA,126,104,114,3,0,0,0,0,347
1105,Contigua,6,,1,PUEBLA,135,102,125,5,1,1,0,0,369
1120,Básica,6,,1,PUEBLA,112,134,90,4,0,2,0,6,348
1120,Contigua,6,,1,PUEBLA,124,104,98,4,0,1,0,3,334
1121,Básica,6,,1,PUEBLA,142,111,122,0,0,0,0,4,379
1121,Contigua,6,,1,PUEBLA,101,113,116,2,0,1,0,0,333
1122,Básica,6,,1,PUEBLA,84,79,56,0,0,0,0,4,223
1122,Contigua,6,,1,PUEBLA,94,75,60,4,0,1,0,3,237
1123,Básica,6,,1,PUEBLA,86,108,101,3,0,1,0,12,311
1124,Básica,6,,1,PUEBLA,111,96,114,8,0,1,0,14,344
1124,Contigua,6,,1,PUEBLA,111,113,124,9,0,1,0,7,365
1125,Básica,6,,1,PUEBLA,114,87,91,3,0,1,0,5,301
1125,Contigua,6,,1,PUEBLA,85,111,79,4,0,2,0,8,289
1126,Básica,6,,1,PUEBLA,70,85,54,4,0,0,0,7,220
1126,Contigua,6,,1,PUEBLA,95,80,47,1,0,0,0,11,234
1127,Básica,6,,1,PUEBLA,112,122,74,10,0,2,0,4,324
1127,Contigua,6,,1,PUEBLA,93,108,106,3,0,1,0,0,311
1127,Contigua2,6,,1,PUEBLA,120,90,89,3,0,3,0,0,305
1128,Básica,6,,1,PUEBLA,156,122,61,3,0,0,0,7,349
1128,Contigua,6,,1,PUEBLA,174,114,69,14,0,1,0,7,379
1128,Contigua2,6,,1,PUEBLA,149,101,95,10,2,2,0,12,371
1129,Básica,6,,1,PUEBLA,91,95,68,4,0,3,0,8,269
1129,Contigua,6,,1,PUEBLA,108,103,67,5,0,0,0,11,294
1130,Básica,6,,1,PUEBLA,92,156,99,3,0,1,0,11,362
1130,Contigua,6,,1,PUEBLA,98,118,113,3,0,1,0,8,341
1131,Básica,6,,1,PUEBLA,157,134,159,7,0,3,0,6,466
1131,Contigua,6,,1,PUEBLA,182,163,108,8,0,2,0,8,471
1132,Básica,6,,1,PUEBLA,103,84,77,2,0,1,0,0,267
1132,Contigua,6,,1,PUEBLA,101,81,67,3,0,0,0,4,256
1133,Básica,6,,1,PUEBLA,115,114,91,1,0,1,0,11,333
1133,Contigua,6,,1,PUEBLA,122,109,90,8,0,0,0,7,336
1134,Básica,6,,1,PUEBLA,129,121,83,4,0,1,0,7,345
1134,Contigua,6,,1,PUEBLA,141,112,97,5,0,1,0,8,364
1135,Básica,6,,1,PUEBLA,86,109,63,0,0,0,0,0,258
1135,Contigua,6,,1,PUEBLA,84,99,80,6,0,0,0,0,269
1136,Básica,6,,1,PUEBLA,122,95,112,6,0,0,0,6,341
1136,Contigua,6,,1,PUEBLA,109,100,110,2,0,1,0,6,328
1137,Básica,6,,1,PUEBLA,130,99,90,9,0,0,0,7,335
1137,Contigua,6,,1,PUEBLA,135,95,97,5,0,0,0,8,340
1148,Básica,6,,1,PUEBLA,182,117,126,5,0,1,0,8,439
1148,Contigua,6,,1,PUEBLA,166,162,105,5,0,0,0,0,438
1149,Básica,6,,1,PUEBLA,150,111,85,2,0,0,0,5,353
1149,Contigua,6,,1,PUEBLA,124,88,134,6,0,2,0,7,361
1150,Básica,6,,1,PUEBLA,124,136,76,7,0,1,0,14,358
1150,Contigua,6,,1,PUEBLA,119,129,100,5,0,3,0,10,366
1151,Básica,6,,1,PUEBLA,86,99,77,12,0,2,0,0,276
1151,Contigua,6,,1,PUEBLA,101,98,118,3,0,3,0,12,335
1152,Básica,6,,1,PUEBLA,180,114,118,5,0,0,0,14,431
1153,Básica,6,,1,PUEBLA,169,92,141,1,0,0,0,0,403
1153,Contigua,6,,1,PUEBLA,185,85,107,2,0,1,0,6,386
1154,Básica,6,,1,PUEBLA,157,67,88,0,0,1,0,20,333
1154,Contigua,6,,1,PUEBLA,165,64,92,5,0,2,0,2,330
1154,Contigua2,6,,1,PUEBLA,163,69,90,0,0,0,0,3,325
1155,Básica,6,,1,PUEBLA,203,71,78,1,0,0,0,8,361
1155,Contigua,6,,1,PUEBLA,199,83,111,1,0,0,0,0,394
1156,Básica,6,,1,PUEBLA,150,79,97,0,0,0,0,10,336
1156,Contigua,6,,1,PUEBLA,174,83,73,3,0,0,0,7,340
1157,Básica,6,,1,PUEBLA,193,73,114,0,0,0,0,5,385
1157,Contigua,6,,1,PUEBLA,174,82,124,2,0,0,0,0,382
1158,Básica,6,,1,PUEBLA,161,90,104,2,0,1,0,6,364
1158,Contigua,6,,1,PUEBLA,155,93,127,1,2,0,1,5,384
1166,Básica,6,,1,PUEBLA,122,70,68,5,0,0,0,4,269
1166,Contigua,6,,1,PUEBLA,80,91,85,2,0,0,0,10,268
1167,Básica,6,,1,PUEBLA,110,78,90,4,0,1,0,5,288
1167,Contigua,6,,1,PUEBLA,124,74,83,4,0,2,0,4,291
1168,Básica,6,,1,PUEBLA,71,124,97,5,0,3,0,7,307
1168,Contigua,6,,1,PUEBLA,79,139,102,7,0,0,0,6,333
1176,Básica,6,,1,PUEBLA,105,144,76,7,0,0,0,5,337
1176,Contigua,6,,1,PUEBLA,100,137,86,0,0,0,0,7,330
1176,Contigua2,6,,1,PUEBLA,115,108,84,1,0,4,0,10,322
1186,Básica,6,,1,PUEBLA,184,115,123,7,0,2,0,5,436
1186,Contigua,6,,1,PUEBLA,189,107,139,7,0,3,0,0,445
1187,Básica,6,,1,PUEBLA,109,97,102,7,0,0,0,5,320
1187,Contigua,6,,1,PUEBLA,145,86,85,4,0,0,0,4,324
1187,Contigua2,6,,1,PUEBLA,117,124,98,3,0,0,0,0,342
1188,Básica,6,,1,PUEBLA,127,98,125,0,0,0,0,0,350
1188,Contigua,6,,1,PUEBLA,132,108,112,0,0,0,1,4,357
1188,Contigua2,6,,1,PUEBLA,155,78,100,3,0,1,0,4,341
1189,Básica,6,,1,PUEBLA,85,144,96,3,0,0,0,2,330
1189,Contigua,6,,1,PUEBLA,94,134,91,1,0,1,0,0,321
1190,Básica,6,,1,PUEBLA,96,147,99,7,0,0,0,6,355
1190,Contigua,6,,1,PUEBLA,91,140,99,5,0,1,0,6,342
1190,Contigua2,6,,1,PUEBLA,94,159,85,4,0,0,0,4,346
1191,Básica,6,,1,PUEBLA,109,49,108,11,0,0,0,9,286
1191,Contigua,6,,1,PUEBLA,150,153,114,6,0,0,0,9,432
1192,Básica,6,,1,PUEBLA,194,107,117,2,0,1,0,5,426
1192,Contigua,6,,1,PUEBLA,165,112,136,6,0,1,0,11,431
1205,Básica,6,,1,PUEBLA,88,144,104,10,0,1,0,0,347
1205,Contigua,6,,1,PUEBLA,80,182,101,3,0,1,0,4,371
1221,Básica,6,,1,PUEBLA,100,163,62,4,0,1,0,20,350
1221,Contigua,6,,1,PUEBLA,76,167,74,4,0,0,0,13,334
1221,Contigua2,6,,1,PUEBLA,76,167,74,4,0,0,0,13,334
1234,Básica,6,,1,PUEBLA,114,128,86,9,0,0,0,14,351
1234,Contigua,6,,1,PUEBLA,111,124,87,3,0,1,0,0,326
1234,Contigua2,6,,1,PUEBLA,90,157,84,1,0,1,0,8,341
1234,Contigua3,6,,1,PUEBLA,93,119,107,3,0,2,0,9,333
1234,Contigua4,6,,1,PUEBLA,100,158,87,4,0,1,0,0,350
1234,Contigua5,6,,1,PUEBLA,93,153,93,11,0,0,0,0,350
1234,Contigua6,6,,1,PUEBLA,108,148,100,9,0,1,0,14,380
1234,Contigua7,6,,1,PUEBLA,87,141,97,6,0,3,0,13,347
1234,Contigua8,6,,1,PUEBLA,82,162,93,3,0,1,0,0,341
1234,Contigua9,6,,1,PUEBLA,101,126,88,6,0,2,0,9,332
1235,Básica,6,,1,PUEBLA,106,138,112,18,0,1,0,13,388
1236,Básica,6,,1,PUEBLA,100,138,106,9,0,1,0,1,355
1237,Básica,6,,1,PUEBLA,73,136,132,0,0,2,0,9,352
1238,Básica,6,,1,PUEBLA,126,108,117,7,0,3,0,4,365
1238,Contigua,6,,1,PUEBLA,97,137,107,10,0,2,0,6,359
1238,Contigua2,6,,1,PUEBLA,94,141,111,5,0,0,0,2,353
1238,Contigua3,6,,1,PUEBLA,87,137,110,7,0,2,0,0,343
1239,Básica,6,,1,PUEBLA,83,200,101,7,0,2,0,3,396
1240,Básica,6,,1,PUEBLA,71,193,102,3,0,2,0,10,381
1241,Básica,6,,1,PUEBLA,50,181,46,6,0,0,0,0,283
1242,Básica,6,,1,PUEBLA,74,168,45,6,0,1,0,12,306
1242,Contigua,6,,1,PUEBLA,55,173,35,4,0,1,0,12,280
1242,Contigua2,6,,1,PUEBLA,68,167,50,9,0,1,0,5,300
1243,Básica,6,,1,PUEBLA,55,155,66,6,0,2,0,9,293
1243,Contigua,6,,1,PUEBLA,55,141,58,8,0,1,0,13,276
1243,Contigua2,6,,1,PUEBLA,40,141,58,6,0,2,0,11,258
1244,Básica,6,,1,PUEBLA,63,200,66,5,0,3,0,0,337
1244,Contigua,6,,1,PUEBLA,49,206,54,6,0,2,0,11,328
1244,Contigua2,6,,1,PUEBLA,77,192,61,5,0,5,0,13,353
1245,Básica,6,,1,PUEBLA,76,124,37,3,0,3,0,0,243
1245,Contigua,6,,1,PUEBLA,79,139,37,6,10,8,0,15,294
1245,Contigua2,6,,1,PUEBLA,90,124,46,4,1,0,0,8,273
1246,Básica,6,,1,PUEBLA,108,145,95,10,0,5,0,11,374
1246,Contigua,6,,1,PUEBLA,113,147,70,6,0,1,0,17,354
1247,Básica,6,,1,PUEBLA,86,218,30,3,0,0,0,0,337
1247,Contigua,6,,1,PUEBLA,80,109,43,10,0,1,0,20,263
1247,Contigua2,6,,1,PUEBLA,77,243,41,9,0,3,0,0,373
1247,Contigua3,6,,1,PUEBLA,47,257,26,4,0,1,0,0,335
1247,Contigua4,6,,1,PUEBLA,77,298,46,9,0,1,0,17,448
1247,Contigua5,6,,1,PUEBLA,65,242,43,4,0,1,0,4,359
1248,Básica,6,,1,PUEBLA,110,157,63,3,0,3,0,6,342
1248,Contigua,6,,1,PUEBLA,106,147,78,12,0,0,0,5,348
1249,Básica,6,,1,PUEBLA,48,172,36,9,0,0,0,12,277
1249,Contigua,6,,1,PUEBLA,71,167,38,5,0,1,0,12,294
1249,Contigua2,6,,1,PUEBLA,47,196,23,7,1,3,0,10,287
1250,Básica,6,,1,PUEBLA,53,188,42,4,0,6,0,13,306
1250,Contigua,6,,1,PUEBLA,72,194,26,7,0,3,0,14,316
1250,Contigua2,6,,1,PUEBLA,76,178,44,10,0,2,0,0,310
1251,Básica,6,,1,PUEBLA,62,141,90,6,0,1,0,8,308
1251,Contigua,6,,1,PUEBLA,63,131,86,6,0,1,0,7,294
1252,Básica,6,,1,PUEBLA,51,93,46,6,0,0,0,2,198
1252,Contigua,6,,1,PUEBLA,51,95,55,3,0,0,0,4,208
1253,Básica,6,,1,PUEBLA,104,207,76,7,0,1,0,0,395
1253,Contigua,6,,1,PUEBLA,90,222,61,8,0,2,0,6,389
1253,Contigua2,6,,1,PUEBLA,102,203,85,6,0,2,0,14,412
1253,Contigua3,6,,1,PUEBLA,79,180,110,6,0,1,0,15,391
1254,Básica,6,,1,PUEBLA,66,207,50,3,0,2,0,9,337
1254,Contigua,6,,1,PUEBLA,61,217,36,3,0,3,0,10,330
1255,Básica,6,,1,PUEBLA,41,165,23,3,1,0,0,9,242
1255,Contigua,6,,1,PUEBLA,43,192,33,5,0,0,0,11,284
1255,Extraordinaria,6,,1,PUEBLA,3,104,0,0,0,0,0,0,107
415,Básica,7,,3,CHIAUTZINGO,46,24,199,4,0,0,1,15,289
415,Contigua,7,,3,CHIAUTZINGO,63,24,158,0,0,0,0,0,245
415,Contigua2,7,,3,CHIAUTZINGO,36,26,232,10,0,0,0,12,316
416,Básica,7,,3,CHIAUTZINGO,83,46,171,9,0,0,0,17,326
416,Contigua,7,,3,CHIAUTZINGO,76,23,203,7,0,0,0,8,317
417,Básica,7,,3,CHIAUTZINGO,58,59,183,6,0,0,0,13,319
417,Contigua,7,,3,CHIAUTZINGO,0,0,0,0,0,0,0,0,0
418,Básica,7,,3,CHIAUTZINGO,21,294,78,6,0,0,0,7,406
418,Contigua,7,,3,CHIAUTZINGO,23,345,51,4,0,0,0,0,423
419,Básica,7,,3,CHIAUTZINGO,9,234,3,6,0,0,0,6,258
419,Contigua,7,,3,CHIAUTZINGO,14,194,5,7,0,0,0,15,235
420,Básica,7,,3,CHIAUTZINGO,108,270,29,7,0,0,0,6,420
420,Contigua,7,,3,CHIAUTZINGO,120,261,14,4,0,0,0,9,408
421,Básica,7,,3,CHIAUTZINGO,13,137,53,10,0,0,0,0,213
421,Contigua,7,,3,CHIAUTZINGO,16,144,37,18,0,0,0,13,228
422,Básica,7,,3,CHIAUTZINGO,19,74,136,21,0,0,0,9,259
422,Contigua,7,,3,CHIAUTZINGO,12,68,109,22,0,0,0,17,228
651,Básica,7,,4,HUEJOTZINGO,150,78,27,2,0,0,0,7,264
651,Contigua,7,,4,HUEJOTZINGO,130,119,39,1,0,0,0,4,293
652,Básica,7,,4,HUEJOTZINGO,210,143,34,4,0,0,0,5,396
652,Contigua,7,,4,HUEJOTZINGO,166,157,44,4,0,0,0,11,382
653,Básica,7,,4,HUEJOTZINGO,171,194,41,5,0,0,0,6,417
653,Contigua,7,,4,HUEJOTZINGO,204,221,31,5,0,0,0,7,468
654,Básica,7,,4,HUEJOTZINGO,120,214,39,5,0,0,0,3,381
654,Contigua,7,,4,HUEJOTZINGO,126,213,35,2,0,0,0,9,385
655,Básica,7,,4,HUEJOTZINGO,164,198,35,3,0,0,0,11,411
655,Contigua,7,,4,HUEJOTZINGO,189,182,27,5,0,0,0,8,411
656,Básica,7,,4,HUEJOTZINGO,132,132,25,1,0,0,0,0,290
656,Contigua,7,,4,HUEJOTZINGO,120,105,19,3,0,0,0,0,247
657,Básica,7,,4,HUEJOTZINGO,200,132,48,7,0,0,0,10,397
657,Contigua,7,,4,HUEJOTZINGO,175,144,57,0,0,0,0,7,383
657,Contigua2,7,,4,HUEJOTZINGO,209,127,48,3,0,0,0,5,392
658,Básica,7,,4,HUEJOTZINGO,103,87,45,3,0,0,0,0,238
658,Contigua,7,,4,HUEJOTZINGO,111,104,74,11,0,0,0,3,303
659,Básica,7,,4,HUEJOTZINGO,149,84,112,3,0,0,0,0,348
659,Contigua,7,,4,HUEJOTZINGO,110,82,130,1,0,0,0,0,323
660,Básica,7,,4,HUEJOTZINGO,123,101,89,6,0,0,0,7,326
660,Contigua,7,,4,HUEJOTZINGO,93,72,113,5,0,0,0,6,289
661,Básica,7,,4,HUEJOTZINGO,93,85,23,7,0,0,0,0,208
661,Contigua,7,,4,HUEJOTZINGO,104,72,23,3,0,0,0,4,206
661,Contigua2,7,,4,HUEJOTZINGO,76,57,22,3,0,0,0,0,158
662,Básica,7,,4,HUEJOTZINGO,107,104,21,4,0,0,0,9,245
662,Contigua,7,,4,HUEJOTZINGO,120,127,15,4,0,0,0,4,270
663,Básica,7,,4,HUEJOTZINGO,84,86,17,10,0,0,0,7,204
663,Contigua,7,,4,HUEJOTZINGO,67,99,14,10,0,0,0,4,194
664,Básica,7,,4,HUEJOTZINGO,92,101,9,6,0,0,0,0,208
664,Contigua,7,,4,HUEJOTZINGO,73,125,7,4,0,0,0,1,210
665,Básica,7,,4,HUEJOTZINGO,0,0,0,0,0,0,0,0,0
665,Contigua,7,,4,HUEJOTZINGO,89,106,11,3,0,0,0,5,214
666,Básica,7,,4,HUEJOTZINGO,101,133,23,7,0,0,0,5,269
666,Contigua,7,,4,HUEJOTZINGO,103,135,15,4,0,0,0,0,257
667,Básica,7,,4,HUEJOTZINGO,101,157,12,10,0,0,0,4,284
667,Contigua,7,,4,HUEJOTZINGO,102,145,19,1,0,0,0,7,274
668,Básica,7,,4,HUEJOTZINGO,99,229,10,4,0,0,0,19,361
668,Contigua,7,,4,HUEJOTZINGO,85,200,12,4,0,0,0,13,314
669,Básica,7,,4,HUEJOTZINGO,37,130,3,2,0,0,0,8,180
670,Básica,7,,4,HUEJOTZINGO,197,198,5,1,0,0,0,0,401
670,Contigua,7,,4,HUEJOTZINGO,203,180,5,3,0,0,0,0,391
671,Básica,7,,4,HUEJOTZINGO,50,161,4,3,0,0,0,0,218
672,Básica,7,,4,HUEJOTZINGO,29,305,9,2,0,0,0,18,363
672,Contigua,7,,4,HUEJOTZINGO,55,269,17,3,0,0,0,21,365
672,Extraordinaria,7,,4,HUEJOTZINGO,90,55,6,2,0,0,0,8,161
1677,Básica,7,,5,SAN FELIPE TEOTLALCINGO,108,172,0,0,0,0,0,5,285
1677,Contigua,7,,5,SAN FELIPE TEOTLALCINGO,116,177,0,0,0,0,0,7,300
1678,Básica,7,,5,SAN FELIPE TEOTLALCINGO,153,231,0,0,0,0,0,0,384
1678,Contigua,7,,5,SAN FELIPE TEOTLALCINGO,143,232,0,0,0,0,0,2,377
1679,Básica,7,,5,SAN FELIPE TEOTLALCINGO,94,189,0,0,0,0,0,0,283
1679,Contigua,7,,5,SAN FELIPE TEOTLALCINGO,87,194,0,0,0,0,0,11,292
1680,Básica,7,,5,SAN FELIPE TEOTLALCINGO,110,102,0,0,0,0,0,11,223
1680,Contigua,7,,5,SAN FELIPE TEOTLALCINGO,98,83,0,0,0,0,0,0,181
1681,Básica,7,,5,SAN FELIPE TEOTLALCINGO,143,93,0,0,0,0,0,11,247
1720,Básica,7,,2,SAN MARTIN TEXMELUCAN,175,108,0,10,6,23,0,0,322
1720,Contigua,7,,2,SAN MARTIN TEXMELUCAN,175,111,18,10,17,0,0,4,335
1720,Contigua2,7,,2,SAN MARTIN TEXMELUCAN,196,97,12,26,19,0,0,7,357
1721,Básica,7,,2,SAN MARTIN TEXMELUCAN,182,113,9,17,5,0,0,3,329
1721,Contigua,7,,2,SAN MARTIN TEXMELUCAN,184,103,6,11,3,0,0,12,319
1722,Básica,7,,2,SAN MARTIN TEXMELUCAN,179,63,10,9,8,0,0,1,270
1722,Contigua,7,,2,SAN MARTIN TEXMELUCAN,166,72,4,9,2,0,0,2,255
1723,Básica,7,,2,SAN MARTIN TEXMELUCAN,216,81,13,9,10,0,0,6,335
1723,Contigua,7,,2,SAN MARTIN TEXMELUCAN,189,88,18,8,8,0,0,3,314
1724,Básica,7,,2,SAN MARTIN TEXMELUCAN,206,119,18,14,10,0,0,5,372
1724,Contigua,7,,2,SAN MARTIN TEXMELUCAN,199,101,15,11,9,0,0,0,335
1725,Básica,7,,2,SAN MARTIN TEXMELUCAN,227,91,14,16,9,0,0,6,363
1725,Contigua,7,,2,SAN MARTIN TEXMELUCAN,207,110,12,27,17,0,0,11,384
1726,Básica,7,,2,SAN MARTIN TEXMELUCAN,136,74,13,13,3,0,0,3,242
1726,Contigua,7,,2,SAN MARTIN TEXMELUCAN,136,94,7,9,9,0,0,0,255
1727,Básica,7,,2,SAN MARTIN TEXMELUCAN,205,111,10,19,13,0,0,9,367
1727,Contigua,7,,2,SAN MARTIN TEXMELUCAN,197,101,13,18,30,0,0,10,369
1728,Básica,7,,2,SAN MARTIN TEXMELUCAN,145,74,12,8,8,0,0,2,249
1728,Contigua,7,,2,SAN MARTIN TEXMELUCAN,159,90,11,12,6,0,0,5,283
1729,Básica,7,,2,SAN MARTIN TEXMELUCAN,140,101,18,7,3,0,0,0,269
1729,Contigua,7,,2,SAN MARTIN TEXMELUCAN,183,86,0,9,0,0,0,0,278
1730,Básica,7,,2,SAN MARTIN TEXMELUCAN,165,104,13,14,5,0,0,3,304
1730,Contigua,7,,2,SAN MARTIN TEXMELUCAN,193,86,9,14,7,0,0,1,310
1731,Básica,7,,2,SAN MARTIN TEXMELUCAN,136,93,9,10,3,0,0,23,274
1732,Básica,7,,2,SAN MARTIN TEXMELUCAN,123,88,11,17,6,0,0,1,246
1732,Contigua,7,,2,SAN MARTIN TEXMELUCAN,134,83,16,16,3,0,0,0,252
1733,Básica,7,,2,SAN MARTIN TEXMELUCAN,193,131,20,21,10,0,0,0,375
1733,Contigua,7,,2,SAN MARTIN TEXMELUCAN,219,118,12,20,8,0,0,14,391
1734,Básica,7,,2,SAN MARTIN TEXMELUCAN,199,130,20,25,11,0,0,0,385
1734,Contigua,7,,2,SAN MARTIN TEXMELUCAN,192,135,18,25,7,0,0,9,386
1735,Básica,7,,2,SAN MARTIN TEXMELUCAN,149,118,14,29,12,0,0,8,330
1735,Contigua,7,,2,SAN MARTIN TEXMELUCAN,146,122,14,30,14,0,0,11,337
1736,Básica,7,,2,SAN MARTIN TEXMELUCAN,150,141,15,24,8,0,1,8,347
1737,Básica,7,,2,SAN MARTIN TEXMELUCAN,182,119,13,22,13,0,0,10,359
1738,Básica,7,,2,SAN MARTIN TEXMELUCAN,203,102,18,16,4,0,0,11,354
1739,Básica,7,,2,SAN MARTIN TEXMELUCAN,147,94,11,17,6,0,0,7,282
1739,Contigua,7,,2,SAN MARTIN TEXMELUCAN,104,95,16,9,2,0,0,1,227
1740,Básica,7,,2,SAN MARTIN TEXMELUCAN,139,73,9,12,5,0,0,16,254
1740,Contigua,7,,2,SAN MARTIN TEXMELUCAN,146,65,8,14,8,0,0,0,241
1741,Básica,7,,2,SAN MARTIN TEXMELUCAN,125,77,8,9,2,0,0,5,226
1741,Contigua,7,,2,SAN MARTIN TEXMELUCAN,129,69,19,12,3,0,0,3,235
1742,Básica,7,,2,SAN MARTIN TEXMELUCAN,123,87,18,6,5,0,0,5,244
1742,Contigua,7,,2,SAN MARTIN TEXMELUCAN,124,81,9,6,4,0,0,8,232
1743,Básica,7,,2,SAN MARTIN TEXMELUCAN,185,102,19,24,9,0,0,3,342
1743,Contigua,7,,2,SAN MARTIN TEXMELUCAN,181,114,21,31,10,0,0,0,357
1744,Básica,7,,2,SAN MARTIN TEXMELUCAN,150,119,15,11,5,0,0,0,300
1744,Contigua,7,,2,SAN MARTIN TEXMELUCAN,164,110,12,18,4,0,0,11,319
1745,Básica,7,,2,SAN MARTIN TEXMELUCAN,114,85,2,9,5,0,0,0,215
1745,Contigua,7,,2,SAN MARTIN TEXMELUCAN,125,89,5,14,7,0,0,3,243
1746,Básica,7,,2,SAN MARTIN TEXMELUCAN,119,139,5,26,2,0,0,9,300
1746,Contigua,7,,2,SAN MARTIN TEXMELUCAN,122,113,25,30,8,0,0,9,307
1747,Básica,7,,2,SAN MARTIN TEXMELUCAN,100,141,4,29,11,0,0,10,295
1747,Contigua,7,,2,SAN MARTIN TEXMELUCAN,89,146,4,24,6,0,0,13,282
1748,Básica,7,,2,SAN MARTIN TEXMELUCAN,142,123,3,31,9,0,0,7,315
1748,Contigua,7,,2,SAN MARTIN TEXMELUCAN,119,160,3,21,3,0,0,264,570
1748,Contigua2,7,,2,SAN MARTIN TEXMELUCAN,147,124,5,29,3,0,0,0,308
1749,Básica,7,,2,SAN MARTIN TEXMELUCAN,158,117,16,21,5,0,0,6,323
1750,Básica,7,,2,SAN MARTIN TEXMELUCAN,142,147,4,6,3,0,0,0,302
1750,Contigua,7,,2,SAN MARTIN TEXMELUCAN,135,140,8,11,2,0,0,0,296
1750,Contigua2,7,,2,SAN MARTIN TEXMELUCAN,117,124,13,4,3,0,0,5,266
1751,Básica,7,,2,SAN MARTIN TEXMELUCAN,102,137,10,12,2,0,0,0,263
1751,Contigua,7,,2,SAN MARTIN TEXMELUCAN,110,133,6,8,3,0,0,10,270
1752,Básica,7,,2,SAN MARTIN TEXMELUCAN,122,92,1,0,1,0,0,5,221
1752,Contigua,7,,2,SAN MARTIN TEXMELUCAN,114,117,19,4,0,0,0,12,266
1753,Básica,7,,2,SAN MARTIN TEXMELUCAN,106,74,3,3,2,0,0,0,188
1753,Contigua,7,,2,SAN MARTIN TEXMELUCAN,94,78,6,11,4,0,1,8,202
1754,Básica,7,,2,SAN MARTIN TEXMELUCAN,113,186,3,15,4,0,0,0,321
1754,Contigua,7,,2,SAN MARTIN TEXMELUCAN,134,131,10,11,2,0,0,4,292
1754,Contigua2,7,,2,SAN MARTIN TEXMELUCAN,153,129,12,10,6,0,0,0,310
1755,Básica,7,,2,SAN MARTIN TEXMELUCAN,102,75,8,10,3,0,0,26,224
1755,Contigua,7,,2,SAN MARTIN TEXMELUCAN,141,87,12,9,3,0,0,7,259
1755,Contigua2,7,,2,SAN MARTIN TEXMELUCAN,135,83,14,13,9,0,0,5,259
1756,Básica,7,,2,SAN MARTIN TEXMELUCAN,153,96,9,19,6,0,0,0,283
1756,Contigua,7,,2,SAN MARTIN TEXMELUCAN,152,125,16,13,4,0,0,12,322
1756,Contigua2,7,,2,SAN MARTIN TEXMELUCAN,184,117,9,12,7,0,0,6,335
1756,Contigua3,7,,2,SAN MARTIN TEXMELUCAN,171,126,10,11,5,0,0,7,330
1757,Básica,7,,2,SAN MARTIN TEXMELUCAN,130,124,20,2,6,0,0,5,287
1757,Contigua,7,,2,SAN MARTIN TEXMELUCAN,113,130,9,6,7,0,0,0,265
1758,Básica,7,,2,SAN MARTIN TEXMELUCAN,110,129,7,4,3,0,0,7,260
1758,Contigua,7,,2,SAN MARTIN TEXMELUCAN,117,149,13,6,1,0,0,22,308
1759,Básica,7,,2,SAN MARTIN TEXMELUCAN,106,101,5,8,0,0,0,0,220
1759,Contigua,7,,2,SAN MARTIN TEXMELUCAN,126,91,14,5,8,0,0,20,264
1760,Básica,7,,2,SAN MARTIN TEXMELUCAN,129,138,10,7,2,0,0,31,317
1760,Contigua,7,,2,SAN MARTIN TEXMELUCAN,128,125,13,9,3,0,0,17,295
1761,Básica,7,,2,SAN MARTIN TEXMELUCAN,102,121,9,6,3,0,0,9,250
1761,Contigua,7,,2,SAN MARTIN TEXMELUCAN,121,110,3,9,0,0,0,9,252
1762,Básica,7,,2,SAN MARTIN TEXMELUCAN,147,114,12,2,6,0,0,7,288
1762,Contigua,7,,2,SAN MARTIN TEXMELUCAN,126,120,11,6,2,0,0,0,265
1763,Básica,7,,2,SAN MARTIN TEXMELUCAN,93,125,10,12,7,0,0,6,253
1763,Contigua,7,,2,SAN MARTIN TEXMELUCAN,101,163,18,3,4,0,0,0,289
1764,Básica,7,,2,SAN MARTIN TEXMELUCAN,60,91,11,2,2,0,0,0,166
1764,Contigua,7,,2,SAN MARTIN TEXMELUCAN,53,116,11,6,3,0,0,6,195
1765,Básica,7,,2,SAN MARTIN TEXMELUCAN,88,147,21,10,4,0,0,3,273
1766,Básica,7,,2,SAN MARTIN TEXMELUCAN,117,124,11,10,5,0,0,7,274
1766,Contigua,7,,2,SAN MARTIN TEXMELUCAN,141,124,1,8,8,1,0,7,290
1766,Contigua2,7,,2,SAN MARTIN TEXMELUCAN,131,115,2,5,5,0,0,0,258
1767,Básica,7,,2,SAN MARTIN TEXMELUCAN,72,120,22,2,1,0,0,4,221
