ID_ENTIDAD,ID_MUNICIPIO_LOCAL,PARTIDO_CI,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
7,54,PCHU,ALBERTO  VILLALOBOS CARDENAS,-
7,54,MORENA,SARA  BARRERA  SOLIS,-
7,54,PMCH,JOSUE DE LEON GONZALEZ,-
7,54,PES,PABLO  VALLE MORA,-
7,54,RSP,VICTOR IVAN  PALOMEQUE MORGA,-
7,54,PAN_PRI_PRD,ANA PAOLA CRUZ ZAMORA,-
7,55,PVEM,AURORA QUEZADA  DE LA CRUZ,-
7,55,MC,JOSE LUIS LOPEZ VAZQUEZ,-
7,55,PCHU,FRIDA YESSENIA DE LA CRUZ DOMINGUEZ,-
7,55,MORENA,SHANIK DAYANA LAZOS COELLO,-
7,55,PMCH,-,-
7,55,RSP,LUIS SALGADO CERVANTES,-
7,55,PAN_PRI_PRD,MERCEDES ELOINA GONZALEZ GONZALEZ,-
7,55,LLM,LEOBARDO  LOPEZ MORALES,-
7,56,PRI,PEDRO  RODRIGUEZ  PEREZ,-
7,56,PRD,ALBREDIO RODRIGUEZ  MENDEZ ,-
7,56,PVEM,MARIA VELAZQUEZ ORTIZ,-
7,56,PT,CARMELA  SANTIZ  MENDEZ,-
7,56,MC,ELIBERTO VELAZQUEZ ORDOÑEZ,-
7,56,PCHU, MAURILIO VELASCO  ORDOÑEZ,-
7,56,MORENA,GUADALUPE LOPEZ GONZALEZ,-
7,56,PPCH,JOSE ANTONIO MENDEZ PEREZ,-
7,56,PES,IRMA HERNANDEZ GUTIERREZ,-
7,57,PVEM,EDGAR ALFREDO GARCIA FLORES,-
7,57,PT,ALFONSO MEZA PIVARAL,-
7,57,MC,MIREYA ELIZABETH MORALES MEJIA,-
7,57,PCHU,MYRNA ASTRID BURGUETE GONZALEZ,-
7,57,MORENA,JOSE ENRIQUE MEJIA VELAZQUEZ,-
7,57,PMCH,WILMAR SANTIZO CASTILLO,-
7,57,PPCH,MARYCRUZ VERA ZAMORANO,-
7,57,PES,OGLER MANOLO  ZUNUN MATIAS ,-
7,57,RSP,OSCAR RENE GONZALEZ GALINDO,-
7,57,FXM,LORENA PATRICIA PEREZ CORDOVA,-
7,57,PAN_PRI_PRD,CARALAMPIO FLORES DIAZ,-
7,58,PRI,HUGO MARGAIN DIAZ TORRES,-
7,58,MORENA,AUDELIO JIMENEZ GOMEZ,-
7,58,RSP,NANCY ARISBETH MARTINEZ JIMENEZ,-
7,59,PAN,JAIME ALEJANDRO DURAN TORRES,-
7,59,PRI,ANTONIO GOMEZ MARTINEZ,-
7,59,PRD,MARIA ESTHER PEREZ SANTIZ,-
7,59,PVEM,MANUELA ANGELICA MENDEZ CRUZ,-
7,59,PT,PAULINA ENCINOS LOPEZ,-
7,59,MC,JUAN GABRIEL  ROSALES HERRERA,-
7,59,PCHU,YOLANDA  CRUZ  HERNANDEZ ,-
7,59,MORENA,GILBERTO RODRIGUEZ DE LOS SANTOS,-
7,59,PPCH,MARCELINO  VAZQUEZ ARCOS,-
7,59,PES,ANDREA TERESA LIEVANO MAZARIEGOS,-
7,59,RSP,ERIK JOEL SANCHEZ DOMINGUEZ,-
7,59,FXM,ANA PETRONA LOPEZ GOMEZ,-
7,60,PAN,JUANA PEREZ  GUZMAN,-
7,60,PRI,POMPOSO PEREZ SANCHEZ,-
7,60,PRD,BLANCA LIDIA  MORALES  VALLE,-
7,60,PVEM, JAIME MORALES MORALES,-
7,60,PT,ISIDRO BALDEMAR RAMOS  BONIFAS,-
7,60,MC,NAYELI NANCI HERNANDEZ MORALES,-
7,60,MORENA,YAUDEL LLOANA  MORALES  HERNANDEZ ,-
7,60,RSP,MAYRA BELEM MORALES HERNANDEZ,-
7,61,PVEM,FRANCISCO JAVIER  CHAMBE  MORALES,-
7,61,PT,FELICIANO ALVAREZ GARCIA,-
7,61,MC,RENE COUTIÑO GALVEZ,-
7,61,PCHU,EDRAS DE JESUS GONZALEZ REYES,-
7,61,MORENA,JAVIER ALEJANDRO MAZA CRUZ,-
7,61,PMCH,ALFONSO  ESTRADA PEREZ,-
7,61,PPCH,JUAN GUADALUPE CRUZ  GONZALEZ,-
7,61,PES,FATIMA CAROLINA LEON ROBLES,-
7,61,RSP,ERIKA ALEJANDRA  TOLEDO  ARAUJO,-
7,61,FXM,JESUS ALBERTO PEREZ ESPINOSA,-
7,61,PAN_PRI_PRD,ALVARO  VELASCO  MENDOZA ,-
7,62,PVEM,MIGUELINA ALVAREZ GOMEZ,-
7,62,PT,MARIA DEL SOL LOPEZ SANCHEZ,-
7,62,MC,NORA ESMERALDA  MENDOZA DIONICIO,-
7,62,PCHU,MANUEL ANGEL  HERRERA RUEDA  DE LEON,-
7,62,MORENA,VICTOR MANUEL LOPEZ  JIMENEZ,-
7,62,PMCH,JORGE HUGO TORRES ZENTENO,-
7,62,RSP,LEONARDO HERIBERTO HERNANDEZ BALBOA,-
7,62,PAN_PRI_PRD,SILVERIO HERRERA ENRIQUEZ,-
7,63,PVEM,ALONDRA DALILA ABADIA ORANTEZ,-
7,63,PT,JUANA SANCHEZ HERNANDEZ,-
7,63,MC,KARLA YADIRA LOPEZ GOMEZ,-
7,63,PCHU,EDUARDO  GONZALEZ VELAZQUEZ,-
7,63,MORENA,CARMEN RUFINO GONZALEZ,-
7,63,RSP,ANA BELEM CASTAÑON MARROQUIN,-
7,63,PAN_PRI_PRD,SAMUEL  ALEGRIA PEREZ,-
7,65,PVEM,JORGE CABRERA AGUILAR,-
7,65,PT,FRANCISCO III  ALVAREZ SANEN,-
7,65,MC,BREITY MENDEZ LUNA,-
7,65,PCHU,LUIS ALFREDO CRUZ GUZMAN,-
7,65,MORENA,VERONICA  AZUARA  ROBLES,-
7,65,PMCH,SWETTENIA CAÑAS GOMEZ,-
7,65,PES,FRANCISCO LOPEZ VAZQUEZ,-
7,65,RSP,ASUNCION VAZQUEZ ARCE,-
7,65,PAN_PRI_PRD,JOSE ALFREDO  MOLINA  LOPEZ,-
7,67,PAN,LUCIO HERNANDEZ HERNANDEZ,-
7,67,PRI,BERNARDINA ALVAREZ ALVAREZ,-
7,67,PRD,ANAYELI DEL ROSARIO  JUAREZ  REYNOSA,-
7,67,PVEM,ESPERANZA  RAMIREZ GOMEZ,-
7,67,PT,ROGER OVED MARTINEZ URBINA,-
7,67,MC,WILIAM ARMANDO GARCIA HERNANDEZ,-
7,67,PCHU,OSMAR WILIAN VELASCO GARCIA,-
7,67,MORENA,MARTA LILIANA  CAMACHO  RAMIREZ,-
7,67,PPCH,ELSY VILLARREAL CRUZ,-
7,67,RSP,LUCRECIA  GARCIA SANCHEZ,-
7,68,PRI,FREDDY BALLINAS ACOSTA,-
7,68,PRD,MARBELLA MARTINEZ CAPETILLO,-
7,68,PVEM,JANETT AGUILAR LORENZO,-
7,68,PT,ALICIA GUADALUPE RABELO CONTRERAS,-
7,68,MC,HUMBERTO PEREZ HERNANDEZ,-
7,68,PCHU,MARIA CANDELARIA PEREZ LOPEZ,-
7,68,MORENA,ANDRES CARBALLO CORDOVA,-
7,68,PMCH,ABRAHAM LOPEZ GOMEZ,-
7,68,PES,SANTIAGO  HERRERA TILCH,-
7,68,RSP,MOISES AGUILAR MADRIGAL,-
7,68,FXM,MILAGROS GUADALUPE CONCILCO RUIZ,-
7,69,PT,SALATIEL  MORALES GRANADOS,-
7,69,MC,JAFET ESPINOSA SANTIAGO,-
7,69,PCHU,ALEXIS VALENCIA GALLEGOS,-
7,69,MORENA,CARLOS ALBERTO ALBORES LIMA,-
7,69,PMCH,SOLEDAD GUADALUPE VARGAS GARCIA,-
7,69,RSP,HECTOR MENESES MARCELINO,-
7,69,PAN_PRI_PRD,BERIN  LAGUNA RAMOS,-
7,70,PAN,BERZAI EDVAN  MORALES  GONZALEZ,-
7,70,PRI,ARMIN PEREZ ANZUETO,-
7,70,PVEM,ADACELI MORALES RAMIREZ,-
7,70,PT,JOSUE MAXIMILIANO GONZALEZ  PEREZ,-
7,70,MC,ELVIA OCAMPO CHACON,-
7,70,PCHU,ARIEL VAZQUEZ DIAZ,-
7,70,MORENA,AVIDA NOEMI PEREZ MORALES,-
7,70,PMCH,WILIAM RENE LOPEZ MEJIA,-
7,70,PPCH,NEYMAN TOMAS ROBLERO MEJIA,-
7,70,PES,FABIAN LIZANDRO  VELAZQUEZ DIAZ,-
7,70,RSP,JOEL  RAMIREZ  SARGENTO,-
7,70,FXM, IVER ARAIN ROBLERO GONZALEZ,-
7,71,PRI,MARTHA PAULA HERRERA FONSECA,-
7,71,PRD,ARIANA PAOLA VILLANUEVA HIDALGO,-
7,71,PVEM,ESTHER MUÑOZ SANCHEZ,-
7,71,PCHU,GILBERTO FLORES OLIVA,-
7,71,MORENA,JOSE LUIS FLORES GOMEZ,-
7,71,PMCH,ERLEN  SANCHEZ HERNANDEZ,-
7,71,PES,MIRTLE YURIANA DIAS RUIZ,-
7,71,RSP,AMAIRANI AGUILAR GUZMAN,-
7,72,PVEM,KAREN GUADALUPE ALEGRIA LOPEZ,-
7,72,PT,JULIETA DIAZ DOMINGUEZ,-
7,72,MC,SIXTO HERNANDEZ GOMEZ,-
7,72,PCHU,LUIS ANGEL FLORES  CALVO,-
7,72,MORENA,THAISHA BELEN FLORES RAMIREZ,-
7,72,PMCH,MARIA LETICIA LOPEZ AGUILAR,-
7,72,PPCH,TERESA CAMACHO SUAREZ,-
7,72,PES,HERNAN GOMEZ JUAREZ,-
7,72,RSP,DOMINGO GONZALEZ TREJO,-
7,72,PAN_PRI_PRD,ADA DEL CARMEN RUIZ JUAREZ,-
7,73,MC,PEDRO  RAMIREZ RAMOS,-
7,73,PAN_PRI_PRD,MARIA CRISTINA  GARCIA MORENO,-
7,73,PVEM_PT_PCHU_MORENA_PMCH_PPCH_PES_RSP_FXM,YESENIA JUDITH MARTINEZ DANTORI,-
7,74,PVEM,JAIME DE JESUS  SANCHEZ AREVALO,-
7,74,PT,YAQUIRA DEL ROSARIO  TOVILLA LOPEZ,-
7,74,MC,DULCE GUADALUPE GORDILLO JIMENEZ,-
7,74,PCHU,MARIA MAGDALENA GONZALEZ GARCIA,-
7,74,MORENA,JESUS ANTONIO ORANTES NORIEGA,-
7,74,PMCH,ARLEM IVETTE GONZALEZ NAVARRO,-
7,74,PPCH,ALMA ROSA GARCIA ARGUETA,-
7,74,PES,MARTHA TERESA PADILLA  VILLAGOMEZ,-
7,74,RSP,LIZETH MONSERRATH GAMBOA LEON,-
7,74,FXM,DAYANIRA JOCELY DURANTE CRUZ,-
7,74,PAN_PRI_PRD,LUIS ENRIQUE  JIMENEZ  ESPINOSA,-
7,75,PRI,VALERIA DEL ROSARIO RAMIREZ GOMEZ,-
7,75,PVEM,JOSEFA PATISTAN  ANCHEITA,-
7,75,PT,JENARO VAZQUEZ PEREZ,-
7,75,PCHU,JAVIER CESAR  MENDEZ SANCHEZ,-
7,75,MORENA,CARLOS CLEBER  GONZALEZ CABELLO,-
7,75,PMCH,EDILENE MARICRUZ VAZQUEZ  RODAS,-
7,75,RSP,DORA MARIA  LOPEZ  JIMENEZ,-
7,76,PVEM,HUMBERTO SANCHEZ DIAZ,-
7,76,PT,VERONICA CRUZ DIAZ,-
7,76,MC,AURORA DEL CARMEN PASCUAL CRUZ,-
7,76,PCHU,YARY DEL CARMEN GEBHARDT GARDUZA,-
7,76,MORENA,JAVIER  HERRERA  RIOS ,-
7,76,PMCH,VERONICA ARCOS LOPEZ,-
7,76,PES,DIANA PALOMA  CAMACHO DE LA CRUZ,-
7,76,RSP,ALFREDO CRUZ GUZMAN,-
7,76,PAN_PRI_PRD,SEBASTIANA VAZQUEZ GOMEZ,-
7,77,PVEM,LINDA  HIGUERA GUTIERREZ,-
7,77,PT,JESUS LEOPOLDO MORALES VAZQUEZ,-
7,77,MC,JOSEFA PATRICIA MARTINEZ ARGUELLO,-
7,77,PCHU,EDGAR ADRIAN  AMADOR  NAVARRO,-
7,77,MORENA,FABIOLA RICCI DIESTEL,-
7,77,PMCH,ESTHER ARACELI DIAZ CRUZ,-
7,77,PPCH,CRISTINA GOMEZ GOMEZ,-
7,77,PES,MARTHA  ALVARADO VIDAÑA,-
7,77,RSP,FERNANDO RAFAEL MORFIN UTRILLA,-
7,77,FXM,KARLA VAZQUEZ RUIZ,-
7,77,PAN_PRI_PRD,FRANCISCO JOSE  MARTINEZ PEDRERO,-
7,78,PVEM,EDIBERTO GUTIERREZ AGUILAR,-
7,78,PT,VIRGILIO LEON POPOMEYA,-
7,78,MC,RODULFO DE LA CRUZ MENDEZ,-
7,78,PCHU,MARTIN ARTURO  AQUINO PALACIOS,-
7,78,MORENA,ADRIANA  GALLEGOS MARINA,-
7,78,PMCH,ANA BERTHA DOMINGUEZ PALACIOS,-
7,78,PES,GABRIEL ORANTES VILLATORO,-
7,78,RSP,GILBERTO AGUILAR  VILLARREAL,-
7,78,FXM,MILDRED CITLALY ALVAREZ  DOMINGUEZ,-
7,78,PAN_PRI_PRD,VALERIA LOPEZ GONZALEZ,-
7,79,PRI,JUAN  LOPEZ MENDOZA,-
7,79,PVEM,ANTONIA  LOPEZ  PEREZ,-
7,79,PT,JUANA MARIA TORRES VELASCO,-
7,79,PCHU,MANUEL  MARTINEZ SANTIZ,-
7,79,MORENA,ANTONIO CRUZ TORRES,-
7,79,PMCH,LORENZO CRUZ PEREZ,-
7,79,PES,LUCIA HERNANDEZ GONZALEZ,-
7,79,RSP,NICOLAS PEREZ GOMEZ,-
7,80,PRI,LEIDY ELIZABETH HERNANDEZ DIAZ,-
7,80,PVEM,GUADALUPE GUZMAN VILLARREAL,-
7,80,PT,JORGE PAZ ANTONIO,-
7,80,MC,BEYMA AZUCENA CABRERA GOMEZ,-
7,80,PCHU,OFELIA DE JESUS MIJANGOS GUTIERREZ,-
7,80,MORENA,DEMETRIO GILBERTO AGUILAR RUIZ,-
7,80,PMCH,GUDELIA COELLO GUTIERREZ,-
7,80,PES,JESSICA CRISTINA MADRID  FLORES,-
7,80,RSP,DAVID REYNOL DE LA TORREZ GOMEZ,-
7,81,PVEM,NOE VERNY MORALES GONZALEZ,-
7,81,PT,JOSE ANTONIO  GUZMAN PEREZ,-
7,81,MC,CLEMENCIO MATIAS CIFUENTES,-
7,81,PCHU,CONCEPCION DE JESUS GONZALEZ RIVERA,-
7,81,MORENA,LEYDI YESENIA SALAS MERIDA,-
7,81,PMCH,JORGE DIGMAR  GUTIERREZ VAZQUEZ,-
7,81,PPCH,EDITH COSME RAMIREZ VAZQUEZ ,-
7,81,PES,LETICIA GOMEZ LOPEZ,-
7,81,RSP,LUIS ALBERTO RIVERA BARTOLON,-
7,81,FXM,RICARDO EMILIO BARRIOS COUTIÑO,-
7,81,PAN_PRI_PRD,CIRO GONZALEZ ARRIAGA,-
7,82,PRI,ROSARIO DEL CARMEN GORDILLO  RAMIREZ,-
7,82,PRD,FLOR DE MARIA HERNANDEZ TREJO,-
7,82,PVEM,GUILLERMO ITURIEL GORDILLO PENAGOS,-
7,82,PT,ANA LEYDI ESPINOSA CRUZ,-
7,82,MC,NERI DEL CARMEN MENDOZA MARTINEZ,-
7,82,PCHU,TERESITA DE JESUS RODRIGUEZ PEREZ,-
7,82,MORENA,INOCENCIO AGENOR  DOMINGUEZ  HERNANDEZ ,-
7,82,PMCH,DORY MENDEZ  LOPEZ,-
7,82,PPCH,PATRICIA LORENA  PENAGOS CAMACHO,-
7,82,PES,ERICA GARCIA RUIZ,-
7,82,RSP,MARTA GONZALEZ GUTIERREZ,-
7,82,FXM,ALONDRA BELEN  GONZALEZ VELASCO,-
7,83,PVEM,JERONIMO  GUZMAN PEREZ,-
7,83,PT,JUANA  GONZALEZ LOPEZ,-
7,83,MC,ROGELIO SANCHEZ PEREZ,-
7,83,PCHU,NORMA  LOPEZ LOPEZ,-
7,83,MORENA,GUADALUPE DEARA LOPEZ,-
7,83,PMCH,OLGA  BALLINAS  DIAZ,-
7,83,PES,SANTIAGO GUSMAN  SILVANO ,-
7,83,RSP,LUCIA DEL CARMEN GONZALEZ GOMEZ,-
7,84,MC,ESTRELLITA DEL CARMEN MORALES LOPEZ,-
7,84,PAN_PRI_PRD,ARTURO NAVARRO SUAREZ,-
7,84,PVEM_PT_PCHU_MORENA_PMCH_PPCH_PES_RSP_FXM,JUAN CARLOS MORALES  HERNANDEZ,-
7,85,PAN,MARIA GUADALUPE  JIMENEZ  VELAZQUEZ,-
7,85,PRI,EDITH DIAZ MUÑOS,-
7,85,PRD,AMADA JIMENEZ OVANDO,-
7,85,PVEM,LIZETH GONZALEZ RUIZ,-
7,85,PT,ANTONIO CRISTALES ARIAS,-
7,85,MC,ROSARIO SANCHEZ JIMENEZ,-
7,85,PCHU,FRANCISCO GABRIEL ALVAREZ ALCARAZ,-
7,85,MORENA,GUADALUPE JIMENEZ ALVAREZ ,-
7,85,PMCH,MARIA GUADALUPE  CASTELLANOS  NAJERA,-
7,85,PES,MONICA FABIOLA GOMEZ FUENTES,-
7,85,RSP,FERNANDO APARICIO GOMEZ,-
7,85,FXM,JOSE RAMON  LOPEZ ALVAREZ,-
7,86,PVEM,NADELIN FRANCISCO PEREZ PEREZ,-
7,86,PT,GENNY RUBI URBINA CASTRO,-
7,86,MC,FRANCISCO GERMAN  BALLINAS MORENO,-
7,86,PCHU,SAMUEL ORTIZ  LOPEZ,-
7,86,MORENA,ANTONIA KARINA PEREZ MALDONADO,-
7,86,PMCH,JHONNY FABIAN PEREZ RUIZ,-
7,86,PES,ZULEIMA JANETH PEREZ PEREZ,-
7,86,RSP,HECTOR MAURICIO ZENTENO  HERNANDEZ,-
7,86,PAN_PRI_PRD,JOSE ALFONSO ESPINOZA DIAZ,-
7,87,PVEM,RANULFO LLAVEN ABARCA,-
7,87,PT,FREDY ELOY TOALA TOALA,-
7,87,MC,RONEY ALTAMIRANO CHAMPO,-
7,87,PCHU,MARIA DEL ROSARIO NARANJO RUIZ,-
7,87,MORENA,JORGE LORENZO LARA  CORDERO,-
7,87,PMCH,AUSENCIO  LAZARO CLEMENTE,-
7,87,PES,ANA LAURA  PEREZ  MEDINA,-
7,87,RSP,ROGI BERTO LAZARO VICENTE,-
7,87,PAN_PRI_PRD,LAURA ESCOBAR LOPEZ,-
7,88,PVEM,DILMA NICOLASA BARRIOS ESCOBAR,-
7,88,PT,MERARI  TOLEDO LOPEZ,-
7,88,PCHU,MARCELA  GLORIA BARRIOS  GIRON,-
7,88,MORENA,SERGIO ALFONSO PERALTA HERNANDEZ,-
7,88,PMCH,JOSE ALFREDO VENTURA ALFONSO,-
7,88,RSP,ELMER DE JESUS  VAZQUEZ GALLARDO,-
7,88,PAN_PRI_PRD,ANA KAREN RODRIGUEZ SOLIS,-
7,89,MC,IGNACIO  LUJANO CASTELLANOS,-
7,89,PAN_PRI_PRD,FREDI RAMIREZ DIAZ,-
7,89,PVEM_PT_PCHU_MORENA_PMCH_PPCH_PES_RSP_FXM,MARTHA  CASTELLANOS PEREZ,-
7,90,PVEM,CESAR AMIN GONZALEZ ORANTES,-
7,90,PT,INDIRA DE LOS SANTOS CAMPOS,-
7,90,MC,MARIA ARGELIA KOMUKAI MATSUI,-
7,90,PCHU,EVELIN OLIVA DOMINGUEZ ESCOBAR,-
7,90,MORENA,AARON YAMIL MELGAR BRAVO,-
7,90,PMCH,DENISSE  LUGARDO  ESCOBAR,-
7,90,PPCH,JESSICA RUIZ OCHOA,-
7,90,PES,ISIDRO  OVANDO  MEDINA ,-
7,90,RSP,GRACELIA GALVEZ GARCIA,-
7,90,FXM,SARI CRISTHIAN TIRADO MALO,-
7,90,PAN_PRI_PRD,MARTHA BEATRIZ VILLASEÑOR MOLET,-
7,91,PVEM,LUSTEIN MORALES VAZQUEZ,-
7,91,PT,MARIA FAVIOLA VAZQUEZ VAZQUEZ,-
7,91,MORENA,GUADALUPE GOMEZ  GARCIA ,-
7,91,PMCH,OLGA LIDIA VAZQUEZ ESTRADA,-
7,91,PPCH,ROSALIA VALENCIA GOMEZ,-
7,91,RSP,JACKSOLLINE MORALES GONZALEZ,-
7,91,PAN_PRI_PRD,JOSE ANGEL  VAZQUEZ JIMENEZ,-
7,92,PVEM,ROSEMBERG DIAZ UTRILLA,-
7,92,PT,DAVID GARCIA URBINA,-
7,92,MC,KAREN DANIELA OCHOA CLEMENTE,-
7,92,PCHU,MARIA FERNANDA GARCIA MARIN,-
7,92,MORENA,TEOFILO  GARCIA  DE LA CRUZ ,-
7,92,PMCH,JUDITH GUADALUPE SANCHEZ GOMEZ,-
7,92,RSP,MARICRUZ HERNANDEZ VELAZCO,-
7,92,FXM,ALONDRA MONSERRAT  DE LA CRUZ TREJO,-
7,92,PAN_PRI_PRD,MARIA DE JESUS GOMEZ HERNANDEZ,-
7,93,PVEM,LUCERO YAZMIN SANTOS  VALDEZ,-
7,93,PT,MARIA DE LOS ANGELES FERRA DOMINGUEZ,-
7,93,MC,FERNANDO MARQUEZ AVENDAÑO,-
7,93,PCHU,FABIOLA PEREZ JIMENEZ,-
7,93,MORENA,CESAR EDGAR  MARIN GOMEZ,-
7,93,PMCH,ERIKA YAZMIN MARTINEZ MARTINEZ,-
7,93,PAN_PRI_PRD,JORGE GREGORIO GUZMAN ARVIZU,-
7,94,PRI,ALEJANDRO LOPEZ SANTIZ,-
7,94,PVEM,LUISA GIRON  LUNA,-
7,94,PT,LUCIA LOPEZ LUNA,-
7,94,PCHU,JUAN CARLOS GUZMAN JIMENEZ,-
7,94,MORENA,ROBERTO  GIRON  LUNA,-
7,94,PMCH,ALONSO  JIMENEZ  GUZMAN,-
7,94,PES,ESTEBAN GUZMAN JIMENEZ,-
7,94,RSP,AGUSTIN HERNANDEZ LOPEZ,-
7,95,PAN,DOMINGO COLLAZO  LOPEZ,-
7,95,PRI,JENNIFER DEL CARMEN FONSECA GARCIA,-
7,95,PVEM,LUIS ALBERTO VALDEZ DIAZ,-
7,95,PT,DEYANIRA ZUÑIGA VILLAFUERTE,-
7,95,PCHU,TERESA  DESAIDA HERRERA,-
7,95,MORENA,TEOFILO JOSE FRANCISCO GUTIERREZ ZUÑIGA,-
7,95,PMCH,ERENDIRA ALVAREZ GUZMAN,-
7,95,PPCH,TERESA HERRERA ESPINOZA,-
7,95,PES,EILENE DEL CARMEN NAJERA OZUNA,-
7,95,RSP,SANDRA LUZ LIEVANO CRUZ,-
7,96,PVEM,NEISER HERNANDEZ LOPEZ,-
7,96,PT,JORGE ANTONIO DECELIS GUILLEN,-
7,96,MC,JOEL MANUEL JIMENEZ PEREZ,-
7,96,PCHU,SONIA YOLANDA GOMEZ OLETA,-
7,96,MORENA,MARIA ANGELICA  GUTIERREZ MARTINEZ,-
7,96,PMCH,FLORENTINO  PEREZ SANCHEZ,-
7,96,PES,ALMA DAYANI  LOPEZ  OLETA ,-
7,96,RSP,ALVA LUZ TRUJILLO GUTIERREZ,-
7,96,PAN_PRI_PRD,PATRICIA  VAZQUEZ  RUIZ,-
7,97,PVEM,MANUEL DE JESUS NARCIA COUTIÑO,-
7,97,PT,JAVIER  NAVEJU RINCON,-
7,97,MC,ALAN DE JESUS ACEITUNO DIAZ,-
7,97,PCHU,ANDRES SAUL GOMEZ LOPEZ,-
7,97,MORENA,IRMA RUTH DE LOS SANTOS DE LUCIO,-
7,97,PMCH,ROGER EFRAIN RUIZ GOMEZ,-
7,97,PES,WENDY CONCEPCION CUETO RAMIREZ,-
7,97,RSP,FRANCISCA DEL CARMEN PEÑA OVANDO,-
7,97,FXM,DILERY PEREZ CORDOVA,-
7,97,PAN_PRI_PRD,ROGELIO RAMOS CASTILLEJOS,-
7,98,PAN,EVELIA  HERNANDEZ  MENDEZ,-
7,98,PRI,JESUS EMMANUEL LOPEZ RUIZ,-
7,98,PRD,YAZMIN ARIANA  POOT INFANTE,-
7,98,PVEM,AIRA ALEJANDRA JIMENEZ SANCHEZ,-
7,98,PT,MARIA DIONICIA DE LA CRUZ RAMIREZ,-
7,98,MC,MERCEDES DEL CARMEN HERNANDEZ HERRERA,-
7,98,PCHU,GABRIEL LOPEZ GUTIERREZ,-
7,98,MORENA,MARIO ARGELIO FONSECA  LOPEZ,-
7,98,PMCH,BLANCA ESTHER  MORENO LOPEZ,-
7,98,RSP,SANDRA CONCEPCION  MENDEZ  VAZQUEZ ,-
7,99,PVEM,JOSE RAMON MENDEZ ESPINOSA,-
7,99,PT,ALMA CAROLINA MENDEZ VENTURA,-
7,99,MC,MERCEDES VELASCO VELASCO,-
7,99,PCHU,LETICIA  LOPEZ CALVO,-
7,99,MORENA,DENIS GABRIEL SOLIS  ALVARADO,-
7,99,PMCH,SUSANA JANETT ORTIZ  ALVARADO ,-
7,99,RSP,CLAUDIA YANET LEON HERNANDEZ,-
7,99,PAN_PRI_PRD,ESVIN VAZQUEZ PEREZ,-
7,100,PVEM,GRISELDA DE JESUS MENDEZ,-
7,100,PT,NAYELI PASCUALA DIAZ PEÑATE,-
7,100,MC,ISABELINA MONTEJO VAZQUEZ,-
7,100,PCHU,GLORIA ALVARO DIAZ,-
7,100,MORENA,NANCY ZENTENO FIGUEROA,-
7,100,RSP,JAVIER WENCESLAO SOLIS SANCHEZ,-
7,100,PAN_PRI_PRD,MARGARITA  ALVARO DIAZ,-
7,101,PVEM,ROSARIO ESMERALDA COUTIÑO ROBLERO,-
7,101,PT,MARIA CANDELARIA CORTEZ CONSTANTINO,-
7,101,MC,ZONIA PATRICIA LOARCA RUIZ,-
7,101,PCHU,DANIEL  MUÑOZ  AGUILAR,-
7,101,MORENA,FABIOLA GUADALUPE  CRUZ  GARCIA ,-
7,101,PMCH,MARISA DAVILA SALAZAR,-
7,101,PES,RENE GONZALEZ PEREZ,-
7,101,RSP,EDGAR GALAN GOMEZ,-
7,101,PAN_PRI_PRD,JULIO ENRIQUE GAMBOA ALTUZAR,-
7,102,MC,RAMON SALVATORE COSTANZO CEBALLOS,-
7,102,PAN_PRI_PRD,FRANCISCO ANTONIO ROJAS TOLEDO,-
7,102,PVEM_PT_PCHU_MORENA_PMCH_PPCH_PES_RSP_FXM,ANGEL CARLOS  TORRES CULEBRO,-
7,103,PVEM,GLADYS GABRIELA  BLAS SANTIAGO,-
7,103,PT,GRISSEL VAZQUEZ ZAMBRANO,-
7,103,MC,YANELI BERLINAY MORALES HERNANDEZ,-
7,103,PCHU,PALOMA PAMELA SANTIZO ROBLERO,-
7,103,MORENA,DALILA LOPEZ AYON,-
7,103,PMCH,EULIBER CHALECO MARROQUIN,-
7,103,RSP,LUCIBELLA HERNANDEZ BAUTISTA,-
7,103,FXM,ERIKA  ESCOBEDO GUZMAN,-
7,103,PAN_PRI_PRD,TRINIDAD GUADALUPE CUETO ESTRADA,-
7,104,PVEM,LUCERO DEL ROSARIO GORDILLO FUENTES,-
7,104,PT,ANABERTA FRANCO NAVARRO,-
7,104,MC,MIGUEL ALBORES  MENDEZ,-
7,104,PCHU,EUGENIO LEON LEON,-
7,104,MORENA,MARIA ESPERANZA GORDILLO GORDILLO,-
7,104,PES,-,-
7,104,RSP,VICTOR  ALFONSO GORDILLO MORALES,-
7,104,PAN_PRI_PRD,GLORIA YOLANDA  FIGUEROA  FUENTES,-
7,105,PVEM,KAROL ROCIO ESCOBAR CAMACHO,-
7,105,PT,CUAUHTEMOC HORACIO QUINTERO GARCIA,-
7,105,MC,FABIAN BARRIOS  DE LEON,-
7,105,PCHU,RIGOBERTO  LOPEZ MAZARIEGOS,-
7,105,MORENA,MERCEDES RAMIREZ ROBLERO,-
7,105,PMCH,ABIDEL RAMIREZ MARTINEZ,-
7,105,PES,GERARDO RAFAEL  PEREZ VELAZQUEZ,-
7,105,RSP,MARIA GUADALUPE GARCIA MUÑOZ,-
7,105,PAN_PRI_PRD,GLORIA IVONNE MIGUEL RODRIGUEZ,-
