CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,VR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5749,2,107,516,14,12,25,7,14,235,14,17,,,,,5,1,0,1,968,0,30,998,1315
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5750,3,154,402,23,25,23,13,5,165,10,38,,,,,5,1,7,0,871,0,56,927,1633
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5751,5,217,1205,48,42,77,22,14,442,19,15,,,,,12,6,0,5,2124,0,101,2225,3149
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5752,2,79,393,13,14,19,11,5,267,14,8,,,,,6,1,0,0,830,0,25,855,1198
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5753,2,104,388,17,27,13,2,4,164,7,5,,,,,3,0,0,0,734,0,39,773,1154
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5754,6,174,1119,62,64,72,23,19,490,28,13,,,,,22,3,3,5,2097,3,126,2226,3379
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5755,3,143,337,39,45,11,8,13,358,17,19,,,,,11,3,0,4,1008,0,52,1060,1745
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5756,4,310,752,38,75,51,22,12,327,35,29,,,,,9,4,0,3,1667,0,79,1746,2756
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5757,2,75,236,7,15,12,7,5,83,4,15,,,,,0,0,0,0,459,0,29,488,757
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5758,1,74,263,5,13,8,3,9,105,4,8,,,,,4,0,0,0,496,0,8,504,633
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5759,3,139,511,12,24,10,4,7,108,4,25,,,,,4,3,0,0,851,0,35,886,1200
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5760,1,45,273,4,4,11,1,2,63,2,9,,,,,0,1,0,0,415,0,12,427,559
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5761,5,322,1208,44,56,46,17,17,397,19,31,,,,,10,3,2,2,2174,0,118,2292,3485
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5762,2,121,552,14,13,7,5,3,121,8,5,,,,,4,0,0,6,859,0,43,902,1245
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5763,5,324,866,57,66,29,15,15,361,14,38,,,,,7,5,1,3,1801,0,92,1893,2543
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5764,2,66,678,13,10,10,6,6,145,8,14,,,,,1,0,0,0,957,0,51,1008,1279
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5765,2,103,322,19,17,18,6,3,189,6,10,,,,,8,0,0,2,703,0,44,747,1083
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5766,5,421,1083,38,34,81,16,21,404,17,32,,,,,5,1,0,1,2154,0,90,2244,2856
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5767,3,134,594,16,23,18,11,14,243,6,19,,,,,3,2,0,3,1086,0,28,1114,1447
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5768,2,116,453,17,18,13,0,14,143,6,41,,,,,3,1,0,2,827,0,42,869,1096
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5769,2,69,356,11,11,11,2,9,86,3,41,,,,,2,1,0,0,602,0,9,611,788
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5770,3,235,615,13,7,17,4,13,241,8,56,,,,,3,2,1,0,1215,4,54,1273,1595
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5771,3,245,471,24,22,28,11,9,279,12,12,,,,,1,1,0,0,1115,0,31,1146,1543
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5772,4,344,884,22,20,39,16,50,457,26,39,,,,,7,3,1,4,1912,0,82,1994,2573
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5773,3,175,673,32,23,41,17,17,218,16,64,,,,,1,4,0,4,1285,1,16,1302,1815
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5774,3,161,501,27,15,36,12,13,266,12,17,,,,,10,2,1,3,1076,0,48,1124,1553
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5775,3,106,689,14,12,32,3,14,186,9,46,,,,,2,1,0,3,1117,0,52,1169,1507
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5776,2,65,312,11,15,63,4,13,129,4,9,,,,,0,0,0,0,625,0,21,646,848
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5777,1,39,251,6,9,11,4,5,81,0,3,,,,,1,0,0,1,411,0,19,430,579
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5778,1,76,286,10,4,14,3,6,83,5,9,,,,,0,0,0,0,496,0,28,524,707
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5779,2,67,519,4,10,36,11,4,118,5,7,,,,,1,0,0,1,783,1,42,826,1147
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5780,4,294,717,28,26,37,10,12,196,9,29,,,,,2,1,0,0,1361,0,52,1413,1842
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5781,5,327,1280,21,24,42,12,10,237,14,26,,,,,3,1,1,1,1999,0,78,2077,2742
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5782,2,79,278,8,44,11,6,7,134,8,21,,,,,0,0,0,0,596,0,26,622,976
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5783,4,197,643,34,30,46,19,33,513,18,91,,,,,6,1,0,3,1634,2,54,1690,1609
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5784,3,186,584,28,37,24,5,10,202,11,48,,,,,20,5,2,6,1168,0,60,1228,1776
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5785,1,35,278,7,8,18,3,6,58,1,8,,,,,0,0,0,0,422,0,23,445,562
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5786,2,44,349,8,9,12,3,8,148,5,16,,,,,3,1,1,1,608,0,20,628,830
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5787,3,210,320,14,18,48,8,16,147,8,5,,,,,2,0,0,0,796,0,25,821,1147
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5788,1,95,235,12,15,5,4,3,109,7,2,,,,,1,1,0,0,489,0,27,516,718
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5789,2,108,344,12,8,25,1,9,69,3,47,,,,,4,0,0,0,630,0,16,646,830
,15,MEXICO,10,VALLE DE BRAVO,115,VILLA VICTORIA,5790,2,84,356,25,22,51,8,18,146,15,17,,,,,0,0,0,0,742,0,43,785,986
,15,MEXICO,10,VALLE DE BRAVO,117,ZACAZONAPAN,5805,4,115,577,717,19,21,16,20,746,5,7,,,,,3,0,0,3,2249,0,87,2336,2765
,15,MEXICO,10,VALLE DE BRAVO,117,ZACAZONAPAN,5806,2,14,132,270,3,3,1,5,223,0,1,,,,,1,2,1,0,656,0,29,685,780
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5482,3,127,267,184,13,24,29,38,462,19,34,10,2,0,0,10,1,1,1,1222,2,46,1270,1775
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5483,4,222,273,281,20,47,39,60,659,39,43,18,5,0,1,14,2,0,5,1728,1,65,1794,2708
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5484,3,145,237,252,18,40,40,71,519,16,39,10,6,0,0,11,1,0,3,1408,1,49,1458,2112
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5485,3,174,322,159,23,38,41,80,537,30,44,5,4,1,1,5,2,0,0,1466,0,41,1507,2035
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5486,3,92,244,129,12,31,29,52,488,18,32,5,0,0,0,3,1,0,2,1138,0,42,1180,1607
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5487,2,80,140,68,11,17,11,31,329,11,9,4,2,0,0,4,1,0,1,719,0,16,735,1114
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5488,3,153,329,133,28,40,30,83,646,23,63,2,3,0,2,7,5,0,1,1548,1,32,1581,2217
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5489,2,57,101,46,12,21,5,25,281,10,12,0,0,0,0,3,0,0,0,573,0,14,587,848
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5490,4,175,330,225,34,49,51,109,739,31,35,10,5,0,2,7,1,0,3,1806,1,63,1870,2750
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5491,3,112,196,163,21,28,17,45,517,20,38,4,2,0,0,20,4,0,9,1196,0,36,1232,1835
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5492,4,305,303,285,29,64,68,143,756,35,52,19,8,0,2,11,5,0,5,2090,3,85,2178,2968
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5493,5,198,287,444,28,73,137,131,997,41,56,29,3,2,1,22,4,0,2,2455,0,70,2525,3725
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5494,3,103,156,86,17,34,39,51,444,19,40,3,0,0,1,9,0,0,2,1004,1,41,1046,1507
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5495,3,102,179,93,22,37,24,43,736,18,39,2,0,0,0,13,4,0,3,1315,0,46,1361,1937
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5496,2,68,151,65,10,17,13,31,264,9,25,4,1,0,0,8,0,0,2,668,1,25,694,1008
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5497,1,13,33,10,4,2,3,6,52,3,6,0,0,0,0,0,0,0,0,132,0,14,146,228
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5498,2,65,108,25,14,13,9,24,299,15,7,3,1,0,0,6,1,0,1,591,1,14,606,878
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5499,6,389,412,111,50,80,57,163,1198,58,222,4,3,1,0,26,7,1,4,2786,2,76,2864,4060
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5500,4,156,259,85,46,54,62,120,894,44,40,2,0,0,0,20,6,0,6,1794,1,66,1861,2888
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5501,4,132,223,99,29,44,88,71,678,29,37,0,1,0,1,17,0,0,3,1452,14,45,1511,2306
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5502,2,78,154,74,13,67,24,44,391,20,31,2,1,0,2,8,4,2,0,915,0,27,942,1353
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5503,4,202,221,93,27,48,47,71,735,23,48,6,0,0,1,10,3,0,13,1548,1,52,1601,2351
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5504,2,49,98,38,7,13,29,35,279,17,19,3,0,0,0,2,0,0,1,590,0,21,611,931
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5505,2,159,120,52,11,23,5,52,478,10,29,0,0,0,0,0,0,0,0,939,0,32,971,1444
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5506,2,64,143,25,9,22,12,34,353,16,13,1,0,0,0,8,4,1,5,710,0,16,726,1013
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5507,3,113,198,71,20,39,54,65,641,29,37,6,1,0,1,12,1,1,1,1290,0,18,1308,1999
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5508,3,148,161,72,21,34,28,42,499,11,45,4,0,1,0,11,8,0,4,1089,0,23,1112,1591
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5509,3,161,139,174,25,54,19,83,554,24,42,6,3,1,0,13,5,0,4,1307,0,42,1349,1954
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5510,3,79,152,111,48,42,31,28,448,25,58,3,0,1,0,3,1,0,1,1031,0,16,1047,1590
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5511,2,51,112,68,34,31,47,18,388,21,31,2,1,0,2,9,1,1,4,821,0,27,848,1292
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5512,3,117,208,125,47,41,55,39,680,20,34,10,1,2,0,18,2,0,8,1407,0,38,1445,2130
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5513,4,139,258,90,39,59,70,77,770,49,48,1,0,2,0,18,2,2,1,1625,2,71,1698,2510
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5514,3,97,169,82,27,39,33,47,577,21,23,1,2,0,0,5,3,3,5,1134,0,37,1171,1845
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5515,3,143,208,178,48,24,56,39,544,20,39,4,3,0,2,18,3,0,6,1335,2,50,1387,1961
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5516,3,104,155,100,17,36,59,22,458,24,21,4,3,0,2,9,2,0,2,1018,1,37,1056,1604
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5517,3,113,150,184,24,119,48,35,521,31,35,6,4,0,2,8,2,0,1,1283,0,35,1318,1901
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5518,3,119,161,96,26,39,31,48,503,33,28,0,2,0,0,5,2,0,2,1095,0,46,1141,1723
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5519,3,116,211,98,35,42,32,60,675,30,46,2,1,0,0,21,12,1,6,1388,1,59,1448,2171
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5520,5,153,203,117,47,52,33,93,991,49,45,3,5,4,1,37,9,2,1,1845,0,64,1909,3261
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5521,1,30,38,11,5,9,8,7,99,3,4,1,0,1,0,3,0,0,0,219,0,8,227,360
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5522,2,174,129,35,21,53,15,41,465,24,33,1,1,1,0,19,2,1,3,1018,1,32,1051,1483
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5523,11,700,612,245,112,196,141,241,2522,113,263,22,0,2,1,50,3,0,15,5238,4,150,5392,7705
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5524,2,62,71,25,11,15,13,24,238,13,62,0,0,0,0,5,0,1,4,544,0,15,559,780
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5525,2,119,119,33,22,19,18,36,399,12,37,5,1,0,0,11,0,0,5,836,0,23,859,1295
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5526,3,89,175,100,24,32,56,36,500,18,35,7,4,0,0,17,2,0,2,1097,0,47,1144,1739
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5527,3,116,167,109,30,24,35,45,533,27,35,3,1,0,0,19,0,0,1,1145,0,36,1181,1743
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5528,3,105,211,111,30,36,38,56,630,24,46,1,3,1,0,13,2,0,2,1309,0,38,1347,2108
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5529,6,192,340,282,67,74,112,87,1207,61,54,12,4,2,2,23,6,0,11,2536,0,52,2588,4216
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5530,3,92,157,72,30,24,26,55,448,19,28,11,3,1,1,6,1,4,1,979,0,53,1032,1627
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5531,2,109,154,33,15,41,36,29,433,14,39,4,1,0,0,8,1,1,1,919,2,27,948,1298
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5532,2,125,101,50,17,21,16,33,328,20,92,8,2,0,0,0,0,0,0,813,0,37,850,1170
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5533,3,203,172,47,15,68,34,67,594,43,46,3,1,0,0,14,3,0,0,1310,0,41,1351,2244
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5534,2,108,66,9,9,21,13,42,262,16,19,2,1,0,0,0,0,0,0,568,0,23,591,787
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5535,2,122,89,18,5,28,14,26,394,14,19,0,0,0,0,0,0,0,0,729,0,36,765,1093
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5536,2,139,118,27,11,30,15,28,430,14,44,2,0,1,0,2,3,0,0,864,0,23,887,1235
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5537,2,110,145,38,18,34,29,51,436,32,32,2,1,0,0,0,0,0,0,928,0,23,951,1314
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5538,3,113,192,62,29,32,47,20,498,119,34,1,0,0,0,4,2,0,3,1156,0,29,1185,1632
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5539,9,250,470,321,136,119,133,106,1563,236,84,30,9,1,3,47,33,3,7,3551,1,116,3668,6715
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5540,4,141,179,99,40,43,30,26,718,39,48,8,3,0,1,39,4,0,4,1422,0,36,1458,2400
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5541,4,150,260,69,48,33,45,64,727,27,29,2,1,0,0,19,2,0,2,1478,2,45,1525,2428
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5542,2,100,148,19,7,12,14,21,277,11,44,1,0,0,1,8,0,0,1,664,1,23,688,936
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5543,5,172,327,106,63,54,74,98,1093,54,62,3,2,1,1,29,9,1,13,2162,0,74,2236,3490
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5544,4,121,274,62,36,38,33,63,711,27,37,1,0,0,3,5,3,1,1,1416,16,35,1467,2302
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5545,4,116,284,45,29,39,26,41,908,23,24,4,2,2,0,15,2,0,7,1567,5,48,1620,2670
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5546,5,169,224,105,46,45,46,85,943,30,40,1,3,2,2,32,2,0,11,1786,0,67,1853,3086
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5547,4,144,192,95,37,54,30,41,621,44,35,4,8,1,1,28,4,1,4,1344,0,54,1398,2385
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5548,8,240,457,137,109,81,87,101,1614,63,79,14,3,3,6,32,11,3,15,3055,1,124,3180,5315
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5549,2,52,88,18,15,16,16,22,311,7,16,1,1,0,0,10,1,0,2,576,0,24,600,975
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5550,8,280,340,196,92,110,66,140,1860,77,72,9,2,0,1,43,7,8,11,3314,1,116,3431,5515
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5551,2,91,93,31,17,36,18,42,393,22,24,3,0,0,1,9,1,0,2,783,2,18,803,1227
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5552,2,141,136,24,15,23,17,48,478,20,47,4,1,0,0,10,1,0,3,968,0,34,1002,1345
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5553,2,213,153,25,13,50,7,60,450,12,64,7,0,1,0,17,1,0,3,1076,0,30,1106,1394
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5554,2,154,171,39,22,23,17,52,436,16,59,4,2,2,1,8,3,1,0,1010,1,29,1040,1414
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5555,2,43,111,16,10,15,10,18,292,23,15,3,0,0,0,10,1,0,3,570,1,20,591,854
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5556,3,90,136,42,24,19,21,26,518,19,15,0,1,0,0,5,0,0,0,916,0,30,946,1566
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5557,11,375,638,319,97,135,98,104,2148,114,113,11,7,2,4,64,7,5,7,4248,1,138,4387,7630
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5558,5,182,348,127,54,57,50,46,930,38,66,9,1,3,0,32,5,7,6,1961,12,66,2039,3413
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5559,3,95,211,68,43,30,25,52,562,29,46,7,1,1,0,22,2,0,3,1197,1,49,1247,2097
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5560,3,102,202,45,24,25,28,33,531,21,23,6,1,0,0,15,3,0,6,1065,0,12,1077,1716
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5561,3,124,213,86,21,27,24,80,711,22,24,7,1,2,1,18,2,10,4,1377,1,35,1413,2215
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5562,2,184,139,30,12,36,23,44,394,19,71,1,1,0,0,4,3,0,1,962,1,29,992,1322
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5563,2,148,130,17,27,23,15,27,339,21,36,2,0,0,0,5,2,1,0,793,2,28,823,1138
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5564,2,149,145,21,16,24,17,32,383,14,32,4,1,1,0,6,2,0,2,849,1,26,876,1174
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5565,1,22,42,13,5,4,2,4,111,4,9,1,0,0,0,5,0,0,0,222,0,7,229,362
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5566,5,184,288,86,56,45,78,86,924,31,44,5,1,2,1,46,10,1,4,1892,0,68,1960,3224
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5567,3,87,172,67,24,27,38,26,428,18,24,3,0,1,0,11,6,1,3,936,1,50,987,1641
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5626,2,102,120,36,8,25,30,24,324,21,22,4,1,0,0,11,2,1,3,734,1,27,762,1113
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5627,2,82,98,20,10,20,26,25,261,7,28,0,0,0,0,2,1,0,3,583,0,16,599,787
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5628,7,467,528,97,35,112,60,197,1334,53,106,4,0,0,0,11,2,0,3,3009,3,76,3088,4314
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5629,2,78,70,19,9,33,10,27,271,15,35,1,0,0,0,5,1,0,1,575,0,16,591,826
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5630,1,53,61,16,8,12,17,38,220,9,25,0,0,1,0,8,2,0,2,472,0,15,487,695
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5631,2,74,98,48,16,19,20,31,382,20,18,3,0,0,0,11,3,0,1,744,0,15,759,1110
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5632,1,42,99,15,4,18,8,27,205,8,11,0,0,0,0,4,0,0,3,444,0,11,455,723
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5633,2,64,96,32,8,18,22,20,294,10,16,4,0,2,0,8,6,1,1,602,0,20,622,851
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5634,1,49,59,14,3,9,5,11,125,2,9,2,0,0,0,2,0,0,0,290,0,4,294,413
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5635,1,41,50,19,7,11,8,16,116,6,7,0,0,0,0,1,2,1,1,286,1,13,300,454
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5636,2,132,113,39,11,19,19,49,375,17,25,4,0,2,1,6,3,0,1,816,2,21,839,1096
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5637,1,0,56,0,0,14,0,19,0,0,10,126,0,0,0,242,0,0,0,467,1,12,480,586
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5638,2,124,110,25,14,17,17,27,357,14,29,4,0,0,0,11,1,0,1,751,0,23,774,997
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5639,2,83,88,39,10,20,15,24,262,10,20,0,0,0,1,4,1,0,9,586,0,9,595,860
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5640,1,68,66,65,8,13,16,42,153,8,7,4,0,0,1,11,0,1,3,466,0,12,478,605
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5641,1,71,77,28,7,13,12,20,208,2,12,1,0,0,1,6,0,0,2,460,0,12,472,657
,15,MEXICO,11,TULTITLAN DE MARIANO ESCOBEDO,110,TULTITLAN,5642,2,86,114,39,9,23,16,22,322,5,16,0,0,0,1,7,0,0,4,664,0,18,682,956
