id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,Nulos,No Registrados,PAN,PRI,PRD,PT,PVEM,PC,PANAL,PSD,PAN-PSD,PRI-PC,PRD-PT,PRD-PC,PRD-PT-PC,Total
17,5/7/2009,12,Ayuntamientos,17,0,3,C,Contigua,0,28,XOCHITEPEC,607,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,783,14,0,60,104,34,2,8,65,3,,,,4,,,294
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,19,TEPALCINGO,225,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,664,4,0,26,64,10,23,2,2,2,11,,,,0,,144
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,22,TETELA DEL VOLCAN,552,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,699,13,0,8,4,5,147,0,158,3,2,0,,,,,340
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,23,TLALNEPANTLA,507,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,703,8,0,230,124,,,,,,,,,,,,362
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,23,TLALNEPANTLA,422,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,705,6,0,123,173,,,,,,,,,,,,302
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,25,TLAQUILTENANGO,623,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,742,12,0,86,65,90,,61,15,49,,,,,,,378
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,556,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,337,12,0,67,104,32,12,23,4,4,11,,,4,,,273
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,713,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,340,15,0,100,148,41,6,20,14,8,9,,,2,,,363
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,692,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,381,29,0,123,114,27,12,19,11,5,15,,,,,,355
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,679,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,383,14,0,75,133,40,11,20,4,10,18,,,,,,325
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,9,HUITZILAC,637,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,419,23,0,109,121,45,88,22,94,,,,,,,,502
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,10,JANTETELCO,657,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,427,14,0,82,15,0,227,27,0,34,0,,,,0,,399
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,10,JANTETELCO,561,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,428,12,0,83,7,15,205,10,3,19,2,,,,0,,356
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,634,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,433,13,0,42,74,65,3,39,6,11,10,,,,,1,264
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,667,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,435,10,0,50,82,67,5,30,7,24,5,,,,,1,281
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,584,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,437,7,0,50,77,59,6,40,10,15,6,,,,,0,270
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,628,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,439,15,0,62,68,84,8,40,2,13,13,,,,,4,309
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,616,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,441,22,0,86,72,73,10,29,7,12,11,,,,,1,323
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,428,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,442,22,0,63,65,57,4,25,4,4,11,,,,,0,255
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,430,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,447,13,0,58,45,66,12,24,19,8,7,,,,,0,252
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,684,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,449,19,0,65,76,69,8,18,6,6,13,,,,,4,284
17,5/7/2009,12,Ayuntamientos,17,0,5,C,Contigua,0,11,JIUTEPEC,684,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,449,15,0,59,62,89,11,25,7,7,3,,,,,6,284
17,5/7/2009,12,Ayuntamientos,17,0,3,C,Contigua,0,11,JIUTEPEC,708,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,454,9,0,66,62,98,9,24,4,12,12,,,,,0,296
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,572,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,456,15,0,62,65,94,8,24,5,9,9,,,,,2,293
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,572,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,456,14,0,53,60,73,7,15,10,10,5,,,,,1,248
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,572,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,456,16,0,54,48,94,4,24,6,3,2,,,,,1,252
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,578,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,457,10,0,64,49,83,3,19,9,13,5,,,,,5,260
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,572,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,445,9,0,72,62,75,4,35,5,3,8,,,,,3,276
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,572,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,445,10,0,61,55,76,4,22,5,3,15,,,,,1,252
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,535,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,458,16,0,35,64,99,3,20,5,17,8,,,,,0,267
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,518,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,461,14,0,47,56,67,4,24,3,9,4,,,,,0,228
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,681,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,464,23,0,80,78,83,8,26,9,10,13,,,,,1,331
17,5/7/2009,12,Ayuntamientos,17,0,6,G,Geografica,0,11,JIUTEPEC,724,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,465,10,0,80,113,82,6,23,2,15,5,,,,,4,340
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,749,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,468,20,0,103,56,88,5,31,12,12,18,,,,,5,350
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,727,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,469,11,0,67,91,87,12,40,0,3,7,,,,,5,323
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,534,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,458,9,0,39,54,94,5,18,3,11,12,,,,,4,249
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,12,JOJUTLA,701,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,525,17,0,59,73,62,19,9,45,30,6,,,,,,320
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,12,JOJUTLA,559,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,526,21,0,39,85,36,30,10,34,15,5,,,,,,275
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,12,JOJUTLA,639,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,528,11,0,57,62,40,33,9,27,20,8,,,,,,267
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,17,PUENTE DE IXTLA,564,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,585,13,0,19,75,45,16,109,14,9,1,,,,,,301
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,17,PUENTE DE IXTLA,398,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,589,11,0,8,44,73,7,72,27,2,0,,,,,,244
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,531,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,478,12,0,63,58,56,2,25,9,7,10,,,,,3,245
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,599,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,479,11,0,47,72,82,1,21,9,7,15,,,,,6,271
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,12,JOJUTLA,567,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,531,14,0,30,87,32,14,9,31,50,0,,,,,,267
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,12,JOJUTLA,593,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,533,11,0,50,73,24,12,17,47,16,0,,,,,,250
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,17,PUENTE DE IXTLA,742,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,592,16,0,41,119,51,18,119,27,16,3,,,,,,410
17,5/7/2009,12,Ayuntamientos,17,0,3,C,Contigua,0,11,JIUTEPEC,649,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,481,13,0,76,69,77,6,28,10,8,14,,,,,0,301
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,12,JOJUTLA,598,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,535,7,0,68,55,36,18,25,52,24,5,,,,,,290
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,12,JOJUTLA,433,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,536,7,0,67,41,6,18,10,17,15,2,,,,,,183
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,17,PUENTE DE IXTLA,546,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,600,7,0,66,56,42,44,8,5,0,57,,,,,,285
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,17,PUENTE DE IXTLA,547,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,600,9,0,33,50,62,20,5,6,1,74,,,,,,260
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,669,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,486,25,0,62,41,102,10,22,5,12,11,,,,,7,297
17,5/7/2009,12,Ayuntamientos,17,0,5,G,Geografica,0,11,JIUTEPEC,605,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,486,26,0,70,66,73,8,20,7,11,20,,,,,3,304
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,648,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,487,12,0,68,92,81,9,45,6,8,3,,,,,5,329
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,13,JONACATEPEC,409,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,543,9,0,69,83,58,2,5,0,4,42,,,,0,,272
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,13,JONACATEPEC,711,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,546,16,0,80,77,168,1,12,0,0,57,,,,5,,416
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,13,JONACATEPEC,487,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,547,4,0,35,55,180,3,2,1,1,55,,,,0,,336
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,14,MAZATEPEC,623,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,549,9,0,134,146,91,,25,31,6,,,,,,,442
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,17,PUENTE DE IXTLA,564,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,602,9,0,16,106,42,34,34,14,1,7,,,,,,263
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,17,PUENTE DE IXTLA,551,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,606,14,0,25,88,42,2,28,29,16,8,,,,,,252
17,5/7/2009,12,Ayuntamientos,17,0,3,G,Geografica,0,11,JIUTEPEC,570,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,487,11,0,70,77,58,4,19,7,13,11,,,,,0,270
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,669,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,488,11,0,48,90,80,7,32,1,11,5,,,,,2,287
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,14,MAZATEPEC,545,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,551,7,0,155,102,46,,23,28,2,,,,,,,363
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,14,MAZATEPEC,504,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,554,11,0,80,54,37,,37,70,3,,,,,,,292
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,18,TEMIXCO,598,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,611,12,0,55,88,112,5,26,5,8,9,,,,,,320
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,708,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,612,13,0,76,183,40,6,26,8,9,14,,,1,,,376
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,18,TEMIXCO,489,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,613,25,0,86,45,24,3,27,5,4,5,,,,,,224
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,559,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,493,5,0,71,50,82,9,25,9,8,15,,,,,3,277
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,695,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,496,14,0,75,123,92,6,34,3,14,5,,,,,2,368
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,695,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,496,9,0,65,82,102,4,36,1,13,9,,,,,4,325
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,15,MIACATLAN,669,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,559,12,0,76,155,162,,1,2,17,,,,,,,425
17,5/7/2009,12,Ayuntamientos,17,0,1,G,Geografica,0,15,MIACATLAN,128,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,561,3,0,17,28,47,,0,1,0,,,,,,,96
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,15,MIACATLAN,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,562,8,0,44,158,139,,0,0,6,,,,,,,355
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,15,MIACATLAN,469,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,563,5,0,53,121,99,,1,1,14,,,,,,,294
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,18,TEMIXCO,550,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,617,3,0,23,78,60,7,16,90,1,3,,,,,,281
17,5/7/2009,12,Ayuntamientos,17,0,4,C,Contigua,0,18,TEMIXCO,674,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,618,19,0,56,84,82,7,15,23,24,1,,,,,,311
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,631,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,497,10,0,66,83,88,3,26,6,3,5,,,,,4,294
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,738,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,499,0,0,87,104,104,4,23,4,6,5,,,,,1,338
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,701,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,500,28,0,112,75,107,3,25,5,6,12,,,,,1,374
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,16,OCUITUCO,585,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,569,11,0,100,111,82,15,7,20,0,52,,4,,,,402
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,16,OCUITUCO,586,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,569,9,0,120,106,94,23,10,14,1,23,,5,,,,405
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,18,TEMIXCO,718,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,628,14,0,111,103,55,4,19,13,7,5,,,,,,331
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,12,JOJUTLA,711,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,506,15,0,57,72,91,15,34,63,38,8,,,,,,393
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,12,JOJUTLA,389,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,508,9,0,37,32,42,7,12,56,16,5,,,,,,216
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,16,OCUITUCO,548,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,572,9,0,115,55,54,40,4,9,2,119,,3,,,,410
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,16,OCUITUCO,545,ML,Modificada por el Tribunal Local,P,T,Urna tradicional,575,7,0,76,37,23,211,0,13,2,7,,50,,,,426
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,12,JOJUTLA,458,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,512,8,0,29,53,37,6,11,28,37,5,,,,,,214
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,17,PUENTE DE IXTLA,643,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,580,15,0,30,69,7,11,81,45,4,2,,,,,,264
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,17,PUENTE DE IXTLA,585,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,583,7,0,28,68,71,19,130,21,4,0,,,,,,348
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,18,TEMIXCO,538,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,631,9,0,44,83,37,6,5,29,8,1,,,,,,222
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,18,TEMIXCO,538,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,631,13,0,54,100,40,3,6,11,15,2,,,,,,244
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,18,TEMIXCO,564,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,633,11,0,23,89,81,5,8,26,6,4,,,,,,253
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,12,JOJUTLA,588,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,518,10,0,60,74,31,8,34,14,64,4,,,,,,299
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,12,JOJUTLA,644,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,519,12,0,60,72,38,11,29,19,91,0,,,,,,332
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,660,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,253,8,0,77,111,50,13,12,8,2,17,,,3,,,301
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,508,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,254,12,0,49,92,42,20,14,10,1,6,,,1,,,247
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,505,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,304,12,0,67,115,42,14,15,2,4,14,,,56,,,341
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,728,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,346,16,0,69,149,42,11,21,13,8,22,,,,,,351
17,5/7/2009,12,Ayuntamientos,17,0,5,C,Contigua,0,7,CUERNAVACA,728,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,257,23,0,84,145,51,12,30,6,2,16,,,4,,,373
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,427,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,260,9,0,43,105,27,5,15,9,7,16,,,,,,236
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,680,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,308,12,0,82,161,33,7,33,13,4,27,,,,,,372
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,464,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,357,11,0,76,98,21,10,15,2,9,13,,,3,,,258
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,464,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,357,22,0,62,80,26,5,16,3,9,21,,,4,,,248
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,8,EMILIANO ZAPATA,525,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,392,11,0,64,56,113,4,6,26,11,,,,,,,291
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,521,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,271,15,0,56,97,37,6,13,9,7,21,,,1,,,262
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,522,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,315,17,0,41,139,28,8,20,6,5,21,,,2,,,287
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,546,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,318,12,0,56,108,29,1,33,3,9,10,,,,,,261
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,595,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,362,20,0,75,108,29,11,20,11,1,12,,,3,,,290
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,735,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,364,11,0,48,168,42,10,25,14,3,18,,,2,,,341
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,727,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,365,10,0,38,201,31,4,18,8,3,26,,,0,,,339
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,8,EMILIANO ZAPATA,631,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,396,0,0,34,58,154,11,9,41,5,,,,,,,312
17,5/7/2009,12,Ayuntamientos,17,0,3,C,Contigua,0,7,CUERNAVACA,590,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,272,12,0,65,131,17,11,15,32,5,8,,,,,,296
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,7,CUERNAVACA,527,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,274,11,0,55,110,39,9,9,7,5,12,,,2,,,259
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,8,EMILIANO ZAPATA,714,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,401,5,0,91,75,161,3,8,74,4,,,,,,,421
17,5/7/2009,12,Ayuntamientos,17,0,3,C,Contigua,0,8,EMILIANO ZAPATA,707,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,402,13,0,69,82,165,4,2,47,8,,,,,,,390
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,8,EMILIANO ZAPATA,686,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,403,12,0,82,86,110,6,8,44,12,,,,,,,360
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,8,EMILIANO ZAPATA,686,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,403,13,0,72,78,114,8,11,56,11,,,,,,,363
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,700,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,279,23,0,100,135,51,8,27,11,5,23,,,1,,,384
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,467,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,331,19,0,46,95,46,3,11,2,5,11,,,2,,,240
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,609,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,334,11,0,63,123,34,7,19,4,5,20,,,3,,,289
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,7,CUERNAVACA,530,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,373,11,0,43,106,17,2,5,2,1,14,,,1,,,202
