CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,C_COMUN_PRI_PVEM_NVA_ALIANZA,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0505,1,106,127,6,3,0,24,9,19,14,,,1,308,11,320,618
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0506,2,195,243,6,1,3,15,0,27,14,,,0,504,14,540,1024
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0507,3,400,366,14,20,10,74,35,44,30,,,2,993,24,1014,1858
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0508,1,69,81,1,2,1,10,7,8,9,,,1,188,5,194,389
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0509,1,57,137,0,1,0,6,7,9,2,,,1,219,2,222,493
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0510,1,111,130,0,6,8,15,9,15,6,,,0,300,10,310,637
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0511,2,164,186,3,4,5,21,9,18,10,,,1,420,12,433,842
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0512,1,96,141,6,4,0,9,6,9,5,,,3,276,10,289,633
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0513,2,181,260,8,2,4,40,10,21,5,,,0,531,23,558,959
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0514,5,853,,27,,25,164,,108,59,645,,4,1881,62,1947,3642
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0515,7,859,,45,,33,210,,100,51,742,,7,2040,60,2107,4242
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0516,2,132,211,6,4,2,19,4,17,12,,,0,407,14,421,895
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0517,1,108,116,6,2,5,19,2,11,6,,,0,275,17,292,721
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0518,2,115,207,6,4,2,11,8,31,4,,,2,388,13,403,895
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0519,2,149,296,6,4,3,14,7,11,12,,,0,502,20,522,929
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0520,2,139,304,5,7,9,35,29,38,15,,,0,581,13,594,1061
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0521,3,320,376,8,13,7,44,16,40,52,,,1,876,20,897,1649
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0522,1,104,139,4,6,4,24,4,12,3,,,1,300,16,317,700
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0523,1,67,118,6,3,5,12,4,18,7,,,1,240,8,249,550
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0524,1,71,88,0,1,1,12,5,5,7,,,0,190,16,206,406
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0525,1,78,102,5,6,2,14,6,16,3,,,1,232,14,247,536
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0526,2,124,225,5,5,3,22,21,21,11,,,1,437,15,453,767
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0527,2,136,268,1,2,6,25,3,20,20,,,0,481,9,490,1097
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0528,1,67,92,4,3,1,8,2,8,4,,,0,189,11,200,466
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0529,1,76,76,2,3,0,13,1,4,7,,,0,182,0,182,448
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0530,1,64,116,1,5,2,4,4,18,5,,,0,219,1,220,409
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0531,1,87,143,0,2,2,6,8,18,3,,,0,269,5,274,583
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0532,1,95,155,4,4,5,11,8,10,7,,,0,299,11,310,651
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0533,1,87,124,4,3,6,13,8,13,3,,,0,261,9,270,623
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0534,2,145,202,5,8,3,27,11,26,10,,,1,437,13,451,895
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0535,6,776,815,25,20,21,114,74,89,80,,,4,2014,47,2065,3718
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0536,2,180,252,5,11,5,26,50,22,25,,,0,576,15,591,1021
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0537,2,112,218,5,5,2,15,12,15,9,,,2,393,11,406,892
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0538,2,136,140,4,4,4,23,17,17,17,,,0,362,18,380,806
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0539,2,153,212,4,5,1,20,9,20,16,,,0,440,17,457,1048
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0540,2,114,179,5,2,5,24,6,24,8,,,1,367,15,383,917
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0541,2,166,231,2,2,3,26,17,20,14,,,1,481,16,498,975
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0542,3,372,376,15,7,4,50,9,44,20,,,4,897,35,936,920
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0543,5,709,708,16,29,12,146,37,100,48,,,5,1805,44,1855,3373
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0544,2,166,209,6,11,3,38,8,21,12,,,2,474,19,495,1072
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0545,3,359,423,17,18,10,93,31,53,20,,,2,1024,30,1054,2171
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0546,13,1603,1925,62,60,37,347,103,242,120,,,7,4499,122,4654,9366
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0548,2,179,307,4,9,2,36,11,13,18,,,2,579,18,599,1183
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0549,2,140,160,4,1,2,18,20,18,21,,,1,384,12,397,814
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0550,2,134,189,3,3,3,18,20,31,15,,,0,416,20,436,799
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0551,1,138,142,3,3,5,15,5,6,7,,,1,324,10,335,615
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0552,9,1244,1321,47,63,26,191,57,132,91,,,3,3172,98,3282,6440
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0553,2,233,256,4,5,8,41,16,27,21,,,0,611,26,637,1284
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0554,2,132,198,6,2,4,18,15,28,18,,,1,421,18,440,819
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0555,2,149,267,5,1,1,16,7,23,9,,,0,478,8,486,878
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0556,2,127,193,5,4,1,15,15,21,9,,,0,390,16,406,821
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0557,2,156,232,7,11,6,26,16,28,11,,,2,493,16,511,1065
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0558,2,157,232,4,7,1,34,11,17,11,,,2,474,13,489,999
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0559,2,148,181,2,6,0,18,6,14,11,,,0,386,8,394,763
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0560,1,83,132,1,7,6,20,4,10,7,,,0,270,13,283,522
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0561,2,135,159,2,5,2,23,21,22,12,,,0,381,11,392,754
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,14,1657,,76,,49,373,,215,164,1603,,11,4137,132,4280,9938
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0563,1,76,135,9,4,2,30,11,26,14,,,0,307,3,310,583
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0564,2,140,140,3,6,5,18,14,24,11,,,0,361,16,377,766
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0565,2,176,195,8,0,2,28,15,14,8,,,1,446,12,459,978
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0566,2,113,259,3,5,4,18,4,15,7,,,1,428,9,438,769
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0567,2,158,160,9,5,2,28,11,23,11,,,0,407,15,422,801
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0568,2,142,217,2,8,6,19,14,22,17,,,0,447,10,457,856
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0569,2,245,195,8,1,3,17,6,15,19,,,2,509,9,520,766
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0570,1,82,140,4,2,1,15,13,16,12,,,0,285,12,297,645
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0571,1,145,143,2,4,2,3,6,10,12,,,0,327,7,344,617
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0572,2,183,227,8,6,5,35,10,23,9,,,0,506,17,523,1112
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0573,1,101,121,8,6,3,21,3,10,9,,,1,282,5,288,592
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0574,1,56,65,3,2,0,10,2,7,1,,,0,146,9,155,295
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0575,1,128,186,3,5,2,19,6,19,8,,,1,376,9,386,697
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0576,1,82,109,1,6,0,10,7,9,8,,,0,232,9,241,505
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0577,1,110,145,3,3,0,22,8,28,7,,,0,326,12,338,737
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0578,2,150,164,8,7,1,22,22,33,8,,,0,415,12,427,849
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0579,2,165,176,4,6,5,21,12,22,13,,,0,424,11,435,759
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0580,2,226,314,12,14,3,65,26,53,15,,,0,728,27,755,1355
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0581,3,273,349,12,10,8,63,38,77,25,,,4,855,28,890,1647
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0582,1,98,138,5,7,0,15,12,20,6,,,0,301,14,315,590
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0583,1,90,125,3,5,4,16,4,24,5,,,0,276,8,284,623
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0584,1,109,137,5,5,0,9,8,15,13,,,3,301,14,318,643
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0585,1,124,177,6,4,2,16,6,13,5,,,2,353,10,365,693
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0586,1,106,137,3,6,1,12,4,14,4,,,0,287,10,297,566
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0587,1,117,118,2,3,0,13,9,11,10,,,0,283,9,292,624
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0588,2,173,193,4,6,4,19,21,21,11,,,0,452,21,473,984
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0589,2,243,285,11,9,7,40,10,26,11,,,0,642,19,661,1221
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0590,3,432,454,21,18,7,78,23,46,22,,,0,1101,54,1155,2175
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0591,2,140,231,61,7,5,24,9,18,9,,,1,504,15,520,1070
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0592,2,235,226,7,6,3,42,20,45,14,,,0,598,20,618,1207
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0593,1,122,166,3,3,0,23,13,12,5,,,0,347,7,354,738
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0594,2,266,272,8,11,4,29,7,27,17,,,0,641,16,670,1262
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0595,1,59,104,2,4,2,13,4,11,5,,,0,204,4,208,405
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0596,2,203,265,5,4,3,22,21,31,26,,,0,580,15,595,1191
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0597,1,117,149,6,4,3,21,8,15,6,,,0,329,10,339,689
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0598,1,85,148,4,3,4,12,7,9,8,,,0,280,10,290,586
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0599,1,103,130,4,2,0,9,4,13,8,,,0,273,7,280,577
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0600,8,978,1148,46,34,36,197,88,216,80,,,6,2823,91,2915,5454
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0601,2,184,248,23,5,3,17,10,26,11,,,0,527,20,547,1113
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0602,2,192,181,7,6,2,21,14,16,14,,,0,453,11,464,964
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0603,1,128,142,4,5,11,19,10,16,6,,,0,341,10,346,700
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0604,2,205,229,107,8,5,27,6,22,8,,,2,617,22,641,1045
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0605,2,180,236,3,10,4,24,6,29,14,,,2,506,13,521,1045
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0606,2,183,166,9,7,3,22,5,20,10,,,2,425,18,445,876
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0607,2,169,190,3,12,6,26,9,25,9,,,0,449,16,465,976
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0608,2,208,204,10,11,6,34,15,42,9,,,1,539,14,554,1123
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0609,5,635,441,16,16,9,102,21,75,52,,,2,1367,36,1405,3100
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0610,4,483,659,24,28,15,84,42,74,23,,,2,1432,44,1094,2990
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0611,2,153,233,7,6,4,22,2,21,9,,,0,457,10,475,953
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0612,1,156,141,4,5,4,24,5,9,9,,,1,357,22,380,740
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0613,2,258,301,6,8,6,19,25,34,9,,,0,666,25,691,1255
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0614,2,142,208,9,6,0,21,9,27,9,,,0,431,16,447,913
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0615,2,145,195,12,13,2,17,8,15,7,,,0,414,19,432,865
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0616,4,536,600,27,21,12,81,44,82,28,,,2,1431,45,1478,2757
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0617,2,212,317,11,6,6,29,11,42,18,,,4,652,16,672,1302
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0618,4,512,607,14,19,14,58,41,73,22,,,6,1360,55,1430,2802
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0619,3,306,359,14,16,8,38,42,56,26,,,4,865,23,892,1598
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0620,10,1203,1516,85,43,32,203,73,143,78,,,5,3376,93,3474,7200
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0621,2,212,245,10,8,4,27,9,24,9,,,0,548,28,576,1134
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0622,2,123,188,5,6,4,21,9,16,15,,,1,387,14,402,800
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0623,2,222,292,15,8,5,24,10,37,12,,,3,625,19,646,1209
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0624,2,189,244,12,10,12,24,11,15,13,,,3,530,26,559,1192
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0625,3,363,396,18,22,10,71,28,57,23,,,0,988,31,1019,1941
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0626,4,336,593,20,15,9,83,22,82,28,,,0,1188,38,1228,2461
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0627,22,2387,2739,123,141,62,618,155,404,206,,,19,6835,159,7015,14619
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0628,4,461,585,21,20,14,97,50,82,29,,,2,1359,41,1402,2633
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0629,3,402,497,10,15,9,51,33,52,24,,,1,1093,27,1120,1959
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0630,3,294,460,9,18,7,49,23,46,18,,,2,924,29,955,1699
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0631,2,195,230,5,9,2,29,9,17,14,,,1,510,22,533,1035
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0632,2,158,215,13,7,4,27,12,16,13,,,1,465,19,485,938
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0633,2,177,335,5,8,3,25,6,27,8,,,0,594,24,618,1124
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0634,6,789,765,34,34,34,101,40,104,46,,,1,1947,44,1992,4076
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0635,3,308,429,20,11,7,37,16,41,12,,,0,881,27,908,1787
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0636,2,151,247,6,10,18,33,4,27,7,,,0,503,22,525,1032
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0637,2,214,265,11,6,5,29,10,23,19,,,1,582,26,615,1173
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0638,2,179,303,9,18,10,17,20,25,25,,,0,606,26,632,1153
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0639,9,1245,1318,48,40,36,144,42,115,65,,,9,3053,112,3084,6700
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0640,7,712,902,35,36,19,127,42,100,47,,,0,2020,56,2079,4120
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0641,2,199,305,15,9,8,53,16,31,8,,,1,644,29,674,1285
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0642,2,192,266,6,6,3,29,13,33,4,,,0,552,28,580,1072
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0643,2,194,258,3,6,4,14,4,33,7,,,0,523,29,562,1012
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0644,3,260,307,9,8,6,29,18,29,23,,,3,689,21,713,1542
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0645,16,1713,2382,78,80,40,310,126,207,117,,,11,5053,529,5583,11703
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0646,2,244,252,10,15,7,26,9,19,13,,,0,595,34,629,1242
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0647,16,1900,2266,96,106,48,250,69,197,139,,,19,5071,161,5284,11351
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0648,1,105,152,6,5,0,16,11,16,5,,,0,316,13,329,674
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0649,2,232,266,5,15,14,31,9,26,11,,,0,609,21,630,1312
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0650,2,231,271,8,5,4,33,10,30,16,,,10,608,15,633,1239
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0651,13,1693,1554,73,52,43,250,121,202,114,,,6,4102,110,4229,9122
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0652,2,210,208,4,11,5,33,11,14,12,,,2,508,17,527,1081
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0653,8,991,1183,36,90,32,145,41,130,59,,,0,2707,107,2808,5964
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0654,7,891,997,29,35,19,215,51,104,59,,,3,2400,62,2466,4869
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0655,2,161,204,9,6,7,28,17,26,18,,,0,476,18,495,936
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0656,2,153,216,7,7,4,21,8,26,15,,,0,457,20,477,860
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0657,6,797,913,29,28,23,130,42,93,56,,,2,2111,70,2183,4430
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0658,2,123,260,4,9,4,28,9,26,3,,,0,466,22,488,916
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0659,2,148,352,11,7,4,38,7,39,9,,,1,615,23,639,1146
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0660,2,172,231,10,12,6,38,8,25,15,,,0,517,21,538,1007
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0661,2,169,183,10,8,3,29,6,38,5,,,2,451,22,475,951
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0662,3,399,442,15,10,8,51,27,56,19,,,1,1027,33,1061,2126
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0663,3,396,373,11,16,14,48,17,30,14,,,2,919,35,956,1917
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0664,2,223,236,5,9,14,29,15,25,9,,,0,565,16,577,1223
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0665,5,736,641,37,25,21,105,29,68,65,,,1,1727,56,1784,3638
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0666,3,226,360,8,15,11,51,30,59,20,,,2,780,23,805,1553
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0667,2,181,304,5,9,4,31,10,33,10,,,0,587,21,628,1146
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0668,3,304,351,19,17,14,47,20,40,16,,,2,828,40,870,1779
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0669,13,1571,1621,61,59,42,291,112,201,117,,,4,4075,118,4197,9278
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0670,5,560,756,27,31,13,117,31,61,42,,,3,1638,67,1699,3409
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0671,4,372,476,21,21,8,76,20,45,18,,,3,1057,33,1093,1981
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0672,11,1205,1631,61,49,34,263,90,201,111,,,9,3645,93,3730,7535
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0673,3,327,414,15,11,4,42,10,47,33,,,0,903,31,938,1888
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0674,2,142,225,11,5,3,22,9,15,9,,,0,441,19,460,982
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0675,6,702,888,18,31,15,110,33,84,50,,,6,1931,78,2015,4153
2,28,TAMAULIPAS,11,MATAMOROS,22,MATAMOROS,0676,9,1146,1379,30,27,31,106,115,116,38,,,2,2988,110,3033,6127
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0677,4,499,,19,,22,50,,32,24,570,,2,1216,44,1262,2432
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0678,2,225,,7,,6,24,,21,9,264,,0,556,18,574,1149
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0679,2,143,,8,,3,6,,7,4,166,,9,337,12,358,779
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0680,2,181,,1,,0,20,,10,7,205,,0,424,21,445,842
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0681,1,152,,1,,5,6,,7,5,167,,0,343,17,360,662
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0682,2,329,,8,,7,17,,7,13,279,,1,660,17,678,1300
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0683,2,253,,7,,5,14,,8,13,314,,29,614,31,674,1177
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0684,2,235,,5,,4,9,,5,1,283,,44,542,40,626,1163
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0685,2,253,,9,,8,13,,16,17,304,,50,620,33,703,1289
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0686,3,338,,2,,3,11,,11,2,245,,10,612,27,649,1146
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0687,2,210,,4,,10,18,,22,14,375,,44,653,46,743,1325
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0688,2,102,,6,,3,15,,21,6,268,,46,421,41,508,857
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0689,2,180,,4,,5,19,,17,3,201,,44,429,18,491,825
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0690,2,376,,8,,3,21,,8,6,308,,0,730,22,553,996
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0691,2,227,,11,,7,24,,14,12,197,,1,492,17,510,878
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0692,2,158,275,27,2,5,11,1,16,4,,,0,499,25,564,849
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0693,3,227,223,12,7,6,16,1,7,4,,,0,503,12,515,1083
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0694,7,732,722,61,20,13,92,24,76,35,,,1,1775,63,1817,4702
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0695,2,237,,2,,6,21,,13,8,236,,0,523,15,538,974
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0696,1,155,,2,,3,7,,2,3,162,,2,334,6,342,601
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0697,2,279,,4,,6,14,,4,3,222,,0,532,24,556,982
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0698,2,384,,9,,3,27,,16,13,375,,0,827,25,852,1431
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0699,8,822,,45,,23,154,,109,65,881,,4,2099,91,2194,5120
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0701,2,73,,3,,1,5,,6,5,180,,0,273,9,282,661
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0702,1,143,,2,,7,3,,5,8,119,,0,287,9,296,500
