MUNICIPIO,SECION,CASILLA,PAN,PRI,PRD,PFCRN,PT,PVEM,VALIDA,No Registrados,Nulos,Total
TAMAZULA,1297,B,39,28,0,0,0,0,67,0,5,72
TAMAZULA,1298,B,52,103,0,0,0,0,155,0,0,155
TAMAZULA,1299,B,24,118,0,1,1,3,147,0,6,153
TAMAZULA,1300,B,74,161,0,0,0,0,235,0,15,250
TAMAZULA,1301,B,0,90,0,0,0,0,90,0,0,90
TAMAZULA,1302,B,11,11,0,0,0,0,22,0,1,23
TAMAZULA,1304,B,11,29,0,0,0,0,40,0,2,42
TAMAZULA,1305,B,1,31,0,0,0,0,32,0,0,32
,,,,,,,,,,,,
TEPEHUANES,1306,B,127,152,0,0,24,1,304,0,6,310
TEPEHUANES,1307,B,75,130,2,1,30,1,239,0,8,247
TEPEHUANES,1308,B,126,86,0,0,10,0,222,0,5,227
TEPEHUANES,1309,B,247,177,1,0,13,0,438,0,13,451
TEPEHUANES,1310,B,201,114,1,0,8,1,325,0,0,325
TEPEHUANES,1311,B,57,108,0,0,41,0,206,0,0,206
TEPEHUANES,1312,X,99,94,1,0,29,0,223,0,7,230
TEPEHUANES,1313,B,29,59,0,0,4,0,92,0,8,100
TEPEHUANES,1314,B,10,24,0,0,42,0,76,0,2,78
TEPEHUANES,1315,X,32,83,0,0,1,0,116,0,5,121
TEPEHUANES,1316,B,20,14,1,0,3,0,38,0,0,38
TEPEHUANES,1317,B,59,26,0,0,1,0,86,0,1,87
TEPEHUANES,1318,X,88,61,1,0,12,1,163,0,2,165
TEPEHUANES,1319,B,86,40,0,0,3,0,129,0,4,133
TEPEHUANES,1320,B,23,40,1,0,1,1,66,0,7,73
TEPEHUANES,1321,B,82,68,0,1,16,1,168,0,2,170
TEPEHUANES,1322,B,35,73,1,0,5,0,114,0,9,123
TEPEHUANES,1323,B,16,80,2,0,1,1,100,0,7,107
TEPEHUANES,1324,B,81,85,0,0,4,0,170,0,9,179
TEPEHUANES,1325,B,84,77,2,0,5,0,168,0,6,174
TEPEHUANES,1326,B,90,173,1,0,5,0,269,0,4,273
TEPEHUANES,1327,B,40,29,0,0,1,0,70,0,1,71
TEPEHUANES,1328,B,28,62,1,1,2,0,94,0,2,96
TEPEHUANES,1329,B,94,46,4,0,2,0,146,0,3,149
TEPEHUANES,1330,X,84,180,1,0,10,1,276,1,3,280
TEPEHUANES,1331,B,19,47,0,0,3,1,70,0,3,73
TEPEHUANES,1332,B,26,15,0,0,5,0,46,0,5,51
,,,,,,,,,,,,
TLAHUALILO,1333,C,107,283,236,0,0,2,628,1,7,636
TLAHUALILO,1334,B,75,190,188,1,0,2,456,0,5,461
TLAHUALILO,1335,C,88,204,218,0,0,0,510,0,136,646
TLAHUALILO,1336,B,27,125,174,0,2,0,328,0,4,332
TLAHUALILO,1337,B,27,184,185,2,0,0,398,0,4,402
TLAHUALILO,1338,B,37,184,208,0,0,0,429,0,3,432
TLAHUALILO,1339,B,30,219,219,0,0,0,468,0,2,470
TLAHUALILO,1340,B,19,150,160,0,0,0,329,0,7,336
TLAHUALILO,1341,B,18,140,167,0,1,0,326,0,3,329
TLAHUALILO,1342,B,8,46,29,0,0,1,84,0,0,84
TLAHUALILO,1343,X,3,50,35,0,0,0,88,0,0,88
TLAHUALILO,1344,B,2,59,227,0,0,0,288,0,2,290
TLAHUALILO,1345,B,2,60,21,0,0,0,83,0,8,91
TLAHUALILO,1346,B,6,174,63,0,0,1,244,0,3,247
TLAHUALILO,1347,X,30,276,259,0,2,2,569,0,5,574
TLAHUALILO,1348,B,3,37,34,0,0,1,75,0,5,80
TLAHUALILO,1349,B,59,72,69,0,0,1,201,1,1,203
TLAHUALILO,1350,B,2,73,6,1,1,0,83,0,1,84
TLAHUALILO,1351,B,1,5,30,1,0,0,37,0,0,37
TLAHUALILO,1352,B,103,75,68,0,1,5,252,7,7,266
TLAHUALILO,1353,C,77,228,123,1,3,5,437,70,0,507
TLAHUALILO,1354,C,17,268,127,3,1,0,416,0,7,423
TLAHUALILO,1355,B,4,36,38,1,2,15,96,21,6,123
TLAHUALILO,1356,B,80,27,15,0,0,0,122,10,13,145
TLAHUALILO,1357,B,71,160,118,1,2,3,355,36,6,397
TLAHUALILO,1358,B,139,153,97,0,1,1,391,39,13,443
TLAHUALILO,1359,B,6,179,130,1,0,1,317,37,9,363
,,,,,,,,,,,,
TOPIA,1360,B,108,164,2,0,0,2,276,,12,288
TOPIA,1361,B,87,82,3,0,0,1,173,0,5,178
TOPIA,1362,B,92,143,1,1,0,1,238,1,7,246
TOPIA,1363,B,12,27,1,1,0,0,41,0,0,41
TOPIA,1364,B,14,14,0,0,0,0,28,0,0,28
TOPIA,1365,B,47,111,0,0,3,0,161,0,6,167
TOPIA,1366,B,11,10,0,0,0,1,22,0,3,25
TOPIA,1367,B,9,42,0,0,0,1,52,0,2,54
TOPIA,1368,B,5,19,0,1,0,1,26,0,7,33
TOPIA,1369,B,73,125,2,2,0,0,202,0,5,207
TOPIA,1370,B,99,17,0,1,1,0,118,0,2,120
TOPIA,1371,B,39,35,9,0,0,1,84,0,6,90
TOPIA,1372,B,50,79,7,0,2,0,138,0,5,143
TOPIA,1373,B,120,109,2,0,4,1,236,0,8,244
,,,,,,,,,,,,
VICENTE GUERRERO,1374,B,171,181,21,0,51,0,424,0,8,432
VICENTE GUERRERO,1375,C,232,237,5,0,43,0,517,0,6,523
VICENTE GUERRERO,1376,B,240,136,14,0,23,0,413,0,5,418
VICENTE GUERRERO,1377,C,479,154,5,0,36,0,674,0,15,689
VICENTE GUERRERO,1378,B,257,154,11,0,42,0,464,0,11,475
VICENTE GUERRERO,1379,B,280,142,3,0,15,0,440,0,4,444
VICENTE GUERRERO,1380,C,426,120,3,0,44,0,593,0,16,609
VICENTE GUERRERO,1381,B,178,121,11,0,53,0,363,0,2,365
VICENTE GUERRERO,1382,B,188,122,4,1,31,1,347,0,9,356
VICENTE GUERRERO,1383,C,386,170,10,0,40,0,606,0,18,624
VICENTE GUERRERO,1384,B,185,144,4,0,47,1,381,0,3,384
VICENTE GUERRERO,1385,B,91,147,10,0,76,0,324,0,17,341
VICENTE GUERRERO,1386,B,68,116,3,0,53,0,240,0,25,265
VICENTE GUERRERO,1387,C,127,249,19,1,137,2,535,0,10,545
VICENTE GUERRERO,1388,B,29,44,0,0,14,1,88,0,5,93
VICENTE GUERRERO,1389,B,50,110,1,0,41,0,202,0,7,209
VICENTE GUERRERO,1390,B,60,92,15,0,60,0,227,0,3,230
