Distrito,Municipio,Sección,Tipo de casilla,ListaNominal,PAN-PRS,PRI-PVEM,PRD-PT,PC,PANAL,NOREGISTRADOS,NULOS,ANULADA POR TRIBUNALES
7,Los Cabos,298,E1,38,0,2,18,0,1,0,0,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,298,B,710,87,105,129,3,30,3,6,
7,Los Cabos,298,C1,710,95,100,109,9,30,0,5,
7,Los Cabos,298,C2,710,79,100,123,1,29,3,12,
7,Los Cabos,298,C3,710,110,84,115,11,22,0,11,
7,Los Cabos,298,C4,710,105,95,99,9,22,0,4,
7,Los Cabos,298,C7,711,116,94,103,5,20,2,9,
7,Los Cabos,298,C8,711,112,100,105,7,28,0,13,
7,Los Cabos,298,C10,711,102,96,91,2,17,0,16,
7,Los Cabos,298,C12,711,123,94,110,4,21,0,11,
7,Los Cabos,299,B,525,55,69,150,0,31,0,5,
7,Los Cabos,299,C1,526,52,58,122,14,39,0,10,
7,Los Cabos,300,B,742,81,108,193,6,36,0,9,
7,Los Cabos,300,C1,742,77,112,174,6,33,0,6,
7,Los Cabos,300,C2,742,87,109,136,6,38,2,9,
7,Los Cabos,300,C3,743,106,104,126,8,42,0,6,
7,Los Cabos,300,C4,743,88,103,158,4,34,0,4,
7,Los Cabos,302,B,607,47,101,134,2,17,0,4,
7,Los Cabos,303,B,475,99,26,72,1,116,2,9,
7,Los Cabos,303,S,,20,17,17,0,22,0,3,
7,Los Cabos,304,B,737,167,50,124,1,168,0,16,
7,Los Cabos,304,C1,737,167,36,158,0,126,1,14,
7,Los Cabos,304,E1,150,15,7,21,1,66,0,7,
7,Los Cabos,305,B,526,62,44,128,4,156,2,15,
7,Los Cabos,305,E1,237,23,31,72,0,46,1,10,
7,Los Cabos,306,B,677,42,66,125,2,287,0,27,
7,Los Cabos,306,C1,677,43,78,138,1,209,0,36,
7,Los Cabos,306,E1,38,1,0,8,0,16,1,5,
7,Los Cabos,307,B,218,31,24,38,0,57,1,9,
7,Los Cabos,307,E1,86,3,2,11,0,50,0,2,
7,Los Cabos,308,B,704,34,100,224,3,173,7,39,
7,Los Cabos,308,C1,705,45,94,200,1,164,12,32,
7,Los Cabos,308,E1,249,30,21,62,2,89,0,9,
7,Los Cabos,309,B,354,8,8,164,1,95,0,17,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,309,E1,168,6,18,49,2,41,0,18,
7,Los Cabos,310,B,527,33,76,235,3,30,0,11,
7,Los Cabos,310,C1,528,46,60,140,3,44,0,5,
7,Los Cabos,310,C2,528,47,57,167,2,33,0,5,
7,Los Cabos,311,B,456,10,141,160,0,22,0,7,
7,Los Cabos,311,E1,150,9,18,58,0,14,1,2,
7,Los Cabos,312,B,702,63,104,200,5,35,1,7,
7,Los Cabos,312,C1,702,51,100,192,4,36,2,13,
7,Los Cabos,312,C2,702,58,102,186,7,34,2,7,
7,Los Cabos,312,C3,702,77,81,157,2,26,2,7,
7,Los Cabos,312,C4,703,68,91,187,1,32,0,4,
7,Los Cabos,312,C5,703,60,90,176,9,30,0,0,
7,Los Cabos,312,C6,703,75,86,170,2,24,1,8,
7,Los Cabos,312,E1,518,44,91,124,1,28,2,5,
7,Los Cabos,312,E1 C1,519,39,92,122,6,30,0,4,
7,Los Cabos,312,E1 C2,519,49,70,141,4,16,0,6,
7,Los Cabos,313,B,662,64,133,199,5,16,0,25,
7,Los Cabos,313,C1,662,72,126,177,4,4,0,10,
7,Los Cabos,314,B,730,71,125,188,1,25,0,7,
7,Los Cabos,314,C1,730,62,137,160,4,30,0,11,
7,Los Cabos,314,C2,730,67,133,150,3,30,0,12,
7,Los Cabos,314,C3,730,70,131,169,2,36,0,8,
7,Los Cabos,314,C4,730,67,113,160,4,23,0,7,
7,Los Cabos,315,B,461,22,139,121,0,34,0,10,
7,Los Cabos,412,B,458,47,120,52,1,15,0,9,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,413,B,265,23,65,38,0,8,0,3,
7,Los Cabos,414,B,657,73,126,93,3,15,3,9,
7,Los Cabos,415,B,647,50,101,100,1,17,0,0,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,416,B,385,41,76,58,2,20,0,10,
7,Los Cabos,416,C1,386,33,85,66,1,12,0,7,
7,Los Cabos,417,B,381,41,63,66,1,16,0,3,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,417,C1,381,25,65,65,1,16,0,7,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,418,B,747,67,123,171,3,29,0,15,
7,Los Cabos,419,B,730,80,154,136,0,26,0,0,
7,Los Cabos,420,B,402,44,77,65,0,10,0,5,
7,Los Cabos,420,C1,402,50,59,58,3,16,0,8,
7,Los Cabos,421,B,576,60,126,86,4,17,0,5,
7,Los Cabos,422,B,689,63,175,83,5,23,0,13,
7,Los Cabos,423,B,386,30,75,54,2,11,0,1,
7,Los Cabos,423,C1,387,30,80,66,0,16,1,10,
7,Los Cabos,424,B,385,32,83,58,2,7,0,7,
7,Los Cabos,424,C1,386,25,94,67,0,8,0,13,
7,Los Cabos,425,B,647,57,143,100,0,18,0,1,
7,Los Cabos,426,B,459,59,63,70,7,15,0,3,
7,Los Cabos,427,B,408,39,111,39,1,14,0,7,
7,Los Cabos,428,B,692,66,106,97,4,20,0,7,
7,Los Cabos,429,B,434,36,90,55,2,14,0,2,
7,Los Cabos,429,C1,434,45,82,74,1,14,0,7,
7,Los Cabos,430,C1,424,45,68,68,0,22,0,3,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,430,B,424,27,79,100,2,16,1,5,
7,Los Cabos,431,B,435,35,65,100,2,23,0,5,
7,Los Cabos,431,C1,436,49,45,110,2,17,0,3,
7,Los Cabos,432,B,433,60,72,89,3,10,0,9,
7,Los Cabos,432,C1,433,77,55,63,1,18,0,3,
7,Los Cabos,433,B,711,84,122,94,2,29,0,11,
7,Los Cabos,434,B,395,61,41,92,1,20,0,3,
7,Los Cabos,434,C1,395,48,54,82,0,16,0,5,
7,Los Cabos,435,B,682,64,148,78,2,24,0,15,
7,Los Cabos,436,B,368,49,73,48,5,22,0,4,
7,Los Cabos,437,B,309,36,51,35,1,19,2,6,
7,Los Cabos,438,B,353,42,62,49,5,23,0,6,
7,Los Cabos,439,B,350,39,77,59,3,8,0,3,
8,Los Cabos,328,B,701,88,64,102,9,61,0,15,
8,Los Cabos,328,C1,701,94,71,84,5,51,0,11,
8,Los Cabos,328,C2,702,96,85,85,11,45,0,3,
8,Los Cabos,329,B,640,89,48,98,13,26,0,7,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,329,C1,641,100,73,69,6,29,0,8,
8,Los Cabos,331,B,587,98,43,93,21,56,0,3,
8,Los Cabos,331,C1,587,98,61,72,17,49,0,12,
8,Los Cabos,331,C2,588,111,60,68,15,48,0,4,
8,Los Cabos,331,C3,588,115,56,75,12,48,0,5,
8,Los Cabos,332,B,695,107,67,67,26,21,0,8,
8,Los Cabos,332,C1,695,128,61,91,15,34,0,2,
8,Los Cabos,332,C2,695,122,70,63,10,46,1,8,
8,Los Cabos,332,C3,695,123,70,73,16,37,0,5,
8,Los Cabos,332,C4,696,133,66,64,10,38,0,6,
8,Los Cabos,332,C5,696,128,78,77,8,25,3,6,
8,Los Cabos,332,C6,696,127,72,66,15,36,0,11,
8,Los Cabos,332,C7,696,135,72,59,12,34,0,4,
8,Los Cabos,332,C8,696,157,54,76,12,31,0,8,
8,Los Cabos,333,B,624,87,58,85,10,35,0,5,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,333,C2,624,101,69,68,14,29,0,15,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,333,C1,624,96,62,81,8,28,1,4,
8,Los Cabos,333,C3,625,105,61,89,10,23,1,10,
8,Los Cabos,333,C4,625,92,55,95,13,36,0,8,
8,Los Cabos,334,B,218,25,39,48,1,8,0,2,
8,Los Cabos,334,E1,61,8,5,11,0,2,0,3,
8,Los Cabos,335,B,497,107,57,65,13,22,4,2,
8,Los Cabos,336,B,376,81,40,42,5,17,0,1,
8,Los Cabos,351,B,557,88,64,105,16,45,0,4,
8,Los Cabos,352,B,536,96,59,62,15,29,0,5,
8,Los Cabos,352,C1,537,93,50,55,10,42,2,6,
8,Los Cabos,353,B,508,119,67,78,2,36,0,7,
8,Los Cabos,353,C1,508,112,55,83,1,23,0,7,
8,Los Cabos,353,E1,141,21,16,23,2,19,1,2,
8,Los Cabos,354,B,342,63,47,42,2,17,0,3,
8,Los Cabos,355,B,546,98,67,66,5,27,2,5,
8,Los Cabos,356,B,637,85,72,80,2,24,0,10,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,356,C1,638,125,75,69,8,28,0,16,
8,Los Cabos,357,B,342,53,60,37,4,17,0,6,
8,Los Cabos,358,C1,569,88,87,59,7,25,0,0,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,358,B,568,89,71,48,9,28,0,7,
8,Los Cabos,359,B,616,109,84,82,9,28,2,0,
8,Los Cabos,359,C1,617,11,84,80,9,28,0,7,
8,Los Cabos,360,B,365,49,66,51,1,17,2,6,
8,Los Cabos,361,B,695,104,96,72,14,33,1,7,
8,Los Cabos,362,B,526,69,80,84,4,13,0,9,
8,Los Cabos,362,C1,527,77,99,62,7,24,1,5,
8,Los Cabos,363,B,705,122,123,69,6,27,0,16,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,363,C1,706,113,122,105,2,18,0,14,
8,Los Cabos,364,B,306,41,68,45,2,13,0,6,
8,Los Cabos,365,B,482,69,63,60,6,25,0,7,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,365,C1,483,80,79,69,5,18,0,0,
8,Los Cabos,366,B,485,70,58,66,5,26,0,6,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,366,C1,486,78,67,62,7,21,0,9,
8,Los Cabos,367,B,657,98,64,70,5,42,0,13,
8,Los Cabos,368,B,452,70,84,47,1,18,4,6,
8,Los Cabos,369,B,445,52,84,39,2,11,0,11,
8,Los Cabos,370,C1,402,62,64,46,4,20,0,0,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,370,B,402,57,71,45,2,12,0,7,
8,Los Cabos,371,B,536,70,96,59,4,14,2,12,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,372,B,523,77,72,49,3,19,0,2,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,372,C1,524,74,76,56,9,20,0,10,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,373,C1,593,112,79,43,5,31,5,7,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,373,B,593,111,60,49,6,34,0,6,
8,Los Cabos,374,B,526,82,73,78,0,34,0,11,
8,Los Cabos,374,C1,526,97,62,50,3,23,0,12,
8,Los Cabos,375,B,736,98,115,72,3,22,0,8,
8,Los Cabos,375,C1,736,129,111,76,5,20,0,12,
8,Los Cabos,376,B,434,64,50,54,6,23,0,3,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,376,C1,435,60,65,53,1,14,0,7,
8,Los Cabos,377,B,499,69,67,55,1,13,0,11,
8,Los Cabos,378,B,383,56,69,31,6,11,0,1,
8,Los Cabos,378,C1,383,60,49,30,2,23,0,4,
8,Los Cabos,379,B,342,49,37,35,0,15,0,9,
8,Los Cabos,380,B,451,105,56,27,7,18,1,2,
8,Los Cabos,381,B,377,67,55,31,2,12,0,6,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,381,C1,377,63,64,34,1,18,0,4,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,382,B,452,69,72,37,3,30,0,5,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,382,C1,452,71,54,30,5,21,0,7,
8,Los Cabos,383,B,617,98,78,64,1,33,0,6,
8,Los Cabos,383,C1,617,88,68,58,4,15,0,10,
8,Los Cabos,384,B,456,80,59,31,2,25,0,5,
8,Los Cabos,384,C1,456,61,68,45,4,13,1,2,
8,Los Cabos,385,B,255,40,30,35,1,4,0,2,
8,Los Cabos,386,B,483,80,54,37,4,20,0,7,
8,Los Cabos,387,B,445,85,42,42,4,14,0,8,
8,Los Cabos,387,C1,445,69,36,30,4,18,0,5,
8,Los Cabos,388,B,229,43,23,35,4,24,0,3,
8,Los Cabos,389,B,404,56,52,33,4,10,1,5,
8,Los Cabos,389,C1,404,57,45,36,4,12,0,6,
8,Los Cabos,390,C1,464,62,65,38,7,20,0,8,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,390,B,463,62,44,47,5,14,0,8,
8,Los Cabos,391,B,558,85,66,43,6,24,0,4,
8,Los Cabos,392,B,498,95,67,44,3,25,0,9,
8,Los Cabos,393,B,573,100,49,67,2,20,0,11,
8,Los Cabos,394,B,402,45,46,35,7,20,0,2,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,394,C1,402,55,44,35,1,15,0,6,
8,Los Cabos,395,B,564,90,66,59,24,43,0,9,
8,Los Cabos,395,C1,564,96,59,66,10,32,1,4,
8,Los Cabos,396,B,637,130,56,54,26,24,0,5,
8,Los Cabos,397,B,578,98,61,58,15,42,0,4,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,397,C1,578,105,54,42,7,40,0,4,
8,Los Cabos,398,B,532,87,43,45,15,17,0,9,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,398,C1,532,113,51,53,13,27,0,7,
8,Los Cabos,399,B,725,132,73,64,12,37,0,5,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,400,B,383,58,38,54,2,21,0,4,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,400,C1,384,63,21,48,10,29,0,5,
8,Los Cabos,401,B,284,55,36,47,4,8,0,1,
8,Los Cabos,402,B,406,85,36,43,8,27,3,4,
8,Los Cabos,402,C1,407,63,50,60,10,36,0,4,
8,Los Cabos,403,B,395,61,28,52,7,14,0,3,
8,Los Cabos,404,B,478,72,67,52,4,17,1,8,
8,Los Cabos,404,C1,478,74,73,36,10,17,0,10,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,405,B,559,67,78,54,2,16,0,6,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,405,C1,560,83,61,73,6,41,0,9,
8,Los Cabos,406,B,441,60,59,41,1,14,0,0,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,406,C1,442,57,64,51,2,29,1,6,
8,Los Cabos,407,B,500,83,57,57,7,25,0,0,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
8,Los Cabos,407,C1,500,60,54,56,5,17,0,11,
8,Los Cabos,408,B,578,73,80,66,6,23,0,9,
8,Los Cabos,409,B,512,78,58,65,9,19,0,2,
8,Los Cabos,410,B,466,66,64,45,6,22,0,13,
8,Los Cabos,410,C1,467,75,45,56,8,15,0,11,
8,Los Cabos,411,B,426,97,51,43,18,33,0,3,
8,Los Cabos,411,C1,426,88,43,44,7,27,0,4,
8,Los Cabos,411,E1,310,73,42,29,8,28,1,1,
16,Los Cabos,290,B,667,144,78,83,1,14,1,4,
16,Los Cabos,290,C1,668,126,74,74,7,14,1,5,
16,Los Cabos,291,B,686,39,139,212,4,44,0,7,
16,Los Cabos,291,C1,686,68,98,167,3,38,0,10,
16,Los Cabos,291,C2,687,64,126,170,3,31,0,8,
16,Los Cabos,291,S,,31,44,58,2,13,0,5,
16,Los Cabos,292,B,412,48,58,123,6,22,0,3,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,292,C1,412,33,57,102,2,17,1,5,
16,Los Cabos,293,B,593,58,130,124,2,47,1,4,
16,Los Cabos,293,C1,594,58,94,117,2,30,0,3,
16,Los Cabos,294,B,689,125,74,159,8,44,2,9,
16,Los Cabos,294,C1,690,127,82,159,8,39,0,5,
16,Los Cabos,295,C1,627,79,81,155,4,36,0,10,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,295,C3,627,106,78,117,3,20,0,11,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,295,B,626,86,75,161,7,22,0,12,
16,Los Cabos,295,C2,627,79,74,118,1,28,0,18,
16,Los Cabos,296,B,604,76,87,187,5,42,0,15,
16,Los Cabos,296,C1,605,62,82,173,8,27,2,3,
16,Los Cabos,296,C2,605,61,74,165,11,38,0,2,
16,Los Cabos,297,C1,534,57,58,142,4,14,0,10,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,297,B,534,62,70,162,2,25,0,4,
16,Los Cabos,316,B,687,143,67,53,17,24,1,1,
16,Los Cabos,316,C1,688,127,68,43,9,36,0,2,
16,Los Cabos,316,C2,688,123,75,41,21,41,1,5,
16,Los Cabos,316,C3,688,124,61,40,14,37,0,5,
16,Los Cabos,317,B,575,66,59,63,24,13,0,3,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,317,C1,575,53,55,49,13,26,4,5,
16,Los Cabos,317,C2,576,57,57,60,10,19,0,5,
16,Los Cabos,317,C3,576,75,50,67,9,27,0,4,
16,Los Cabos,318,B,680,91,57,93,19,66,0,14,
16,Los Cabos,318,C1,681,70,66,71,21,72,1,6,
16,Los Cabos,318,S,,28,23,25,3,12,0,7,
16,Los Cabos,319,B,561,71,58,62,26,73,1,14,
16,Los Cabos,320,B,673,112,56,85,10,45,0,4,
16,Los Cabos,320,C1,674,89,68,93,9,44,0,15,
16,Los Cabos,320,C2,674,117,57,61,9,40,0,13,
16,Los Cabos,321,B,558,80,46,78,1,18,0,6,
16,Los Cabos,321,C1,559,65,45,75,7,14,2,8,
16,Los Cabos,321,C2,559,86,48,60,10,15,2,0,
16,Los Cabos,322,C1,537,61,58,67,9,36,0,9,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,322,C2,537,65,57,69,9,35,0,9,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,322,B,536,59,70,86,7,33,0,5,
16,Los Cabos,323,B,518,72,32,65,10,46,0,0,
16,Los Cabos,323,C1,518,86,41,54,10,44,2,7,
16,Los Cabos,323,C2,518,72,66,54,19,44,0,8,
16,Los Cabos,324,B,586,65,43,64,11,37,1,8,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,324,C1,587,76,60,50,8,25,0,6,
16,Los Cabos,324,C2,587,70,53,65,13,26,0,4,
16,Los Cabos,324,C3,587,77,58,57,13,30,0,9,
16,Los Cabos,325,B,652,68,75,67,10,40,0,12,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,325,C3,653,63,60,59,5,26,2,8,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,325,C1,652,72,91,68,5,15,0,5,
16,Los Cabos,325,C2,652,72,52,71,8,21,3,8,
16,Los Cabos,326,B,659,86,80,69,15,44,0,15,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
16,Los Cabos,326,C1,660,74,64,56,10,43,0,7,
16,Los Cabos,327,B,615,88,64,61,9,44,0,5,
16,Los Cabos,327,C1,615,79,56,68,14,50,1,5,
16,Los Cabos,327,C2,615,85,70,76,13,38,0,9,
13,Mulege,75,B,739,58,184,201,0,8,0,14,
13,Mulege,76,B,675,79,155,179,4,2,0,17,
13,Mulege,76,C1,676,91,144,164,2,4,0,11,
13,Mulege,77,B,632,51,187,169,0,1,0,9,
13,Mulege,77,S,,26,44,58,0,2,0,2,
13,Mulege,78,B,504,57,123,133,0,5,0,6,
13,Mulege,78,C1,505,45,138,129,1,4,0,19,
13,Mulege,79,B,582,44,164,148,2,5,0,12,
13,Mulege,80,B,473,41,108,107,2,8,0,12,
13,Mulege,80,C1,474,49,120,123,1,3,1,13,
13,Mulege,81,B,539,61,135,156,3,10,0,13,
13,Mulege,82,B,496,67,132,116,3,4,1,12,
13,Mulege,82,C1,497,74,134,120,5,8,0,6,
13,Mulege,83,B,470,89,95,115,5,4,3,6,
13,Mulege,83,C1,471,58,126,124,3,0,2,6,
13,Mulege,83,E1,581,57,149,197,0,9,0,6,
13,Mulege,83,E1 C1,582,66,178,154,2,2,0,9,
13,Mulege,84,B,302,20,26,106,0,5,0,2,
13,Mulege,85,B,536,68,140,145,1,2,0,18,
13,Mulege,85,E1,166,17,29,49,1,0,0,2,
13,Mulege,85,E2,586,43,44,114,0,0,0,16,
13,Mulege,86,B,137,7,21,52,0,1,0,7,
13,Mulege,87,B,291,14,26,113,2,0,0,8,
13,Mulege,88,B,476,76,111,109,5,9,0,2,
13,Mulege,88,C1,476,86,86,115,1,4,0,14,
13,Mulege,89,B,461,125,74,100,0,3,0,10,
13,Mulege,89,C1,461,86,70,136,0,3,0,12,
13,Mulege,90,B,671,116,183,119,1,5,0,7,
13,Mulege,91,B,350,77,97,67,0,3,0,6,
14,Mulege,92,B,447,112,44,66,3,6,0,7,
14,Mulege,93,B,547,125,60,115,6,9,0,7,
14,Mulege,94,B,699,167,75,95,2,14,0,12,
14,Mulege,94,C1,699,143,71,112,4,16,0,13,
14,Mulege,94,C2,699,123,70,116,7,29,0,12,
14,Mulege,94,C3,699,124,81,135,7,19,0,17,
14,Mulege,95,B,510,69,50,78,1,13,0,8,
14,Mulege,95,C1,510,96,41,75,3,11,0,14,
14,Mulege,96,B,668,110,58,111,2,16,0,5,
14,Mulege,96,C1,668,120,63,102,10,10,0,10,
14,Mulege,97,B,497,128,41,77,2,15,0,6,
14,Mulege,97,C1,497,84,38,114,6,12,0,1,
14,Mulege,97,S,,25,24,31,0,2,0,3,
14,Mulege,98,B,507,94,50,101,9,19,2,8,
14,Mulege,98,C1,507,104,55,113,3,16,0,4,
14,Mulege,98,C2,508,97,67,97,2,17,0,2,
14,Mulege,99,B,357,77,127,39,0,7,0,5,
14,Mulege,101,B,252,23,66,35,1,2,0,5,
14,Mulege,102,B,671,150,57,68,0,1,4,22,
14,Mulege,103,B,745,92,267,109,2,7,0,16,
14,Mulege,104,B,654,104,194,69,2,3,0,16,
14,Mulege,104,C1,654,109,153,82,3,3,2,17,
14,Mulege,104,C2,654,102,166,81,3,3,0,17,
14,Mulege,104,C3,654,113,183,72,1,3,0,24,
14,Mulege,104,C4,654,104,187,68,1,1,3,14,
14,Mulege,104,C5,655,83,185,62,7,3,2,15,
14,Mulege,104,E1,590,119,135,35,1,3,0,18,
14,Mulege,104,S,,10,21,22,0,0,0,3,
15,Mulege,105,B,184,33,15,64,1,2,0,2,
15,Mulege,107,B,475,84,96,91,2,9,0,7,
15,Mulege,108,B,442,79,83,113,1,6,0,10,
15,Mulege,108,C1,442,81,76,101,1,9,0,3,
15,Mulege,109,B,569,110,110,127,0,9,0,11,
15,Mulege,110,B,186,6,40,60,1,0,0,10,
15,Mulege,110,E1,56,19,3,19,0,0,0,2,
15,Mulege,111,B,284,55,35,108,0,0,0,5,
15,Mulege,112,B,509,159,56,121,2,1,0,8,
15,Mulege,113,B,433,123,38,91,2,1,0,6,
15,Mulege,114,B,710,95,71,331,0,4,0,4,
15,Mulege,115,B,159,16,76,52,0,0,0,1,
15,Mulege,116,B,525,83,151,127,2,8,0,8,
15,Mulege,116,C1,526,74,171,125,1,3,0,3,
15,Mulege,117,B,295,101,19,49,0,5,0,11,
15,Mulege,117,E1,104,23,5,42,0,0,0,3,
15,Mulege,118,B,214,49,26,53,0,0,2,5,
15,Mulege,118,E1,140,14,5,63,0,0,0,4,
15,Mulege,119,B,276,51,28,126,0,0,0,4,
15,Mulege,120,B,606,240,50,88,0,15,0,4,
