CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD,PRI_PVEM,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,2994,4,124,397,51,27,27,351,21,16,22,35,,11,,,,,0,1082,40,1122,2519
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,2995,3,138,305,13,19,24,406,22,36,20,42,,5,,,,,1,1030,31,1062,2231
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,2996,4,90,360,20,20,21,389,26,23,13,20,,10,,,,,0,992,42,1034,2343
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,2997,2,74,359,7,7,12,195,9,14,9,12,,8,,,,,0,706,18,724,1456
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,2998,3,114,456,19,32,26,248,20,14,13,32,,5,,,,,1,979,23,1003,2053
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,2999,4,83,474,11,25,45,302,24,29,13,20,,8,,,,,0,1034,22,1056,2486
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3000,5,163,636,19,35,35,320,32,24,16,36,,14,,,,,0,1330,43,1373,3465
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3001,8,177,955,13,42,29,616,43,56,31,34,,12,,,,,2,2008,50,2060,5567
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3002,6,125,716,22,57,33,480,41,32,29,36,,20,,,,,0,1591,50,1641,4104
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3003,5,113,531,11,37,19,353,20,13,25,21,,8,,,,,0,1151,24,1175,3303
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3004,6,148,737,17,48,32,412,50,26,31,37,,24,,,,,2,1562,40,1604,4315
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3005,7,181,777,27,71,38,615,51,37,45,58,,16,,,,,0,1916,63,1979,4817
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3006,13,311,1092,71,87,74,1281,70,55,52,120,,27,,,,,0,3240,87,3327,9266
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3007,11,179,1420,30,87,71,720,40,46,30,50,,34,,,,,0,2707,70,2777,7832
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3008,6,111,689,17,43,42,388,32,25,24,27,,14,,,,,0,1412,87,1499,4037
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3009,5,86,571,21,32,35,288,16,30,17,24,,18,,,,,0,1138,35,1173,3391
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3010,5,109,509,14,32,35,291,19,22,27,60,,14,,,,,1,1132,22,1155,3179
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3011,5,104,635,11,33,24,331,33,17,14,45,,10,,,,,0,1257,71,1328,3363
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3012,5,104,640,14,34,25,395,35,25,18,33,,9,,,,,2,1332,32,1366,3821
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3013,10,198,1139,28,83,72,967,69,49,45,69,,24,,,,,0,2743,75,2818,7397
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3014,8,135,854,24,57,54,490,33,21,32,47,,26,,,,,0,1773,42,1815,5418
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3015,8,197,1036,23,65,143,614,42,36,21,44,,23,,,,,0,2244,80,2324,6102
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3016,6,145,707,18,49,49,446,33,31,21,28,,11,,,,,2,1538,38,1578,3949
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3017,7,110,755,10,46,62,418,33,27,22,41,,28,,,,,1,1552,50,1603,4644
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3026,8,169,782,26,67,36,578,65,31,15,39,,18,,,,,1,1826,40,1867,5816
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3027,2,78,393,6,17,9,60,10,9,4,5,,9,,,,,0,600,15,615,1233
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3028,6,157,1055,11,28,38,295,13,8,8,20,,22,,,,,0,1655,38,1693,3896
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3029,2,33,359,3,13,7,152,11,10,3,10,,5,,,,,0,606,19,625,1502
1,14,JALISCO,5,PUERTO VALLARTA,11,ATENGO,149,2,347,231,,7,,16,,,,,,,,,,,0,601,8,609,880
1,14,JALISCO,5,PUERTO VALLARTA,11,ATENGO,150,2,277,213,,0,,38,,,,,,,,,,,0,528,9,537,805
1,14,JALISCO,5,PUERTO VALLARTA,11,ATENGO,151,1,88,97,,0,,4,,,,,,,,,,,0,189,6,195,305
1,14,JALISCO,5,PUERTO VALLARTA,11,ATENGO,152,1,33,219,,0,,5,,,,,,,,,,,0,257,7,264,460
1,14,JALISCO,5,PUERTO VALLARTA,11,ATENGO,153,3,461,684,,6,,92,,,,,,,,,,,3,1243,21,1267,1711
1,14,JALISCO,5,PUERTO VALLARTA,11,ATENGO,154,1,88,183,,0,,31,,,,,,,,,,,0,302,6,308,411
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,155,2,68,319,,,,183,,,,,,,,,,,1,570,11,582,868
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,156,2,29,365,,,,245,,,,,,,,,,,0,639,11,650,948
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,158,1,9,59,,,,65,,,,,,,,,,,0,133,1,134,197
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,159,2,51,253,,,,655,,,,,,,,,,,0,959,19,978,1323
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,160,1,10,75,,,,102,,,,,,,,,,,0,187,1,188,256
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,244,3,466,405,9,22,6,524,,,,,,13,,,,,0,1445,21,1466,2146
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,245,2,221,274,12,12,3,219,,,,,,6,,,,,0,747,16,763,1220
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,246,2,216,176,5,27,3,278,,,,,,1,,,,,0,706,7,713,1032
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,247,2,178,134,2,12,5,203,,,,,,2,,,,,0,536,16,552,898
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,248,2,214,192,8,8,2,214,,,,,,8,,,,,1,646,7,654,1091
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,249,1,110,105,2,9,5,139,,,,,,0,,,,,0,370,4,374,577
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,250,1,205,185,5,4,6,81,,,,,,3,,,,,0,489,8,497,749
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,251,2,171,171,4,11,4,101,,,,,,4,,,,,0,466,8,474,798
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,252,1,99,108,0,2,1,73,,,,,,4,,,,,0,287,2,289,370
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,253,1,188,115,10,2,3,57,,,,,,2,,,,,0,377,5,382,579
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,254,1,176,124,1,1,2,103,,,,,,6,,,,,0,413,5,418,587
1,14,JALISCO,5,PUERTO VALLARTA,17,AYUTLA,255,2,264,124,0,1,3,24,,,,,,0,,,,,3,416,6,425,620
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,296,3,,523,,334,,404,,,22,,,,,,,,0,1283,20,1303,1808
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,297,3,,643,,405,,559,,,21,,,,,,,,0,1628,20,1648,2292
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,298,3,,321,,339,,147,,,19,,,,,,,,0,826,23,849,1136
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,299,2,,146,,158,,198,,,86,,,,,,,,0,588,15,603,1001
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,300,3,,453,,555,,190,,,161,,,,,,,,0,1359,17,1376,1883
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,301,2,,331,,178,,85,,,5,,,,,,,,0,599,6,605,769
1,14,JALISCO,5,PUERTO VALLARTA,29,CUAUTLA,441,2,437,272,,,,,,,,,,,,,,,0,709,2,711,1116
1,14,JALISCO,5,PUERTO VALLARTA,29,CUAUTLA,442,1,240,139,,,,,,,,,,,,,,,0,379,3,382,547
1,14,JALISCO,5,PUERTO VALLARTA,29,CUAUTLA,443,1,51,55,,,,,,,,,,,,,,,0,106,1,107,183
1,14,JALISCO,5,PUERTO VALLARTA,29,CUAUTLA,444,1,147,83,,,,,,,,,,,,,,,0,230,3,233,321
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,561,2,120,240,14,46,61,117,58,13,,,,,,,,,0,669,24,693,1044
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,562,1,126,175,16,25,30,73,47,6,,,,,,,,,0,498,10,508,746
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,563,2,5,101,10,83,53,76,77,0,,,,,,,,,0,405,14,419,561
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,564,1,20,30,5,27,60,19,0,0,,,,,,,,,0,161,2,163,236
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,565,1,42,71,2,31,38,52,54,1,,,,,,,,,0,291,8,299,391
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,566,1,14,37,2,9,6,24,6,0,,,,,,,,,0,98,3,101,131
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,567,1,4,24,11,84,16,38,3,0,,,,,,,,,0,180,2,182,261
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,569,1,16,62,11,19,13,48,26,6,,,,,,,,,0,201,5,206,317
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1573,3,447,329,4,4,,255,,,,,,19,,,,,0,1058,17,1075,1691
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1574,2,320,341,0,4,,265,,,,,,23,,,,,0,953,14,967,1478
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1575,2,178,241,3,8,,224,,,,,,14,,,,,0,668,10,678,948
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1576,1,117,160,0,0,,96,,,,,,4,,,,,0,377,11,388,592
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1577,1,179,186,4,4,,141,,,,,,9,,,,,0,523,7,530,755
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1578,2,254,308,1,4,,246,,,,,,6,,,,,0,819,5,824,1223
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1579,1,30,111,1,8,,74,,,,,,7,,,,,0,231,7,238,341
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1580,2,67,113,0,5,,57,,,,,,4,,,,,0,246,7,253,448
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1581,1,99,105,2,1,,96,,,,,,3,,,,,0,306,8,314,504
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1582,2,355,231,4,6,,487,,,,,,6,,,,,0,1089,14,1103,1521
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1583,1,51,68,0,2,,40,,,,,,1,,,,,0,162,3,165,250
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1584,1,146,150,0,8,,169,,,,,,9,,,,,0,482,9,491,712
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1585,2,274,255,5,5,,251,,,,,,25,,,,,0,815,25,840,1347
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1586,1,71,133,13,5,,200,,,,,,18,,,,,0,440,8,448,654
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1587,3,160,176,15,82,,450,,,,,,23,,,,,1,906,13,920,1624
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1588,2,262,223,10,5,,296,,,,,,14,,,,,0,810,17,827,1330
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1589,3,250,283,6,7,,420,,,,,,20,,,,,0,986,18,1004,1650
1,14,JALISCO,5,PUERTO VALLARTA,45,LA HUERTA,1590,2,82,297,2,7,,322,,,,,,14,,,,,0,724,14,738,1247
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1802,3,181,609,15,30,32,289,,,,,,53,,,,,0,1209,13,1222,1778
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1803,2,138,387,1,25,28,149,,,,,,43,,,,,0,771,5,776,1226
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1804,2,75,375,5,23,29,172,,,,,,42,,,,,0,721,10,731,1110
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1805,3,175,546,25,20,30,310,,,,,,28,,,,,0,1134,20,1154,1706
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1806,3,204,553,5,23,27,280,,,,,,34,,,,,0,1126,8,1134,1723
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1807,1,8,113,1,5,24,46,,,,,,2,,,,,0,199,8,207,320
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1808,2,19,107,3,11,14,156,,,,,,9,,,,,0,319,7,326,560
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1809,2,61,276,2,4,24,146,,,,,,13,,,,,0,526,14,540,836
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1810,1,36,106,2,11,13,64,,,,,,4,,,,,0,236,3,239,376
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1811,1,11,64,0,1,2,20,,,,,,3,,,,,0,101,1,102,143
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1812,1,5,92,0,11,1,9,,,,,,21,,,,,0,139,1,140,278
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1813,1,35,61,0,1,6,76,,,,,,1,,,,,0,180,2,182,276
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1814,1,11,212,4,6,11,167,,,,,,9,,,,,0,420,10,430,650
1,14,JALISCO,5,PUERTO VALLARTA,64,MIXTLÁN,1840,1,18,103,,,97,175,47,,,,,,,,,,0,440,7,447,650
1,14,JALISCO,5,PUERTO VALLARTA,64,MIXTLÁN,1841,2,13,194,,,134,302,26,,,,,,,,,,0,669,4,673,971
1,14,JALISCO,5,PUERTO VALLARTA,64,MIXTLÁN,1842,3,11,295,,,174,387,100,,,,,,,,,,0,967,12,979,1298
1,14,JALISCO,5,PUERTO VALLARTA,64,MIXTLÁN,1843,1,4,73,,,46,55,11,,,,,,,,,,0,189,2,191,302
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1934,2,176,125,5,11,3,81,3,5,7,10,,3,,,21,,1,450,17,468,1425
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1935,18,837,1340,42,53,65,1923,74,79,54,64,,46,,,223,,14,4800,105,4919,12031
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1937,3,137,221,8,12,15,176,6,12,6,10,,3,,,53,,0,659,15,674,1679
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1938,3,245,251,9,15,10,283,18,9,12,8,,10,,,66,,0,936,10,946,2226
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1939,2,103,155,2,7,4,133,3,8,5,8,,7,,,44,,0,479,6,485,1094
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1940,1,31,35,0,3,1,72,0,5,2,1,,0,,,17,,0,167,4,171,461
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1941,18,880,1304,56,63,58,2335,43,66,71,37,,116,,,182,,1,5211,72,5284,13178
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1942,6,426,558,14,22,10,650,8,21,11,7,,12,,,73,,1,1812,30,1843,4313
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1943,9,675,737,33,40,26,1001,33,55,32,35,,86,,,272,,27,3025,46,3098,6362
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1944,3,183,308,3,6,6,295,3,3,1,0,,6,,,6,,0,820,12,832,1872
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1945,4,276,358,5,15,12,335,7,34,11,9,,13,,,46,,0,1121,34,1155,2696
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1946,7,602,539,15,17,26,852,11,31,22,0,,8,,,66,,0,2189,28,2217,5167
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1947,3,315,343,11,12,8,340,9,5,5,4,,8,,,58,,1,1118,25,1144,2299
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1949,3,246,220,6,14,4,251,5,9,8,3,,4,,,32,,0,802,8,810,1681
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1950,8,476,672,9,27,22,1052,14,18,17,7,,11,,,59,,12,2384,52,2448,5475
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1951,5,348,372,9,20,15,586,24,14,8,9,,7,,,81,,0,1493,25,1518,3345
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1952,3,242,259,2,10,9,283,3,6,7,3,,9,,,20,,0,853,15,868,1893
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1953,2,221,104,2,0,5,213,3,2,3,4,,113,,,35,,0,705,9,714,1373
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1954,3,156,271,8,12,16,307,2,6,1,2,,8,,,53,,0,842,21,863,1574
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1955,4,230,274,9,12,8,303,15,24,4,11,,12,,,83,,1,985,35,1021,2507
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1956,6,471,491,18,22,13,478,16,47,17,28,,10,,,119,,1,1730,39,1770,4124
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1957,6,395,471,12,21,18,538,25,22,12,15,,8,,,150,,0,1687,29,1716,3322
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1958,8,593,889,23,37,17,800,17,47,20,16,,34,,,137,,0,2630,36,2666,5454
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1959,8,547,682,42,36,24,885,28,45,17,37,,17,,,227,,0,2587,41,2628,5672
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1960,3,211,290,8,16,9,256,17,15,7,11,,2,,,42,,0,884,14,898,2137
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1961,2,85,92,3,12,3,87,6,5,4,4,,1,,,31,,0,333,17,350,877
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1962,3,125,296,5,6,9,278,12,5,3,11,,16,,,41,,0,807,15,822,1657
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1963,3,169,211,6,6,11,224,7,9,6,7,,6,,,70,,6,732,17,755,1583
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1964,4,227,409,4,15,14,521,12,27,4,11,,8,,,45,,0,1297,17,1314,2876
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1965,3,194,302,1,17,5,226,19,11,4,12,,6,,,70,,0,867,14,881,1893
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1966,2,81,179,2,4,4,110,3,1,2,12,,2,,,25,,0,425,9,434,918
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1967,10,536,959,19,24,25,1334,33,18,29,9,,21,,,133,,0,3140,74,3214,7306
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1968,4,191,473,9,12,14,631,25,9,7,3,,17,,,33,,0,1424,23,1447,2982
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1969,5,201,343,12,13,14,674,13,6,9,11,,13,,,51,,0,1360,27,1387,3285
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1970,3,141,248,4,7,7,276,12,6,2,2,,11,,,19,,0,735,16,751,1648
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1971,3,153,324,5,6,2,398,30,9,5,6,,6,,,34,,0,978,17,995,2129
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1972,3,154,305,9,11,4,235,15,18,2,7,,4,,,40,,1,804,19,824,1837
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1973,3,184,392,6,9,6,297,18,12,6,5,,6,,,82,,0,1023,28,1051,2311
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1974,2,72,210,0,17,4,125,9,3,2,7,,8,,,22,,0,479,5,484,1012
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1975,2,110,216,5,11,4,201,7,9,5,7,,8,,,19,,0,602,14,616,1226
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1976,2,63,160,6,6,3,92,20,4,4,9,,6,,,28,,1,401,12,414,847
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1977,2,85,227,2,12,3,147,6,6,3,3,,8,,,19,,0,521,9,530,1126
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1978,2,108,303,3,11,5,177,10,10,5,4,,14,,,42,,0,692,15,707,1486
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1979,2,70,125,1,4,2,120,10,2,1,5,,2,,,20,,0,362,9,371,804
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1980,2,85,119,1,6,6,141,3,4,3,2,,1,,,4,,15,375,11,401,859
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1981,2,101,198,1,4,18,125,5,6,2,2,,3,,,38,,1,503,9,513,1077
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1982,2,81,135,2,5,2,139,7,10,1,4,,1,,,26,,0,413,19,432,870
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1983,4,235,392,12,10,22,539,11,16,7,11,,4,,,72,,0,1331,37,1368,3045
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1984,2,135,184,1,12,6,281,4,2,8,1,,4,,,32,,0,670,10,680,1519
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1985,3,111,295,6,8,16,230,16,3,5,6,,4,,,37,,2,737,23,762,1649
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1986,2,124,255,6,7,10,184,3,7,5,10,,4,,,37,,1,652,10,663,1328
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1987,1,59,53,2,2,7,86,3,3,2,2,,1,,,28,,0,248,11,259,622
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1988,3,172,299,9,6,10,423,12,6,6,7,,11,,,46,,1,1007,17,1025,2175
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1989,2,105,225,6,13,12,192,10,5,5,1,,10,,,35,,0,619,11,630,1290
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1990,2,60,69,0,2,7,82,2,11,7,0,,1,,,30,,0,271,6,277,875
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1991,4,191,502,11,12,15,502,11,5,6,3,,16,,,19,,0,1293,29,1322,2566
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1992,2,39,160,3,5,2,231,2,0,0,1,,7,,,6,,0,456,5,461,831
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1993,3,47,459,5,8,5,604,1,3,9,3,,10,,,23,,0,1177,15,1192,1846
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1994,2,72,120,7,5,1,239,10,11,6,3,,5,,,28,,0,507,11,518,1291
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1995,4,188,312,10,11,7,424,5,10,9,4,,14,,,47,,0,1041,7,1048,2489
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1996,9,600,680,14,51,12,1211,19,32,16,15,,14,,,82,,1,2746,55,2802,6618
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1997,6,273,506,21,17,14,730,16,30,15,9,,24,,,82,,0,1737,23,1760,3925
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1998,14,755,1060,42,66,31,2050,52,110,44,28,,34,,,171,,4,4443,55,4502,10395
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1999,5,195,603,7,25,30,508,15,11,10,6,,20,,,59,,1,1489,25,1515,3136
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,2000,8,302,713,17,32,38,853,13,30,15,24,,31,,,95,,0,2163,34,2197,5827
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,2001,2,47,214,9,6,9,253,2,15,3,3,,3,,,13,,0,577,14,591,1222
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,2002,3,100,181,5,3,9,320,3,3,5,1,,4,,,25,,0,659,18,677,1363
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,3549,2,108,126,9,4,8,233,4,4,2,1,,1,,,12,,0,512,9,521,1062
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,3550,2,133,113,2,4,1,300,1,5,4,2,,2,,,6,,0,573,15,588,1263
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,3551,2,112,149,2,2,4,351,2,3,2,2,,9,,,21,,0,659,9,668,1470
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,3552,3,173,156,7,5,6,429,4,1,3,0,,7,,,17,,0,808,17,825,1612
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,3553,3,255,218,5,9,94,223,4,4,1,4,,3,,,20,,1,840,12,853,1889
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,3554,2,144,101,2,6,10,326,3,5,2,0,,2,,,15,,2,616,8,626,1252
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,3555,2,95,207,3,7,9,327,5,7,2,3,,4,,,24,,0,693,18,711,1455
