CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COMUN_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,110,5,39,695,285,27,59,189,11,38,28,9,17,23,15,0,1435,73,1508,3349
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,123,4,61,364,199,14,43,159,9,51,14,3,13,9,6,0,945,60,1005,2378
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,124,3,29,295,217,13,18,163,11,19,20,4,7,6,5,0,807,28,835,1927
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,125,4,60,604,219,32,38,223,4,30,12,5,12,10,6,0,1255,56,1311,1730
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,126,3,23,328,88,23,28,84,5,8,4,7,5,4,1,0,608,20,628,1534
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,166,3,34,434,136,11,37,165,8,20,5,9,5,13,5,8,882,52,942,1971
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,167,2,17,247,184,15,46,132,2,16,16,7,15,6,7,0,710,38,748,1439
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,168,2,22,235,157,4,16,77,7,12,2,3,7,10,9,0,561,29,590,1137
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,883,3,10,325,158,22,230,79,2,41,12,3,3,5,4,0,894,40,934,1693
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,884,2,14,253,179,20,146,41,4,25,10,3,0,2,5,0,702,36,738,1200
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,885,2,8,258,150,29,106,39,9,36,9,3,5,0,2,0,654,24,678,1203
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,886,3,23,315,179,29,91,76,4,25,10,5,5,3,0,0,765,29,794,760
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,887,2,17,221,109,21,136,44,2,32,0,3,6,0,0,0,591,17,608,971
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,888,3,9,338,190,23,139,54,5,22,11,2,8,1,2,0,804,24,828,1613
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,889,3,50,358,205,23,107,88,12,54,35,5,5,4,3,0,949,35,984,1682
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,890,3,22,289,164,11,161,93,11,40,48,2,7,118,37,0,1003,39,1042,1509
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,891,1,6,61,34,9,95,11,1,0,7,0,0,4,0,0,228,24,252,375
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,892,1,1,96,7,1,88,39,1,1,0,0,0,4,1,0,239,24,263,484
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,893,1,2,90,87,4,11,22,1,0,7,0,0,2,0,0,226,6,232,338
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,894,2,26,208,76,20,60,98,4,2,11,1,6,1,0,0,513,20,533,817
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,895,3,3,422,70,8,224,119,30,12,10,5,5,7,1,0,916,67,983,1650
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,896,1,4,128,46,6,86,43,3,5,6,0,0,3,2,0,332,16,348,647
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,897,1,5,102,36,2,57,3,1,2,4,0,0,0,0,0,212,23,235,393
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,898,1,4,50,43,11,44,85,2,3,10,0,2,0,0,0,254,19,273,487
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,899,1,1,117,32,8,104,77,1,4,16,1,0,4,0,0,365,30,395,594
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,900,1,1,134,19,1,80,53,0,0,2,0,1,0,0,0,291,16,307,439
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,901,1,1,58,8,3,57,1,1,0,0,0,0,24,0,0,153,0,153,235
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,902,1,2,51,10,1,48,39,0,2,1,0,1,2,1,0,158,8,166,314
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,903,2,20,290,107,9,163,78,6,8,12,1,13,0,0,19,707,41,767,1192
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,904,1,1,40,8,0,28,26,0,0,13,1,1,0,0,0,118,13,131,192
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,905,1,3,129,35,4,73,41,0,1,12,0,1,0,1,0,300,4,304,418
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,906,1,0,86,31,3,19,2,0,0,3,1,0,1,0,0,146,0,146,207
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,907,2,5,278,94,15,147,217,4,4,21,10,4,0,0,0,799,0,799,1212
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,908,2,12,214,132,10,114,135,0,5,16,0,0,0,0,0,638,49,687,1064
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,909,2,9,236,319,22,61,111,2,2,24,3,2,2,4,0,797,52,849,1282
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,910,1,5,182,130,9,110,28,1,15,5,0,2,0,0,0,487,22,509,707
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,911,1,4,75,68,14,29,17,2,2,4,2,2,0,1,0,220,12,232,312
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,912,1,4,211,37,8,109,47,6,5,15,0,2,0,0,0,444,10,454,748
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,913,2,6,267,159,8,128,24,6,18,8,1,6,3,2,0,636,28,664,1071
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,914,1,1,115,49,8,65,154,1,3,5,0,0,3,2,0,406,11,417,646
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,915,2,2,222,123,8,79,39,11,32,4,1,3,1,0,0,525,16,541,828
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,916,1,1,141,73,7,76,9,0,3,8,1,0,1,0,0,320,16,336,476
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,917,3,6,551,114,10,181,34,10,20,1,0,0,13,0,0,940,58,998,1720
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,918,2,6,254,56,6,44,127,1,6,6,1,2,2,1,0,512,15,527,884
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,919,1,6,184,75,6,75,70,6,5,6,2,4,0,0,0,439,0,439,660
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,920,1,2,66,30,5,16,31,1,6,2,0,0,0,0,0,159,13,172,259
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,921,1,0,144,33,10,76,8,0,1,3,1,3,1,0,0,280,7,287,413
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,922,1,6,183,111,8,58,15,1,12,0,0,0,1,3,0,398,24,422,726
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,923,1,1,105,181,18,81,13,2,13,5,1,2,0,0,0,422,25,447,736
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,924,1,1,11,7,3,37,12,0,0,1,0,0,1,0,0,73,1,74,141
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,925,3,3,249,187,19,157,123,3,4,12,4,9,10,5,0,785,37,822,1389
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,926,3,9,404,252,40,196,133,32,9,8,8,12,7,19,2,1129,38,1169,1500
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,927,1,1,41,79,5,7,8,0,0,0,0,1,0,4,0,146,2,148,197
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,928,2,30,267,118,16,27,39,2,22,1,2,3,4,3,0,534,28,562,844
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,929,2,7,208,298,10,154,41,8,6,1,1,0,0,0,0,734,9,743,998
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,930,1,5,93,23,7,39,17,0,1,0,0,0,0,0,0,185,6,191,287
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,931,3,31,440,233,71,163,212,9,14,5,8,2,4,1,2,1193,43,1238,2183
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,932,3,14,285,194,19,114,243,5,10,8,1,4,6,4,0,907,37,944,1641
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,933,2,32,271,139,16,120,214,3,5,5,2,3,9,1,7,820,24,851,1250
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,934,1,10,200,130,8,63,48,3,8,2,3,0,0,0,0,475,19,494,716
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,935,1,1,137,112,17,40,57,2,14,0,3,0,5,4,0,392,16,408,663
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,936,3,14,500,143,20,254,148,6,9,7,5,8,11,7,0,1132,37,1169,1829
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,937,2,7,181,112,18,142,56,1,7,3,1,9,13,6,0,556,27,583,997
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,939,2,20,270,125,14,92,38,6,2,4,2,5,10,7,0,595,37,632,1141
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,940,1,6,154,72,8,80,12,10,2,4,2,0,0,0,0,350,0,350,594
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,941,1,38,173,62,8,111,16,6,5,10,1,1,0,0,0,431,12,443,687
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,21,COYUCA DE BENITEZ,942,2,15,199,51,6,57,32,3,7,6,0,2,3,0,0,381,23,404,782
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,112,4,82,305,368,22,17,71,11,13,4,7,12,17,23,0,952,61,1013,2809
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,113,3,35,248,210,12,5,32,7,8,14,3,1,14,16,0,605,43,648,1555
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,114,8,154,733,680,69,77,98,37,47,17,20,23,38,40,1,2033,122,2156,5593
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,115,2,36,362,201,13,28,41,6,10,6,13,7,7,2,0,732,48,780,1471
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,116,3,57,375,193,50,53,38,15,12,4,9,5,19,20,0,850,71,921,1822
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,117,5,74,377,427,54,60,38,18,35,13,9,16,24,15,0,1160,66,1226,3188
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,118,3,60,299,274,58,27,40,23,15,1,5,9,14,35,2,860,52,914,2165
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,119,4,59,338,312,46,21,60,7,17,17,17,6,16,17,0,933,63,996,2514
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,120,3,59,197,291,18,10,35,7,4,4,10,6,10,8,21,659,23,703,1556
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,132,3,37,335,202,18,10,38,6,17,6,16,11,9,10,0,715,36,751,1753
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,133,3,61,222,224,11,19,81,9,31,12,12,5,3,6,0,696,61,757,1763
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,134,6,127,580,402,45,76,72,30,35,10,12,15,31,22,1,1457,88,1546,3899
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,135,4,67,323,301,37,72,69,12,8,7,8,9,21,14,0,948,81,1029,2449
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,136,5,95,519,376,31,35,92,23,39,6,12,5,9,25,0,1267,45,1312,3130
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,137,2,28,238,176,16,12,28,10,20,2,4,8,12,10,0,564,30,594,1102
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,138,6,123,722,620,47,52,143,28,73,6,20,18,30,26,0,1908,88,1996,3700
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,151,2,48,184,218,18,10,44,10,25,2,5,5,2,8,0,579,29,608,1203
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,152,2,27,185,192,18,10,29,11,29,0,4,10,4,10,0,529,32,561,1122
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,153,2,49,283,209,17,19,36,5,22,2,9,7,11,9,0,678,46,724,1470
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,154,2,40,226,273,14,14,61,9,18,6,9,2,3,10,0,685,17,702,1308
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,155,2,48,247,271,30,6,28,3,17,1,5,5,14,18,0,693,33,726,1458
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,156,2,44,221,197,16,21,68,5,21,6,8,5,6,8,0,626,30,656,1417
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,313,1,9,281,48,6,15,20,2,4,3,1,2,6,2,0,399,14,413,728
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,314,1,3,96,83,2,12,12,0,3,1,4,2,5,6,0,229,8,237,385
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,315,2,5,123,161,6,11,30,3,2,1,0,3,4,1,2,350,18,370,778
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,316,2,3,221,152,15,16,72,1,10,2,1,4,11,6,0,514,36,550,882
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,317,2,16,218,127,11,98,56,9,15,6,3,8,19,10,0,596,44,640,1292
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,318,2,23,216,165,18,49,39,15,25,4,4,11,20,1,0,590,44,634,1453
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,319,3,21,169,224,6,23,84,9,28,7,6,6,13,8,0,604,65,669,1595
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,320,2,29,153,157,9,22,42,4,47,4,4,1,5,12,0,489,81,570,1486
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,321,1,4,118,27,0,7,43,2,4,0,0,1,0,0,0,206,6,212,352
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,322,2,5,311,47,5,24,23,1,2,0,0,1,5,4,0,428,35,463,762
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,323,2,10,731,81,5,13,6,3,5,1,2,8,9,2,0,876,52,928,1415
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,324,1,8,295,8,1,7,3,23,2,1,0,4,4,0,0,356,28,384,650
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,325,1,3,61,33,3,4,39,1,0,1,0,1,0,0,0,146,17,163,266
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,326,1,7,159,60,2,13,92,3,2,1,1,3,1,0,0,344,24,368,564
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,327,1,6,378,39,19,15,5,5,3,0,1,0,9,2,0,482,31,513,749
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,328,3,12,394,71,15,26,11,4,7,2,5,2,73,2,0,624,25,649,1065
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,329,2,4,303,84,4,8,6,6,1,1,0,1,175,53,0,646,37,683,809
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,330,2,2,339,45,5,14,8,2,5,0,0,2,7,1,0,430,44,474,761
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,331,2,4,530,154,7,28,7,5,14,4,0,2,7,6,0,768,50,818,1441
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,332,1,1,220,11,1,3,0,0,0,0,1,0,2,0,0,239,10,249,313
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,335,3,10,443,97,11,75,10,3,9,2,1,2,16,4,39,683,54,776,1522
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,336,2,11,541,94,16,17,16,3,11,2,1,2,14,4,1,732,47,780,1233
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,339,3,11,720,101,43,101,41,10,21,2,1,7,48,6,0,1112,93,1205,1727
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,340,1,2,201,52,46,6,31,21,2,1,0,1,2,2,0,367,44,411,661
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,341,1,1,208,73,59,7,16,2,8,0,0,0,2,0,0,376,8,384,460
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,342,1,0,42,25,0,13,38,1,0,0,0,0,1,0,0,120,9,129,226
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,348,1,0,34,26,2,20,68,0,0,0,0,0,1,0,0,151,27,178,243
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,349,1,2,144,105,29,6,34,1,5,1,2,2,7,1,0,339,19,358,537
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,350,2,0,318,76,21,34,133,4,0,0,1,1,3,3,0,594,53,647,844
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,351,2,1,187,319,66,108,31,2,16,0,0,1,10,13,0,754,44,798,1106
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,352,1,1,126,92,68,15,43,4,2,0,0,0,0,0,0,351,27,378,509
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,356,3,23,505,346,3,20,203,8,7,1,7,4,5,3,0,1135,54,1189,2034
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,357,2,5,264,111,27,14,58,8,5,3,9,15,10,9,0,538,83,621,1038
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,358,1,1,200,57,7,12,22,2,1,1,2,0,1,5,0,311,21,332,422
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,359,2,13,186,125,32,25,44,18,7,2,0,2,8,10,0,472,98,570,788
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,360,2,5,145,63,6,8,37,0,7,1,1,0,1,0,0,274,30,304,422
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,361,1,2,64,33,10,5,74,1,0,0,0,1,2,0,0,192,24,216,289
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,364,3,21,346,172,8,45,141,8,52,0,0,9,12,9,0,823,78,901,1791
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,365,1,15,103,34,5,11,72,15,2,1,0,0,0,0,0,258,37,295,538
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,366,3,16,293,105,38,53,77,16,1,4,0,1,11,8,0,623,87,710,1032
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,596,1,4,104,87,3,6,30,5,38,2,3,0,1,0,0,283,19,302,629
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,597,2,5,205,122,5,11,27,1,33,0,1,4,0,0,0,414,15,429,861
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,598,1,1,83,99,2,3,20,4,47,3,0,2,2,0,0,266,32,298,683
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,599,2,4,193,143,9,10,50,4,67,5,0,1,3,2,0,491,31,522,1187
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,600,1,4,157,88,5,8,8,2,26,1,3,1,3,1,0,307,14,321,746
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,602,1,10,155,99,1,5,35,1,43,1,4,0,3,0,0,357,9,366,712
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,603,1,2,91,57,1,7,54,11,36,3,1,0,2,1,0,266,9,275,486
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,604,2,6,221,124,5,10,42,9,52,3,2,3,6,4,0,487,20,507,993
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,605,2,6,171,127,6,15,43,5,60,7,2,0,0,0,0,442,24,466,967
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,606,1,3,143,96,4,13,23,9,37,4,1,0,1,0,0,334,18,352,727
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,607,2,5,233,115,8,23,36,9,66,3,18,2,1,0,0,519,22,541,982
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,608,2,5,160,94,8,15,25,11,61,1,1,4,3,3,2,391,12,405,765
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,609,2,6,224,182,7,10,53,24,44,4,3,2,6,2,0,567,42,609,1239
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,610,2,11,238,137,5,40,27,6,63,5,2,1,5,4,0,544,19,563,1082
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,611,2,10,169,222,8,19,44,12,111,11,11,6,3,9,2,635,35,672,1278
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,612,1,1,80,25,2,4,1,3,8,1,1,0,51,20,0,197,8,205,433
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,613,1,0,67,45,0,1,0,2,5,1,0,1,38,17,0,177,8,185,344
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,614,1,7,182,4,0,0,1,0,0,0,0,0,0,0,0,194,2,196,195
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,615,1,1,39,17,4,2,2,1,7,0,0,1,0,0,0,74,6,80,164
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,616,1,0,60,40,2,0,1,0,0,0,0,38,3,0,0,144,8,152,251
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,619,1,1,163,60,2,5,1,4,9,2,0,24,5,1,0,277,7,284,518
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,620,1,0,41,55,3,6,11,1,7,0,1,4,0,0,0,129,5,134,235
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,621,1,1,123,139,1,4,6,1,23,0,0,35,0,1,0,334,10,344,583
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,3,1,206,169,4,6,8,5,115,4,0,53,5,2,0,578,25,603,1067
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,623,2,1,216,118,0,1,44,3,31,2,1,36,2,2,0,457,19,476,789
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,624,2,0,204,128,0,0,14,2,37,1,0,39,6,2,0,433,10,443,821
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,626,1,0,121,43,2,8,14,0,8,1,0,1,0,0,0,198,9,207,341
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,627,1,1,62,68,3,23,65,9,48,5,1,1,2,5,0,293,33,326,564
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,628,1,1,84,13,2,0,62,2,9,1,0,0,1,0,0,175,6,181,264
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,630,1,0,102,95,3,3,16,4,8,0,0,2,1,2,0,236,18,254,411
