CIRCUNSCRIPCION,﻿ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2457,2,125,129,31,59,30,27,5,29,9,12,0,456,19,475,1129
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2458,2,123,80,28,52,26,22,7,21,7,17,4,383,21,408,1037
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2459,2,168,110,65,37,21,18,12,38,11,14,1,494,38,533,1206
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2460,2,197,123,37,64,30,59,20,42,7,22,1,601,25,627,1228
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2461,1,103,79,24,26,9,12,3,13,10,4,0,283,17,300,531
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2462,9,488,435,285,265,89,143,69,246,59,91,1,2170,152,2323,5810
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2463,2,132,119,54,43,19,26,15,26,6,15,2,455,15,472,1014
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2464,1,115,46,24,35,12,18,9,25,4,7,0,295,16,311,606
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2465,1,60,34,21,38,12,23,6,25,4,8,0,231,17,248,630
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2466,2,101,78,43,65,12,30,12,29,11,9,1,390,25,416,905
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2467,2,83,86,39,53,24,21,13,13,6,0,0,338,16,354,963
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2468,2,87,136,32,47,30,18,11,24,9,14,2,408,30,440,1044
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2469,2,75,94,36,84,28,22,13,49,7,12,0,420,30,450,1151
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2470,3,149,224,148,86,61,39,25,36,22,12,0,802,35,837,2209
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2471,2,190,97,45,57,25,29,19,55,2,23,2,542,44,588,1151
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2472,2,136,100,52,237,22,36,21,41,20,27,1,692,36,729,1424
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2473,1,70,56,23,35,9,10,16,26,7,4,0,256,9,265,543
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2474,1,189,51,45,24,5,15,4,23,4,9,1,369,19,389,608
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2475,1,99,55,35,24,11,16,9,23,14,6,2,292,23,317,606
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2476,10,702,582,340,183,125,200,64,251,59,86,10,2592,128,2730,6412
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2477,2,51,93,49,64,14,25,8,25,5,13,1,347,31,379,1281
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2478,2,119,141,85,67,24,48,29,48,12,24,2,597,35,634,1423
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2479,1,73,52,46,23,14,17,5,7,66,9,0,312,12,324,515
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2480,2,216,132,103,39,21,50,15,67,17,21,3,681,45,729,681
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2481,1,107,37,27,17,3,4,6,19,3,3,1,226,10,237,401
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2482,1,120,50,29,18,9,40,12,13,5,9,0,305,15,320,538
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2483,1,57,64,22,26,10,5,8,11,4,10,0,217,10,227,398
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2484,1,47,61,24,24,7,8,8,15,1,5,2,200,22,224,416
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2485,2,140,96,43,55,17,16,16,40,12,12,0,447,33,480,955
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2486,2,102,79,44,38,9,18,11,35,6,11,2,353,17,372,831
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2487,2,123,124,56,34,19,35,14,65,17,11,2,498,19,519,1089
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2488,2,96,128,28,32,18,13,16,27,3,10,0,371,17,388,865
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2489,3,144,154,92,67,31,42,12,63,14,22,0,641,53,694,1613
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2490,2,176,103,52,35,23,33,12,76,11,15,4,536,24,564,1195
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2491,2,241,101,72,39,14,31,10,59,12,27,3,606,34,643,1069
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2492,2,200,83,48,31,18,19,10,40,14,12,2,475,30,507,890
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2493,2,240,117,78,33,9,13,5,52,12,15,3,574,26,603,956
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2494,2,135,66,41,39,15,17,8,23,17,5,1,366,14,381,768
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2495,3,437,175,134,112,21,20,23,71,22,42,8,1057,53,1118,1815
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2496,2,236,123,66,13,12,22,7,44,9,11,0,543,25,568,858
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2497,2,226,152,93,39,18,33,21,86,13,18,2,699,45,746,1395
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2498,2,213,133,67,52,39,37,12,60,12,24,1,649,52,702,1333
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2499,2,189,115,69,50,30,36,10,34,21,12,1,566,40,607,1171
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2500,2,237,85,95,51,25,61,8,64,15,16,3,657,54,714,1247
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2501,2,68,122,117,58,25,27,7,46,11,9,0,490,29,519,1480
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2502,2,191,117,65,47,14,26,18,71,17,22,0,588,2,590,1262
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2503,2,155,123,53,66,28,43,13,33,12,14,2,540,18,560,1171
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2504,2,133,98,43,32,22,36,14,32,14,12,0,436,19,455,888
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2505,2,97,83,24,51,22,31,7,27,20,11,1,373,18,392,819
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2506,2,195,127,71,37,24,30,21,85,11,18,0,619,45,664,1223
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2507,2,119,96,68,91,22,28,10,6,6,9,0,455,1,456,1390
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2508,2,93,56,54,27,9,6,4,56,1,2,0,308,18,326,1217
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2509,3,45,100,37,81,22,9,14,16,1,0,1,325,21,347,1065
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2510,5,162,250,175,67,48,26,24,39,30,17,1,838,27,866,3097
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2511,2,67,86,67,19,15,3,3,9,1,6,0,276,22,298,779
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2512,1,22,45,20,23,19,1,8,4,2,1,1,145,7,153,495
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2513,2,41,100,72,57,8,4,15,4,3,2,0,306,22,328,941
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2514,2,68,175,118,50,27,12,29,16,3,5,0,503,21,524,1294
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2515,2,47,212,124,48,26,6,10,15,3,2,0,493,15,508,1204
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2516,1,33,73,93,32,11,2,2,7,1,4,0,258,11,269,592
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2517,1,50,43,8,14,7,8,5,4,2,1,0,142,9,151,553
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2518,1,54,48,11,12,15,5,3,5,2,0,0,155,14,169,536
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2519,3,82,170,33,55,37,43,12,42,8,27,0,509,25,534,1636
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2520,3,124,225,86,36,41,38,18,83,8,11,0,670,21,691,1964
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2521,3,130,103,192,28,24,22,5,39,2,6,0,551,18,569,1581
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2522,3,139,162,102,39,57,19,15,31,20,7,1,591,33,625,1564
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2523,2,24,118,97,22,15,3,5,97,1,2,0,384,12,396,943
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2524,2,100,82,33,50,13,9,7,38,5,4,0,341,10,351,867
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2525,3,95,128,65,106,26,17,9,24,7,6,1,483,12,496,1470
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2526,1,107,88,29,19,5,2,1,1,3,2,0,257,11,268,731
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2527,1,8,160,0,35,5,0,2,7,2,1,0,220,13,233,725
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2528,5,298,359,147,103,53,80,40,102,20,39,2,1241,57,1300,3176
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2529,12,489,659,264,233,141,360,79,155,52,63,3,2495,121,2619,8352
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2530,2,39,68,124,13,15,9,5,8,0,2,0,283,23,306,902
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2676,1,14,85,52,7,20,1,4,17,1,8,0,209,7,216,461
5,16,MICHOACAN,7,ZACAPU,16,COENEO,257,1,228,29,129,8,2,4,2,7,0,2,2,411,39,452,742
5,16,MICHOACAN,7,ZACAPU,16,COENEO,258,2,165,76,178,19,4,3,3,14,0,1,0,463,16,479,789
5,16,MICHOACAN,7,ZACAPU,16,COENEO,259,2,277,160,165,30,15,5,6,17,0,4,1,679,30,710,1216
5,16,MICHOACAN,7,ZACAPU,16,COENEO,260,2,101,52,92,22,2,5,3,7,0,3,0,287,21,308,1002
5,16,MICHOACAN,7,ZACAPU,16,COENEO,261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
5,16,MICHOACAN,7,ZACAPU,16,COENEO,262,2,59,137,225,69,9,1,4,28,0,3,0,535,26,561,1153
5,16,MICHOACAN,7,ZACAPU,16,COENEO,263,1,34,141,109,51,5,2,4,41,0,5,0,392,54,446,659
5,16,MICHOACAN,7,ZACAPU,16,COENEO,264,1,33,124,94,39,6,6,4,37,0,2,0,345,39,384,575
5,16,MICHOACAN,7,ZACAPU,16,COENEO,265,2,101,56,81,10,5,0,3,7,0,0,0,263,17,280,487
5,16,MICHOACAN,7,ZACAPU,16,COENEO,266,1,47,17,36,3,0,1,1,1,0,0,0,106,5,111,189
5,16,MICHOACAN,7,ZACAPU,16,COENEO,267,2,172,81,258,11,8,1,3,10,0,2,0,546,53,599,983
5,16,MICHOACAN,7,ZACAPU,16,COENEO,268,1,59,62,57,6,2,2,2,5,0,0,0,195,11,206,358
5,16,MICHOACAN,7,ZACAPU,16,COENEO,269,1,69,78,37,6,5,1,2,1,0,0,0,199,0,199,401
5,16,MICHOACAN,7,ZACAPU,16,COENEO,270,1,44,35,133,11,4,4,1,42,0,1,0,275,0,275,594
5,16,MICHOACAN,7,ZACAPU,16,COENEO,271,1,122,103,93,8,5,2,1,0,0,0,0,334,19,353,601
5,16,MICHOACAN,7,ZACAPU,16,COENEO,272,1,58,80,86,0,0,0,0,0,0,0,0,224,2,226,405
5,16,MICHOACAN,7,ZACAPU,16,COENEO,273,2,57,24,135,18,3,0,1,3,0,0,0,241,9,250,449
5,16,MICHOACAN,7,ZACAPU,16,COENEO,274,1,83,45,40,4,3,3,0,10,0,1,1,189,8,198,397
5,16,MICHOACAN,7,ZACAPU,16,COENEO,275,1,112,40,41,7,7,1,3,5,0,1,0,217,13,230,496
5,16,MICHOACAN,7,ZACAPU,16,COENEO,276,1,51,21,34,5,1,0,0,2,0,0,0,114,3,117,263
5,16,MICHOACAN,7,ZACAPU,16,COENEO,277,2,84,91,134,9,8,10,13,15,0,2,0,366,17,383,765
5,16,MICHOACAN,7,ZACAPU,16,COENEO,278,2,92,174,359,106,1,4,2,15,0,2,0,755,11,766,1209
5,16,MICHOACAN,7,ZACAPU,16,COENEO,279,1,55,62,212,61,3,3,2,6,0,0,1,404,15,420,703
5,16,MICHOACAN,7,ZACAPU,16,COENEO,280,2,41,125,237,15,10,6,9,13,0,0,0,456,47,503,848
5,16,MICHOACAN,7,ZACAPU,16,COENEO,281,1,134,7,64,36,1,0,1,3,0,0,0,246,0,246,503
5,16,MICHOACAN,7,ZACAPU,16,COENEO,282,2,105,13,238,31,1,2,1,7,0,1,1,399,16,416,800
5,16,MICHOACAN,7,ZACAPU,16,COENEO,283,1,27,38,34,5,0,2,3,18,0,1,0,128,16,144,225
5,16,MICHOACAN,7,ZACAPU,16,COENEO,284,2,91,38,156,55,3,0,3,8,0,0,0,354,15,369,710
5,16,MICHOACAN,7,ZACAPU,16,COENEO,285,1,50,50,115,25,0,1,2,4,0,0,0,247,21,268,526
5,16,MICHOACAN,7,ZACAPU,24,CHERÁN,378,2,14,253,191,23,9,6,48,33,0,13,0,590,31,621,1107
5,16,MICHOACAN,7,ZACAPU,24,CHERÁN,379,2,6,216,213,3,14,1,14,22,0,10,0,499,9,508,887
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,590,1,68,69,129,8,17,5,27,16,0,2,0,341,39,380,578
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,591,1,37,74,142,11,17,7,14,18,0,3,0,323,37,360,575
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,592,2,111,128,319,23,28,11,18,49,0,7,1,694,101,796,1257
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,593,2,83,112,207,4,16,4,19,37,0,5,0,487,74,561,963
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,594,1,23,12,171,1,2,0,2,23,0,3,1,237,9,247,468
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,595,1,34,11,161,3,2,3,5,11,0,2,0,232,12,244,368
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,596,1,25,19,187,2,7,3,10,10,0,2,0,265,22,287,484
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,597,1,27,26,194,2,2,2,7,16,0,2,0,278,30,308,461
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,598,2,54,110,239,7,10,3,14,30,0,3,0,470,44,514,962
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,599,1,81,15,303,5,13,8,13,26,0,6,0,470,44,514,661
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,600,1,44,48,195,7,13,2,8,31,0,7,0,355,52,407,670
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,712,2,61,323,263,22,50,7,4,32,0,6,0,768,25,793,1202
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,713,2,30,179,154,22,42,6,6,13,0,4,0,456,15,471,772
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,714,2,48,282,384,30,71,10,10,53,0,3,0,891,38,929,1477
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,715,2,11,212,232,21,46,4,4,13,0,6,0,549,32,581,985
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,716,2,31,135,282,22,118,6,6,10,0,2,0,612,37,649,1136
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,717,2,23,46,321,18,99,3,11,6,0,2,0,529,18,547,862
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,718,1,13,78,115,13,65,5,8,6,0,5,0,308,11,319,687
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,719,2,17,117,168,16,46,7,12,6,0,10,0,399,10,409,830
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,720,1,8,66,76,37,46,2,1,5,0,2,0,243,10,253,440
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,721,1,4,53,138,28,42,1,1,27,0,0,0,294,18,312,597
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,722,2,25,220,257,54,110,8,5,17,0,4,0,700,20,720,1234
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,723,2,44,127,159,74,35,2,8,10,0,2,0,461,16,477,753
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,724,1,20,39,42,32,1,2,1,1,0,1,0,139,14,153,321
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,725,1,17,33,51,49,21,1,3,7,0,0,0,182,20,202,359
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1321,3,120,348,299,41,18,354,21,319,0,9,0,1529,61,1590,2156
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1322,2,76,230,128,6,10,180,12,213,0,4,0,859,42,901,1159
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1323,4,202,399,450,89,30,255,27,274,0,10,4,1736,87,1827,1849
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1324,3,171,302,274,20,28,315,18,322,0,7,3,1457,86,1546,2107
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1325,2,18,58,256,11,2,130,10,21,0,1,0,507,38,545,791
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1326,2,38,155,333,13,2,262,2,60,0,2,0,867,46,913,1310
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1327,3,55,305,520,11,5,30,25,66,0,3,0,1020,40,1060,1539
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1328,3,38,388,512,10,8,27,20,128,0,1,0,1132,42,1174,1760
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1329,1,25,72,166,6,4,77,6,37,0,3,0,396,22,418,613
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1330,1,7,70,170,2,5,46,0,18,0,0,0,318,11,329,461
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1331,2,16,242,300,10,6,26,5,29,0,2,27,636,20,683,1153
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1332,2,43,309,259,6,7,15,4,63,0,0,1,706,47,754,1063
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1333,2,43,126,132,15,11,66,4,51,0,3,1,451,28,480,789
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1334,2,14,314,399,9,5,57,4,153,0,5,0,960,86,1046,1357
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1335,2,18,146,307,3,1,23,5,71,0,1,0,575,26,601,790
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1590,2,251,97,117,45,65,10,123,40,0,9,0,757,34,791,1129
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1591,1,102,62,80,20,24,2,93,9,0,5,0,397,13,410,616
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1592,3,387,141,210,39,109,12,254,20,0,13,0,1185,67,1252,1768
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1593,2,269,96,192,38,85,8,141,23,0,10,0,862,54,916,1353
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1594,3,208,156,269,92,86,7,172,28,0,2,1,1020,34,1055,1574
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1595,2,162,94,113,47,52,5,96,24,0,3,0,596,27,623,888
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1596,2,166,76,161,39,145,9,122,26,0,5,2,749,46,797,1273
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1597,2,217,122,183,30,84,3,191,23,0,9,1,862,42,905,1376
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1598,2,231,110,152,43,66,6,140,26,0,5,0,779,56,835,1227
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1599,1,51,29,28,11,28,2,44,0,0,1,0,194,12,206,426
5,16,MICHOACAN,7,ZACAPU,71,PURÉPERO,1600,2,48,48,128,23,80,2,88,19,0,8,0,444,23,467,833
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2040,1,55,193,177,1,2,0,2,26,0,2,0,458,0,458,730
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2041,1,34,111,93,2,1,1,2,11,0,2,1,257,8,266,463
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2042,1,27,235,122,1,5,2,2,17,0,2,0,413,8,421,669
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2043,1,34,179,164,3,2,2,2,11,0,2,0,399,12,411,688
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2044,2,51,287,247,0,0,4,0,26,0,4,0,619,18,637,1112
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2045,1,20,120,37,4,1,0,2,15,0,0,0,199,11,210,590
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2046,1,15,89,58,1,2,1,1,6,0,0,0,173,5,178,534
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2047,1,8,42,30,2,1,0,1,11,0,0,0,95,0,95,275
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2048,1,16,50,126,5,0,0,4,34,0,0,0,235,0,235,668
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2049,1,9,102,147,2,3,0,1,14,0,0,0,278,0,278,562
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2050,1,24,82,198,5,7,1,2,9,0,1,0,329,10,339,669
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2051,1,5,110,160,3,0,0,0,40,0,0,0,318,11,329,609
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2389,2,165,134,98,31,45,153,21,50,0,8,1,705,64,770,1385
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2390,3,190,218,228,54,49,227,24,67,0,23,0,1080,94,1174,2203
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2391,5,251,307,358,116,112,211,25,64,0,24,0,1468,91,1559,3104
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2392,3,119,134,137,45,43,154,25,71,0,16,4,744,48,796,1639
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2393,2,120,103,77,24,34,103,11,44,0,9,0,525,26,551,996
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2394,2,151,74,62,29,28,112,9,69,0,7,0,541,44,585,1093
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2395,1,101,63,52,15,11,71,18,26,0,4,0,361,33,394,667
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2396,2,114,86,115,21,42,201,9,61,0,14,0,663,53,716,1254
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2397,2,100,89,111,13,22,126,15,36,0,9,1,521,41,563,961
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2398,2,123,84,61,12,18,77,13,36,0,2,3,426,50,479,776
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2399,3,280,186,159,19,54,116,39,79,0,14,1,946,76,1023,1368
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2400,1,111,59,56,6,21,84,8,30,0,11,3,386,29,418,680
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2401,1,92,96,54,13,26,51,7,33,0,4,1,376,26,403,724
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2402,1,78,86,38,30,21,48,14,20,0,5,0,340,28,368,738
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2403,2,165,123,77,23,25,70,15,53,0,8,0,559,37,596,1073
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2404,3,313,150,123,30,53,135,26,74,0,17,2,921,80,1003,1695
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2405,2,117,100,57,27,25,72,20,41,0,3,16,462,0,478,897
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2406,3,173,127,123,41,58,200,29,59,0,8,2,818,59,879,1535
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2407,2,140,94,108,23,28,142,10,40,0,5,1,590,50,641,1486
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2408,2,187,126,75,15,32,92,16,58,0,12,0,613,45,658,1142
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2409,2,273,104,86,23,29,65,10,44,0,9,1,643,59,703,1073
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2410,2,147,103,132,37,34,118,18,47,0,6,5,642,45,692,1172
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2411,4,336,197,209,63,99,256,39,153,0,17,4,1369,108,1481,2734
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2412,3,183,104,169,42,64,217,30,53,0,11,1,873,63,937,1619
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2413,2,84,135,141,9,24,93,5,24,0,6,1,521,36,558,1108
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2414,2,139,93,57,27,28,129,20,27,0,10,0,530,47,577,1240
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2415,2,190,109,116,53,32,140,35,79,0,6,0,760,50,810,1483
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2416,7,451,310,387,91,112,330,59,245,0,29,0,2014,144,2158,4089
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2417,1,40,49,110,22,27,30,3,13,0,3,0,297,19,316,712
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2418,2,76,117,88,37,23,70,13,25,0,6,0,455,20,475,1056
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2419,2,117,158,141,43,23,73,7,29,0,5,0,596,37,633,1107
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2420,2,95,209,159,43,16,43,9,68,0,5,1,647,44,692,1278
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2421,2,51,110,99,12,20,118,7,16,0,5,0,438,31,469,1067
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2422,3,69,170,294,25,24,111,58,76,0,11,1,838,61,900,1559
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2423,3,75,182,270,58,23,87,62,70,0,12,1,839,74,914,1594
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2424,1,13,83,66,5,7,48,3,6,0,3,0,234,22,256,459
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2425,2,32,114,150,15,7,72,9,16,0,6,1,421,26,448,811
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2426,1,58,121,42,13,33,49,2,23,0,3,0,344,36,380,645
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2427,1,21,157,70,9,13,45,9,18,0,2,0,344,24,368,667
5,16,MICHOACAN,7,ZACAPU,108,ZACAPU,2428,1,55,206,35,9,14,45,3,28,0,1,0,396,31,427,745
