MUNICIPIO,CASILLA,TCAS,PAN,PRI,PRD,PT-Convergencia-PAS-PSN,PVEM,PDS,PCD,PARM,DSPPN,NULOS,TOTAL,OBSERVACIONES
Carmen,244,,141,119,27,15,0,0,0,1,0,18,321,
Carmen,244,C1,137,96,33,10,0,0,0,1,1,19,297,
Carmen,244,C2,117,103,38,11,0,4,0,0,0,9,282,
Carmen,244,C3,124,106,34,16,0,1,0,1,2,12,296,
Carmen,244,C4,126,95,32,9,1,1,1,2,0,0,267,
Carmen,245,,137,84,42,15,1,1,0,0,0,10,290,
Carmen,245,C,132,101,28,8,4,2,0,0,1,6,282,
Carmen,246,,146,89,17,10,1,1,0,0,2,14,280,
Carmen,246,C,109,109,22,11,4,1,0,1,2,6,265,
Carmen,247,,212,138,26,21,2,3,0,1,1,7,411,
Carmen,248,,94,101,38,16,2,0,0,0,0,9,260,
Carmen,248,C,101,96,26,18,3,2,0,0,0,16,262,
Carmen,249,,144,80,30,9,2,1,0,1,0,13,280,
Carmen,249,C,157,88,33,10,1,3,0,2,0,8,302,
Carmen,250,,107,164,14,14,1,0,0,0,0,31,331,
Carmen,250,C,132,149,11,12,1,0,0,4,0,18,327,
Carmen,251,,203,261,15,10,1,0,0,2,1,27,520,
Carmen,252,,204,281,4,10,1,0,0,0,0,18,518,
Carmen,253,,109,172,7,18,0,0,0,0,0,16,322,
Carmen,253,C,89,203,7,19,0,0,0,1,0,9,328,
Carmen,254,,26,122,65,9,2,0,0,1,0,5,230,
Carmen,255,,57,148,20,3,1,0,0,1,0,3,233,
Carmen,256,,92,128,24,8,2,2,0,1,0,12,269,
Carmen,256,C,121,130,16,9,1,0,0,3,0,10,290,
Carmen,257,,162,135,10,2,1,1,0,3,0,12,326,
Carmen,257,C,161,141,10,2,7,0,0,2,0,12,335,
Carmen,258,,42,183,50,19,0,0,0,1,0,22,317,
Carmen,258,C,46,172,57,18,1,1,0,0,0,12,307,
Carmen,259,,31,183,36,55,0,1,0,1,0,19,326,
Carmen,259,C,22,168,60,46,0,0,0,0,0,46,342,
Carmen,260,,9,116,39,47,2,1,0,4,1,13,232,
Carmen,261,,19,178,15,31,0,0,0,1,0,7,251,
Carmen,261,C,25,196,10,22,1,1,0,2,1,13,271,
Carmen,262,,29,161,40,16,0,0,0,0,0,55,301,
Carmen,262,X,32,178,35,24,0,0,0,0,0,17,286,
Carmen,263,,110,213,15,19,26,0,0,0,0,18,401,
Carmen,264,,47,85,2,21,6,0,0,3,0,8,172,
Carmen,264,X,19,46,2,1,0,0,0,0,0,8,76,
Carmen,265,,69,369,100,12,1,0,0,0,0,4,555,
Carmen,265,C,31,153,61,14,5,0,0,0,0,4,268,
Carmen,266,,78,204,73,10,3,0,0,0,0,5,373,
Carmen,266,C,85,194,64,1,3,0,0,0,0,5,352,
Carmen,267,,91,163,37,72,4,1,0,4,2,15,389,
Carmen,267,C1,95,167,33,77,2,0,1,1,0,15,391,
Carmen,267,C2,79,201,28,55,2,0,0,3,0,25,393,
Carmen,268,,155,127,25,45,7,0,0,2,0,17,378,
Carmen,268,C,147,141,27,75,8,0,0,1,0,18,417,
Carmen,269,,51,71,8,28,1,0,0,0,0,6,165,
Carmen,270,,17,26,7,19,0,0,0,1,0,2,72,
Carmen,271,,25,121,5,22,0,0,0,1,1,9,184,
Carmen,272,,11,42,10,3,0,0,0,0,0,0,66,
Candelaria,273,,2,124,16,83,0,0,0,1,0,9,235,
Candelaria,273,X1,11,63,57,5,0,0,0,1,0,11,148,
Candelaria,273,X2,3,57,46,25,0,7,0,4,0,36,178,
Candelaria,273,X3,0,78,13,19,0,0,0,0,0,0,110,
Candelaria,274,,36,101,22,50,0,1,0,2,0,14,226,
Candelaria,274,C,27,131,16,58,0,0,0,2,0,16,250,
Candelaria,275,,6,53,28,22,0,0,0,1,0,7,117,
Candelaria,275,X,5,67,15,15,0,0,0,0,0,4,106,
Candelaria,276,,14,55,6,44,0,0,0,0,0,6,125,
Candelaria,277,,37,233,38,51,1,1,0,3,6,30,400,
Candelaria,277,X,4,104,28,79,0,0,0,0,0,21,236,
Candelaria,278,,18,155,68,22,0,9,0,8,0,22,302,
Candelaria,278,X1,4,90,22,30,0,0,0,1,0,0,147,
Candelaria,278,X2,6,93,41,38,0,0,0,1,1,17,197,
Candelaria,279,,39,149,16,21,0,0,0,3,0,19,247,
Candelaria,279,C,35,150,28,22,0,0,0,1,0,5,241,
Candelaria,280,,22,112,16,26,0,0,0,0,0,0,176,
Candelaria,280,C,34,128,12,17,0,0,0,0,0,14,205,
Candelaria,281,,20,181,17,30,0,0,0,1,0,11,260,
Candelaria,281,C,38,195,19,23,0,1,0,2,1,10,289,
Candelaria,282,,32,186,42,47,0,0,0,0,0,15,322,
Candelaria,283,,35,126,18,10,0,0,0,2,0,0,191,
Candelaria,283,C,31,168,8,9,0,0,0,2,0,16,234,
Carmen,284,,32,72,22,3,0,0,0,2,0,0,131,
Candelaria,285,,12,74,43,31,0,0,0,1,0,11,172,
Candelaria,285,X,2,44,1,7,0,0,0,0,0,6,60,
Candelaria,286,,8,63,5,6,0,0,0,0,0,0,82,
Candelaria,287,,13,87,5,16,0,0,0,1,0,8,130,
Candelaria,288,,9,69,34,34,0,0,0,0,0,0,146,
Candelaria,289,,27,164,43,39,0,1,0,0,0,213,487,
Candelaria,289,X,5,41,14,16,1,0,0,0,0,6,83,
Candelaria,290,,1,22,0,8,0,1,0,0,0,0,32,
Candelaria,291,,22,132,35,19,0,0,0,0,0,10,218,
Candelaria,291,C,11,137,31,11,0,0,0,0,0,10,200,
Candelaria,292,,20,107,39,30,0,0,0,1,0,0,197,
Candelaria,293,,46,100,7,20,0,0,0,0,0,7,180,
Candelaria,293,X1,8,68,31,45,0,0,0,4,0,11,167,
Candelaria,293,X2,2,82,13,27,1,0,0,1,2,5,133,
Candelaria,294,,0,61,6,1,0,0,0,1,0,3,72,
Candelaria,295,,6,117,44,63,1,1,0,6,1,27,266,
Candelaria,296,,7,88,47,19,0,0,0,0,0,14,175,
Candelaria,296,X,3,102,23,21,0,0,0,1,0,3,153,
Candelaria,297,,7,109,35,40,0,0,0,2,0,17,210,
Candelaria,298,,14,79,76,14,0,0,0,0,0,10,193,
Candelaria,298,C,13,71,48,27,0,0,0,1,0,23,183,
Candelaria,299,,15,159,66,40,0,0,0,0,0,24,304,
Candelaria,299,X,2,32,45,18,0,0,0,1,0,18,116,
Candelaria,300,,0,81,52,32,0,0,0,0,0,46,211,
Candelaria,301,,5,83,50,30,0,0,0,2,0,20,190,
Candelaria,302,,4,32,61,5,0,0,0,0,0,1,103,
Champotón,303,,19,182,30,90,0,0,55,5,0,26,407,
Champotón,304,,15,87,10,46,0,0,60,1,0,41,260,
Champotón,304,C,16,92,13,52,0,1,76,1,0,7,258,
Champotón,305,,17,109,20,50,0,0,73,5,0,5,279,
Champotón,305,C,22,110,11,59,0,0,57,1,2,20,282,
Champotón,306,,20,123,17,37,2,0,84,3,1,14,301,
Champotón,306,C,13,142,10,31,2,0,65,3,2,13,281,
Champotón,307,,16,102,13,59,3,1,39,6,0,25,264,
Champotón,307,C,16,93,14,65,0,0,59,4,0,17,268,
Champotón,308,,14,169,14,45,2,0,63,1,0,6,314,
Champotón,308,E,10,37,7,7,0,1,20,0,0,4,86,
Champotón,309,,11,131,11,61,1,0,48,0,0,10,273,
Champotón,309,C,11,132,7,47,0,0,62,1,0,9,269,
Champotón,310,,27,192,18,92,1,0,135,1,0,28,494,
Champotón,311,,58,183,13,95,3,0,75,3,0,21,451,
Champotón,312,,12,88,18,49,0,0,51,1,0,13,232,
Champotón,312,C,17,98,9,39,1,1,60,1,0,31,257,
Champotón,313,,11,105,19,64,0,1,56,6,0,7,269,
Champotón,313,C,22,116,14,46,1,1,62,2,0,14,278,
Champotón,314,,14,142,13,41,0,0,78,0,0,13,301,
Champotón,314,C,20,127,24,34,4,0,68,1,0,18,296,
Champotón,315,,9,156,16,37,2,0,76,3,1,18,318,
Champotón,315,C,14,139,15,51,0,0,54,3,0,8,284,
Champotón,316,,11,121,17,62,2,0,39,3,0,17,272,
Champotón,316,C,11,121,13,67,0,0,52,0,0,15,279,
Champotón,317,,20,117,18,36,0,3,35,2,1,23,255,
Champotón,317,C,9,127,26,40,1,2,48,1,0,14,268,
Champotón,318,,16,164,13,41,2,0,58,0,0,13,307,
Champotón,318,C,18,153,14,54,0,0,61,2,0,13,315,
Champotón,319,,22,133,21,35,0,2,61,2,0,27,303,
Champotón,319,C1,20,107,42,24,1,0,74,2,0,19,289,
Champotón,319,C2,12,109,23,37,1,0,66,2,0,8,258,
Champotón,320,,42,146,53,37,0,0,4,7,0,21,310,
Champotón,320,C,39,126,54,53,0,0,3,8,0,18,301,
Champotón,321,,43,283,55,68,1,0,17,17,0,27,511,
Champotón,322,,65,258,81,47,1,0,23,12,0,0,487,
Champotón,323,,29,164,37,51,1,1,26,6,0,13,328,
Champotón,323,C,39,145,45,53,2,0,18,7,0,21,330,
Champotón,324,,65,166,44,25,0,1,7,4,0,17,329,
Champotón,324,C,66,178,21,47,0,0,12,10,1,20,355,
Champotón,325,,134,284,52,46,5,0,10,6,0,26,563,
Champotón,326,,16,212,58,54,2,1,12,2,0,15,372,
Champotón,327,,27,258,55,15,2,1,11,1,0,12,382,
Champotón,327,C,25,256,56,21,0,0,5,0,0,27,390,
Champotón,328,,10,205,68,13,0,0,5,3,0,4,308,
Champotón,328,C,0,112,45,14,0,0,0,0,0,135,306,
Champotón,329,,22,315,25,71,3,0,2,7,0,0,445,
Champotón,330,,11,168,83,14,0,0,7,0,0,14,297,
Champotón,330,C,12,177,95,13,0,0,7,1,0,10,315,
Champotón,331,,15,270,139,20,0,0,5,0,0,24,473,
Champotón,331,C,17,261,135,19,2,2,2,4,0,34,476,
Champotón,332,,29,140,18,23,1,0,32,3,1,17,264,
Champotón,333,,22,154,43,10,2,1,29,0,0,12,273,
Champotón,333,C,25,140,28,16,1,0,18,6,0,45,279,
Champotón,334,,18,167,193,38,0,0,3,0,0,29,448,
Champotón,334,X,3,46,2,1,0,0,17,0,0,6,75,
Champotón,335,,78,43,61,27,1,2,111,2,0,17,342,
Champotón,336,,14,268,47,23,1,2,32,4,0,24,415,
Champotón,337,,15,112,58,23,1,4,126,2,0,26,367,
Champotón,338,,19,81,16,6,0,0,21,0,0,5,148,
Champotón,339,,14,286,72,34,2,3,12,1,0,15,439,
Champotón,340,,22,164,67,22,1,1,24,5,0,38,344,
Champotón,340,C,16,178,61,22,1,0,48,4,0,27,357,
Champotón,341,,18,129,30,13,0,0,49,1,0,9,249,
Champotón,341,C,17,141,40,15,0,0,37,1,0,10,261,
Champotón,342,,6,173,128,24,2,1,4,4,0,20,362,
Champotón,342,C,16,197,77,29,3,0,0,1,0,20,343,
Champotón,343,,11,299,117,27,0,0,3,1,0,36,494,
Champotón,344,,38,218,35,34,0,0,41,2,1,21,390,
Champotón,345,,23,120,164,24,1,0,16,8,0,11,367,
Champotón,346,,13,115,79,5,0,1,3,2,1,8,227,
Champotón,346,C,13,100,87,7,2,0,9,1,0,9,228,
Champotón,347,,9,198,18,5,0,0,22,3,0,7,262,
Champotón,347,C,10,178,17,8,0,1,14,2,0,14,244,
Champotón,348,,16,240,32,26,1,0,6,2,0,11,334,
Champotón,349,,35,266,75,32,1,3,55,3,0,16,486,
Champotón,350,,27,194,33,20,1,0,9,0,0,13,297,
Champotón,350,C,20,143,43,13,1,0,13,1,0,11,245,
Champotón,351,,12,115,30,23,1,0,11,0,0,8,200,
Champotón,352,,9,113,44,16,0,0,21,1,0,9,213,
Champotón,353,,8,102,10,13,0,0,1,0,1,5,140,
Champotón,354,,26,152,72,28,3,0,1,4,0,18,304,
Champotón,355,,9,90,13,12,1,0,3,3,0,5,136,
Escárcega,356,,10,169,135,5,0,0,0,1,0,8,328,
Escárcega,356,X,5,196,163,32,1,0,0,0,0,33,430,
Escárcega,357,,3,195,80,3,0,0,0,0,0,24,305,
Escárcega,358,,6,99,48,4,2,0,0,0,0,1,160,
Calakmul,359,,5,247,163,4,0,0,0,0,0,26,445,
Calakmul,360,,8,254,82,11,0,0,0,0,0,17,372,
Calakmul,360,X,5,138,74,2,0,0,0,0,0,9,228,
Escárcega,361,,18,137,165,2,1,0,0,0,0,13,336,
Escárcega,361,X,5,117,97,8,0,1,1,0,0,16,245,
Calakmul,362,,28,171,70,7,1,1,1,0,0,11,290,
Hecelchakán,363,,146,241,53,6,0,3,1,5,12,9,476,
Hecelchakán,363,C,171,221,46,3,0,0,1,7,17,7,473,
Hecelchakán,364,,112,230,44,2,0,0,2,1,12,17,420,
Hecelchakán,364,C,126,223,50,1,0,0,3,0,10,0,413,
Hecelchakán,364,E,4,15,3,1,0,0,0,0,2,1,26,
Hecelchakán,365,,177,253,38,2,0,0,1,1,27,30,529,
Hecelchakán,366,,98,155,24,5,0,0,0,3,4,15,304,
Hecelchakán,366,C,109,161,14,8,0,0,0,3,3,19,317,
Hecelchakán,367,,135,134,22,1,0,0,0,2,3,0,297,
Hecelchakán,367,C,105,144,21,0,0,0,0,0,6,9,285,
Hecelchakán,368,,137,120,10,3,0,0,0,2,7,8,287,
Hecelchakán,368,C,120,121,7,4,0,0,0,5,6,10,273,
Hecelchakán,369,,34,376,18,0,0,0,0,2,0,8,438,
Hecelchakán,370,,36,272,39,2,0,1,1,0,0,17,368,
Hecelchakán,370,C,17,341,4,1,0,0,0,0,0,4,367,
Hecelchakán,371,,42,297,64,1,0,0,0,0,6,4,414,
Hecelchakán,372,,31,198,89,2,0,0,2,2,3,7,334,
Hecelchakán,372,C,32,169,101,9,0,0,1,2,0,31,345,
Hecelchakán,373,,24,230,92,2,0,0,0,0,5,8,361,
Hecelchakán,374,,23,104,37,6,0,0,0,1,1,11,183,
Hecelchakán,375,,30,205,56,13,0,0,0,4,0,64,372,
Hecelchakán,375,C,40,255,55,17,0,0,0,10,0,21,398,
Hecelchakán,376,,45,181,101,10,0,0,0,3,1,10,351,
Hecelchakán,376,C,47,168,89,16,0,0,0,7,1,0,328,
Hecelchakán,377,,33,191,59,29,0,0,0,2,1,14,329,
Hecelchakán,377,C,40,198,65,42,0,0,0,1,0,13,359,
Hecelchakán,378,,41,166,57,38,0,0,1,3,2,11,319,
Hecelchakán,378,C,36,181,52,28,0,0,0,3,2,15,317,
Hecelchakán,379,,42,298,110,49,0,0,0,1,2,22,524,
Hecelchakán,380,,37,191,15,3,1,0,2,1,2,10,262,
Hopelchén,381,,98,185,51,9,2,0,3,1,2,1,352,
Hopelchén,381,C,145,130,38,1,0,0,0,3,0,26,343,
Hopelchén,382,,108,196,40,3,10,1,3,6,2,22,391,
Hopelchén,382,C,126,191,52,15,1,2,2,8,2,26,425,
Hopelchén,383,,128,124,18,5,1,0,3,2,2,10,293,
Hopelchén,383,C,120,120,18,8,0,0,1,3,0,9,279,
Hopelchén,383,E,11,12,3,0,0,1,1,0,0,1,29,
Hopelchén,384,,157,202,55,22,3,0,7,3,1,33,483,
Hopelchén,385,,62,95,2,3,0,0,1,1,0,3,167,
Hopelchén,386,,5,113,4,13,1,0,0,0,0,0,136,
Hopelchén,387,,3,85,14,3,0,0,0,0,0,13,118,
Hopelchén,388,,112,193,35,14,1,0,1,0,1,11,368,
Hopelchén,388,C1,95,144,46,17,1,0,1,3,0,17,324,
Hopelchén,388,C2,119,159,48,18,2,0,1,4,0,15,366,
Hopelchén,389,,114,192,101,14,4,0,5,0,0,20,450,
Hopelchén,390,,3,81,44,1,0,1,2,4,0,0,136,
Hopelchén,391,,31,100,22,0,0,4,0,0,0,35,192,
Hopelchén,392,,5,62,10,3,0,0,0,1,1,0,82,
Hopelchén,393,,21,24,22,2,0,0,0,0,0,2,71,
Hopelchén,394,,164,158,40,8,1,5,2,1,1,12,392,
Hopelchén,395,,55,101,182,6,2,11,1,5,1,13,377,
Hopelchén,396,,41,140,44,34,0,7,1,4,0,0,271,
Hopelchén,397,,62,171,73,8,2,0,0,1,0,18,335,
Hopelchén,398,,35,140,119,24,2,0,1,5,0,33,359,
Hopelchén,399,,50,82,86,1,0,0,0,1,0,24,244,
Hopelchén,400,,66,390,154,56,0,0,0,1,0,0,667,
Hopelchén,401,,26,171,125,22,4,0,2,7,0,12,369,
Hopelchén,401,C,33,135,35,3,1,0,2,1,0,0,210,
Hopelchén,402,,7,87,0,0,0,0,0,1,0,0,95,
Hopelchén,403,,36,118,64,21,0,0,0,0,0,15,254,
Hopelchén,403,C,44,102,50,11,0,0,0,0,0,25,232,
Hopelchén,404,,90,193,72,0,0,0,0,0,0,271,626,
Hopelchén,405,,11,49,19,5,1,1,0,0,0,0,86,
Hopelchén,406,,49,134,20,3,0,0,0,0,0,0,206,
Hopelchén,407,,54,226,124,7,2,1,4,1,0,29,448,
Hopelchén,408,,21,155,11,4,0,0,0,1,0,0,192,
Hopelchén,409,,50,233,43,9,1,1,1,2,0,19,359,
Hopelchén,410,,139,57,20,13,0,0,0,0,0,13,242,
Hopelchén,410,C,171,110,37,14,0,0,0,0,0,11,343,
Hopelchén,411,,102,53,3,4,0,0,0,1,0,0,163,
Hopelchén,412,,3,58,104,0,0,0,0,0,0,0,165,
Calakmul,413,X,14,36,0,0,0,0,0,0,0,12,62,
Hopelchén,413,,27,28,20,2,0,0,0,0,0,0,77,
Calakmul,414,,18,79,17,4,0,0,0,0,0,9,127,
Calakmul,415,,27,216,27,29,0,0,0,0,0,27,326,
Calakmul,415,C,34,179,30,32,0,0,0,0,0,39,314,
Calakmul,416,,4,29,25,3,0,0,0,0,0,6,67,
Calakmul,417,,43,246,82,7,0,0,0,0,0,10,388,
Calakmul,417,C,53,215,84,11,0,0,0,0,0,13,376,
Calakmul,418,,3,46,9,3,0,0,0,0,0,2,63,
Calakmul,419,,10,100,18,9,0,0,0,0,0,12,149,
Calakmul,420,,24,67,24,3,0,0,0,0,0,5,123,
Calakmul,421,,17,110,60,40,0,0,0,0,0,44,271,
Calakmul,421,C,18,126,72,24,0,0,0,0,0,44,284,
Calakmul,422,,12,222,93,1,0,0,0,0,0,11,339,
Calakmul,423,,4,28,69,4,3,0,0,3,0,6,117,
Calakmul,424,,14,97,38,27,0,0,0,0,0,37,213,
Calakmul,425,,25,157,88,11,0,0,0,0,0,21,302,
Calakmul,426,,19,143,35,1,0,0,0,1,0,11,210,
Calakmul,426,C,45,178,81,6,0,0,0,0,0,44,354,
Calakmul,427,,58,221,40,7,0,0,0,0,0,26,352,
Palizada,428,,3,205,158,2,0,0,0,0,0,12,380,
Palizada,428,C,4,218,150,2,0,0,0,0,0,8,382,
Palizada,429,,1,249,240,0,0,0,0,0,0,19,509,
Palizada,429,C,1,243,215,1,1,0,0,0,0,17,478,
Palizada,430,,1,71,104,0,0,0,0,0,0,8,184,
Palizada,431,,4,215,166,2,0,0,0,0,0,19,406,
Palizada,432,,4,118,127,0,0,0,0,0,0,12,261,
Palizada,433,,2,163,124,0,0,0,0,0,0,15,304,
Palizada,434,,2,40,13,0,0,0,0,0,0,0,55,
Palizada,435,,1,170,85,0,0,0,0,0,0,16,272,
Palizada,436,,1,42,27,0,0,0,0,1,0,1,72,
Palizada,437,,0,23,24,0,1,0,0,0,0,1,49,
Palizada,439,,5,88,96,0,0,0,0,0,0,12,201,
Tenabo,440,,10,169,8,127,0,0,0,1,14,23,352,
Tenabo,440,C,20,152,19,125,0,0,1,2,4,32,355,
Tenabo,441,,19,203,16,107,0,0,2,1,30,30,408,
Tenabo,441,C,12,217,18,120,0,0,1,5,19,16,408,
Tenabo,442,,13,248,22,89,0,0,1,3,8,18,402,
Tenabo,442,C,15,232,10,110,0,0,3,1,5,0,376,
Tenabo,442,E,0,2,0,2,0,0,0,0,0,0,4,
Tenabo,443,,10,219,19,116,2,0,1,4,6,16,393,
Tenabo,443,C,5,241,19,110,1,0,1,6,11,23,417,
Tenabo,444,,2,64,0,15,0,0,0,0,1,2,84,
Tenabo,445,,25,427,46,64,0,0,2,4,1,11,580,
Tenabo,446,,6,39,16,0,0,0,0,0,0,3,64,
Tenabo,447,,4,167,16,28,1,0,0,0,1,3,220,
Escárcega,448,,19,148,130,10,0,1,0,1,0,8,317,
Escárcega,448,C,15,108,126,6,0,0,0,1,0,16,272,
Escárcega,449,,24,104,119,6,0,0,0,2,0,10,265,
Escárcega,449,C,13,127,101,5,3,0,0,1,0,11,261,
Escárcega,450,,18,97,106,10,1,0,0,1,0,0,233,
Escárcega,450,C,12,78,106,18,0,0,0,0,0,11,225,
Escárcega,451,,26,153,108,10,3,0,0,0,0,10,310,
Escárcega,451,C,17,153,104,9,7,0,2,1,0,15,308,
Escárcega,452,,27,185,150,15,2,1,0,0,0,8,388,
Escárcega,453,,16,95,86,5,1,0,0,1,0,11,215,
Escárcega,453,C,18,86,97,4,2,0,1,1,0,0,209,
Escárcega,454,,20,150,107,14,1,0,0,1,0,13,306,SAE/RR/PRD/007/99-2000
Escárcega,454,C,25,119,115,13,1,1,0,3,1,17,295,
Escárcega,455,,26,114,49,5,3,0,1,2,0,13,213,
Escárcega,455,X,18,134,181,5,1,0,0,4,0,13,356,
Escárcega,456,,21,110,124,22,1,0,0,0,0,19,297,
Escárcega,457,,25,164,140,17,2,3,0,1,3,9,364,
Escárcega,458,,13,116,83,4,0,0,0,0,0,12,228,
Escárcega,458,C,21,101,79,10,0,1,0,1,1,7,221,
Escárcega,459,,24,168,151,13,5,1,0,4,0,17,383,
Escárcega,460,,19,191,127,21,4,1,0,0,1,20,384,
Escárcega,460,E,6,42,43,7,1,0,0,2,0,4,105,
Escárcega,461,,12,116,111,2,0,3,0,1,0,8,253,
Escárcega,461,C,13,101,99,9,1,0,0,1,0,6,230,
Escárcega,462,,13,78,66,6,3,0,0,0,0,30,196,
Escárcega,462,C,17,96,2,5,2,2,0,2,1,9,136,
Escárcega,463,,21,125,68,12,0,0,0,1,0,7,234,
Escárcega,463,C,16,109,74,12,1,0,0,2,0,6,220,
Escárcega,464,,22,98,121,17,2,1,0,1,0,15,277,
Escárcega,464,C,18,94,113,7,1,1,1,4,0,13,252,
Escárcega,465,,3,16,26,0,0,0,1,1,0,7,54,
Escárcega,465,X,16,41,41,3,0,0,0,0,0,8,109,
Escárcega,466,,25,33,29,1,1,0,0,1,0,8,98,
Escárcega,466,X,4,38,30,5,0,0,0,1,0,3,81,Casilla anulada por la Sala Electoral del Edo. Exp. SAE/RR/PRD/007/99-2000
Escárcega,467,,30,159,50,17,1,0,0,2,0,14,273,
Escárcega,468,,12,117,54,3,2,0,0,0,0,5,193,
Escárcega,468,C,23,13,65,4,1,0,0,2,0,12,120,
Escárcega,468,X,29,103,81,6,0,0,1,0,0,9,229,
Escárcega,469,,16,79,69,8,1,1,0,1,0,15,190,
Escárcega,469,X,2,29,26,4,1,0,0,0,0,4,66,
Escárcega,470,,15,109,80,2,7,0,0,2,1,5,221,
Escárcega,470,C,13,129,72,2,5,0,0,2,0,3,226,
Escárcega,471,,32,101,58,8,4,2,0,3,0,11,219,
Escárcega,471,X,50,87,59,22,6,3,0,6,0,38,271,
Carmen,472,,55,224,59,4,15,0,1,1,0,25,384,
Carmen,473,,23,178,32,14,0,1,0,0,0,14,262,
Carmen,473,X,18,174,28,7,3,0,2,0,0,8,240,
Carmen,474,,26,51,5,3,0,0,0,1,0,0,86,
Escárcega,475,,12,132,160,6,0,4,0,3,0,10,327,
Escárcega,476,,11,106,181,7,0,2,0,2,0,20,329,
Escárcega,477,,10,83,124,6,0,2,0,1,0,5,231,
Escárcega,477,C,5,51,131,6,1,1,0,2,0,2,199,
Carmen,478,,66,115,38,13,0,0,0,2,0,8,242,
Carmen,478,C,64,100,46,5,0,0,0,0,0,0,215,
Carmen,479,,94,109,41,5,0,0,0,5,0,6,260,
Escárcega,480,,19,240,128,14,0,1,0,2,0,27,431,
Escárcega,481,,3,255,84,8,4,2,0,0,0,13,369,
Escárcega,481,X,6,56,23,3,10,4,0,1,0,3,106,
Escárcega,482,,11,130,62,4,0,1,0,3,0,0,211,
Carmen,483,,6,78,20,7,0,1,0,3,0,11,126,
Carmen,484,,56,227,16,5,1,1,0,2,0,9,317,
Carmen,484,X,16,63,10,0,0,0,1,3,0,3,96,
Escárcega,485,,41,120,96,1,1,0,0,1,0,8,268,
Carmen,486,,114,111,12,5,3,0,0,5,0,38,288,
Carmen,486,C,117,105,16,5,1,2,0,1,0,0,247,
Carmen,487,,92,132,90,3,1,1,0,1,0,11,331,
Carmen,488,,30,144,24,5,0,0,0,1,0,24,228,
Escárcega,489,,10,83,84,4,0,1,0,1,0,15,198,
Escárcega,489,C,19,75,73,6,3,0,0,1,0,8,185,SAE/RR/PRD/007/99-2000
Candelaria,490,,4,59,14,36,0,0,0,4,0,0,117,
