CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,NVA _ALIANZA,MORENA,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,194,2,300,202,70,8,17,12,8,7,0,0,0,0,624,24,648,1099
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,195,2,62,84,44,2,20,11,9,3,0,0,1,0,236,13,249,827
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,196,1,75,114,155,10,16,21,9,1,0,1,0,0,402,9,411,655
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,197,2,78,326,279,24,10,20,23,2,3,0,0,0,765,27,792,1275
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,198,1,12,49,35,0,6,9,0,0,0,4,0,0,115,2,117,193
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,199,2,26,146,63,16,5,5,4,0,0,1,0,0,266,7,273,423
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,200,2,244,133,41,16,11,35,11,3,3,4,2,0,503,10,513,924
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,201,2,218,268,114,5,34,32,19,12,2,0,0,0,704,14,718,1202
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,202,1,49,161,122,10,7,4,3,4,0,0,0,0,360,29,389,633
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,203,2,231,207,88,11,19,43,27,12,0,0,0,0,638,14,652,1076
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,204,2,177,279,175,14,22,22,32,2,0,0,2,2,725,26,753,1319
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,205,1,11,37,31,2,11,4,4,0,0,0,0,0,100,8,108,175
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,206,3,239,341,270,41,58,34,192,10,0,0,0,0,1185,26,1211,1838
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,207,2,117,134,79,17,27,12,91,3,1,0,0,5,481,18,504,1425
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,208,3,170,206,153,25,33,18,166,5,3,0,0,6,779,35,820,1772
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,209,3,167,327,575,22,125,33,225,3,0,0,0,0,1477,44,1521,2220
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,210,1,53,138,187,13,34,10,30,0,0,0,0,0,465,16,481,732
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,211,2,84,254,128,29,31,36,70,6,2,0,0,0,640,54,694,1337
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,212,2,70,190,135,14,28,15,94,3,1,0,0,2,550,28,580,840
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,213,2,25,128,94,7,14,8,13,1,0,0,0,0,290,7,297,859
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,214,2,109,239,213,33,44,13,130,4,2,2,0,1,789,38,828,1207
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,215,3,197,433,208,48,80,36,143,13,1,2,0,3,1161,60,1224,1923
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,216,5,325,669,591,70,213,48,264,6,4,0,1,2,2191,86,2279,3297
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,217,1,10,67,136,3,53,5,23,0,0,0,0,0,297,0,297,447
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,217,1,16,163,63,3,75,2,26,0,1,0,0,1,349,12,362,587
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,219,1,15,64,29,20,29,3,31,0,0,0,0,0,191,8,199,272
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,220,3,47,177,207,63,95,10,25,0,4,0,0,2,628,32,662,1661
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,221,8,83,183,451,42,166,31,161,3,0,0,0,4,1120,62,1186,4589
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,222,2,126,154,98,14,17,14,72,0,1,0,1,0,497,15,512,1414
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,223,2,195,207,147,22,54,34,80,2,3,0,0,5,744,28,777,1114
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,224,4,169,855,424,53,40,64,155,3,3,1,0,1,1767,105,1873,2331
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,225,2,77,392,291,26,29,23,61,1,2,1,1,0,904,40,944,1134
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,226,2,13,100,52,47,7,8,4,1,2,0,1,0,235,63,298,359
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,227,1,36,136,100,6,4,3,16,0,1,0,0,0,302,37,339,381
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,228,2,102,226,223,98,74,31,101,1,1,1,0,0,858,192,1050,1253
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,229,1,11,107,79,9,14,9,154,0,0,1,0,1,384,23,408,494
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,230,1,57,122,133,19,11,27,39,0,1,0,0,0,409,34,443,609
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,231,1,38,143,50,11,6,9,53,0,0,0,0,0,310,32,342,416
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,232,3,49,263,270,61,17,38,43,0,0,0,0,0,741,120,861,1912
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,233,1,42,143,157,12,9,8,3,0,0,0,0,0,374,19,393,474
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,234,1,13,127,156,26,2,7,23,0,1,0,0,1,355,20,376,483
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,235,1,43,216,150,16,10,13,22,0,1,0,0,0,471,40,511,600
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,236,1,35,194,90,41,18,14,118,2,0,1,0,0,513,72,585,732
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,237,1,0,87,73,5,6,10,25,0,0,0,0,0,206,17,223,262
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,13,CALNALI,238,1,37,140,102,23,6,16,21,0,3,2,0,0,350,64,414,518
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,240,2,163,293,84,10,12,78,24,3,1,8,0,0,676,18,694,1064
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,241,2,130,226,136,8,7,19,26,7,0,4,0,0,563,29,592,955
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,242,1,18,90,41,0,3,5,10,0,0,1,0,0,168,9,177,292
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,243,1,22,189,59,3,6,46,11,1,2,7,0,0,346,17,363,633
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,244,1,26,68,64,2,4,6,19,1,0,1,0,0,191,13,204,265
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,245,2,132,232,143,7,15,43,49,3,5,5,0,3,634,31,668,1111
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,246,2,186,327,148,3,11,228,86,17,2,8,3,0,1019,36,1055,1461
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,247,1,57,199,87,5,5,90,29,4,0,3,0,0,479,8,487,715
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,248,1,107,130,75,4,8,38,15,5,0,3,0,0,385,18,403,633
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,249,2,161,206,136,12,9,33,97,4,0,6,0,0,664,38,702,1228
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,250,3,211,311,312,12,19,83,91,6,2,9,1,0,1057,46,1103,1900
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,251,1,80,98,80,7,5,43,11,4,2,1,0,0,331,36,367,649
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,252,1,29,255,22,2,4,5,7,0,0,1,0,0,325,14,339,533
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,253,1,16,128,80,6,4,26,10,0,0,1,0,0,271,4,275,558
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,254,1,24,40,72,6,8,76,6,2,0,3,0,0,237,28,265,386
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,255,2,91,216,170,10,11,47,22,4,0,5,0,0,576,49,625,1077
5,13,HIDALGO,5,IXMIQUILPAN,14,CARDONAL,256,2,55,193,79,6,10,29,27,1,0,2,0,0,402,30,432,840
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,257,4,439,487,109,72,51,81,114,7,1,0,0,2,1361,48,1411,2956
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,258,4,498,575,151,101,53,103,62,2,4,3,0,3,1552,37,1592,2722
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,259,3,316,403,80,34,27,51,72,2,0,2,0,0,987,33,1020,1575
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,260,2,213,182,43,18,8,32,31,0,0,0,0,1,527,9,537,813
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,261,2,200,402,47,36,14,45,56,2,1,4,0,1,807,33,841,1373
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,262,4,347,527,78,73,37,96,81,2,3,2,2,0,1248,23,1271,2303
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,263,2,205,235,60,11,25,49,32,2,3,2,2,5,626,22,653,1031
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,264,4,293,626,287,163,68,78,124,4,5,3,2,3,1653,67,1723,2938
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,265,4,340,482,193,72,87,74,150,0,2,0,2,1,1402,46,1449,2328
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,266,2,58,235,33,25,14,57,116,0,2,3,1,1,544,33,578,1120
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,267,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,268,1,26,154,10,26,5,33,22,0,0,0,0,0,276,5,281,502
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,269,4,204,588,143,136,28,109,75,3,5,4,0,1,1295,43,1339,2747
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,270,3,277,377,74,66,26,78,64,134,131,123,46,0,1396,36,1432,1884
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,271,5,418,542,170,155,48,187,98,1,4,4,2,11,1629,44,1684,3026
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,272,2,103,232,13,38,14,24,23,0,2,1,0,1,450,21,472,856
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,273,5,475,734,58,296,50,242,99,5,11,4,2,12,1976,89,2077,3360
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,274,5,248,600,258,159,76,230,172,5,7,5,2,0,1762,78,1840,3177
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,275,2,70,157,39,42,35,58,35,0,1,0,0,2,437,9,448,824
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,276,1,42,150,99,19,34,21,17,0,0,2,0,0,384,12,396,746
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,277,1,72,120,68,14,33,35,15,2,2,1,2,0,364,18,382,690
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,278,1,74,165,52,16,18,31,32,0,0,0,0,0,388,6,394,750
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,279,1,83,108,32,7,11,13,9,1,0,0,0,0,264,6,270,520
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,280,2,227,294,33,28,19,21,67,71,111,150,22,0,1043,17,1060,1207
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,281,2,288,383,58,287,5,52,28,2,3,1,0,0,1107,14,1121,1414
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,282,2,289,266,74,170,4,27,15,2,1,0,0,0,848,16,864,1061
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,283,1,170,162,14,111,2,6,11,0,0,0,1,0,477,8,485,651
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,284,1,104,133,11,67,1,10,8,0,0,0,0,0,334,3,337,430
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,285,1,66,143,12,94,5,12,19,0,1,0,0,0,352,7,359,493
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,286,2,423,229,14,146,0,17,17,0,0,0,0,0,846,14,860,1195
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,287,1,124,118,7,174,2,11,5,5,0,0,1,0,447,6,453,568
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,288,2,182,282,56,202,5,20,41,0,4,0,0,0,792,25,817,1181
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,289,3,346,375,29,447,9,24,48,0,3,0,2,0,1283,19,1302,1763
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,290,1,100,276,9,109,8,3,16,0,0,0,0,0,521,7,528,679
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,291,3,26,407,711,7,5,9,39,2,0,1,0,0,1207,29,1236,1807
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,292,3,30,376,546,4,3,12,36,0,0,1,1,0,1009,33,1042,1508
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,293,1,0,123,98,0,0,0,2,2,0,0,0,0,225,13,238,379
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,294,1,0,139,189,1,0,3,3,1,1,0,0,0,337,15,352,567
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,295,1,1,89,69,1,0,4,23,0,2,0,0,0,189,13,202,293
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,296,1,3,202,222,5,2,7,5,0,0,0,0,0,446,27,473,634
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,297,1,4,142,243,2,3,1,11,1,1,0,0,0,408,14,422,580
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,298,1,6,202,203,1,1,8,3,2,0,2,0,0,428,17,445,702
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,299,1,2,35,71,0,2,5,13,0,0,2,0,0,130,14,144,218
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,300,1,3,120,101,0,1,3,3,0,0,0,0,0,231,8,239,298
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,301,1,1,119,108,0,1,0,2,0,0,1,0,0,232,30,262,363
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,302,1,4,143,216,0,2,2,13,1,0,0,0,0,381,15,396,555
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,303,1,0,81,71,3,0,0,6,0,0,0,0,0,161,8,169,231
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,304,1,1,99,176,1,1,0,4,0,0,0,0,0,282,14,296,449
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,305,1,3,132,245,2,2,1,9,0,0,1,0,0,395,6,401,648
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,306,1,1,70,71,2,0,3,5,1,0,0,0,0,153,10,163,217
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,307,1,8,158,220,3,4,7,13,1,0,0,0,0,414,20,434,666
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,308,1,12,168,240,0,1,12,5,0,0,0,0,0,438,12,450,632
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,309,2,15,354,498,5,5,8,10,0,0,0,0,0,895,32,927,1280
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,310,1,5,214,294,1,0,9,10,4,0,0,0,0,537,12,549,722
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,311,1,1,208,216,0,3,16,4,5,0,4,1,0,458,12,470,642
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,312,3,6,246,427,1,1,6,15,0,0,1,0,1,703,26,730,990
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,313,1,0,74,84,0,0,2,6,0,0,1,0,0,167,7,174,255
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,314,1,3,123,127,0,1,2,5,0,0,0,0,0,261,7,268,346
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,315,2,1,279,358,2,2,6,7,0,1,0,0,0,656,18,674,935
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,316,3,410,372,294,85,6,69,101,3,6,1,2,2,1349,32,1383,2020
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,317,1,147,49,25,23,5,7,27,0,2,0,0,0,285,19,304,633
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,318,1,89,158,80,37,5,11,34,0,1,0,0,0,415,17,432,565
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,319,1,31,89,130,75,6,8,37,0,5,0,1,0,382,25,407,550
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,320,2,97,197,77,23,4,13,296,1,1,0,0,1,709,30,740,994
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,321,1,58,171,23,15,4,9,75,1,1,2,1,0,360,20,380,634
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,322,2,91,296,99,51,8,18,76,3,4,1,0,0,647,20,667,964
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,323,3,213,257,266,67,10,26,144,2,1,0,2,0,988,29,1017,1518
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,324,1,16,143,39,0,5,0,42,0,0,0,0,0,245,11,256,360
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,325,1,36,73,39,34,2,18,6,0,1,0,0,0,209,3,212,296
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,326,1,46,56,14,3,1,6,1,0,0,0,0,0,127,0,127,153
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,327,2,241,309,115,97,7,18,131,2,1,0,1,0,922,24,946,1363
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,328,2,98,296,150,62,1,8,121,0,2,0,1,0,739,34,773,1171
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,329,3,278,325,293,69,6,8,131,0,1,0,0,0,1111,15,1126,1688
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,330,1,6,18,26,24,0,2,3,0,0,0,0,0,79,6,85,115
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,331,3,297,800,151,7,15,95,117,0,1,0,0,0,1483,28,1511,2196
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,332,2,130,410,130,3,14,45,52,0,1,1,0,0,786,26,812,1182
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,333,2,103,371,29,4,4,15,37,0,0,2,0,0,565,18,583,987
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,334,1,44,148,9,2,1,5,3,0,0,0,2,0,214,0,214,292
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,335,2,78,308,30,7,3,25,35,0,0,2,0,0,488,16,504,838
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,336,3,220,510,110,9,11,126,81,3,1,4,0,0,1075,36,1111,1726
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,337,1,43,241,19,2,4,5,16,1,0,0,0,0,331,4,335,467
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,338,1,58,233,27,2,2,13,13,1,0,0,0,0,349,4,353,500
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,339,1,155,234,35,2,7,8,10,2,0,0,0,1,453,9,463,648
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,340,4,941,720,239,10,15,26,63,1,0,1,0,0,2016,40,2056,2933
5,13,HIDALGO,8,ACTOPAN,19,EL ARENAL,341,2,342,374,82,8,6,27,24,2,1,0,0,1,866,25,892,1237
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,20,ELOXOCHITLAN,342,1,12,128,243,129,15,3,4,2,2,0,1,0,539,9,548,701
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,20,ELOXOCHITLAN,343,1,1,44,16,8,32,0,1,1,0,0,0,0,103,2,105,122
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,20,ELOXOCHITLAN,345,2,16,129,296,224,81,4,5,0,3,0,0,0,758,5,763,897
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,20,ELOXOCHITLAN,346,1,10,32,47,63,37,4,1,0,0,1,0,0,195,1,196,230
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,20,ELOXOCHITLAN,348,1,7,41,41,99,72,16,3,0,0,0,0,0,279,4,283,345
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,20,ELOXOCHITLAN,349,1,6,61,20,17,64,0,0,0,0,0,0,0,168,1,169,194
5,13,HIDALGO,10,APAN,21,EMILIANO ZAPATA,350,2,269,265,27,4,12,9,27,1,2,2,0,2,618,6,626,918
5,13,HIDALGO,10,APAN,21,EMILIANO ZAPATA,351,3,312,449,60,25,13,39,62,2,0,2,0,0,964,43,1007,1502
5,13,HIDALGO,10,APAN,21,EMILIANO ZAPATA,352,3,412,330,55,38,14,31,79,5,3,0,0,3,967,34,1004,1634
5,13,HIDALGO,10,APAN,21,EMILIANO ZAPATA,353,2,390,340,43,24,13,21,78,4,1,0,0,1,914,33,948,1421
5,13,HIDALGO,10,APAN,21,EMILIANO ZAPATA,354,2,332,293,38,32,16,34,61,2,0,0,0,3,808,38,849,1430
5,13,HIDALGO,10,APAN,21,EMILIANO ZAPATA,355,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354
5,13,HIDALGO,10,APAN,21,EMILIANO ZAPATA,356,2,268,281,39,23,12,35,58,3,0,0,0,0,719,19,738,1010
5,13,HIDALGO,10,APAN,21,EMILIANO ZAPATA,357,2,280,302,37,18,23,31,61,4,6,0,0,0,762,36,798,1226
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,358,2,588,219,52,6,14,18,39,2,0,0,0,4,938,31,973,1454
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,359,2,499,192,35,8,8,26,27,0,1,0,0,3,796,21,820,1185
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,360,2,307,219,73,5,45,26,35,1,0,0,0,0,711,32,743,1245
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,361,2,187,212,33,9,17,16,26,0,0,0,0,0,500,30,530,827
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,362,1,146,72,23,3,5,8,10,0,0,1,1,0,269,9,278,408
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,363,3,526,279,75,13,30,23,63,5,0,0,0,0,1014,23,1037,1701
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,364,1,72,125,14,11,8,9,25,0,0,0,0,0,264,8,272,471
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,365,1,149,118,10,5,9,4,16,0,0,0,0,0,311,19,330,439
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,366,1,41,36,5,0,3,0,7,0,0,0,0,0,92,0,92,139
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,367,3,75,123,24,0,9,10,18,0,1,0,0,3,260,13,276,1536
5,13,HIDALGO,17,MINERAL DE LA REFORMA,22,EPAZOYUCAN,368,3,578,241,36,13,24,37,60,2,0,1,0,0,992,45,1037,1657
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,369,3,329,341,319,5,21,52,158,2,0,0,0,0,1227,40,1267,2105
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,370,2,267,234,207,3,10,46,99,1,0,0,0,0,867,27,894,1430
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,371,4,278,261,388,9,8,43,123,2,0,0,0,0,1112,22,1134,2326
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,372,2,148,179,158,6,8,34,82,3,0,0,0,0,618,17,635,1015
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,373,3,283,335,302,8,12,49,98,1,0,0,0,0,1088,30,1118,1630
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,374,2,191,292,232,10,14,57,122,0,0,0,0,0,918,32,950,1478
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,375,2,115,218,195,4,8,37,89,1,1,2,0,0,670,20,690,1185
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,376,2,137,106,129,4,4,26,34,0,0,1,0,1,441,17,459,753
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,377,2,110,146,127,4,7,24,31,1,0,1,0,0,451,9,460,751
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,378,3,210,267,176,7,20,85,120,0,0,0,0,1,885,24,910,1512
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,379,2,180,163,193,5,6,114,97,1,0,0,0,0,759,35,794,1406
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,380,2,169,196,143,3,12,76,56,0,0,1,0,0,656,24,680,1115
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,381,2,130,274,221,5,14,77,62,0,0,3,0,0,786,18,804,1288
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,382,2,53,199,286,7,8,34,74,2,1,1,0,0,665,22,687,1145
