SECCION,Municipio,PAN,PRI,PRD,PC,PT,PVEM,PCM,PPS,PDM,NO REGISTRADOS,NULOS
426,Jantetelco,40,143,47,2,4,8,376,2,2,0,25
427,Jantetelco,20,83,43,0,1,0,334,1,0,0,25
428,Jantetelco,5,65,40,0,3,0,282,0,1,2,10
429,Jantetelco,15,391,248,1,0,6,2,0,0,0,18
430,Jantetelco,81,328,119,13,11,10,159,3,3,0,36
431,JIUTEPEC,128,106,130,9,10,13,10,0,1,0,9
432,JIUTEPEC,126,122,128,6,8,9,6,4,0,0,20
433,JIUTEPEC,147,168,251,6,20,23,31,3,0,1,22
434,JIUTEPEC,216,223,377,10,13,20,57,8,3,0,20
435,JIUTEPEC,196,191,270,6,4,22,28,5,1,0,21
436,JIUTEPEC,250,212,315,10,10,28,24,6,0,0,0
437,JIUTEPEC,87,99,125,2,2,14,7,2,0,0,12
438,JIUTEPEC,164,234,213,5,9,25,24,4,1,0,28
439,JIUTEPEC,143,141,271,7,9,24,28,3,0,0,16
440,JIUTEPEC,140,71,135,2,7,13,23,2,2,3,9
441,JIUTEPEC,221,117,202,2,17,31,40,1,0,0,6
442,JIUTEPEC,161,99,139,0,9,57,18,1,0,0,13
443,JIUTEPEC,243,121,197,1,6,44,30,2,0,1,17
444,JIUTEPEC,142,94,96,1,2,15,18,1,0,2,6
445,JIUTEPEC,155,197,160,7,8,25,31,5,0,0,11
446,JIUTEPEC,75,45,68,2,7,15,8,0,0,0,8
447,JIUTEPEC,171,137,100,3,9,23,19,4,0,0,7
448,JIUTEPEC,183,182,162,15,16,32,32,4,0,3,31
449,JIUTEPEC,401,328,466,35,27,39,69,6,3,35,35
450,JIUTEPEC,245,143,252,12,13,22,29,8,3,0,18
451,JIUTEPEC,235,182,185,7,13,20,23,2,0,3,17
452,JIUTEPEC,246,145,132,4,70,24,12,1,4,1,5
453,JIUTEPEC,274,220,251,3,12,42,20,0,2,0,21
454,JIUTEPEC,230,232,379,4,21,21,25,11,1,2,22
455,JIUTEPEC,253,361,377,4,15,19,10,4,3,2,45
456,JIUTEPEC,123,172,132,5,8,8,64,8,0,0,15
457,JIUTEPEC,344,245,240,8,22,12,48,1,1,0,29
458,JIUTEPEC,206,187,255,6,16,21,16,0,0,0,22
459,JIUTEPEC,159,218,173,4,14,19,10,3,0,0,16
460,JIUTEPEC,121,108,111,3,13,16,11,2,1,1,5
461,JIUTEPEC,152,158,110,4,10,23,14,2,0,0,9
462,JIUTEPEC,191,119,168,7,7,37,16,2,0,0,11
463,JIUTEPEC,175,146,183,4,11,33,23,2,1,0,13
464,JIUTEPEC,273,264,295,10,21,20,29,4,1,1,23
465,JIUTEPEC,345,480,513,6,21,42,56,1,2,1,50
466,JIUTEPEC,72,64,102,0,9,14,15,2,0,0,5
467,JIUTEPEC,83,111,186,7,5,28,27,0,1,0,16
468,JIUTEPEC,172,139,202,1,5,31,26,2,0,2,14
469,JIUTEPEC,210,242,333,7,22,51,52,7,0,1,26
470,JIUTEPEC,152,197,352,7,10,25,21,6,1,0,23
471,JIUTEPEC,218,292,218,12,15,30,161,6,0,0,37
472,JIUTEPEC,164,368,197,6,9,23,176,5,0,0,35
473,JIUTEPEC,99,113,104,0,8,10,37,21,1,0,0
474,JIUTEPEC,217,219,183,2,15,22,35,0,0,0,21
475,JIUTEPEC,151,125,114,10,15,22,26,2,0,0,10
476,JIUTEPEC,84,57,124,2,0,23,10,1,0,0,6
477,JIUTEPEC,298,218,486,2,9,69,45,4,2,1,16
478,JIUTEPEC,111,130,158,2,13,29,45,7,1,0,23
479,JIUTEPEC,125,229,210,8,19,36,62,4,0,7,15
480,JIUTEPEC,130,151,119,10,11,40,144,6,4,7,16
481,JIUTEPEC,139,84,347,1,11,21,74,5,1,0,24
482,JIUTEPEC,127,118,295,2,9,19,56,0,1,0,9
483,JIUTEPEC,160,158,462,5,15,43,118,2,3,1,19
484,JIUTEPEC,252,199,812,8,13,46,85,3,2,13,33
485,JIUTEPEC,155,205,634,4,14,21,59,9,2,1,21
486,JIUTEPEC,191,304,488,12,13,20,46,5,0,0,46
487,JIUTEPEC,99,254,327,12,6,12,1,1,1,0,25
488,JIUTEPEC,266,358,377,9,13,34,43,4,1,0,42
489,JIUTEPEC,95,279,150,15,7,13,23,1,2,0,29
490,JIUTEPEC,61,86,88,6,6,6,27,0,0,0,21
491,JIUTEPEC,38,98,62,2,3,2,94,2,0,0,0
492,JIUTEPEC,98,114,72,8,5,14,8,1,3,0,25
493,JIUTEPEC,86,138,101,10,7,20,41,3,0,1,26
494,JIUTEPEC,108,149,80,5,4,23,14,4,1,0,10
495,JIUTEPEC,201,255,202,18,11,27,60,1,1,17,27
496,JIUTEPEC,206,143,121,50,15,18,50,12,0,0,10
497,JIUTEPEC,246,322,509,6,23,17,43,8,1,21,39
498,JIUTEPEC,102,130,270,8,10,21,21,1,1,0,42
499,JIUTEPEC,97,140,287,4,10,8,20,3,1,1,24
500,JIUTEPEC,70,69,115,1,0,21,17,1,0,0,7
501,JOJUTLA,24,319,417,8,13,3,24,6,0,0,28
502,JOJUTLA,11,207,290,3,12,0,24,0,0,0,12
503,JOJUTLA,8,78,176,2,6,1,4,0,0,0,14
504,JOJUTLA,18,318,552,8,47,1,10,3,0,0,16
505,JOJUTLA,14,244,497,4,28,2,11,1,1,0,26
506,JOJUTLA,11,125,288,0,13,3,14,0,1,0,9
507,JOJUTLA,2,169,347,5,5,1,10,2,0,0,9
508,JOJUTLA,8,144,208,3,5,0,13,0,0,0,10
509,JOJUTLA,0,43,49,2,2,0,8,0,1,0,2
510,JOJUTLA,7,154,197,6,5,2,3,0,0,0,0
511,JOJUTLA,23,256,421,6,15,1,34,4,0,0,14
512,JOJUTLA,19,175,252,8,12,2,20,1,0,8,9
513,JOJUTLA,10,206,391,1,15,1,14,1,0,0,17
514,JOJUTLA,16,171,244,2,38,2,8,0,0,0,11
515,JOJUTLA,14,169,218,7,26,8,6,1,0,0,19
516,JOJUTLA,41,365,552,9,31,3,34,2,1,1,23
517,JOJUTLA,2,65,85,2,2,0,3,0,0,0,5
518,JOJUTLA,33,210,99,5,25,4,4,1,1,7,12
519,JOJUTLA,40,207,212,11,23,9,7,1,0,0,12
520,JOJUTLA,18,179,164,4,17,3,0,0,0,0,8
521,JOJUTLA,6,127,188,6,14,0,4,1,0,0,14
522,JOJUTLA,34,118,261,4,4,2,6,0,0,1,9
523,JOJUTLA,25,132,244,2,12,3,8,7,1,0,3
524,JOJUTLA,27,162,299,6,7,4,7,0,0,0,15
525,JOJUTLA,26,211,351,15,25,2,22,1,0,0,24
526,JOJUTLA,27,336,220,9,32,4,67,1,2,0,28
527,JOJUTLA,5,142,184,3,16,1,4,1,0,0,9
528,JOJUTLA,10,140,251,2,53,1,7,3,0,0,23
529,JOJUTLA,7,174,359,8,47,2,8,3,0,0,42
530,JOJUTLA,9,354,403,2,78,6,37,3,0,0,13
531,JOJUTLA,10,211,283,3,93,9,9,12,0,0,5
532,JOJUTLA,7,250,79,0,32,7,4,0,1,0,6
533,JOJUTLA,49,344,282,10,18,8,7,1,1,0,39
534,JOJUTLA,61,347,301,7,9,5,17,2,2,0,20
535,JOJUTLA,65,413,230,4,27,5,11,0,1,0,6
536,JOJUTLA,25,179,94,9,13,4,2,0,2,0,0
537,JONACATEPEC,37,163,195,0,9,0,4,0,0,0,10
538,JONACATEPEC,11,176,403,2,7,0,1,2,0,0,17
539,JONACATEPEC,19,204,289,2,2,0,0,1,0,0,10
540,JONACATEPEC,46,192,360,3,3,2,1,1,1,0,10
541,JONACATEPEC,40,140,320,1,3,3,6,0,0,0,19
542,JONACATEPEC,8,157,341,2,7,0,2,1,0,0,18
543,JONACATEPEC,3,133,89,1,5,0,0,0,1,0,2
544,JONACATEPEC,13,174,254,4,31,5,4,0,2,4,15
545,JONACATEPEC,17,90,185,14,1,0,13,3,0,0,7
546,JONACATEPEC,7,101,171,6,2,0,12,3,0,0,0
547,JONACATEPEC,6,128,174,9,2,0,13,5,0,0,10
548,MAZATEPEC,3,112,382,11,0,0,0,0,0,0,49
549,MAZATEPEC,7,331,440,6,1,1,0,0,0,0,35
550,MAZATEPEC,0,95,357,0,0,0,0,0,0,0,38
551,MAZATEPEC,5,228,213,1,0,0,0,0,0,0,34
552,MAZATEPEC,0,114,218,3,0,0,0,0,0,0,55
553,MAZATEPEC,3,129,212,1,1,2,0,0,1,0,21
554,MAZATEPEC,0,272,204,0,0,0,0,0,0,0,37
555,MIACATLAN,237,288,132,3,4,12,0,0,1,0,15
556,MIACATLAN,222,242,102,4,4,8,0,1,1,0,0
557,MIACATLAN,268,144,159,1,1,1,0,0,1,0,23
558,MIACATLAN,200,275,254,0,0,4,0,3,0,0,26
559,MIACATLAN,93,169,101,0,2,7,0,0,0,0,3
560,MIACATLAN,429,184,188,3,4,8,0,4,2,0,29
561,MIACATLAN,191,233,56,2,6,8,1,2,0,0,8
562,MIACATLAN,202,102,136,1,3,6,0,3,1,0,0
563,MIACATLAN,133,100,37,1,1,9,0,2,0,0,5
564,MIACATLAN,96,195,76,3,3,51,0,1,1,0,22
565,MIACATLAN,130,189,210,34,23,71,1,2,0,0,14
566,MIACATLAN,71,54,7,1,0,13,0,0,0,0,0
567,MIACATLAN,108,159,72,1,1,19,0,1,1,0,8
568,MIACATLAN,92,161,70,1,0,37,0,1,1,0,9
569,OCUITUCO,134,414,275,0,10,0,0,0,0,0,25
570,OCUITUCO,78,211,153,0,6,0,0,0,0,0,15
571,OCUITUCO,78,240,81,0,6,0,0,0,0,0,14
572,OCUITUCO,187,128,142,0,18,4,0,0,0,0,5
573,OCUITUCO,121,117,62,0,8,0,0,0,0,0,0
574,OCUITUCO,145,113,56,0,17,0,0,0,0,0,18
575,OCUITUCO,342,154,125,2,16,5,0,2,1,0,24
576,OCUITUCO,207,173,129,1,13,8,0,3,0,0,24
577,OCUITUCO,76,143,56,0,8,0,1,0,0,0,14
578,OCUITUCO,203,135,104,3,60,2,4,1,2,0,44
579,PUENTE DE IXTLA,28,120,148,0,6,0,28,0,3,0,38
580,PUENTE DE IXTLA,85,228,221,0,9,2,25,0,5,1,38
581,PUENTE DE IXTLA,85,154,200,0,4,5,30,1,25,0,16
582,PUENTE DE IXTLA,53,189,172,0,4,7,30,0,10,0,3
583,PUENTE DE IXTLA,76,258,280,0,6,2,50,0,2,0,14
584,PUENTE DE IXTLA,103,167,199,0,9,3,31,0,18,0,12
585,PUENTE DE IXTLA,63,168,215,5,3,1,43,2,1,0,13
586,PUENTE DE IXTLA,102,228,209,0,8,0,44,1,11,0,15
587,PUENTE DE IXTLA,115,148,193,0,2,0,92,0,0,0,0
588,PUENTE DE IXTLA,49,147,246,0,1,4,113,0,3,0,11
589,PUENTE DE IXTLA,10,85,60,0,0,0,2,0,1,0,3
590,PUENTE DE IXTLA,37,162,213,0,13,0,40,0,2,0,7
591,PUENTE DE IXTLA,67,183,275,0,10,3,62,0,4,0,14
592,PUENTE DE IXTLA,106,150,172,0,4,1,32,1,10,0,11
593,PUENTE DE IXTLA,28,188,140,0,42,2,11,2,0,0,15
594,PUENTE DE IXTLA,20,80,133,0,5,1,2,0,2,0,9
595,PUENTE DE IXTLA,20,201,204,0,7,3,24,1,17,0,14
596,PUENTE DE IXTLA,35,247,176,0,1,2,20,0,13,0,11
597,PUENTE DE IXTLA,33,164,184,0,4,1,9,0,18,0,13
598,PUENTE DE IXTLA,46,259,166,0,14,1,17,0,12,1,8
599,PUENTE DE IXTLA,25,182,154,0,6,1,5,0,11,0,9
600,PUENTE DE IXTLA,17,97,89,1,2,2,11,0,9,0,11
601,PUENTE DE IXTLA,234,267,95,0,10,7,7,3,5,0,12
602,PUENTE DE IXTLA,239,241,100,4,6,9,14,0,5,0,33
603,PUENTE DE IXTLA,27,49,28,1,1,2,0,0,0,0,4
604,PUENTE DE IXTLA,27,73,54,1,1,0,19,0,0,0,4
605,PUENTE DE IXTLA,24,94,131,3,1,1,8,1,64,0,22
606,PUENTE DE IXTLA,39,189,120,5,20,6,11,2,3,4,17
607,PUENTE DE IXTLA,50,176,126,0,18,9,42,0,3,0,0
608,PUENTE DE IXTLA,96,278,151,0,18,6,35,1,2,0,29
609,PUENTE DE IXTLA,68,162,156,0,13,4,8,2,8,0,27
610,PUENTE DE IXTLA,22,56,28,0,0,0,0,0,0,0,0
611,TEMIXCO,49,104,240,4,14,8,126,3,3,0,39
612,TEMIXCO,129,199,74,20,10,12,19,6,3,2,23
613,TEMIXCO,142,48,44,2,2,20,5,14,1,0,0
614,TEMIXCO,144,85,82,7,0,16,8,3,1,0,6
615,TEMIXCO,131,161,169,12,8,18,180,3,2,1,31
616,TEMIXCO,37,217,174,14,8,8,58,5,4,0,20
617,TEMIXCO,100,266,254,19,8,10,75,4,2,0,13
618,TEMIXCO,212,477,390,29,19,24,89,3,5,0,65
619,TEMIXCO,108,148,175,11,6,17,122,4,3,0,11
620,TEMIXCO,210,92,122,6,6,31,44,11,7,0,22
621,TEMIXCO,106,192,104,18,10,28,76,6,31,0,29
622,TEMIXCO,126,295,215,17,9,32,58,7,3,0,31
623,TEMIXCO,82,250,223,11,3,2,28,2,2,0,38
624,TEMIXCO,73,164,205,14,13,27,50,3,3,1,0
625,TEMIXCO,96,210,162,18,9,19,26,3,0,0,15
626,TEMIXCO,109,223,191,15,12,24,86,4,0,0,29
627,TEMIXCO,80,169,140,9,8,24,77,5,2,0,17
628,TEMIXCO,123,262,152,8,3,27,119,6,0,0,12
629,TEMIXCO,102,183,44,6,1,11,10,2,1,0,9
630,TEMIXCO,117,625,153,6,13,27,254,6,2,1,39
631,TEMIXCO,75,266,168,5,3,55,93,2,2,0,25
632,TEMIXCO,45,117,179,7,5,7,27,1,0,0,26
633,TEMIXCO,46,226,218,8,8,14,25,3,2,0,23
634,TEMIXCO,94,258,87,15,9,24,105,2,1,0,9
635,TEMIXCO,82,235,182,7,17,8,41,4,4,0,29
636,TEMIXCO,122,202,123,96,20,32,60,3,2,8,25
637,TEMIXCO,105,239,67,34,9,23,52,3,1,0,20
638,TEMIXCO,78,160,114,94,11,22,68,2,1,0,24
639,TEMIXCO,103,251,77,5,33,21,123,1,0,0,22
640,TEMIXCO,73,170,75,3,15,15,56,1,0,2,16
641,TEMIXCO,92,202,132,5,18,16,90,6,2,0,21
642,TEMIXCO,83,164,100,24,21,23,71,1,1,0,18
643,TEMIXCO,38,104,81,8,6,16,66,3,1,0,17
644,TEMIXCO,92,282,124,22,11,25,86,5,3,0,36
645,TEMIXCO,66,215,160,32,9,14,23,6,1,2,26
646,TEMIXCO,63,127,166,17,9,19,24,2,1,0,8
647,TEMIXCO,142,186,118,17,22,20,45,1,1,0,22
648,TEMIXCO,138,260,203,9,26,23,62,5,2,1,20
649,TEMIXCO,99,165,172,11,9,9,25,1,5,245,12
650,TEMIXCO,31,38,26,1,7,9,8,1,0,0,0
651,TEMIXCO,137,342,197,38,12,21,52,9,0,0,51
652,TEMIXCO,163,187,72,9,8,8,10,10,2,0,23
653,TEMIXCO,16,94,28,8,3,1,7,0,0,0,0
654,TEPALCINGO,5,260,527,3,30,0,0,0,0,0,14
655,TEPALCINGO,13,181,412,1,25,0,0,0,0,0,25
656,TEPALCINGO,11,226,329,4,21,0,0,0,0,0,21
657,TEPALCINGO,4,158,470,0,15,0,0,1,0,0,23
658,TEPALCINGO,6,179,309,0,15,0,0,0,0,0,17
659,TEPALCINGO,11,81,55,0,19,0,0,0,0,0,24
660,TEPALCINGO,162,387,80,1,27,2,1,2,0,1,29
661,TEPALCINGO,101,268,76,1,22,0,0,1,0,0,17
662,TEPALCINGO,13,315,189,2,8,1,0,0,0,0,41
663,TEPALCINGO,8,309,317,4,7,2,0,1,0,0,27
664,TEPALCINGO,0,85,108,0,0,0,0,0,0,0,12
665,TEPALCINGO,7,316,97,2,26,1,0,1,2,0,9
666,TEPALCINGO,7,40,20,2,2,0,0,0,1,0,2
667,TEPALCINGO,11,338,135,2,9,1,0,0,0,0,11
668,TEPALCINGO,9,214,202,1,25,2,0,2,0,0,20
669,TEPALCINGO,8,158,401,2,15,0,1,0,1,0,12
670,TEPOZTLAN,0,59,400,8,0,0,0,0,0,0,23
671,TEPOZTLAN,1,72,429,6,0,0,0,0,0,0,16
672,TEPOZTLAN,0,16,178,0,0,0,0,0,0,0,12
673,TEPOZTLAN,0,90,680,5,1,2,0,0,1,0,25
674,TEPOZTLAN,0,127,464,2,0,0,0,0,0,0,22
675,TEPOZTLAN,0,119,440,5,0,0,0,0,0,0,49
676,TEPOZTLAN,1,113,505,6,1,2,1,0,1,0,21
677,TEPOZTLAN,1,92,342,5,1,2,1,0,1,0,25
678,TEPOZTLAN,0,95,202,8,0,0,0,0,0,0,21
679,TEPOZTLAN,0,97,369,2,0,0,0,0,0,0,34
680,TEPOZTLAN,0,274,177,7,0,0,0,0,0,0,22
681,TEPOZTLAN,0,117,211,2,0,0,0,0,0,0,23
682,TEPOZTLAN,21,142,246,51,6,3,2,0,0,0,28
683,TEPOZTLAN,18,166,270,79,2,3,4,1,1,0,35
684,TEPOZTLAN,0,76,153,10,7,1,4,3,0,0,11
685,TEPOZTLAN,0,136,153,1,0,0,0,0,0,0,17
686,TEPOZTLAN,22,167,257,22,3,16,0,1,2,0,27
687,TEPOZTLAN,14,159,225,8,5,6,3,1,0,0,21
688,TEPOZTLAN,4,60,160,1,3,4,0,0,0,0,5
689,TETECALA,82,201,365,0,0,0,0,0,0,0,39
690,TETECALA,90,260,321,0,0,0,0,0,0,0,52
691,TETECALA,112,148,273,0,2,0,0,0,0,0,25
692,TETECALA,19,154,87,0,0,0,0,0,0,0,8
693,TETECALA,22,188,90,0,0,0,0,0,0,0,22
694,TETECALA,8,76,34,0,0,0,0,0,0,0,4
695,TETELA DEL VOLCAN,283,420,24,0,3,4,80,3,0,1,16
696,TETELA DEL VOLCAN,122,378,48,0,5,1,99,1,0,0,15
697,TETELA DEL VOLCAN,243,736,63,0,8,3,112,4,3,1,15
698,TETELA DEL VOLCAN,8,266,146,1,0,2,9,1,0,0,18
699,TETELA DEL VOLCAN,6,113,374,3,4,5,2,0,0,0,10
700,TETELA DEL VOLCAN,11,75,516,1,4,2,4,2,1,2,11
701,TETELA DEL VOLCAN,9,55,491,4,1,5,6,0,2,0,8
702,TETELA DEL VOLCAN,11,161,315,3,2,8,0,1,0,3,16
703,TLALNEPANTLA,1,301,2,1,3,1,0,0,0,1,9
704,TLALNEPANTLA,4,278,6,1,4,0,2,1,0,0,5
705,TLALNEPANTLA,9,131,26,2,24,2,0,1,0,0,13
706,TLALNEPANTLA,2,81,36,3,43,1,0,0,0,3,9
707,TLALTIZAPAN,25,87,535,4,24,0,0,0,0,0,36
708,TLALTIZAPAN,48,208,503,7,41,5,0,0,1,0,18
709,TLALTIZAPAN,56,164,595,1,26,7,1,1,1,0,19
710,TLALTIZAPAN,21,235,692,0,37,1,1,0,0,0,46
711,TLALTIZAPAN,17,138,333,1,17,1,0,1,0,0,8
712,TLALTIZAPAN,17,157,60,2,2,4,0,0,0,0,18
713,TLALTIZAPAN,11,150,235,0,9,4,0,2,0,0,24
714,TLALTIZAPAN,20,369,369,3,18,12,0,2,0,0,22
715,TLALTIZAPAN,5,85,75,0,5,0,0,1,0,0,3
716,TLALTIZAPAN,14,197,263,7,6,10,2,0,2,0,12
717,TLALTIZAPAN,18,226,391,9,7,8,0,0,0,0,40
718,TLALTIZAPAN,9,98,159,1,10,2,0,0,0,0,8
719,TLALTIZAPAN,12,175,264,2,5,3,0,0,0,0,15
720,TLALTIZAPAN,9,102,109,4,2,2,1,0,0,0,3
721,TLALTIZAPAN,9,51,207,27,6,0,0,0,0,1,5
722,TLALTIZAPAN,13,136,229,3,6,4,0,0,0,0,13
723,TLALTIZAPAN,25,223,406,10,3,16,0,3,0,5,27
724,TLALTIZAPAN,33,244,228,5,6,10,3,0,0,0,16
725,TLALTIZAPAN,69,339,413,7,12,12,4,3,1,3,25
726,TLALTIZAPAN,44,195,254,3,5,5,4,0,0,0,9
727,TLALTIZAPAN,40,168,286,11,9,3,2,1,0,0,17
728,TLALTIZAPAN,25,194,254,1,3,2,0,0,1,0,19
729,TLALTIZAPAN,17,124,209,1,11,2,0,1,0,0,6
730,TLALTIZAPAN,37,232,279,5,5,3,2,1,0,0,11
731,TLALTIZAPAN,42,256,450,6,10,9,0,2,2,3,32
732,TLALTIZAPAN,7,127,228,1,3,3,7,1,0,0,17
733,TLALTIZAPAN,3,114,61,2,2,2,0,0,0,0,3
734,TLAQUILTENANGO,40,226,223,1,47,8,22,4,1,0,27
735,TLAQUILTENANGO,24,177,263,0,45,5,12,2,1,1,16
736,TLAQUILTENANGO,22,121,193,3,38,1,6,1,2,0,17
737,TLAQUILTENANGO,78,306,224,7,138,5,27,1,0,0,2
738,TLAQUILTENANGO,104,195,364,0,85,27,25,3,3,0,18
739,TLAQUILTENANGO,30,266,220,1,50,7,8,0,0,2,16
740,TLAQUILTENANGO,59,326,424,1,158,22,17,1,0,0,19
741,TLAQUILTENANGO,103,226,314,2,75,29,26,3,1,0,25
742,TLAQUILTENANGO,58,186,211,0,50,21,53,0,0,0,12
743,TLAQUILTENANGO,23,112,178,0,48,9,5,1,0,0,11
744,TLAQUILTENANGO,13,53,27,0,15,0,0,0,0,0,12
745,TLAQUILTENANGO,8,187,86,3,25,4,2,0,0,0,0
746,TLAQUILTENANGO,5,147,24,2,18,0,0,0,0,0,10
747,TLAQUILTENANGO,1,75,42,0,26,1,0,0,0,0,0
748,TLAQUILTENANGO,4,249,13,0,13,0,0,0,0,0,6
749,TLAQUILTENANGO,17,314,24,1,61,1,3,0,2,0,0
750,TLAQUILTENANGO,5,154,17,2,8,2,0,2,0,0,9
751,TLAQUILTENANGO,1,88,30,1,3,0,0,0,0,0,0
752,TLAQUILTENANGO,4,82,17,0,4,0,0,0,0,0,2
753,TLAQUILTENANGO,5,130,27,1,16,3,0,0,1,0,5
754,TLAQUILTENANGO,1,112,5,0,3,1,0,1,0,0,5
755,TLAQUILTENANGO,5,132,5,1,14,0,0,0,0,0,0
756,TLAQUILTENANGO,23,321,73,1,37,3,2,1,1,1,22
757,TLAQUILTENANGO,5,136,7,0,11,2,0,0,0,0,0
758,TLAQUILTENANGO,1,64,7,1,8,0,0,2,0,0,1
759,TLAQUILTENANGO,2,70,5,0,21,0,0,0,0,0,1
760,TLAYACAPAN,1,260,244,1,5,1,1,1,0,0,8
761,TLAYACAPAN,2,436,317,4,2,2,0,1,0,4,10
762,TLAYACAPAN,1,419,283,0,5,4,3,0,0,0,10
763,TLAYACAPAN,1,213,225,0,2,2,1,0,0,1,18
764,TLAYACAPAN,2,115,178,3,29,2,5,1,0,0,15
765,TLAYACAPAN,0,109,87,0,1,2,0,0,0,0,10
766,TLAYACAPAN,7,158,178,1,7,1,4,0,0,0,17
767,TLAYACAPAN,2,153,116,0,1,2,0,0,0,0,7
768,TLAYACAPAN,10,327,180,3,2,7,2,2,1,1,16
769,TOTOLAPAN,0,460,113,0,1,0,0,0,0,3,35
770,TOTOLAPAN,0,390,61,0,9,0,0,0,0,0,52
771,TOTOLAPAN,0,403,70,0,2,0,0,0,0,4,31
772,TOTOLAPAN,0,55,31,0,2,0,0,0,0,7,3
773,TOTOLAPAN,0,96,299,0,31,0,0,0,0,7,16
774,TOTOLAPAN,0,47,36,0,3,0,0,0,0,0,13
775,TOTOLAPAN,0,13,78,0,0,0,0,0,0,0,0
776,XOCHITEPEC,96,199,116,14,12,7,68,1,0,1,27
777,XOCHITEPEC,164,316,203,21,9,31,77,6,1,1,64
778,XOCHITEPEC,70,176,77,6,7,10,152,3,0,0,24
779,XOCHITEPEC,61,315,46,4,6,14,114,2,0,0,18
780,XOCHITEPEC,51,224,36,1,5,10,163,1,1,0,36
781,XOCHITEPEC,93,229,89,0,1,7,194,3,0,1,19
782,XOCHITEPEC,61,290,47,1,0,5,211,1,0,0,24
783,XOCHITEPEC,35,251,33,1,1,8,139,2,0,0,8
784,XOCHITEPEC,103,152,52,3,3,8,17,1,2,0,10
785,XOCHITEPEC,109,159,45,6,6,9,25,6,1,0,19
786,XOCHITEPEC,27,66,27,4,2,4,120,1,1,0,4
787,XOCHITEPEC,91,264,94,4,5,25,186,2,3,0,24
788,XOCHITEPEC,59,224,112,2,1,10,125,2,0,1,8
789,XOCHITEPEC,49,138,115,3,0,10,48,2,1,0,15
790,XOCHITEPEC,75,246,80,5,7,4,95,5,2,0,23
791,XOCHITEPEC,24,184,165,4,0,2,23,0,1,0,0
792,XOCHITEPEC,23,167,230,6,2,2,34,2,0,2,18
793,XOCHITEPEC,21,77,91,0,2,7,63,0,0,0,11
794,XOCHITEPEC,186,222,83,1,3,11,105,0,0,0,15
795,XOCHITEPEC,102,204,151,3,8,8,111,0,0,0,23
796,XOCHITEPEC,128,202,150,1,7,6,118,1,1,0,18
797,XOCHITEPEC,110,322,164,6,11,10,26,7,0,0,37
798,XOCHITEPEC,148,207,76,7,4,12,67,1,2,0,15
799,YAUTEPEC,38,217,250,6,6,5,1,1,3,0,21
800,YAUTEPEC,35,167,301,6,3,11,0,1,8,0,14
801,YAUTEPEC,39,210,231,6,9,8,3,0,1,0,13
802,YAUTEPEC,32,243,250,6,10,8,3,1,9,0,19
803,YAUTEPEC,25,159,236,4,7,1,0,0,2,0,6
804,YAUTEPEC,24,233,310,4,7,5,0,1,6,0,12
805,YAUTEPEC,20,185,419,6,4,13,2,0,1,0,18
806,YAUTEPEC,29,255,239,2,6,6,0,1,3,0,3
807,YAUTEPEC,35,142,105,0,12,5,0,1,1,0,8
808,YAUTEPEC,26,220,338,4,4,8,1,2,0,0,17
809,YAUTEPEC,25,242,318,2,1,6,1,2,0,0,16
810,YAUTEPEC,41,281,457,4,13,3,6,0,8,0,22
811,YAUTEPEC,28,222,406,18,9,8,0,1,0,0,40
812,YAUTEPEC,25,218,437,8,11,4,0,0,4,0,13
813,YAUTEPEC,42,290,418,10,13,14,3,0,1,0,46
814,YAUTEPEC,7,111,127,1,1,3,0,0,6,0,6
815,YAUTEPEC,12,153,263,6,9,6,4,0,3,0,8
816,YAUTEPEC,35,220,366,10,9,7,0,0,0,0,7
817,YAUTEPEC,27,304,498,6,14,9,1,4,11,0,16
818,YAUTEPEC,11,202,171,9,23,3,2,0,0,0,32
819,YAUTEPEC,75,123,67,6,8,28,4,0,0,0,22
820,YAUTEPEC,98,141,88,10,4,18,4,2,1,1,55
821,YAUTEPEC,56,116,65,6,2,9,5,0,0,0,0
822,YAUTEPEC,42,106,77,3,4,6,3,0,0,1,32
823,YAUTEPEC,83,123,76,4,5,16,5,1,1,0,30
824,YAUTEPEC,25,54,46,3,3,4,2,0,0,0,9
825,YAUTEPEC,72,148,100,9,7,7,1,3,1,0,0
826,YAUTEPEC,79,112,49,9,7,10,6,1,1,0,12
827,YAUTEPEC,62,145,57,6,3,2,3,0,1,0,15
828,YAUTEPEC,19,182,249,0,6,11,5,1,0,0,21
829,YAUTEPEC,30,215,202,3,4,7,1,1,1,0,13
830,YAUTEPEC,55,146,116,3,2,9,21,1,0,0,16
831,YAUTEPEC,35,50,69,0,2,8,13,2,1,1,7
832,YAUTEPEC,27,40,49,2,7,4,4,0,1,0,0
833,YAUTEPEC,43,104,81,1,3,5,23,1,1,0,12
834,YAUTEPEC,110,211,119,8,7,36,48,5,2,0,8
835,YAUTEPEC,43,73,23,1,3,8,11,0,1,2,8
836,YAUTEPEC,74,189,152,4,9,13,5,2,1,0,12
837,YAUTEPEC,36,166,112,3,9,10,0,0,1,0,17
838,YAUTEPEC,57,162,99,4,13,8,2,1,1,0,21
839,YAUTEPEC,39,204,60,2,9,7,2,0,1,0,21
840,YAUTEPEC,73,273,149,4,11,32,5,1,1,2,13
