Municipio,Seccion,Casilla,Cabecera,PAN,PRI,PRD,PT,PVEM,PRS,PARMEN,C.D.,NO REGISTRADOS,NULOS,Comment
           JALA,245,B,Santa Fe,8,92,0,0,0,0,0,0,0,0,
           JALA,246,B,El Ciruelo,4,56,0,0,0,0,0,0,0,0,
           JALA,246,E,Cofradia de Buenos A.,8,61,0,1,0,0,0,0,0,0,
           JALA,247,B,Coapan,42,102,9,3,0,1,0,0,0,1,
           JALA,248,B,Rosa Blanca,26,261,3,0,0,0,0,1,0,25,
           JALA,249,B,Rosa Blanca,25,223,1,0,1,0,0,0,0,0,
           JALA,250,B,Cofradia de Juanacatlﬂn,17,204,0,1,0,0,0,0,0,9,
           JALA,251,B,Francisco I. Madero,22,143,1,2,0,0,0,1,0,0,
           JALA,252,B,Los Aguajes,15,355,4,2,0,0,0,0,0,10,
           JALA,252,E,San Miguel de Buena Vista,10,111,3,1,0,0,0,0,0,0,
           JALA,253,B,Jomulco,194,309,14,4,2,0,0,5,0,19,
           JALA,254,B,Jomulco,109,160,11,4,6,0,0,3,0,21,
           JALA,255,B,Jomulco,60,178,5,2,1,0,0,8,1,5,
           JALA,256,B,Jomulco,99,197,4,2,5,0,0,3,0,7,
,,,,,,,,,,,,,,
LA YESCA,866,B,La Yesca,16,151,0,4,0,0,0,1,0,4,
LA YESCA,867,B,Guadalupe Ocotlﬂn,44,93,0,1,3,0,4,2,0,12,
LA YESCA,868,B,Puente de Camotlﬂn,13,85,1,0,0,0,0,0,0,11,
LA YESCA,869,B,Puente de Camotlﬂn,126,251,0,0,0,0,0,0,0,8,
LA YESCA,870,B,Huajimic,68,227,0,0,0,0,0,0,0,16,
LA YESCA,871,B,Portezuelo,,,,,,,,,,,No se instalÛ por contar con menos de 50 electores. 
LA YESCA,872,B,Cortapico,2,72,0,0,0,0,0,0,0,4,
LA YESCA,873,B,Amatlﬂn de Jora,4,73,0,0,0,0,0,0,0,3,
LA YESCA,873,E,Ambas Aguas,1,29,0,0,0,0,0,0,0,2,
LA YESCA,873,E,San Pelayo,17,23,0,0,0,0,0,0,0,0,
LA YESCA,874,B,La Manga,15,44,0,1,0,0,0,0,0,5,
LA YESCA,874,E,El Pinal,2,35,0,0,0,0,0,0,0,0,
LA YESCA,875,B,El Roble,18,76,0,1,0,0,0,0,0,9,
LA YESCA,876,B,Huanacaxtle,4,13,0,0,0,0,0,0,0,0,
LA YESCA,877,B,Platanar de los Herrera,,,,,,,,,,,No se instalÛ por contar con menos de 50 electores. 
LA YESCA,878,B,Apozolco,9,136,4,4,0,0,0,0,0,3,
,,,,,,,,,,,,,,
ROSAMORADA,277,B,Rosamorada,98,216,11,2,0,12,0,0,0,0,
ROSAMORADA,277,E,Minitas,26,48,5,0,0,2,0,0,0,1,
ROSAMORADA,278,B,Rosamorada,27,95,2,1,0,2,0,1,0,7,
ROSAMORADA,278,E,Providencia,21,53,7,1,0,0,0,0,0,0,
ROSAMORADA,279,B,Rosamorada,23,82,3,1,1,7,0,0,0,4,
ROSAMORADA,280,B,Rosamorada,34,72,2,0,0,3,0,1,0,4,
ROSAMORADA,281,B,Rosamorada,63,173,5,2,0,15,0,3,0,11,
ROSAMORADA,282,B,Rosamorada,85,202,2,2,0,7,0,2,0,8,
ROSAMORADA,283,B,Francisco Villa,50,126,4,6,0,2,0,2,0,11,
ROSAMORADA,284,B,Bonita,13,64,1,2,0,1,0,0,0,1,
ROSAMORADA,285,B,Teponohuaxtla,10,92,18,3,2,0,0,31,0,2,
ROSAMORADA,286,B,Pescadero,18,212,5,2,1,0,0,0,0,0,
ROSAMORADA,286,E,Abelardo L. Rodr›guez,5,64,2,0,0,1,0,0,0,0,
ROSAMORADA,287,B,San Miguelito,62,136,4,12,2,0,0,1,0,0,
ROSAMORADA,288,B,Llano del Tigre,120,218,39,14,0,2,0,5,0,9,
ROSAMORADA,289,B,Zomatlﬂn (Caimanero),41,323,80,4,0,8,0,0,0,11,
ROSAMORADA,290,B,Paramita,31,209,33,1,0,10,0,1,0,7,
ROSAMORADA,291,B,San Juan Bautista,84,196,10,7,0,0,0,1,0,11,
ROSAMORADA,291,E,Rosarito,18,19,0,0,0,0,0,0,0,9,
ROSAMORADA,291,E,El Bﬂlsamo,8,18,1,1,0,0,0,0,0,0,
ROSAMORADA,292,B,Mojocuahutla,12,76,2,3,0,2,0,0,0,5,
ROSAMORADA,292,E,Agua Aceda,15,31,3,1,2,0,0,1,0,0,
ROSAMORADA,293,B,Los Arrayanes,8,71,12,2,0,0,0,0,0,0,
ROSAMORADA,294,B,San Marcos Coyutlﬂn,9,68,3,1,0,0,0,0,0,0,
ROSAMORADA,295,B,Cofradia de Coyutlﬂn,54,238,12,8,2,3,0,0,0,0,
ROSAMORADA,296,B,Las Pilas,30,236,22,8,0,0,0,0,0,5,
ROSAMORADA,297,B,Paso Real del Bejuco,53,195,23,2,0,0,0,0,0,0,
ROSAMORADA,298,B,Chilapa,53,202,10,6,0,0,0,0,0,0,
ROSAMORADA,299,B,Chilapa,62,174,20,3,2,1,1,0,0,0,
ROSAMORADA,300,B,Chilapa,124,160,20,8,3,0,0,0,0,0,
ROSAMORADA,301,B,Colonia 18 de Marzo,135,318,17,5,1,2,0,1,0,35,
ROSAMORADA,302,B,Pericos,61,342,11,2,0,0,0,0,0,22,
ROSAMORADA,303,B,Pericos,36,217,15,0,0,0,0,0,0,0,
ROSAMORADA,304,B,Pericos,49,267,26,0,0,0,0,0,0,0,
ROSAMORADA,305,B,Pimientillo,100,217,2,1,0,0,1,0,0,0,
ROSAMORADA,306,B,Pimientillo,142,255,4,1,0,0,0,0,0,4,
ROSAMORADA,307,B,Los Medina,105,133,3,2,0,0,0,0,0,6,
ROSAMORADA,308,B,Vicente Guerrero,53,209,4,0,0,1,0,0,0,13,
ROSAMORADA,309,B,La Boquita,96,237,6,7,2,1,0,1,0,3,
ROSAMORADA,310,B,San Vicente,67,144,126,5,1,0,0,1,0,10,
ROSAMORADA,311,B,San Vicente,40,168,104,2,0,1,0,0,0,16,
ROSAMORADA,311,E,San Vicente,15,74,47,1,0,0,0,6,0,7,
ROSAMORADA,311,E,La Loma,42,57,15,2,1,0,0,2,0,4,
ROSAMORADA,312,B,San Vicente,32,165,21,4,0,1,0,0,0,11,
ROSAMORADA,313,B,San Vicente,59,122,41,7,0,0,0,1,0,0,
ROSAMORADA,314,B,El Tamarindo,114,175,2,3,4,0,0,1,1,2,
ROSAMORADA,315,B,El Tamarindo,104,126,3,4,1,0,0,3,0,3,
ROSAMORADA,316,B,El Ochenta,17,25,1,3,0,0,0,1,0,0,
ROSAMORADA,316,E,Los Leandros,19,31,4,2,0,2,1,1,0,1,
ROSAMORADA,316,E,Puente del Bejuco,10,34,1,3,0,1,0,1,0,1,
ROSAMORADA,317,B,Santa Fe,17,145,4,2,1,0,0,0,0,7,
ROSAMORADA,318,B,San Diego del Naranjo,26,88,4,3,0,0,0,0,0,3,
ROSAMORADA,319,B,San Juan Coroapan,3,75,0,0,0,4,1,2,0,12,
,,,,,,,,,,,,,,
RUIZ,320,B,Ruiz,201,293,13,0,0,9,0,4,0,0,
RUIZ,321,B,Ruiz,226,220,4,3,0,15,0,3,0,9,
RUIZ,322,B,Ruiz,244,201,16,3,0,5,0,4,0,10,
RUIZ,323,B,Ruiz,127,140,32,3,0,3,0,23,0,14,
RUIZ,324,B,Ruiz,220,194,4,0,0,14,0,2,0,4,
RUIZ,325,B,Ruiz,137,136,8,2,3,1,0,1,0,4,
RUIZ,326,B,Ruiz,159,252,2,0,0,2,0,0,0,5,
RUIZ,327,B,Ruiz,135,141,8,2,0,3,0,0,0,17,
RUIZ,328,B,Ruiz,155,216,8,4,0,1,0,1,0,0,
RUIZ,329,B,Ruiz,189,209,9,2,1,6,0,3,0,10,
RUIZ,330,B,Ruiz,97,145,10,1,0,2,0,0,0,0,
RUIZ,331,B,Ruiz,121,124,4,3,0,2,0,4,0,0,
RUIZ,332,B,El Huicot,0,42,1,0,0,0,0,0,0,0,
RUIZ,333,B,San Pedro Ixcatﬂn,29,138,3,4,0,0,0,1,0,7,
RUIZ,333,E,Presidio de los Reyes,8,135,4,4,1,0,0,0,0,1,
RUIZ,334,B,El Naranjo,3,71,0,0,0,0,0,1,0,1,
RUIZ,334,E,Chimaltita,2,45,2,0,0,0,0,0,0,3,
RUIZ,335,B,El Carrizo,1,49,0,0,0,1,0,0,0,1,
RUIZ,336,B,El Zopilote,25,112,2,2,0,0,0,0,0,0,
RUIZ,336,E,Pozolillo,13,11,1,0,0,0,0,0,0,0,
RUIZ,337,B,El Venado,93,151,20,3,1,0,0,5,0,12,
RUIZ,338,B,El Venado,95,81,6,3,1,0,0,1,0,6,
RUIZ,339,B,La Jarretadera,18,57,0,2,0,0,0,0,0,1,
RUIZ,340,B,Laguna del Mar,44,90,4,3,0,0,0,0,0,0,
RUIZ,341,B,San Lorenzo,62,126,0,1,0,2,0,0,0,0,
RUIZ,342,B,Juan Escutia,33,92,15,3,0,1,0,6,0,8,
RUIZ,343,B,Vado de San Pedro,120,221,7,9,0,2,0,3,0,0,
RUIZ,344,B,H. Batallæn de San Blas,58,111,4,20,0,3,0,3,0,0,
RUIZ,345,B,Puerta de Platanares,32,110,2,2,0,2,0,0,0,10,
RUIZ,346,B,Cordæn del Jilguero,18,107,0,0,0,0,0,0,0,1,
RUIZ,346,E,La Bolita,9,72,2,2,1,0,0,0,0,3,
RUIZ,346,E,El Refugio,6,42,0,0,0,0,0,1,0,0,
,,,,,,,,,,,,,,
SAN BLAS,347,B,San Blas,429,206,3,3,2,1,0,1,0,18,
SAN BLAS,348,B,San Blas,209,108,9,12,0,1,2,1,0,8,
SAN BLAS,349,B,San Blas,279,136,13,2,3,0,0,0,0,0,
SAN BLAS,350,B,San Blas,441,182,5,3,1,0,0,1,0,0,
SAN BLAS,351,B,San Blas,366,164,9,1,4,5,0,0,2,17,
SAN BLAS,352,B,San Blas,297,101,4,2,2,0,0,0,0,0,
SAN BLAS,353,B,La Goma,63,116,81,8,0,1,0,0,0,7,
SAN BLAS,354,B,La Culebra,45,75,21,4,0,11,0,3,0,8,
SAN BLAS,355,B,El Carle±o,57,101,7,2,0,0,0,0,0,0,
SAN BLAS,356,B,Autan,111,213,29,6,2,1,0,13,0,6,
SAN BLAS,357,B,Autan,119,152,45,2,1,1,0,13,0,15,
SAN BLAS,358,B,El Madrigale±o,89,133,10,6,0,4,1,0,0,7,
SAN BLAS,359,B,Guadalupe Victoria,122,70,3,7,4,0,0,1,0,6,
SAN BLAS,360,B,Guadalupe Victoria,203,120,7,5,1,0,0,0,0,0,
SAN BLAS,361,B,Guadalupe Victoria,181,146,15,3,0,1,0,0,0,0,
SAN BLAS,362,B,Pimientillo,74,75,2,1,1,1,0,0,0,0,
SAN BLAS,363,B,Playa de Ram›rez,42,55,0,2,0,1,0,1,0,0,
SAN BLAS,364,B,El Capomo,2,41,51,0,0,0,0,0,0,0,
SAN BLAS,365,B,Reforma Agraria,37,60,58,6,0,0,0,0,0,0,
SAN BLAS,366,B,Huaristemba,88,124,19,15,1,4,0,2,0,6,
SAN BLAS,367,B,Navarrete,231,231,23,7,3,2,3,4,0,18,
SAN BLAS,368,B,Isla del Conde,52,93,3,0,2,18,0,1,0,5,
SAN BLAS,369,B,L. y Gongora (El Ciruelo),133,196,3,5,1,2,0,3,0,0,
SAN BLAS,370,B,El Limæn,90,113,2,0,6,0,0,3,0,3,
SAN BLAS,371,B,Boca del Asadero,23,19,2,0,0,0,0,0,0,0,
SAN BLAS,372,B,La Chiripa,35,53,0,0,0,0,0,1,0,0,
SAN BLAS,373,B,Chacalilla,54,101,2,1,0,0,1,0,0,0,
SAN BLAS,374,B,Las Palmas,43,47,2,2,0,0,0,1,0,2,
SAN BLAS,375,B,La Chiltera,19,47,3,1,0,0,0,1,0,2,
SAN BLAS,376,B,La Libertad,188,183,3,7,1,1,0,1,2,11,
SAN BLAS,377,B,Singayta,41,23,2,1,0,0,0,0,0,2,
SAN BLAS,378,B,Pintade±o,35,35,5,1,1,3,0,3,0,2,
SAN BLAS,379,B,Puerto Lindavista,4,18,5,0,0,0,0,0,0,1,
SAN BLAS,380,B,Huaynamota,3,75,6,2,3,1,0,0,0,2,
SAN BLAS,381,B,Jos⁄ Mar›a Mercado,15,57,33,1,0,0,0,3,0,0,
SAN BLAS,382,B,Mecatan,38,275,127,2,2,3,0,0,0,17,
SAN BLAS,383,B,Mecatan,30,195,112,0,0,0,0,0,0,0,
SAN BLAS,384,B,La Bajada,99,73,34,4,1,0,0,0,0,9,
SAN BLAS,385,B,La Palma,175,179,24,4,0,1,1,3,0,12,
SAN BLAS,386,B,Aticama,175,142,87,4,1,4,0,2,0,9,
SAN BLAS,387,B,Jalcocotﬂn,108,182,77,4,0,1,0,0,3,13,
SAN BLAS,388,B,Jalcocotﬂn,70,82,105,6,3,1,0,2,0,11,
SAN BLAS,389,B,Jalcocotﬂn,55,73,129,7,0,3,0,0,0,0,
SAN BLAS,390,B,Jalcocotﬂn,119,174,68,8,4,1,2,0,0,15,
SAN BLAS,391,B,Tecuitata,22,83,10,3,0,0,0,3,0,0,
SAN BLAS,392,B,Santa Cruz,173,168,10,0,1,0,0,0,0,0,
SAN BLAS,393,B,Santa Cruz,52,80,13,1,0,0,0,2,0,0,
SAN BLAS,394,B,El Cora,2,69,87,1,0,0,0,0,0,0,
SAN BLAS,395,B,El Llano,96,192,29,5,0,0,0,4,0,16,
SAN BLAS,396,B,Jolotemba,8,59,11,0,0,0,0,2,0,0,
SAN BLAS,397,B,El Espino,5,52,2,1,0,0,0,0,0,3,
,,,,,,,,,,,,,,
SAN PEDRO LAGUNILLAS,398,B,San Pedro Lagunillas,162,293,3,5,1,1,0,13,0,7,
SAN PEDRO LAGUNILLAS,399,B,San Pedro Lagunillas,175,278,4,1,2,0,0,1,0,0,
SAN PEDRO LAGUNILLAS,400,B,San Pedro Lagunillas,100,225,2,5,0,0,0,2,0,3,
SAN PEDRO LAGUNILLAS,401,B,San Pedro Lagunillas,99,237,8,1,4,4,1,0,0,8,
SAN PEDRO LAGUNILLAS,402,B,Tepetiltic,7,109,0,0,0,0,0,0,0,0,
SAN PEDRO LAGUNILLAS,403,B,Milpillas Bajas,10,97,2,2,0,0,0,0,0,3,
SAN PEDRO LAGUNILLAS,404,B,Las Guasimas,53,96,1,4,0,0,0,3,0,1,
SAN PEDRO LAGUNILLAS,404,E,La Puerta del Rio,30,12,1,0,0,0,0,1,0,1,
SAN PEDRO LAGUNILLAS,405,B,Cerro Pelæn,8,33,0,0,0,0,0,2,0,2,
SAN PEDRO LAGUNILLAS,406,B,Tequilita,91,133,3,1,0,0,1,1,0,8,
SAN PEDRO LAGUNILLAS,407,B,Amado Nervo,69,65,1,0,0,0,0,1,0,6,
SAN PEDRO LAGUNILLAS,408,B,Amado Nervo,179,79,1,2,0,0,0,0,0,8,
SAN PEDRO LAGUNILLAS,409,B,Amado Nervo,116,71,2,1,0,0,0,3,0,7,
SAN PEDRO LAGUNILLAS,410,B,Cuastecomate,31,292,9,3,0,1,0,6,0,5,
,,,,,,,,,,,,,,
SANTA MARIA DEL ORO,411,B,Santa Mar›a del Oro,11,172,233,20,0,5,0,4,0,22,
SANTA MARIA DEL ORO,411,E,La Laguna,0,28,7,0,0,0,0,0,0,0,
SANTA MARIA DEL ORO,412,B,Santa Mar›a del Oro,28,365,289,3,0,1,0,0,0,0,
SANTA MARIA DEL ORO,413,B,Las Cuevas,0,37,34,4,0,0,0,0,0,1,
SANTA MARIA DEL ORO,414,B,Buckingham,8,88,16,2,0,0,1,0,0,4,
SANTA MARIA DEL ORO,414,E,Miguel Hidalgo,3,110,13,5,0,0,0,2,0,0,
SANTA MARIA DEL ORO,415,B,Colonia Moderna,6,200,65,7,0,1,0,0,0,11,
SANTA MARIA DEL ORO,416,B,San Jos⁄ de Mojarras,18,356,116,8,0,2,1,1,0,8,
SANTA MARIA DEL ORO,417,B,Rincæn de Colimayo,14,30,4,3,0,0,0,0,0,0,
SANTA MARIA DEL ORO,417,E,El Huanacaxtle,0,50,12,0,0,0,0,0,0,0,
SANTA MARIA DEL ORO,418,B,El Buruato,1,106,48,1,0,1,0,0,0,0,
SANTA MARIA DEL ORO,419,B,Cerro Blanco,6,148,68,2,1,4,0,0,0,9,
SANTA MARIA DEL ORO,420,B,La Labor,0,65,73,1,0,0,0,0,0,0,
SANTA MARIA DEL ORO,421,B,La Labor,10,287,224,8,0,6,1,0,0,28,
SANTA MARIA DEL ORO,422,B,El Limæn,8,175,75,7,2,0,0,0,0,5,
SANTA MARIA DEL ORO,422,E,La Galinda,1,34,26,1,0,0,0,0,0,0,
SANTA MARIA DEL ORO,423,B,Cofradia de Acuitapilco,3,186,20,4,0,1,0,2,0,2,
SANTA MARIA DEL ORO,423,E,Platanitos,0,55,5,2,0,0,0,0,0,7,
SANTA MARIA DEL ORO,424,B,Real de Acuitapilco,1,87,28,4,0,0,0,2,0,0,
SANTA MARIA DEL ORO,424,E,"La Estanzuela, La Hiedra",2,25,6,1,0,0,0,0,0,2,
SANTA MARIA DEL ORO,425,B,San Leonel,9,138,60,8,0,0,0,1,0,7,
SANTA MARIA DEL ORO,426,B,El Ermita±o,0,70,6,1,0,0,0,1,0,3,
SANTA MARIA DEL ORO,427,B,Zapotanito,2,165,203,6,1,0,1,1,0,11,
SANTA MARIA DEL ORO,428,B,Ocotillo,14,55,6,5,0,1,0,0,0,5,
SANTA MARIA DEL ORO,429,B,Tequepexpan,24,193,49,13,2,0,1,13,0,12,
SANTA MARIA DEL ORO,430,B,Chapalilla,88,126,30,5,1,1,19,1,0,15,
SANTA MARIA DEL ORO,431,B,Chapalilla,71,112,18,2,2,0,6,1,0,0,
SANTA MARIA DEL ORO,432,B,El Torreæn,22,55,12,0,0,0,1,2,0,4,
SANTA MARIA DEL ORO,433,B,El Ahualamo,25,316,96,4,0,1,1,41,0,30,
SANTA MARIA DEL ORO,434,B,Las Mesitas,1,47,17,1,0,0,0,0,0,2,
,,,,,,,,,,,,,,
SANTIAGO IXCUINTLA,435,B,Santiago Ixcuintla,55,107,32,33,1,3,1,1,0,13,
SANTIAGO IXCUINTLA,436,B,Santiago Ixcuintla,109,252,17,23,4,0,0,1,0,11,
SANTIAGO IXCUINTLA,437,B,Santiago Ixcuintla,115,288,45,44,3,0,1,0,0,12,
SANTIAGO IXCUINTLA,438,B,Santiago Ixcuintla,64,199,15,33,1,3,0,0,0,11,
SANTIAGO IXCUINTLA,439,B,Santiago Ixcuintla,55,144,7,11,0,5,0,0,0,6,
SANTIAGO IXCUINTLA,440,B,Santiago Ixcuintla,125,121,11,5,0,2,0,0,0,0,
SANTIAGO IXCUINTLA,441,B,Santiago Ixcuintla,99,178,31,22,2,1,0,0,0,10,
SANTIAGO IXCUINTLA,442,B,Santiago Ixcuintla,63,147,16,40,5,0,2,0,0,0,
SANTIAGO IXCUINTLA,443,B,Santiago Ixcuintla,53,210,12,23,0,0,0,3,0,4,
SANTIAGO IXCUINTLA,444,B,Santiago Ixcuintla,38,165,10,10,0,1,0,1,0,10,
SANTIAGO IXCUINTLA,445,B,Santiago Ixcuintla,45,125,6,8,1,0,0,0,0,0,
SANTIAGO IXCUINTLA,446,B,Santiago Ixcuintla,61,240,9,18,1,0,0,1,0,2,
SANTIAGO IXCUINTLA,447,B,Santiago Ixcuintla,82,252,15,32,3,0,0,14,0,0,
SANTIAGO IXCUINTLA,448,B,Santiago Ixcuintla,54,215,34,37,0,3,0,3,0,13,
SANTIAGO IXCUINTLA,449,B,Santiago Ixcuintla,31,104,3,12,0,2,0,0,0,3,
SANTIAGO IXCUINTLA,450,B,Santiago Ixcuintla,41,179,19,20,2,0,0,1,0,6,
SANTIAGO IXCUINTLA,451,B,Santiago Ixcuintla,94,220,16,35,2,0,0,3,0,0,
SANTIAGO IXCUINTLA,452,B,Santiago Ixcuintla,42,155,32,9,0,5,0,1,0,8,
SANTIAGO IXCUINTLA,453,B,Santiago Ixcuintla,32,150,5,6,2,2,0,1,0,5,
SANTIAGO IXCUINTLA,454,B,Santiago Ixcuintla,18,108,8,5,0,0,0,3,0,2,
SANTIAGO IXCUINTLA,455,B,Santiago Ixcuintla,29,219,13,14,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,456,B,Santiago Ixcuintla,18,112,7,13,0,0,0,0,0,8,
SANTIAGO IXCUINTLA,457,B,Palmar de Cuautla,18,207,14,19,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,458,B,Puerta de Palapares,5,197,3,91,0,1,0,0,0,2,
SANTIAGO IXCUINTLA,459,B,Santa Cruz,19,369,8,64,0,2,0,1,0,0,
SANTIAGO IXCUINTLA,460,B,San Andres,29,154,1,155,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,460,E,Ca±ada Grande,1,25,1,24,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,461,B,Mayorquin,5,143,24,67,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,462,B,El Mezcal,28,61,5,3,0,1,0,0,0,0,
SANTIAGO IXCUINTLA,463,B,Mezcaltitﬂn,20,348,4,17,9,2,2,0,0,0,
SANTIAGO IXCUINTLA,464,B,Las Labores,42,68,10,31,0,0,0,0,0,10,
SANTIAGO IXCUINTLA,465,B,La Higuerita,34,121,12,78,0,2,0,4,0,15,
SANTIAGO IXCUINTLA,466,B,Rancho Nuevo,6,108,2,119,0,0,0,0,0,16,
SANTIAGO IXCUINTLA,467,B,Aztlﬂn de las Garzas,35,91,10,15,0,0,0,1,0,1,
SANTIAGO IXCUINTLA,468,B,San Miguel No. 2,45,149,6,9,2,0,0,3,0,0,
SANTIAGO IXCUINTLA,469,B,El Limæn,13,135,44,9,0,1,0,0,0,0,
SANTIAGO IXCUINTLA,470,B,Valle Morelos,73,242,19,44,1,2,0,0,0,11,
SANTIAGO IXCUINTLA,471,B,Pozo de Ibarra,13,47,49,6,1,11,0,0,0,6,
SANTIAGO IXCUINTLA,472,B,Pozo de Ibarra,23,120,113,19,1,13,0,0,0,0,
SANTIAGO IXCUINTLA,473,B,Pozo de Ibarra,14,150,95,15,1,8,0,1,0,14,
SANTIAGO IXCUINTLA,474,B,Pozo de Ibarra,14,115,111,22,0,7,0,0,0,0,
SANTIAGO IXCUINTLA,475,B,Paredones,61,59,29,15,0,0,0,0,0,2,
SANTIAGO IXCUINTLA,476,B,Pantano Grande,48,42,7,20,1,1,0,1,0,5,
SANTIAGO IXCUINTLA,477,B,Acaponetilla,27,102,12,15,1,1,2,0,0,8,
SANTIAGO IXCUINTLA,478,B,Las Parejas,8,121,4,22,1,1,0,0,0,0,
SANTIAGO IXCUINTLA,478,E,Emerita,9,26,4,10,0,1,0,0,0,2,
SANTIAGO IXCUINTLA,479,B,El Cantæn de Lozada,2,45,1,0,0,0,0,0,0,3,
SANTIAGO IXCUINTLA,480,B,Acatan de las Pi±as,10,90,5,6,0,0,0,0,0,4,
SANTIAGO IXCUINTLA,480,E,Paso Real de Cahuipa,24,67,4,6,0,0,0,0,0,2,
SANTIAGO IXCUINTLA,480,E,Hacienda Vieja,14,32,1,6,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,481,B,Redenciæn,7,48,7,20,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,482,B,Estaciæn Yago,35,108,27,81,0,1,0,0,0,0,
SANTIAGO IXCUINTLA,483,B,Estaciæn Yago,49,198,26,149,3,1,0,3,0,0,
SANTIAGO IXCUINTLA,484,B,Estaciæn Yago,43,168,12,141,0,10,0,3,0,0,
SANTIAGO IXCUINTLA,485,B,El Capomal,36,154,36,24,2,0,0,1,0,15,
SANTIAGO IXCUINTLA,485,E,Col. H. Provincia,3,48,1,1,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,486,B,El Capomal,10,86,12,14,1,0,0,0,0,2,
SANTIAGO IXCUINTLA,487,B,Puerta Azul,85,160,22,18,0,0,0,0,0,10,
SANTIAGO IXCUINTLA,487,E,Ojos de Agua,22,47,8,24,1,0,0,2,0,1,
SANTIAGO IXCUINTLA,488,B,El Puente,98,112,14,7,0,3,0,1,0,0,
SANTIAGO IXCUINTLA,489,B,Colonia Emiliano Zapata,78,71,15,11,0,1,0,1,0,0,
SANTIAGO IXCUINTLA,489,E,El Novillero,27,44,2,5,1,0,0,0,0,2,
SANTIAGO IXCUINTLA,490,B,Colonia Emiliano Zapata,65,89,26,7,0,0,0,1,0,9,
SANTIAGO IXCUINTLA,491,B,Pozo de Villa,20,72,76,8,0,2,0,0,3,16,
SANTIAGO IXCUINTLA,492,B,El Gavilﬂn Chico,42,88,28,2,0,0,0,2,0,10,
SANTIAGO IXCUINTLA,493,B,Sentispac,77,221,65,32,1,1,0,2,0,9,
SANTIAGO IXCUINTLA,494,B,Sentispac,54,118,43,22,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,495,B,Sentispac,62,102,36,52,0,0,0,4,0,6,
SANTIAGO IXCUINTLA,496,B,Campo de los Limones,39,161,48,19,0,1,0,0,0,8,
SANTIAGO IXCUINTLA,497,B,Boca de Camichin,19,115,5,91,0,1,0,2,0,4,
SANTIAGO IXCUINTLA,498,B,Los Corchos,46,135,32,35,1,28,0,2,0,13,
SANTIAGO IXCUINTLA,499,B,Toro Mocho,7,128,3,8,0,0,0,0,0,1,
SANTIAGO IXCUINTLA,500,B,Pueblo Nuevo,21,94,30,11,1,1,0,0,0,8,
SANTIAGO IXCUINTLA,501,B,Cerritos,32,118,19,15,0,0,0,0,0,7,
SANTIAGO IXCUINTLA,502,B,Gavilﬂn Grande,48,115,23,40,0,0,0,1,0,9,
SANTIAGO IXCUINTLA,503,B,Amapa,39,236,29,75,1,1,0,1,0,21,
SANTIAGO IXCUINTLA,504,B,Amapa,33,175,31,25,4,2,0,1,0,10,
SANTIAGO IXCUINTLA,505,B,La Presa,74,163,6,95,0,2,0,0,0,16,
SANTIAGO IXCUINTLA,506,B,La Presa,49,111,5,48,1,0,0,2,0,2,
SANTIAGO IXCUINTLA,507,B,La Presa,32,98,3,91,0,0,0,0,0,31,
SANTIAGO IXCUINTLA,508,B,La Presa,36,136,9,151,1,0,0,0,0,12,
SANTIAGO IXCUINTLA,509,B,San Isidro,41,140,3,46,0,0,0,0,0,4,
SANTIAGO IXCUINTLA,510,B,Valle Zaragoza,27,113,10,58,0,0,0,1,0,0,
SANTIAGO IXCUINTLA,511,B,El Tizate,58,248,49,72,1,0,0,2,0,17,
SANTIAGO IXCUINTLA,512,B,Valle Lerma,94,205,21,31,3,2,0,2,0,0,
SANTIAGO IXCUINTLA,513,B,El Nanche,20,127,20,92,1,0,0,1,0,8,
SANTIAGO IXCUINTLA,514,B,Corral de Piedra,2,51,4,15,0,1,0,1,0,2,
SANTIAGO IXCUINTLA,514,E,El Colomo,2,35,3,5,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,515,B,Vado del Cora,13,127,20,74,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,516,B,El Tambor,80,133,7,13,0,0,0,2,0,6,
SANTIAGO IXCUINTLA,517,B,Mojarritas,11,81,15,68,0,1,0,0,0,0,
SANTIAGO IXCUINTLA,518,B,Las Higueras,8,72,3,3,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,519,B,El Papalote,26,74,5,24,1,0,0,0,0,0,
SANTIAGO IXCUINTLA,520,B,Patrone±o,5,111,11,172,1,2,0,2,0,0,
SANTIAGO IXCUINTLA,521,B,Villa Hidalgo,39,138,63,34,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,522,B,Villa Hidalgo,92,185,46,91,1,3,0,1,0,0,
SANTIAGO IXCUINTLA,523,B,Villa Hidalgo,94,237,44,94,5,0,0,4,0,0,
