CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,PAS,MORENA,ES,PAIS,PAN_PRD_MC_PAS,PAN_PRD_MC,PAN_PRD_PAS,PAN_MC_PAS,PRD_MC_PAS,PAN_PRD,PAN_MC,PAN_PAS,PRD_MC,PRD_PAS,MC_PAS,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1029,B,1,0,B,10,22,0,1,1,1,2,9,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,95,0,0,95,142,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1030,B,1,0,B,16,85,0,2,9,3,6,11,120,6,4,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,1,,,,,269,0,6,275,424,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1031,B,1,0,B,10,23,2,1,0,5,6,8,43,3,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,2,,,,,110,0,0,110,194,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1032,B,1,0,B,18,29,4,1,4,5,4,13,72,1,2,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,,,,,161,0,2,163,275,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1033,B,1,0,B,18,36,1,5,6,0,6,6,56,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,,,,143,0,2,145,242,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1034,B,1,0,B,15,24,2,1,6,3,8,8,75,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,,,,,149,0,5,154,289,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1035,B,1,0,B,12,44,3,2,8,4,6,8,113,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,,,,,212,0,2,214,341,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1036,B,1,0,B,8,31,3,2,2,3,3,10,57,6,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,,,,,134,0,2,136,218,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1037,B,1,0,B,28,41,6,2,4,4,5,11,98,2,3,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,2,2,0,0,,,,,214,0,11,225,364,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1038,B,1,0,B,21,30,1,2,1,1,5,12,84,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,164,0,8,172,286,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1039,B,1,0,B,16,42,3,4,6,6,3,8,91,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,187,0,8,195,294,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1040,B,1,0,B,5,25,2,5,4,3,5,6,81,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,,143,0,5,148,269,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1041,B,1,0,B,18,51,1,5,4,2,8,14,126,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,,,,,239,0,6,245,387,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1042,B,1,0,B,50,38,2,11,8,3,10,14,128,8,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0,2,,,,,282,0,6,288,459,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1043,B,1,0,B,34,59,3,5,4,3,11,12,115,6,3,0,0,1,1,0,0,0,1,0,0,0,4,3,1,0,5,1,0,0,,,,,272,0,7,279,491,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1044,B,1,0,B,15,31,0,2,3,1,2,7,55,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,3,0,0,,,,,131,0,2,133,195,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1045,B,1,0,B,25,51,1,5,9,3,8,11,113,3,8,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,2,2,0,0,,,,,247,1,8,256,421,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1046,B,1,0,B,32,63,4,6,6,3,12,20,114,8,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,0,0,1,,,,,281,0,10,291,452,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1047,B,1,0,B,17,44,2,3,3,7,9,15,73,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,178,0,6,184,267,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1048,B,1,0,B,22,47,2,4,8,3,8,9,78,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,,,,,194,0,3,197,304,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1049,B,1,0,B,49,84,5,7,5,4,10,17,147,2,4,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,2,0,1,,,,,345,1,6,352,519,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1050,B,1,0,B,10,25,7,4,7,2,17,12,97,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,189,0,8,197,294,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1051,B,1,0,B,18,37,2,2,4,4,0,18,81,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,171,0,5,176,313,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1052,B,1,0,B,25,36,0,4,5,2,5,14,87,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,,,,185,0,0,185,316,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1053,B,1,0,B,13,41,4,4,4,1,3,7,116,5,3,0,0,1,0,0,0,0,0,0,1,0,3,2,1,0,4,1,0,3,,,,,217,0,10,227,340,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1054,B,1,0,B,16,44,1,5,1,1,4,5,74,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,,,,,158,0,2,160,247,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1055,B,1,0,B,13,27,2,5,9,5,6,14,104,3,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,,,,194,0,6,200,303,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1056,B,1,0,B,21,47,2,1,5,0,4,10,97,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,,,,,197,0,9,206,321,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1057,B,1,0,B,22,35,3,1,5,4,3,11,87,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,,,182,0,5,187,320,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1058,B,1,0,B,30,47,1,6,14,3,11,9,110,6,3,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,1,2,0,0,,,,,253,0,8,261,459,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1059,B,1,0,B,8,22,4,4,7,6,6,12,90,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,2,4,0,0,,,,,175,0,2,177,297,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1060,B,1,0,B,6,26,1,3,3,1,4,10,100,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,,,,,164,0,2,166,283,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1061,B,1,0,B,7,29,3,4,5,3,7,12,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,2,,,,,162,0,6,168,271,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1062,B,1,0,B,10,31,5,5,7,2,8,11,89,3,5,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,1,,,,,183,0,1,184,350,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1063,B,1,0,B,12,34,3,4,10,4,2,16,65,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,,,,,160,0,3,163,246,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1064,B,1,0,B,9,37,0,2,36,2,4,18,83,1,5,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,4,2,0,0,,,,,207,0,3,210,327,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1065,B,1,0,B,10,22,1,4,7,2,4,14,50,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,1,,,,,124,0,2,126,270,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1066,B,1,0,B,13,17,1,0,11,3,2,23,86,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,,,,,163,0,2,165,260,ACTA CASILLA,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1067,B,1,0,B,8,33,2,6,4,3,2,3,91,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,,,,,160,0,0,160,261,GRUPO DE RECUENTO,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1068,B,1,0,B,18,16,3,2,6,0,2,0,77,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,4,,,,,146,0,3,149,223,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1069,B,1,0,B,13,29,0,2,6,1,3,26,85,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,0,2,,,,,179,0,2,181,292,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1070,B,1,0,B,9,44,3,0,6,3,3,13,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,,,,181,0,4,185,301,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1071,B,1,0,B,10,29,4,6,7,2,3,11,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,,,,,172,0,11,183,292,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1072,B,1,0,B,15,36,1,6,7,0,3,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,,,,,196,0,4,200,310,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1073,B,1,0,B,11,62,2,9,19,6,6,17,112,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,2,1,0,,,,,261,0,4,265,469,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1074,B,1,0,B,10,23,2,4,1,5,4,11,82,3,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,,,,,152,0,6,158,252,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1075,B,1,0,B,29,52,3,4,7,2,14,15,125,3,5,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,,,,,265,0,2,267,378,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1076,B,1,0,B,64,89,4,2,8,8,15,30,162,6,10,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,1,,,,,406,0,15,421,658,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1077,B,1,0,B,21,67,0,6,4,4,8,13,73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,5,1,0,1,,,,,210,1,6,217,304,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1078,B,1,0,B,61,67,5,9,12,5,11,26,154,12,4,0,2,0,0,0,0,0,0,0,0,1,3,0,1,0,2,1,0,1,,,,,377,0,18,395,604,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1079,B,1,0,B,28,42,0,0,10,3,8,11,118,4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,2,,,,,234,0,8,242,447,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1080,B,1,0,B,13,42,0,1,6,1,4,13,61,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,1,,,,,157,0,5,162,258,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1081,B,1,0,B,30,59,2,5,8,2,7,8,129,4,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,3,0,0,,,,,269,0,9,278,468,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1082,B,1,0,B,28,38,1,4,6,7,7,6,87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,0,,,,,195,0,8,203,344,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1083,B,1,0,B,31,51,2,5,5,3,7,12,70,5,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,,,,,200,0,6,206,325,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1084,B,1,0,B,23,42,4,7,4,1,1,12,60,2,8,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,3,0,1,,,,,173,0,6,179,262,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1085,B,1,0,B,23,66,3,3,6,2,4,25,98,1,1,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,1,0,1,,,,,243,0,5,248,381,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1086,B,1,0,B,67,102,8,10,5,5,18,19,173,7,5,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,424,0,5,429,657,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1087,B,1,0,B,16,49,1,5,8,5,14,17,126,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,,,,,254,0,4,258,510,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1088,B,1,0,B,12,62,4,10,11,5,12,27,173,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,6,1,0,1,,,,,330,1,11,342,648,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1089,B,1,0,B,30,35,0,8,7,2,3,19,122,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,2,,,,,237,0,10,247,454,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1090,B,1,0,B,22,67,7,10,13,3,5,24,153,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,,,,,317,0,11,328,700,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1091,B,1,0,B,28,56,2,5,4,1,9,25,140,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,,,,,282,0,4,286,428,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1092,B,1,0,B,10,33,1,6,11,7,7,12,95,1,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,,,,,191,1,5,197,372,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1093,B,1,0,B,51,66,1,10,7,4,7,24,168,5,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,,,,,354,0,10,364,537,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1094,B,1,0,B,32,64,3,8,4,1,12,20,127,4,5,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,,,,,287,0,7,294,456,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1095,B,1,0,B,32,52,4,2,7,4,15,27,143,2,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,,,,,301,0,13,314,460,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1096,B,1,0,B,16,39,1,7,7,2,10,19,138,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,,,,,250,0,8,258,402,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1097,B,1,0,B,9,25,1,5,4,0,3,17,83,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,,,,158,0,6,164,296,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1098,B,1,0,B,6,52,4,7,10,2,10,26,148,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,,,,,281,0,4,285,443,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1099,B,1,0,B,10,36,3,4,22,4,3,7,87,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,3,,,,,186,0,7,193,298,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1100,B,1,0,B,9,20,2,5,3,4,2,8,84,3,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,,,,,147,0,7,154,248,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1101,B,1,0,B,10,39,3,6,11,4,8,15,135,6,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1,1,3,,,,,253,0,9,262,445,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1102,B,1,0,B,6,14,1,5,6,2,1,7,98,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,,145,0,6,151,264,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1103,B,1,0,B,25,47,6,6,14,4,7,18,147,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,,,,,296,0,6,302,474,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1104,B,1,0,B,9,31,1,4,10,1,8,7,93,4,2,0,0,0,0,0,1,2,1,0,0,0,2,3,0,0,2,4,0,1,,,,,186,0,9,195,323,GRUPO DE RECUENTO,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1105,B,1,0,B,14,38,2,5,4,2,2,12,70,1,1,0,0,0,0,0,0,0,0,1,0,0,4,3,1,0,1,2,0,0,,,,,163,0,8,171,280,ACTA CASILLA,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1106,B,1,0,B,21,61,8,3,5,5,3,18,101,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,2,0,0,,,,,241,0,7,248,402,ACTA CASILLA,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1107,B,1,0,B,9,43,0,7,5,5,1,8,102,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,186,0,3,189,285,ACTA CASILLA,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1108,B,1,0,B,10,26,5,3,5,3,1,4,48,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,,,,113,0,5,118,204,ACTA CASILLA,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1109,B,1,0,B,9,23,5,2,1,2,2,11,74,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,136,0,3,139,229,ACTA CASILLA,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1110,B,1,0,B,15,21,1,1,11,6,3,7,91,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,,,,,166,0,2,168,288,ACTA CASILLA,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1111,B,1,0,B,9,30,3,8,9,2,9,19,79,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8,2,0,1,,,,,187,0,5,192,320,ACTA CASILLA,,,,
1,25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1112,B,1,0,B,13,36,5,3,5,3,5,16,109,2,5,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,0,1,,,,,211,0,5,216,399,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1113,B,1,0,B,17,17,0,1,0,5,2,4,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,127,0,7,134,205,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1114,B,1,0,B,7,32,1,10,9,4,9,11,132,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,,,,,229,0,6,235,398,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1115,B,1,0,B,10,54,5,4,11,2,8,17,114,4,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,4,,,,,242,0,8,250,408,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1116,B,1,0,B,10,48,3,3,8,3,8,15,157,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,,,,,270,0,4,274,436,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1117,B,1,0,B,14,59,3,0,6,0,5,8,101,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,1,0,,,,,211,0,4,215,410,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1118,B,1,0,B,12,29,4,8,15,12,6,11,114,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,,,,,222,0,6,228,366,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1119,B,1,0,B,45,60,0,11,4,9,10,34,203,5,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8,0,0,0,,,,,399,0,9,408,662,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1120,B,1,0,B,14,30,5,6,6,4,4,15,123,4,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,1,,,,,221,0,9,230,387,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1121,B,1,0,B,22,41,2,6,3,7,9,17,113,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,,,,,234,0,10,244,428,ACTA CASILLA,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1122,B,1,0,B,5,31,1,1,14,2,2,8,62,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,,,,,134,0,4,138,202,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1123,B,1,0,B,18,26,2,6,5,2,5,8,114,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,,,,193,1,7,201,347,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1124,B,1,0,B,8,28,4,6,6,2,2,9,89,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,2,,,,,167,1,6,174,281,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1125,B,1,0,B,1,26,1,5,8,2,4,8,90,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,1,,,,,156,0,3,159,279,GRUPO DE RECUENTO,,,,
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1126,B,1,0,B,10,42,1,6,12,2,11,15,92,0,4,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,3,1,2,,,,,207,0,16,223,347,GRUPO DE RECUENTO,,,,
