CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,ID_JUNTA,JUNTA,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,412,B,133,125,0,0,0,0,15,2,0,0,1,,276,6,282,302,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL412BO.JPG
3,4,CAMPECHE,21,XPUJIL,6,HOPELCHÉN,17,DZIBALCHÉN,413,B,131,106,0,2,0,5,1,1,0,0,1,,247,5,252,267,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL413BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,413,E02,123,93,0,0,0,0,2,1,0,0,0,,219,8,227,255,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL413E02O.JPG
3,4,CAMPECHE,7,TENABO,8,TENABO,18,TINÚN,443,B,32,28,1,1,0,0,0,3,0,0,1,,66,2,68,97,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL443BO.JPG
3,4,CAMPECHE,7,TENABO,8,TENABO,18,TINÚN,445,B,153,152,10,1,1,0,34,2,0,0,8,,361,10,371,443,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL445BO.JPG
3,4,CAMPECHE,7,TENABO,8,TENABO,18,TINÚN,445,C01,123,181,8,1,3,0,31,2,0,0,15,,364,11,375,443,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC445C01O73.JPG
3,4,CAMPECHE,7,TENABO,8,TENABO,18,TINÚN,447,B,156,177,0,0,0,0,3,15,0,0,0,,351,3,354,380,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC447BO76.JPG
3,4,CAMPECHE,21,XPUJIL,9,ESCÁRCEGA,19,CENTENARIO,356,B,78,180,121,0,3,2,2,2,0,0,0,,388,19,407,580,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC356BO463.JPG
3,4,CAMPECHE,21,XPUJIL,9,ESCÁRCEGA,19,CENTENARIO,356,C01,94,154,135,0,1,2,2,2,0,0,0,,390,13,403,580,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC356C01O466.JPG
3,4,CAMPECHE,21,XPUJIL,9,ESCÁRCEGA,19,CENTENARIO,356,C02,118,142,116,2,0,1,0,1,0,0,8,,388,11,399,579,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC356C02O467.JPG
3,4,CAMPECHE,21,XPUJIL,9,ESCÁRCEGA,19,CENTENARIO,357,B,41,262,84,7,0,4,0,0,0,0,17,,415,13,428,611,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL357BO.JPG
3,4,CAMPECHE,21,XPUJIL,9,ESCÁRCEGA,19,CENTENARIO,358,B,43,96,66,2,4,3,1,10,0,0,3,,228,2,230,320,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC358BO471.JPG
3,4,CAMPECHE,21,XPUJIL,9,ESCÁRCEGA,19,CENTENARIO,361,B,52,189,111,5,1,2,13,0,0,0,23,,396,14,410,683,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC361BO474.JPG
3,4,CAMPECHE,21,XPUJIL,9,ESCÁRCEGA,19,CENTENARIO,361,C01,75,188,83,2,3,0,2,1,1,0,15,,370,20,390,682,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC361C01O476.JPG
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,20,CONSTITUCIÓN,359,B,125,181,3,1,1,0,17,2,0,0,12,,342,5,347,426,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC359BO477.JPG
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,20,CONSTITUCIÓN,359,C01,141,167,18,1,0,1,5,2,0,2,4,,341,5,346,426,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC359C01O479.JPG
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,20,CONSTITUCIÓN,360,B,212,131,21,1,0,3,19,4,0,1,11,,403,6,409,586,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC360BO481.JPG
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,20,CONSTITUCIÓN,360,C01,203,170,7,0,0,0,17,8,0,0,3,,408,6,414,586,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC360C01O483.JPG
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,20,CONSTITUCIÓN,362,B,85,134,5,0,1,5,9,9,0,0,0,,248,5,253,377,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC362BO485.JPG
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,20,CONSTITUCIÓN,362,E01,85,165,4,3,6,2,2,23,0,2,3,,295,12,307,449,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC362E01O487.JPG
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,20,CONSTITUCIÓN,417,E01,99,122,2,2,0,2,14,3,0,0,15,,259,8,267,341,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC417E01O490.JPG
