SECCION ,DF,DL,MUNICIPIO,PAN,PRI,ALIANZA,PT,PVEM,PCD,PARM,DS,VOTOS NULOS,TOTAL,PADRÓN,LISTANOMINAL
1729,2,21,SABINAS HIDALGO,667,655,10,23,0,0,0,0,23,1378,2070,2050
1730,2,21,SABINAS HIDALGO,457,328,2,15,0,0,0,0,10,812,1157,1150
1731,2,21,SABINAS HIDALGO ,317,318,7,11,0,0,0,0,13,666,1066,1059
1732,2,21,SABINAS HIDALGO,476,463,27,23,0,0,0,0,15,1004,1531,1518
1733,2,21,SABINAS HIDALGO,436,366,9,11,0,0,0,0,14,836,1239,1235
1734,2,21,SABINAS HIDALGO,270,318,4,13,0,0,0,0,13,618,1048,1036
1735,2,21,SABINAS HIDALGO ,253,191,10,7,0,0,0,0,6,467,740,727
1736,2,21,SABINAS HIDALGO,291,207,3,9,0,0,0,0,15,525,798,789
1737,2,21,SABINAS HIDALGO,421,304,4,15,0,0,0,0,11,755,1177,1162
1738,2,21,SABINAS HIDALGO,819,652,10,21,0,0,0,0,19,1521,2207,2187
1739,2,21,SABINAS HIDALGO,562,526,12,32,0,0,0,0,14,1146,1638,1624
1740,2,21,SABINAS HIDALGO,273,210,8,10,0,0,0,0,6,507,777,773
1741,2,21,SABINAS HIDALGO,130,104,8,3,0,0,0,0,2,247,337,334
1742,2,21,SABINAS HIDALGO,317,307,8,27,0,0,0,0,8,667,920,918
1743,2,21,SABINAS HIDALGO,388,349,8,19,0,0,0,0,11,775,1249,1241
1744,2,21,SABINAS HIDALGO,194,279,14,11,0,0,0,0,7,505,795,786
1745,2,21,SABINAS HIDALGO,341,239,8,10,0,0,0,0,9,607,957,947
1746,2,21,SABINAS HIDALGO ,295,174,8,6,0,0,0,0,13,496,792,774
1747,2,21,SABINAS HIDALGO ,0,0,0,0,0,0,0,0,0,0,35,35
1748,2,21,SABINAS HIDALGO ,0,0,0,0,0,0,0,0,0,0,38,38
1749,2,21,SABINAS HIDALGO,139,131,0,10,0,0,0,0,4,284,462,456
1750,2,21,SABINAS HIDALGO,26,10,0,1,0,0,0,0,1,38,66,66
1751,2,21,SABINAS HIDALGO,75,96,0,5,0,0,0,0,4,180,294,292
1752,2,20,SALINAS VICTORIA,216,317,14,277,0,0,0,0,33,857,1262,1235
1753,2,20,SALINAS VICTORIA,149,300,11,258,0,0,0,0,14,732,939,929
1754,2,20,SALINAS VICTORIA,332,324,19,326,0,0,0,0,22,1023,1383,1369
1755,2,20,SALINAS VICTORIA,319,218,6,288,0,0,0,0,35,866,1198,1190
1756,2,20,SALINAS VICTORIA,8,89,2,41,0,0,0,0,13,153,194,193
1757,2,20,SALINAS VICTORIA,3,16,2,36,0,0,0,0,2,59,96,95
1758,2,20,SALINAS VICTORIA,57,235,0,131,0,0,0,0,21,444,637,633
1759,2,20,SALINAS VICTORIA,122,155,9,248,0,0,0,0,20,554,773,767
1760,2,20,SALINAS VICTORIA,402,945,39,721,0,0,0,0,82,2189,3876,3777
1761,3,17,SAN NICOLÁS DE LOS GARZA,347,308,6,16,4,6,2,9,24,722,1351,1341
1762,3,17,SAN NICOLÁS DE LOS GARZA,267,182,8,27,2,1,1,18,17,523,1041,1033
1763,3,17,SAN NICOLÁS DE LOS GARZA,734,236,16,40,6,8,0,6,8,1054,1495,1484
1764,3,17,SAN NICOLÁS DE LOS GARZA,679,190,25,34,3,3,0,6,18,958,1332,1325
1765,3,17,SAN NICOLÁS DE LOS GARZA,640,171,28,38,3,5,1,12,6,904,1249,1238
1766,3,11,SAN NICOLÁS DE LOS GARZA,618,252,15,55,5,0,0,10,8,963,1425,1418
1767,3,11,SAN NICOLÁS DE LOS GARZA,714,195,18,62,6,2,1,10,5,1013,1425,1417
1768,3,11,SAN NICOLÁS DE LOS GARZA,634,150,21,50,4,5,0,5,11,880,1170,1162
1769,3,11,SAN NICOLÁS DE LOS GARZA,1021,251,28,71,6,7,4,6,11,1405,1997,1980
1770,3,11,SAN NICOLÁS DE LOS GARZA,1092,347,16,77,8,6,0,13,44,1603,2399,2378
1771,3,11,SAN NICOLÁS DE LOS GARZA,397,188,12,22,5,3,2,4,12,645,1067,1061
1772,3,11,SAN NICOLÁS DE LOS GARZA,448,468,15,59,7,3,5,6,43,1054,1838,1822
1773,3,11,SAN NICOLÁS DE LOS GARZA,499,249,5,21,3,2,1,3,32,815,1365,1356
1774,3,11,SAN NICOLÁS DE LOS GARZA,519,197,5,37,0,3,5,1,15,782,1304,1298
1775,3,11,SAN NICOLÁS DE LOS GARZA,549,200,8,28,2,6,1,5,8,807,1161,1155
1776,3,11,SAN NICOLÁS DE LOS GARZA,900,205,13,34,7,7,8,6,23,1203,1790,1780
1777,3,11,SAN NICOLÁS DE LOS GARZA,757,269,19,52,2,5,9,6,20,1139,1750,1735
1778,3,11,SAN NICOLÁS DE LOS GARZA,658,198,9,34,5,3,1,6,20,934,1453,1449
1779,3,11,SAN NICOLÁS DE LOS GARZA,634,145,10,60,5,4,0,9,10,877,1264,1261
1780,3,11,SAN NICOLÁS DE LOS GARZA,721,191,11,39,3,2,1,0,19,987,1483,1471
1781,3,11,SAN NICOLÁS DE LOS GARZA,611,187,18,32,7,4,3,7,20,889,1364,1356
1782,3,11,SAN NICOLÁS DE LOS GARZA,696,175,15,89,7,4,0,11,10,1007,1425,1417
1783,3,11,SAN NICOLÁS DE LOS GARZA,825,260,28,53,6,2,7,7,18,1206,1732,1724
1784,3,11,SAN NICOLÁS DE LOS GARZA,772,269,13,44,8,5,2,3,31,1147,1771,1767
1785,3,11,SAN NICOLÁS DE LOS GARZA,221,133,8,16,0,0,0,0,9,387,601,601
1786,3,17,SAN NICOLÁS DE LOS GARZA,772,167,50,34,4,7,1,7,13,1055,1515,1500
1787,3,17,SAN NICOLÁS DE LOS GARZA,855,286,35,79,8,3,0,10,21,1297,1848,1830
1788,3,17,SAN NICOLÁS DE LOS GARZA,576,238,14,54,1,2,2,9,10,906,1409,1403
1789,3,17,SAN NICOLÁS DE LOS GARZA,947,183,14,33,6,0,2,10,5,1200,1485,1467
1790,3,17,SAN NICOLÁS DE LOS GARZA,245,313,7,25,2,1,0,1,26,620,1175,1172
1791,3,11,SAN NICOLÁS DE LOS GARZA,947,234,18,63,12,7,0,11,12,1304,1609,1597
1792,3,11,SAN NICOLÁS DE LOS GARZA,949,269,26,70,5,4,0,7,13,1343,1747,1741
1793,3,11,SAN NICOLÁS DE LOS GARZA,978,295,23,59,4,7,1,8,16,1391,1780,1767
1794,3,17,SAN NICOLÁS DE LOS GARZA,903,256,14,54,3,8,0,8,17,1263,1723,1708
1795,3,11,SAN NICOLÁS DE LOS GARZA,287,173,7,23,1,2,0,3,7,503,714,712
1796,3,11,SAN NICOLÁS DE LOS GARZA,301,100,4,22,1,3,0,2,6,439,683,678
1797,3,11,SAN NICOLÁS DE LOS GARZA,595,208,9,45,5,4,1,6,13,886,1463,1458
1798,3,11,SAN NICOLÁS DE LOS GARZA,149,94,2,13,1,2,0,2,3,266,435,430
1799,3,11,SAN NICOLÁS DE LOS GARZA,146,107,1,14,3,2,0,2,9,284,464,458
1800,3,11,SAN NICOLÁS DE LOS GARZA,343,184,7,23,2,1,2,1,24,587,946,940
1801,3,11,SAN NICOLÁS DE LOS GARZA,214,166,22,18,3,2,0,1,14,440,669,663
1802,3,11,SAN NICOLÁS DE LOS GARZA,226,139,8,14,0,1,1,4,57,450,750,746
1803,3,11,SAN NICOLÁS DE LOS GARZA,491,175,10,31,5,1,0,2,18,733,1154,1148
1804,3,11,SAN NICOLÁS DE LOS GARZA,914,256,9,48,7,4,2,1,40,1281,2043,2034
1805,3,11,SAN NICOLÁS DE LOS GARZA,863,131,20,47,3,1,2,4,13,1084,1508,1501
1806,3,11,SAN NICOLÁS DE LOS GARZA,625,187,6,26,2,2,0,4,19,871,1388,1376
1807,3,11,SAN NICOLÁS DE LOS GARZA,656,183,11,38,1,4,0,5,24,922,1376,1371
1808,3,11,SAN NICOLÁS DE LOS GARZA,543,196,9,38,8,6,3,4,8,815,1170,1164
1809,3,11,SAN NICOLÁS DE LOS GARZA,486,281,22,43,3,3,0,4,11,853,1380,1375
1810,3,11,SAN NICOLÁS DE LOS GARZA,339,371,11,33,6,4,0,3,25,792,1612,1606
1811,3,11,SAN NICOLÁS DE LOS GARZA,366,396,13,31,3,6,0,1,30,846,1605,1595
1812,3,11,SAN NICOLÁS DE LOS GARZA,375,312,5,41,2,3,2,7,16,763,1417,1410
1813,3,11,SAN NICOLÁS DE LOS GARZA,329,379,8,22,0,1,0,2,16,757,1538,1530
1814,3,11,SAN NICOLÁS DE LOS GARZA,564,163,8,29,5,6,0,7,10,792,1127,1121
1815,3,11,SAN NICOLÁS DE LOS GARZA,515,276,49,51,5,3,0,3,15,917,1521,1514
1816,3,11,SAN NICOLÁS DE LOS GARZA,701,140,10,20,4,5,0,7,6,893,1325,1320
1817,3,11,SAN NICOLÁS DE LOS GARZA,417,134,9,18,1,0,1,2,16,598,922,920
1818,3,11,SAN NICOLÁS DE LOS GARZA,571,120,4,31,2,3,3,4,22,760,1126,1122
1819,3,11,SAN NICOLÁS DE LOS GARZA,775,214,11,42,10,6,0,3,25,1086,1660,1652
1820,3,11,SAN NICOLÁS DE LOS GARZA,694,237,11,40,2,5,1,6,12,1008,1699,1687
1821,3,11,SAN NICOLÁS DE LOS GARZA,412,231,5,26,0,1,0,1,11,687,1128,1125
1822,3,11,SAN NICOLÁS DE LOS GARZA,353,101,5,18,1,1,0,1,5,485,837,830
1823,3,11,SAN NICOLÁS DE LOS GARZA,316,140,3,18,2,0,0,6,7,492,778,775
1824,3,11,SAN NICOLÁS DE LOS GARZA,314,97,2,19,1,1,0,4,11,449,715,710
1825,3,11,SAN NICOLÁS DE LOS GARZA,367,103,2,21,5,2,1,2,7,510,861,856
1826,3,11,SAN NICOLÁS DE LOS GARZA,591,240,12,37,5,7,3,3,13,911,1401,1393
1827,3,11,SAN NICOLÁS DE LOS GARZA,908,256,24,73,16,11,0,10,19,1317,1738,1732
1828,3,11,SAN NICOLÁS DE LOS GARZA,661,211,13,38,2,11,0,7,10,953,1275,1274
1829,3,11,SAN NICOLÁS DE LOS GARZA,610,213,5,29,7,4,0,7,11,886,1144,1142
1830,3,11,SAN NICOLÁS DE LOS GARZA,587,187,12,23,6,4,1,4,8,832,1106,1103
1831,3,11,SAN NICOLÁS DE LOS GARZA,720,143,19,29,7,4,1,12,7,942,1288,1283
1832,3,11,SAN NICOLÁS DE LOS GARZA,873,198,24,57,4,3,0,5,9,1173,1516,1505
1833,3,11,SAN NICOLÁS DE LOS GARZA,751,231,14,49,4,12,0,8,13,1082,1481,1469
1834,4,11,SAN NICOLÁS DE LOS GARZA,522,134,9,40,2,5,1,8,10,731,1016,1008
1835,4,11,SAN NICOLÁS DE LOS GARZA,487,87,12,19,5,7,0,6,3,626,809,804
1836,4,11,SAN NICOLÁS DE LOS GARZA,686,183,15,43,11,7,0,4,12,961,1237,1226
1837,4,11,SAN NICOLÁS DE LOS GARZA,671,174,16,38,9,4,0,3,15,930,1264,1255
1838,3,11,SAN NICOLÁS DE LOS GARZA,388,107,4,18,1,3,1,8,7,537,787,781
1839,3,11,SAN NICOLÁS DE LOS GARZA,359,135,10,28,3,1,0,6,6,548,813,802
1840,3,11,SAN NICOLÁS DE LOS GARZA,410,148,8,29,0,4,1,2,9,611,880,873
1841,3,11,SAN NICOLÁS DE LOS GARZA,393,129,5,23,4,0,1,0,5,560,863,853
1842,3,11,SAN NICOLÁS DE LOS GARZA,881,228,11,42,9,4,4,7,8,1194,1605,1597
1843,3,11,SAN NICOLÁS DE LOS GARZA,374,109,7,20,4,2,0,4,8,528,703,701
1844,3,11,SAN NICOLÁS DE LOS GARZA,1134,285,12,57,10,11,4,17,17,1547,2130,2115
1845,3,11,SAN NICOLÁS DE LOS GARZA,855,227,24,47,6,4,1,2,27,1193,1789,1783
1846,3,11,SAN NICOLÁS DE LOS GARZA,398,175,14,27,1,1,0,0,13,629,1044,1038
1847,3,11,SAN NICOLÁS DE LOS GARZA,899,202,13,46,7,7,0,6,18,1198,1663,1655
1848,3,11,SAN NICOLÁS DE LOS GARZA,933,210,19,46,6,15,1,7,47,1284,1803,1795
1849,4,11,SAN NICOLÁS DE LOS GARZA,679,153,9,33,7,1,0,2,15,899,1287,1280
1850,4,11,SAN NICOLÁS DE LOS GARZA,651,181,13,33,5,7,2,9,13,914,1292,1285
1851,4,11,SAN NICOLÁS DE LOS GARZA,595,127,12,26,3,4,0,1,3,771,1087,1079
1852,4,10,SAN NICOLÁS DE LOS GARZA,504,365,26,34,2,4,0,5,16,956,1479,1475
1853,3,11,SAN NICOLÁS DE LOS GARZA,300,380,8,27,0,3,1,0,10,729,1368,1361
1854,3,11,SAN NICOLÁS DE LOS GARZA,400,391,9,35,6,3,4,1,31,880,1623,1618
1855,3,10,SAN NICOLÁS DE LOS GARZA,591,277,20,28,4,5,2,1,30,958,1587,1579
1856,4,10,SAN NICOLÁS DE LOS GARZA,440,228,5,17,3,0,1,0,14,708,1175,1167
1857,4,10,SAN NICOLÁS DE LOS GARZA,560,215,7,33,4,7,0,6,10,842,1316,1304
1858,4,10,SAN NICOLÁS DE LOS GARZA,452,309,11,50,6,4,2,5,17,856,1402,1394
1859,4,10,SAN NICOLÁS DE LOS GARZA,504,383,14,37,3,5,1,3,31,981,1736,1721
1860,4,11,SAN NICOLÁS DE LOS GARZA,726,141,17,44,5,3,1,2,7,946,1343,1333
1861,4,10,SAN NICOLÁS DE LOS GARZA,692,240,12,38,3,3,1,1,15,1005,1663,1652
1862,4,10,SAN NICOLÁS DE LOS GARZA,983,163,15,40,6,2,2,4,20,1235,1768,1758
1863,4,10,SAN NICOLÁS DE LOS GARZA,928,194,10,29,3,11,0,4,15,1194,1701,1696
1864,4,10,SAN NICOLÁS DE LOS GARZA,1017,205,21,47,2,9,2,8,12,1323,1827,1822
1865,4,10,SAN NICOLÁS DE LOS GARZA,1071,179,12,46,7,6,0,7,19,1347,1813,1804
1866,4,10,SAN NICOLÁS DE LOS GARZA,473,100,4,18,2,5,0,2,10,614,870,866
1867,4,10,SAN NICOLÁS DE LOS GARZA,608,119,6,30,0,4,0,2,8,777,1044,1038
1868,4,10,SAN NICOLÁS DE LOS GARZA,618,176,10,44,2,9,0,7,7,873,1197,1191
1869,4,10,SAN NICOLÁS DE LOS GARZA,1294,216,22,54,6,4,2,9,7,1614,2141,2119
1870,4,10,SAN NICOLÁS DE LOS GARZA,838,122,7,33,3,5,0,5,18,1031,1392,1385
1871,4,10,SAN NICOLÁS DE LOS GARZA,802,86,3,18,4,5,2,5,26,951,1225,1217
1872,4,10,SAN NICOLÁS DE LOS GARZA,536,76,5,21,1,3,0,2,11,655,862,860
1873,4,10,SAN NICOLÁS DE LOS GARZA,455,95,3,12,0,2,1,0,6,574,798,798
1874,4,10,SAN NICOLÁS DE LOS GARZA,631,214,11,102,10,10,4,4,9,995,1374,1369
1875,4,10,SAN NICOLÁS DE LOS GARZA,1336,240,15,64,6,10,0,10,13,1694,2424,2405
1876,4,10,SAN NICOLÁS DE LOS GARZA,898,195,8,55,4,6,2,10,12,1190,1629,1621
1877,4,10,SAN NICOLÁS DE LOS GARZA,212,32,1,14,0,1,0,0,4,264,359,358
1878,4,10,SAN NICOLÁS DE LOS GARZA,887,123,16,29,2,7,0,3,17,1084,1519,1509
1879,4,10,SAN NICOLÁS DE LOS GARZA,779,169,12,31,2,8,1,5,15,1022,1400,1389
1880,4,10,SAN NICOLÁS DE LOS GARZA,858,151,5,38,7,7,0,1,3,1070,1458,1448
1881,4,10,SAN NICOLÁS DE LOS GARZA,843,155,11,52,6,2,0,8,16,1093,1522,1516
1882,4,10,SAN NICOLÁS DE LOS GARZA,548,209,12,27,1,5,1,3,20,826,1251,1241
1883,4,10,SAN NICOLÁS DE LOS GARZA,585,191,3,35,4,4,1,6,8,837,1243,1231
1884,4,10,SAN NICOLÁS DE LOS GARZA,504,332,9,42,4,1,0,2,17,911,1589,1579
1885,4,10,SAN NICOLÁS DE LOS GARZA,467,484,2,44,5,19,1,5,66,1093,1978,1966
1886,4,10,SAN NICOLÁS DE LOS GARZA,394,464,7,43,3,3,1,2,30,947,1752,1740
1887,4,10,SAN NICOLÁS DE LOS GARZA,580,239,13,46,5,5,1,4,16,909,1457,1449
1888,4,10,SAN NICOLÁS DE LOS GARZA,572,228,7,42,2,11,1,8,18,889,1474,1469
1889,4,10,SAN NICOLÁS DE LOS GARZA,564,168,10,26,1,5,3,2,14,793,1242,1234
1890,4,10,SAN NICOLÁS DE LOS GARZA,298,228,2,9,1,0,0,2,17,557,953,947
1891,4,10,SAN NICOLÁS DE LOS GARZA,417,387,5,35,1,1,1,2,44,893,1673,1657
1892,4,10,SAN NICOLÁS DE LOS GARZA,446,428,8,44,6,2,5,3,37,979,1739,1724
1893,4,10,SAN NICOLÁS DE LOS GARZA,660,206,8,33,6,5,4,4,20,946,1569,1555
1894,4,10,SAN NICOLÁS DE LOS GARZA,356,89,1,15,4,0,0,1,12,478,794,788
1895,4,10,SAN NICOLÁS DE LOS GARZA,399,191,6,23,1,2,4,2,13,641,1033,1022
1896,4,10,SAN NICOLÁS DE LOS GARZA,837,383,13,42,7,4,1,5,14,1306,2054,2029
1897,4,10,SAN NICOLÁS DE LOS GARZA,1170,327,27,82,13,18,2,10,13,1662,2444,2423
1898,4,10,SAN NICOLÁS DE LOS GARZA,724,168,12,35,6,6,0,3,6,960,1388,1376
1899,4,10,SAN NICOLÁS DE LOS GARZA,819,146,11,39,3,9,0,7,9,1043,1349,1342
1900,4,10,SAN NICOLÁS DE LOS GARZA,479,86,6,25,2,6,4,5,4,617,861,855
1901,4,10,SAN NICOLÁS DE LOS GARZA,1415,283,29,68,16,15,1,8,14,1849,2488,2467
1902,4,10,SAN NICOLÁS DE LOS GARZA,582,449,13,69,6,7,1,4,51,1182,2180,2163
1903,4,10,SAN NICOLÁS DE LOS GARZA,441,414,13,37,2,4,1,4,35,951,1792,1780
1904,4,10,SAN NICOLÁS DE LOS GARZA,534,386,8,38,5,4,1,3,43,1022,1845,1841
1905,4,10,SAN NICOLÁS DE LOS GARZA,480,332,9,41,3,6,1,3,25,900,1614,1594
1906,4,10,SAN NICOLÁS DE LOS GARZA,289,113,6,21,0,2,0,2,4,437,665,657
1907,4,10,SAN NICOLÁS DE LOS GARZA,359,409,9,54,6,6,3,2,52,900,1851,1838
1908,4,10,SAN NICOLÁS DE LOS GARZA,377,450,9,64,7,6,0,3,370,1286,1880,1855
1909,4,10,SAN NICOLÁS DE LOS GARZA,382,427,12,64,3,3,1,1,35,928,1765,1745
1910,4,10,SAN NICOLÁS DE LOS GARZA,418,360,10,42,5,1,0,2,39,877,1677,1658
1911,4,10,SAN NICOLÁS DE LOS GARZA,765,281,19,54,6,5,0,7,12,1149,1694,1687
1912,4,10,SAN NICOLÁS DE LOS GARZA,51,46,2,4,1,2,0,1,1,108,182,180
1913,4,10,SAN NICOLÁS DE LOS GARZA,157,100,4,20,1,4,1,2,6,295,539,536
1914,4,10,SAN NICOLÁS DE LOS GARZA,585,138,22,32,6,16,1,3,8,811,1070,1068
1915,4,10,SAN NICOLÁS DE LOS GARZA,515,150,11,30,9,13,1,2,21,752,1100,1095
1916,4,10,SAN NICOLÁS DE LOS GARZA,452,132,12,34,3,5,0,5,76,719,1061,1050
1917,4,10,SAN NICOLÁS DE LOS GARZA,617,216,13,30,5,9,2,5,19,916,1308,1301
1918,4,10,SAN NICOLÁS DE LOS GARZA,618,354,19,51,0,3,0,3,26,1074,1793,1778
1919,4,10,SAN NICOLÁS DE LOS GARZA,429,475,18,46,2,6,3,2,36,1017,1780,1766
1920,4,10,SAN NICOLÁS DE LOS GARZA,460,470,12,56,4,5,1,5,27,1040,2012,1991
1921,4,10,SAN NICOLÁS DE LOS GARZA,522,269,5,28,5,4,0,2,25,860,1398,1388
1922,4,10,SAN NICOLÁS DE LOS GARZA,531,127,10,29,3,2,0,1,21,724,1107,1102
1923,4,10,SAN NICOLÁS DE LOS GARZA,466,151,10,34,6,2,0,1,21,691,1122,1121
1924,4,10,SAN NICOLÁS DE LOS GARZA,440,326,12,41,6,5,2,8,24,864,1515,1504
1925,4,9,SAN NICOLÁS DE LOS GARZA,638,301,10,26,5,1,2,4,35,1022,1669,1663
1926,4,9,SAN NICOLÁS DE LOS GARZA,646,287,13,33,7,7,0,4,230,1227,1672,1660
1927,4,9,SAN NICOLÁS DE LOS GARZA,662,296,15,50,2,4,1,0,38,1068,1701,1693
1928,4,9,SAN NICOLÁS DE LOS GARZA,593,199,11,57,2,1,0,2,33,898,1440,1434
1929,4,9,SAN NICOLÁS DE LOS GARZA,669,354,9,38,1,7,1,4,33,1116,1804,1789
1930,4,9,SAN NICOLÁS DE LOS GARZA,350,192,0,12,2,3,0,1,9,569,993,988
1931,4,9,SAN NICOLÁS DE LOS GARZA,500,226,9,22,5,3,0,1,19,785,1368,1361
1932,4,9,SAN NICOLÁS DE LOS GARZA,661,228,8,33,5,2,2,2,24,965,1671,1667
1933,4,9,SAN NICOLÁS DE LOS GARZA,402,161,4,21,6,2,0,1,12,609,1022,1018
1934,4,9,SAN NICOLÁS DE LOS GARZA,282,134,8,23,1,2,0,0,182,632,820,818
1935,4,9,SAN NICOLÁS DE LOS GARZA,826,216,10,36,1,5,0,4,30,1128,1863,1853
1936,4,9,SAN NICOLÁS DE LOS GARZA,646,276,4,31,0,4,1,5,25,992,1724,1719
1937,4,9,SAN NICOLÁS DE LOS GARZA,697,274,10,27,2,7,0,3,49,1069,1812,1806
1938,4,9,SAN NICOLÁS DE LOS GARZA,441,154,15,16,3,1,0,2,3,635,1089,1081
1939,4,9,SAN NICOLÁS DE LOS GARZA,216,90,4,14,2,0,0,2,4,332,543,543
1940,4,9,SAN NICOLÁS DE LOS GARZA,531,218,14,33,2,1,1,4,15,819,1413,1406
1941,4,9,SAN NICOLÁS DE LOS GARZA,229,170,7,26,1,3,0,2,12,450,754,749
1942,4,9,SAN NICOLÁS DE LOS GARZA,353,150,9,21,2,1,0,0,34,570,1027,1025
1943,4,9,SAN NICOLÁS DE LOS GARZA,620,277,8,33,3,8,1,5,31,986,1646,1639
1944,4,9,SAN NICOLÁS DE LOS GARZA,847,335,11,51,3,3,0,1,33,1284,2064,2058
1945,4,9,SAN NICOLÁS DE LOS GARZA,710,237,2,25,5,4,1,1,26,1011,1596,1590
1946,4,9,SAN NICOLÁS DE LOS GARZA,655,268,11,26,6,4,1,5,28,1004,1663,1655
1947,4,9,SAN NICOLÁS DE LOS GARZA,569,168,11,28,4,1,0,6,28,815,1209,1202
1948,4,9,SAN NICOLÁS DE LOS GARZA,507,149,9,20,3,3,0,1,12,704,998,997
1949,4,9,SAN NICOLÁS DE LOS GARZA,305,94,6,12,3,5,1,1,5,432,656,652
1950,4,9,SAN NICOLÁS DE LOS GARZA,270,107,8,13,5,3,0,0,15,421,673,667
1951,4,9,SAN NICOLÁS DE LOS GARZA,399,101,10,21,1,4,0,3,12,551,772,768
1952,4,9,SAN NICOLÁS DE LOS GARZA,650,125,4,16,2,6,0,1,12,816,1118,1113
1953,4,9,SAN NICOLÁS DE LOS GARZA,660,136,11,32,9,5,1,5,17,876,1246,1241
1954,4,9,SAN NICOLÁS DE LOS GARZA,1088,308,12,40,4,10,2,8,19,1491,2187,2180
1955,4,9,SAN NICOLÁS DE LOS GARZA,813,262,14,54,7,2,2,1,43,1198,1815,1808
1956,4,9,SAN NICOLÁS DE LOS GARZA,549,110,16,10,7,3,1,12,2,710,1117,1092
1957,4,9,SAN NICOLÁS DE LOS GARZA,1017,237,14,39,4,7,0,5,20,1343,1920,1912
1958,4,9,SAN NICOLÁS DE LOS GARZA,854,303,12,51,6,8,1,3,27,1265,2115,2103
1959,4,9,SAN NICOLÁS DE LOS GARZA,733,198,31,47,7,1,0,5,19,1041,1715,1709
1960,4,9,SAN NICOLÁS DE LOS GARZA,645,192,12,30,7,2,0,7,7,902,1414,1409
1961,4,9,SAN NICOLÁS DE LOS GARZA,1118,264,26,53,8,11,3,12,15,1510,2120,2106
1962,4,9,SAN NICOLÁS DE LOS GARZA,925,275,6,39,9,6,1,6,42,1309,2061,2036
1963,4,9,SAN NICOLÁS DE LOS GARZA,1071,335,18,55,7,12,1,6,24,1529,2370,2349
1964,4,9,SAN NICOLÁS DE LOS GARZA,548,180,10,27,6,4,4,6,4,789,1236,1218
1965,4,9,SAN NICOLÁS DE LOS GARZA,609,173,6,25,2,4,1,5,17,842,1237,1224
1966,4,9,SAN NICOLÁS DE LOS GARZA,501,191,12,33,7,8,0,4,11,767,1237,1231
1967,4,9,SAN NICOLÁS DE LOS GARZA,687,199,4,35,6,2,4,5,11,953,1395,1378
1968,4,9,SAN NICOLÁS DE LOS GARZA,718,200,16,28,5,2,0,4,12,985,1610,1599
1969,4,9,SAN NICOLÁS DE LOS GARZA,951,229,7,36,5,8,0,4,11,1251,1873,1852
1970,4,9,SAN NICOLÁS DE LOS GARZA,1089,263,15,37,7,3,0,4,16,1434,2130,2114
1971,4,9,SAN NICOLÁS DE LOS GARZA,535,215,10,30,3,3,0,3,20,819,1390,1380
1972,4,9,SAN NICOLÁS DE LOS GARZA,1050,186,6,35,7,2,1,1,39,1327,1900,1888
1973,4,9,SAN NICOLÁS DE LOS GARZA,871,238,9,30,4,5,1,5,27,1190,1898,1886
1974,4,9,SAN NICOLÁS DE LOS GARZA,954,267,25,44,2,2,2,4,13,1313,2017,1999
1975,4,9,SAN NICOLÁS DE LOS GARZA,561,174,15,37,0,6,2,4,9,808,1276,1261
1976,4,9,SAN NICOLÁS DE LOS GARZA,919,263,27,48,10,6,0,11,32,1316,1913,1900
1977,4,9,SAN NICOLÁS DE LOS GARZA,1137,364,19,50,9,5,0,9,13,1606,2657,2635
1978,4,9,SAN NICOLÁS DE LOS GARZA,723,300,15,38,19,4,4,10,15,1128,1924,1909
1979,4,9,SAN NICOLÁS DE LOS GARZA,624,264,13,23,7,3,5,6,77,1022,1714,1704
1980,4,9,SAN NICOLÁS DE LOS GARZA,638,314,13,42,7,6,3,7,11,1041,1711,1705
1981,4,9,SAN NICOLÁS DE LOS GARZA,373,176,10,23,4,2,1,5,23,617,972,965
1982,4,9,SAN NICOLÁS DE LOS GARZA,351,75,2,15,0,1,0,5,5,454,646,633
1983,4,9,SAN NICOLÁS DE LOS GARZA,629,145,12,37,2,2,0,0,1,828,1213,1199
1984,4,9,SAN NICOLÁS DE LOS GARZA,824,224,21,34,9,5,2,19,10,1148,1560,1549
1985,4,9,SAN NICOLÁS DE LOS GARZA,849,251,13,36,7,6,2,8,27,1199,1725,1713
1986,4,9,SAN NICOLÁS DE LOS GARZA,269,60,8,14,1,4,0,2,12,370,548,543
1987,4,9,SAN NICOLÁS DE LOS GARZA,777,186,16,36,3,2,0,7,32,1059,1630,1623
1988,4,9,SAN NICOLÁS DE LOS GARZA,827,294,29,63,7,6,1,14,15,1256,1863,1856
1989,4,9,SAN NICOLÁS DE LOS GARZA,1001,245,20,44,3,3,1,17,9,1343,1809,1795
1990,4,9,SAN NICOLÁS DE LOS GARZA,298,84,6,15,2,3,2,1,8,419,582,579
1991,4,9,SAN NICOLÁS DE LOS GARZA,348,128,11,16,4,3,0,2,207,719,728,724
1992,4,9,SAN NICOLÁS DE LOS GARZA,212,123,7,10,2,0,0,6,4,364,598,594
1993,4,9,SAN NICOLÁS DE LOS GARZA,309,120,5,10,1,2,1,4,8,460,696,692
1994,4,9,SAN NICOLÁS DE LOS GARZA,439,95,3,11,2,2,0,1,5,558,801,793
1995,4,9,SAN NICOLÁS DE LOS GARZA,295,57,6,8,2,2,0,3,0,373,493,487
