SECCION ,DF,DL,MUNICIPIO,PAN,PRI,ALIANZA,PT,PVEM,PCD,PARM,DS,VOTOS NULOS,TOTAL,PADRÓN,LISTANOMINAL
356,1,18,GARZA GARCIA,261,399,9,19,1,5,0,0,19,713,1271,1259
357,1,18,GARZA GARCIA,293,470,9,36,1,0,0,0,67,876,1438,1434
358,1,18,GARZA GARCIA,233,394,10,11,1,1,0,0,48,698,1160,1152
359,1,18,GARZA GARCIA,595,544,7,57,3,2,0,0,42,1250,1955,1945
360,1,18,GARZA GARCIA,587,304,3,43,7,4,0,0,21,969,1646,1640
361,1,18,GARZA GARCIA,286,482,5,48,1,14,0,0,21,857,1416,1408
362,1,18,GARZA GARCIA,510,257,4,45,2,2,0,0,15,835,1235,1228
363,1,18,GARZA GARCIA,473,290,7,28,7,5,0,0,24,834,1346,1332
364,1,18,GARZA GARCIA,473,339,7,41,1,0,0,0,8,869,1308,1298
365,1,18,GARZA GARCIA,486,383,11,41,3,5,0,0,27,956,1423,1420
366,1,18,GARZA GARCIA,445,609,6,32,2,1,0,0,31,1126,1910,1903
367,1,18,GARZA GARCIA,441,428,10,34,2,5,0,0,44,964,1626,1606
368,1,18,GARZA GARCIA,410,409,9,14,1,3,0,0,28,874,1257,1246
369,1,18,GARZA GARCIA,105,285,2,27,0,1,0,0,0,420,728,721
370,1,18,GARZA GARCIA,170,312,3,46,2,1,0,0,27,561,994,982
371,1,18,GARZA GARCIA,393,514,15,56,3,8,0,0,17,1006,1524,1516
372,1,18,GARZA GARCIA,253,320,5,48,2,7,0,0,14,649,1081,1069
373,1,18,GARZA GARCIA,392,544,13,52,6,4,0,0,42,1053,1584,1580
374,1,18,GARZA GARCIA,402,721,9,59,2,1,0,0,23,1217,1766,1760
375,1,18,GARZA GARCIA,401,446,6,39,3,4,0,0,26,925,1452,1447
376,1,18,GARZA GARCIA,306,320,1,37,6,3,0,0,21,694,984,983
377,1,18,GARZA GARCIA,298,397,11,41,3,1,0,0,24,775,1242,1233
378,1,18,GARZA GARCIA,504,487,14,32,4,8,0,0,8,1057,1499,1486
379,1,18,GARZA GARCIA,261,371,6,9,5,1,0,0,13,666,957,956
380,1,18,GARZA GARCIA,573,533,10,28,4,7,0,0,23,1178,1659,1653
381,1,18,GARZA GARCIA,253,214,10,15,2,1,0,0,3,498,763,756
382,1,18,GARZA GARCIA,669,313,9,18,6,14,0,0,10,1039,1401,1392
383,1,18,GARZA GARCIA,565,210,9,14,8,9,0,0,12,827,1082,1078
384,1,18,GARZA GARCIA,641,302,10,22,11,7,0,0,7,1000,1372,1366
385,1,18,GARZA GARCIA,734,303,20,18,12,15,0,0,3,1105,1486,1482
386,1,18,GARZA GARCIA,652,272,23,17,11,13,0,0,14,1002,1364,1360
387,1,18,GARZA GARCIA,732,245,16,20,4,16,0,0,9,1042,1387,1380
388,1,18,GARZA GARCIA,624,484,9,46,5,11,0,0,21,1200,1752,1733
389,1,18,GARZA GARCIA,1108,540,10,18,7,17,0,0,4,1704,2273,2260
390,1,18,GARZA GARCIA,1039,389,23,17,6,14,0,0,5,1493,1958,1941
391,1,18,GARZA GARCIA,711,317,12,17,2,22,0,0,7,1088,1399,1392
392,1,18,GARZA GARCIA,705,344,7,24,9,7,0,0,9,1105,1462,1454
393,1,18,GARZA GARCIA,619,268,13,27,5,8,0,0,2,942,1263,1252
394,1,18,GARZA GARCIA,522,221,11,26,11,14,0,0,3,808,1111,1101
395,1,18,GARZA GARCIA,440,157,7,16,5,8,0,0,2,635,858,855
396,1,18,GARZA GARCIA,545,215,11,19,3,20,0,0,5,818,1088,1073
397,1,18,GARZA GARCIA,699,326,8,13,6,17,0,0,10,1079,1459,1451
398,1,18,GARZA GARCIA,605,257,7,19,5,11,0,0,9,913,1246,1241
399,1,18,GARZA GARCIA,608,278,6,14,8,8,0,0,5,927,1208,1197
400,1,18,GARZA GARCIA,555,252,15,13,3,8,0,0,4,850,1102,1094
401,1,18,GARZA GARCIA,535,351,6,47,7,5,0,0,22,973,1411,1406
402,1,18,GARZA GARCIA,859,410,13,25,9,19,0,0,12,1347,1838,1825
403,1,18,GARZA GARCIA,647,343,6,20,5,11,0,0,11,1043,1442,1432
404,1,18,GARZA GARCIA,643,404,11,18,5,14,0,0,18,1113,1530,1522
405,1,18,GARZA GARCIA,547,225,13,15,5,11,0,0,14,830,1145,1134
406,1,18,GARZA GARCIA,520,377,13,31,6,6,0,0,14,967,1402,1392
407,1,18,GARZA GARCIA,513,308,9,23,2,18,0,0,11,884,1262,1257
408,1,18,GARZA GARCIA,631,285,4,21,12,10,0,0,5,968,1297,1287
409,1,18,GARZA GARCIA,853,449,20,11,12,12,0,0,10,1367,1780,1768
410,1,18,GARZA GARCIA,691,351,10,11,7,14,0,0,11,1095,1510,1497
411,1,18,GARZA GARCIA,820,399,13,24,11,10,0,0,18,1295,1745,1734
412,1,18,GARZA GARCIA,731,294,12,20,6,12,0,0,5,1080,1365,1359
413,1,18,GARZA GARCIA,559,434,7,42,4,5,0,0,24,1075,1654,1643
414,1,18,GARZA GARCIA,430,305,3,21,3,7,0,0,8,777,1126,1114
415,1,18,GARZA GARCIA,470,242,12,7,4,1,0,0,8,744,1011,1009
416,1,18,GARZA GARCIA,790,314,18,19,16,10,0,0,8,1175,1543,1515
417,1,18,GARZA GARCIA,338,169,4,9,7,5,0,0,4,536,730,717
418,2,22,GRAL. BRAVO,158,261,14,0,0,0,0,0,12,445,678,668
419,2,22,GRAL. BRAVO,84,172,9,0,0,0,0,0,5,270,372,372
420,2,22,GRAL. BRAVO,171,219,8,0,0,0,0,0,4,402,580,572
421,2,22,GRAL. BRAVO,220,234,6,0,0,0,0,0,7,467,672,666
422,2,22,GRAL. BRAVO,168,389,10,0,0,0,0,0,12,579,848,838
423,2,22,GRAL. BRAVO,149,235,4,0,0,0,0,0,3,391,583,577
424,2,22,GRAL. BRAVO,16,51,6,0,0,0,0,0,1,74,113,110
425,2,22,GRAL. BRAVO,0,0,0,0,0,0,0,0,0,0,28,28
426,2,22,GRAL. BRAVO,40,49,3,0,0,0,0,0,3,95,110,109
427,2,22,GRAL. BRAVO,17,19,1,0,0,0,0,0,3,40,52,52
428,2,22,GRAL. BRAVO,0,0,0,0,0,0,0,0,0,0,50,48
429,2,22,GRAL. BRAVO,0,0,0,0,0,0,0,0,0,0,47,47
430,3,17,GRAL. ESCOBEDO,134,423,9,40,0,2,0,0,26,634,1194,1179
431,3,17,GRAL. ESCOBEDO,136,302,9,34,2,6,0,0,14,503,1047,1037
432,3,17,GRAL. ESCOBEDO,152,641,24,61,0,4,0,1,27,910,1661,1647
433,3,17,GRAL. ESCOBEDO,400,1517,45,122,9,17,0,6,104,2220,5016,4952
434,3,17,GRAL. ESCOBEDO,180,477,27,24,3,2,0,1,26,740,1448,1432
435,3,17,GRAL. ESCOBEDO,158,305,18,32,2,11,0,0,42,568,1187,1179
436,3,17,GRAL. ESCOBEDO,142,342,17,20,8,10,0,2,19,560,1216,1212
437,3,17,GRAL. ESCOBEDO,131,385,6,19,2,1,8,0,18,570,1232,1220
438,3,17,GRAL. ESCOBEDO,127,445,21,15,2,6,0,3,15,634,1349,1337
439,3,17,GRAL. ESCOBEDO,2124,3821,109,389,39,45,0,22,156,6705,13511,13057
440,3,17,GRAL. ESCOBEDO,374,433,12,31,0,7,0,1,23,881,1711,1679
441,3,17,GRAL. ESCOBEDO,229,421,12,52,4,2,0,1,25,746,1456,1392
442,3,17,GRAL. ESCOBEDO,20,90,1,1,0,0,0,0,30,142,205,201
443,3,17,GRAL. ESCOBEDO,432,569,26,74,3,7,0,10,38,1159,2542,2452
444,3,17,GRAL. ESCOBEDO,423,631,11,41,6,3,0,1,35,1151,1965,1941
445,3,17,GRAL. ESCOBEDO,276,370,2,16,3,1,0,2,30,700,1156,1147
446,3,17,GRAL. ESCOBEDO,285,313,7,12,1,2,0,3,36,659,1014,1004
447,3,17,GRAL. ESCOBEDO,611,573,13,26,7,5,0,4,19,1258,1983,1944
448,3,17,GRAL. ESCOBEDO,673,856,26,37,9,6,0,4,27,1638,2827,2798
449,3,17,GRAL. ESCOBEDO,405,565,12,17,5,4,0,1,15,1024,1863,1849
450,3,17,GRAL. ESCOBEDO,431,456,16,30,1,1,0,6,14,955,1414,1408
451,3,17,GRAL. ESCOBEDO,473,511,7,26,1,0,0,1,32,1051,1750,1735
452,3,17,GRAL. ESCOBEDO,457,475,17,28,3,3,0,0,34,1017,1698,1671
453,3,17,GRAL. ESCOBEDO,584,514,10,29,3,2,0,1,42,1185,2047,2031
454,3,17,GRAL. ESCOBEDO,213,397,8,22,0,1,0,2,14,657,1222,1202
455,3,17,GRAL. ESCOBEDO,198,400,4,22,2,1,0,2,21,650,1256,1243
456,3,17,GRAL. ESCOBEDO,126,157,5,4,1,1,0,0,14,308,564,562
457,3,17,GRAL. ESCOBEDO,524,592,30,39,8,6,0,2,82,1283,2531,2489
458,3,17,GRAL. ESCOBEDO,547,585,4,21,1,14,0,4,42,1218,2137,2108
459,3,17,GRAL. ESCOBEDO,621,614,24,26,8,10,0,11,13,1327,2139,2115
460,3,17,GRAL. ESCOBEDO,143,163,3,8,3,3,0,2,5,330,618,612
461,3,17,GRAL. ESCOBEDO,462,259,6,19,1,3,0,2,3,755,1066,1061
462,3,17,GRAL. ESCOBEDO,416,436,10,19,5,3,0,1,90,980,1655,1626
463,3,17,GRAL. ESCOBEDO,558,455,13,18,0,3,0,1,26,1074,1662,1653
464,3,17,GRAL. ESCOBEDO,317,310,9,14,3,3,0,2,6,664,1005,995
465,3,17,GRAL. ESCOBEDO,260,262,4,18,2,3,0,0,9,558,934,929
466,3,17,GRAL. ESCOBEDO,438,467,7,23,0,9,0,5,25,974,1495,1482
467,3,17,GRAL. ESCOBEDO,531,416,9,14,7,10,0,14,14,1015,1618,1601
468,3,17,GRAL. ESCOBEDO,220,218,3,4,1,1,0,1,2,450,649,645
469,3,17,GRAL. ESCOBEDO,775,734,23,47,6,7,0,5,37,1634,2679,2628
470,3,17,GRAL. ESCOBEDO,520,587,18,29,10,3,0,3,34,1204,2099,2073
471,3,17,GRAL. ESCOBEDO,194,361,3,5,2,3,0,1,19,588,1106,1096
472,3,17,GRAL. ESCOBEDO,817,917,61,59,9,6,0,6,45,1920,3616,3554
473,3,17,GRAL. ESCOBEDO,205,339,45,23,2,3,0,0,44,661,1168,1152
474,3,17,GRAL. ESCOBEDO,408,546,45,55,5,2,0,2,28,1091,2011,1984
475,3,17,GRAL. ESCOBEDO,236,216,6,16,4,1,0,0,7,486,798,792
476,3,17,GRAL. ESCOBEDO,438,710,11,32,5,0,0,0,16,1212,1803,1779
477,3,17,GRAL. ESCOBEDO,279,375,5,11,4,0,0,0,10,684,1194,1176
478,3,17,GRAL. ESCOBEDO,192,238,3,13,2,0,0,1,15,464,796,787
479,3,17,GRAL. ESCOBEDO,242,371,7,27,2,0,0,1,19,669,1214,1202
480,3,17,GRAL. ESCOBEDO,821,1055,31,57,7,5,0,8,103,2087,3841,3811
481,3,17,GRAL. ESCOBEDO,159,170,2,3,2,1,0,3,25,365,618,611
482,3,17,GRAL. ESCOBEDO,291,562,11,24,3,0,0,3,56,950,1785,1772
483,3,17,GRAL. ESCOBEDO,688,1233,19,62,4,6,0,2,61,2075,4100,4046
484,3,17,GRAL. ESCOBEDO,319,328,11,19,2,2,0,1,14,696,1089,1080
485,3,17,GRAL. ESCOBEDO,236,319,3,13,3,2,0,2,11,589,1000,987
486,3,17,GRAL. ESCOBEDO,225,286,2,14,2,1,0,1,14,545,924,921
487,3,17,GRAL. ESCOBEDO,314,387,7,23,6,4,0,3,8,752,1127,1119
488,3,17,GRAL. ESCOBEDO,257,352,12,32,1,5,0,1,13,673,1207,1178
489,3,17,GRAL. ESCOBEDO,334,382,8,36,1,0,0,2,28,791,1516,1490
490,3,17,GRAL. ESCOBEDO,447,564,12,31,3,3,1,1,39,1101,1940,1916
491,3,17,GRAL. ESCOBEDO,617,592,23,35,5,5,0,6,36,1319,2480,2432
492,3,17,GRAL. ESCOBEDO,756,779,16,47,6,3,0,4,20,1631,2647,2618
493,3,17,GRAL. ESCOBEDO,476,667,10,65,3,2,0,2,61,1286,2985,2918
494,9,24,GRAL. TERAN,184,521,0,180,1,0,0,0,16,902,1353,1342
495,9,24,GRAL. TERAN,198,470,0,127,1,0,0,0,19,815,1361,1349
496,9,24,GRAL. TERAN,155,388,0,68,3,0,0,0,8,622,989,977
497,9,24,GRAL. TERAN,124,330,0,107,1,0,0,0,16,578,1023,1009
498,9,24,GRAL. TERAN,21,75,0,5,0,0,0,0,3,104,158,158
499,9,24,GRAL. TERAN,9,49,0,6,0,0,0,0,1,65,99,96
500,9,24,GRAL. TERAN,0,0,0,0,0,0,0,0,0,0,42,42
501,9,24,GRAL. TERAN,0,0,0,0,0,0,0,0,0,0,44,42
502,9,24,GRAL. TERAN,58,330,0,59,0,0,0,0,9,456,711,706
503,9,24,GRAL. TERAN,40,203,0,45,1,0,0,0,11,300,529,524
504,9,24,GRAL. TERAN,44,122,0,22,0,0,0,0,4,192,307,305
505,9,24,GRAL. TERAN,96,355,0,41,0,0,0,0,5,497,782,777
506,9,24,GRAL. TERAN,110,153,0,27,0,0,0,0,15,305,441,437
507,9,24,GRAL. TERAN,163,192,0,24,1,0,0,0,12,392,636,629
508,9,24,GRAL. TERAN,117,294,0,69,1,0,0,0,17,498,805,799
509,9,24,GRAL. TERAN,77,326,0,44,1,0,0,0,11,459,712,707
510,9,24,GRAL. TERAN,5,24,0,3,0,0,0,0,0,32,74,73
511,9,24,GRAL. TERAN,5,30,0,0,0,0,0,0,2,37,73,73
512,9,24,GRAL. TERAN,20,17,0,6,0,0,0,0,1,44,74,74
513,9,24,GRAL. TERAN,16,131,0,11,0,0,0,0,8,166,295,291
514,9,24,GRAL. TERAN,22,249,0,17,0,0,0,0,10,298,522,511
515,2,22,GRAL. TREVIÑO,3,43,47,0,0,0,0,0,3,96,135,134
516,2,22,GRAL. TREVIÑO,30,190,128,0,0,0,0,0,15,363,599,588
517,2,22,GRAL. TREVIÑO,26,227,153,0,0,0,0,0,10,416,632,628
518,9,26,GENERAL ZARAGOZA,146,373,11,3,0,0,0,0,27,560,828,819
519,9,26,GENERAL ZARAGOZA,128,507,36,2,0,0,0,0,37,710,1082,1055
520,9,26,GENERAL ZARAGOZA,4,92,0,3,0,0,0,0,1,100,192,186
521,9,26,GENERAL ZARAGOZA,19,87,3,1,0,0,0,0,5,115,212,210
522,9,26,GENERAL ZARAGOZA,56,259,6,21,0,0,0,0,28,370,629,621
523,2,20,GRAL. ZUAZUA,279,415,15,0,0,0,0,0,11,720,1013,1005
524,2,20,GRAL. ZUAZUA,431,440,21,0,0,0,0,0,6,898,1188,1184
525,2,20,GRAL. ZUAZUA,422,524,107,0,0,0,0,0,14,1067,1468,1458
526,11,15,GUADALUPE,146,70,0,5,1,1,0,0,12,235,381,381
527,11,15,GUADALUPE,230,184,12,12,1,1,0,0,12,452,718,712
528,11,15,GUADALUPE,329,218,10,18,3,0,0,0,12,590,941,939
529,11,15,GUADALUPE,174,139,3,7,0,0,0,0,6,329,499,493
530,8,15,GUADALUPE,163,92,0,12,1,0,0,0,6,274,426,425
531,8,15,GUADALUPE,174,137,5,13,0,1,0,0,13,343,657,657
532,8,15,GUADALUPE,255,156,10,13,1,2,0,0,21,458,763,758
533,8,15,GUADALUPE,423,342,6,25,3,0,0,0,13,812,1392,1386
534,8,15,GUADALUPE,308,167,7,11,3,3,0,0,5,504,758,754
535,8,15,GUADALUPE,598,237,10,17,4,5,0,0,14,885,1270,1267
536,8,15,GUADALUPE,512,271,21,26,7,7,0,0,6,850,1157,1153
537,8,15,GUADALUPE,851,379,9,24,2,5,0,0,31,1301,1913,1907
538,8,15,GUADALUPE,741,359,10,39,11,6,5,5,21,1197,1843,1838
539,8,15,GUADALUPE,508,440,8,32,2,4,0,0,20,1014,1679,1677
540,8,15,GUADALUPE,439,196,11,19,3,5,0,0,22,695,1002,1000
541,8,15,GUADALUPE,526,306,21,34,6,6,0,0,24,923,1437,1427
542,8,15,GUADALUPE,506,206,3,20,4,2,0,0,16,757,1180,1175
543,8,15,GUADALUPE,379,225,18,30,5,3,0,0,18,678,1127,1123
544,8,15,GUADALUPE,623,328,10,53,3,4,0,0,35,1056,1718,1714
545,8,15,GUADALUPE,259,95,12,12,0,0,0,0,7,385,551,545
546,8,15,GUADALUPE,645,364,16,32,3,1,0,0,27,1088,1780,1777
547,8,15,GUADALUPE,303,157,12,16,4,1,0,0,18,511,760,759
548,8,15,GUADALUPE,727,415,9,33,7,6,0,0,14,1211,1732,1725
549,8,15,GUADALUPE,638,303,17,25,3,5,0,0,21,1012,1500,1494
550,8,15,GUADALUPE,323,216,10,20,2,3,0,0,10,584,943,937
551,8,15,GUADALUPE,351,255,10,27,8,2,0,0,15,668,1077,1072
552,8,15,GUADALUPE,711,263,12,32,2,5,0,0,26,1051,1483,1478
553,8,15,GUADALUPE,402,175,3,14,2,0,0,0,4,600,842,839
554,8,15,GUADALUPE,602,333,10,36,5,10,0,0,13,1009,1478,1472
555,8,15,GUADALUPE,528,333,15,25,6,3,0,0,25,935,1463,1460
556,8,15,GUADALUPE,654,296,17,29,2,9,0,0,10,1017,1397,1393
557,8,15,GUADALUPE,402,145,13,24,4,21,0,0,10,619,862,861
558,8,15,GUADALUPE,429,204,14,9,1,8,0,0,12,677,1051,1044
559,11,15,GUADALUPE,323,128,5,17,0,2,0,0,7,482,740,738
560,11,15,GUADALUPE,751,413,18,37,5,15,0,0,24,1263,1803,1801
561,11,15,GUADALUPE,230,155,6,19,2,1,0,0,7,420,707,704
562,11,15,GUADALUPE,242,160,9,3,2,1,0,0,13,430,737,734
563,11,15,GUADALUPE,330,177,4,8,1,2,0,0,12,534,867,863
564,11,15,GUADALUPE,334,145,4,4,0,3,0,0,13,503,736,734
565,11,15,GUADALUPE,260,119,17,11,4,6,0,0,10,427,652,647
566,11,15,GUADALUPE,163,167,7,11,0,1,0,0,16,365,603,602
567,11,15,GUADALUPE,237,122,8,9,1,1,0,0,18,396,618,614
568,11,15,GUADALUPE,467,217,11,31,4,6,0,0,12,748,1227,1216
569,11,15,GUADALUPE,391,242,12,21,4,6,0,0,18,694,1114,1101
570,11,15,GUADALUPE,386,248,11,18,4,1,0,0,9,677,1046,1039
571,11,15,GUADALUPE,404,364,13,16,4,1,0,0,24,826,1328,1323
572,11,15,GUADALUPE,329,229,10,11,1,0,0,0,9,589,932,920
573,11,15,GUADALUPE,241,241,12,13,2,3,0,0,9,521,734,732
574,11,15,GUADALUPE,233,137,2,19,1,2,0,0,11,405,657,650
575,11,15,GUADALUPE,223,183,3,10,3,3,0,0,4,429,647,646
576,11,15,GUADALUPE,484,286,9,12,4,11,0,0,44,850,1322,1318
577,11,15,GUADALUPE,708,350,21,22,3,6,0,0,27,1137,1744,1737
578,11,15,GUADALUPE,645,273,13,19,2,11,0,0,16,979,1411,1404
579,11,15,GUADALUPE,443,196,5,9,0,3,0,0,14,670,968,965
580,11,12,GUADALUPE,217,105,2,11,2,1,0,0,3,341,413,410
581,11,12,GUADALUPE,1154,399,36,25,4,24,0,0,22,1664,2217,2200
582,11,15,GUADALUPE,730,345,17,29,3,9,0,0,35,1168,1748,1736
583,11,15,GUADALUPE,796,461,27,37,9,6,0,0,25,1361,2058,2048
584,11,15,GUADALUPE,828,449,24,37,8,4,0,6,516,1872,2107,2094
585,11,15,GUADALUPE,541,371,15,27,6,5,0,0,24,989,1439,1423
586,11,15,GUADALUPE,516,397,16,37,6,4,0,0,26,1002,1712,1701
587,11,15,GUADALUPE,441,282,9,20,2,3,0,0,35,792,1312,1303
588,11,15,GUADALUPE,356,212,7,15,2,3,0,0,13,608,900,894
589,11,15,GUADALUPE,103,81,6,8,2,0,0,0,2,202,334,334
590,11,15,GUADALUPE,587,259,11,22,2,1,0,0,18,900,1312,1306
591,11,15,GUADALUPE,218,77,6,10,1,4,0,0,2,318,500,492
592,11,12,GUADALUPE,630,244,19,30,5,5,0,0,21,954,1318,1307
593,11,12,GUADALUPE,882,287,12,42,7,13,0,0,8,1251,1633,1625
594,11,12,GUADALUPE,1178,309,27,31,9,33,0,0,14,1601,2063,2052
595,11,12,GUADALUPE,726,293,12,29,14,17,0,0,29,1120,1584,1576
596,11,12,GUADALUPE,444,531,16,55,7,2,0,0,49,1104,1928,1919
597,11,12,GUADALUPE,703,415,20,32,11,10,0,0,25,1216,1893,1880
598,11,12,GUADALUPE,1030,300,20,24,14,22,0,0,24,1434,1837,1823
599,11,12,GUADALUPE,718,149,5,7,7,18,0,0,13,917,1166,1164
600,11,12,GUADALUPE,1100,307,20,22,9,41,0,0,27,1526,1871,1864
601,11,12,GUADALUPE,1062,274,28,17,5,108,0,0,7,1501,1903,1894
602,11,12,GUADALUPE,1111,296,23,19,12,95,0,0,30,1586,1994,1979
603,11,12,GUADALUPE,984,234,23,15,10,76,0,0,10,1352,1716,1707
604,8,14,GUADALUPE,588,331,11,27,10,7,0,0,10,984,1536,1524
605,8,14,GUADALUPE,630,229,17,27,5,5,0,0,23,936,1460,1451
606,8,14,GUADALUPE,586,212,18,29,3,9,0,0,16,873,1447,1437
607,8,14,GUADALUPE,1404,746,47,101,13,15,0,0,65,2391,4354,4329
608,8,14,GUADALUPE,302,466,17,33,4,5,0,0,48,875,1578,1570
609,8,14,GUADALUPE,277,435,17,29,3,3,0,0,31,795,1439,1432
610,8,14,GUADALUPE,374,403,7,45,9,6,0,0,52,896,1635,1632
611,8,14,GUADALUPE,335,447,10,42,6,3,0,0,21,864,1716,1710
612,8,14,GUADALUPE,281,487,10,13,4,6,0,0,46,847,1497,1493
613,8,14,GUADALUPE,341,421,12,26,9,3,0,0,25,837,1537,1529
614,8,14,GUADALUPE,261,465,8,29,2,4,0,0,25,794,1449,1442
615,8,14,GUADALUPE,348,443,11,43,4,5,0,0,41,895,1606,1597
616,8,14,GUADALUPE,131,159,13,3,0,0,0,0,32,338,572,570
617,8,14,GUADALUPE,539,331,7,35,6,6,0,0,15,939,1565,1563
618,8,14,GUADALUPE,442,282,14,28,10,1,0,0,7,784,1304,1299
619,8,14,GUADALUPE,832,389,14,47,5,9,0,0,12,1308,1978,1968
620,8,14,GUADALUPE,363,327,14,21,4,3,0,0,21,753,1239,1231
621,8,14,GUADALUPE,623,572,19,55,3,9,0,0,30,1311,2207,2200
622,8,14,GUADALUPE,772,371,13,45,14,5,0,0,19,1239,1884,1871
623,8,14,GUADALUPE,1296,594,34,61,14,14,0,0,39,2052,3016,3003
624,8,14,GUADALUPE,835,361,13,32,12,9,0,0,17,1279,1817,1812
625,8,14,GUADALUPE,888,353,21,28,8,12,0,0,29,1339,1921,1912
626,8,14,GUADALUPE,962,296,25,45,16,9,0,0,7,1360,1812,1808
627,8,14,GUADALUPE,876,306,16,29,13,9,0,0,15,1264,1608,1602
628,8,14,GUADALUPE,595,194,14,11,8,3,0,0,15,840,1105,1099
629,8,15,GUADALUPE,737,281,13,25,6,10,0,0,20,1092,1538,1534
630,8,15,GUADALUPE,691,303,16,28,6,6,0,0,19,1069,1536,1533
631,8,15,GUADALUPE,387,149,6,23,5,2,0,0,21,593,997,992
632,8,15,GUADALUPE,570,210,18,14,7,2,0,0,19,840,1314,1311
633,8,15,GUADALUPE,536,203,4,17,17,6,0,0,6,789,1085,1084
634,8,15,GUADALUPE,429,281,10,22,5,6,0,0,15,768,1196,1193
635,8,15,GUADALUPE,620,294,13,39,7,8,0,0,28,1009,1606,1599
636,8,15,GUADALUPE,787,302,25,18,6,4,0,0,21,1163,1628,1624
637,8,15,GUADALUPE,549,261,14,19,1,4,0,0,13,861,1166,1161
638,8,15,GUADALUPE,449,183,9,13,8,6,0,0,14,682,1023,1021
639,8,14,GUADALUPE,690,193,12,22,9,8,0,0,151,1085,1244,1242
640,8,14,GUADALUPE,776,389,15,33,5,14,0,0,15,1247,1686,1682
641,8,14,GUADALUPE,753,353,16,32,15,8,0,0,22,1199,1724,1719
642,8,14,GUADALUPE,829,349,12,29,6,15,0,0,32,1272,1980,1974
643,8,14,GUADALUPE,870,389,11,37,10,3,0,0,20,1340,2102,2098
644,8,14,GUADALUPE,261,366,6,20,2,2,0,0,16,673,1316,1304
645,8,14,GUADALUPE,246,447,20,35,4,3,0,0,17,772,1473,1459
646,8,14,GUADALUPE,247,434,5,24,3,4,0,0,37,754,1379,1372
647,8,14,GUADALUPE,356,381,11,41,3,3,0,0,20,815,1506,1499
648,8,14,GUADALUPE,1606,976,37,130,18,8,5,0,43,2823,4463,4412
649,8,14,GUADALUPE,443,361,13,24,7,6,0,0,10,864,1409,1405
650,8,14,GUADALUPE,516,324,21,41,4,10,0,0,23,939,1639,1636
651,8,14,GUADALUPE,448,320,15,43,7,6,0,0,19,858,1503,1495
652,8,14,GUADALUPE,564,346,10,56,4,3,0,0,15,998,1611,1602
653,8,14,GUADALUPE,799,315,13,30,5,9,0,0,17,1188,1692,1690
654,8,14,GUADALUPE,625,357,11,26,6,7,0,0,17,1049,1619,1614
655,8,14,GUADALUPE,653,212,13,13,7,8,0,0,8,914,1248,1243
656,8,15,GUADALUPE,595,285,9,19,4,9,0,0,181,1102,1268,1264
657,8,15,GUADALUPE,344,149,6,12,7,2,0,0,1,521,681,675
658,8,15,GUADALUPE,395,117,6,7,6,3,0,0,11,545,718,715
659,8,15,GUADALUPE,421,142,12,11,1,8,0,0,14,609,838,838
660,8,15,GUADALUPE,450,218,7,13,3,2,0,0,124,817,919,917
661,8,15,GUADALUPE,595,248,5,12,5,6,0,0,7,878,1224,1220
662,8,15,GUADALUPE,348,138,6,5,1,7,0,0,7,512,694,691
663,8,15,GUADALUPE,575,232,18,15,9,3,0,0,11,863,1163,1161
664,8,15,GUADALUPE,602,244,8,19,2,7,0,0,7,889,1149,1149
665,8,15,GUADALUPE,502,266,3,22,7,7,0,0,10,817,1070,1069
666,8,14,GUADALUPE,497,189,11,9,6,4,0,0,6,722,994,993
667,8,14,GUADALUPE,684,348,12,35,11,4,0,0,22,1116,1683,1679
668,8,14,GUADALUPE,716,404,30,44,6,8,0,0,17,1225,1903,1893
669,8,14,GUADALUPE,673,300,11,42,6,10,0,0,25,1067,1620,1610
670,8,14,GUADALUPE,363,558,23,45,6,3,0,0,35,1033,1913,1907
671,8,14,GUADALUPE,537,448,17,60,5,6,0,0,38,1111,2158,2142
672,8,14,GUADALUPE,360,621,19,49,6,5,0,0,39,1099,1988,1976
673,8,14,GUADALUPE,289,547,11,45,0,2,0,0,45,939,1733,1727
674,8,14,GUADALUPE,410,552,8,40,9,4,0,0,29,1052,1962,1950
675,8,14,GUADALUPE,480,303,16,35,1,9,0,0,31,875,1642,1639
676,8,14,GUADALUPE,276,515,8,23,4,5,0,0,39,870,1558,1549
677,8,14,GUADALUPE,202,179,3,21,7,1,0,0,9,422,744,738
678,8,14,GUADALUPE,574,498,16,53,6,12,0,0,53,1212,2084,2077
679,8,14,GUADALUPE,352,633,18,55,5,7,0,0,34,1104,1944,1932
