MUNICIPIO,SECCION,TIPO DE CASILLA,LISTA NOMINAL,PAN,CA,PRD,PT,PSN,PAS,CONVERGENCIA,MEXICOPOSIBLE,VOTOS NULOS,TOTAL
GUADALUPE,651,BASICA,595,139,136,3,10,,0,,,7,295
GUADALUPE,651,CONTIGUA 1,595,111,136,6,15,,0,,,11,279
GUADALUPE,651,CONTIGUA 2,596,124,136,4,11,,2,,,6,283
GUADALUPE,652,BASICA,720,192,204,0,7,,0,,,4,407
GUADALUPE,652,CONTIGUA 1,721,183,181,6,15,,2,,,12,399
GUADALUPE,652,CONTIGUA 2,721,182,172,4,13,,1,,,11,383
GUADALUPE,653,BASICA,590,176,129,5,5,,2,,,5,322
GUADALUPE,653,CONTIGUA 1,590,168,128,7,6,,2,,,13,324
GUADALUPE,653,CONTIGUA 2,590,204,108,1,10,,0,,,4,327
GUADALUPE,654,BASICA,561,137,130,6,11,,1,,,8,293
GUADALUPE,654,CONTIGUA 1,561,172,119,2,9,,0,,,7,309
GUADALUPE,654,CONTIGUA 2,562,171,111,1,6,,0,,,7,296
GUADALUPE,655,BASICA,667,283,139,5,8,,1,,,3,439
GUADALUPE,655,CONTIGUA 1,667,248,169,4,10,,1,,,3,435
GUADALUPE,656,BASICA,655,237,181,5,7,,2,,,3,435
GUADALUPE,656,CONTIGUA 1,656,230,179,4,9,,1,,,7,430
GUADALUPE,657,BASICA,720,265,189,8,16,,3,,,7,488
GUADALUPE,658,BASICA,376,152,87,2,5,,0,,,6,252
GUADALUPE,658,CONTIGUA 1,376,145,91,0,8,,0,,,2,246
GUADALUPE,659,BASICA,432,156,104,4,5,,0,,,3,272
GUADALUPE,659,CONTIGUA 1,433,170,75,3,6,,0,,,5,259
GUADALUPE,660,BASICA,471,177,118,4,8,,1,,,3,311
GUADALUPE,660,CONTIGUA 1,471,153,133,2,11,,0,,,2,301
GUADALUPE,661,BASICA,636,225,193,5,3,,1,,,4,431
GUADALUPE,661,CONTIGUA 1,637,234,161,4,4,,0,,,6,409
GUADALUPE,662,BASICA,694,242,188,5,12,,2,,,8,457
GUADALUPE,663,BASICA,578,214,141,5,16,,1,,,4,381
GUADALUPE,663,CONTIGUA 1,579,205,154,3,10,,1,,,5,378
GUADALUPE,664,BASICA,618,215,187,10,11,,1,,,8,432
GUADALUPE,664,CONTIGUA 1,619,229,136,6,8,,1,,,5,385
GUADALUPE,665,BASICA,563,200,154,4,10,,0,,,5,373
GUADALUPE,665,CONTIGUA 1,563,195,152,2,4,,1,,,5,359
GUADALUPE,666,BASICA,528,177,135,5,7,,3,,,0,327
GUADALUPE,666,CONTIGUA 1,529,180,114,6,15,,1,,,1,317
GUADALUPE,667,BASICA,644,160,153,4,10,,3,,,5,335
GUADALUPE,667,CONTIGUA 1,645,181,135,3,2,,0,,,6,327
GUADALUPE,667,CONTIGUA 2,645,184,126,8,12,,0,,,6,336
GUADALUPE,668,BASICA,658,191,150,3,12,,2,,,5,363
GUADALUPE,668,CONTIGUA 1,658,170,136,4,6,,0,,,5,321
GUADALUPE,668,CONTIGUA 2,659,162,158,3,10,,1,,,10,344
GUADALUPE,669,BASICA,571,176,140,6,7,,1,,,2,332
GUADALUPE,669,CONTIGUA 1,571,195,123,4,8,,1,,,2,333
GUADALUPE,669,CONTIGUA 2,571,181,113,2,5,,2,,,7,310
GUADALUPE,670,BASICA,681,73,183,11,11,,1,,,10,289
GUADALUPE,670,CONTIGUA 1,681,79,200,0,26,,0,,,25,330
GUADALUPE,670,CONTIGUA 2,,,,,,,,,,,
GUADALUPE,671,BASICA,579,89,153,8,10,,0,,,7,267
GUADALUPE,671,CONTIGUA 1,579,92,151,5,5,,0,,,12,265
GUADALUPE,671,CONTIGUA 2,579,93,149,6,6,,1,,,13,268
GUADALUPE,671,CONTIGUA 3,580,67,157,4,9,,0,,,9,246
GUADALUPE,672,BASICA,697,68,247,4,15,,2,,,0,336
GUADALUPE,672,CONTIGUA 1,697,64,241,4,11,,1,,,15,336
GUADALUPE,672,CONTIGUA 2,697,84,232,5,8,,1,,,12,342
GUADALUPE,673,BASICA,619,61,192,0,28,,2,,,7,290
GUADALUPE,673,CONTIGUA 1,620,61,184,2,30,,4,,,8,289
GUADALUPE,673,CONTIGUA 2,620,65,164,1,29,,0,,,18,277
GUADALUPE,674,BASICA,694,51,237,2,22,,0,,,8,320
GUADALUPE,674,CONTIGUA 1,694,79,171,0,20,,2,,,9,281
GUADALUPE,674,CONTIGUA 2,695,72,208,3,28,,2,,,6,319
GUADALUPE,675,BASICA,615,108,112,5,18,,0,,,5,248
GUADALUPE,675,CONTIGUA 1,,,,,,,,,,,
GUADALUPE,675,CONTIGUA 2,616,99,146,2,10,,0,,,3,260
GUADALUPE,676,BASICA,625,74,190,1,6,,0,,,17,288
GUADALUPE,676,CONTIGUA 1,625,76,200,3,3,,2,,,12,296
GUADALUPE,676,CONTIGUA 2,625,64,217,2,8,,0,,,12,303
GUADALUPE,677,BASICA,475,75,156,2,5,,0,,,2,240
GUADALUPE,677,CONTIGUA 1,475,77,168,1,4,,3,,,5,258
GUADALUPE,678,BASICA,711,159,165,2,9,,0,,,10,345
GUADALUPE,678,CONTIGUA 1,711,143,177,5,8,,0,,,9,342
GUADALUPE,678,CONTIGUA 2,712,125,172,5,14,,0,,,16,332
GUADALUPE,679,BASICA,686,73,225,2,10,,1,,,8,319
GUADALUPE,679,CONTIGUA 1,687,74,253,6,13,,3,,,19,368
GUADALUPE,679,CONTIGUA 2,687,56,242,5,17,,1,,,9,330
GUADALUPE,680,BASICA,574,115,141,3,10,,2,,,13,284
GUADALUPE,680,CONTIGUA 1,575,105,126,2,11,,0,,,15,259
GUADALUPE,680,CONTIGUA 2,575,114,140,0,4,,0,,,14,272
GUADALUPE,681,BASICA,644,216,150,6,10,,0,,,3,385
GUADALUPE,681,CONTIGUA 1,645,193,154,4,7,,1,,,8,367
GUADALUPE,682,BASICA,605,133,151,1,9,,0,,,8,302
GUADALUPE,682,CONTIGUA 1,605,104,158,2,11,,1,,,9,285
GUADALUPE,682,CONTIGUA 2,606,125,148,3,8,,0,,,6,290
GUADALUPE,683,BASICA,606,121,145,4,15,,0,,,5,290
GUADALUPE,683,CONTIGUA 1,607,129,139,0,6,,1,,,9,284
GUADALUPE,683,CONTIGUA 2,607,149,129,3,10,,1,,,6,298
GUADALUPE,684,BASICA,589,141,140,0,6,,1,,,11,299
GUADALUPE,684,CONTIGUA 1,590,127,139,1,10,,2,,,7,286
GUADALUPE,684,CONTIGUA 2,590,138,134,6,11,,0,,,0,289
GUADALUPE,685,BASICA,570,192,138,4,4,,1,,,10,349
GUADALUPE,685,CONTIGUA 1,571,195,137,5,6,,1,,,5,349
GUADALUPE,685,CONTIGUA 2,571,159,132,10,15,,1,,,0,317
GUADALUPE,686,BASICA,727,300,149,1,8,,0,,,2,460
GUADALUPE,686,CONTIGUA 1,727,281,135,1,8,,0,,,4,429
GUADALUPE,687,BASICA,522,144,130,2,7,,1,,,6,290
GUADALUPE,687,CONTIGUA 1,522,180,110,4,5,,1,,,1,301
GUADALUPE,687,CONTIGUA 2,522,144,127,5,9,,2,,,8,295
GUADALUPE,688,BASICA,629,115,153,3,9,,1,,,14,295
GUADALUPE,688,CONTIGUA 1,629,124,157,3,8,,0,,,10,302
GUADALUPE,688,CONTIGUA 2,629,140,156,1,6,,0,,,9,312
GUADALUPE,689,BASICA,,,,,,,,,,,
GUADALUPE,689,CONTIGUA 1,,,,,,,,,,,
GUADALUPE,689,CONTIGUA 2,,,,,,,,,,,
GUADALUPE,690,BASICA,741,183,179,1,11,,2,,,6,382
GUADALUPE,690,CONTIGUA 1,741,185,134,3,16,,5,,,12,355
GUADALUPE,690,CONTIGUA 2,742,172,160,1,15,,0,,,5,353
GUADALUPE,691,BASICA,606,139,148,3,8,,1,,,9,308
GUADALUPE,691,CONTIGUA 1,606,129,141,5,13,,0,,,9,297
GUADALUPE,691,CONTIGUA 2,607,128,165,1,11,,0,,,10,315
GUADALUPE,692,BASICA,556,137,138,1,4,,1,,,4,285
GUADALUPE,692,CONTIGUA 1,557,169,142,4,5,,0,,,4,324
GUADALUPE,692,CONTIGUA 2,557,166,114,2,4,,1,,,3,290
GUADALUPE,693,BASICA,618,119,177,4,8,,0,,,7,315
GUADALUPE,693,CONTIGUA 1,618,135,163,2,12,,1,,,4,317
GUADALUPE,693,CONTIGUA 2,618,135,167,2,14,,0,,,5,323
GUADALUPE,694,BASICA,614,110,147,1,13,,1,,,4,276
GUADALUPE,694,CONTIGUA 1,614,119,160,2,10,,0,,,5,296
GUADALUPE,694,CONTIGUA 2,614,88,189,3,10,,0,,,10,300
GUADALUPE,695,BASICA,644,189,157,5,14,,1,,,4,370
GUADALUPE,695,CONTIGUA 1,645,173,139,4,13,,1,,,6,336
GUADALUPE,695,CONTIGUA 2,645,172,126,6,8,,3,,,13,328
GUADALUPE,696,BASICA,624,120,146,1,2,,2,,,8,279
GUADALUPE,696,CONTIGUA 1,625,121,155,2,13,,3,,,6,300
GUADALUPE,696,CONTIGUA 2,625,121,149,3,11,,1,,,6,291
GUADALUPE,697,BASICA,598,114,167,3,6,,2,,,5,297
GUADALUPE,697,CONTIGUA 1,598,152,147,3,7,,1,,,7,317
GUADALUPE,697,CONTIGUA 2,598,125,148,3,8,,0,,,7,291
GUADALUPE,698,BASICA,517,103,114,1,6,,0,,,5,229
GUADALUPE,698,CONTIGUA 1,518,77,110,0,16,,0,,,10,213
GUADALUPE,698,CONTIGUA 2,518,95,122,1,4,,2,,,0,224
GUADALUPE,699,BASICA,748,141,170,2,27,,0,,,13,353
GUADALUPE,699,CONTIGUA 1,748,134,183,2,13,,2,,,10,344
GUADALUPE,699,CONTIGUA 2,748,150,171,7,21,,0,,,6,355
GUADALUPE,699,CONTIGUA 3,748,145,173,5,23,,1,,,8,355
GUADALUPE,700,BASICA,505,99,128,2,10,,0,,,2,241
GUADALUPE,700,CONTIGUA 1,505,108,143,2,8,,0,,,4,265
GUADALUPE,700,CONTIGUA 2,505,125,133,2,7,,2,,,1,270
GUADALUPE,701,BASICA,629,127,137,5,7,,0,,,12,288
GUADALUPE,701,CONTIGUA 1,630,131,150,1,11,,3,,,3,299
GUADALUPE,702,BASICA,629,118,180,2,6,,0,,,7,313
GUADALUPE,702,CONTIGUA 1,629,138,158,1,12,,0,,,7,316
GUADALUPE,703,BASICA,551,120,113,2,7,,3,,,5,250
GUADALUPE,703,CONTIGUA 1,551,121,137,5,10,,1,,,4,278
GUADALUPE,703,CONTIGUA 2,552,106,138,5,4,,2,,,6,261
GUADALUPE,703,EXTRAORDINARIA 1,649,90,139,1,41,,0,,,4,275
GUADALUPE,703,EXTRAORDINARIA 2,649,88,146,2,32,,0,,,0,268
GUADALUPE,703,EXTRAORDINARIA 3,649,68,168,5,30,,0,,,9,280
GUADALUPE,703,EXTRAORDINARIA 4,650,93,149,4,22,,0,,,7,275
GUADALUPE,703,EXTRAORDINARIA 5,650,113,165,4,29,,0,,,3,314
GUADALUPE,704,BASICA,747,125,200,3,17,,0,,,13,358
GUADALUPE,704,CONTIGUA 1,747,141,187,4,11,,0,,,8,351
GUADALUPE,705,BASICA,668,78,184,2,10,,4,,,16,294
GUADALUPE,705,CONTIGUA 1,669,97,159,2,6,,1,,,8,273
GUADALUPE,705,CONTIGUA 2,669,116,175,2,7,,2,,,10,312
GUADALUPE,706,BASICA,630,110,149,6,6,,0,,,15,286
GUADALUPE,706,CONTIGUA 1,630,121,154,4,13,,1,,,15,308
GUADALUPE,706,CONTIGUA 2,631,105,169,6,11,,0,,,11,302
GUADALUPE,706,CONTIGUA 3,631,107,148,14,8,,1,,,6,284
GUADALUPE,707,BASICA,622,107,166,5,15,,1,,,8,302
GUADALUPE,707,CONTIGUA 1,622,116,177,3,9,,3,,,11,319
GUADALUPE,708,BASICA,675,123,166,2,9,,1,,,6,307
GUADALUPE,708,CONTIGUA 1,675,109,144,5,10,,3,,,10,281
GUADALUPE,709,BASICA,593,56,152,4,12,,0,,,6,230
GUADALUPE,709,CONTIGUA 1,593,52,175,1,8,,2,,,4,242
GUADALUPE,709,CONTIGUA 2,593,52,189,3,8,,0,,,3,255
GUADALUPE,710,BASICA,537,124,132,2,10,,1,,,3,272
GUADALUPE,710,CONTIGUA 1,538,112,140,5,9,,1,,,5,272
GUADALUPE,711,BASICA,506,65,141,6,6,,3,,,5,226
GUADALUPE,711,CONTIGUA 1,507,74,128,4,6,,0,,,8,220
GUADALUPE,711,CONTIGUA 2,507,74,138,4,8,,2,,,4,230
GUADALUPE,712,BASICA,657,125,146,5,7,,11,,,3,297
GUADALUPE,712,CONTIGUA 1,657,114,167,7,9,,2,,,3,302
GUADALUPE,712,CONTIGUA 2,658,107,146,2,3,,1,,,5,264
GUADALUPE,712,CONTIGUA 3,658,159,138,2,6,,2,,,5,312
GUADALUPE,713,BASICA,684,94,189,9,17,,0,,,16,325
GUADALUPE,713,CONTIGUA 1,684,111,187,7,9,,2,,,16,332
GUADALUPE,713,CONTIGUA 2,685,101,170,8,19,,0,,,12,310
GUADALUPE,714,BASICA,547,102,147,2,9,,0,,,10,270
GUADALUPE,714,CONTIGUA 1,547,116,118,4,12,,3,,,7,260
GUADALUPE,714,CONTIGUA 2,548,103,129,5,21,,1,,,5,264
GUADALUPE,715,BASICA,511,79,155,2,10,,0,,,12,258
GUADALUPE,715,CONTIGUA 1,511,61,171,2,7,,1,,,7,249
GUADALUPE,715,CONTIGUA 2,511,51,148,3,5,,2,,,14,223
GUADALUPE,716,BASICA,668,137,156,2,11,,2,,,11,319
GUADALUPE,716,CONTIGUA 1,669,130,203,4,14,,2,,,13,366
GUADALUPE,717,BASICA,526,159,111,2,8,,2,,,2,284
GUADALUPE,717,CONTIGUA 1,526,154,89,3,15,,2,,,10,273
GUADALUPE,717,CONTIGUA 2,527,160,80,3,5,,0,,,6,254
GUADALUPE,718,BASICA,558,141,125,5,6,,1,,,8,286
GUADALUPE,718,CONTIGUA 1,558,127,154,3,8,,0,,,7,299
GUADALUPE,718,CONTIGUA 2,559,133,140,3,9,,0,,,8,293
GUADALUPE,719,BASICA,521,108,122,6,8,,0,,,7,251
GUADALUPE,719,CONTIGUA 1,521,135,122,4,5,,0,,,6,272
GUADALUPE,719,CONTIGUA 2,522,120,146,1,7,,0,,,7,281
GUADALUPE,720,BASICA,654,114,214,5,11,,1,,,6,351
GUADALUPE,720,CONTIGUA 1,655,120,163,4,14,,0,,,14,315
GUADALUPE,720,CONTIGUA 2,655,125,175,4,9,,1,,,12,326
GUADALUPE,721,BASICA,552,125,139,2,8,,1,,,10,285
GUADALUPE,721,CONTIGUA 1,552,156,131,6,11,,0,,,5,309
GUADALUPE,721,CONTIGUA 2,552,134,149,3,5,,0,,,10,301
GUADALUPE,722,BASICA,664,179,148,4,11,,4,,,14,360
GUADALUPE,722,CONTIGUA 1,665,158,140,10,12,,3,,,15,338
GUADALUPE,722,CONTIGUA 2,665,187,147,5,8,,0,,,10,357
GUADALUPE,723,BASICA,640,134,160,2,11,,0,,,16,323
GUADALUPE,723,CONTIGUA 1,640,127,175,7,16,,1,,,11,337
GUADALUPE,723,CONTIGUA 2,641,152,170,4,10,,1,,,6,343
GUADALUPE,724,BASICA,570,144,107,4,13,,0,,,5,273
GUADALUPE,724,CONTIGUA 1,571,139,144,8,11,,0,,,15,317
GUADALUPE,724,CONTIGUA 2,571,150,115,3,11,,2,,,11,292
GUADALUPE,725,BASICA,726,145,202,1,8,,1,,,13,370
GUADALUPE,725,CONTIGUA 1,727,163,192,5,15,,1,,,4,380
GUADALUPE,726,BASICA,572,149,145,2,5,,0,,,14,315
GUADALUPE,726,CONTIGUA 1,573,125,155,6,12,,0,,,10,308
GUADALUPE,726,CONTIGUA 2,573,135,137,3,7,,0,,,11,293
GUADALUPE,727,BASICA,545,110,137,2,12,,0,,,6,267
GUADALUPE,727,CONTIGUA 1,545,115,152,1,7,,0,,,9,284
GUADALUPE,727,CONTIGUA 2,545,114,128,0,5,,1,,,13,261
GUADALUPE,728,BASICA,617,105,171,1,11,,1,,,7,296
GUADALUPE,728,CONTIGUA 1,618,118,178,1,11,,0,,,12,320
GUADALUPE,728,CONTIGUA 2,618,105,157,1,14,,1,,,10,288
GUADALUPE,729,BASICA,682,186,154,1,16,,0,,,25,382
GUADALUPE,729,CONTIGUA 1,682,147,167,2,14,,1,,,15,346
GUADALUPE,729,CONTIGUA 2,683,174,170,4,11,,0,,,13,372
GUADALUPE,730,BASICA,596,161,147,4,12,,1,,,12,337
GUADALUPE,730,CONTIGUA 1,596,141,135,3,13,,0,,,20,312
GUADALUPE,730,CONTIGUA 2,597,154,140,5,13,,1,,,9,322
GUADALUPE,731,BASICA,633,204,153,4,7,,1,,,1,370
GUADALUPE,731,CONTIGUA 1,633,207,151,6,11,,0,,,6,381
GUADALUPE,731,CONTIGUA 2,634,198,141,7,20,,3,,,9,378
GUADALUPE,732,BASICA,706,190,148,5,13,,1,,,10,367
GUADALUPE,732,CONTIGUA 1,706,181,156,3,16,,1,,,9,366
GUADALUPE,732,CONTIGUA 2,706,199,156,2,19,,0,,,7,383
GUADALUPE,733,BASICA,585,120,145,4,8,,0,,,8,285
GUADALUPE,733,CONTIGUA 1,585,111,116,5,13,,1,,,11,257
GUADALUPE,733,CONTIGUA 2,586,82,174,1,15,,1,,,10,283
GUADALUPE,734,BASICA,595,100,168,3,12,,4,,,5,292
GUADALUPE,734,CONTIGUA 1,595,87,165,5,10,,0,,,17,284
GUADALUPE,734,CONTIGUA 2,595,85,142,5,11,,1,,,12,256
GUADALUPE,734,CONTIGUA 3,595,73,158,2,9,,1,,,7,250
GUADALUPE,735,BASICA,709,153,171,17,7,,1,,,4,353
GUADALUPE,735,CONTIGUA 1,709,128,173,19,12,,0,,,7,339
GUADALUPE,735,CONTIGUA 2,710,144,156,22,11,,1,,,7,341
GUADALUPE,736,BASICA,523,102,159,5,1,,1,,,7,275
GUADALUPE,736,CONTIGUA 1,523,108,139,5,9,,3,,,6,270
GUADALUPE,736,CONTIGUA 2,523,122,113,9,5,,0,,,3,252
GUADALUPE,737,BASICA,577,149,136,7,8,,3,,,9,312
GUADALUPE,737,CONTIGUA 1,577,145,112,9,4,,1,,,1,272
GUADALUPE,737,CONTIGUA 2,578,137,164,9,6,,2,,,8,326
GUADALUPE,738,BASICA,513,86,118,8,12,,1,,,2,227
GUADALUPE,738,CONTIGUA 1,513,85,112,6,13,,0,,,1,217
GUADALUPE,738,CONTIGUA 2,514,80,128,7,7,,3,,,4,229
GUADALUPE,739,BASICA,666,148,161,3,10,,7,,,4,333
GUADALUPE,739,CONTIGUA 1,666,152,163,7,10,,0,,,4,336
GUADALUPE,739,CONTIGUA 2,666,162,152,5,6,,0,,,9,334
GUADALUPE,739,CONTIGUA 3,666,159,147,4,16,,0,,,4,330
GUADALUPE,739,CONTIGUA 4,666,174,155,8,7,,2,,,3,349
GUADALUPE,739,CONTIGUA 5,666,182,145,3,8,,4,,,1,343
GUADALUPE,739,CONTIGUA 6,667,165,133,11,9,,2,,,10,330
GUADALUPE,739,CONTIGUA 7,667,174,140,2,4,,3,,,2,325
GUADALUPE,740,BASICA,602,130,137,4,15,,1,,,4,291
GUADALUPE,740,CONTIGUA 1,602,136,129,3,8,,0,,,2,278
GUADALUPE,741,BASICA,748,157,170,1,18,,0,,,10,356
GUADALUPE,741,CONTIGUA 1,749,142,157,9,9,,1,,,14,332
GUADALUPE,741,CONTIGUA 2,749,136,148,6,10,,0,,,10,310
GUADALUPE,742,BASICA,743,115,214,2,12,,0,,,3,346
GUADALUPE,742,CONTIGUA 1,743,102,204,2,11,,1,,,13,333
GUADALUPE,742,CONTIGUA 2,743,103,210,4,14,,0,,,6,337
GUADALUPE,742,CONTIGUA 3,744,91,219,3,9,,0,,,9,331
GUADALUPE,742,CONTIGUA 4,744,101,203,3,11,,0,,,12,330
GUADALUPE,743,BASICA,594,96,187,2,4,,0,,,4,293
GUADALUPE,743,CONTIGUA 1,594,69,176,8,4,,0,,,6,263
GUADALUPE,743,CONTIGUA 2,594,78,143,7,8,,0,,,11,247
GUADALUPE,744,BASICA,628,148,140,4,12,,0,,,8,312
GUADALUPE,744,CONTIGUA 1,629,152,148,5,6,,0,,,7,318
GUADALUPE,744,CONTIGUA 2,629,163,150,6,10,,1,,,2,332
GUADALUPE,744,CONTIGUA 3,629,163,130,4,8,,0,,,4,309
GUADALUPE,744,CONTIGUA 4,629,153,158,2,9,,1,,,2,325
GUADALUPE,745,BASICA,641,165,142,4,9,,0,,,4,324
GUADALUPE,745,CONTIGUA 1,642,151,180,6,13,,2,,,5,357
GUADALUPE,746,BASICA,517,121,120,3,10,,1,,,3,258
GUADALUPE,746,CONTIGUA 1,518,136,108,1,6,,0,,,3,254
GUADALUPE,746,CONTIGUA 2,518,116,155,5,16,,1,,,3,296
GUADALUPE,747,BASICA,690,138,174,7,7,,1,,,6,333
GUADALUPE,747,CONTIGUA 1,690,133,190,7,6,,2,,,10,348
GUADALUPE,748,BASICA,627,134,145,4,10,,0,,,3,296
GUADALUPE,748,CONTIGUA 1,627,105,187,4,4,,0,,,7,307
GUADALUPE,749,BASICA,512,110,128,4,5,,1,,,2,250
GUADALUPE,749,CONTIGUA 1,513,101,109,4,7,,0,,,1,222
GUADALUPE,749,CONTIGUA 2,513,94,121,2,8,,4,,,3,232
GUADALUPE,750,BASICA,666,179,189,5,9,,6,,,5,393
GUADALUPE,750,CONTIGUA 1,666,192,161,7,7,,2,,,4,373
GUADALUPE,750,CONTIGUA 2,667,190,172,5,8,,1,,,5,381
GUADALUPE,751,BASICA,663,165,150,4,12,,4,,,9,344
GUADALUPE,751,CONTIGUA 1,664,164,137,4,10,,1,,,2,318
GUADALUPE,751,CONTIGUA 2,664,139,165,2,7,,4,,,5,322
GUADALUPE,752,BASICA,536,120,127,2,12,,5,,,12,278
GUADALUPE,752,CONTIGUA 1,537,90,150,1,19,,1,,,14,275
GUADALUPE,752,CONTIGUA 2,537,106,119,1,16,,0,,,9,251
GUADALUPE,753,BASICA,582,57,190,3,17,,0,,,5,272
GUADALUPE,753,CONTIGUA 1,582,66,169,6,9,,1,,,3,254
GUADALUPE,753,CONTIGUA 2,582,69,202,8,10,,0,,,8,297
GUADALUPE,753,CONTIGUA 3,582,61,174,4,13,,0,,,6,258
GUADALUPE,754,BASICA,653,77,184,2,11,,0,,,12,286
GUADALUPE,754,CONTIGUA 1,653,81,174,4,3,,0,,,22,284
GUADALUPE,754,CONTIGUA 2,654,68,175,3,8,,0,,,14,268
GUADALUPE,755,BASICA,647,99,178,2,7,,1,,,8,295
GUADALUPE,755,CONTIGUA 1,,,,,,,,,,,
GUADALUPE,755,CONTIGUA 2,647,64,205,4,3,,1,,,9,286
GUADALUPE,755,CONTIGUA 3,648,82,190,6,1,,2,,,6,287
GUADALUPE,756,BASICA,504,109,133,5,7,,0,,,7,261
GUADALUPE,756,CONTIGUA 1,504,96,130,1,2,,2,,,13,244
GUADALUPE,756,CONTIGUA 2,504,90,173,2,8,,1,,,2,276
GUADALUPE,757,BASICA,519,113,132,5,10,,0,,,12,272
GUADALUPE,757,CONTIGUA 1,519,102,124,5,7,,0,,,9,247
GUADALUPE,757,CONTIGUA 2,519,113,137,3,10,,1,,,19,283
GUADALUPE,758,BASICA,545,81,166,2,8,,4,,,8,269
GUADALUPE,758,CONTIGUA 1,545,108,151,4,5,,1,,,14,283
GUADALUPE,758,CONTIGUA 2,545,92,155,1,7,,2,,,14,271
GUADALUPE,759,BASICA,612,139,190,7,9,,0,,,6,351
GUADALUPE,759,CONTIGUA 1,612,159,178,1,12,,1,,,8,359
GUADALUPE,759,CONTIGUA 2,612,125,164,5,9,,1,,,12,316
GUADALUPE,759,CONTIGUA 3,612,161,176,4,12,,2,,,7,362
GUADALUPE,759,CONTIGUA 4,612,155,175,4,2,,0,,,2,338
GUADALUPE,760,BASICA,570,142,163,4,10,,1,,,2,322
GUADALUPE,760,CONTIGUA 1,570,133,143,5,11,,2,,,5,299
GUADALUPE,760,CONTIGUA 2,571,143,140,3,13,,2,,,9,310
GUADALUPE,761,BASICA,448,91,119,5,8,,0,,,0,223
GUADALUPE,761,CONTIGUA 1,,,,,,,,,,,
GUADALUPE,762,BASICA,535,113,164,4,10,,0,,,9,300
GUADALUPE,762,CONTIGUA 1,,,,,,,,,,,
GUADALUPE,763,BASICA,679,188,187,2,15,,1,,,12,405
GUADALUPE,763,CONTIGUA 1,679,209,166,1,14,,0,,,5,395
GUADALUPE,763,CONTIGUA 2,680,185,178,4,8,,0,,,4,379
GUADALUPE,764,BASICA,644,162,126,2,9,,1,,,13,313
GUADALUPE,764,CONTIGUA 1,644,128,136,1,7,,0,,,9,281
GUADALUPE,764,CONTIGUA 2,645,155,138,2,10,,2,,,0,307
GUADALUPE,765,BASICA,654,165,188,2,4,,3,,,17,379
GUADALUPE,765,CONTIGUA 1,654,171,141,3,9,,2,,,7,333
GUADALUPE,765,CONTIGUA 2,655,168,163,5,14,,2,,,6,358
GUADALUPE,766,BASICA,706,126,194,6,12,,0,,,9,347
GUADALUPE,766,CONTIGUA 1,706,137,205,8,8,,2,,,6,366
GUADALUPE,766,CONTIGUA 2,707,130,198,3,13,,2,,,18,364
GUADALUPE,767,BASICA,,,,,,,,,,,
GUADALUPE,767,CONTIGUA 1,619,77,194,1,9,,0,,,10,291
GUADALUPE,767,CONTIGUA 2,,,,,,,,,,,
GUADALUPE,767,CONTIGUA 3,,,,,,,,,,,
GUADALUPE,768,BASICA,556,85,150,6,11,,1,,,13,266
GUADALUPE,768,CONTIGUA 1,556,96,142,3,12,,0,,,5,258
GUADALUPE,768,CONTIGUA 2,556,115,165,6,12,,1,,,10,309
GUADALUPE,769,BASICA,544,114,137,4,9,,1,,,3,268
GUADALUPE,769,CONTIGUA 1,544,118,143,6,10,,2,,,4,283
GUADALUPE,769,CONTIGUA 2,545,116,118,6,11,,0,,,7,258
GUADALUPE,770,BASICA,697,79,212,5,10,,3,,,16,325
GUADALUPE,770,CONTIGUA 1,697,94,230,5,8,,0,,,13,350
GUADALUPE,770,CONTIGUA 2,698,78,242,1,12,,1,,,11,345
GUADALUPE,771,BASICA,,,,,,,,,,,
GUADALUPE,771,CONTIGUA 1,682,105,203,3,14,,4,,,7,336
GUADALUPE,771,CONTIGUA 2,682,105,197,3,9,,1,,,14,329
GUADALUPE,772,BASICA,544,85,151,3,10,,1,,,9,259
GUADALUPE,772,CONTIGUA 1,544,74,142,5,6,,2,,,13,242
GUADALUPE,772,CONTIGUA 2,544,93,149,6,8,,0,,,3,259
GUADALUPE,773,BASICA,744,90,213,4,11,,1,,,9,328
GUADALUPE,773,CONTIGUA 1,745,96,227,4,9,,0,,,7,343
GUADALUPE,773,CONTIGUA 2,745,101,220,3,10,,1,,,6,341
GUADALUPE,774,BASICA,631,106,161,4,9,,0,,,2,282
GUADALUPE,774,CONTIGUA 1,632,107,169,3,11,,0,,,11,301
GUADALUPE,775,BASICA,554,87,139,6,20,,1,,,8,261
GUADALUPE,775,CONTIGUA 1,554,117,122,6,7,,1,,,7,260
GUADALUPE,775,CONTIGUA 2,555,113,135,5,7,,0,,,9,269
GUADALUPE,776,BASICA,563,104,150,5,9,,3,,,12,283
GUADALUPE,776,CONTIGUA 1,563,91,145,4,6,,0,,,13,259
GUADALUPE,776,CONTIGUA 2,563,113,126,8,6,,2,,,11,266
GUADALUPE,776,CONTIGUA 3,563,112,123,8,11,,0,,,14,268
GUADALUPE,777,BASICA,595,117,147,0,10,,0,,,9,283
GUADALUPE,777,CONTIGUA 1,595,143,139,3,7,,1,,,3,296
GUADALUPE,777,CONTIGUA 2,595,114,157,4,7,,4,,,2,288
