"seccion","casilla","pan","pri","prd","pvem","pt","mc","morena","na","pes","mas","progresa","rsp","c_pan_pri_prd_rsp","c_pan_pri_prd","c_pan_pri_rsp","c_pan_prd_rsp","c_pri_prd_rsp","c_pan_pri","c_pan_prd","c_pan_rsp","c_pri_prd","c_pri_rsp","c_prd_rsp","no_registrados","num_votos_nulos","tot_votos","l_nominal","municipality","source_file","c_morena_na_pes_mas","c_morena_na_pes","c_morena_na_mas","c_morena_pes_mas","c_na_pes_mas","c_morena_na","c_morena_pes","c_morena_mas","c_na_pes","c_na_mas","c_pes_mas","c_mc_progresa","cand_ind_luis_armando_jaime_maldonado","cand_ind_andres_tapia_franco","cand_ind_perseo_quiroz_rendon"
"169","B1",86,42,13,18,117,45,125,38,6,7,8,7,6,5,0,0,0,1,1,0,0,0,0,1,27,553,720,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"169","C1",49,21,7,14,121,26,98,25,17,3,6,9,1,8,1,0,0,1,2,0,0,0,0,0,18,427,719,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"170","B1",47,30,6,11,33,26,71,9,1,6,8,3,1,2,0,0,0,3,0,0,0,0,0,0,10,267,387,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"170","C1",31,18,7,15,47,23,64,13,3,2,5,8,2,3,0,0,0,2,0,0,0,0,0,0,11,257,387,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"171","B1",41,23,14,11,53,26,70,16,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,8,277,431,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"172","B1",47,23,3,9,71,25,68,8,2,2,3,3,0,3,0,0,0,1,0,0,0,0,0,0,10,279,459,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"172","C1",48,17,6,9,91,17,76,8,2,3,3,8,1,4,0,0,0,0,1,0,0,0,0,0,15,309,459,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"173","B1",78,22,15,21,33,30,139,19,3,12,7,8,4,8,0,0,0,1,1,0,0,0,1,0,20,426,715,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"173","C1",72,35,17,22,25,45,111,22,9,8,14,12,6,4,1,0,0,2,1,0,0,0,0,0,23,433,714,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"174","B1",54,29,11,19,18,36,73,20,7,7,16,6,0,6,0,0,0,0,0,0,0,0,0,0,23,325,469,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"174","C1",42,20,9,21,18,47,67,13,12,8,7,4,5,2,1,0,0,0,1,0,0,0,0,0,19,296,468,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"175","B1",49,18,14,17,25,29,99,22,9,10,11,13,2,10,0,0,0,1,0,0,0,0,0,0,17,346,579,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"175","C1",47,14,19,23,26,31,79,20,9,7,6,9,3,5,0,0,0,1,0,0,1,1,0,0,23,326,579,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"175","C2",58,20,25,16,10,39,74,20,9,8,11,7,2,0,0,0,0,0,3,0,1,0,0,0,17,325,578,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"176","B1",35,27,9,13,12,25,62,15,0,6,15,7,2,2,0,0,0,1,1,0,0,0,0,1,14,248,389,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"176","C1",34,11,9,17,15,28,59,10,1,11,6,7,3,0,0,1,0,0,0,0,0,0,0,0,5,222,389,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"177","B1",47,13,13,18,29,31,118,9,5,4,8,7,2,2,0,0,0,0,0,1,0,0,0,0,23,330,646,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"177","C1",43,21,5,20,14,39,122,13,0,4,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,300,646,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"177","C2",36,15,9,20,16,32,126,12,2,3,16,6,1,1,0,0,0,0,1,0,0,0,0,0,21,320,646,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"177","C3",41,13,9,20,9,36,93,23,1,5,0,4,0,5,0,0,0,2,0,0,0,0,0,0,17,288,646,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"177","C4",51,13,5,23,19,29,94,16,5,10,6,5,5,7,0,0,0,0,2,0,0,0,0,0,21,313,646,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"177","C5",42,19,3,20,14,34,109,16,2,9,8,11,3,7,0,0,0,0,1,1,0,0,0,0,17,316,646,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"178","B1",44,26,20,31,17,56,106,25,6,9,11,7,0,0,0,0,0,13,0,0,0,0,0,0,24,398,670,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"178","C1",54,31,20,27,21,37,96,18,5,5,13,3,5,5,0,0,0,1,2,0,0,0,0,1,22,367,670,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"178","C2",67,18,24,33,19,34,91,11,6,6,12,10,3,5,1,1,0,0,0,0,1,0,0,0,28,371,670,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"178","C3",52,9,21,26,16,36,101,23,6,6,8,4,2,9,0,0,0,0,0,0,0,0,0,0,18,339,670,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"178","C4",55,21,11,23,22,38,114,17,0,8,7,4,4,5,0,0,0,1,0,1,0,0,0,0,17,351,670,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"178","C5",58,25,15,16,15,40,88,13,2,10,18,7,1,7,0,0,0,1,2,0,0,0,0,0,16,336,670,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"178","C6",56,18,11,29,14,38,113,12,3,8,17,6,4,4,0,0,0,0,1,0,0,0,0,0,17,353,670,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"179","B1",65,19,20,20,33,42,132,32,1,10,10,17,5,0,0,0,0,0,0,0,0,0,0,0,19,429,727,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"179","C1",74,21,13,19,29,32,116,28,3,10,10,13,7,5,0,0,0,0,5,0,0,0,0,0,31,419,726,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"180","B1",44,16,13,32,28,34,106,8,1,5,18,6,0,13,0,0,0,0,0,0,0,0,0,0,27,352,665,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"180","C1",51,18,8,15,17,29,105,13,3,8,14,6,7,9,1,0,0,1,1,2,0,0,0,0,23,332,665,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"180","C2",49,20,16,24,16,45,103,18,1,16,14,5,8,5,0,0,0,1,2,2,3,0,0,0,31,381,665,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"180","C3",46,17,13,20,16,18,113,13,5,5,18,6,5,2,0,0,1,0,1,0,0,0,0,0,30,331,665,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"181","B1",62,18,22,32,20,35,92,7,4,4,12,24,0,9,0,0,0,0,0,0,0,0,0,0,37,378,682,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"181","C1",51,18,8,15,17,29,105,13,3,8,14,6,0,9,8,0,0,1,1,2,0,0,0,0,23,332,682,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"181","E1",48,21,22,27,33,31,53,7,5,10,14,10,0,2,0,0,0,0,0,0,0,0,0,1,26,313,561,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"181","E1 C1",50,16,12,22,49,23,70,11,0,9,5,10,1,1,0,0,0,2,2,0,0,0,0,0,0,287,561,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"181","E1 C2",44,9,19,21,40,33,64,11,1,6,9,8,6,0,0,0,0,1,0,0,1,0,1,1,32,308,560,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"182","B1",49,15,6,19,32,27,83,14,3,4,4,6,0,7,0,0,0,0,0,0,0,0,0,0,15,284,597,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"182","C1",51,19,17,21,25,26,90,4,2,7,8,5,7,3,0,0,0,0,0,0,0,0,0,0,18,304,597,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"182","C2",49,15,18,20,34,24,97,5,2,3,5,6,1,1,0,1,0,2,2,1,0,0,0,1,18,306,597,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"182","C3",58,20,15,22,30,36,98,20,2,4,8,2,1,6,0,0,0,1,0,0,0,0,0,0,15,339,597,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"183","B1",68,24,20,20,37,48,117,12,2,7,5,19,8,7,1,0,0,2,2,1,0,1,0,0,27,428,736,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"183","C1",59,28,17,35,33,50,127,6,9,7,11,13,0,8,0,0,0,1,2,0,0,0,0,0,25,432,736,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"184","B1",55,27,18,45,30,47,75,16,5,6,5,32,0,3,1,0,0,2,0,0,0,5,1,0,29,403,742,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"185","B1",54,32,25,16,42,25,102,7,3,7,7,7,7,7,2,0,0,3,0,0,1,0,0,0,21,368,689,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"185","C1",42,21,21,15,51,26,95,8,1,4,6,8,8,0,1,0,0,5,1,0,0,0,0,0,33,347,688,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"185","C2",48,19,15,15,54,31,103,12,5,4,1,7,5,2,1,0,0,1,0,0,0,0,0,0,0,323,688,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"185","C3",54,27,17,24,51,27,135,13,4,3,11,8,6,5,0,0,0,1,0,0,0,0,0,0,17,404,688,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"186","B1",48,19,9,19,52,32,83,11,6,1,11,5,6,1,0,0,0,2,0,0,1,0,0,0,22,330,599,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"186","C1",42,27,4,23,38,25,77,19,3,6,3,3,10,0,0,0,0,0,0,0,0,0,0,0,21,305,599,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"186","C2",40,35,8,23,47,28,70,16,3,7,12,5,0,0,0,0,1,1,12,0,0,1,0,0,34,344,599,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"186","C3",43,24,7,26,40,23,72,21,6,4,7,0,4,5,0,0,0,1,0,0,1,0,0,0,25,315,599,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"187","B1",21,12,5,11,4,24,90,9,1,4,3,5,0,3,6,0,0,1,0,0,0,0,0,0,14,213,377,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"187","C1",36,15,6,10,3,17,94,7,3,4,5,1,6,6,0,0,0,0,2,0,0,0,0,0,12,229,377,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"934","B1",52,23,16,20,20,22,78,7,6,7,6,6,0,7,10,0,0,1,0,0,0,0,0,0,21,304,572,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"934","C1",54,12,25,25,22,43,61,7,6,2,7,8,5,4,1,1,0,0,0,1,0,0,0,0,14,299,571,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"934","C2",70,16,31,7,17,37,58,14,5,4,7,0,4,3,1,0,0,2,4,0,0,0,0,0,17,298,571,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"934","C3",75,21,25,21,14,26,71,10,3,3,4,2,7,5,0,1,0,2,1,0,0,0,0,0,0,292,571,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"935","B1",73,21,24,18,33,24,80,8,8,10,7,13,12,10,1,0,0,2,1,1,0,0,0,0,18,364,741,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"935","C1",72,32,18,15,36,44,79,9,3,6,5,13,12,7,1,0,0,4,0,1,1,0,1,0,28,390,740,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"935","C2",76,16,22,37,38,32,88,11,2,3,9,7,2,2,1,2,0,2,1,1,0,0,0,0,14,368,740,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Totales","",14702,5742,3379,5147,8916,8479,22493,4576,1116,1571,2208,1879,1081,1139,141,46,21,292,150,42,68,26,19,55,4322,88051,151072,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,NA,NA,NA
"188","B1",87,14,7,19,16,40,140,5,2,7,7,3,4,4,0,0,0,1,0,1,0,0,0,2,20,385,673,"MORELOSCOMBINED","morelos_2024_combined.csv",4,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA
"188","C1",83,17,15,19,13,50,141,9,4,4,3,4,0,4,0,0,0,1,0,0,1,0,0,1,16,390,672,"MORELOSCOMBINED","morelos_2024_combined.csv",3,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA
"188","C2",90,11,9,19,13,54,144,5,2,1,7,3,0,4,0,0,0,0,0,0,0,0,0,0,26,388,672,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"188","C3",75,10,5,22,17,56,131,9,5,7,6,3,0,6,2,0,0,0,0,0,0,0,1,0,17,376,672,"MORELOSCOMBINED","morelos_2024_combined.csv",0,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA
"188","C4",96,23,4,20,11,44,139,10,5,3,7,5,6,4,0,0,0,1,0,0,1,0,0,0,9,395,672,"MORELOSCOMBINED","morelos_2024_combined.csv",2,1,1,0,0,0,1,0,0,0,0,2,NA,NA,NA
"188","C5",80,21,5,22,12,36,128,12,3,1,5,6,3,6,0,0,0,0,2,0,0,0,0,0,16,365,672,"MORELOSCOMBINED","morelos_2024_combined.csv",3,0,0,1,0,2,0,0,0,0,0,1,NA,NA,NA
"189","B1",74,22,8,7,6,37,109,6,0,4,6,4,2,3,1,0,0,4,0,0,0,0,0,0,14,317,574,"MORELOSCOMBINED","morelos_2024_combined.csv",4,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA
"189","C1",88,19,5,14,9,40,137,4,2,3,5,1,2,2,0,0,0,1,0,0,0,0,0,0,20,359,573,"MORELOSCOMBINED","morelos_2024_combined.csv",2,0,1,0,0,3,0,0,0,0,0,1,NA,NA,NA
"189","C2",72,17,4,19,7,47,140,8,2,3,4,1,6,6,0,0,0,4,0,1,0,0,0,1,23,371,573,"MORELOSCOMBINED","morelos_2024_combined.csv",5,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
"190","B1",89,17,10,18,13,40,141,5,1,1,4,5,5,4,0,0,0,2,0,0,0,0,0,0,18,384,649,"MORELOSCOMBINED","morelos_2024_combined.csv",5,3,2,0,0,1,0,0,0,0,0,0,NA,NA,NA
"190","C1",93,24,7,12,8,49,159,5,2,0,5,6,7,2,1,0,0,0,0,0,0,0,0,0,22,404,649,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA
"190","C2",75,19,2,17,7,42,143,6,2,3,6,3,4,4,0,0,0,1,2,0,0,0,0,0,23,366,649,"MORELOSCOMBINED","morelos_2024_combined.csv",4,0,0,0,0,2,1,0,0,0,0,0,NA,NA,NA
"190","C3",98,9,8,9,14,44,157,6,1,1,6,2,3,3,2,0,0,0,0,0,0,0,0,0,20,388,649,"MORELOSCOMBINED","morelos_2024_combined.csv",2,0,2,0,0,1,0,0,0,0,0,0,NA,NA,NA
"190","C4",96,19,8,9,18,30,149,9,0,3,1,2,4,5,1,0,0,2,0,0,0,0,0,0,25,392,648,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,2,0,0,1,2,0,0,0,0,0,NA,NA,NA
"191","B1",103,27,11,22,4,56,176,7,1,5,11,5,2,4,0,0,0,2,0,0,0,0,0,0,26,475,714,"MORELOSCOMBINED","morelos_2024_combined.csv",6,1,0,0,0,3,1,1,0,0,0,1,NA,NA,NA
"191","C1",99,22,11,10,5,42,153,8,2,4,2,2,1,9,1,0,1,0,0,0,0,0,0,0,15,397,713,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,2,0,0,0,1,0,0,0,0,1,NA,NA,NA
"191","C2",81,31,7,10,18,36,159,3,1,2,9,3,2,5,0,0,0,2,0,0,0,0,0,1,19,394,713,"MORELOSCOMBINED","morelos_2024_combined.csv",2,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA
"192","B1",92,16,17,11,8,43,153,8,1,6,3,3,4,4,0,0,0,2,0,0,0,0,0,0,12,389,588,"MORELOSCOMBINED","morelos_2024_combined.csv",1,0,0,1,0,0,0,2,0,0,0,2,NA,NA,NA
"192","C1",112,15,6,19,5,41,136,8,1,5,3,9,7,6,0,0,0,2,0,1,0,0,0,0,18,404,587,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,0,0,0,2,0,0,0,0,0,2,NA,NA,NA
"192","C2",94,23,5,23,10,32,126,7,1,1,6,4,4,3,0,0,0,2,0,0,0,0,0,0,11,362,587,"MORELOSCOMBINED","morelos_2024_combined.csv",7,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA
"192","C3",89,20,12,21,8,33,142,2,0,7,1,3,2,9,0,0,0,6,1,0,0,0,0,0,8,374,587,"MORELOSCOMBINED","morelos_2024_combined.csv",6,1,0,0,0,0,1,1,0,0,0,1,NA,NA,NA
"193","B1",77,10,9,28,12,37,173,14,1,4,4,6,5,6,0,0,0,1,0,0,0,0,0,0,27,418,718,"MORELOSCOMBINED","morelos_2024_combined.csv",1,0,1,0,0,1,0,0,0,0,1,0,NA,NA,NA
"193","C1",84,20,7,21,8,34,165,9,3,8,4,6,3,1,0,0,0,1,0,0,0,0,0,0,22,411,718,"MORELOSCOMBINED","morelos_2024_combined.csv",13,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA
"193","C2",67,29,7,30,9,45,178,15,2,4,2,4,1,9,0,0,0,2,1,0,0,0,0,0,18,431,717,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA
"193","C3",88,24,10,24,6,47,182,12,3,6,8,3,3,3,0,1,0,2,0,0,0,0,0,0,14,446,717,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,1,0,0,2,1,0,0,0,0,0,NA,NA,NA
"193","C4",86,10,7,28,13,53,188,10,5,6,2,4,4,5,0,0,0,2,0,0,0,0,1,0,30,460,717,"MORELOSCOMBINED","morelos_2024_combined.csv",3,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA
"194","B1",89,11,5,24,11,46,148,7,2,4,4,5,8,2,0,0,0,0,0,0,0,0,0,0,23,400,735,"MORELOSCOMBINED","morelos_2024_combined.csv",8,0,0,0,0,2,0,1,0,0,0,0,NA,NA,NA
"194","C1",85,16,9,31,16,65,142,9,3,1,3,6,2,4,0,0,0,2,0,0,0,0,0,2,24,438,734,"MORELOSCOMBINED","morelos_2024_combined.csv",8,2,0,0,0,5,0,0,0,0,0,3,NA,NA,NA
"194","C2",84,17,4,33,18,49,170,7,0,6,7,10,6,5,0,0,0,0,4,0,0,0,0,0,19,447,734,"MORELOSCOMBINED","morelos_2024_combined.csv",3,0,0,0,1,0,1,1,0,0,0,2,NA,NA,NA
"194","C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"194","C4",66,23,9,34,15,35,197,9,5,9,7,4,3,3,0,0,0,0,0,0,0,0,1,0,24,456,734,"MORELOSCOMBINED","morelos_2024_combined.csv",6,1,0,0,0,2,0,0,0,1,0,2,NA,NA,NA
"194","C5",90,18,10,15,13,40,187,5,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,405,734,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"195","B1",147,21,16,15,7,25,163,6,0,2,4,2,9,7,0,0,0,5,0,0,0,0,0,0,0,433,714,"MORELOSCOMBINED","morelos_2024_combined.csv",0,2,0,0,0,0,0,0,0,0,0,2,NA,NA,NA
"195","C1",119,31,15,16,9,32,173,4,0,2,5,4,5,5,0,1,0,2,1,1,0,0,0,0,23,460,713,"MORELOSCOMBINED","morelos_2024_combined.csv",7,0,2,1,0,0,1,0,0,0,0,1,NA,NA,NA
"195","C2",115,26,7,7,9,31,175,3,2,1,1,1,5,7,0,0,0,3,2,0,0,0,0,0,24,429,713,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,0,0,1,0,2,0,0,0,0,1,NA,NA,NA
"195","C3",125,22,15,13,4,43,145,8,2,2,6,9,0,12,0,0,0,3,1,0,1,0,0,1,16,435,713,"MORELOSCOMBINED","morelos_2024_combined.csv",3,1,0,1,0,2,0,0,0,0,0,0,NA,NA,NA
"196","B1",78,17,9,16,15,29,144,7,2,4,0,5,2,7,1,0,0,0,0,0,0,0,0,0,19,367,652,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,0,0,0,2,1,0,1,0,0,2,NA,NA,NA
"196","C1",84,14,8,23,8,36,134,2,3,2,1,2,0,4,0,0,0,0,1,0,0,0,0,0,1,327,652,"MORELOSCOMBINED","morelos_2024_combined.csv",0,1,0,0,0,0,2,0,0,0,0,1,NA,NA,NA
"196","C2",96,22,8,19,11,38,138,8,1,5,3,1,2,5,0,0,0,0,2,0,0,0,0,0,1,364,652,"MORELOSCOMBINED","morelos_2024_combined.csv",2,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA
"196","C3",91,19,7,17,11,30,145,6,4,1,1,2,2,7,1,0,0,1,0,0,0,0,0,0,15,365,652,"MORELOSCOMBINED","morelos_2024_combined.csv",3,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA
"196","C4",108,22,6,15,6,35,128,4,4,4,5,3,4,2,0,0,0,1,0,0,0,0,0,0,21,374,651,"MORELOSCOMBINED","morelos_2024_combined.csv",3,0,1,0,0,2,0,0,0,0,0,0,NA,NA,NA
"197","B1",90,13,17,22,7,45,171,12,1,10,3,3,3,5,1,1,0,0,0,0,0,1,0,0,28,443,749,"MORELOSCOMBINED","morelos_2024_combined.csv",5,0,0,0,0,3,0,0,0,0,1,1,NA,NA,NA
"197","C1",144,24,24,16,9,43,158,12,3,9,3,1,3,7,0,0,1,0,2,0,0,0,0,0,31,496,749,"MORELOSCOMBINED","morelos_2024_combined.csv",3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA
