"seccion","casilla","pan","pri","prd","pvem","pt","mc","morena","na","pes","mas","progresa","rsp","c_pan_pri_prd_rsp","c_pan_pri_prd","c_pan_pri_rsp","c_pan_prd_rsp","c_pri_prd_rsp","c_pan_pri","c_pan_prd","c_pan_rsp","c_pri_prd","c_pri_rsp","c_prd_rsp","no_registrados","num_votos_nulos","tot_votos","l_nominal","municipality","source_file","c_morena_na_pes_mas","c_morena_na_pes","c_morena_na_mas","c_morena_pes_mas","c_na_pes_mas","c_morena_na","c_morena_pes","c_morena_mas","c_na_pes","c_na_mas","c_pes_mas","c_mc_progresa","cand_ind_luis_armando_jaime_maldonado","cand_ind_andres_tapia_franco","cand_ind_perseo_quiroz_rendon"
"42","B1",8,3,0,0,89,97,46,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,255,367,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","B1",0,0,0,1,81,84,70,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,253,411,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","C1",7,0,0,2,89,78,44,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,244,410,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Totales","",1118,239,96,75,2934,9066,1945,18,41,4,1755,120,67,27,5,1,0,6,5,3,0,1,0,0,576,18102,28452,"MORELOSCOMBINED","morelos_2024_combined.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","B1",84,9,8,6,4,7,128,9,33,7,21,7,9,5,0,0,0,6,0,2,0,0,0,0,18,380,666,"MORELOSCOMBINED","morelos_2024_combined.csv",8,0,0,0,0,6,0,0,0,0,0,3,NA,NA,NA
"44","C1",83,9,8,5,2,9,105,27,34,9,11,11,10,3,2,0,1,0,0,0,0,0,0,0,11,351,666,"MORELOSCOMBINED","morelos_2024_combined.csv",2,1,1,0,1,2,0,0,3,0,0,1,NA,NA,NA
"44","C2",98,9,8,5,1,8,111,11,27,4,16,7,6,4,1,0,0,2,2,0,0,0,0,0,15,349,665,"MORELOSCOMBINED","morelos_2024_combined.csv",8,0,0,3,1,0,0,0,0,0,0,2,NA,NA,NA
"45","B1",93,24,16,3,2,11,128,18,54,2,12,7,6,4,0,0,0,1,2,0,0,0,0,0,0,397,617,"MORELOSCOMBINED","morelos_2024_combined.csv",7,1,0,0,0,1,4,0,0,0,0,1,NA,NA,NA
"45","C1",108,17,8,4,3,10,115,9,31,6,21,7,10,11,0,0,0,4,0,1,0,0,0,0,13,395,617,"MORELOSCOMBINED","morelos_2024_combined.csv",8,2,0,0,0,0,2,0,1,0,0,4,NA,NA,NA
"45","C2",121,15,12,6,2,9,156,7,28,2,16,5,5,9,0,1,0,2,0,0,0,0,0,0,7,416,617,"MORELOSCOMBINED","morelos_2024_combined.csv",3,1,0,2,0,2,1,0,1,0,0,3,NA,NA,NA
"45","C3",113,30,12,5,1,8,140,7,32,7,24,4,7,2,0,0,0,1,1,0,0,0,0,0,10,418,617,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,0,0,0,1,5,0,0,1,0,1,NA,NA,NA
"46","B1",98,12,9,5,1,10,155,15,30,6,14,3,2,6,2,0,0,1,0,0,0,0,0,0,13,393,586,"MORELOSCOMBINED","morelos_2024_combined.csv",8,0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA
"46","C1",110,8,9,2,1,9,115,16,31,8,14,3,9,13,1,0,0,2,0,0,0,0,0,0,16,377,586,"MORELOSCOMBINED","morelos_2024_combined.csv",4,0,0,1,0,0,4,0,1,0,0,0,NA,NA,NA
"47","B1",79,8,5,4,2,9,99,8,19,3,10,5,3,12,0,0,0,3,0,0,0,0,0,0,11,294,553,"MORELOSCOMBINED","morelos_2024_combined.csv",4,4,0,0,0,4,0,0,0,0,0,2,NA,NA,NA
"47","C1",51,12,5,5,1,9,116,4,12,5,21,5,4,4,1,1,0,1,0,0,0,1,0,0,0,273,553,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,0,2,0,4,1,0,0,0,0,2,NA,NA,NA
"47","C2",93,13,12,5,4,8,106,13,15,2,15,2,0,5,10,0,0,0,0,0,0,0,0,0,15,320,552,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA
"48","B1",58,13,2,4,2,5,117,13,23,10,13,1,4,1,0,0,0,0,1,0,0,0,0,0,13,297,607,"MORELOSCOMBINED","morelos_2024_combined.csv",8,1,0,1,0,0,2,1,1,0,0,3,NA,NA,NA
"48","C1",80,16,5,2,2,3,94,8,25,6,11,3,6,0,0,0,0,2,0,0,0,0,0,0,15,300,606,"MORELOSCOMBINED","morelos_2024_combined.csv",19,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA
"48","C2",60,9,4,5,5,9,107,23,23,7,13,4,2,7,0,1,1,4,0,0,0,0,0,0,21,323,606,"MORELOSCOMBINED","morelos_2024_combined.csv",4,4,0,2,0,0,2,0,0,0,2,4,NA,NA,NA
"49","B1",144,41,24,8,1,6,123,29,36,30,16,3,0,8,0,0,0,3,3,1,1,0,0,0,0,492,723,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,0,0,0,1,1,5,0,0,0,2,NA,NA,NA
"49","C1",141,62,10,5,0,8,119,23,46,23,14,17,9,4,3,0,0,5,2,0,0,0,0,0,13,521,723,"MORELOSCOMBINED","morelos_2024_combined.csv",9,2,0,0,0,0,1,1,4,0,0,0,NA,NA,NA
"50","B1",79,16,15,8,2,3,108,18,21,8,10,7,3,5,1,0,0,0,0,0,0,0,0,0,9,329,509,"MORELOSCOMBINED","morelos_2024_combined.csv",8,0,0,0,0,4,0,2,0,0,0,2,NA,NA,NA
"50","C1",59,18,6,8,2,3,130,23,23,7,15,0,3,6,1,15,1,1,2,0,0,0,0,0,0,342,508,"MORELOSCOMBINED","morelos_2024_combined.csv",8,2,1,0,0,3,1,1,0,1,1,1,NA,NA,NA
"50","C2",64,22,4,1,0,4,103,26,20,6,14,0,0,7,0,0,0,0,1,0,0,0,0,0,19,310,508,"MORELOSCOMBINED","morelos_2024_combined.csv",9,1,0,0,0,5,0,1,1,0,0,2,NA,NA,NA
"51","B1",122,29,16,4,2,5,85,28,17,5,5,7,11,5,0,0,0,1,0,0,0,0,0,0,1,359,495,"MORELOSCOMBINED","morelos_2024_combined.csv",8,1,0,0,0,3,2,0,0,0,0,2,NA,NA,NA
"51","C1",124,49,11,1,1,2,71,44,13,5,3,17,0,10,0,0,0,0,0,0,0,0,0,0,5,366,495,"MORELOSCOMBINED","morelos_2024_combined.csv",8,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA
"52","B1",112,7,6,1,1,7,103,30,29,7,13,7,9,5,0,0,0,3,1,0,0,0,0,0,5,367,595,"MORELOSCOMBINED","morelos_2024_combined.csv",9,1,0,0,2,1,1,0,7,0,0,0,NA,NA,NA
"52","C1",91,25,7,4,1,4,88,19,18,3,23,7,13,0,0,0,0,8,2,1,0,0,0,0,11,339,595,"MORELOSCOMBINED","morelos_2024_combined.csv",8,0,0,1,0,1,0,0,0,0,0,4,NA,NA,NA
"52","C2",92,15,4,7,0,8,105,11,22,6,11,2,11,5,1,0,0,6,2,1,0,0,0,0,10,328,595,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,0,0,0,2,0,0,1,0,0,0,NA,NA,NA
"53","B1",83,21,8,9,1,8,78,21,21,1,18,7,5,0,2,0,0,2,1,0,0,0,0,0,13,315,542,"MORELOSCOMBINED","morelos_2024_combined.csv",12,0,0,0,0,0,1,1,0,0,0,2,NA,NA,NA
"54","B1",97,12,2,5,3,15,155,10,21,8,29,12,3,4,0,0,0,1,0,0,0,0,0,0,18,417,701,"MORELOSCOMBINED","morelos_2024_combined.csv",13,4,0,0,0,0,2,1,0,0,0,2,NA,NA,NA
"54","C1",96,16,8,11,2,19,153,9,16,2,17,8,6,5,0,0,0,3,0,0,0,0,0,0,12,398,700,"MORELOSCOMBINED","morelos_2024_combined.csv",7,2,1,0,0,2,1,0,0,0,0,2,NA,NA,NA
"55","B1",48,10,5,9,3,13,116,12,16,9,17,14,3,2,0,0,0,1,2,0,0,0,0,0,17,319,659,"MORELOSCOMBINED","morelos_2024_combined.csv",13,0,0,0,0,2,4,1,0,0,0,2,NA,NA,NA
"55","C1",60,10,2,5,5,19,129,9,25,5,22,10,6,0,1,2,0,0,0,1,0,0,0,0,16,340,659,"MORELOSCOMBINED","morelos_2024_combined.csv",6,2,0,0,0,2,2,0,0,0,0,1,NA,NA,NA
"55","C2",74,12,5,12,1,12,107,8,13,1,22,9,3,2,0,0,0,2,1,0,0,0,1,0,19,315,658,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,0,0,0,0,1,1,1,0,0,2,NA,NA,NA
"55","E1",43,10,2,9,1,8,102,34,6,3,17,5,6,0,0,0,0,0,0,0,0,0,0,0,16,275,569,"MORELOSCOMBINED","morelos_2024_combined.csv",11,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA
"55","E1 C1",32,8,5,5,2,10,99,18,11,4,16,3,2,7,0,0,0,0,0,0,0,0,0,0,11,244,568,"MORELOSCOMBINED","morelos_2024_combined.csv",5,0,2,0,0,1,0,0,1,0,0,2,NA,NA,NA
"56","B1",68,10,9,9,5,15,153,15,17,11,19,10,0,11,0,0,0,1,0,0,0,0,0,0,17,386,676,"MORELOSCOMBINED","morelos_2024_combined.csv",11,0,0,0,0,0,2,0,0,0,0,3,NA,NA,NA
"56","C1",98,13,7,6,2,12,169,6,3,5,8,7,6,4,2,0,0,0,1,1,0,0,0,0,12,379,675,"MORELOSCOMBINED","morelos_2024_combined.csv",9,1,2,0,0,1,3,0,0,0,0,1,NA,NA,NA
"57","B1",91,12,2,2,2,10,148,3,10,9,27,12,0,0,0,0,0,0,0,0,0,0,0,0,8,336,673,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"57","C1",98,10,1,5,7,9,133,8,21,9,20,10,6,2,0,1,0,1,0,0,0,0,0,0,15,369,673,"MORELOSCOMBINED","morelos_2024_combined.csv",7,1,0,0,0,1,1,2,0,0,0,1,NA,NA,NA
"58","B1",79,17,7,6,2,4,124,13,13,21,23,19,0,0,0,0,0,0,0,0,11,0,0,0,12,352,717,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA
"58","C1",105,16,8,6,0,4,117,12,15,19,32,8,8,3,2,0,0,2,0,1,0,0,0,0,18,393,716,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,1,0,0,2,0,0,0,0,1,7,NA,NA,NA
"59","B1",70,8,7,6,2,6,104,7,24,4,11,16,3,3,2,0,0,1,1,0,0,1,0,0,14,304,647,"MORELOSCOMBINED","morelos_2024_combined.csv",6,3,0,2,0,0,1,0,0,0,0,2,NA,NA,NA
"59","C1",62,7,3,1,0,13,139,10,13,5,9,6,9,0,0,0,0,0,0,0,0,0,0,0,8,301,647,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,13,0,0,0,0,0,0,3,NA,NA,NA
"59","C2",77,17,3,2,1,4,98,12,11,2,10,11,9,2,0,0,0,2,0,1,0,0,0,0,13,291,647,"MORELOSCOMBINED","morelos_2024_combined.csv",10,1,0,0,0,3,1,0,1,0,0,0,NA,NA,NA
"59","C3",72,8,9,3,3,13,129,7,9,5,12,11,11,0,0,0,0,0,0,0,0,0,0,0,6,312,646,"MORELOSCOMBINED","morelos_2024_combined.csv",11,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA
"59","C4",81,14,7,5,4,9,144,13,18,7,12,11,13,0,0,0,0,0,0,0,0,0,0,0,7,362,646,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,0,0,0,0,0,0,17,NA,NA,NA
"60","B1",58,10,5,6,2,2,66,9,15,0,10,3,5,2,0,0,0,0,0,0,0,0,0,0,7,216,421,"MORELOSCOMBINED","morelos_2024_combined.csv",6,1,3,1,0,2,2,0,0,0,0,1,NA,NA,NA
"60","C1",46,13,7,5,3,5,68,7,19,1,10,2,0,3,1,0,0,0,2,0,0,0,0,0,7,209,421,"MORELOSCOMBINED","morelos_2024_combined.csv",7,0,0,0,1,1,0,0,0,0,0,1,NA,NA,NA
"61","B1",52,15,20,6,10,28,125,5,62,1,18,4,6,0,0,0,0,0,0,0,0,0,0,0,10,377,696,"MORELOSCOMBINED","morelos_2024_combined.csv",5,3,0,0,0,3,0,0,0,0,0,4,NA,NA,NA
"61","C1",61,20,13,8,6,21,118,8,87,3,14,7,0,4,0,0,1,1,0,0,0,0,0,0,17,394,696,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,1,2,0,0,0,1,1,NA,NA,NA
"61","C2",44,15,16,5,8,23,140,9,56,2,13,3,4,8,0,0,0,0,0,0,0,0,0,0,16,386,696,"MORELOSCOMBINED","morelos_2024_combined.csv",12,0,0,3,3,0,0,5,0,0,0,1,NA,NA,NA
"61","E1",67,14,9,4,7,19,99,7,21,0,5,4,6,8,0,0,0,1,0,0,0,0,1,0,13,292,564,"MORELOSCOMBINED","morelos_2024_combined.csv",2,0,1,0,0,1,0,0,0,0,0,3,NA,NA,NA
"62","B1",126,18,27,10,5,5,103,4,8,0,17,10,9,6,3,1,1,2,1,0,0,0,0,0,8,376,659,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,0,3,0,0,1,1,0,0,0,1,NA,NA,NA
"62","C1",91,15,13,11,6,11,116,6,7,1,1,7,0,22,0,0,0,0,0,0,0,0,0,0,28,342,658,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA
"62","C2",137,22,19,14,3,4,100,4,5,3,9,4,1,10,1,1,0,2,1,10,0,0,0,0,5,360,658,"MORELOSCOMBINED","morelos_2024_combined.csv",2,2,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
"62","C3",137,20,17,8,6,8,98,10,10,0,17,11,10,13,0,0,0,2,2,0,1,0,0,0,18,398,658,"MORELOSCOMBINED","morelos_2024_combined.csv",7,0,0,0,0,1,0,0,0,0,0,2,NA,NA,NA
"63","B1",70,20,6,6,6,26,108,5,5,1,3,7,6,6,0,1,0,1,3,0,0,0,0,0,14,295,519,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
"63","C1",85,22,3,8,3,16,98,13,4,0,5,2,2,3,0,0,0,1,0,0,0,0,0,0,6,276,518,"MORELOSCOMBINED","morelos_2024_combined.csv",3,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
"64","B1",52,15,6,7,6,15,84,8,5,1,4,6,3,4,0,0,0,0,1,0,0,0,0,0,6,228,438,"MORELOSCOMBINED","morelos_2024_combined.csv",1,1,1,0,0,1,0,1,0,0,0,0,NA,NA,NA
"64","C1",66,9,3,9,6,9,102,8,10,2,8,4,6,7,0,0,0,1,0,0,0,0,0,0,18,277,437,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,0,0,2,1,0,0,0,0,0,0,NA,NA,NA
"65","B1",25,7,1,2,1,7,76,21,26,2,35,5,7,0,1,0,0,2,0,0,1,0,0,0,6,266,561,"MORELOSCOMBINED","morelos_2024_combined.csv",12,1,0,0,0,1,2,0,21,0,0,4,NA,NA,NA
"65","C1",22,5,2,5,1,8,96,10,25,2,54,4,0,0,4,0,0,1,0,2,0,0,0,0,9,282,560,"MORELOSCOMBINED","morelos_2024_combined.csv",13,1,0,3,1,0,2,1,1,1,0,9,NA,NA,NA
"65","C2",30,2,2,12,1,7,61,12,25,3,31,1,7,1,1,0,0,3,0,0,0,0,0,0,9,231,560,"MORELOSCOMBINED","morelos_2024_combined.csv",4,1,4,0,0,0,5,0,1,0,0,8,NA,NA,NA
"66","B1",45,10,11,4,0,6,99,12,30,2,15,2,0,3,6,0,0,0,0,0,0,0,0,0,0,281,521,"MORELOSCOMBINED","morelos_2024_combined.csv",18,2,0,1,0,5,5,0,0,0,0,5,NA,NA,NA
"66","C1",67,18,8,3,2,9,133,16,33,1,17,7,3,2,0,0,0,2,0,0,0,0,1,0,11,343,521,"MORELOSCOMBINED","morelos_2024_combined.csv",3,0,0,0,0,2,3,0,0,0,0,2,NA,NA,NA
"66","E1",49,5,0,12,4,3,66,10,11,0,24,0,10,0,0,0,0,0,0,0,0,0,0,0,26,242,576,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,22,0,0,0,0,0,0,0,NA,NA,NA
"66","E1 C1",50,12,2,18,2,0,65,12,15,2,12,2,1,3,2,0,0,1,0,0,0,0,0,0,15,222,576,"MORELOSCOMBINED","morelos_2024_combined.csv",3,1,0,0,0,0,2,0,0,0,0,2,NA,NA,NA
"67","B1",104,28,11,10,5,8,92,23,20,5,10,14,9,3,2,0,0,3,1,0,1,1,0,0,9,375,663,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,0,0,1,3,1,0,2,1,0,2,NA,NA,NA
"67","C1",114,23,7,4,3,8,129,11,12,2,10,7,7,4,0,0,0,1,1,0,0,1,1,0,14,372,663,"MORELOSCOMBINED","morelos_2024_combined.csv",6,3,0,0,0,0,0,0,0,0,1,3,NA,NA,NA
"67","C2",118,26,14,5,2,4,108,13,23,2,12,8,13,0,0,0,0,0,0,0,0,0,0,0,20,381,663,"MORELOSCOMBINED","morelos_2024_combined.csv",5,1,0,1,1,2,1,1,0,0,1,0,NA,NA,NA
"68","B1",57,0,0,2,0,0,124,0,0,0,8,1,0,0,0,0,0,19,0,0,12,0,0,0,5,285,582,"MORELOSCOMBINED","morelos_2024_combined.csv",57,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"68","C1",83,7,8,3,1,3,114,6,14,4,9,3,6,4,2,0,0,4,1,1,0,0,0,0,14,304,582,"MORELOSCOMBINED","morelos_2024_combined.csv",10,1,1,0,0,2,3,0,0,0,0,0,NA,NA,NA
"68","C2",73,5,3,0,0,5,128,9,11,4,9,4,4,4,2,0,0,1,3,1,0,0,0,0,10,297,582,"MORELOSCOMBINED","morelos_2024_combined.csv",13,0,2,1,0,1,3,0,0,0,0,1,NA,NA,NA
"68","C3",77,17,2,1,0,4,110,6,31,4,16,2,0,7,0,0,0,0,0,0,0,0,0,0,13,307,582,"MORELOSCOMBINED","morelos_2024_combined.csv",8,2,0,1,0,2,2,0,1,1,0,0,NA,NA,NA
"69","B1",97,22,11,6,2,8,135,16,44,8,16,4,0,0,0,0,0,0,0,0,0,0,0,0,14,411,618,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,0,0,0,0,0,0,16,0,12,NA,NA,NA
"69","C1",97,11,3,6,1,3,128,12,43,13,12,7,7,3,0,0,0,2,0,0,0,0,0,0,11,385,617,"MORELOSCOMBINED","morelos_2024_combined.csv",10,6,1,0,0,4,2,1,1,0,0,1,NA,NA,NA
"70","B1",52,4,9,8,0,10,115,11,17,3,47,5,0,6,2,0,0,2,0,0,0,0,0,0,11,334,574,"MORELOSCOMBINED","morelos_2024_combined.csv",13,4,0,2,0,6,1,0,0,0,0,6,NA,NA,NA
"70","C1",58,9,7,14,2,6,120,9,29,4,47,1,8,4,1,0,0,0,0,1,0,0,0,0,13,342,574,"MORELOSCOMBINED","morelos_2024_combined.csv",2,1,0,0,0,2,1,0,0,0,0,3,NA,NA,NA
"70","C2",65,10,9,7,7,8,103,5,23,3,58,3,4,2,0,0,0,0,2,2,0,0,0,0,8,324,574,"MORELOSCOMBINED","morelos_2024_combined.csv",1,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA
"71","B1",86,15,8,9,2,11,116,32,22,6,65,7,9,3,1,0,0,2,2,0,0,0,0,0,9,429,632,"MORELOSCOMBINED","morelos_2024_combined.csv",3,1,0,0,0,0,2,1,0,0,0,17,NA,NA,NA
"71","C1",80,7,13,3,2,12,104,14,17,1,77,9,4,0,1,0,0,3,0,1,0,0,0,0,14,382,632,"MORELOSCOMBINED","morelos_2024_combined.csv",7,0,0,0,0,1,6,0,0,0,0,6,NA,NA,NA
"72","B1",124,12,6,4,1,12,104,15,15,4,71,7,11,5,1,0,0,0,1,0,0,0,0,0,10,419,665,"MORELOSCOMBINED","morelos_2024_combined.csv",7,0,0,0,0,1,0,0,1,1,0,6,NA,NA,NA
"72","C1",71,11,8,9,2,13,101,18,17,5,88,7,4,8,0,0,0,4,1,0,0,0,0,0,10,400,664,"MORELOSCOMBINED","morelos_2024_combined.csv",10,0,0,1,0,2,1,0,0,0,1,8,NA,NA,NA
"72","C2",108,11,13,3,1,10,107,20,15,1,78,6,13,4,0,0,0,4,2,0,0,0,2,0,13,437,664,"MORELOSCOMBINED","morelos_2024_combined.csv",7,7,0,0,0,0,3,0,2,0,0,7,NA,NA,NA
"74","B1",125,9,12,3,6,5,76,58,20,17,24,4,30,0,0,0,0,0,0,0,0,0,0,0,11,418,675,"MORELOSCOMBINED","morelos_2024_combined.csv",17,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"74","C1",99,17,23,4,12,11,81,48,27,10,22,11,0,14,1,0,0,3,3,1,0,0,0,0,0,402,675,"MORELOSCOMBINED","morelos_2024_combined.csv",4,1,1,0,0,3,3,1,0,0,2,0,NA,NA,NA
"74","C2",142,9,15,8,7,6,86,52,20,19,19,8,11,0,0,0,0,4,0,0,0,0,0,0,0,425,674,"MORELOSCOMBINED","morelos_2024_combined.csv",10,0,0,0,0,2,3,0,0,0,0,4,NA,NA,NA
"75","B1",87,15,5,5,2,9,94,17,62,4,13,6,0,6,8,0,0,6,0,0,0,0,0,0,17,374,633,"MORELOSCOMBINED","morelos_2024_combined.csv",8,3,0,0,1,2,0,0,0,0,1,3,NA,NA,NA
"75","C1",101,7,2,0,2,2,79,23,50,3,15,7,11,5,0,0,0,0,1,1,0,0,1,0,12,335,632,"MORELOSCOMBINED","morelos_2024_combined.csv",2,0,4,0,0,1,3,0,1,1,0,1,NA,NA,NA
"75","C2",90,13,5,3,2,7,72,7,43,1,8,3,8,3,1,0,0,5,1,1,0,0,0,0,12,309,632,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,2,6,1,0,8,0,3,2,0,2,NA,NA,NA
"76","B1",140,23,10,5,2,8,90,16,48,3,35,11,8,6,4,0,0,1,5,0,0,0,0,0,11,439,742,"MORELOSCOMBINED","morelos_2024_combined.csv",3,1,2,0,1,1,5,0,0,0,0,0,NA,NA,NA
"76","C1",139,22,12,1,9,6,88,19,51,0,24,5,4,2,2,0,0,4,2,1,0,0,0,0,12,414,741,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,0,0,0,0,0,0,3,0,0,2,NA,NA,NA
"77","B1",161,18,9,1,1,11,68,28,18,2,22,7,13,12,0,0,0,2,1,1,0,0,0,0,12,405,704,"MORELOSCOMBINED","morelos_2024_combined.csv",3,1,0,0,0,3,4,1,0,2,0,4,NA,NA,NA
"77","C1",187,16,11,6,4,6,68,19,27,0,26,14,14,8,0,3,0,3,0,0,0,0,0,0,11,432,703,"MORELOSCOMBINED","morelos_2024_combined.csv",4,1,0,0,0,0,2,0,0,0,0,2,NA,NA,NA
"77","C2",189,14,5,3,0,6,50,8,36,0,12,5,18,9,0,0,0,9,2,2,1,0,1,0,18,396,703,"MORELOSCOMBINED","morelos_2024_combined.csv",3,2,0,0,0,1,1,0,0,0,0,1,NA,NA,NA
"78","B1",65,10,2,12,0,2,23,3,14,1,7,1,0,2,7,2,0,4,0,0,0,0,0,0,5,165,238,"MORELOSCOMBINED","morelos_2024_combined.csv",1,0,0,0,0,1,0,0,0,0,1,2,NA,NA,NA
"79","B1",54,6,4,8,1,2,70,9,22,29,16,7,3,4,2,0,0,0,0,0,0,0,0,0,9,265,471,"MORELOSCOMBINED","morelos_2024_combined.csv",8,2,1,0,0,1,2,2,0,1,0,2,NA,NA,NA
"79","C1",49,6,3,8,3,6,84,22,9,14,22,3,3,1,0,0,0,1,0,1,0,0,0,0,7,249,470,"MORELOSCOMBINED","morelos_2024_combined.csv",3,0,0,0,0,1,0,1,1,1,0,0,NA,NA,NA
"80","B1",144,19,13,1,1,7,82,7,15,19,17,10,0,13,0,0,0,2,4,0,0,0,0,0,14,384,627,"MORELOSCOMBINED","morelos_2024_combined.csv",5,3,2,0,0,0,2,0,1,0,0,3,NA,NA,NA
"80","C1",160,14,11,2,2,4,95,9,18,27,9,10,7,3,1,0,0,1,1,2,1,0,0,0,9,406,627,"MORELOSCOMBINED","morelos_2024_combined.csv",6,1,1,0,1,0,2,2,1,0,0,6,NA,NA,NA
"80","E1",64,7,14,4,0,1,75,37,20,21,1,4,0,0,0,0,0,0,0,0,10,0,0,0,22,294,467,"MORELOSCOMBINED","morelos_2024_combined.csv",14,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"81","B1",31,2,16,3,2,6,98,4,22,2,7,10,1,0,0,0,0,0,2,0,0,0,0,0,2,212,333,"MORELOSCOMBINED","morelos_2024_combined.csv",0,1,0,1,0,0,2,0,0,0,0,0,NA,NA,NA
"82","B1",55,17,4,7,3,0,66,30,16,4,0,5,5,0,1,0,0,2,0,1,0,0,0,0,7,240,385,"MORELOSCOMBINED","morelos_2024_combined.csv",8,0,1,1,0,3,2,1,1,0,0,0,NA,NA,NA
"83","B1",101,23,7,2,2,6,106,16,19,2,9,1,13,5,0,0,0,1,1,0,0,0,0,0,15,342,544,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,0,1,0,1,1,1,0,0,1,2,NA,NA,NA
"83","C1",89,18,9,5,2,9,102,7,30,0,16,5,6,4,2,0,0,7,0,0,0,0,0,0,14,345,544,"MORELOSCOMBINED","morelos_2024_combined.csv",10,0,1,0,0,2,0,5,0,0,0,2,NA,NA,NA
"84","B1",52,29,15,6,2,4,101,7,25,4,16,3,6,4,0,0,0,5,2,0,0,0,0,0,12,305,502,"MORELOSCOMBINED","morelos_2024_combined.csv",6,0,0,1,1,1,1,0,1,0,0,1,NA,NA,NA
"84","C1",70,25,19,4,2,5,81,16,24,4,15,0,14,3,0,1,0,3,1,0,0,0,0,0,10,310,502,"MORELOSCOMBINED","morelos_2024_combined.csv",4,2,0,0,0,5,1,0,0,0,0,1,NA,NA,NA
"84","C2",71,16,11,2,0,4,87,12,45,7,11,3,9,6,1,0,0,3,1,0,0,0,0,0,15,322,502,"MORELOSCOMBINED","morelos_2024_combined.csv",11,2,0,0,0,0,3,0,1,0,0,1,NA,NA,NA
"85","B1",115,12,3,8,1,11,129,35,19,2,22,32,8,1,1,0,2,3,0,0,0,0,1,0,12,437,704,"MORELOSCOMBINED","morelos_2024_combined.csv",11,3,0,1,0,2,0,0,1,0,0,2,NA,NA,NA
"958","B1",67,8,0,5,1,9,67,19,9,1,47,4,3,8,0,0,0,1,1,0,0,0,0,0,8,275,582,"MORELOSCOMBINED","morelos_2024_combined.csv",0,0,0,5,0,1,1,0,1,0,0,9,NA,NA,NA
"958","C1",53,7,6,11,1,6,89,25,21,4,55,3,5,2,0,0,0,2,0,0,0,0,0,0,8,313,582,"MORELOSCOMBINED","morelos_2024_combined.csv",8,0,0,0,0,1,0,0,0,0,0,6,NA,NA,NA
"958","C2",60,2,8,10,2,6,59,20,16,1,45,3,4,4,0,0,0,0,0,0,0,0,0,0,16,279,582,"MORELOSCOMBINED","morelos_2024_combined.csv",5,0,0,0,0,5,3,0,2,0,0,8,NA,NA,NA
