Municpio,Seccion,PAN,PRI,PRD,PFCRN,PT,PVEM,PRS,PPBC,Otros,Nulos
MEXICALI,482,171,157,8,0,5,0,1,1,0,65
MEXICALI,483,294,242,23,5,3,0,3,5,1,21
MEXICALI,484,130,106,6,0,4,1,0,4,0,13
MEXICALI,485,294,248,15,1,3,0,0,2,0,12
MEXICALI,486,213,220,22,3,4,2,1,3,0,18
MEXICALI,487,273,240,12,2,6,0,8,2,0,29
MEXICALI,488,231,185,10,4,1,0,1,0,0,0
MEXICALI,489,293,302,30,1,6,0,54,5,0,30
MEXICALI,490,212,162,6,3,5,0,2,0,0,11
MEXICALI,491,86,93,5,1,1,0,1,0,0,7
MEXICALI,492,159,196,7,2,1,0,0,3,0,22
MEXICALI,493,362,353,17,3,11,0,15,10,0,49
MEXICALI,494,172,129,4,5,3,0,2,1,0,17
MEXICALI,495,218,174,11,2,6,0,2,3,0,12
MEXICALI,496,143,191,8,3,3,0,2,0,0,18
MEXICALI,497,387,354,15,2,7,0,0,1,0,49
MEXICALI,498,154,138,12,1,8,0,2,1,0,16
MEXICALI,499,223,181,12,8,2,0,5,0,0,33
MEXICALI,500,139,143,34,3,0,0,1,0,0,11
MEXICALI,501,84,89,2,3,1,0,0,1,0,5
MEXICALI,502,274,313,6,0,1,0,1,4,0,9
MEXICALI,503,145,170,3,0,1,0,1,0,0,17
MEXICALI,504,234,262,5,1,2,0,0,2,0,7
MEXICALI,505,146,146,1,0,1,0,1,0,0,6
MEXICALI,506,245,204,11,1,3,0,1,0,0,14
MEXICALI,507,189,198,7,2,3,0,1,1,0,18
MEXICALI,508,239,204,15,0,3,0,1,1,0,11
MEXICALI,509,181,169,9,0,2,0,2,0,0,12
TIJUANA,510,294,221,19,3,12,0,0,0,0,25
TIJUANA,511,326,309,29,6,17,0,1,0,0,19
TIJUANA,512,298,200,12,2,7,0,0,0,0,3
TIJUANA,513,330,179,21,7,3,0,0,0,0,11
TIJUANA,514,285,366,24,3,14,0,3,0,0,25
TIJUANA,515,202,281,22,2,9,0,2,0,0,12
TIJUANA,516,142,211,18,1,6,0,0,0,0,19
TIJUANA,517,401,255,9,2,5,0,0,0,0,7
TIJUANA,518,337,173,18,1,0,0,4,0,0,15
TIJUANA,519,127,173,17,0,7,0,1,0,0,16
TIJUANA,520,153,174,24,3,7,0,1,0,0,11
TIJUANA,521,279,261,21,1,19,0,1,0,0,24
TIJUANA,522,180,198,9,1,11,0,1,0,0,10
TIJUANA,523,284,174,10,3,7,0,0,0,0,12
TIJUANA,524,321,187,12,2,6,0,3,0,0,12
TIJUANA,525,352,226,26,6,3,0,0,0,0,12
TIJUANA,526,335,195,16,1,3,0,1,0,0,8
TIJUANA,527,211,211,16,1,8,0,1,0,0,16
TIJUANA,528,164,135,6,5,5,0,0,0,0,16
TIJUANA,529,217,159,7,1,2,0,1,0,0,9
TIJUANA,530,246,287,20,4,7,0,0,0,0,14
TIJUANA,531,362,229,15,4,13,0,2,0,0,9
TIJUANA,532,258,235,9,3,10,0,2,0,0,9
TIJUANA,533,224,151,7,2,6,0,1,0,0,13
TIJUANA,534,115,176,7,3,8,0,2,0,0,4
TIJUANA,535,401,273,16,6,12,0,1,0,0,13
TIJUANA,536,287,166,17,4,12,0,2,0,0,11
TIJUANA,537,346,217,27,3,8,0,0,0,0,8
TIJUANA,538,332,223,15,2,5,0,1,0,0,11
TIJUANA,539,232,208,17,1,11,0,2,0,0,11
TIJUANA,540,314,176,8,3,2,0,0,0,0,5
TIJUANA,541,232,226,25,11,13,0,0,0,0,18
TIJUANA,542,192,136,15,1,9,0,0,0,0,9
TIJUANA,543,417,300,14,3,14,0,1,0,0,13
TIJUANA,544,473,303,14,3,12,0,3,0,0,24
TIJUANA,545,541,336,19,6,10,0,0,0,0,24
TIJUANA,546,488,298,18,2,9,0,1,0,0,7
TIJUANA,547,418,274,15,7,9,0,2,0,0,8
TIJUANA,548,373,284,9,2,9,0,1,0,0,18
TIJUANA,549,162,208,14,4,6,0,2,0,0,13
TIJUANA,550,190,194,10,2,5,0,1,0,0,11
TIJUANA,551,247,237,14,3,10,0,2,0,0,8
TIJUANA,552,250,182,13,4,9,0,0,0,0,11
TIJUANA,553,227,198,22,2,8,0,0,0,0,17
TIJUANA,554,184,180,8,6,4,5,0,0,0,16
TIJUANA,555,176,211,22,4,10,0,2,0,0,8
TIJUANA,556,144,152,9,0,2,0,0,0,0,7
TIJUANA,557,314,316,29,6,23,0,4,0,0,30
TIJUANA,558,216,201,12,2,8,0,1,0,0,10
TIJUANA,559,278,288,21,5,17,0,1,0,0,22
TIJUANA,560,180,154,20,1,9,0,0,0,0,4
TIJUANA,561,157,177,12,1,3,0,0,0,0,11
TIJUANA,562,207,244,17,3,12,0,1,0,0,19
TIJUANA,563,235,271,13,1,6,0,0,0,0,16
TIJUANA,564,208,281,16,8,4,3,0,0,0,14
TIJUANA,565,185,227,14,5,14,0,0,0,0,7
TIJUANA,566,93,117,7,2,6,0,5,0,0,1
TIJUANA,567,164,197,10,1,4,0,0,0,0,4
TIJUANA,568,198,255,23,5,9,0,3,0,0,14
TIJUANA,569,190,261,21,1,9,0,2,1,0,8
TIJUANA,570,137,145,16,1,8,0,6,0,0,11
TIJUANA,571,184,194,19,4,12,0,3,0,0,21
TIJUANA,572,200,186,21,3,10,0,1,0,0,13
TIJUANA,573,240,304,33,4,9,0,2,0,0,12
TIJUANA,574,127,123,12,3,2,0,1,0,0,4
TIJUANA,575,247,230,8,0,8,0,1,0,0,6
TIJUANA,576,182,200,20,3,3,0,1,0,0,15
TIJUANA,577,200,268,17,4,10,0,4,0,0,12
TIJUANA,578,267,221,18,4,9,0,4,0,0,4
TIJUANA,579,470,273,16,4,10,0,1,0,0,7
TIJUANA,580,501,320,22,2,10,0,3,0,0,11
TIJUANA,581,471,278,22,5,8,0,2,0,0,9
TIJUANA,582,400,236,17,1,7,0,0,0,0,4
TIJUANA,583,382,149,25,2,9,1,1,0,0,2
TIJUANA,584,626,343,25,6,11,1,1,0,0,8
TIJUANA,585,341,198,14,3,4,0,1,0,0,5
TIJUANA,586,260,133,27,2,5,0,1,0,0,8
TIJUANA,587,399,251,24,3,4,0,3,0,0,14
TIJUANA,588,455,282,27,4,9,0,1,0,0,6
TIJUANA,589,182,149,14,2,5,0,1,0,0,6
TIJUANA,590,206,185,5,2,5,0,0,0,0,14
TIJUANA,591,174,205,13,3,8,0,1,0,0,13
TIJUANA,592,129,218,13,0,4,0,0,0,0,22
TIJUANA,593,146,268,15,1,10,0,0,0,0,27
TIJUANA,594,126,197,17,1,7,0,0,0,0,14
TIJUANA,595,136,216,13,3,5,0,2,0,0,17
TIJUANA,596,151,147,11,5,12,0,1,0,0,10
TIJUANA,597,122,118,8,5,2,0,0,0,0,10
TIJUANA,598,212,221,10,2,5,0,3,0,0,11
TIJUANA,599,202,170,16,1,2,0,1,0,0,4
TIJUANA,600,165,162,12,3,1,0,0,0,0,7
TIJUANA,601,149,111,9,3,3,0,1,0,0,2
TIJUANA,602,114,135,8,3,5,0,1,0,0,9
TIJUANA,603,191,158,12,4,2,0,3,0,0,8
TIJUANA,604,280,222,20,5,6,0,1,0,0,11
TIJUANA,605,189,136,6,0,4,0,1,0,0,6
TIJUANA,606,181,141,11,0,5,0,4,0,0,13
TIJUANA,607,234,176,9,4,6,0,2,0,0,11
TIJUANA,608,144,162,9,1,5,0,0,0,0,9
TIJUANA,609,261,242,10,1,5,0,2,0,0,13
TIJUANA,610,243,198,13,2,5,0,1,0,0,6
TIJUANA,611,252,184,7,3,9,0,1,0,0,11
TIJUANA,612,224,170,13,0,3,0,0,0,1,7
TIJUANA,613,196,114,10,3,4,0,0,0,0,11
TIJUANA,614,227,136,5,2,12,0,0,0,0,9
TIJUANA,615,218,148,10,0,8,0,0,0,0,11
TIJUANA,616,179,126,9,0,2,0,1,0,0,5
TIJUANA,617,136,109,4,0,3,0,1,0,0,6
TIJUANA,618,235,162,14,4,3,0,2,0,0,11
TIJUANA,619,254,152,10,5,7,0,1,0,0,12
TIJUANA,620,271,163,9,4,12,0,1,0,0,8
TIJUANA,621,261,162,17,3,6,0,0,0,0,8
TIJUANA,622,272,180,10,3,6,0,2,0,0,18
TIJUANA,623,268,167,16,2,14,0,0,0,0,22
TIJUANA,624,367,286,19,1,13,0,3,0,0,28
TIJUANA,625,226,158,8,2,7,0,1,0,0,10
TIJUANA,626,297,253,11,4,12,0,1,0,0,18
TIJUANA,627,216,118,10,5,6,0,1,0,0,7
TIJUANA,628,216,150,8,0,4,0,0,0,0,13
TIJUANA,629,297,192,14,3,2,0,0,0,0,12
TIJUANA,630,238,173,6,1,3,0,1,0,0,12
TIJUANA,631,182,108,10,4,5,0,0,0,0,9
TIJUANA,632,253,169,8,6,3,0,0,0,0,10
TIJUANA,633,176,143,8,2,6,0,1,0,0,8
TIJUANA,634,236,185,5,6,4,0,1,0,0,9
TIJUANA,635,294,188,11,3,4,0,1,0,0,10
TIJUANA,636,204,176,10,3,5,0,0,0,0,16
TIJUANA,637,339,197,15,2,6,0,3,0,0,11
TIJUANA,638,216,234,18,2,7,0,2,0,0,7
TIJUANA,639,317,250,16,4,10,0,2,0,0,11
TIJUANA,640,354,276,18,3,8,0,1,0,0,10
TIJUANA,641,306,248,14,0,7,0,0,0,0,13
TIJUANA,642,319,282,15,1,10,2,2,0,0,10
TIJUANA,643,215,159,11,2,6,0,5,0,0,19
TIJUANA,644,253,224,18,3,13,0,1,0,0,17
TIJUANA,645,269,227,11,2,8,0,1,0,0,13
TIJUANA,646,237,269,14,6,12,0,2,0,0,17
TIJUANA,647,141,109,7,1,1,0,0,0,0,6
TIJUANA,648,235,151,4,4,5,0,0,0,0,13
TIJUANA,649,131,81,5,2,4,0,0,0,0,10
TIJUANA,650,190,171,11,2,8,0,3,0,0,19
TIJUANA,651,228,200,13,4,16,0,0,0,0,10
TIJUANA,652,199,133,14,3,9,0,0,0,0,8
TIJUANA,653,309,259,15,3,5,0,2,0,0,21
TIJUANA,654,269,244,14,2,5,0,1,0,0,12
TIJUANA,655,216,190,10,1,6,0,1,0,0,20
TIJUANA,656,137,166,12,0,4,0,0,0,0,7
TIJUANA,657,114,101,25,2,7,0,0,0,0,8
TIJUANA,658,172,317,29,13,4,0,4,0,0,26
TIJUANA,659,359,322,14,3,12,1,0,0,0,25
TIJUANA,660,261,311,9,0,6,0,2,0,0,6
TIJUANA,661,286,336,19,6,12,0,2,0,0,20
TIJUANA,662,220,151,9,0,7,0,2,0,0,16
TIJUANA,663,251,301,8,7,11,0,3,0,0,21
TIJUANA,664,208,273,5,1,15,0,2,0,0,14
TIJUANA,665,196,224,18,7,8,0,4,0,0,13
TIJUANA,666,173,161,14,3,3,0,0,0,0,13
TIJUANA,667,242,199,18,5,9,0,0,0,0,9
TIJUANA,668,177,170,16,3,8,0,2,0,0,6
TIJUANA,669,204,131,8,4,4,0,0,0,0,8
TIJUANA,670,113,79,3,0,0,0,0,0,0,9
TIJUANA,671,175,126,7,1,9,0,1,0,0,5
TIJUANA,672,126,93,9,0,2,0,0,0,0,3
TIJUANA,673,191,184,12,1,7,0,2,0,0,11
TIJUANA,674,162,138,9,2,3,0,0,0,0,2
TIJUANA,675,266,162,18,1,1,0,0,0,0,6
TIJUANA,676,219,119,4,5,4,0,1,0,0,8
TIJUANA,677,252,197,4,1,3,0,1,0,0,5
TIJUANA,678,217,150,10,0,3,0,1,0,0,5
TIJUANA,679,186,183,4,2,3,0,1,0,0,3
TIJUANA,680,222,152,7,1,4,0,1,0,0,4
TIJUANA,681,184,118,3,2,0,0,0,0,0,5
TIJUANA,682,185,186,10,3,5,0,0,0,0,17
TIJUANA,683,309,250,15,2,3,0,2,0,0,7
TIJUANA,684,344,239,6,2,5,0,2,0,0,6
TIJUANA,685,427,306,16,5,7,0,1,0,0,25
TIJUANA,686,216,230,12,6,4,0,1,0,0,5
TIJUANA,687,156,142,6,1,1,0,0,0,0,9
TIJUANA,688,243,121,6,0,5,0,0,0,0,2
TIJUANA,689,176,186,16,3,4,0,1,0,0,3
TIJUANA,690,190,182,12,2,13,0,2,0,0,12
TIJUANA,691,150,137,7,1,6,0,1,0,0,10
TIJUANA,692,148,157,5,1,1,0,0,0,0,6
TIJUANA,693,188,161,11,1,8,0,1,0,0,18
TIJUANA,694,193,183,9,3,6,0,1,0,0,5
TIJUANA,695,145,140,7,2,11,0,0,0,0,2
TIJUANA,696,208,159,8,1,8,0,0,0,0,2
TIJUANA,697,259,222,14,0,9,0,0,0,0,16
TIJUANA,698,101,119,4,4,2,0,0,0,0,7
TIJUANA,699,155,138,12,3,9,0,1,0,0,13
TIJUANA,700,97,99,6,2,5,0,0,0,0,0
TIJUANA,701,218,193,19,4,3,0,1,0,0,4
TIJUANA,702,180,220,7,0,4,0,0,0,0,20
TIJUANA,703,254,176,13,2,10,0,0,0,0,15
TIJUANA,704,209,124,11,2,9,0,0,0,0,3
TIJUANA,705,371,227,15,4,6,0,0,0,1,9
TIJUANA,706,130,107,4,3,0,0,1,0,0,9
TIJUANA,707,61,68,8,0,0,0,1,0,0,3
TIJUANA,708,231,107,4,1,4,0,1,0,0,9
TIJUANA,709,215,183,8,1,7,0,0,0,0,14
TIJUANA,710,163,136,10,2,7,0,0,0,0,6
TIJUANA,711,416,311,16,7,9,0,4,0,0,20
TIJUANA,712,295,204,11,2,10,0,2,0,0,15
TIJUANA,713,139,180,14,2,6,0,0,0,0,2
TIJUANA,714,245,217,7,6,5,0,0,0,0,19
TIJUANA,715,367,206,22,4,7,0,2,0,0,7
TIJUANA,716,309,178,12,1,5,0,3,0,0,7
TIJUANA,717,237,234,12,2,7,0,3,0,0,11
TIJUANA,718,246,158,15,1,9,0,0,0,0,6
TIJUANA,719,391,212,12,4,5,0,1,0,0,6
TIJUANA,720,210,95,6,6,5,0,0,0,0,4
TIJUANA,721,111,71,5,2,5,0,3,0,0,3
TIJUANA,722,357,252,22,6,11,0,4,0,0,11
TIJUANA,723,248,252,23,8,16,1,2,0,0,8
TIJUANA,724,173,162,12,3,2,0,0,0,0,8
TIJUANA,725,206,187,18,2,4,0,0,0,0,2
TIJUANA,726,651,488,14,6,7,0,0,0,0,4
TIJUANA,727,266,200,6,2,7,0,1,0,0,14
TIJUANA,728,348,216,13,2,5,0,0,0,0,4
TIJUANA,729,294,210,18,7,5,0,1,0,0,18
TIJUANA,730,255,134,7,0,0,0,0,0,1,1
TIJUANA,731,213,100,12,4,7,0,2,0,0,7
TIJUANA,732,34,63,2,0,3,0,0,0,0,1
TIJUANA,733,241,314,18,3,9,0,1,0,0,15
TIJUANA,734,267,79,30,1,8,0,3,0,0,10
TIJUANA,735,205,171,9,1,12,0,0,0,0,11
TIJUANA,736,130,197,11,1,3,0,2,0,0,7
TIJUANA,737,256,321,15,7,13,1,2,0,0,23
TIJUANA,738,134,149,18,2,7,0,1,0,0,7
TIJUANA,739,48,75,0,1,4,0,0,0,0,6
TIJUANA,740,155,95,12,0,8,0,0,0,0,7
TIJUANA,741,477,338,27,7,12,0,3,0,0,11
TIJUANA,742,195,167,2,1,3,0,1,0,0,4
TIJUANA,743,366,241,8,0,7,0,0,0,0,7
TIJUANA,744,534,271,17,2,7,0,2,0,1,4
TIJUANA,745,289,184,16,1,4,0,1,0,0,7
TIJUANA,746,220,151,7,1,0,0,0,0,0,4
TIJUANA,747,333,194,9,2,2,0,2,0,0,3
TIJUANA,748,310,164,11,2,8,0,0,0,0,5
TIJUANA,749,380,207,6,1,4,0,0,0,0,6
TIJUANA,750,364,183,14,0,5,0,4,0,0,9
TIJUANA,751,320,163,12,2,1,0,0,0,1,4
TIJUANA,752,275,178,8,3,8,0,0,0,0,10
TIJUANA,753,190,129,14,1,7,0,3,0,0,7
TIJUANA,754,393,150,16,3,3,0,1,0,0,11
TIJUANA,755,272,101,9,1,3,0,2,0,0,3
TIJUANA,756,261,131,6,3,5,0,0,0,0,1
TIJUANA,757,280,90,14,0,2,0,0,0,0,4
TIJUANA,758,317,212,15,2,4,0,1,0,0,4
TIJUANA,759,391,263,15,5,6,0,3,0,0,8
TIJUANA,760,385,198,13,2,10,0,0,0,0,2
TIJUANA,761,263,157,17,3,2,0,0,0,0,6
TIJUANA,762,276,183,14,1,6,0,0,0,0,8
TIJUANA,763,368,255,8,6,8,0,0,0,0,7
TIJUANA,764,453,269,23,4,8,0,2,0,0,8
TIJUANA,765,359,243,16,2,6,0,1,0,0,9
TIJUANA,766,441,239,14,4,6,0,1,0,0,11
TIJUANA,767,213,141,11,1,5,0,2,0,0,8
TIJUANA,768,200,144,14,2,1,0,2,0,0,8
TIJUANA,769,344,192,28,2,15,0,6,0,0,13
TIJUANA,770,265,122,10,0,11,0,13,0,0,7
TIJUANA,771,314,259,27,5,11,0,25,0,0,14
TIJUANA,772,1078,619,63,9,28,0,1,0,0,23
TIJUANA,773,342,272,16,5,31,3,0,0,0,15
TIJUANA,774,335,241,27,9,17,0,2,0,0,8
TIJUANA,775,608,480,40,7,47,0,7,0,0,38
TIJUANA,776,404,242,37,0,25,0,8,0,0,12
TIJUANA,777,357,221,23,3,23,0,2,0,0,7
TIJUANA,778,465,260,27,6,28,0,4,0,0,7
TIJUANA,779,402,258,33,9,32,0,4,0,0,22
TIJUANA,780,530,275,21,9,27,0,1,0,0,27
TIJUANA,781,442,219,21,1,30,0,2,0,0,15
TIJUANA,782,856,518,44,10,36,0,1,0,0,21
TIJUANA,783,628,385,41,8,16,0,1,0,0,7
TIJUANA,784,678,244,36,2,7,0,2,0,0,9
TIJUANA,785,309,178,10,1,9,0,3,0,0,3
TIJUANA,786,462,294,48,4,17,0,5,0,0,18
TIJUANA,787,406,280,70,1,24,0,1,0,0,18
TIJUANA,788,354,312,30,6,11,1,7,0,0,21
TIJUANA,789,223,107,88,3,19,1,1,0,0,8
TIJUANA,790,602,412,58,6,20,0,31,0,0,34
TIJUANA,791,353,235,8,2,8,0,2,0,0,17
TIJUANA,792,322,234,16,2,10,0,4,0,0,18
TIJUANA,793,404,322,20,9,14,0,11,0,0,8
TIJUANA,794,419,202,16,1,11,0,2,0,0,7
TIJUANA,795,449,203,22,8,12,0,1,0,0,15
TIJUANA,796,561,335,25,6,15,0,1,0,0,9
TIJUANA,797,339,144,10,0,2,0,0,0,0,5
TIJUANA,798,319,188,8,1,6,0,0,0,0,19
TIJUANA,799,178,125,12,2,18,0,2,0,0,9
TIJUANA,800,179,111,3,9,0,0,0,0,0,12
TIJUANA,801,297,173,21,7,10,0,1,0,0,6
TIJUANA,802,477,197,22,3,5,0,2,0,0,6
TIJUANA,803,272,153,11,1,4,0,0,0,0,3
TIJUANA,804,140,67,9,1,9,0,1,0,0,6
TIJUANA,805,273,316,27,3,25,0,2,0,0,13
TIJUANA,806,478,244,19,4,13,0,3,0,0,15
TIJUANA,807,734,501,28,8,19,0,3,0,0,15
TIJUANA,808,308,155,9,3,6,0,0,0,0,6
TIJUANA,809,279,156,11,2,5,0,1,0,0,4
TIJUANA,810,422,227,11,4,6,0,2,0,0,7
TIJUANA,811,317,169,15,5,6,0,1,0,0,6
TIJUANA,812,371,183,7,2,8,0,1,0,0,3
TIJUANA,813,351,194,15,2,7,0,2,0,0,11
TIJUANA,814,225,118,19,4,13,0,2,0,0,4
TIJUANA,815,261,123,4,0,5,0,0,0,0,2
TIJUANA,816,305,99,14,4,4,0,0,0,0,7
TIJUANA,817,135,83,4,1,8,0,0,0,0,10
TIJUANA,818,427,224,32,2,22,0,2,0,0,20
TIJUANA,819,414,235,13,4,14,0,2,0,0,13
TIJUANA,820,365,240,19,5,18,0,1,0,0,13
TIJUANA,821,114,128,14,1,1,0,0,0,0,7
TIJUANA,822,120,77,2,0,0,0,0,0,0,2
TIJUANA,823,290,144,11,1,6,0,1,0,0,6
TIJUANA,824,342,189,7,2,9,0,0,0,0,12
TIJUANA,825,226,217,8,2,10,0,0,0,0,8
TIJUANA,826,317,269,19,6,10,0,2,0,0,21
TIJUANA,827,304,212,11,11,8,0,1,0,0,32
TIJUANA,828,234,203,4,2,5,0,0,0,0,6
TIJUANA,829,311,199,16,5,14,0,4,0,0,17
TIJUANA,830,342,254,15,3,9,0,1,0,0,12
TIJUANA,831,436,248,19,3,9,0,1,0,0,20
TIJUANA,832,303,199,13,1,8,0,0,0,0,18
TIJUANA,833,247,211,9,4,10,0,6,0,1,9
TIJUANA,834,182,170,10,1,10,0,0,0,0,6
TIJUANA,835,236,153,20,1,4,0,2,0,0,8
TIJUANA,836,345,202,6,5,10,0,2,0,0,20
TIJUANA,837,468,286,26,10,14,0,4,0,0,18
TIJUANA,838,409,260,17,3,22,0,2,0,0,10
TIJUANA,839,264,164,22,7,20,0,0,0,2,13
TIJUANA,840,299,211,19,3,6,0,1,0,0,15
TIJUANA,841,245,164,6,3,8,0,1,0,0,9
TIJUANA,842,189,123,9,1,6,0,2,0,0,10
TIJUANA,843,204,168,12,0,8,0,0,0,0,7
TIJUANA,844,424,393,28,4,35,0,3,0,0,33
TIJUANA,845,130,136,9,1,12,0,3,0,0,5
TIJUANA,846,278,288,12,0,18,0,0,0,0,21
TIJUANA,847,223,173,12,3,7,0,2,0,0,16
TIJUANA,848,321,242,13,2,10,0,2,0,0,6
TIJUANA,849,347,261,15,0,5,0,1,0,0,5
TIJUANA,850,275,159,10,3,13,0,0,0,0,2
TIJUANA,851,266,170,11,2,7,0,3,0,0,10
TIJUANA,852,451,301,25,3,10,0,3,0,0,11
TIJUANA,853,175,228,20,6,9,0,1,0,0,16
TIJUANA,854,343,479,35,4,26,0,3,0,0,25
TIJUANA,855,315,435,28,5,14,0,2,0,0,17
TIJUANA,856,204,191,5,2,25,0,2,0,0,11
TIJUANA,857,425,476,35,9,40,0,2,0,0,14
TIJUANA,858,301,448,37,0,24,0,2,0,0,8
TIJUANA,859,468,251,12,2,10,2,0,0,0,9
TIJUANA,860,401,211,25,3,20,0,2,0,0,19
TIJUANA,861,277,136,13,1,11,0,1,0,0,12
TIJUANA,862,290,153,11,1,9,0,1,0,0,8
TIJUANA,863,617,489,23,5,24,0,0,0,0,16
TIJUANA,864,421,238,11,2,15,0,0,0,0,4
TIJUANA,865,399,226,21,4,11,0,4,0,0,9
TIJUANA,866,114,136,8,1,4,0,2,0,0,0
TIJUANA,867,258,255,12,1,15,0,1,0,0,12
TIJUANA,868,322,239,9,2,9,0,3,0,0,10
TIJUANA,869,459,387,26,4,16,1,2,0,0,22
TIJUANA,870,313,194,9,2,10,0,0,0,0,9
TIJUANA,871,301,195,12,4,6,0,0,0,0,16
TIJUANA,872,334,225,31,3,24,0,1,0,0,26
TIJUANA,873,184,146,5,2,10,0,0,0,0,3
TIJUANA,874,341,253,12,0,6,0,2,0,0,16
TIJUANA,875,275,189,11,1,11,0,0,0,0,12
TIJUANA,876,235,190,21,5,7,0,2,0,0,14
TIJUANA,877,223,153,16,0,10,0,4,0,0,6
TIJUANA,878,251,188,11,5,9,0,2,0,0,14
TIJUANA,879,185,168,23,4,8,0,15,0,0,7
TIJUANA,880,310,253,33,1,12,1,34,0,0,8
TIJUANA,881,171,206,0,1,9,0,1,0,0,10
TIJUANA,882,196,159,15,3,9,0,1,0,0,12
TIJUANA,883,184,167,3,2,5,0,0,0,0,11
TIJUANA,884,206,246,27,3,10,0,6,0,0,11
TIJUANA,885,163,129,73,3,7,0,1,0,0,20
TIJUANA,886,232,200,155,5,4,0,2,0,0,27
TIJUANA,887,140,158,71,5,4,0,0,0,0,11
TIJUANA,888,268,237,24,8,14,0,3,0,0,19
TIJUANA,889,227,247,23,2,16,0,2,0,0,13
TIJUANA,890,517,429,102,6,12,0,1,0,0,28
TIJUANA,891,64,84,10,0,4,0,0,0,0,0
TIJUANA,892,117,215,9,4,3,0,1,0,0,15
TIJUANA,893,298,192,27,4,13,0,4,0,0,15
TIJUANA,894,312,255,27,7,10,0,2,0,0,17
TIJUANA,895,486,469,35,6,27,0,1,0,0,29
TIJUANA,896,178,128,18,0,4,0,1,0,0,7
TIJUANA,897,223,156,9,3,8,0,1,0,0,4
TIJUANA,898,261,245,22,3,14,0,0,0,0,14
TIJUANA,899,220,192,14,0,7,0,2,0,0,12
TIJUANA,900,191,237,17,7,9,1,1,0,0,0
TIJUANA,901,160,185,12,2,14,0,1,0,0,18
TIJUANA,902,101,165,11,2,5,0,2,0,0,11
TIJUANA,903,224,181,24,5,13,2,0,0,0,12
TIJUANA,904,257,252,19,3,10,0,1,0,0,15
TIJUANA,905,226,200,5,3,11,0,1,0,0,14
TIJUANA,906,225,263,42,7,17,0,2,0,0,9
TIJUANA,907,220,318,21,5,16,0,0,0,0,14
TIJUANA,908,290,174,11,1,7,0,1,0,0,15
TIJUANA,909,340,176,22,0,11,0,0,0,0,12
TIJUANA,910,596,413,42,8,11,0,2,0,0,29
TIJUANA,911,176,157,19,3,13,0,2,0,0,9
TIJUANA,912,121,109,17,1,4,2,4,0,0,9
TIJUANA,913,234,221,20,1,7,0,3,0,0,3
TIJUANA,914,291,287,30,7,10,0,2,0,0,18
TIJUANA,915,480,449,48,11,39,0,7,0,0,39
TIJUANA,916,255,145,12,7,13,0,1,0,0,14
TIJUANA,917,483,397,44,10,15,2,6,0,0,20
TIJUANA,918,422,373,36,13,16,0,5,0,0,18
TIJUANA,919,304,332,30,3,23,0,1,0,0,16
TIJUANA,920,187,184,15,4,8,0,2,0,0,27
TIJUANA,921,183,165,112,1,14,0,3,0,0,15
TIJUANA,922,584,496,90,6,29,0,1,0,0,39
TIJUANA,923,578,384,74,6,30,0,4,0,0,49
TIJUANA,924,342,217,51,5,17,0,1,0,0,9
TIJUANA,925,237,211,78,0,12,0,1,0,0,20
TIJUANA,926,313,414,59,9,8,0,0,0,0,37
TIJUANA,927,343,361,31,5,29,0,0,2,0,28
TIJUANA,928,255,229,36,6,15,1,1,0,0,14
TIJUANA,929,523,756,74,25,28,9,2,0,0,43
TIJUANA,930,163,160,44,2,4,0,0,0,0,13
TIJUANA,931,384,381,96,3,17,0,2,0,0,29
TIJUANA,932,463,350,18,1,21,0,1,0,0,23
TIJUANA,933,552,406,33,6,15,0,0,0,0,34
TIJUANA,934,589,395,23,15,17,0,0,0,0,15
TIJUANA,935,108,138,16,2,6,0,0,0,0,11
TIJUANA,936,206,248,37,9,14,0,1,0,0,28
TIJUANA,937,401,269,13,4,14,0,1,0,0,12
TIJUANA,938,380,216,25,9,13,0,1,0,0,11
TIJUANA,939,137,94,9,0,14,0,1,0,0,5
TIJUANA,940,347,409,42,9,23,0,0,0,0,12
TIJUANA,941,1114,708,66,15,52,0,3,0,0,40
TIJUANA,942,645,662,40,9,22,3,2,0,0,22
TIJUANA,943,342,387,45,14,21,0,1,0,0,25
TIJUANA,944,252,267,23,3,9,0,1,0,0,13
TIJUANA,945,289,225,11,9,6,0,1,0,0,10
TIJUANA,946,277,86,11,1,7,0,0,0,0,2
TIJUANA,947,275,84,10,2,5,0,2,0,0,5
TIJUANA,948,635,403,34,6,23,0,4,0,0,19
TIJUANA,949,177,86,16,1,4,0,1,0,0,0
TIJUANA,950,429,262,12,6,11,0,1,0,0,11
TIJUANA,951,732,314,26,6,8,0,1,0,0,13
TIJUANA,952,377,151,17,1,4,0,1,0,0,10
TIJUANA,953,356,226,23,3,15,0,3,0,0,15
TIJUANA,954,214,117,9,1,1,0,0,0,0,0
TIJUANA,955,314,224,37,4,13,0,2,0,0,8
TIJUANA,956,349,242,41,6,14,0,0,0,0,20
TIJUANA,957,374,276,20,5,13,0,2,0,0,16
TIJUANA,958,297,150,22,1,9,0,1,0,0,2
TIJUANA,959,204,108,39,0,5,0,3,0,0,18
TIJUANA,960,296,228,35,4,11,0,5,0,0,19
TIJUANA,961,242,200,24,3,8,0,1,0,0,23
