MUNICIPIO,DISTRITO,CASILLA,TIPO,PAN_PRD_PANAL_PEBC,PRI_PVEM_PES_PT,MC,NO ,NULO,TOTAL,LISTA NOMINAL
MEXICALI,3,451,B,196,143,17,1,8,365,711
MEXICALI,3,452,B,88,71,8,0,6,173,400
MEXICALI,3,452,C1,86,71,14,0,3,174,401
MEXICALI,3,453,B,104,67,13,0,12,196,428
MEXICALI,3,453,C1,93,62,11,0,12,178,428
MEXICALI,3,454,B,140,124,19,4,11,298,744
MEXICALI,3,454,C1,158,121,15,0,8,302,745
MEXICALI,3,457,B,135,121,14,1,12,283,606
MEXICALI,3,457,C1,123,99,19,0,8,249,606
MEXICALI,3,458,B,179,107,9,0,16,311,724
MEXICALI,3,459,B,134,80,14,0,7,235,508
MEXICALI,3,459,C1,128,75,19,2,6,230,508
MEXICALI,3,459,C2,110,81,12,0,8,211,508
MEXICALI,3,460,B,78,65,6,0,4,153,384
MEXICALI,3,460,C1,85,52,7,1,6,151,384
MEXICALI,3,461,B,115,75,12,1,7,210,487
MEXICALI,3,461,C1,108,83,23,0,10,224,488
MEXICALI,3,462,B,128,119,17,2,12,278,649
MEXICALI,3,465,B,111,123,15,3,1,253,662
MEXICALI,3,465,C1,136,129,22,0,15,302,662
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MEXICALI,3,683,B,140,110,25,0,15,290,689
MEXICALI,3,684,B,163,113,30,2,12,320,675
MEXICALI,3,685,B,144,113,27,0,13,297,668
MEXICALI,3,686,B,144,90,21,0,6,261,572
MEXICALI,3,687,B,165,100,17,0,9,291,660
MEXICALI,4,374,B,116,73,20,0,5,214,435
MEXICALI,4,374,C1,91,83,13,0,9,196,435
MEXICALI,4,375,B,115,95,19,2,7,238,519
MEXICALI,4,375,C1,126,98,14,2,7,247,519
MEXICALI,4,376,B,112,98,18,0,8,236,513
MEXICALI,4,376,C1,126,83,19,1,2,231,513
MEXICALI,4,376,C2,128,87,7,0,5,227,514
MEXICALI,4,377,B,115,85,23,2,10,235,583
MEXICALI,4,377,C1,137,70,16,0,6,229,584
MEXICALI,4,377,C2,123,70,17,0,13,223,584
MEXICALI,4,378,B,118,106,16,0,8,248,693
MEXICALI,4,378,C1,130,97,11,6,8,252,693
MEXICALI,4,379,B,81,94,21,0,4,200,537
MEXICALI,4,379,C1,102,72,20,0,12,206,538
MEXICALI,4,380,B,111,86,19,1,8,225,689
MEXICALI,4,381,B,88,78,10,0,12,188,517
MEXICALI,4,381,C1,67,80,13,0,4,164,517
MEXICALI,4,382,B,77,94,12,1,5,189,644
MEXICALI,4,382,C1,81,106,23,0,12,222,644
MEXICALI,4,383,B,123,88,21,0,7,239,558
MEXICALI,4,383,C1,118,87,18,0,13,236,559
MEXICALI,4,383,C2,132,80,26,2,6,246,559
MEXICALI,4,384,B,97,64,23,2,10,196,617
MEXICALI,4,384,C1,112,86,17,0,11,226,617
MEXICALI,4,385,B,131,109,28,4,13,285,718
MEXICALI,4,385,C1,143,143,35,1,11,333,718
MEXICALI,4,386,B,147,104,20,0,4,275,581
MEXICALI,4,386,C1,127,89,20,1,1,238,582
MEXICALI,4,387,B,74,71,12,1,8,166,418
MEXICALI,4,387,C1,78,62,15,0,5,160,419
MEXICALI,4,395,B,115,95,14,2,9,235,613
MEXICALI,4,395,C1,107,104,17,0,9,237,613
MEXICALI,4,396,B,157,94,13,0,10,274,692
MEXICALI,4,396,C1,141,107,19,0,9,276,693
MEXICALI,4,397,B,83,79,15,0,10,187,440
MEXICALI,4,397,C1,87,75,17,0,0,179,440
MEXICALI,4,398,B,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C1,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C10,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C11,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C12,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C2,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C3,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C4,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C5,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C6,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C7,,,,SIN RESULTADOS,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MEXICALI,4,398,C8,,,,SIN RESULTADOS,,,
MEXICALI,4,398,C9,,,,SIN RESULTADOS,,,
MEXICALI,4,418,B,171,147,13,3,10,344,707
MEXICALI,4,418,C1,181,115,32,0,11,339,707
MEXICALI,4,428,B,133,82,17,0,5,237,476
MEXICALI,4,428,C1,108,91,20,4,2,225,476
MEXICALI,4,434,B,146,82,22,3,3,256,559
MEXICALI,4,434,C1,136,73,18,0,4,231,560
MEXICALI,4,444,B,169,111,18,0,5,303,713
MEXICALI,4,444,C1,163,127,22,0,6,318,713
MEXICALI,4,444,C10,150,129,28,2,5,314,714
MEXICALI,4,444,C11,159,100,19,4,5,287,714
MEXICALI,4,444,C2,185,105,18,2,3,313,713
MEXICALI,4,444,C3,177,104,22,3,4,310,713
MEXICALI,4,444,C4,185,113,28,1,6,333,713
MEXICALI,4,444,C5,176,107,23,2,5,313,713
MEXICALI,4,444,C6,168,100,25,0,6,299,713
MEXICALI,4,444,C7,179,106,25,3,1,314,713
MEXICALI,4,444,C8,186,114,24,0,6,330,713
MEXICALI,4,444,C9,153,110,15,1,5,284,713
MEXICALI,4,455,B,165,156,26,0,5,352,686
MEXICALI,4,455,C1,147,136,24,6,5,318,686
MEXICALI,4,455,C2,161,138,26,0,8,333,687
MEXICALI,4,456,B,161,116,24,3,7,311,637
MEXICALI,4,456,C1,132,114,22,0,14,282,637
MEXICALI,4,456,C2,151,101,21,0,9,282,638
MEXICALI,4,463,B,142,110,22,0,2,276,699
MEXICALI,4,463,C1,121,106,17,0,10,254,700
MEXICALI,4,464,B,68,46,23,0,5,142,396
MEXICALI,4,464,C1,46,55,11,1,5,118,397
MEXICALI,4,466,B,77,75,9,0,23,184,582
MEXICALI,4,466,C1,82,103,11,1,7,204,582
MEXICALI,4,467,B,107,84,17,2,4,214,503
MEXICALI,4,467,C1,97,76,22,0,4,199,503
MEXICALI,4,467,C2,102,83,10,4,3,202,503
MEXICALI,4,468,B,112,97,20,4,9,242,515
MEXICALI,4,468,C1,128,93,21,1,8,251,516
MEXICALI,4,468,C2,102,97,27,0,5,231,516
MEXICALI,4,469,B,148,84,6,0,6,244,701
MEXICALI,4,469,C1,132,114,26,0,7,279,701
MEXICALI,4,469,C2,117,108,20,3,8,256,702
MEXICALI,4,469,C3,138,84,15,2,9,248,702
MEXICALI,4,469,C4,134,84,23,0,4,245,702
MEXICALI,4,469,C5,127,106,22,3,4,262,702
MEXICALI,4,469,C6,124,100,23,1,6,254,702
MEXICALI,4,469,C7,120,94,31,0,8,253,702
MEXICALI,4,470,B,166,107,15,0,6,294,748
MEXICALI,4,470,C1,189,92,22,0,5,308,748
MEXICALI,4,470,C10,135,114,18,2,4,273,749
MEXICALI,4,470,C11,145,112,24,0,8,289,749
MEXICALI,4,470,C12,173,105,18,0,6,302,749
MEXICALI,4,470,C13,172,103,17,2,8,302,749
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MEXICALI,4,470,C2,153,96,16,2,6,273,748
MEXICALI,4,470,C3,196,82,21,0,5,304,748
MEXICALI,4,470,C4,150,95,29,0,10,284,748
MEXICALI,4,470,C5,155,87,18,1,6,267,748
MEXICALI,4,470,C6,147,94,25,3,4,273,748
MEXICALI,4,470,C7,182,101,37,0,7,327,748
MEXICALI,4,470,C8,167,96,15,2,3,283,748
MEXICALI,4,470,C9,134,94,18,0,2,248,748
MEXICALI,4,471,B,128,94,30,4,11,267,666
MEXICALI,4,471,C1,134,88,26,0,10,258,666
MEXICALI,4,472,B,110,109,17,0,8,244,583
MEXICALI,4,472,C1,112,129,29,0,3,273,583
MEXICALI,4,472,C2,117,108,25,0,9,259,583
MEXICALI,4,473,B,66,93,17,2,1,179,538
MEXICALI,4,473,C1,98,83,23,0,0,204,539
MEXICALI,4,474,B,81,112,6,1,11,211,616
MEXICALI,4,474,C1,72,116,14,0,4,206,616
MEXICALI,4,474,C2,87,103,16,0,5,211,616
MEXICALI,4,475,B,57,62,7,0,3,129,392
MEXICALI,4,475,C1,57,46,11,1,3,118,393
MEXICALI,4,476,B,163,116,22,0,10,311,720
MEXICALI,4,476,C1,141,112,23,3,9,288,720
MEXICALI,4,477,B,156,101,21,3,8,289,699
MEXICALI,4,477,C1,148,98,26,2,4,278,700
MEXICALI,4,478,B,116,86,11,1,8,222,522
MEXICALI,4,478,C1,123,65,21,0,7,216,522
MEXICALI,4,478,C2,97,73,22,4,6,202,523
MEXICALI,4,479,B,101,100,15,0,8,224,568
MEXICALI,4,479,C1,108,91,14,0,6,219,569
MEXICALI,4,480,B,129,80,22,2,7,240,690
MEXICALI,4,480,C1,130,85,24,0,2,241,690
MEXICALI,4,480,C2,158,95,15,1,5,274,690
MEXICALI,4,480,C3,153,93,20,2,11,279,691
MEXICALI,4,481,B,155,122,22,0,7,306,731
MEXICALI,4,481,C1,157,123,24,1,5,310,732
MEXICALI,4,482,B,115,88,30,0,9,242,561
MEXICALI,4,482,C1,105,98,27,2,6,238,562
MEXICALI,4,482,C2,104,104,21,1,4,234,562
MEXICALI,4,483,B,146,105,19,4,7,281,647
MEXICALI,4,484,B,96,71,19,3,9,198,473
MEXICALI,4,484,C1,108,72,25,0,7,212,474
MEXICALI,4,485,B,78,56,7,0,9,150,389
MEXICALI,4,485,C1,77,62,15,0,5,159,389
MEXICALI,4,486,B,114,106,15,3,9,247,603
MEXICALI,4,486,C1,127,83,15,3,0,228,603
MEXICALI,4,487,B,97,48,13,0,9,167,434
MEXICALI,4,487,C1,86,65,12,0,3,166,434
MEXICALI,4,488,B,182,86,23,0,7,298,740
MEXICALI,4,488,C1,146,109,18,0,9,282,740
MEXICALI,4,488,C2,153,98,21,0,7,279,740
MEXICALI,4,488,C3,133,119,14,1,9,276,740
MEXICALI,4,488,C4,156,107,23,0,10,296,741
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MEXICALI,4,488,C5,150,108,22,2,3,285,741
MEXICALI,4,488,C6,150,109,16,0,5,280,741
MEXICALI,4,488,C7,166,101,28,1,7,303,741
MEXICALI,4,488,C8,139,102,15,0,16,272,741
MEXICALI,4,488,C9,146,119,31,0,2,298,741
MEXICALI,4,489,B,125,83,22,1,5,236,494
MEXICALI,4,489,C1,133,78,21,1,4,237,495
MEXICALI,4,490,B,79,55,8,0,4,146,400
MEXICALI,4,490,C1,84,36,17,0,2,139,401
MEXICALI,4,491,B,97,75,17,4,9,202,515
MEXICALI,4,491,C1,112,86,20,0,9,227,516
MEXICALI,4,492,B,77,78,16,1,7,179,512
MEXICALI,4,492,C1,85,69,20,2,5,181,513
MEXICALI,4,492,C2,100,53,21,0,7,181,513
MEXICALI,4,493,B,120,108,25,4,7,264,717
MEXICALI,4,493,C1,137,86,35,1,8,267,717
MEXICALI,4,494,B,108,69,25,1,9,212,559
MEXICALI,4,494,C1,125,87,21,0,3,236,559
MEXICALI,4,498,B,116,75,17,0,0,208,656
MEXICALI,4,498,C1,114,84,18,1,9,226,657
MEXICALI,4,499,B,105,66,19,0,1,191,545
MEXICALI,4,499,C1,95,70,14,3,9,191,546
MEXICALI,4,500,B,92,59,9,1,4,165,425
MEXICALI,4,500,C1,97,63,11,0,9,180,425
MEXICALI,4,501,B,131,124,16,1,6,278,725
MEXICALI,4,501,C1,119,91,13,1,3,227,725
MEXICALI,4,501,C10,132,91,12,0,6,241,726
MEXICALI,4,501,C11,138,88,9,0,4,239,726
MEXICALI,4,501,C12,122,77,12,1,4,216,726
MEXICALI,4,501,C13,122,85,23,0,3,233,726
MEXICALI,4,501,C2,141,93,25,0,8,267,725
MEXICALI,4,501,C3,130,77,18,0,3,228,725
MEXICALI,4,501,C4,122,90,24,0,4,240,725
MEXICALI,4,501,C5,146,87,19,2,0,254,725
MEXICALI,4,501,C6,114,71,14,1,3,203,725
MEXICALI,4,501,C7,153,88,18,0,4,263,725
MEXICALI,4,501,C8,126,74,19,0,3,222,725
MEXICALI,4,501,C9,115,76,18,0,7,216,725
MEXICALI,4,502,B,104,147,22,0,3,276,709
MEXICALI,4,502,C1,142,71,13,1,3,230,709
MEXICALI,4,502,C2,157,81,18,0,5,261,709
MEXICALI,4,502,C3,129,79,24,1,3,236,709
MEXICALI,4,502,C4,141,96,19,0,6,262,709
MEXICALI,4,502,C5,92,98,18,1,4,213,709
MEXICALI,4,502,C6,142,90,19,0,6,257,709
MEXICALI,4,502,C7,135,94,18,0,2,249,709
MEXICALI,4,502,C8,130,82,19,0,9,240,710
MEXICALI,4,503,B,165,118,31,0,11,325,739
MEXICALI,4,504,B,67,67,14,0,3,151,475
MEXICALI,4,504,C1,62,49,7,0,6,124,476
MEXICALI,4,505,B,83,77,18,0,3,181,476
MEXICALI,4,505,C1,103,95,9,0,3,210,477
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MEXICALI,4,506,B,108,69,14,3,4,198,741
MEXICALI,4,506,C1,91,69,11,0,3,174,741
MEXICALI,4,506,C10,87,82,13,0,1,183,741
MEXICALI,4,506,C11,102,59,9,0,5,175,741
MEXICALI,4,506,C12,84,79,18,0,1,182,741
MEXICALI,4,506,C13,103,93,11,0,2,209,741
MEXICALI,4,506,C14,99,77,15,0,0,191,742
MEXICALI,4,506,C15,86,70,16,1,5,178,742
MEXICALI,4,506,C16,100,86,11,1,5,203,742
MEXICALI,4,506,C2,96,78,18,0,11,203,741
MEXICALI,4,506,C3,99,66,14,0,4,183,741
MEXICALI,4,506,C4,115,87,16,0,4,222,741
MEXICALI,4,506,C5,104,83,22,0,3,212,741
MEXICALI,4,506,C6,101,83,16,1,6,207,741
MEXICALI,4,506,C7,94,73,18,0,2,187,741
MEXICALI,4,506,C8,76,74,21,0,4,175,741
MEXICALI,4,506,C9,99,61,12,0,2,174,741
MEXICALI,4,548,B,73,48,10,0,8,139,375
MEXICALI,4,564,B,106,66,24,0,7,203,536
MEXICALI,4,564,C1,80,68,18,1,5,172,537
MEXICALI,4,593,B,89,99,17,0,10,215,486
MEXICALI,4,593,C1,81,88,17,0,9,195,487
MEXICALI,4,594,B,52,51,10,11,6,130,600
MEXICALI,4,594,C1,78,81,10,0,3,172,600
MEXICALI,4,594,C2,63,57,11,0,11,142,600
MEXICALI,4,594,C3,45,57,13,0,4,119,600
MEXICALI,4,595,B,49,74,24,0,5,152,696
MEXICALI,4,595,C1,71,68,16,0,3,158,696
MEXICALI,4,595,C2,81,59,20,0,5,165,696
MEXICALI,4,595,C3,56,66,21,0,9,152,696
MEXICALI,4,595,C4,57,79,17,0,0,153,697
MEXICALI,4,595,C5,62,76,31,0,8,177,697
MEXICALI,4,595,C6,71,61,14,0,5,151,697
MEXICALI,4,596,B,64,62,17,0,7,150,520
MEXICALI,4,596,C1,62,61,21,0,8,152,521
MEXICALI,4,596,C2,54,64,19,1,3,141,521
MEXICALI,4,681,B,153,116,23,0,11,303,570
MEXICALI,4,682,B,75,74,21,0,14,184,440
MEXICALI,4,682,C1,72,61,13,0,5,151,441
MEXICALI,4,688,B,134,81,17,0,10,242,633
MEXICALI,4,689,B,121,106,23,0,4,254,699
MEXICALI,4,1807,B,48,31,4,0,2,85,517
MEXICALI,4,1808,B,66,47,13,0,4,130,412
MEXICALI,4,1809,B,73,48,14,1,3,139,499
MEXICALI,4,1810,B,64,45,13,0,3,125,497
MEXICALI,4,1811,B,47,33,8,0,3,91,408
MEXICALI,4,1812,B,56,44,18,0,5,123,463
MEXICALI,4,1813,B,50,41,4,0,0,95,469
MEXICALI,4,1814,B,48,33,1,1,6,89,416
MEXICALI,4,1815,B,84,53,8,1,0,146,474
MEXICALI,4,1816,B,56,16,7,0,5,84,347
MEXICALI,4,1817,B,30,44,1,0,2,77,399
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MEXICALI,4,1818,B,41,37,7,0,1,86,388
MEXICALI,4,1819,B,63,53,8,0,2,126,481
MEXICALI,4,1820,B,40,23,6,0,1,70,388
MEXICALI,4,1821,B,34,22,4,1,0,61,337
MEXICALI,4,1822,B,29,38,10,0,1,78,374
MEXICALI,4,1823,B,40,44,9,0,4,97,411
MEXICALI,4,1824,B,41,35,2,0,0,78,338
MEXICALI,4,1825,B,64,61,6,0,0,131,502
MEXICALI,4,1826,B,45,25,7,1,1,79,403
MEXICALI,4,1827,B,62,41,10,0,6,119,451
MEXICALI,4,1828,B,34,54,7,0,3,98,417
MEXICALI,4,1829,B,62,52,8,0,4,126,506
MEXICALI,4,1830,B,41,26,15,0,2,84,365
MEXICALI,4,1831,B,48,54,7,0,2,111,508
MEXICALI,4,1832,B,45,54,11,0,2,112,456
MEXICALI,4,1833,B,61,42,5,0,1,109,488
MEXICALI,4,1834,B,52,40,6,0,1,99,445
MEXICALI,4,1835,B,67,48,7,0,3,125,423
MEXICALI,4,1836,B,61,27,3,0,2,93,437
MEXICALI,4,1837,B,76,35,2,2,1,116,373
MEXICALI,4,1838,B,75,43,12,0,1,131,420
MEXICALI,4,1839,B,46,50,9,0,3,108,431
MEXICALI,4,1840,B,47,42,6,1,1,97,384
MEXICALI,4,1841,B,40,42,6,0,3,91,467
MEXICALI,4,1842,B,62,45,8,0,3,118,429
MEXICALI,4,1843,B,47,43,7,0,4,101,425
MEXICALI,4,1844,B,55,57,4,0,4,120,473
MEXICALI,4,1845,B,36,37,6,0,3,82,346
MEXICALI,4,1846,B,49,36,12,2,3,102,494
MEXICALI,5,549,B,58,110,9,1,6,184,416
MEXICALI,5,549,D1,77,80,8,0,5,170,421
MEXICALI,5,550,B,226,193,12,0,9,440,696
MEXICALI,5,550,D1,120,62,3,0,3,188,389
MEXICALI,5,551,B,146,165,8,0,7,326,692
MEXICALI,5,551,D1,72,63,1,0,8,144,246
MEXICALI,5,552,B,141,83,3,8,10,245,582
MEXICALI,5,552,C1,138,95,6,0,13,252,583
MEXICALI,5,553,B,112,53,2,0,10,177,469
MEXICALI,5,553,C1,98,65,3,0,8,174,469
MEXICALI,5,553,D1,228,66,5,0,15,314,530
MEXICALI,5,554,B,143,91,7,0,13,254,645
MEXICALI,5,554,C1,144,110,5,1,13,273,645
MEXICALI,5,555,B,100,68,8,0,6,182,526
MEXICALI,5,555,C1,128,73,5,2,5,213,526
MEXICALI,5,555,C2,95,85,3,0,8,191,527
MEXICALI,5,556,B,164,63,3,0,7,237,446
MEXICALI,5,556,C1,152,51,2,0,8,213,446
MEXICALI,5,556,D1,114,55,2,0,12,183,411
MEXICALI,5,556,D1C1,129,54,6,0,17,206,411
MEXICALI,5,557,B,74,82,6,0,13,175,397
MEXICALI,5,558,B,126,72,7,0,8,213,514
MEXICALI,5,558,C1,126,79,1,0,13,219,514
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MEXICALI,5,558,C2,119,78,2,2,7,208,514
MEXICALI,5,559,B,142,85,7,0,10,244,533
MEXICALI,5,559,C1,173,80,6,1,9,269,534
MEXICALI,5,560,B,149,105,3,2,7,266,494
MEXICALI,5,560,C1,150,97,8,0,9,264,494
MEXICALI,5,561,B,137,102,4,0,6,249,538
MEXICALI,5,561,C1,149,112,4,2,9,276,538
MEXICALI,5,562,B,187,109,10,1,11,318,729
MEXICALI,5,562,C1,154,99,8,0,7,268,729
MEXICALI,5,563,B,144,96,10,0,17,267,558
MEXICALI,5,563,D1,101,73,2,0,12,188,416
MEXICALI,5,572,B,100,107,22,0,17,246,659
MEXICALI,5,572,C1,90,120,15,0,9,234,660
MEXICALI,5,572,C2,98,95,23,0,6,222,660
MEXICALI,5,573,B,68,122,23,0,8,221,524
MEXICALI,5,573,C1,80,121,19,0,5,225,524
MEXICALI,5,574,B,153,126,12,2,12,305,643
MEXICALI,5,574,C1,145,110,11,1,14,281,644
MEXICALI,5,575,B,169,131,5,0,13,318,611
MEXICALI,5,575,C1,153,109,10,3,9,284,611
MEXICALI,5,575,C2,138,120,9,0,12,279,612
MEXICALI,5,576,B,91,90,4,2,12,199,411
MEXICALI,5,577,B,171,96,4,0,27,298,694
MEXICALI,5,577,C1,180,111,17,0,11,319,695
MEXICALI,5,578,B,158,122,7,0,3,290,670
MEXICALI,5,578,C1,166,123,7,0,16,312,671
MEXICALI,5,579,B,97,41,4,0,10,152,401
MEXICALI,5,579,C1,96,68,1,0,4,169,402
MEXICALI,5,579,D1,62,40,4,1,8,115,285
MEXICALI,5,580,B,105,72,0,0,9,186,478
MEXICALI,5,581,B,101,87,4,0,14,206,470
MEXICALI,5,581,C1,142,90,2,0,11,245,471
MEXICALI,5,582,B,117,102,5,0,17,241,484
MEXICALI,5,582,C1,121,97,5,0,11,234,484
MEXICALI,5,583,B,83,78,6,1,6,174,431
MEXICALI,5,583,C1,88,102,7,2,5,204,431
MEXICALI,5,584,B,115,99,10,0,10,234,520
MEXICALI,5,584,C1,120,115,13,0,8,256,521
MEXICALI,5,585,B,101,86,10,0,9,206,429
MEXICALI,5,585,C1,99,108,6,1,6,220,430
MEXICALI,5,586,B,108,82,9,0,12,211,448
MEXICALI,5,586,C1,104,108,5,1,6,224,449
MEXICALI,5,587,B,54,39,1,0,4,98,190
MEXICALI,5,588,B,87,84,11,0,7,189,449
MEXICALI,5,588,C1,109,83,4,1,8,205,449
MEXICALI,5,589,B,137,128,6,0,3,274,520
MEXICALI,5,589,C1,143,124,5,0,12,284,521
MEXICALI,5,590,B,109,126,13,0,9,257,621
MEXICALI,5,590,C1,119,133,7,0,6,265,622
MEXICALI,5,590,C2,129,117,5,0,15,266,622
MEXICALI,5,591,B,156,152,15,0,17,340,684
MEXICALI,5,592,B,114,171,14,0,7,306,648
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MEXICALI,5,592,C1,143,162,16,1,7,329,649
MEXICALI,5,598,B,99,88,3,0,5,195,436
MEXICALI,5,598,C1,82,94,6,3,9,194,437
MEXICALI,5,599,B,145,114,14,0,8,281,606
MEXICALI,5,599,C1,116,102,120,0,7,345,606
MEXICALI,5,599,C2,130,136,10,0,12,288,606
MEXICALI,5,600,B,139,190,16,0,20,365,742
MEXICALI,5,601,B,106,159,6,0,10,281,556
MEXICALI,5,601,C1,95,127,3,1,8,234,556
MEXICALI,5,602,B,93,149,3,0,6,251,540
MEXICALI,5,602,C1,102,111,5,1,13,232,540
MEXICALI,5,603,B,163,109,8,0,16,296,559
MEXICALI,5,603,C1,115,109,4,0,16,244,559
MEXICALI,5,603,D1,109,102,6,3,13,233,597
MEXICALI,5,604,B,160,132,14,2,8,316,715
MEXICALI,5,605,B,125,103,5,0,4,237,486
MEXICALI,5,605,C1,115,120,3,2,1,241,486
MEXICALI,5,606,B,114,68,4,0,9,195,435
MEXICALI,5,606,C1,106,81,5,0,8,200,436
MEXICALI,5,607,B,137,76,4,0,7,224,485
MEXICALI,5,607,C1,144,73,6,0,5,228,486
MEXICALI,5,608,B,139,88,2,0,4,233,497
MEXICALI,5,608,C1,162,70,7,0,6,245,498
MEXICALI,5,609,B,140,124,12,0,13,289,577
MEXICALI,5,610,B,72,62,14,0,8,156,437
MEXICALI,5,610,C1,75,60,10,1,6,152,437
MEXICALI,5,610,D1,72,34,0,2,2,110,250
MEXICALI,5,611,B,90,104,6,0,5,205,482
MEXICALI,5,611,C1,104,86,7,3,7,207,482
MEXICALI,5,612,B,96,101,2,0,19,218,439
MEXICALI,5,613,B,118,124,11,0,11,264,535
MEXICALI,5,613,C1,139,104,10,0,9,262,535
MEXICALI,5,613,C2,135,126,7,0,8,276,535
MEXICALI,5,614,B,119,193,19,1,10,342,688
MEXICALI,5,615,B,106,117,5,0,13,241,522
MEXICALI,5,615,C1,82,133,2,0,7,224,522
MEXICALI,5,615,C2,103,144,17,2,8,274,522
MEXICALI,5,617,B,66,162,13,3,13,257,590
MEXICALI,5,617,D1,37,56,5,0,5,103,185
MEXICALI,5,618,B,183,113,12,0,15,323,636
MEXICALI,5,619,B,132,44,3,2,10,191,481
MEXICALI,5,620,B,128,109,13,0,14,264,592
MEXICALI,5,620,C1,147,121,11,0,12,291,592
MEXICALI,5,620,C2,146,115,10,1,8,280,593
MEXICALI,5,621,B,177,181,11,4,15,388,639
MEXICALI,5,621,C1,152,174,11,0,14,351,640
MEXICALI,5,622,B,96,164,11,1,14,286,528
MEXICALI,5,622,C1,102,151,9,0,11,273,528
MEXICALI,5,622,C2,98,124,10,0,6,238,528
MEXICALI,5,623,B,104,143,8,0,36,291,619
MEXICALI,5,623,C1,141,132,1,2,10,286,620
MEXICALI,5,624,B,90,137,15,0,7,249,562
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MEXICALI,5,624,C1,88,137,13,1,2,241,563
MEXICALI,5,625,B,144,135,14,0,9,302,680
MEXICALI,5,625,C1,139,136,11,0,9,295,680
MEXICALI,5,626,B,207,109,15,0,18,349,728
MEXICALI,5,626,C1,189,95,17,0,17,318,729
MEXICALI,5,627,B,122,92,13,0,4,231,556
MEXICALI,5,627,C1,138,100,10,0,13,261,556
MEXICALI,5,627,C2,136,97,8,0,17,258,556
MEXICALI,5,628,B,173,108,4,0,11,296,538
MEXICALI,5,628,C1,138,137,6,0,9,290,538
MEXICALI,5,629,B,139,98,7,2,13,259,472
MEXICALI,5,629,C1,140,97,12,0,8,257,473
MEXICALI,5,630,B,110,113,10,0,10,243,444
MEXICALI,5,630,C1,127,115,3,0,5,250,444
MEXICALI,5,631,B,148,113,7,1,13,282,498
MEXICALI,5,631,C1,123,124,12,0,5,264,499
MEXICALI,5,632,B,91,107,8,0,4,210,500
MEXICALI,5,634,B,229,93,12,1,6,341,710
MEXICALI,5,634,D1,154,70,16,0,3,243,459
MEXICALI,5,635,B,107,59,8,0,7,181,412
MEXICALI,5,635,C1,122,57,6,0,8,193,413
MEXICALI,5,638,B,161,99,9,2,7,278,607
MEXICALI,5,639,B,98,62,7,0,3,170,401
MEXICALI,5,639,C1,106,58,11,0,4,179,401
MEXICALI,5,640,B,77,103,9,2,4,195,449
MEXICALI,5,640,C1,112,90,7,3,4,216,450
MEXICALI,5,641,B,130,106,8,0,6,250,493
MEXICALI,5,641,C1,140,78,10,0,5,233,494
MEXICALI,5,642,B,136,119,9,1,11,276,631
MEXICALI,5,642,C1,146,115,15,0,11,287,632
MEXICALI,5,642,C2,142,110,12,0,9,273,632
MEXICALI,5,643,B,183,166,13,0,14,376,748
MEXICALI,5,643,C1,183,128,18,0,14,343,748
MEXICALI,5,644,B,95,84,4,1,7,191,386
MEXICALI,5,644,C1,91,73,8,2,2,176,387
MEXICALI,5,645,B,136,134,14,1,11,296,724
MEXICALI,5,645,C1,137,129,23,0,11,300,725
