Municipio,Distrito,Casilla,Tipo,PAN-PVEM,PRI,PRD,PT,PEBC,PSN,PC- PAS,Nulos
Mexicali,3,259,B,123,78,14,3,7,0,7,4
Mexicali,3,259,C,128,83,16,5,2,0,6,5
Mexicali,3,260,B,175,72,12,6,5,0,19,7
Mexicali,3,260,C,165,83,26,6,4,0,17,8
Mexicali,3,261,B,154,98,13,6,9,0,16,4
Mexicali,3,261,C,151,92,16,10,7,0,9,8
Mexicali,3,262,B,148,106,7,8,2,0,13,2
Mexicali,3,262,C,151,90,15,6,3,0,10,13
Mexicali,3,263,B,150,81,12,3,2,0,10,11
Mexicali,3,263,C,119,78,9,7,3,0,10,8
Mexicali,3,264,B,148,94,10,8,5,0,6,12
Mexicali,3,264,C,139,94,9,3,7,0,5,13
Mexicali,3,265,B,114,49,8,2,2,0,10,4
Mexicali,3,265,C1,146,53,7,4,6,0,0,10
Mexicali,3,265,C2,133,68,6,2,6,0,5,6
Mexicali,3,266,B,135,37,16,4,2,0,1,5
Mexicali,3,266,C1,166,63,5,1,3,0,5,3
Mexicali,3,266,C2,174,66,13,3,1,0,2,1
Mexicali,3,267,B,145,67,9,0,0,0,1,4
Mexicali,3,267,C1,138,79,19,1,3,0,2,1
Mexicali,3,267,C2,163,83,19,1,8,0,5,2
Mexicali,3,268,B,219,128,26,4,8,0,7,2
Mexicali,3,268,C,201,148,25,5,7,0,3,5
Mexicali,3,269,B,102,60,21,3,1,0,2,3
Mexicali,3,269,C,106,70,15,1,0,0,2,1
Mexicali,3,269,E,3,2,0,1,0,0,1,0
Mexicali,3,270,B,101,59,7,1,1,0,5,4
Mexicali,3,270,C,86,42,10,0,1,0,2,7
Mexicali,3,271,B,110,47,14,0,1,0,8,2
Mexicali,3,271,C,97,53,12,0,3,0,3,2
Mexicali,3,272,B,210,83,7,1,7,0,11,9
Mexicali,3,272,C,146,79,12,5,6,0,7,5
Mexicali,3,273,B,168,79,13,10,6,0,12,7
Mexicali,3,273,C,149,108,17,6,5,0,11,5
Mexicali,3,274,B,186,82,14,5,3,0,8,7
Mexicali,3,274,C,170,71,11,2,4,0,11,10
Mexicali,3,275,B,181,65,22,7,3,0,7,2
Mexicali,3,275,C,116,79,21,3,5,0,5,4
Mexicali,3,276,B,77,52,7,1,4,0,10,4
Mexicali,3,276,C,73,44,3,4,1,0,5,8
Mexicali,3,277,B,94,68,12,1,3,0,8,1
Mexicali,3,277,C,119,76,12,0,2,0,4,10
Mexicali,3,278,B,150,67,13,4,1,0,15,8
Mexicali,3,278,C,144,78,15,4,5,0,18,3
Mexicali,3,279,B,117,80,12,6,5,0,7,7
Mexicali,3,279,C,124,87,7,2,1,0,13,16
Mexicali,4,280,B,186,73,10,1,8,0,6,8
Mexicali,4,280,C,187,63,14,0,4,0,6,6
Mexicali,4,281,B,129,59,5,0,3,0,2,3
Mexicali,4,281,C,113,54,2,1,2,0,6,7
Mexicali,4,282,B,108,57,6,1,3,0,6,3
Mexicali,4,282,C,108,52,4,4,1,0,7,7
Mexicali,4,283,B,105,64,12,1,4,0,4,5
Mexicali,4,284,B,77,60,11,0,1,0,2,5
Mexicali,4,284,C,78,47,7,2,6,0,7,4
Mexicali,4,285,B,113,79,9,2,7,0,2,3
Mexicali,4,285,C,128,87,17,2,5,0,8,4
Mexicali,4,286,B,148,115,22,2,7,0,7,7
Mexicali,4,286,C,160,84,23,3,7,0,8,6
Mexicali,4,287,B,222,69,14,1,6,0,8,4
Mexicali,4,287,C,107,94,25,4,9,0,9,4
Mexicali,4,288,B,114,63,8,4,1,0,7,2
Mexicali,4,288,C,156,77,14,3,2,0,11,2
Mexicali,4,289,B,194,113,13,0,8,0,6,1
Mexicali,4,290,B,114,51,7,1,5,0,12,1
Mexicali,4,290,C,114,51,10,3,2,0,6,3
Mexicali,4,291,B,156,64,11,4,5,0,6,0
Mexicali,4,291,C1,199,59,21,1,1,0,9,2
Mexicali,4,291,C2,136,38,11,1,4,0,1,2
Mexicali,4,291,C3,187,82,21,2,4,0,7,5
Mexicali,4,291,D,204,83,19,6,5,0,4,2
Mexicali,4,291,DC,172,75,15,10,4,0,1,1
Mexicali,4,292,B,144,107,17,3,8,0,5,1
Mexicali,4,292,C,132,112,19,2,5,0,9,5
Mexicali,4,293,B,180,88,14,6,3,0,4,6
Mexicali,4,293,C,171,70,13,3,2,0,8,1
Mexicali,4,294,B,49,33,5,3,1,0,5,3
Mexicali,5,295,B,60,79,13,1,1,0,4,7
Mexicali,5,295,D,57,26,5,3,1,0,0,2
Mexicali,4,296,B,98,39,11,6,1,0,5,8
Mexicali,4,296,C,94,53,8,1,4,0,2,3
Mexicali,5,297,B,76,96,15,1,3,0,6,5
Mexicali,5,297,C,89,93,15,1,4,0,13,7
Mexicali,5,298,B,90,62,13,5,0,0,6,11
Mexicali,5,298,C,99,55,14,8,4,0,5,5
Mexicali,4,299,B,25,42,5,3,0,0,2,3
Mexicali,4,299,D,115,73,18,5,4,0,6,9
Mexicali,5,300,B,80,141,18,1,2,0,4,10
Mexicali,5,300,C,55,143,8,5,2,0,4,8
Mexicali,5,301,B,104,94,17,0,1,0,2,15
Mexicali,4,302,B,122,121,33,4,0,0,5,6
Mexicali,4,303,B,89,52,10,1,3,0,5,5
Mexicali,4,303,C,65,50,8,3,5,0,6,3
Mexicali,4,304,B,67,60,16,5,4,0,4,5
Mexicali,4,304,C,80,79,12,1,5,0,5,3
Mexicali,4,305,B,83,83,27,2,1,0,6,6
Mexicali,4,305,C,66,68,18,3,0,0,5,6
Mexicali,5,306,B,40,96,5,1,1,0,3,2
Mexicali,5,306,D1,36,108,10,2,1,0,3,8
Mexicali,5,306,D2,53,102,13,3,0,0,6,9
Mexicali,5,307,B,107,110,37,2,3,0,7,11
Mexicali,5,308,B,69,58,14,3,2,0,1,6
Mexicali,5,308,C,91,99,38,3,0,0,4,9
Mexicali,5,309,B,121,136,37,1,1,0,2,8
Mexicali,5,309,C1,83,140,46,3,0,0,3,3
Mexicali,5,309,C2,105,149,46,1,3,0,5,5
Mexicali,5,310,B,49,115,26,3,2,0,8,4
Mexicali,5,310,D,9,70,7,0,1,0,0,2
Mexicali,5,311,B,90,88,11,6,6,0,3,8
Mexicali,5,311,C,89,90,22,1,2,0,3,8
Mexicali,5,312,B,67,188,29,0,1,0,6,8
Mexicali,5,312,C,74,139,20,2,1,0,4,5
Mexicali,5,313,B,43,119,8,1,3,0,6,3
Mexicali,5,313,C,49,89,18,1,0,0,4,8
Mexicali,5,314,B,55,99,24,4,1,0,4,4
Mexicali,5,314,C,50,101,11,1,3,0,5,8
Mexicali,5,315,B,45,81,20,3,1,0,3,5
Mexicali,5,315,C,45,88,27,2,1,0,5,7
Mexicali,5,316,B,83,120,37,2,2,0,3,10
Mexicali,5,317,B,53,73,23,5,0,0,1,4
Mexicali,5,317,C,61,79,17,5,0,0,6,8
Mexicali,5,318,B,69,92,24,0,0,0,3,5
Mexicali,5,318,C,46,103,25,1,2,0,3,3
Mexicali,5,319,B,39,82,12,3,2,0,3,3
Mexicali,5,319,D,41,81,15,4,2,0,0,6
Mexicali,5,320,B,124,80,17,7,1,0,10,8
Mexicali,5,320,D,57,64,20,2,0,0,14,8
Mexicali,5,321,B,46,50,16,1,2,0,9,9
Mexicali,5,321,C,59,67,17,1,0,0,12,8
Mexicali,6,322,B,48,58,11,4,0,0,18,7
Mexicali,6,323,B,59,63,12,0,3,0,24,6
Mexicali,5,324,B,79,42,24,0,0,0,26,8
Mexicali,5,324,C,54,36,23,2,1,0,22,5
Mexicali,5,325,B,62,54,19,3,2,0,32,6
Mexicali,5,325,C,66,48,20,0,1,0,24,12
Mexicali,5,326,B,51,93,33,2,3,0,65,8
Mexicali,5,327,B,54,61,17,6,0,0,22,10
Mexicali,5,327,C,58,80,22,2,2,0,23,7
Mexicali,5,328,B,45,51,9,4,1,0,19,3
Mexicali,5,328,C,52,35,25,2,1,0,30,3
Mexicali,5,329,B,36,48,14,1,1,0,33,11
Mexicali,5,329,C,45,37,17,0,0,0,29,0
Mexicali,5,330,B,67,45,17,0,0,0,18,10
Mexicali,5,330,C,72,55,16,0,0,0,11,6
Mexicali,5,331,B,71,83,31,3,1,0,40,12
Mexicali,5,331,C1,59,65,23,1,3,0,19,10
Mexicali,5,331,C2,57,73,25,5,0,0,24,8
Mexicali,5,332,B,63,71,11,1,2,0,3,3
Mexicali,5,332,D,63,59,10,1,0,0,0,3
Mexicali,5,333,B,74,73,3,1,0,0,1,6
Mexicali,5,333,D,80,42,1,0,0,0,0,0
Mexicali,5,334,B,61,78,4,2,0,0,4,9
Mexicali,5,334,C,79,113,7,3,1,0,4,5
Mexicali,5,335,B,61,80,6,5,2,0,1,12
Mexicali,5,335,C,83,71,7,1,2,0,1,7
Mexicali,5,336,B,123,137,14,7,0,0,5,17
Mexicali,5,336,D,163,70,11,2,0,0,4,8
Mexicali,5,337,B,11,43,10,1,0,0,2,5
Mexicali,5,337,D,19,27,2,1,1,0,0,3
Mexicali,5,338,B,61,70,7,2,2,0,4,4
Mexicali,5,338,C,89,129,6,6,2,0,4,12
Mexicali,5,339,B,71,63,6,2,2,0,2,6
Mexicali,5,339,C,110,65,9,1,4,0,2,7
Mexicali,5,340,B,79,83,13,1,3,0,3,4
Mexicali,5,340,C,83,93,7,0,1,0,5,6
Mexicali,5,341,B,82,82,9,0,1,0,3,6
Mexicali,5,341,C,82,89,11,5,1,0,2,6
Mexicali,5,342,B,54,37,11,0,0,0,1,5
Mexicali,5,342,C,42,50,12,3,0,0,5,6
Mexicali,5,343,B,85,81,23,2,0,0,3,11
Mexicali,5,343,C,78,84,14,2,2,0,5,13
Mexicali,5,344,B,112,99,18,3,3,0,4,4
Mexicali,5,344,C,90,95,18,1,1,0,2,9
Mexicali,5,345,B,133,86,18,3,2,0,3,15
Mexicali,5,345,D,55,49,5,2,0,0,2,8
Mexicali,5,346,B,110,81,20,2,2,0,8,9
Mexicali,5,346,D,82,64,6,6,0,0,2,9
Mexicali,5,347,B,55,91,21,0,1,0,2,4
Mexicali,5,347,D,23,46,3,0,0,0,0,2
Mexicali,5,348,B,97,90,18,2,1,0,1,6
Mexicali,5,348,D,77,63,5,1,0,0,3,3
Mexicali,5,349,B,55,87,30,5,1,0,3,3
Mexicali,5,349,C,53,87,13,1,3,0,3,9
Mexicali,5,350,B,128,94,15,3,3,0,4,4
Mexicali,5,350,C,122,90,16,4,0,0,7,8
Mexicali,5,351,B,60,64,6,3,0,0,3,6
Mexicali,5,352,B,113,109,14,3,2,0,2,8
Mexicali,5,353,B,63,63,2,3,2,0,1,7
Mexicali,5,353,C,57,85,5,0,1,0,5,3
Mexicali,5,354,B,65,80,4,0,0,0,3,2
Mexicali,5,354,C,100,86,13,0,2,0,1,5
Mexicali,5,355,B,65,67,4,1,0,0,3,3
Mexicali,5,355,C,75,105,6,0,2,0,0,6
Mexicali,5,356,B,40,35,4,1,1,0,3,5
Mexicali,5,357,B,115,141,12,1,3,0,4,11
Mexicali,5,358,B,72,125,6,1,0,0,3,5
Mexicali,5,358,C,94,107,9,3,0,0,0,0
Mexicali,5,359,B,66,34,8,0,0,0,1,1
Mexicali,5,360,B,38,58,12,2,0,0,1,9
Mexicali,5,360,C,59,74,8,0,2,0,1,2
Mexicali,5,361,B,50,71,25,0,1,0,0,10
Mexicali,5,361,C,61,63,22,10,0,0,3,6
Mexicali,5,362,B,66,91,22,4,1,0,2,10
Mexicali,5,362,D1,59,91,6,2,0,0,2,10
Mexicali,5,362,D2,43,106,14,5,3,0,2,4
Mexicali,5,363,B,38,139,13,23,3,0,3,12
Mexicali,5,364,B,47,58,6,2,0,0,5,3
Mexicali,5,364,C,55,60,11,0,0,0,2,8
Mexicali,5,365,B,37,54,11,3,1,0,5,6
Mexicali,5,365,C,54,57,14,4,0,0,11,6
Mexicali,5,366,B,48,67,10,5,1,0,4,4
Mexicali,5,366,C,72,70,11,1,1,0,4,6
Mexicali,5,367,B,61,64,14,5,0,0,2,9
Mexicali,5,367,C,62,69,9,6,0,0,3,0
Mexicali,5,368,B,66,159,4,1,2,0,4,11
Mexicali,5,369,B,38,48,11,3,0,0,1,6
Mexicali,5,369,D,78,48,30,2,2,0,4,8
Mexicali,5,370,B,86,55,12,4,2,0,3,6
Mexicali,5,370,C,74,56,16,3,1,0,4,8
Mexicali,5,371,B,31,30,15,3,2,0,1,5
Mexicali,5,372,B,34,105,14,2,0,0,1,7
Mexicali,5,372,C,23,90,4,1,0,0,2,1
Mexicali,5,373,B,64,91,6,2,1,0,3,2
Mexicali,5,373,C,57,89,9,1,0,0,3,11
Mexicali,5,374,B,95,130,13,4,2,0,7,12
Mexicali,5,374,D,22,36,4,0,0,0,0,4
Mexicali,5,375,B,89,132,27,6,2,0,5,10
Mexicali,5,375,C,113,109,21,8,1,0,6,11
Mexicali,5,376,B,66,159,21,3,2,0,5,14
Mexicali,5,377,B,126,105,13,18,4,0,6,14
Mexicali,5,378,B,82,31,31,1,0,0,6,8
Mexicali,5,379,B,117,113,35,5,1,0,5,12
Mexicali,5,379,D,137,85,19,4,0,0,4,4
Mexicali,5,380,B,55,106,33,3,2,0,10,10
Mexicali,5,380,C,60,93,26,2,3,0,7,5
Mexicali,5,381,B,82,53,23,3,2,0,8,6
Mexicali,5,381,C,71,60,9,0,1,0,8,7
Mexicali,5,382,B,56,60,17,1,0,0,21,12
Mexicali,5,382,C,54,60,14,0,1,0,18,14
Mexicali,4,383,B,122,65,13,4,6,0,4,7
Mexicali,4,383,C,140,61,12,5,4,0,7,5
Mexicali,4,384,B,113,68,9,4,3,0,11,1
Mexicali,4,385,B,58,69,5,0,3,0,9,7
Mexicali,4,385,C,54,69,6,3,2,0,2,6
Mexicali,4,386,B,137,73,11,6,4,0,11,2
Mexicali,4,386,C,141,80,10,0,3,0,13,2
Mexicali,4,387,B,157,78,14,3,4,0,6,7
Mexicali,4,387,C,164,80,13,1,4,0,5,1
Mexicali,4,388,B,170,93,20,4,3,0,7,3
Mexicali,4,388,C1,140,92,8,3,6,0,9,6
Mexicali,4,388,C2,162,83,15,1,5,0,11,8
Mexicali,4,389,B,172,72,22,5,8,0,2,4
Mexicali,4,389,C1,134,73,16,5,2,0,6,3
Mexicali,4,389,C2,167,65,23,4,6,0,2,1
Mexicali,4,389,C3,168,73,18,2,6,0,11,2
Mexicali,4,390,B,106,60,10,4,4,0,7,7
Mexicali,4,390,C,122,74,13,3,6,0,5,2
Mexicali,4,391,B,118,106,12,3,2,0,5,7
Mexicali,4,391,C,117,94,14,2,2,0,2,6
Mexicali,4,392,B,61,47,9,5,3,0,7,0
Mexicali,4,392,C,57,44,7,3,3,0,6,2
Mexicali,4,393,B,76,74,8,3,4,0,9,8
Mexicali,4,393,C,68,91,8,3,1,0,4,0
Mexicali,4,394,B,90,89,10,1,1,0,10,0
Mexicali,4,395,B,156,81,17,1,5,0,10,9
Mexicali,4,395,C,145,64,20,4,13,0,6,5
Mexicali,4,396,B,153,66,14,1,5,0,3,7
Mexicali,4,396,C,161,33,9,6,4,0,6,6
Mexicali,4,397,B,155,72,14,4,4,0,3,8
Mexicali,4,397,C,147,79,13,2,3,0,3,8
Mexicali,4,398,B,103,54,16,6,4,0,3,2
Mexicali,4,398,C,98,50,13,4,1,0,4,3
Mexicali,4,399,B,165,90,10,2,3,0,4,4
Mexicali,4,400,B,141,76,13,4,4,0,6,3
Mexicali,4,400,C,122,76,19,6,3,0,5,3
Mexicali,4,401,B,143,113,24,4,2,0,9,7
Mexicali,4,401,C,135,39,16,5,5,0,8,2
Mexicali,4,402,B,156,76,18,5,4,0,4,8
Mexicali,4,402,C,153,72,14,4,7,0,0,9
Mexicali,4,403,B,125,46,7,3,6,0,1,2
Mexicali,4,403,C,111,43,9,4,3,0,6,3
Mexicali,4,404,B,113,53,13,2,0,0,5,2
Mexicali,4,404,C1,106,68,9,2,5,0,3,10
Mexicali,4,404,C2,120,72,8,1,5,0,0,5
Mexicali,4,405,B,127,57,14,1,4,0,3,4
Mexicali,4,405,C,125,51,5,3,1,0,5,8
Mexicali,4,406,B,103,42,10,0,2,0,3,3
Mexicali,4,406,C,101,49,9,3,8,0,1,0
Mexicali,4,407,B,152,64,11,1,4,0,7,3
Mexicali,4,407,C1,165,91,6,2,8,0,7,4
Mexicali,4,407,C2,143,52,3,0,13,0,6,1
Mexicali,4,407,C3,173,82,13,5,5,0,10,5
Mexicali,4,408,B,207,84,10,4,6,0,9,3
Mexicali,6,409,B,131,71,14,5,2,0,3,9
Mexicali,6,409,C,130,68,10,6,3,0,2,9
Mexicali,6,410,B,113,48,7,5,2,0,2,3
Mexicali,6,410,C1,96,52,5,5,5,0,8,4
Mexicali,6,410,C2,113,68,8,3,1,0,11,7
Mexicali,6,411,B,40,79,5,2,3,0,3,2
Mexicali,6,411,C,48,65,6,2,2,0,3,10
Mexicali,6,412,B,67,55,7,0,3,0,4,1
Mexicali,6,412,C,59,70,5,3,2,0,9,5
Mexicali,6,413,B,81,63,8,2,5,0,5,5
Mexicali,6,413,C,65,69,11,3,3,0,10,6
Mexicali,6,414,B,66,64,5,2,2,0,2,10
Mexicali,6,414,C,67,53,9,1,4,0,4,5
Mexicali,6,415,B,59,59,22,1,3,0,3,3
Mexicali,6,415,C,47,72,17,2,6,0,2,2
Mexicali,6,416,B,67,61,5,3,4,0,3,27
Mexicali,6,416,C,69,56,15,2,7,0,6,5
Mexicali,6,417,B,49,38,7,2,7,0,4,3
Mexicali,6,417,C,57,37,5,1,3,0,0,1
Mexicali,6,418,B,49,54,13,2,5,0,1,7
Mexicali,6,418,C,52,43,9,0,4,0,2,5
Mexicali,6,419,B,65,67,17,1,2,0,6,6
Mexicali,6,419,C,54,53,4,0,1,0,12,5
Mexicali,6,420,B,50,53,5,2,3,0,5,2
Mexicali,6,420,C,51,38,9,5,1,0,7,2
Mexicali,6,421,B,88,105,12,6,4,0,7,6
Mexicali,6,421,C,80,84,14,9,0,0,6,8
Mexicali,6,422,B,121,103,16,3,0,0,4,6
Mexicali,6,422,C1,108,99,14,3,0,0,4,3
Mexicali,6,422,C2,130,88,8,7,4,0,5,4
Mexicali,6,422,C3,123,95,7,3,2,0,5,3
Mexicali,6,422,C4,114,99,6,1,5,0,1,8
Mexicali,6,422,C5,139,75,8,1,9,0,7,6
Mexicali,6,422,C6,114,87,5,4,2,0,5,10
Mexicali,6,422,C7,104,95,19,3,3,0,3,1
Mexicali,6,422,D1,52,52,10,3,0,0,2,7
Mexicali,6,422,D1C,50,69,2,4,0,0,5,2
Mexicali,6,422,D2,93,65,8,3,1,0,7,2
Mexicali,6,422,D2C1,108,92,16,3,3,0,13,4
Mexicali,6,422,D2C2,126,113,16,5,4,0,10,5
Mexicali,6,422,D3,132,64,8,1,3,0,3,2
Mexicali,6,423,B,113,64,13,0,5,0,6,10
Mexicali,6,423,C,91,78,13,2,4,0,3,5
Mexicali,4,424,B,160,75,16,3,3,0,4,2
Mexicali,4,425,B,134,54,7,6,3,0,4,5
Mexicali,4,425,C,131,73,7,6,4,0,4,5
Mexicali,4,426,B,139,93,18,5,0,0,6,2
Mexicali,4,426,C,127,74,11,3,4,0,2,5
Mexicali,4,427,B,132,67,13,5,6,0,4,6
Mexicali,4,427,C,165,100,11,6,8,0,2,5
Mexicali,4,428,B,121,72,7,2,1,0,0,5
Mexicali,4,428,C,121,85,16,2,6,0,4,5
Mexicali,4,429,B,95,54,11,2,9,0,2,1
Mexicali,4,429,C,93,53,4,2,4,0,3,4
Mexicali,4,430,B,109,81,12,4,6,0,8,1
Mexicali,4,430,C,109,65,5,3,7,0,9,4
Mexicali,4,431,B,197,66,16,4,3,0,9,5
Mexicali,4,432,B,156,71,17,3,4,0,4,3
Mexicali,4,432,C1,179,69,11,3,6,0,3,1
Mexicali,4,432,C2,140,64,16,5,4,0,2,6
Mexicali,4,432,C3,176,71,15,3,2,0,5,2
Mexicali,4,432,C4,164,70,11,3,5,0,2,6
Mexicali,4,433,B,153,56,14,3,5,0,6,2
Mexicali,4,433,C1,142,85,16,2,8,0,5,1
Mexicali,4,433,C2,93,66,6,3,4,0,5,5
Mexicali,4,433,C3,200,58,15,2,4,0,7,2
Mexicali,4,434,B,131,92,19,3,7,0,8,3
Mexicali,4,435,B,96,47,7,0,2,0,4,3
Mexicali,4,435,C,95,54,5,4,2,0,9,3
Mexicali,4,436,B,88,54,7,5,2,0,5,4
Mexicali,4,436,C,88,64,6,5,0,0,4,0
Mexicali,4,437,B,189,90,12,8,7,0,7,5
Mexicali,1,438,B,87,56,25,4,8,0,3,6
Mexicali,1,438,C,86,52,18,0,11,0,5,14
Mexicali,1,439,B,65,71,5,1,7,0,7,1
Mexicali,1,439,C,71,67,10,2,2,0,3,7
Mexicali,1,440,B,58,57,7,2,5,0,1,4
Mexicali,1,441,B,108,96,17,3,9,0,5,10
Mexicali,1,442,B,64,66,5,3,6,0,2,3
Mexicali,1,442,C,64,50,2,7,4,0,2,5
Mexicali,1,443,B,80,59,9,2,7,0,2,4
Mexicali,1,443,C,72,48,5,3,11,0,3,6
Mexicali,1,444,B,38,45,7,2,5,0,3,9
Mexicali,1,444,C,39,41,3,0,3,0,1,7
Mexicali,6,445,B,67,41,10,1,2,0,6,7
Mexicali,6,445,C,56,53,13,3,4,0,7,1
Mexicali,6,446,B,64,42,15,0,2,0,4,4
Mexicali,6,446,C,65,57,9,3,7,0,6,13
Mexicali,6,447,B,62,62,3,0,5,0,6,9
Mexicali,6,447,C,65,59,10,2,3,0,5,6
Mexicali,6,448,B,133,109,9,7,6,0,5,6
Mexicali,6,449,B,78,107,12,2,7,0,6,2
Mexicali,6,450,B,84,59,17,1,4,0,1,5
Mexicali,6,450,C,93,88,21,3,3,0,5,4
Mexicali,6,451,B,48,37,13,0,0,0,2,5
Mexicali,6,451,C,48,44,17,2,4,0,1,2
Mexicali,6,452,B,63,58,6,0,6,0,8,4
Mexicali,6,452,C,68,68,19,7,1,0,5,8
Mexicali,6,453,B,87,77,11,7,7,0,2,4
Mexicali,6,453,C,78,90,21,2,5,0,18,4
Mexicali,6,454,B,72,63,32,3,7,0,8,7
Mexicali,6,454,C,66,63,34,6,5,0,5,25
Mexicali,6,455,B,120,67,26,4,2,0,4,7
Mexicali,6,456,B,95,49,8,3,4,0,11,4
Mexicali,6,457,B,61,121,27,7,3,0,9,0
Mexicali,6,458,B,88,84,16,1,2,0,0,0
Mexicali,6,458,D,10,6,0,0,0,0,0,0
Mexicali,6,459,B,18,39,5,1,0,0,0,1
Mexicali,6,460,B,66,136,3,6,0,0,3,0
Mexicali,6,460,C,57,113,30,4,0,0,3,8
Mexicali,6,461,B,59,75,10,0,0,0,1,4
Mexicali,6,461,C,78,71,16,0,1,0,1,6
Mexicali,6,462,B,97,74,18,3,1,0,1,11
Mexicali,6,463,B,80,73,17,0,0,0,2,6
Mexicali,6,464,B,41,84,8,1,0,0,2,0
Mexicali,6,464,C,62,69,4,0,0,0,1,5
Mexicali,6,465,B,59,84,16,12,0,0,0,8
Mexicali,6,466,B,39,53,13,4,0,0,2,0
Mexicali,6,467,B,67,44,30,1,1,0,2,8
Mexicali,6,468,B,57,55,15,2,1,0,2,7
Mexicali,6,469,B,60,109,40,5,1,0,2,4
Mexicali,6,470,B,58,125,44,3,0,0,6,25
Mexicali,6,471,B,57,135,12,1,3,0,5,4
Mexicali,6,471,C,57,137,20,6,2,0,2,7
Mexicali,6,472,B,114,168,5,5,2,0,5,11
Mexicali,6,473,B,57,150,13,3,2,0,1,2
Mexicali,6,474,B,89,89,10,4,2,0,7,8
Mexicali,6,474,C,101,95,18,5,2,0,12,4
Mexicali,6,475,B,92,111,8,3,1,0,3,9
Mexicali,6,476,B,60,133,10,5,1,0,5,10
Mexicali,6,476,C,54,121,16,6,3,0,5,5
Mexicali,6,477,B,45,96,14,1,0,0,1,7
Mexicali,6,477,C,54,96,11,3,3,0,3,6
Mexicali,6,478,B,80,139,13,6,1,0,6,6
Mexicali,6,479,B,49,72,9,3,2,0,0,9
Mexicali,6,479,C,49,76,14,2,0,0,2,2
Mexicali,6,480,B,66,150,16,2,2,0,6,4
Mexicali,6,481,B,62,56,31,2,3,0,3,4
Mexicali,6,482,B,57,40,11,4,0,0,8,5
Mexicali,6,482,C,61,53,9,2,3,0,7,10
Mexicali,6,483,B,127,61,9,5,4,0,5,5
Mexicali,6,483,C1,123,60,11,7,8,0,4,4
Mexicali,6,483,C2,132,97,23,2,8,0,13,0
Mexicali,6,483,C3,112,56,16,4,2,0,3,1
Mexicali,6,483,C4,109,51,9,4,4,0,5,3
Mexicali,6,484,B,101,70,22,3,5,0,11,5
Mexicali,6,485,B,106,60,14,8,6,0,4,4
Mexicali,6,485,C,122,75,16,2,4,0,2,10
Mexicali,6,486,B,108,131,20,8,5,0,2,8
Mexicali,6,486,C,106,121,14,4,4,0,6,5
Mexicali,6,487,B,107,73,16,2,7,0,4,11
Mexicali,6,487,C,103,80,14,4,5,0,6,9
Mexicali,6,488,B,67,83,13,3,4,0,1,6
Mexicali,6,488,C,96,91,10,7,3,0,7,8
Mexicali,6,489,B,66,72,9,5,7,0,13,5
Mexicali,6,489,C1,96,90,11,7,5,0,17,0
Mexicali,6,489,C2,51,64,11,6,5,0,11,0
Mexicali,6,489,C3,88,82,7,5,4,0,13,8
Mexicali,6,489,D1,71,69,14,2,0,0,6,8
Mexicali,6,489,D2,70,60,15,4,2,0,12,3
Mexicali,6,489,D2C1,77,70,14,4,1,0,13,6
Mexicali,6,489,D2C2,91,72,23,2,6,0,17,4
Mexicali,6,490,B,61,86,13,3,4,0,2,2
Mexicali,6,490,C,72,58,12,3,2,0,6,9
Mexicali,6,491,B,56,73,18,4,5,0,5,6
Mexicali,6,492,B,78,86,14,5,3,0,7,0
Mexicali,6,492,C,80,80,11,4,3,0,6,5
Mexicali,6,493,B,100,75,15,8,15,0,12,11
Mexicali,6,493,C1,152,79,13,6,1,0,15,14
Mexicali,6,493,C2,101,67,12,4,8,0,16,2
Mexicali,6,494,B,72,63,9,6,4,0,1,7
Mexicali,6,494,C,80,39,15,7,4,0,0,3
Mexicali,6,495,B,82,53,10,4,4,0,6,3
Mexicali,6,495,C,85,70,6,3,2,0,12,2
Mexicali,6,496,B,76,83,23,3,4,0,1,10
Mexicali,6,496,D,36,37,8,2,0,0,4,3
Mexicali,6,497,B,88,61,9,2,1,0,8,11
Mexicali,6,497,C,85,58,6,0,1,0,3,5
Mexicali,6,497,D,80,55,8,3,11,0,1,6
Mexicali,6,498,B,112,87,9,4,6,0,4,9
Mexicali,6,499,B,82,83,9,5,0,0,10,7
Mexicali,6,499,D,59,47,2,1,1,0,3,4
Mexicali,6,500,B,24,93,24,6,1,0,3,3
Mexicali,6,500,D,36,16,10,2,1,0,2,2
Mexicali,6,501,B,67,29,0,0,0,0,0,0
Mexicali,6,502,B,73,83,24,0,2,0,2,2
Mexicali,6,502,C,64,100,22,0,1,0,3,3
Mexicali,6,503,B,78,129,23,1,3,0,2,5
Mexicali,6,504,B,75,75,18,2,3,0,0,3
Mexicali,6,504,C,70,67,16,0,1,0,3,9
Mexicali,6,505,B,49,49,4,1,1,0,5,1
Mexicali,6,505,C,60,53,13,1,2,0,3,0
Mexicali,6,506,B,57,59,15,2,3,0,1,6
Mexicali,6,506,C,51,81,15,2,1,0,3,0
Mexicali,6,507,B,52,68,15,0,0,0,0,11
Mexicali,6,507,C,65,82,23,3,1,0,2,3
Mexicali,6,507,D,28,52,13,0,0,0,1,2
Mexicali,6,508,B,57,75,13,2,0,0,3,2
Mexicali,6,508,C,67,94,25,1,1,0,3,5
Mexicali,6,509,B,51,94,14,1,0,0,0,3
Mexicali,6,509,C,51,90,19,2,1,0,3,10
Tijuana,8,510,B,115,100,7,7,0,0,2,9
