Municipio,Distrito,Casilla,Tipo,PAN-PVEM,PRI,PRD,PT,PEBC,PSN,PC- PAS,Nulos
Tijuana,13,942,C5,76,101,14,6,2,0,10,3
Tijuana,13,942,C6,76,112,20,14,3,0,4,8
Tijuana,13,942,C7,68,84,15,15,1,0,11,8
Tijuana,16,943,B,58,77,14,1,1,0,8,8
Tijuana,16,943,C1,76,80,17,2,2,0,3,4
Tijuana,16,943,C2,53,76,12,8,5,0,3,2
Tijuana,16,943,C3,88,95,15,6,1,0,3,12
Tijuana,13,944,B,68,80,13,15,3,0,6,7
Tijuana,13,944,C,65,75,13,20,2,0,3,3
Tijuana,13,945,B,91,59,13,16,2,0,2,6
Tijuana,13,945,C,76,67,10,7,5,0,2,4
Tijuana,13,946,B,151,56,19,4,0,0,2,2
Tijuana,13,946,C,150,58,10,9,2,0,8,1
Tijuana,13,947,B,159,67,6,11,1,0,9,2
Tijuana,13,948,B,116,83,6,9,1,0,3,1
Tijuana,13,948,C1,84,79,8,9,1,0,1,2
Tijuana,13,948,C2,95,93,12,12,4,0,2,6
Tijuana,13,948,C3,90,79,4,9,1,0,3,5
Tijuana,13,948,C4,77,71,8,17,3,0,6,5
Tijuana,13,948,C5,95,85,8,16,2,0,3,2
Tijuana,13,948,C6,108,63,10,21,1,0,4,2
Tijuana,11,949,B,108,55,5,6,3,0,6,0
Tijuana,11,950,B,131,76,10,9,8,0,5,5
Tijuana,11,950,C,143,106,9,5,4,0,9,0
Tijuana,11,951,B,127,53,9,6,2,0,3,11
Tijuana,11,951,C1,124,64,18,5,3,0,5,5
Tijuana,11,951,C2,162,64,7,2,5,0,2,1
Tijuana,11,951,C3,125,59,9,6,3,0,3,4
Tijuana,11,952,B,131,55,5,6,1,0,10,2
Tijuana,11,952,C,138,61,11,6,3,0,0,1
Tijuana,11,953,B,98,65,6,13,2,0,2,4
Tijuana,11,953,C,132,87,6,7,1,0,7,4
Tijuana,11,954,B,154,87,6,16,0,0,6,7
Tijuana,11,955,B,89,75,5,16,1,0,2,7
Tijuana,11,955,C1,63,58,7,10,0,0,1,7
Tijuana,11,955,C2,51,76,9,10,0,0,3,7
Tijuana,11,956,B,69,70,13,7,2,0,1,10
Tijuana,11,956,C1,99,61,12,3,2,0,5,1
Tijuana,11,956,C2,86,86,6,10,2,0,5,0
Tijuana,13,957,B,81,53,7,10,0,0,4,0
Tijuana,13,957,C1,96,77,18,13,2,0,0,2
Tijuana,13,957,C2,97,68,11,10,2,0,3,0
Tijuana,11,958,B,93,65,2,6,0,0,9,2
Tijuana,11,958,C,98,59,5,4,0,0,3,3
Tijuana,11,959,B,68,43,13,9,0,0,3,0
Tijuana,11,959,C,76,40,9,6,4,0,0,8
Tijuana,11,960,B,96,64,1,8,0,0,2,10
Tijuana,11,960,C1,61,58,4,7,0,0,3,0
Tijuana,11,960,C2,55,69,9,4,1,0,2,6
Tijuana,11,961,B,79,62,9,19,1,0,5,4
Tijuana,11,961,C,72,82,10,13,0,0,1,4
Tijuana,11,962,B,39,49,8,5,0,0,5,5
Tijuana,11,962,C,45,42,1,7,0,0,4,2
Tijuana,13,963,B,93,61,15,6,1,0,3,8
Tijuana,13,963,C,82,40,11,6,1,0,1,3
Tijuana,13,964,B,78,88,11,11,3,0,1,4
Tijuana,13,964,C,102,60,15,7,2,0,6,5
Tijuana,13,965,B,107,94,12,26,1,0,5,5
Tijuana,13,965,C,87,82,11,29,5,0,4,7
Tijuana,13,966,B,64,62,12,18,0,0,2,4
Tijuana,13,966,C1,53,81,11,13,1,0,1,3
Tijuana,13,966,C10,61,68,15,14,1,0,3,6
Tijuana,13,966,C11,57,55,21,10,1,0,2,4
Tijuana,13,966,C12,65,85,16,8,1,0,4,0
Tijuana,13,966,C13,56,64,12,13,1,0,2,3
Tijuana,13,966,C2,58,79,11,15,1,0,3,3
Tijuana,13,966,C3,69,75,18,6,3,0,4,1
Tijuana,13,966,C4,56,73,13,17,1,0,3,4
Tijuana,13,966,C5,69,74,12,16,3,0,1,5
Tijuana,13,966,C6,72,56,22,10,1,0,3,1
Tijuana,13,966,C7,53,80,11,14,0,0,4,3
Tijuana,13,966,C8,58,76,20,8,0,0,2,4
Tijuana,13,966,C9,64,70,20,8,1,0,0,3
Tijuana,13,967,B,59,58,5,16,0,0,1,3
Tijuana,13,967,C,65,61,3,8,2,0,2,6
Tijuana,13,968,B,52,55,10,10,0,0,3,1
Tijuana,13,968,C,52,59,5,12,0,0,1,4
Tijuana,13,969,B,77,99,19,13,2,0,2,5
Tijuana,13,969,C,101,109,11,22,1,0,5,7
Tijuana,13,970,B,53,74,13,10,1,0,2,3
Tijuana,13,970,C,56,97,11,10,1,0,4,7
Tijuana,13,971,B,78,89,11,12,0,0,4,2
Tijuana,13,971,C,66,99,8,13,2,0,3,7
Tijuana,13,972,B,60,79,11,6,2,0,5,4
Tijuana,13,972,C,62,67,12,8,0,0,0,7
Tijuana,11,973,B,73,77,13,8,1,0,3,7
Tijuana,11,973,C1,45,79,10,10,2,0,2,4
Tijuana,11,973,C2,38,70,8,5,0,0,2,6
Tijuana,11,974,B,111,95,6,2,0,0,2,7
Tijuana,11,974,C,117,73,11,13,0,0,1,7
Tijuana,13,975,B,55,69,25,5,1,0,4,2
Tijuana,13,975,C1,48,59,25,11,2,0,4,4
Tijuana,13,975,C2,44,50,30,8,0,0,1,1
Tijuana,13,975,C3,63,41,20,12,0,0,1,1
Tijuana,13,976,B,51,66,26,9,2,0,4,2
Tijuana,13,976,C,63,54,18,10,2,0,4,3
Tijuana,13,977,B,71,56,11,7,0,0,4,3
Tijuana,13,977,C,67,55,15,2,2,0,1,4
Tijuana,13,978,B,67,53,10,6,0,0,1,3
Tijuana,13,978,C1,54,50,14,5,1,0,2,3
Tijuana,13,978,C2,44,51,12,7,1,0,3,2
Tijuana,13,979,B,54,76,14,14,0,0,0,8
Tijuana,13,979,C1,61,77,24,6,1,0,3,8
Tijuana,13,979,C2,49,97,31,6,0,0,2,7
Tijuana,13,980,B,49,41,13,12,0,0,2,0
Tijuana,13,980,C1,69,55,14,10,0,0,7,0
Tijuana,13,980,C2,60,56,21,8,0,0,3,6
Tijuana,13,981,B,46,35,11,13,2,0,0,4
Tijuana,13,981,C,25,40,10,7,1,0,1,12
Tijuana,13,982,B,55,38,7,5,0,0,1,2
Tijuana,13,982,C,54,30,8,7,0,0,3,2
Tijuana,13,983,B,103,49,12,13,0,0,3,6
Tijuana,13,983,C,85,46,14,17,0,0,5,6
Tijuana,13,984,B,57,45,11,8,0,0,2,2
Tijuana,13,984,C,58,57,9,11,0,0,2,2
Tijuana,13,985,B,61,47,10,4,1,0,1,4
Tijuana,13,985,C,49,57,11,6,2,0,0,0
Tijuana,13,986,B,64,69,9,4,2,0,4,3
Tijuana,13,986,C,70,54,14,8,2,0,3,3
Tijuana,13,987,B,40,51,6,0,1,0,2,4
Tijuana,13,987,C1,45,38,14,7,2,0,0,0
Tijuana,13,987,C2,48,35,7,5,2,0,2,1
Tijuana,13,988,B,71,64,9,16,1,0,5,3
Tijuana,13,988,C,84,64,12,14,0,0,2,4
Tijuana,13,989,B,45,76,9,8,1,0,0,1
Tijuana,13,989,C,40,75,11,8,0,0,1,0
Tijuana,13,990,B,54,62,6,9,0,0,4,2
Tijuana,13,990,C1,69,56,9,9,0,0,2,3
Tijuana,13,990,C2,54,83,15,3,1,0,5,4
Tijuana,11,991,B,116,84,9,10,3,0,3,0
Tijuana,11,991,C,138,100,6,8,2,0,7,9
Tijuana,11,992,B,152,78,15,6,0,0,8,12
Tijuana,11,992,C,134,82,10,4,2,0,4,7
Tijuana,11,993,B,127,82,12,6,2,0,10,5
Tijuana,11,993,C,155,78,11,10,4,0,6,2
Tijuana,11,994,B,132,55,9,11,5,0,7,7
Tijuana,11,994,C1,106,83,6,8,5,0,3,6
Tijuana,11,994,C2,126,78,4,10,2,0,3,6
Tijuana,11,994,C3,136,78,10,8,3,0,3,8
Tijuana,11,994,C4,102,72,5,5,3,0,2,2
Tijuana,11,994,C5,125,99,10,12,6,0,7,6
Tijuana,11,995,B,112,57,7,5,1,0,2,5
Tijuana,11,995,C1,129,87,8,5,1,0,4,2
Tijuana,11,995,C2,119,93,3,7,2,0,4,3
Tijuana,11,996,B,93,46,11,2,1,0,2,3
Tijuana,11,996,C1,106,66,9,9,2,0,6,10
Tijuana,11,996,C2,106,66,10,9,3,0,9,4
Tijuana,11,997,B,100,47,3,3,1,0,8,2
Tijuana,11,997,C1,123,53,14,9,1,0,2,2
Tijuana,11,997,C2,119,59,5,8,0,0,1,0
Tijuana,11,998,B,130,72,6,4,0,0,4,6
Tijuana,11,999,B,121,90,8,11,0,0,5,3
Tijuana,11,999,C1,119,86,10,10,2,0,5,3
Tijuana,11,999,C2,115,74,6,5,2,0,5,6
Tijuana,11,1000,B,109,79,3,7,1,0,10,8
Tijuana,11,1000,C1,127,88,8,10,3,0,7,3
Tijuana,11,1000,C2,121,96,5,5,4,0,7,5
Tijuana,11,1001,B,118,63,5,4,3,0,4,3
Tijuana,11,1001,C,94,60,4,5,2,0,7,10
Tijuana,11,1002,B,63,44,13,3,3,0,3,4
Tijuana,11,1002,C,73,58,8,5,2,0,0,0
Tijuana,11,1003,B,95,57,9,11,3,0,5,11
Tijuana,11,1003,C1,103,64,8,3,3,0,2,5
Tijuana,11,1003,C2,120,62,11,6,2,0,4,6
Tijuana,11,1004,B,64,42,9,9,2,0,1,5
Tijuana,11,1004,C1,52,63,8,13,0,0,0,4
Tijuana,11,1004,C2,51,48,15,13,0,0,0,6
Tijuana,11,1005,B,102,56,12,5,2,0,1,2
Tijuana,11,1005,C1,99,71,7,11,1,0,7,6
Tijuana,11,1005,C2,100,59,11,10,2,0,3,3
Tijuana,11,1005,C3,93,65,8,7,1,0,6,4
Tijuana,11,1005,C4,68,59,6,12,3,0,4,2
Tijuana,11,1006,B,136,79,7,14,3,0,2,4
Tijuana,11,1006,C1,112,83,14,9,0,0,13,3
Tijuana,11,1006,C2,123,75,10,14,1,0,6,6
Tijuana,11,1006,C3,104,87,13,17,5,0,2,6
Tijuana,11,1006,C4,94,73,9,23,0,0,0,10
Tijuana,11,1006,C5,103,83,9,19,1,0,5,6
Tijuana,11,1006,C6,99,79,11,15,1,0,8,5
Tijuana,11,1007,B,83,70,9,23,4,0,4,3
Tijuana,11,1007,C1,115,65,11,14,1,0,1,4
Tijuana,11,1007,C2,107,58,13,7,0,0,3,5
Tijuana,11,1007,C3,111,64,6,20,3,0,5,6
Tijuana,11,1007,C4,96,63,5,11,2,0,2,2
Tijuana,11,1007,C5,108,74,22,14,3,0,0,6
Tijuana,11,1007,C6,108,63,8,16,1,0,3,6
Tijuana,11,1007,C7,101,69,11,6,2,0,4,0
Tijuana,11,1007,C8,132,54,9,18,2,0,2,2
Tijuana,11,1008,B,93,60,12,10,1,0,4,2
Tijuana,11,1008,C1,100,86,4,8,5,0,6,3
Tijuana,11,1008,C2,117,60,9,9,4,0,8,0
Tijuana,11,1008,C3,114,68,16,8,2,0,4,5
Tijuana,11,1008,C4,105,51,4,5,9,0,4,3
Tijuana,11,1008,C5,137,58,10,8,0,0,2,9
Tijuana,11,1009,B,136,66,6,8,1,0,6,8
Tijuana,11,1009,C1,96,62,5,6,3,0,5,2
Tijuana,11,1009,C2,96,49,9,3,3,0,7,2
Tijuana,11,1009,C3,122,67,6,4,3,0,6,4
Tijuana,11,1010,B,163,80,11,7,4,0,11,12
Tijuana,11,1010,C1,147,67,13,7,3,0,6,3
Tijuana,11,1010,C2,132,81,7,3,1,0,6,6
Tijuana,13,1011,B,65,55,13,15,0,0,3,1
Tijuana,13,1011,C1,81,56,8,23,0,0,2,0
Tijuana,13,1011,C2,62,80,11,19,3,0,2,1
Tijuana,13,1011,C3,89,73,14,19,0,0,1,5
Tijuana,13,1011,C4,78,83,11,20,2,0,6,5
Tijuana,13,1012,B,51,68,12,23,2,0,2,1
Tijuana,13,1012,C1,44,70,10,13,2,0,2,4
Tijuana,13,1012,C2,39,50,8,11,0,0,2,1
Tijuana,13,1012,C3,58,59,8,13,1,0,1,1
Tijuana,11,1013,B,83,47,10,12,0,0,1,3
Tijuana,11,1013,C,96,47,12,9,1,0,7,3
Tijuana,11,1014,B,75,51,4,14,3,0,2,9
Tijuana,11,1014,C,101,55,9,10,0,0,9,3
Tijuana,11,1015,B,82,51,12,9,0,0,9,6
Tijuana,11,1015,C1,86,63,7,18,2,0,8,4
Tijuana,11,1015,C2,82,57,9,13,2,0,6,3
Tijuana,11,1016,B,56,50,11,14,2,0,8,5
Tijuana,11,1016,C,64,54,15,6,7,0,6,6
Tijuana,11,1017,B,61,44,9,11,1,0,2,2
Tijuana,11,1017,C,74,53,5,13,0,0,3,3
Tijuana,11,1018,B,83,62,20,20,2,0,4,6
Tijuana,11,1018,C1,78,59,14,18,2,0,6,4
Tijuana,11,1018,C2,69,72,14,22,9,0,6,10
Tijuana,11,1018,C3,79,38,17,14,1,0,1,2
Tijuana,11,1019,B,109,56,8,6,3,0,1,0
Tijuana,11,1019,C1,92,57,9,13,4,0,5,7
Tijuana,11,1019,C2,93,49,10,8,1,0,2,4
Tijuana,11,1019,C3,87,52,5,9,2,0,3,2
Tijuana,11,1020,B,62,55,9,0,4,0,4,1
Tijuana,11,1020,C1,93,47,4,8,0,0,10,2
Tijuana,11,1020,C2,65,55,7,8,1,0,6,5
Tijuana,13,1021,B,68,64,4,16,1,0,3,1
Tijuana,13,1021,C1,70,60,8,8,1,0,6,2
Tijuana,13,1021,C2,75,65,8,11,2,0,9,0
Tijuana,13,1021,C3,81,58,10,8,2,0,4,5
Tijuana,13,1021,C4,75,55,20,12,0,0,7,0
Tijuana,13,1021,C5,60,71,14,10,2,0,11,3
Tijuana,13,1021,C6,70,66,15,12,2,0,4,6
Tijuana,13,1022,B,62,73,19,13,1,0,5,5
Tijuana,13,1022,C1,76,68,13,25,0,0,5,5
Tijuana,13,1022,C2,71,81,14,9,3,0,6,1
Tijuana,13,1022,C3,85,82,24,14,1,0,7,0
Tijuana,13,1022,C4,84,75,20,10,3,0,8,6
Tijuana,13,1023,B,49,43,8,5,0,0,2,1
Tijuana,13,1023,C1,50,51,5,8,1,0,3,0
Tijuana,13,1023,C2,75,62,7,8,0,0,3,3
Tijuana,13,1024,B,80,63,9,7,1,0,2,6
Tijuana,13,1024,C,63,59,6,8,3,0,4,3
Tijuana,13,1025,B,40,37,10,6,0,0,7,7
Tijuana,13,1025,C1,54,62,35,3,0,0,1,7
Tijuana,13,1025,C2,52,47,14,5,0,0,7,6
Tijuana,13,1026,B,36,66,19,13,1,0,4,2
Tijuana,13,1026,C1,54,66,17,14,1,0,2,3
Tijuana,13,1026,C2,80,71,18,16,0,0,4,4
Tijuana,13,1026,C3,45,69,17,19,1,0,6,5
Tijuana,13,1026,C4,50,70,18,13,0,0,5,1
Tijuana,13,1026,C5,54,72,12,17,0,0,5,9
Tijuana,13,1026,C6,47,72,20,18,4,0,4,4
Tijuana,13,1026,C7,66,64,19,25,0,0,5,3
Tijuana,13,1026,C8,48,91,13,17,0,0,3,1
Tijuana,13,1027,B,61,91,38,13,4,0,3,8
Tijuana,13,1027,C1,77,108,41,11,0,0,4,7
Tijuana,13,1027,C2,60,73,32,13,0,0,4,5
Tijuana,13,1027,C3,69,73,28,11,4,0,2,7
Tijuana,13,1027,C4,60,61,26,8,0,0,3,8
Tijuana,13,1027,C5,74,74,34,9,2,0,1,6
Tijuana,13,1027,C6,71,84,36,10,1,0,1,9
Tijuana,13,1028,B,124,43,12,8,0,0,5,3
Tijuana,13,1028,C1,108,59,12,4,4,0,1,3
Tijuana,13,1028,C2,111,58,7,3,1,0,7,1
Tijuana,13,1028,C3,110,50,10,4,3,0,4,1
Tijuana,13,1028,C4,82,37,11,5,0,0,0,3
Tijuana,13,1028,C5,112,54,10,6,4,0,1,0
Tijuana,13,1029,B,97,64,16,11,3,0,6,0
Tijuana,13,1029,C1,92,67,14,9,2,0,5,3
Tijuana,13,1029,C2,97,52,7,9,3,0,6,6
Tijuana,13,1029,C3,125,65,13,9,0,0,7,3
Tijuana,13,1029,C4,89,49,14,6,0,0,4,4
Tijuana,13,1029,C5,100,82,8,15,2,0,5,2
Tijuana,13,1029,C6,76,45,7,7,1,0,4,8
Tijuana,13,1030,B,81,71,11,14,2,0,6,9
Tijuana,13,1030,C1,87,40,7,14,2,0,5,4
Tijuana,13,1030,C2,105,65,11,13,2,0,4,5
Tijuana,13,1030,C3,101,72,13,21,4,0,4,3
Tijuana,13,1031,B,38,50,8,55,2,0,3,8
Tijuana,13,1031,C1,54,41,12,56,0,0,2,3
Tijuana,13,1031,C2,46,38,12,64,0,0,1,4
Tijuana,13,1031,C3,65,38,17,38,0,0,4,1
Tijuana,13,1031,C4,42,47,9,50,1,0,0,4
Tijuana,13,1031,C5,56,65,16,48,2,0,0,2
Tijuana,13,1031,D1,56,60,72,3,1,0,3,7
Tijuana,13,1031,D1C,53,49,110,0,1,0,1,6
Tijuana,13,1031,D2,51,48,16,17,1,0,5,7
Tijuana,13,1031,D2C1,60,48,23,12,0,0,1,3
Tijuana,13,1031,D2C2,51,47,12,14,0,0,4,3
Tijuana,13,1031,D2C3,68,59,23,14,1,0,6,4
Tijuana,13,1032,B,44,41,9,4,1,0,3,4
Tijuana,13,1032,D,30,49,10,4,2,0,3,2
Playas de Rosarito,16,1033,B,81,31,6,0,0,0,28,0
Playas de Rosarito,16,1033,D,87,15,3,2,1,0,18,4
Tijuana,16,1034,B,75,126,27,19,3,0,7,19
Tijuana,16,1035,B,90,118,30,10,2,0,8,14
Tijuana,16,1036,B,53,88,18,9,2,0,2,2
Tijuana,16,1036,C,41,79,22,6,3,0,3,9
Tijuana,16,1037,B,54,59,20,2,2,0,3,4
Tijuana,16,1037,C,52,70,30,5,0,0,1,8
Tijuana,16,1038,B,55,97,12,3,2,0,5,7
Tijuana,16,1038,C1,49,88,15,1,1,0,1,6
Tijuana,16,1038,C2,51,77,6,6,1,0,1,6
Tijuana,16,1038,C3,57,114,17,6,1,0,2,0
Tijuana,10,1039,B,73,112,8,13,1,0,11,3
Tijuana,10,1040,B,27,101,7,1,0,0,0,0
Tijuana,10,1041,B,76,65,7,7,1,0,8,1
Ensenada,14,1042,B,101,88,81,5,6,0,7,2
Ensenada,14,1043,B,114,78,90,2,14,0,5,3
Ensenada,14,1043,C,80,71,86,2,7,0,5,12
Ensenada,14,1044,B,68,59,20,7,6,0,5,9
Ensenada,14,1044,C,46,78,25,5,5,0,6,8
Ensenada,14,1045,B,77,79,21,10,4,0,9,4
Ensenada,14,1045,C,108,108,27,8,15,0,6,10
Ensenada,14,1045,D,60,63,12,3,2,0,7,1
Ensenada,14,1045,DC,67,69,20,5,3,0,8,3
Ensenada,14,1046,B,96,68,27,5,5,0,9,5
Ensenada,14,1047,B,70,88,43,3,9,0,5,6
Ensenada,14,1048,B,101,74,17,9,9,0,9,12
Ensenada,14,1049,B,135,128,37,5,10,0,9,8
Ensenada,14,1050,B,61,64,19,7,1,0,4,9
Ensenada,14,1050,C,87,50,28,4,1,0,8,5
Ensenada,14,1051,B,88,31,20,4,6,0,5,6
Ensenada,14,1051,C,50,52,24,3,4,0,8,7
Ensenada,14,1051,D,76,75,11,1,0,0,4,3
Ensenada,14,1051,DC,64,58,24,5,5,0,7,9
Ensenada,14,1052,B,103,82,40,5,6,0,10,13
Ensenada,14,1052,C1,70,49,21,5,1,0,6,7
Ensenada,14,1052,C2,109,65,24,4,5,0,7,3
Ensenada,14,1053,B,104,79,16,2,2,0,5,9
Ensenada,14,1053,C,90,50,27,10,5,0,3,5
Ensenada,14,1054,B,68,58,18,10,2,0,7,9
Ensenada,14,1054,C1,68,54,28,11,3,0,12,12
Ensenada,14,1054,C2,0,0,0,0,0,0,0,0
Ensenada,14,1055,B,68,59,46,6,2,0,1,7
Ensenada,14,1055,C1,65,59,37,7,2,0,14,4
Ensenada,14,1055,C2,73,40,47,5,7,0,5,8
Ensenada,14,1055,C3,81,57,36,14,6,0,3,4
Ensenada,14,1055,D,63,48,44,6,2,0,3,6
Ensenada,14,1055,DC,63,64,33,6,4,0,1,5
Ensenada,14,1056,B,70,72,37,5,5,0,5,2
Ensenada,14,1056,C1,70,87,33,8,9,0,7,5
Ensenada,14,1056,C2,97,72,39,2,6,0,7,4
Ensenada,14,1057,B,79,66,10,3,6,0,4,7
Ensenada,14,1057,C1,65,77,30,3,10,0,5,2
Ensenada,14,1057,C2,81,76,28,3,4,0,5,3
Ensenada,14,1058,B,82,71,17,4,3,0,3,7
Ensenada,14,1058,C1,95,90,20,4,3,0,9,8
Ensenada,14,1058,C2,70,99,27,5,5,0,10,3
Ensenada,14,1059,B,119,112,38,2,6,0,6,1
Ensenada,14,1059,C1,131,95,53,4,8,0,9,8
Ensenada,14,1059,C2,0,0,0,0,0,0,0,0
Ensenada,14,1059,D,79,66,21,3,1,0,3,1
Ensenada,14,1059,DC,71,54,20,2,3,0,10,2
Ensenada,14,1060,B,132,77,46,7,8,0,9,7
Ensenada,14,1060,C,116,71,48,2,5,0,16,11
Ensenada,14,1061,B,97,81,58,2,3,0,9,5
Ensenada,14,1061,C,86,92,59,3,14,0,9,1
Ensenada,14,1062,B,154,88,49,1,9,0,13,11
Ensenada,14,1063,B,101,97,46,3,9,0,7,8
Ensenada,14,1063,C,77,87,43,5,10,0,1,2
Ensenada,14,1064,B,123,98,82,0,17,0,7,2
Ensenada,14,1064,C,138,93,96,3,2,0,7,8
Ensenada,14,1065,B,99,105,54,3,4,0,6,5
Ensenada,14,1065,C,102,90,58,9,3,0,10,5
Ensenada,14,1066,B,95,84,55,2,5,0,4,7
Ensenada,14,1066,C,101,88,34,5,2,0,8,5
Ensenada,14,1067,B,85,53,37,4,7,0,12,7
Ensenada,14,1067,C,73,53,29,4,7,0,13,3
Ensenada,14,1068,B,114,116,38,9,4,0,4,5
Ensenada,14,1068,C,108,107,46,4,10,0,6,4
Ensenada,14,1069,B,52,109,44,7,6,0,5,1
Ensenada,14,1070,B,64,66,40,3,5,0,8,3
Ensenada,14,1070,C,86,75,29,3,5,0,5,3
Ensenada,14,1071,B,67,75,27,8,1,0,6,7
Ensenada,14,1071,C,85,77,24,4,4,0,6,9
Ensenada,14,1072,B,79,95,27,11,6,0,7,15
Ensenada,14,1073,B,96,116,36,7,3,0,7,6
Ensenada,14,1073,C,103,127,34,5,5,0,6,12
Ensenada,14,1074,B,99,79,32,6,2,0,2,7
Ensenada,14,1074,C,99,89,28,6,4,0,7,7
Ensenada,14,1075,B,93,77,26,5,3,0,4,6
Ensenada,14,1075,C,92,68,25,4,8,0,6,4
Ensenada,14,1076,B,80,118,40,14,4,0,5,5
Ensenada,14,1077,B,75,74,30,6,4,0,3,3
Ensenada,14,1077,C,56,62,33,7,5,0,7,5
Ensenada,14,1078,B,49,36,29,15,1,0,5,4
Ensenada,14,1078,C,35,57,39,8,2,0,6,3
Ensenada,14,1079,B,84,93,36,6,4,0,8,10
Ensenada,14,1079,C,0,0,0,0,0,0,0,0
Ensenada,14,1080,B,108,83,33,2,3,0,8,12
Ensenada,14,1080,C,112,88,36,8,3,0,6,8
Ensenada,14,1081,B,87,109,14,13,10,0,6,11
Ensenada,14,1081,C,89,89,23,9,7,0,3,4
Ensenada,14,1082,B,102,63,31,8,2,0,7,8
Ensenada,14,1082,C,103,65,25,4,3,0,4,4
Ensenada,14,1083,B,68,71,31,6,0,0,4,5
Ensenada,14,1083,C,84,68,29,4,2,0,5,5
Ensenada,14,1084,B,101,92,27,7,3,0,5,7
Ensenada,14,1084,C,105,123,42,8,4,0,5,8
Ensenada,14,1085,B,149,124,48,2,1,0,9,9
Ensenada,14,1086,B,65,54,21,7,0,0,4,4
Ensenada,14,1086,C,77,58,22,8,2,0,2,1
Ensenada,14,1087,B,83,72,41,1,3,0,4,3
Ensenada,14,1087,C,108,73,48,1,3,0,4,2
Ensenada,14,1088,B,91,89,59,3,7,0,2,5
Ensenada,14,1088,C,101,86,64,4,3,0,9,3
Ensenada,14,1088,E,2,3,4,0,0,0,1,0
Ensenada,14,1089,B,126,103,56,2,10,0,14,7
Ensenada,14,1089,C,101,110,49,11,13,0,19,4
Ensenada,14,1090,B,51,48,21,3,2,0,2,5
Ensenada,14,1091,B,81,50,18,4,0,0,8,9
Ensenada,14,1092,B,79,106,42,7,3,0,4,7
Ensenada,14,1093,B,76,65,31,3,3,0,5,6
Ensenada,14,1093,C,79,67,32,0,2,0,3,3
Ensenada,14,1094,B,116,93,32,3,3,0,10,5
Ensenada,14,1095,B,87,65,49,3,7,0,4,6
Ensenada,14,1095,C,104,83,44,2,8,0,2,3
Ensenada,14,1096,B,134,91,59,10,6,0,8,8
Ensenada,14,1097,B,48,67,32,6,1,0,6,5
Ensenada,14,1097,C,49,56,23,4,1,0,5,7
Ensenada,14,1098,B,63,88,39,13,6,0,4,7
Ensenada,14,1099,B,104,89,42,5,3,0,13,9
Ensenada,14,1099,C,129,104,40,9,8,0,17,7
Ensenada,14,1100,B,90,63,29,9,0,0,4,6
Ensenada,14,1100,C,88,74,23,2,5,0,10,5
Ensenada,14,1101,B,88,84,33,1,1,0,7,3
Ensenada,14,1101,C1,105,87,32,5,2,0,5,4
Ensenada,14,1101,C2,108,92,29,4,5,0,6,9
Ensenada,14,1102,B,81,95,28,5,2,0,7,14
Ensenada,14,1102,C,66,75,28,8,4,0,6,8
Ensenada,14,1103,B,47,67,58,1,2,0,6,9
Ensenada,14,1103,C,33,77,46,3,0,0,5,5
Ensenada,14,1104,B,84,59,31,3,2,0,7,4
Ensenada,14,1104,C,87,66,30,3,5,0,10,1
Ensenada,14,1105,B,76,56,29,2,0,0,5,11
Ensenada,14,1105,C,73,53,22,1,1,0,4,3
Ensenada,14,1106,B,136,89,43,0,6,0,5,7
Ensenada,14,1106,C,130,77,42,8,3,0,6,1
Ensenada,14,1107,B,84,75,45,1,3,0,7,4
Ensenada,14,1107,C,84,63,45,6,4,0,7,2
Ensenada,14,1108,B,89,50,33,5,6,0,5,1
Ensenada,14,1108,C,58,68,29,0,6,0,4,8
Ensenada,15,1109,B,75,80,31,6,4,0,3,1
Ensenada,15,1109,C,81,63,22,4,2,0,5,0
Ensenada,14,1110,B,74,79,28,6,0,0,2,2
Ensenada,14,1110,C,79,65,25,3,0,0,6,3
Ensenada,14,1111,B,78,58,15,4,3,0,9,9
Ensenada,14,1111,C,81,61,25,2,2,0,17,9
Ensenada,14,1112,B,85,83,32,3,3,0,8,4
Ensenada,14,1112,C,79,68,29,2,6,0,5,5
Ensenada,14,1113,B,117,94,35,3,1,0,6,7
Ensenada,14,1113,C,100,104,38,1,4,0,6,7
Ensenada,14,1114,B,79,57,26,1,7,0,7,6
Ensenada,14,1114,C,70,74,32,5,1,0,4,5
Ensenada,14,1115,B,94,98,32,5,2,0,9,5
Ensenada,14,1115,C,115,69,39,1,1,0,4,5
Ensenada,14,1116,B,86,94,41,3,4,0,7,4
Ensenada,14,1116,C,106,89,34,2,5,0,7,3
Ensenada,15,1117,B,88,87,75,1,8,0,8,2
Ensenada,15,1117,C,85,90,67,3,10,0,9,3
Ensenada,15,1118,B,110,89,82,5,5,0,7,5
Ensenada,15,1118,C,119,100,72,2,3,0,11,3
Ensenada,15,1119,B,124,103,39,2,8,0,11,4
Ensenada,15,1119,C,96,94,52,6,3,0,5,3
Ensenada,15,1120,B,119,83,32,15,4,0,7,5
Ensenada,15,1120,C,134,75,33,7,4,0,6,8
Ensenada,15,1121,B,73,61,37,4,2,0,2,3
Ensenada,15,1121,C,72,59,32,6,4,0,5,5
Ensenada,14,1122,B,103,108,41,7,3,0,8,10
Ensenada,14,1123,B,103,78,22,3,5,0,8,7
