CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,683,2,196,145,204,102,8,14,43,27,0,0,0,0,0,0,739,12,751,1265
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,684,3,252,142,348,171,14,19,52,37,0,0,0,0,0,0,1035,18,1053,2008
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,685,2,137,109,169,75,9,12,48,22,0,0,0,0,0,0,581,25,606,1120
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,686,3,319,259,268,155,12,29,62,54,0,0,0,0,0,0,1158,32,1190,2191
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,687,3,146,165,236,99,6,11,21,16,0,0,0,0,0,0,700,22,722,1755
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,688,3,305,137,299,107,13,18,53,14,0,0,0,0,0,2,948,34,982,2133
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,689,3,197,97,267,90,5,25,38,20,0,0,0,0,0,0,739,9,748,1743
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,690,3,155,108,314,97,11,11,53,16,0,0,0,0,0,0,765,11,776,1597
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,691,4,243,176,449,162,13,23,45,29,0,0,0,0,0,0,1140,36,1176,2500
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,692,3,231,197,293,146,14,23,51,17,0,0,0,0,0,0,972,27,999,2223
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,693,1,28,13,50,3,2,0,8,3,0,0,0,0,0,0,107,0,107,156
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,694,3,204,170,281,144,15,7,31,15,0,0,0,0,0,0,867,28,895,1627
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,695,3,283,216,210,78,32,4,25,7,0,0,0,0,0,0,855,44,899,1797
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,696,2,178,91,193,44,10,8,14,8,0,0,0,0,0,0,546,17,563,988
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,697,3,266,149,207,79,15,21,14,3,0,0,0,0,0,0,754,22,776,1908
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,698,2,177,167,159,65,11,8,16,12,0,0,0,0,0,0,615,27,642,1394
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,699,2,209,137,110,111,10,11,20,23,0,0,0,0,0,1,632,17,649,1226
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,700,2,142,100,180,42,8,5,20,17,0,0,0,0,0,0,514,10,524,1227
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,701,2,180,86,212,56,3,5,23,2,0,0,0,0,0,0,567,11,578,1064
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,702,1,112,98,79,33,3,10,13,8,0,0,0,0,0,0,356,11,367,728
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,703,2,202,72,122,34,7,7,16,0,0,0,0,0,0,0,460,7,467,840
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,704,1,39,49,34,20,6,2,10,3,0,0,0,0,0,0,163,0,163,306
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,705,3,272,76,186,68,23,9,16,6,0,0,0,0,0,0,656,16,672,1557
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,706,1,60,74,29,12,9,1,4,1,0,0,0,0,0,0,190,8,198,432
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,707,2,73,75,98,48,9,6,12,2,0,0,0,0,0,0,323,15,338,847
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,708,2,169,95,118,54,14,4,24,6,0,0,0,0,0,0,484,16,500,1122
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,709,2,175,71,132,38,7,1,10,5,0,0,0,0,0,0,439,20,459,892
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,710,2,99,116,152,71,9,7,7,3,0,0,0,0,0,0,464,43,507,1055
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,711,1,107,22,31,19,1,2,7,1,0,0,0,0,0,0,190,2,192,357
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,712,1,64,37,23,27,4,3,2,1,0,0,0,0,0,0,161,11,172,545
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,713,2,130,112,95,38,12,4,11,5,0,0,0,0,0,0,407,31,438,1004
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,714,1,65,41,48,21,4,0,4,2,0,0,0,0,0,0,185,13,198,497
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,715,1,54,65,52,16,4,3,4,3,0,0,0,0,0,0,201,14,215,662
2,11,GUANAJUATO,21,SALVATIERRA,11,CORTAZAR,716,2,259,76,57,48,17,2,4,3,0,0,0,0,0,0,466,6,472,1017
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,717,2,318,25,146,0,12,0,15,0,0,0,0,0,0,0,516,14,530,916
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,718,2,346,46,145,0,11,0,19,0,0,0,0,0,0,0,567,12,579,976
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,719,1,211,35,152,0,8,0,15,1,0,0,0,0,0,0,422,11,433,718
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,720,2,402,59,260,0,9,0,31,1,0,0,0,0,0,0,762,11,773,1215
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,721,1,220,30,95,0,8,0,11,0,0,0,0,0,0,0,364,12,376,623
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,722,2,354,43,146,0,15,0,16,0,0,0,0,0,0,0,574,10,584,932
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,723,2,397,54,185,0,4,0,16,0,0,0,0,0,0,0,656,15,671,1166
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,724,3,494,66,219,0,13,0,21,1,0,0,0,0,0,0,814,20,834,1560
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,725,3,780,84,242,0,16,0,40,4,0,0,0,0,0,0,1166,26,1192,2145
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,726,3,583,66,332,0,20,0,40,2,0,0,0,0,0,0,1043,18,1061,1775
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,727,1,268,23,116,0,3,0,6,0,0,0,0,0,0,1,417,15,432,693
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,728,1,280,16,113,0,8,0,1,0,0,0,0,0,0,0,418,4,422,624
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,729,1,241,9,91,0,4,0,7,0,0,0,0,0,0,0,352,6,358,602
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,731,2,325,20,160,0,7,0,17,0,0,0,0,0,0,0,529,11,540,842
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,732,2,252,16,198,0,11,0,3,1,0,0,0,0,0,0,481,8,489,769
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,733,1,182,19,124,0,7,0,2,0,0,0,0,0,0,0,334,10,344,497
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,734,1,82,9,79,0,3,0,2,0,0,0,0,0,0,0,175,3,178,272
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,736,3,644,89,271,0,29,0,22,1,0,0,0,0,0,0,1056,23,1079,1981
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,737,1,226,17,77,0,9,0,12,0,0,0,0,0,0,0,341,11,352,549
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,738,3,619,33,384,0,21,0,34,2,0,0,0,0,0,0,1093,28,1121,1880
2,11,GUANAJUATO,18,PENJAMO,12,CUERAMARO,739,2,495,25,247,0,7,0,8,0,0,0,0,0,0,0,782,18,800,1417
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,740,3,784,511,30,43,0,0,134,24,15,0,0,0,0,1,1542,29,1571,2237
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,741,3,822,373,30,22,0,0,110,17,12,0,0,0,0,0,1386,37,1423,2081
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,742,2,285,230,28,13,0,0,118,40,14,0,0,0,0,1,729,22,751,1250
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,743,1,131,114,12,9,0,0,55,17,1,0,0,0,0,0,339,0,339,573
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,744,1,208,147,24,14,0,0,42,23,8,0,0,0,0,0,466,10,476,700
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,745,1,225,181,14,14,0,0,45,6,7,0,0,0,0,0,492,14,506,718
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,746,2,452,191,25,24,0,0,59,16,10,0,0,0,0,0,777,7,784,1062
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,747,4,883,501,35,52,0,0,193,41,43,0,0,0,0,1,1749,34,1783,2598
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,748,3,706,274,7,12,0,0,157,6,109,0,0,0,0,0,1271,29,1300,1958
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,749,3,508,263,47,30,0,0,90,13,8,0,0,0,0,0,959,30,989,1590
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,750,2,394,211,21,6,0,0,51,21,9,0,0,0,0,0,713,12,725,1065
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,751,2,360,203,17,12,0,0,38,9,6,0,0,0,0,0,645,12,657,944
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,752,3,440,318,37,100,23,18,22,40,31,0,0,0,0,0,1029,34,1063,2171
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,753,5,513,290,90,139,71,27,114,96,50,0,0,0,0,2,1392,58,1450,3126
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,754,2,180,168,38,59,61,20,64,61,16,0,0,0,0,0,667,22,689,1383
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,755,4,450,192,75,122,86,28,80,95,26,0,0,0,0,1,1155,37,1192,2585
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,756,3,430,223,51,96,61,20,58,61,30,0,0,0,0,1,1031,44,1075,2110
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,757,2,154,112,21,33,47,18,38,41,18,0,0,0,0,1,483,20,503,802
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,758,2,208,125,40,93,38,17,53,44,44,0,0,0,0,0,662,30,692,1374
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,759,4,386,270,84,137,70,25,76,78,26,0,0,0,0,0,1152,33,1185,2264
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,760,7,788,462,107,215,136,39,161,153,65,0,0,0,0,2,2128,61,2189,4621
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,761,2,214,123,69,56,31,11,22,40,31,0,0,0,0,0,597,31,628,1239
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,762,2,238,95,43,63,43,13,52,34,27,0,0,0,0,1,609,19,628,1202
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,763,3,284,171,34,71,39,32,61,53,12,0,0,0,0,0,757,18,775,870
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,764,2,202,110,21,58,39,19,58,42,17,0,0,0,0,0,566,25,591,1096
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,765,4,316,292,87,138,70,36,109,90,27,0,0,0,0,0,1165,41,1206,2252
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,766,4,304,490,51,121,60,13,53,42,31,0,0,0,0,0,1165,44,1209,2658
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,767,3,258,336,23,62,42,28,53,43,31,0,0,0,0,1,877,35,912,1910
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,768,3,271,188,30,69,36,7,57,47,16,0,0,0,0,1,722,28,750,1566
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,769,2,204,154,32,51,40,17,38,29,18,0,0,0,0,1,584,21,605,1175
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,770,2,249,144,38,60,35,15,60,82,49,0,0,0,0,0,732,24,756,1352
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,771,2,177,104,23,59,22,8,22,34,13,0,0,0,0,0,462,25,487,1003
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,772,4,334,458,41,117,54,20,54,59,20,0,0,0,0,0,1157,49,1206,2688
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,773,2,226,136,34,60,28,9,78,53,16,0,0,0,0,2,642,38,680,1268
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,774,4,467,346,30,160,103,39,79,60,27,0,0,0,0,1,1312,42,1354,2923
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,775,6,529,537,77,213,95,59,218,114,37,0,0,0,0,2,1881,81,1962,4068
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,776,2,160,135,5,76,19,7,18,14,9,0,0,0,0,0,443,12,455,939
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,777,2,214,79,28,49,25,3,6,4,1,0,0,0,0,0,409,23,432,1103
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,778,3,293,298,23,64,33,26,14,7,9,0,0,0,0,0,767,39,806,1765
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,779,2,161,138,44,59,10,6,2,1,4,0,0,0,0,1,426,21,447,812
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,780,2,125,104,64,56,16,6,25,3,3,0,0,0,0,0,402,30,432,1178
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,781,2,334,307,12,62,14,12,5,1,7,0,0,0,0,0,754,25,779,1437
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,782,2,176,184,4,47,18,7,7,5,7,0,0,0,0,0,455,28,483,936
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,783,1,157,86,14,29,4,6,4,4,5,0,0,0,0,0,309,18,327,680
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,784,2,273,201,28,49,12,17,9,8,9,0,0,0,0,0,606,32,638,1278
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,785,2,191,252,14,53,11,5,4,4,2,0,0,0,0,0,536,16,552,1152
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,786,2,141,151,22,38,12,10,15,3,4,0,0,0,0,0,396,16,412,1030
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,787,2,197,155,16,25,11,18,15,8,4,0,0,0,0,0,449,14,463,960
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,788,2,194,219,2,33,7,2,7,3,2,0,0,0,0,0,469,9,478,791
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,789,1,93,135,9,10,13,1,3,2,0,0,0,0,0,0,266,8,274,508
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,790,3,343,193,21,112,19,25,17,7,12,0,0,0,0,0,749,31,780,1820
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,791,2,191,193,38,85,20,21,8,4,3,0,0,0,0,1,564,21,585,1189
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,792,3,285,140,20,190,15,14,50,26,14,0,0,0,0,0,754,33,787,1598
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,793,3,429,257,27,82,45,8,16,16,29,0,0,0,0,6,915,49,964,1875
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,794,2,187,161,10,38,19,8,12,8,5,0,0,0,0,0,448,47,495,1172
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,795,2,206,135,38,33,13,13,7,0,14,0,0,0,0,0,459,29,488,1105
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,796,2,287,171,11,37,15,16,12,4,6,0,0,0,0,0,559,20,579,1228
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,797,4,520,276,27,119,27,21,22,23,20,0,0,0,0,0,1055,54,1109,2188
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,798,2,114,189,22,59,13,10,30,3,11,0,0,0,0,0,451,25,476,1064
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,799,1,64,105,5,20,12,2,21,8,14,0,0,0,0,0,251,19,270,575
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,800,2,95,91,11,50,8,7,7,6,15,0,0,0,0,0,290,13,303,789
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,801,3,171,398,51,79,42,12,14,10,21,0,0,0,0,0,798,57,855,1652
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,802,3,257,330,45,110,34,23,16,19,15,0,0,0,0,0,849,37,886,1808
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,803,3,438,179,14,73,7,10,10,16,6,0,0,0,0,0,753,37,790,1435
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,804,3,288,221,19,193,30,20,16,11,12,0,0,0,0,0,810,33,843,1738
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,805,3,289,291,20,111,64,9,13,7,27,0,0,0,0,0,831,36,867,1838
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,806,2,171,105,12,21,25,11,15,4,12,0,0,0,0,0,376,20,396,964
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,807,3,230,186,25,52,11,9,11,8,13,0,0,0,0,1,546,32,578,1532
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,808,4,368,388,78,117,36,7,14,9,20,0,0,0,0,0,1037,29,1066,2071
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,809,3,363,197,121,182,42,15,15,16,10,0,0,0,0,0,961,28,989,2019
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,810,2,151,217,14,65,12,10,7,4,6,0,0,0,0,0,486,34,520,1022
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,811,3,171,305,10,220,26,8,15,7,9,0,0,0,0,0,771,35,806,1698
2,11,GUANAJUATO,1,DOLORES HIDALGO C.I.N.,14,DOLORES HIDALGO C.I.N.,812,1,33,61,1,3,0,1,3,2,0,0,0,0,0,0,104,12,116,274
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,813,3,118,252,20,85,75,3,12,1,3,0,0,0,0,0,569,44,613,1200
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,814,1,104,46,10,50,38,0,8,3,5,0,0,0,0,0,264,17,281,603
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,815,2,144,142,16,42,27,6,5,3,5,0,0,0,0,0,390,29,419,909
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,816,2,108,139,18,36,42,5,11,3,30,0,0,0,0,0,392,25,417,897
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,817,2,109,101,12,29,40,4,6,2,9,0,0,0,0,0,312,23,335,989
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,818,3,181,275,41,90,61,2,13,3,11,0,0,0,0,0,677,37,714,1527
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,819,1,64,56,12,37,50,1,11,7,6,0,0,0,0,0,244,11,255,667
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,820,2,69,273,8,37,4,4,2,2,4,0,0,0,0,0,403,18,421,1071
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,821,2,139,359,14,50,44,6,17,9,9,0,0,0,0,0,647,44,691,1339
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,14,DOLORES HIDALGO C.I.N.,822,2,159,158,6,21,17,6,9,2,6,0,0,0,0,0,384,39,423,1039
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,823,2,136,181,151,22,5,0,4,28,16,0,2,0,0,0,545,23,568,1066
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,824,2,125,161,144,17,10,0,11,29,17,0,0,0,0,2,516,21,537,1307
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,825,2,141,119,68,17,4,0,11,29,15,0,3,0,0,1,408,24,432,1072
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,826,2,99,140,116,11,4,0,3,14,8,0,0,0,0,0,395,19,414,962
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,827,2,89,166,143,16,6,0,10,13,16,0,1,0,0,4,464,9,473,1269
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,828,3,99,237,177,33,6,0,23,19,26,0,2,0,0,0,622,10,632,1836
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,829,2,79,172,137,14,5,0,12,23,15,0,2,0,0,2,461,16,477,985
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,830,2,75,145,98,19,12,0,7,20,16,0,0,0,0,2,394,5,399,1078
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,831,2,83,150,139,12,9,0,12,8,8,0,6,0,0,0,427,8,435,1292
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,832,2,104,203,152,6,9,0,20,12,15,0,2,0,0,2,525,23,548,1412
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,833,2,68,133,92,8,3,0,6,15,11,0,5,0,0,2,343,17,360,751
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,834,2,76,235,138,21,8,0,20,20,14,0,0,0,0,0,532,21,553,1232
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,835,2,99,187,156,28,11,0,11,20,21,0,0,0,0,1,534,21,555,1309
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,836,3,82,225,210,22,9,0,10,15,10,0,1,0,0,0,584,28,612,1674
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,837,2,60,188,152,17,7,0,8,13,15,0,5,0,0,1,466,14,480,1219
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,838,2,64,129,110,19,8,0,1,11,9,0,4,0,0,1,356,16,372,969
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,839,1,42,77,70,12,3,0,2,10,5,0,1,0,0,0,222,7,229,580
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,840,1,38,44,50,4,2,0,5,12,8,0,1,0,0,0,164,9,173,275
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,841,2,59,155,102,8,3,0,4,26,8,0,85,0,0,1,451,27,478,901
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,842,2,59,143,88,5,3,0,4,18,10,0,8,0,0,1,339,10,349,803
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,843,1,72,106,96,8,4,0,5,9,9,0,5,0,0,0,314,12,326,584
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,844,2,74,171,130,14,10,0,15,29,11,0,9,0,0,4,467,15,482,976
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,845,2,126,255,245,18,4,0,9,28,18,0,8,0,0,2,713,17,730,1474
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,846,2,91,180,117,13,6,0,8,20,19,0,13,0,0,2,469,13,482,1020
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,847,1,60,127,82,8,4,0,10,15,7,0,3,0,0,3,319,15,334,747
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,848,1,36,50,54,4,5,0,3,16,3,0,4,0,0,0,175,7,182,354
