CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,561,C01,178,121,4,1,0,8,9,6,3,,,,,0,330,5,335,526,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0561C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,561,C02,172,110,2,0,0,2,5,12,2,,,,,0,305,6,311,526,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0561C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,562,B ,215,114,12,4,0,3,33,17,12,,,,,0,410,0,410,676,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0562B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,562,C01,196,137,10,3,1,9,34,12,4,,,,,0,406,6,412,676,ACTA CASILLA,,,
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,563,B ,156,92,8,3,1,3,16,16,5,,,,,0,300,9,309,530,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0563B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,563,C01,174,79,9,4,0,1,23,17,11,,,,,0,318,12,330,529,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0563C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,563,C02,154,99,9,3,0,2,24,16,7,,,,,0,314,4,318,529,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0563C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,563,S01,66,48,2,1,0,3,13,13,7,,,,,0,153,2,155,0,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0563S00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,564,B ,68,60,6,1,1,1,2,3,0,,,,,0,142,5,147,297,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0564B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,565,B ,138,24,9,0,3,0,1,12,0,,,,,1,187,10,198,399,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0565B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,566,B ,95,37,4,1,1,1,3,3,2,,,,,0,147,2,149,306,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0566B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,567,B ,74,17,0,0,1,1,3,4,0,,,,,0,100,5,105,180,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0567B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,568,B ,142,44,2,1,2,1,23,5,2,,,,,0,222,6,228,433,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0568B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,568,C01,130,49,15,1,4,0,21,14,2,,,,,0,236,6,242,432,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0568C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,569,B ,128,103,20,2,5,0,19,50,4,,,,,0,331,16,347,720,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0569B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,570,B ,115,35,10,2,0,1,1,4,1,,,,,0,169,3,172,275,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0570B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,571,B ,15,87,1,2,0,1,12,2,2,,,,,0,122,2,124,167,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0571B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,572,B ,99,85,1,0,1,0,15,32,2,,,,,1,235,2,238,325,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0572B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,573,B ,39,34,1,0,1,1,2,0,0,,,,,0,78,2,80,103,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0573B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,574,B ,193,131,7,0,3,1,14,10,1,,,,,0,360,5,365,637,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0574B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,575,B ,143,126,4,2,2,3,24,27,4,,,,,0,335,19,354,528,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0575B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,575,C01,176,101,11,3,3,2,11,44,6,,,,,0,357,9,366,528,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0575C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,575,C02,128,125,9,0,2,2,37,32,1,,,,,0,336,10,346,528,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0575C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,576,B ,205,74,0,1,1,0,20,4,0,,,,,0,305,11,316,467,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0576B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,577,B ,197,124,18,4,3,15,11,19,3,,,,,0,394,9,403,707,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0577B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,578,B ,39,143,6,2,1,3,9,22,11,,,,,0,236,12,248,413,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0578B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,579,B ,117,72,4,8,2,6,4,20,4,,,,,0,237,6,243,445,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0579B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,579,C01,103,80,5,7,7,4,7,28,5,,,,,0,246,13,259,445,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0579C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,580,B ,276,65,6,1,0,11,11,13,3,,,,,0,386,7,393,626,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0580B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,580,C01,226,71,4,1,0,3,7,14,4,,,,,0,330,13,343,626,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0580C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,581,B ,267,93,5,0,2,2,9,13,3,,,,,0,394,8,402,649,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0581B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,581,C01,255,106,1,0,2,6,8,11,5,,,,,0,394,11,405,649,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0581C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,581,C02,237,109,1,2,1,2,23,7,2,,,,,0,384,15,399,648,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0581C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,582,B ,231,83,4,3,2,1,8,15,5,,,,,0,352,7,359,680,ACTA CASILLA,,,
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,583,B ,226,226,4,1,3,1,14,12,1,,,,,0,488,8,496,746,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0583B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,584,B ,84,60,1,1,1,2,31,7,2,,,,,0,189,2,191,292,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0584B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,585,B ,125,223,7,1,3,7,6,18,3,,,,,0,393,10,403,671,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0585B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,586,B ,130,116,0,0,3,17,2,14,1,,,,,0,283,12,295,495,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0586B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,586,C01,144,123,2,3,1,19,9,8,4,,,,,0,313,7,320,494,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0586C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,587,B ,220,116,10,1,0,3,7,25,3,,,,,0,385,9,394,602,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0587B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,588,B ,317,107,7,2,2,2,6,10,2,,,,,0,455,12,467,731,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0588B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,589,B ,156,55,3,1,0,2,6,5,3,,,,,0,231,11,242,470,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0589B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,590,B ,174,90,6,1,1,1,4,7,1,,,,,0,285,9,294,493,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0590B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,590,C01,190,74,4,1,2,3,6,16,5,,,,,0,301,14,315,493,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0590C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,591,B ,202,97,7,3,3,12,20,19,3,,,,,0,366,11,377,673,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0591B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,592,B ,272,50,3,4,3,6,5,3,0,,,,,0,346,2,348,489,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0592B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,B ,223,84,15,2,2,5,14,14,4,,,,,0,363,6,369,654,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0593B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,C01,200,76,9,4,1,11,18,13,5,,,,,0,337,18,355,653,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0593C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,C02,239,63,12,5,3,14,19,13,7,,,,,1,375,13,389,653,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0593C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,C03,230,77,12,3,3,4,17,7,4,,,,,0,357,8,365,653,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0593C03.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,594,B ,240,85,6,1,3,1,12,17,0,,,,,0,365,11,376,566,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0594B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,594,C01,240,72,8,3,3,3,11,7,1,,,,,0,348,9,357,566,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0594C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,594,C02,186,129,8,0,2,3,18,5,2,,,,,0,353,0,353,565,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0594C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,594,C03,206,85,1,4,1,3,15,13,4,,,,,0,332,15,347,565,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0594C03.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,595,B ,303,99,2,4,4,16,28,7,3,,,,,0,466,13,479,654,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0595B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,595,C01,219,145,3,3,4,5,43,10,2,,,,,0,434,12,446,654,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0595C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,595,C02,267,116,4,7,4,6,36,5,3,,,,,0,448,14,462,654,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0595C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,595,E01,101,139,20,4,0,5,6,11,0,,,,,0,286,18,304,516,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0595E01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,595,E01C01,140,106,25,1,1,4,11,8,1,,,,,0,297,8,305,516,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0595E01C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,596,B ,198,131,3,4,2,21,8,12,17,,,,,0,396,8,404,730,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0596B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,596,C01,199,93,4,1,4,20,13,9,12,,,,,0,355,12,367,730,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0596C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,597,B ,291,71,3,3,1,1,40,14,2,,,,,0,426,7,433,603,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0597B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,597,C01,242,122,2,4,2,2,29,13,0,,,,,0,416,8,424,603,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0597C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,597,C02,269,110,0,4,3,1,35,9,4,,,,,0,435,7,442,603,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0597C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,597,C03,241,91,3,4,0,1,33,31,3,,,,,0,407,3,410,602,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0597C03.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,598,B ,160,40,2,2,0,1,10,2,2,,,,,0,219,5,224,413,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0598B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,598,C01,164,51,3,5,1,2,9,11,1,,,,,0,247,0,247,413,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0598C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,599,B ,101,46,0,1,0,4,3,5,3,,,,,0,163,5,168,257,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0599B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,600,B ,273,58,12,2,3,1,25,5,1,,,,,0,380,5,385,554,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0600B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,600,C01,232,75,14,0,1,2,13,7,2,,,,,0,346,7,353,554,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0600C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,601,B ,136,261,7,3,1,6,47,20,5,,,,,0,486,9,495,725,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0601B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,601,C01,129,286,3,5,4,0,78,22,7,,,,,0,534,11,545,724,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0601C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,601,C02,131,261,8,1,3,2,56,25,5,,,,,0,492,17,509,724,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0601C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,602,B ,138,58,2,0,1,8,9,11,2,,,,,0,229,8,237,431,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0602B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,602,C01,118,68,6,0,2,14,11,10,4,,,,,1,233,5,239,430,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0602C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,603,B ,217,72,7,16,1,1,14,18,7,,,,,0,353,13,366,551,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0603B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,603,C01,199,73,5,13,3,2,26,16,4,,,,,0,341,15,356,550,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0603C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,604,B ,48,32,1,0,0,1,0,4,0,,,,,0,86,1,87,130,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0604B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,605,B ,124,24,4,0,2,3,2,3,1,,,,,0,163,25,188,437,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0605B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,605,C01,113,19,2,0,4,1,2,0,0,,,,,0,141,27,168,436,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0605C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,606,B ,50,150,8,3,0,16,27,6,6,,,,,0,266,14,280,497,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0606B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,607,B ,139,68,12,4,1,3,18,45,5,,,,,0,295,12,307,503,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0607B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,607,C01,148,93,3,2,0,3,9,34,4,,,,,0,296,5,301,503,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0607C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,607,C02,122,84,7,5,0,6,22,56,3,,,,,0,305,8,313,503,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0607C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,607,E01,169,62,33,4,2,26,22,40,1,,,,,0,359,9,368,582,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0607E01.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,B,3,123,304,0,2,9,3,5,2,,,,,0,451,11,462,643,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0608B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,C01,3,123,306,0,3,4,9,3,2,,,,,0,453,10,463,643,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0608C01.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,C02,4,131,280,3,2,11,11,4,0,,,,,0,446,8,454,643,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0608C02.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,B,0,175,297,1,1,1,10,4,0,,,,,0,489,0,489,700,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0609B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,C01,2,199,274,0,2,5,9,2,1,,,,,0,494,10,504,699,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0609C01.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,S01,1,20,21,0,2,1,0,1,0,,,,,0,46,3,49,0,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0609S00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,610,B,5,83,173,3,3,1,5,0,2,,,,,0,275,12,287,435,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0610B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,611,B,1,117,189,0,0,2,0,1,0,,,,,0,310,8,318,449,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0611B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,612,B,3,70,198,1,0,4,2,0,0,,,,,0,278,24,302,461,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0612B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,613,B,10,99,230,2,0,5,4,5,1,,,,,0,356,19,375,528,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0613B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,614,B,6,153,309,4,4,5,4,4,1,,,,,1,490,19,510,722,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0614B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,615,B,0,19,101,0,2,0,1,2,0,,,,,0,125,6,131,201,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0615B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,616,B,0,14,104,2,0,0,1,0,0,,,,,0,121,3,124,158,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0616B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,617,B,0,14,49,0,0,2,2,1,1,,,,,0,69,2,71,109,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0617B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,618,B,4,70,138,1,1,0,1,1,2,,,,,0,218,8,226,329,SIN ACTA,,NO PUDO SER CAPTURADA POR FALLAS EN EL SISTEMA,
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,620,B,4,124,170,5,2,0,2,6,1,,,,,2,314,15,331,505,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0620B00.jpg
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,620,C01,1,118,144,2,1,0,2,2,1,,,,,0,271,21,292,421,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0620C01.jpg
