ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PAN_PRD_PT,PRI,PRD,PT,PT_MORENA_ES,PVEM,MC,NA,MORENA,ES,VR,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
15,MEXICO,111,VALLE DE BRAVO 26,28,85,,2655,10074,,,9522,322,,1799,,,8829,,,,,,,,,,,,,,,,,,,33201,4,947,34152,50958,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M111_VALLEDEBRAVO_JI_114_2018.pdf
15,MEXICO,112,VILLA DE ALLENDE,22,59,,12075,2803,,,7858,736,,226,,,,,,,,,,,,,,,,,,,,,,23698,10,1070,24778,33252,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M112.pdf
15,MEXICO,113,VILLA DEL CARBON 27,19,61,,5847,5641,,,2555,5820,,3070,,,360,,,,,,,,,,,,,,,,,,,23293,1,861,24155,32179,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M113_VILLADELCARBON_JI_126_2018.pdf
15,MEXICO,114,VILLA GUERRERO 28,25,70,,6085,5154,,,5302,4850,,2949,,,2756,,,,,,,,,,,,,,,,,,,27096,28,954,28078,42422,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M114_VILLAGUERRERO_JI_117_2018.pdf
15,MEXICO,115,VILLA VICTORIA,44,120,,7642,26353,,,8247,1060,,539,,,1537,,,,,,,,,,,,,,,,,,,45378,19,1851,47248,65343,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M115.pdf
15,MEXICO,116,XONACATLAN,14,63,292,,5020,3843,4036,,2481,6059,326,4482,296,619,,,,,,,,,,,,,,1075,1525,,,,30054,4,959,31017,41550,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M116.pdf
15,MEXICO,117,ZACAZONAPAN,2,6,,1342,670,,15,,,,,920,4,,,,,,,,,,,,,,,,,,,,2951,1,67,3019,3545,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M117.pdf
15,MEXICO,118,ZACUALPAN,15,25,,265,1118,,,2390,,,3549,,,47,,,,,,,,,,,,,,,,,,,7369,0,363,7732,10586,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M118.pdf
15,MEXICO,119,ZINACANTEPEC 29,46,197,,17763,27236,,,31572,3137,,1901,,,1213,,,,,,,,,,,,,,,,3453,,,86275,50,2989,89314,129935,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M119.pdf
15,MEXICO,120,ZUMPAHUACAN,11,23,,3050,2090,,,3274,35,,135,,,35,,,,,,,,,,,,,,,,,,,8619,4,379,9002,11999,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M120.pdf
15,MEXICO,121,ZUMPANGO,44,213,,13363,16398,,,36707,1260,,12376,,,775,,,,,,,,,,,,,,,,,3347,,84226,134,2103,86463,142742,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M121.pdf
15,MEXICO,122,VALLE DE CHALCO SOLIDARIDAD,114,404,,38756,20994,,,87834,6866,,2142,,,1893,,,,,,,,,,,,,,,,,,,158485,103,5254,163842,262331,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M122.pdf
15,MEXICO,123,LUVIANOS,27,47,,4328,9874,,,817,52,,,,,11,,,,,,,,,,,,,,,,,,,15082,13,765,15860,21979,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M123.pdf
15,MEXICO,124,SAN JOSE DEL RINCON 30,43,112,,9071,10750,,,2894,4352,,9938,,,452,,,,,,,,,,,,,,,,,,,37457,0,2504,39961,64471,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M124.pdf
15,MEXICO,125,TONANITLA 31,3,12,,1369,1370,,,1316,474,,273,,,124,,,,,,,,,,,,,,,,,,968,5894,2,156,6052,8032,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M125_TONANITLA_JRC_218_2018.pdf
