CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM_NA_ES,PRI_PVEM_NA,PRI_PVEM_ES,PRI_PVEM,PRI_NA,PRI_ES,PRI_NA_ES,PVEM_NA_ES,PVEM_NA,PVEM_ES,NA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,486,3,47,284,27,10,28,17,101,318,426,0,,,,,,,,,,,,1258,0,137,1395,2138
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,487,3,33,244,50,18,36,15,27,200,359,2,,,,,,,,,,,,984,0,147,1131,1748
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,488,2,10,178,30,5,26,15,16,244,109,1,,,,,,,,,,,,634,8,77,719,1166
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,489,2,21,144,9,7,11,7,25,94,263,2,,,,,,,,,,,,583,3,70,656,862
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,490,2,20,172,7,8,8,6,32,175,377,0,,,,,,,,,,,,805,1,75,881,1235
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,491,3,20,193,7,9,17,10,70,128,449,0,,,,,,,,,,,,903,0,83,986,1316
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,492,2,22,121,34,5,14,9,12,112,126,0,,,,,,,,,,,,455,0,73,528,894
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,493,2,19,115,13,3,34,10,8,86,170,0,,,,,,,,,,,,458,0,53,511,794
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,494,2,15,69,21,12,22,12,13,248,200,0,,,,,,,,,,,,612,0,77,689,1109
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,495,5,22,151,34,17,39,20,44,675,380,0,,,,,,,,,,,,1382,0,139,1521,2654
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,496,1,1,35,4,0,2,2,22,139,47,0,,,,,,,,,,,,252,0,11,263,315
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,497,2,9,75,8,19,7,10,35,199,80,0,,,,,,,,,,,,442,0,69,511,853
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,499,3,54,164,22,16,21,16,85,683,249,1,,,,,,,,,,,,1311,0,94,1405,1981
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,500,3,35,186,28,11,23,22,38,435,257,1,,,,,,,,,,,,1036,2,133,1171,1912
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,501,3,27,197,24,4,40,8,49,425,354,1,,,,,,,,,,,,1129,0,107,1236,1445
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,502,4,71,283,20,16,75,22,41,319,433,2,,,,,,,,,,,,1282,0,205,1487,2503
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,503,2,6,168,13,5,23,6,14,125,292,1,,,,,,,,,,,,653,0,92,745,1080
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,504,3,48,215,43,21,56,11,53,216,280,3,,,,,,,,,,,,946,0,146,1092,2165
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,505,2,70,169,21,13,19,18,42,325,131,0,,,,,,,,,,,,808,0,73,881,1383
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,506,2,17,83,15,6,29,11,19,144,119,0,,,,,,,,,,,,443,0,63,506,871
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,507,2,49,179,15,10,19,10,39,284,274,0,,,,,,,,,,,,879,2,87,968,1420
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,508,3,40,341,26,13,18,18,45,471,416,29,,,,,,,,,,,,1417,0,93,1510,2199
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,509,1,6,119,11,9,5,7,12,107,166,0,,,,,,,,,,,,442,0,38,480,632
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,510,3,291,246,18,76,33,34,34,529,24,6,1,2,0,5,1,0,0,0,0,0,0,1300,0,55,1355,2051
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,511,4,202,252,10,57,42,32,36,582,14,3,0,1,0,6,1,0,0,0,1,0,0,1239,0,62,1301,1672
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,512,2,144,181,14,45,30,33,30,351,11,1,0,4,0,3,0,0,0,0,0,0,0,847,1,38,886,1378
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,513,3,223,310,7,66,23,49,25,511,21,1,0,8,0,5,0,0,0,0,0,0,0,1249,0,59,1308,1988
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,514,1,24,79,6,46,4,0,5,43,2,0,0,0,0,5,0,0,0,0,0,0,0,214,0,12,226,418
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,515,1,4,65,1,28,0,3,3,29,0,1,1,1,0,1,0,0,0,0,0,0,0,137,2,8,147,205
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,516,1,17,88,2,49,5,4,7,34,4,1,0,0,0,5,0,0,0,0,0,0,0,216,1,7,224,463
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,517,2,97,100,14,89,15,19,12,264,11,1,0,4,0,3,0,0,0,0,1,0,0,630,0,43,673,1032
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,518,2,177,181,13,114,19,6,12,198,11,1,0,2,1,9,0,0,0,0,0,1,0,745,1,48,794,1455
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,519,2,76,142,8,61,9,14,11,127,8,3,0,0,0,3,1,0,0,0,0,1,0,464,0,34,498,753
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,520,2,130,317,9,150,15,7,24,126,8,1,1,1,0,6,0,0,0,0,0,0,0,795,0,35,830,1381
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,521,1,113,91,1,44,6,7,17,96,4,1,0,0,0,2,0,0,0,0,0,0,0,382,0,19,401,653
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,522,2,70,92,11,29,11,8,22,244,6,0,0,1,1,1,0,0,0,0,0,0,0,496,0,23,519,789
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,523,3,233,172,13,65,22,24,43,392,27,2,0,4,0,4,1,0,0,0,0,0,0,1002,1,80,1083,1667
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,524,1,65,66,4,25,4,4,11,54,3,1,0,1,0,1,0,0,0,0,0,0,0,239,0,8,247,405
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,525,1,110,113,9,27,5,12,11,122,8,2,0,0,1,1,0,0,0,0,0,0,0,421,0,13,434,623
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,526,1,30,91,4,31,2,4,12,101,4,0,1,1,0,1,1,0,0,0,0,0,0,283,0,13,296,462
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,527,1,72,84,4,21,6,7,10,111,11,0,1,0,0,1,0,0,0,0,0,0,0,328,0,11,339,434
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,528,3,239,219,28,101,18,19,27,395,18,2,1,1,0,8,1,0,0,0,0,0,0,1077,1,60,1138,1866
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,529,1,13,44,3,23,1,2,4,12,2,0,0,0,1,1,0,0,0,0,0,0,0,106,0,5,111,162
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,530,2,76,173,7,47,14,10,11,114,7,0,2,1,0,8,1,0,0,0,0,0,0,471,0,29,500,755
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,531,2,103,168,9,50,11,14,24,283,7,0,0,1,0,1,0,0,0,0,0,0,0,671,0,27,698,1074
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,532,1,70,97,6,26,7,8,5,86,5,2,0,0,0,2,0,0,0,0,0,0,0,314,0,0,314,543
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,533,1,145,101,6,37,5,6,10,103,7,1,2,1,0,3,0,1,0,0,0,0,0,428,0,20,448,659
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,534,3,168,170,15,46,30,22,27,427,19,1,0,5,0,4,0,0,0,0,0,0,0,934,0,46,980,1506
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,535,2,144,149,15,51,22,14,15,403,22,0,0,2,0,3,1,0,0,0,0,0,0,841,0,48,889,1354
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,536,1,57,88,10,32,5,9,14,178,6,0,0,0,0,0,0,0,0,0,0,0,0,399,0,21,420,605
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,537,2,78,225,11,38,21,12,20,193,6,2,0,4,0,1,0,0,0,0,1,0,0,612,0,50,662,1124
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,538,1,53,74,6,18,4,3,13,76,2,0,0,0,0,0,0,0,0,0,0,0,0,249,0,22,271,378
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,539,2,86,131,4,12,8,9,12,101,5,0,0,4,0,14,0,0,0,0,0,0,0,386,0,25,411,789
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,540,2,141,216,9,52,17,11,16,124,11,3,0,2,0,11,0,0,0,0,0,0,0,613,0,35,648,1367
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,541,1,15,63,3,9,5,4,3,38,2,0,0,0,0,3,0,0,0,0,0,0,0,145,0,7,152,224
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,542,1,19,96,2,28,2,3,5,42,2,0,0,0,0,4,0,0,0,0,0,0,0,203,0,6,209,320
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,543,1,73,127,3,19,4,9,10,109,10,0,0,2,0,2,0,0,0,0,0,0,0,368,1,17,386,680
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,544,3,83,224,15,32,16,13,19,583,2,0,0,1,2,2,0,0,0,2,0,0,0,994,0,34,1028,1756
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,545,2,67,106,13,39,11,12,44,222,6,0,0,2,0,2,0,0,0,0,0,0,0,524,0,30,554,803
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,546,1,70,32,1,30,6,6,1,58,4,0,1,1,0,2,0,0,0,0,0,0,0,212,0,13,225,346
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,547,3,40,245,11,11,123,10,47,668,19,0,1,2,0,3,2,0,0,0,0,0,0,1182,0,42,1224,1827
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,548,3,31,229,4,9,126,14,41,605,7,0,1,4,0,1,2,2,0,0,0,0,0,1076,0,46,1122,1732
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,549,3,57,213,11,14,111,16,49,482,9,2,0,5,0,1,2,0,0,0,3,0,0,975,2,43,1020,1678
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,550,5,202,283,22,18,146,22,126,1065,26,4,2,9,1,3,3,1,0,0,0,0,0,1933,1,63,1997,3148
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,551,3,130,199,12,19,47,25,60,583,19,1,1,3,0,1,1,1,0,0,0,0,0,1102,1,37,1140,1683
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,552,3,119,255,17,12,44,10,50,505,13,3,2,1,0,2,2,0,0,0,0,0,0,1035,1,23,1059,1616
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,553,6,129,492,20,22,165,29,116,909,26,35,3,7,0,4,1,0,2,0,1,0,0,1961,0,87,2048,3370
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,554,2,41,199,8,3,117,8,43,348,12,0,0,3,0,0,1,0,0,0,0,0,0,783,0,26,809,1268
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,555,3,91,269,9,17,70,10,54,556,19,6,2,6,0,6,4,0,0,0,0,0,0,1119,0,41,1160,1716
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,556,2,129,212,11,17,32,10,60,445,16,4,2,5,0,1,0,0,0,0,0,0,0,944,0,58,1002,1434
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,557,2,57,147,10,9,52,9,41,456,16,0,0,1,0,1,2,1,0,0,0,0,1,803,0,46,849,1462
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,558,2,87,146,9,8,10,5,38,319,14,0,0,0,0,0,2,0,0,0,0,0,0,638,2,29,669,959
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,559,2,55,145,12,14,35,11,37,347,8,2,0,3,0,6,0,0,0,0,0,0,0,675,0,34,709,1126
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,560,3,57,202,11,16,61,13,63,498,16,0,2,2,0,3,2,0,1,0,0,0,0,947,0,22,969,1506
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,561,3,51,206,22,14,81,15,30,550,14,1,0,4,0,1,1,0,0,0,1,0,0,991,6,37,1034,1599
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,562,2,81,229,12,12,44,19,59,454,10,2,0,4,0,2,2,0,0,0,0,0,0,930,0,26,956,1421
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,563,4,82,209,31,20,82,20,80,760,21,0,0,1,0,3,1,0,0,0,0,0,0,1310,0,55,1365,1625
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,564,1,9,35,5,1,8,1,3,78,2,1,0,0,0,1,0,0,0,0,0,0,0,144,0,12,156,278
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,566,1,8,9,7,2,9,5,6,105,1,0,0,0,0,0,0,0,0,0,0,0,0,152,0,6,158,296
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,567,1,11,11,3,1,3,1,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,5,118,191
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,568,2,23,81,9,3,89,7,20,257,6,1,0,1,0,0,0,0,0,0,0,0,0,497,0,25,522,851
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,569,1,8,50,13,5,50,1,8,225,6,0,0,0,0,1,1,0,0,0,0,0,0,368,1,20,389,711
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,570,1,7,19,3,0,7,0,5,151,2,0,0,0,0,1,0,0,0,0,0,0,0,195,0,6,201,278
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,571,1,3,41,2,1,27,0,4,34,1,0,0,1,0,1,0,0,0,0,0,0,0,115,0,6,121,168
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,572,1,1,42,2,3,33,0,14,137,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,6,238,333
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,573,1,2,18,1,0,9,0,3,44,0,0,0,0,0,1,0,0,0,0,0,0,0,78,0,2,80,92
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,574,1,5,81,3,1,17,4,20,244,4,0,0,0,0,0,1,0,0,0,0,0,0,380,0,20,400,631
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,575,3,30,210,16,6,86,18,85,629,11,0,0,2,0,0,2,0,0,0,0,1,0,1096,2,47,1145,1565
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,576,1,5,34,1,1,23,1,44,161,4,0,0,3,0,1,1,0,0,0,0,0,0,279,0,17,296,459
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,577,1,16,54,11,6,139,5,9,235,6,0,0,0,0,0,0,0,0,0,0,0,0,481,0,16,497,734
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,578,1,8,64,2,1,92,2,3,114,2,0,0,1,0,1,0,0,0,0,0,0,0,290,0,16,306,413
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,579,2,11,84,7,6,70,12,16,335,11,0,0,0,0,1,2,0,0,0,0,0,0,555,0,31,586,890
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,580,2,29,87,9,10,89,8,18,530,8,0,0,0,0,0,0,0,1,0,0,0,0,789,0,27,816,1243
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,581,4,63,184,13,10,130,11,51,822,19,0,1,3,0,5,0,0,0,0,0,0,0,1312,0,54,1366,1961
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,582,1,9,51,3,2,8,6,6,346,0,0,0,0,0,1,0,0,0,0,0,0,0,432,0,19,451,691
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,583,2,14,67,6,8,43,6,22,291,7,1,1,0,0,1,1,0,0,0,0,0,0,468,0,29,497,754
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,584,1,4,45,1,3,15,1,12,100,4,0,0,2,0,0,0,0,1,0,0,0,0,188,0,9,197,284
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,585,1,18,146,5,3,40,3,12,180,5,0,1,1,1,1,2,0,0,0,0,0,0,418,0,18,436,701
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,586,2,19,104,6,11,87,6,21,419,4,1,0,1,0,0,0,0,0,0,0,0,0,679,0,37,716,992
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,587,1,5,37,7,6,70,4,11,257,4,0,0,0,0,0,0,0,0,0,0,0,0,401,0,9,410,629
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,588,1,8,53,3,2,197,1,2,142,3,1,0,2,0,2,0,0,0,0,0,0,0,416,0,21,437,737
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,589,1,6,31,7,4,71,7,4,117,2,0,0,0,0,0,0,0,0,0,0,0,0,249,0,17,266,470
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,590,2,10,116,6,6,76,7,9,355,7,0,1,0,0,0,0,0,0,0,0,0,0,593,0,29,622,999
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,591,1,18,53,6,5,19,5,14,242,9,1,0,2,0,2,0,0,0,0,0,0,0,376,0,23,399,687
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,592,1,17,23,0,1,12,8,12,287,5,0,0,0,0,2,0,0,0,0,0,0,0,367,0,9,376,495
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,4,61,189,19,14,159,23,69,1120,26,1,1,1,0,2,0,0,0,0,0,0,0,1685,0,58,1743,2691
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,594,4,44,379,23,22,155,17,64,826,31,0,0,1,0,5,1,0,0,0,0,0,0,1568,0,71,1639,2403
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,595,5,51,292,31,25,597,19,150,1038,24,3,1,0,1,0,3,0,0,0,1,0,0,2236,15,68,2319,3044
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,596,2,45,215,5,19,47,14,40,527,30,0,1,3,0,1,1,1,0,0,0,0,0,949,0,60,1009,1481
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,597,4,40,337,22,22,196,23,132,952,22,1,2,5,1,5,0,1,0,1,0,0,1,1763,1,49,1813,2500
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,598,2,27,53,3,7,17,8,15,415,5,0,0,2,0,1,1,0,0,0,0,0,0,554,0,13,567,879
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,599,1,10,26,3,2,8,0,5,137,2,0,0,0,0,0,0,0,0,0,0,0,0,193,0,5,198,280
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,600,2,21,84,16,7,85,1,21,484,15,1,0,0,0,0,1,0,0,0,0,0,0,736,0,24,760,1135
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,601,4,47,371,25,27,55,10,366,734,30,1,1,0,0,2,1,1,3,0,0,0,0,1674,0,58,1732,2269
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,602,2,34,101,19,7,26,12,13,323,15,1,0,0,0,0,1,0,0,0,0,0,0,552,1,28,581,879
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,603,2,22,87,7,10,137,8,36,434,9,0,0,2,0,1,0,0,0,0,0,0,1,754,1,26,781,1155
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,604,1,0,25,0,0,1,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,3,85,123
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,605,2,9,37,3,4,18,12,7,250,1,0,0,0,0,1,0,0,0,0,0,0,0,342,0,29,371,758
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,606,1,7,49,11,9,24,8,11,175,3,0,0,0,0,0,0,0,0,0,1,0,0,298,0,21,319,504
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,607,4,36,184,20,9,100,22,73,1075,25,1,1,1,0,1,2,0,0,0,1,0,0,1551,0,38,1589,2165
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,3,49,304,224,10,53,14,39,469,5,10,0,6,0,3,1,0,0,0,0,0,0,1187,0,39,1226,1934
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,3,60,320,205,8,54,6,29,367,6,9,0,1,0,6,1,0,0,0,0,0,0,1072,0,55,1127,1393
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,610,1,17,92,73,3,20,3,4,29,0,2,0,0,0,4,0,0,0,0,0,0,0,247,0,13,260,412
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,611,1,6,105,59,10,5,7,3,90,0,3,0,1,0,0,0,0,0,0,0,0,0,289,0,19,308,427
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,612,1,9,58,38,3,44,4,7,31,0,4,0,2,0,3,1,0,0,0,0,0,0,204,0,33,237,433
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,613,1,43,119,50,7,8,2,5,81,1,5,0,0,0,2,0,0,0,0,0,0,0,323,0,30,353,521
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,614,1,27,94,77,7,68,6,13,84,10,7,0,0,0,2,0,0,0,0,0,0,0,395,0,33,428,711
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,615,1,7,27,17,0,5,1,4,19,0,2,0,0,0,1,1,0,0,0,0,0,0,84,0,16,100,195
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,616,1,0,32,23,0,11,1,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,90,0,15,105,155
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,617,1,0,34,6,2,4,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,5,65,102
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,618,1,12,62,20,2,40,1,4,26,1,1,0,0,0,1,0,0,0,0,0,0,0,170,0,18,188,339
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,620,2,18,148,58,12,76,8,9,118,4,3,0,4,0,2,1,0,0,0,0,0,0,461,0,29,490,896
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,621,1,6,19,33,0,19,0,1,47,0,2,0,0,0,1,0,0,0,0,0,0,0,128,0,4,132,196
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,622,1,10,103,26,2,14,2,2,64,4,1,0,0,0,1,0,0,0,0,0,0,0,229,0,15,244,403
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,625,1,6,40,15,3,8,1,3,12,1,0,0,0,0,2,0,0,0,0,0,0,0,91,0,5,96,140
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,626,1,2,55,6,3,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,3,108,166
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,627,1,11,102,43,2,9,1,5,66,1,2,2,2,0,0,0,0,0,0,0,0,0,246,0,24,270,443
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,628,1,10,49,22,1,9,4,2,36,1,1,0,1,0,1,0,0,0,0,0,0,0,137,0,15,152,279
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,629,1,11,114,38,0,11,5,4,110,5,1,0,0,0,2,0,0,0,0,0,0,0,301,0,20,321,465
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,630,1,23,164,17,4,8,5,15,130,82,1,,,,,,,,,,,,449,0,44,493,712
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,631,3,14,475,34,18,24,21,74,473,143,0,,,,,,,,,,,,1276,0,47,1323,1871
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,632,3,15,433,35,7,21,11,76,504,181,1,,,,,,,,,,,,1284,0,77,1361,1839
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,633,1,12,107,7,2,5,3,11,103,56,1,,,,,,,,,,,,307,0,34,341,464
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,634,1,7,118,1,2,5,3,10,75,17,0,,,,,,,,,,,,238,0,20,258,376
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,635,1,3,65,3,2,2,0,4,30,61,0,,,,,,,,,,,,170,0,10,180,245
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,636,1,3,61,2,2,1,2,22,44,25,0,,,,,,,,,,,,162,0,2,164,216
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,637,1,6,61,2,2,0,0,4,40,34,0,,,,,,,,,,,,149,0,12,161,204
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,638,1,2,67,3,3,5,3,1,64,9,0,,,,,,,,,,,,157,0,9,166,248
