ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
30,VERACRUZ,162,TENOCHTITLAN,6,10,431,183,344,241,32,461,43,748,14,11,9,5,2,8,1,3,0,1,,2537,1,103,2641,4004,
30,VERACRUZ,163,TEOCELO,9,22,2013,1227,358,142,325,125,137,3196,136,60,49,4,10,26,52,21,3,16,,7900,2,328,8230,12226,
30,VERACRUZ,164,TEPATLAXCO,3,8,1795,1573,157,53,30,43,17,875,19,27,17,6,2,17,0,0,0,0,,4631,1,180,4812,6233,
30,VERACRUZ,165,TEPETLAN,6,13,1089,215,1358,197,103,70,94,1414,77,27,61,1,2,7,23,7,4,4,,4753,0,164,4917,6973,
30,VERACRUZ,166,TEPETZINTLA,9,19,2731,1004,156,256,95,128,105,2751,69,30,7,1,4,38,0,0,0,0,,7375,0,244,7619,10224,
30,VERACRUZ,167,TEQUILA,8,27,2055,1863,267,166,233,142,173,1541,53,24,43,4,1,44,24,13,3,10,,6659,5,337,7001,9615,
30,VERACRUZ,169,TEXCATEPEC,5,14,1135,288,188,1743,65,65,34,1400,22,6,14,1,0,34,11,2,0,1,,5009,0,137,5146,6803,
30,VERACRUZ,170,TEXHUACAN,4,8,509,518,44,65,149,40,40,970,25,9,9,1,1,19,16,4,0,3,,2422,3,138,2563,3839,
30,VERACRUZ,171,TEXISTEPEC,16,29,1191,1063,2074,151,183,128,131,3807,85,48,92,6,5,42,72,16,1,15,,9110,1,259,9370,14258,
30,VERACRUZ,172,TEZONAPA,35,75,3124,2598,513,2947,451,6909,157,6128,167,273,53,156,56,321,140,50,7,39,,24089,1,1164,25254,37897,
30,VERACRUZ,173,TIERRA BLANCA,67,132,12103,5465,636,512,1035,700,475,20562,332,124,118,28,17,145,231,156,7,86,,42732,19,1263,44014,73338,
30,VERACRUZ,174,TIHUATLAN,49,114,5729,3409,10881,599,710,463,537,15035,277,372,582,16,36,85,254,120,11,82,,39198,14,1572,40784,64785,
30,VERACRUZ,179,TLACHICHILCO,9,15,2096,1684,91,69,118,64,35,1045,73,11,25,0,0,21,11,13,1,5,,5362,0,223,5585,7856,
30,VERACRUZ,175,TLACOJALPAN,4,8,834,282,36,18,45,79,13,738,17,13,6,5,1,6,20,15,0,5,,2133,2,58,2193,3522,
30,VERACRUZ,176,TLACOLULAN,6,14,1694,403,884,111,130,187,118,1419,72,44,54,4,3,3,13,4,0,6,,5149,1,187,5337,7443,
30,VERACRUZ,177,TLACOTALPAN,13,23,1998,514,616,422,67,136,88,2044,54,56,66,12,5,33,14,11,2,6,,6144,0,317,6461,10429,
30,VERACRUZ,178,TLACOTEPEC DE MEJIA,2,5,958,303,35,28,23,22,16,664,31,13,8,6,1,5,0,0,0,0,,2113,0,162,2275,3133,
30,VERACRUZ,180,TLALIXCOYAN,27,56,7632,1667,271,613,316,280,155,5691,158,135,72,38,6,67,80,40,8,30,,17259,7,631,17897,27695,
30,VERACRUZ,181,TLALNELHUAYOCAN,5,18,1887,2214,100,199,214,134,76,2641,84,52,17,11,10,93,52,15,2,14,,7815,1,236,8052,12456,
30,VERACRUZ,25,TLALTETELA,6,21,2379,2316,330,139,99,99,70,1644,53,59,49,12,6,84,41,9,2,10,,7401,3,316,7720,11025,
30,VERACRUZ,182,TLAPACOYAN,32,82,5024,3959,1147,335,556,557,883,10089,293,96,70,23,8,71,162,64,6,56,,23399,13,795,24207,42040,
30,VERACRUZ,183,TLAQUILPA,3,6,577,423,101,47,485,74,87,1296,56,12,15,1,1,10,30,19,4,4,,3242,0,194,3436,5173,
30,VERACRUZ,184,TLILAPAN,2,3,794,267,76,36,162,38,40,1059,26,9,19,2,0,4,13,8,5,4,,2562,3,89,2654,3691,
30,VERACRUZ,185,TOMATLAN,4,14,737,503,353,71,78,46,95,1424,63,9,17,2,1,6,0,0,0,0,,3405,1,174,3580,5206,
30,VERACRUZ,186,TONAYAN,3,7,592,618,121,176,41,126,13,889,13,11,6,6,0,18,12,4,1,4,,2651,0,56,2707,4010,
30,VERACRUZ,187,TOTUTLA,10,24,3655,1712,218,429,85,109,125,1670,101,60,54,6,1,103,0,0,0,0,,8328,2,432,8762,12140,
30,VERACRUZ,204,TRES VALLES,33,64,3742,6736,339,466,697,329,253,6426,108,53,46,15,5,169,170,104,8,49,,19715,2,769,20486,32364,
30,VERACRUZ,188,TUXPAN,75,196,17536,8839,1469,2194,1132,995,1550,28443,631,271,203,54,11,225,446,190,12,133,,64334,29,2309,66672,109523,
30,VERACRUZ,189,TUXTILLA,2,4,902,145,21,6,11,27,13,323,8,3,12,1,0,1,4,1,0,4,,1482,0,26,1508,1944,
30,VERACRUZ,190,URSULO GALVAN,23,47,4136,2283,273,377,252,233,212,6864,145,106,38,18,3,47,97,43,7,32,,15166,5,407,15578,23545,
30,VERACRUZ,209,UXPANAPA,17,43,3764,1317,580,133,462,306,202,4393,218,118,51,8,7,35,121,30,12,21,,11778,2,449,12229,18973,
30,VERACRUZ,191,VEGA DE ALATORRE,21,32,1497,1138,293,1436,201,190,407,3545,75,11,23,1,1,108,25,19,2,19,,8991,1,304,9296,14998,
30,VERACRUZ,192,VERACRUZ,363,800,115949,20763,4491,6944,3939,4681,3918,96098,3148,2346,1304,425,61,791,1562,659,49,422,,267550,127,7256,274933,456963,
30,VERACRUZ,193,VILLA ALDAMA,5,12,1327,784,869,143,113,148,73,1509,37,57,59,5,0,21,22,7,0,11,,5185,1,160,5346,7655,
30,VERACRUZ,89,XALAPA,254,636,63090,25469,4779,8088,4091,5307,5434,114280,3503,1132,562,161,44,804,1743,643,55,516,,239701,170,8489,248360,371931,
30,VERACRUZ,194,XICO,19,47,2209,4743,1902,194,249,281,199,7242,170,64,108,3,7,94,67,39,2,39,,17612,2,726,18340,26049,
30,VERACRUZ,195,XOXOCOTLA,2,7,1014,381,93,71,82,64,40,884,20,9,17,8,0,5,9,8,3,3,,2711,0,159,2870,3763,
30,VERACRUZ,196,YANGA,14,47,1652,1770,141,189,172,163,146,4360,94,28,16,6,1,47,62,20,1,22,,8890,4,308,9202,13423,
30,VERACRUZ,197,YECUATLA,10,18,1059,381,1297,736,182,63,32,1590,28,32,83,2,1,46,34,14,0,4,,5584,4,182,5770,8380,
30,VERACRUZ,198,ZACUALPAN,6,11,365,267,1655,32,93,97,23,631,30,16,37,3,5,5,9,2,1,4,,3275,0,165,3440,4561,
30,VERACRUZ,199,ZARAGOZA,4,13,360,921,583,51,83,56,36,2778,82,12,14,2,0,15,28,7,0,5,,5033,1,107,5141,8165,
30,VERACRUZ,200,ZENTLA,9,16,3210,1114,110,193,97,98,69,1428,66,27,23,6,2,32,0,0,0,0,,6475,9,271,6755,9617,
30,VERACRUZ,201,ZONGOLICA,28,60,2720,2615,6778,1489,457,501,256,4798,209,115,371,24,40,213,87,28,10,19,,20730,5,1338,22073,30966,
30,VERACRUZ,202,ZONTECOMATLAN,8,19,3070,896,87,49,183,81,64,1331,55,44,42,7,4,20,25,11,8,14,,5991,3,334,6328,8822,
30,VERACRUZ,203,ZOZOCOLCO DE HIDALGO,8,15,2840,888,231,165,105,49,96,1227,29,31,29,0,1,33,24,6,4,5,,5763,1,173,5937,8852,
