SECCION,TIPO,PRI,PAN,PRD,PT,PVEM,Partido Democrata,PSN,PC,PAS,PCDT,PJS,Nulos,NUM_MUN,MUNICIPIO
381,B,36,148,95,3,34,,,,,,4,49,28,SAN LUIS TEOLOCHOLCO
381,C,40,167,101,7,35,,,,,,6,50,28,SAN LUIS TEOLOCHOLCO
382,B,43,100,68,31,24,,,,,,6,19,28,SAN LUIS TEOLOCHOLCO
382,C,68,106,60,17,10,,,,,,5,18,28,SAN LUIS TEOLOCHOLCO
383,B,49,147,96,13,14,,,,,,4,7,28,SAN LUIS TEOLOCHOLCO
383,C,50,113,106,18,17,,,,,,6,7,28,SAN LUIS TEOLOCHOLCO
384,B,61,87,114,15,35,,,,,,4,22,28,SAN LUIS TEOLOCHOLCO
384,C,55,81,124,11,30,,,,,,1,8,28,SAN LUIS TEOLOCHOLCO
385,B,10,76,26,1,19,,,,,,2,11,28,SAN LUIS TEOLOCHOLCO
386,B,149,169,72,48,26,,,,,,3,24,28,SAN LUIS TEOLOCHOLCO
386,C,136,184,107,40,10,,,,,,1,22,28,SAN LUIS TEOLOCHOLCO
387,B,47,69,205,,,,,,,,,27,29,TEPEYANCO
387,C,58,47,212,,,,,,,,,0,29,TEPEYANCO
388,B,31,39,186,,,,,,,,,14,29,TEPEYANCO
388,C,33,42,169,,,,,,,,,21,29,TEPEYANCO
389,B,14,24,73,,,,,,,,,10,29,TEPEYANCO
390,B,8,171,89,,,,,,,,,34,29,TEPEYANCO
391,B,22,178,130,,,,,,,,,24,49,SANTA ISABEL XILOXOXTLA
391,C,26,172,122,,,,,,,,,19,49,SANTA ISABEL XILOXOXTLA
392,B,43,93,107,,,,,,,,,18,49,SANTA ISABEL XILOXOXTLA
392,C,49,84,112,,,,,,,,,6,49,SANTA ISABEL XILOXOXTLA
393,B,15,173,111,,,,,,,,,32,29,TEPEYANCO
394,B,18,266,119,,,,,,,,,72,29,TEPEYANCO
394,C,8,272,119,,,,,,,,,64,29,TEPEYANCO
395,B,92,111,95,73,,,,16,,2,,8,47,SAN JUAN HUACTZINCO
395,C,82,134,87,47,,,,8,,1,,11,47,SAN JUAN HUACTZINCO
395,DC,106,110,109,54,,,,12,,1,,0,47,SAN JUAN HUACTZINCO
396,B,100,63,140,47,,,,15,,1,,1,47,SAN JUAN HUACTZINCO
396,C,108,60,136,40,,,,26,,2,,6,47,SAN JUAN HUACTZINCO
396,DC,74,70,112,61,,,,11,,6,,17,47,SAN JUAN HUACTZINCO
397,B,22,194,185,,,,,,,,,35,29,TEPEYANCO
397,C,38,190,190,,,,,,,,,20,29,TEPEYANCO
398,B,10,206,186,22,,,,,,1,,16,30,TERRENATE
398,C,15,223,234,12,,,,,,0,,14,30,TERRENATE
399,B,45,173,100,6,,,,,,0,,29,30,TERRENATE
399,C,49,151,93,12,,,,,,0,,27,30,TERRENATE
400,B,1,37,4,12,,,,,,1,,2,54,EMILIANO ZAPATA
401,B,8,75,5,13,,,,,,1,,2,54,EMILIANO ZAPATA
402,B,3,60,38,41,,,,,,2,,3,55,LÁZARO CÁRDENAS
403,B,71,70,61,13,,,,,,0,,21,30,TERRENATE
403,C,41,72,74,22,,,,,,0,,32,30,TERRENATE
404,B,85,95,65,43,,,,,,3,,8,30,TERRENATE
404,C,61,114,76,66,,,,,,6,,29,30,TERRENATE
404,DC,80,107,65,56,,,,,,8,,8,30,TERRENATE
405,B,9,42,41,5,,,,,,0,,0,30,TERRENATE
406,B,10,57,68,83,,,,,,0,,14,30,TERRENATE
407,B,45,106,124,24,,,,,,0,,0,30,TERRENATE
408,B,11,116,49,77,,,,,,0,,8,30,TERRENATE
408,C,10,89,67,74,,,,,,1,,9,30,TERRENATE
409,B,20,105,273,44,,,,,,0,,23,31,TETLA DE LA SOLIDARIDAD
410,B,9,89,124,23,,,,,,1,,4,31,TETLA DE LA SOLIDARIDAD
410,C,5,78,133,43,,,,,,0,,6,31,TETLA DE LA SOLIDARIDAD
411,B,25,88,252,12,,,,,,2,,18,31,TETLA DE LA SOLIDARIDAD
411,C,44,90,249,8,,,,,,0,,0,31,TETLA DE LA SOLIDARIDAD
412,B,49,76,235,13,,,,,,1,,4,31,TETLA DE LA SOLIDARIDAD
412,C,56,69,245,10,,,,,,0,,9,31,TETLA DE LA SOLIDARIDAD
413,B,20,75,163,6,,,,,,1,,5,31,TETLA DE LA SOLIDARIDAD
413,C,20,61,148,5,,,,,,0,,0,31,TETLA DE LA SOLIDARIDAD
414,B,21,22,116,4,,,,,,5,,3,31,TETLA DE LA SOLIDARIDAD
414,C,11,34,110,6,,,,,,3,,5,31,TETLA DE LA SOLIDARIDAD
415,B,19,36,111,7,,,,,,0,,11,31,TETLA DE LA SOLIDARIDAD
415,C,34,44,108,7,,,,,,2,,9,31,TETLA DE LA SOLIDARIDAD
416,B,10,275,227,23,,,,,,1,,3,31,TETLA DE LA SOLIDARIDAD
417,B,3,59,64,38,,,,,,0,,0,31,TETLA DE LA SOLIDARIDAD
418,B,3,26,51,83,,,,,,0,,0,31,TETLA DE LA SOLIDARIDAD
419,B,11,45,175,24,,,,,,0,,9,31,TETLA DE LA SOLIDARIDAD
420,B,16,190,125,4,,,,,,7,,19,31,TETLA DE LA SOLIDARIDAD
420,C,13,176,125,19,,,,,,10,,0,31,TETLA DE LA SOLIDARIDAD
421,B,31,156,117,12,,,,,,0,,15,31,TETLA DE LA SOLIDARIDAD
421,C,38,165,103,2,,,,,,8,,22,31,TETLA DE LA SOLIDARIDAD
422,B,5,217,84,11,,,,,,1,,9,31,TETLA DE LA SOLIDARIDAD
422,C,7,159,106,15,,,,,,0,,9,31,TETLA DE LA SOLIDARIDAD
422,DC,4,190,113,17,,,,,,1,,10,31,TETLA DE LA SOLIDARIDAD
423,B,0,61,59,1,,,,,,1,,0,31,TETLA DE LA SOLIDARIDAD
424,B,5,114,75,63,,,,,,0,,24,32,TETLATLAHUCA
424,C,4,131,61,45,,,,,,5,,27,32,TETLATLAHUCA
425,B,8,197,42,87,,,,,,0,,27,32,TETLATLAHUCA
425,C,22,154,41,92,,,,,,1,,20,32,TETLATLAHUCA
426,B,7,155,54,69,,,,,,0,,33,32,TETLATLAHUCA
426,C,13,175,44,68,,,,,,0,,0,32,TETLATLAHUCA
427,B,33,103,169,95,,,,,,4,,21,32,TETLATLAHUCA
427,C,52,68,152,92,,,,,,0,,27,32,TETLATLAHUCA
428,B,11,61,73,132,,,,,,0,,24,32,TETLATLAHUCA
428,C,7,80,85,137,,,,,,1,,10,32,TETLATLAHUCA
429,B,145,106,185,44,,,,,,,,27,53,SAN DAMIÁN TEXOLOC
429,C,128,101,180,28,,,,,,,,42,53,SAN DAMIÁN TEXOLOC
430,B,89,175,150,56,,,,,,,,49,53,SAN DAMIÁN TEXOLOC
430,C,79,199,133,71,,,,,,,,0,53,SAN DAMIÁN TEXOLOC
431,B,12,200,56,12,,,,,,0,,21,32,TETLATLAHUCA
431,C,6,180,83,26,,,,,,1,,18,32,TETLATLAHUCA
432,B,14,168,20,106,,,,4,,,,27,56,SAN JERÓNIMO ZACUALPAN
432,C,12,131,42,139,,,,0,,,,7,56,SAN JERÓNIMO ZACUALPAN
433,B,9,176,91,145,,,,5,,,,14,56,SAN JERÓNIMO ZACUALPAN
433,C,11,166,63,139,,,,8,,,,8,56,SAN JERÓNIMO ZACUALPAN
434,B,9,129,70,18,,,,,,3,,19,32,TETLATLAHUCA
435,B,36,146,100,2,4,,,,3,,0,0,33,TLAXCALA
435,C,62,157,89,7,5,,,,2,,0,4,33,TLAXCALA
436,B,79,133,127,2,2,,,,3,,0,18,33,TLAXCALA
436,C,94,126,104,3,8,,,,1,,1,0,33,TLAXCALA
437,B,75,97,53,8,0,,,,0,,0,7,33,TLAXCALA
437,C,71,63,91,0,7,,,,4,,1,8,33,TLAXCALA
438,B,134,139,59,2,7,,,,3,,0,14,33,TLAXCALA
438,C,155,125,54,7,3,,,,1,,0,8,33,TLAXCALA
439,B,95,190,87,10,9,,,,1,,2,20,33,TLAXCALA
439,C,124,136,93,5,9,,,,4,,0,26,33,TLAXCALA
440,B,111,133,66,4,9,,,,2,,2,8,33,TLAXCALA
440,C,119,141,77,14,7,,,,1,,1,7,33,TLAXCALA
441,B,76,140,75,15,7,,,,1,,1,8,33,TLAXCALA
441,C,64,154,56,10,11,,,,4,,0,9,33,TLAXCALA
442,B,58,106,44,6,4,,,,0,,0,7,33,TLAXCALA
442,C,61,125,63,5,4,,,,3,,0,7,33,TLAXCALA
443,B,44,77,50,1,3,,,,7,,1,7,33,TLAXCALA
443,C,30,84,56,5,7,,,,4,,3,5,33,TLAXCALA
444,B,90,152,71,4,6,,,,3,,2,0,33,TLAXCALA
444,C,117,144,68,10,8,,,,0,,0,9,33,TLAXCALA
444,DC,108,134,74,10,6,,,,0,,1,14,33,TLAXCALA
445,B,110,135,53,6,0,,,,3,,1,3,33,TLAXCALA
445,C,116,123,58,3,4,,,,4,,2,11,33,TLAXCALA
446,B,58,114,38,4,4,,,,1,,1,5,33,TLAXCALA
446,C,68,104,54,4,7,,,,0,,0,12,33,TLAXCALA
447,B,49,110,41,9,11,,,,1,,2,8,33,TLAXCALA
447,C,37,125,58,7,8,,,,1,,0,5,33,TLAXCALA
448,B,137,163,102,7,13,,,,2,,4,12,33,TLAXCALA
448,C,162,152,112,18,13,,,,2,,2,10,33,TLAXCALA
449,B,62,132,70,23,13,,,,1,,2,8,33,TLAXCALA
449,C,54,171,94,19,10,,,,2,,0,3,33,TLAXCALA
450,B,43,108,42,4,1,,,,0,,0,6,33,TLAXCALA
450,C,55,107,57,5,11,,,,0,,3,5,33,TLAXCALA
451,B,56,131,75,12,10,,,,0,,2,10,33,TLAXCALA
451,C,64,152,79,4,11,,,,1,,0,14,33,TLAXCALA
451,DC,65,120,86,10,4,,,,0,,0,7,33,TLAXCALA
452,B,55,135,83,6,6,,,,1,,1,4,33,TLAXCALA
452,C,63,131,85,6,5,,,,3,,2,11,33,TLAXCALA
453,B,119,146,65,12,10,,,,2,,2,0,33,TLAXCALA
453,C,139,123,69,11,7,,,,1,,1,15,33,TLAXCALA
453,DC,129,132,64,14,3,,,,0,,1,10,33,TLAXCALA
453,TC,105,142,70,8,6,,,,2,,0,6,33,TLAXCALA
454,B,43,65,56,4,5,,,,0,,1,5,33,TLAXCALA
454,C,43,67,61,1,2,,,,1,,0,4,33,TLAXCALA
455,B,73,177,83,4,9,,,,0,,2,3,33,TLAXCALA
456,B,66,181,103,7,5,,,,2,,1,3,33,TLAXCALA
456,C,49,157,115,3,13,,,,1,,3,4,33,TLAXCALA
457,B,47,131,121,6,8,,,,1,,1,0,33,TLAXCALA
457,C,40,139,114,4,5,,,,2,,2,6,33,TLAXCALA
458,B,32,115,192,11,4,,,,0,,0,0,33,TLAXCALA
458,C,36,131,149,3,8,,,,0,,0,13,33,TLAXCALA
458,DC,16,149,194,3,2,,,,1,,0,9,33,TLAXCALA
459,B,70,152,69,10,6,,,,1,,0,9,33,TLAXCALA
459,C,67,195,87,6,5,,,,10,,3,8,33,TLAXCALA
460,B,70,142,74,7,17,,,,0,,1,3,33,TLAXCALA
460,C,74,156,58,4,6,,,,2,,1,6,33,TLAXCALA
461,B,37,106,79,11,10,,,,1,,2,0,33,TLAXCALA
461,C,51,150,64,4,11,,,,0,,1,4,33,TLAXCALA
461,DC,52,110,88,5,12,,,,0,,2,8,33,TLAXCALA
462,B,61,117,69,6,36,,,,3,,0,3,33,TLAXCALA
462,C,53,89,54,5,40,,,,0,,1,0,33,TLAXCALA
463,B,65,139,77,11,6,,,,4,,0,5,33,TLAXCALA
463,C,57,122,96,7,9,,,,1,,1,8,33,TLAXCALA
464,B,59,133,93,9,11,,,,0,,0,8,33,TLAXCALA
464,C,72,134,103,5,2,,,,1,,0,13,33,TLAXCALA
464,DC,65,141,77,4,7,,,,2,,0,0,33,TLAXCALA
465,B,67,111,124,7,8,,,,0,,1,3,33,TLAXCALA
465,C,84,141,93,18,9,,,,3,,1,10,33,TLAXCALA
465,DC,67,115,129,11,10,,,,1,,0,8,33,TLAXCALA
466,B,71,161,88,14,6,,,,1,,2,4,33,TLAXCALA
466,C,58,117,134,17,9,,,,0,,0,12,33,TLAXCALA
466,DC,73,119,115,19,5,,,,1,,0,13,33,TLAXCALA
467,B,28,93,75,16,10,,,,7,,0,6,33,TLAXCALA
467,C,33,78,66,11,4,,,,2,,0,0,33,TLAXCALA
468,B,49,210,108,18,12,,,,1,,1,13,33,TLAXCALA
468,C,82,165,113,30,16,,,,0,,0,11,33,TLAXCALA
469,B,49,178,103,10,5,,,,0,,0,18,33,TLAXCALA
469,C,77,116,112,12,8,,,,2,,1,13,33,TLAXCALA
470,B,46,194,94,18,,,,,,,,0,34,TLAXCO
471,B,37,104,66,4,,,,,,,,9,34,TLAXCO
471,C,46,104,77,7,,,,,,,,9,34,TLAXCO
472,B,39,287,88,4,,,,,,,,9,34,TLAXCO
473,B,34,242,84,15,,,,,,,,3,34,TLAXCO
474,B,20,113,92,3,,,,,,,,28,34,TLAXCO
474,C,20,144,94,3,,,,,,,,0,34,TLAXCO
475,B,49,270,48,2,,,,,,,,10,34,TLAXCO
475,C,40,259,58,3,,,,,,,,10,34,TLAXCO
476,B,124,175,55,5,,,,,,,,1,34,TLAXCO
476,C,143,147,41,7,,,,,,,,11,34,TLAXCO
477,B,53,213,44,1,,,,,,,,9,34,TLAXCO
477,C,47,217,35,4,,,,,,,,3,34,TLAXCO
478,B,21,131,30,1,,,,,,,,2,34,TLAXCO
479,B,5,54,25,16,,,,,,,,13,34,TLAXCO
480,B,15,28,30,7,,,,,,,,3,34,TLAXCO
481,B,64,138,182,20,,,,,,,,26,34,TLAXCO
481,C,49,160,148,21,,,,,,,,32,34,TLAXCO
482,B,120,77,79,29,,,,,,,,3,34,TLAXCO
482,C,53,82,110,29,,,,,,,,7,34,TLAXCO
483,B,5,15,23,4,,,,,,,,2,34,TLAXCO
484,B,9,76,50,101,,,,,,,,13,34,TLAXCO
484,C,16,66,44,102,,,,,,,,17,34,TLAXCO
485,B,47,78,102,40,,,,,,,,1,34,TLAXCO
486,B,56,131,37,36,,,,,,,,9,34,TLAXCO
487,B,38,95,61,34,,,,,,,,57,34,TLAXCO
488,B,42,93,21,62,,,,,,,,13,34,TLAXCO
488,C,27,88,35,51,,,,,,,,7,34,TLAXCO
489,B,6,11,8,11,,,,,,,,0,34,TLAXCO
490,B,6,51,19,1,,,,,,,,4,34,TLAXCO
491,B,7,112,182,31,,,,,,,,38,34,TLAXCO
491,C,10,107,174,29,,,,,,,,0,34,TLAXCO
491,DC,8,131,171,21,,,,,,,,44,34,TLAXCO
492,B,10,78,41,0,,,,,,,,3,34,TLAXCO
493,B,16,106,58,43,,,,,,,,7,34,TLAXCO
494,B,2,57,21,300,,,,,,,,13,34,TLAXCO
495,B,8,172,121,30,,,,,,,,13,34,TLAXCO
496,B,16,62,147,4,,,,,,,,0,34,TLAXCO
497,AUX,0,54,63,3,,,,,,,,0,34,TLAXCO
497,B,10,68,31,6,,,,,,,,4,34,TLAXCO
498,AUX,3,31,14,2,,,,,,,,2,34,TLAXCO
498,B,1,40,32,8,,,,,,,,2,34,TLAXCO
499,B,52,148,129,8,,,,,,,,14,34,TLAXCO
500,B,59,38,95,44,,,,,,,,3,34,TLAXCO
501,B,36,91,82,80,,,,,,,,38,34,TLAXCO
501,C,41,109,54,87,,,,,,,,35,34,TLAXCO
502,B,0,63,59,7,,,,,,,,12,34,TLAXCO
503,B,4,31,20,7,,,,,,,,4,34,TLAXCO
504,B,5,47,34,4,,,,,,,,8,34,TLAXCO
505,B,47,65,58,110,83,,,,,,,31,35,TOCATLÁN
505,C,23,56,70,109,100,,,,,,,2,35,TOCATLÁN
505,DC,27,80,69,83,89,,,,,,,33,35,TOCATLÁN
506,B,18,57,109,41,33,,,,,,,24,35,TOCATLÁN
506,C,11,54,100,71,25,,,,,,,20,35,TOCATLÁN
507,B,33,46,39,97,51,,,,,,,0,35,TOCATLÁN
508,B,12,166,168,10,,,,,,1,,12,36,TOTOLAC
509,B,20,204,171,39,,,,,,4,,34,36,TOTOLAC
510,B,11,140,113,15,,,,,,3,,14,36,TOTOLAC
511,B,20,159,136,30,,,,,,2,,6,36,TOTOLAC
512,B,10,132,107,4,,,,,,1,,12,36,TOTOLAC
512,C,7,151,125,5,,,,,,0,,11,36,TOTOLAC
513,B,15,174,82,13,,,,,,1,,0,36,TOTOLAC
513,C,7,214,72,4,,,,,,0,,0,36,TOTOLAC
513,DC,10,220,67,2,,,,,,2,,10,36,TOTOLAC
514,B,23,123,100,12,,,,,,6,,17,36,TOTOLAC
514,C,20,147,99,9,,,,,,6,,18,36,TOTOLAC
515,B,14,121,256,19,,,,,,1,,8,36,TOTOLAC
515,C,24,108,266,7,,,,,,1,,13,36,TOTOLAC
516,B,6,124,293,13,,,,,,0,,9,36,TOTOLAC
516,C,21,95,307,11,,,,,,5,,9,36,TOTOLAC
517,B,12,52,141,10,,,,,,1,,5,36,TOTOLAC
517,C,16,73,122,7,,,,,,4,,8,36,TOTOLAC
518,B,52,61,126,10,,,,,,1,,9,36,TOTOLAC
518,C,43,59,145,7,,,,,,2,,8,36,TOTOLAC
519,B,13,107,142,5,,,,,,1,,12,36,TOTOLAC
520,B,47,131,55,13,,,,,,84,,34,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
520,C,46,136,54,13,,,,,,60,,46,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
521,B,41,66,82,5,,,,,,32,,1,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
521,C,48,63,73,11,,,,,,38,,42,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
522,B,27,117,81,8,,,,,,45,,47,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
522,C,32,127,77,12,,,,,,51,,29,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
523,B,33,109,124,9,,,,,,65,,36,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
523,C,43,127,101,6,,,,,,70,,40,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
524,B,25,152,41,17,,,,,,17,,27,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
525,B,31,216,40,77,,,,,,2,,60,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
526,B,2,3,30,14,,,,,,8,,8,37,ZITLALTEPEC DE TRINIDAD SÁNCHEZ SANTOS
527,B,14,58,65,97,48,46,,95,2,8,7,10,38,TZOMPANTEPEC
527,C,11,59,29,75,48,50,,99,2,11,12,19,38,TZOMPANTEPEC
528,B,12,49,26,27,28,57,,90,3,4,7,12,38,TZOMPANTEPEC
528,C,20,44,46,38,32,39,,69,5,2,5,7,38,TZOMPANTEPEC
528,DC,14,45,24,33,40,75,,99,7,3,3,11,38,TZOMPANTEPEC
529,B,64,131,82,12,1,0,,3,31,34,34,20,38,TZOMPANTEPEC
529,C,79,146,93,0,0,0,,0,24,28,21,17,38,TZOMPANTEPEC
530,B,52,244,83,30,1,1,,1,21,13,7,22,38,TZOMPANTEPEC
531,B,75,179,194,54,,,,,,11,,5,50,SAN JOSÉ TEACALCO
532,B,39,147,129,55,,,,,,8,,2,50,SAN JOSÉ TEACALCO
533,B,140,109,70,7,,,,,,8,,8,50,SAN JOSÉ TEACALCO
534,B,43,170,74,21,,,,,,0,,6,50,SAN JOSÉ TEACALCO
534,C,49,164,66,23,,,,,,1,,4,50,SAN JOSÉ TEACALCO
535,B,34,206,50,26,,,,,,6,,2,50,SAN JOSÉ TEACALCO
536,B,108,94,53,11,0,0,,0,10,40,13,10,38,TZOMPANTEPEC
537,B,19,92,12,0,4,0,,0,0,0,0,4,38,TZOMPANTEPEC
538,B,13,127,94,163,,,,,,,,26,39,XALOZTOC
538,C,8,138,62,134,,,,,,,,31,39,XALOZTOC
539,B,42,165,96,154,,,,,,,,18,39,XALOZTOC
539,C,28,185,95,158,,,,,,,,13,39,XALOZTOC
540,B,32,151,126,85,,,,,,,,10,39,XALOZTOC
540,C,14,181,132,59,,,,,,,,1,39,XALOZTOC
540,DC,28,151,153,73,,,,,,,,2,39,XALOZTOC
541,B,41,121,84,137,,,,,,,,20,39,XALOZTOC
541,C,32,119,70,92,,,,,,,,16,39,XALOZTOC
541,DC,24,132,58,109,,,,,,,,12,39,XALOZTOC
542,B,17,98,96,103,,,,,,,,12,39,XALOZTOC
542,C,14,130,59,93,,,,,,,,11,39,XALOZTOC
542,DC,14,133,61,90,,,,,,,,0,39,XALOZTOC
543,B,28,168,137,86,,,,,,,,4,39,XALOZTOC
543,C,39,180,148,84,,,,,,,,13,39,XALOZTOC
544,B,13,101,62,90,,,,,,,,49,39,XALOZTOC
545,B,7,68,9,52,,,,,,,,6,39,XALOZTOC
546,B,5,164,100,49,,,,,,,,11,39,XALOZTOC
547,B,34,84,58,50,,,,121,,7,,21,40,XALTOCAN
548,B,53,169,33,67,,,,23,,33,,0,40,XALTOCAN
548,C,53,219,40,71,,,,14,,30,,0,40,XALTOCAN
549,B,12,48,121,20,,,,10,,7,,3,40,XALTOCAN
549,C,10,53,134,26,,,,3,,14,,4,40,XALTOCAN
550,B,22,52,241,8,,,,3,,22,,7,40,XALTOCAN
551,B,16,80,106,219,,,,,,,,19,57,SAN LUCAS TECOPILCO
551,C,19,53,99,225,,,,,,,,0,57,SAN LUCAS TECOPILCO
552,B,23,112,106,191,,,,,,,,0,57,SAN LUCAS TECOPILCO
553,B,13,48,44,8,,,,8,,7,,8,40,XALTOCAN
554,B,2,35,35,6,,,,15,,0,,7,40,XALTOCAN
555,B,66,115,71,28,,,,25,,2,,20,40,XALTOCAN
556,B,50,119,29,60,,,,43,,7,,26,40,XALTOCAN
557,B,26,117,36,35,,,,14,,0,,16,40,XALTOCAN
558,B,109,68,132,9,11,,,,,,,0,41,PAPALOTLA DE XICOHTENCATL
558,C,109,77,113,6,17,,,,,,,15,41,PAPALOTLA DE XICOHTENCATL
558,DC,93,72,103,7,15,,,,,,,16,41,PAPALOTLA DE XICOHTENCATL
559,B,102,120,93,26,45,,,,,,,14,41,PAPALOTLA DE XICOHTENCATL
559,C,86,168,69,26,39,,,,,,,16,41,PAPALOTLA DE XICOHTENCATL
560,B,55,99,42,7,21,,,,,,,0,41,PAPALOTLA DE XICOHTENCATL
560,C,63,88,32,6,17,,,,,,,16,41,PAPALOTLA DE XICOHTENCATL
560,DC,73,80,52,6,17,,,,,,,0,41,PAPALOTLA DE XICOHTENCATL
561,B,63,105,80,7,46,,,,,,,8,41,PAPALOTLA DE XICOHTENCATL
561,C,60,86,103,9,37,,,,,,,0,41,PAPALOTLA DE XICOHTENCATL
561,DC,49,112,95,14,31,,,,,,,13,41,PAPALOTLA DE XICOHTENCATL
562,B,87,93,100,8,61,,,,,,,13,41,PAPALOTLA DE XICOHTENCATL
562,C,76,79,118,3,76,,,,,,,12,41,PAPALOTLA DE XICOHTENCATL
563,B,49,151,130,2,25,,,,,,,0,41,PAPALOTLA DE XICOHTENCATL
563,C,68,171,126,4,21,,,,,,,8,41,PAPALOTLA DE XICOHTENCATL
564,B,116,104,66,15,22,,,,,,,30,41,PAPALOTLA DE XICOHTENCATL
564,C,100,110,74,14,26,,,,,,,33,41,PAPALOTLA DE XICOHTENCATL
565,B,99,146,62,20,29,,,,,,,73,41,PAPALOTLA DE XICOHTENCATL
566,B,33,121,78,6,7,,,,,,,46,41,PAPALOTLA DE XICOHTENCATL
566,C,22,100,90,10,10,,,,,,,37,41,PAPALOTLA DE XICOHTENCATL
567,B,26,33,96,3,18,,,,,,,72,41,PAPALOTLA DE XICOHTENCATL
567,C,38,29,81,15,10,,,,,,,56,41,PAPALOTLA DE XICOHTENCATL
568,B,34,63,81,6,55,,,,,,,14,41,PAPALOTLA DE XICOHTENCATL
569,B,19,58,53,3,34,,,,,,,2,41,PAPALOTLA DE XICOHTENCATL
570,B,87,100,87,9,39,,,15,,,,9,42,XICOHTZINCO
570,C,112,98,108,13,29,,,18,,,,9,42,XICOHTZINCO
570,DC,119,117,86,4,34,,,11,,,,7,42,XICOHTZINCO
571,B,122,117,106,16,49,,,12,,,,16,42,XICOHTZINCO
571,C,141,92,103,6,51,,,22,,,,15,42,XICOHTZINCO
572,B,97,96,111,7,11,,,16,,,,0,42,XICOHTZINCO
572,C,98,89,118,2,13,,,20,,,,8,42,XICOHTZINCO
573,B,64,88,108,1,12,,,18,,,,3,42,XICOHTZINCO
573,C,85,67,81,6,22,,,12,,,,5,42,XICOHTZINCO
573,DC,104,62,82,6,16,,,25,,,,16,42,XICOHTZINCO
574,B,125,80,178,17,13,,,19,,,,8,42,XICOHTZINCO
574,C,105,92,157,17,17,,,17,,,,7,42,XICOHTZINCO
575,B,29,85,179,5,,,,,,47,,0,43,YAUHQUEMEHCAN
575,C,70,79,161,7,,,,,,63,,16,43,YAUHQUEMEHCAN
576,B,89,85,74,2,,,,,,61,,1,43,YAUHQUEMEHCAN
576,C,83,67,77,6,,,,,,52,,9,43,YAUHQUEMEHCAN
577,B,25,86,86,4,,,,,,70,,13,43,YAUHQUEMEHCAN
578,B,40,132,91,11,,,,,,113,,21,43,YAUHQUEMEHCAN
579,B,29,98,91,5,,,,,,25,,15,43,YAUHQUEMEHCAN
579,C,36,83,96,4,,,,,,16,,6,43,YAUHQUEMEHCAN
580,B,123,78,92,12,,,,,,21,,11,43,YAUHQUEMEHCAN
581,B,70,112,84,24,,,,,,46,,32,43,YAUHQUEMEHCAN
581,C,109,73,70,18,,,,,,37,,31,43,YAUHQUEMEHCAN
582,B,46,192,129,17,,,,,,58,,21,43,YAUHQUEMEHCAN
582,C,17,208,194,9,,,,,,36,,19,43,YAUHQUEMEHCAN
583,B,33,56,99,16,,,,,,51,,16,43,YAUHQUEMEHCAN
583,C,29,70,119,14,,,,,,49,,17,43,YAUHQUEMEHCAN
584,B,24,86,85,16,,,,,,94,,32,43,YAUHQUEMEHCAN
585,B,26,130,78,8,,,,,,66,,22,43,YAUHQUEMEHCAN
585,C,28,98,73,9,,,,,,82,,13,43,YAUHQUEMEHCAN
585,DC,29,70,106,16,,,,,,84,,10,43,YAUHQUEMEHCAN
586,B,25,137,46,160,,,,29,,,,7,59,SAN LORENZO AXOCOMANITLA
586,C,27,159,47,160,,,,36,,,,0,59,SAN LORENZO AXOCOMANITLA
587,B,39,125,34,231,,,,25,,,,13,59,SAN LORENZO AXOCOMANITLA
587,C,57,147,63,161,,,,30,,,,9,59,SAN LORENZO AXOCOMANITLA
588,B,41,91,43,27,3,,,10,54,2,,6,44,ZACATELCO
588,C,45,63,29,26,2,,,11,41,0,,7,44,ZACATELCO
589,B,29,102,70,39,4,,,44,63,2,,11,44,ZACATELCO
589,C,32,104,57,14,4,,,48,78,7,,6,44,ZACATELCO
590,B,56,72,60,20,6,,,44,107,2,,9,44,ZACATELCO
590,C,60,81,56,8,4,,,56,90,0,,17,44,ZACATELCO
590,DC,50,79,54,22,5,,,54,94,0,,12,44,ZACATELCO
591,B,63,111,56,14,2,,,54,103,4,,8,44,ZACATELCO
591,C,57,106,50,14,4,,,72,91,6,,11,44,ZACATELCO
591,DC,81,97,53,14,4,,,69,78,10,,6,44,ZACATELCO
592,B,61,76,96,18,3,,,14,95,2,,8,44,ZACATELCO
592,C,49,75,62,30,2,,,26,94,0,,10,44,ZACATELCO
592,DC,54,73,57,18,3,,,31,88,1,,12,44,ZACATELCO
593,B,37,85,65,7,4,,,31,108,1,,10,44,ZACATELCO
593,C,55,97,65,15,3,,,17,96,0,,13,44,ZACATELCO
593,DC,41,69,74,12,5,,,27,124,1,,9,44,ZACATELCO
