ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCIONES,CASILLAS,PAN_PRD_PT_PRS,PAN_PRD,PRI_PVEM,PRI,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,CAND_IND185,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
18,NAYARIT,9,DEL NAYAR ,6,DEL NAYAR 06,4,8,1165,,,833,28,,129,75,272,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2526,171,2697,3927,0.6868
18,NAYARIT,9,DEL NAYAR ,7,DEL NAYAR 07,2,6,1021,,,342,111,,199,56,151,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2158,208,2366,3646,0.6489
18,NAYARIT,10,ROSAMORADA ,1,ROSAMORADA 01,6,10,105,,,426,98,,192,249,622,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2250,79,2329,3097,0.752
18,NAYARIT,10,ROSAMORADA ,2,ROSAMORADA 02,6,9,678,,,513,11,,23,332,373,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2718,99,2817,3764,0.7484
18,NAYARIT,10,ROSAMORADA ,3,ROSAMORADA 03,6,7,328,,,578,37,,36,494,112,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2515,118,2633,3786,0.6955
18,NAYARIT,10,ROSAMORADA ,4,ROSAMORADA 04,7,9,540,,,794,190,,77,973,122,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2826,134,2960,3968,0.746
18,NAYARIT,10,ROSAMORADA ,5,ROSAMORADA 05,4,7,763,,,411,107,,48,265,184,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2244,85,2329,3382,0.6886
18,NAYARIT,10,ROSAMORADA ,6,ROSAMORADA 06,7,9,423,,,628,60,,15,328,93,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2044,109,2153,3220,0.6686
18,NAYARIT,10,ROSAMORADA ,7,ROSAMORADA 07,7,10,811,,,689,12,,31,132,410,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2579,109,2692,3913,0.688
18,NAYARIT,11,RUIZ ,1,RUIZ 01,3,5,403,,,359,2,,306,2,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1280,39,1324,1949,0.6793
18,NAYARIT,11,RUIZ ,2,RUIZ 02,2,4,874,,,375,0,,86,1,54,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1494,23,1517,2178,0.6965
18,NAYARIT,11,RUIZ ,3,RUIZ 03,4,7,847,,,459,3,,312,1,101,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1833,48,1882,2637,0.7137
18,NAYARIT,11,RUIZ ,4,RUIZ 04,2,3,678,,,427,5,,131,2,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1279,34,1331,1987,0.6699
18,NAYARIT,11,RUIZ ,5,RUIZ 05,3,6,864,,,439,2,,237,2,106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1652,28,1762,2438,0.7227
18,NAYARIT,11,RUIZ ,6,RUIZ 06,7,7,542,,,909,7,,186,7,61,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,1731,58,2025,2861,0.7078
18,NAYARIT,11,RUIZ ,7,RUIZ 07,6,9,473,,,356,15,,894,4,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1766,128,1898,2698,0.7035
18,NAYARIT,12,SAN BLAS ,1,SAN BLAS 01,3,6,,498,601,,,47,,76,410,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,0,1824,22,1846,3738,0.4938
18,NAYARIT,12,SAN BLAS ,2,SAN BLAS 02,3,7,550,,,549,33,,215,189,278,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2130,96,2229,3438,0.6483
18,NAYARIT,12,SAN BLAS ,3,SAN BLAS 03,8,10,310,,,463,545,,56,454,112,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2418,168,2586,3956,0.6537
18,NAYARIT,12,SAN BLAS ,4,SAN BLAS 04,9,10,729,,,380,302,,76,116,271,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2190,115,2305,3324,0.6934
18,NAYARIT,12,SAN BLAS ,5,SAN BLAS 05,10,12,627,,,516,47,,255,292,174,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2442,180,2624,4121,0.6367
18,NAYARIT,12,SAN BLAS ,6,SAN BLAS 06,6,10,571,,,668,508,,147,220,543,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2963,219,3182,4992,0.6374
18,NAYARIT,12,SAN BLAS ,7,SAN BLAS 07,9,12,684,,,664,33,,368,313,624,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3143,205,3348,5242,0.6387
18,NAYARIT,13,SAN PEDRO LAGUNILLAS ,1,SAN PEDRO LAGUNILLAS 01,2,4,366,,,173,365,,67,7,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1086,47,1133,1587,0.7139
18,NAYARIT,13,SAN PEDRO LAGUNILLAS ,2,SAN PEDRO LAGUNILLAS 02,2,3,360,,,181,106,,90,1,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,785,16,801,1136,0.7051
18,NAYARIT,13,SAN PEDRO LAGUNILLAS ,3,SAN PEDRO LAGUNILLAS 03,3,3,308,,,271,149,,13,3,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,849,25,874,1217,0.7182
18,NAYARIT,13,SAN PEDRO LAGUNILLAS ,4,SAN PEDRO LAGUNILLAS 04,2,2,247,,,244,209,,54,4,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,821,37,858,1264,0.6788
18,NAYARIT,13,SAN PEDRO LAGUNILLAS ,5,SAN PEDRO LAGUNILLAS 05,3,3,200,,,234,56,,11,5,205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,712,37,749,1012,0.7401
18,NAYARIT,14,SANTA MARIA DEL ORO ,1,SANTA MARIA DEL ORO 01,1,4,475,,,419,33,,144,203,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1386,58,1446,2027,0.7134
18,NAYARIT,14,SANTA MARIA DEL ORO ,2,SANTA MARIA DEL ORO 02,1,3,268,,,221,42,,132,205,129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,999,64,1063,1533,0.6934
18,NAYARIT,14,SANTA MARIA DEL ORO ,3,SANTA MARIA DEL ORO 03,4,6,558,,,721,36,,276,290,86,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1979,143,2122,2943,0.721
18,NAYARIT,14,SANTA MARIA DEL ORO ,4,SANTA MARIA DEL ORO 04,5,7,378,,,507,123,,259,315,345,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1938,68,2006,3030,0.662
18,NAYARIT,14,SANTA MARIA DEL ORO ,5,SANTA MARIA DEL ORO 05,5,7,651,,,453,115,,129,196,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1640,102,1742,2484,0.7013
18,NAYARIT,14,SANTA MARIA DEL ORO ,6,SANTA MARIA DEL ORO 06,4,5,354,,,524,44,,246,291,274,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1737,92,1829,2637,0.6936
18,NAYARIT,14,SANTA MARIA DEL ORO ,7,SANTA MARIA DEL ORO 07,3,5,359,,,397,54,,324,231,125,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1777,48,1826,2743,0.6657
18,NAYARIT,15,SANTIAGO IXCUINTLA ,1,SANTIAGO IXCUINTLA 01,8,14,1986,,,1212,38,,597,34,323,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4228,115,4345,6725,0.6461
18,NAYARIT,15,SANTIAGO IXCUINTLA ,2,SANTIAGO IXCUINTLA 02,14,17,2235,,,1245,68,,229,38,520,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4589,106,4696,6853,0.6852
18,NAYARIT,15,SANTIAGO IXCUINTLA ,3,SANTIAGO IXCUINTLA 03,14,17,1709,,,1663,259,,754,91,463,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5005,227,5235,8528,0.6139
18,NAYARIT,15,SANTIAGO IXCUINTLA ,4,SANTIAGO IXCUINTLA 04,12,16,1296,,,1426,425,,276,467,514,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4482,184,4666,7572,0.6162
18,NAYARIT,15,SANTIAGO IXCUINTLA ,5,SANTIAGO IXCUINTLA 05,10,13,1355,,,1810,9,,24,18,38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4422,143,4565,6599,0.6918
18,NAYARIT,15,SANTIAGO IXCUINTLA ,6,SANTIAGO IXCUINTLA 06,13,16,2313,,,1226,917,,102,81,230,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4890,229,5119,8253,0.6203
18,NAYARIT,15,SANTIAGO IXCUINTLA ,7,SANTIAGO IXCUINTLA 07,17,23,3100,,,1563,313,,295,45,124,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5446,219,5666,8785,0.645
18,NAYARIT,15,SANTIAGO IXCUINTLA ,8,SANTIAGO IXCUINTLA 08,13,19,1596,,,1056,1621,,178,89,497,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5074,314,5390,8735,0.6171
18,NAYARIT,15,SANTIAGO IXCUINTLA ,9,SANTIAGO IXCUINTLA 09,11,15,1945,,,922,422,,95,128,427,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4288,184,4472,7071,0.6324
18,NAYARIT,16,TECUALA ,1,TECUALA 01,5,9,538,,,418,301,,355,51,162,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2717,150,2867,4347,0.6595
18,NAYARIT,16,TECUALA ,2,TECUALA 02,7,8,695,,,805,229,,246,78,253,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2320,67,2387,3572,0.6683
18,NAYARIT,16,TECUALA ,3,TECUALA 03,7,7,472,,,619,92,,77,93,143,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2232,74,2306,3414,0.6755
18,NAYARIT,16,TECUALA ,4,TECUALA 04,8,11,475,,,797,55,,340,32,78,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2912,119,3031,4378,0.6923
18,NAYARIT,16,TECUALA ,5,TECUALA 05,7,9,495,,,976,38,,87,47,216,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2660,144,2804,4343,0.6456
18,NAYARIT,16,TECUALA ,6,TECUALA 06,10,13,522,,,1077,145,,119,346,458,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2680,148,2828,4361,0.6485
18,NAYARIT,16,TECUALA ,7,TECUALA 07,6,8,702,,,550,428,,52,416,201,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2595,140,2735,4179,0.6545
18,NAYARIT,17,TEPIC ,1,TEPIC 01,21,39,4399,,,2532,286,,698,441,2465,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,312,584,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13072,438,13527,23733,0.57
18,NAYARIT,17,TEPIC ,2,TEPIC 02,24,43,3742,,,2896,305,,780,434,3188,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,871,465,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13889,462,14365,23644,0.6076
18,NAYARIT,17,TEPIC ,3,TEPIC 03,35,52,5491,,,3748,547,,722,519,2653,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,631,522,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,15857,513,16378,27567,0.5941
18,NAYARIT,17,TEPIC ,4,TEPIC 04,44,60,6798,,,3987,619,,846,491,3447,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,497,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,18211,587,18822,29955,0.6283
18,NAYARIT,17,TEPIC ,5,TEPIC 05,20,41,5492,,,2851,468,,982,432,2697,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,370,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15273,531,15810,25548,0.6188
18,NAYARIT,17,TEPIC ,6,TEPIC 06,26,48,4872,,,3946,355,,754,357,2624,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,1228,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15426,398,15831,25820,0.6131
18,NAYARIT,17,TEPIC ,7,TEPIC 07,40,74,8392,,,3755,561,,1243,570,3693,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,622,675,560,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21484,967,22471,39594,0.5675
18,NAYARIT,17,TEPIC ,8,TEPIC 08,21,43,5124,,,2939,584,,989,696,2758,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,638,,,,,,,,,,,,,,,,,,,,,,,,,21,14953,471,15445,24774,0.6234
18,NAYARIT,17,TEPIC ,9,TEPIC 09,26,50,5990,,,3220,524,,1023,678,2605,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,677,1430,,,,,,,,,,,,,,,,,,,,,,8,17644,521,18173,27530,0.6601
18,NAYARIT,17,TEPIC,10,TEPIC 10,16,45,3148,,,2481,1573,,626,1093,2188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,385,981,1335,,,,,,,,,,,,,,,,,,3,14027,647,14677,26598,0.5518
18,NAYARIT,17,TEPIC,11,TEPIC 11,25,41,3439,,,3373,187,,281,266,1289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,392,,,,,,,,,,,,,,,,10,9652,492,10154,16060,0.6323
18,NAYARIT,18,TUXPAN ,1,TUXPAN 01,5,9,673,,,613,200,,355,145,140,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2517,80,2598,3849,0.675
