CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COALICION_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,55,B,25,60,33,6,13,12,7,10,1,7,3,0,0,0,177,22,199,440,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,55,C01,35,43,29,4,5,13,14,13,1,9,5,1,1,0,173,11,184,439,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,55,SMR01,16,101,33,3,10,18,7,8,0,7,0,0,1,1,204,13,218,0,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,55,SRP01,48,191,100,7,14,35,14,35,5,12,6,3,12,0,482,21,503,0,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,64,B,11,37,53,4,6,13,7,10,3,1,5,1,1,0,152,20,172,399,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,64,C01,8,52,46,6,12,15,3,6,2,4,1,1,0,1,156,12,169,398,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,65,B,16,70,57,7,17,28,6,12,4,13,5,4,0,0,239,26,265,622,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,66,B,17,61,66,3,8,14,7,7,2,11,1,4,2,0,203,10,213,469,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,66,C01,17,63,43,3,5,14,8,14,1,8,3,0,0,0,179,11,190,468,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,67,B,21,75,64,0,0,19,14,15,2,5,5,0,0,0,220,34,254,583,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,68,B,15,50,47,0,9,24,10,17,2,15,3,0,0,0,192,16,208,471,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,68,C01,17,38,47,2,0,27,10,14,1,24,6,4,0,0,190,11,201,470,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,69,B,11,89,42,7,8,10,2,2,1,11,2,1,1,0,187,11,198,463,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,69,C01,9,90,55,4,5,19,1,2,2,3,2,3,2,0,197,8,205,462,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,70,B,24,57,64,10,15,16,5,13,5,11,6,0,0,0,226,29,255,597,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,70,C01,26,68,76,8,21,23,4,11,0,8,9,2,5,0,261,25,286,597,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,71,B,18,77,60,2,13,28,6,12,3,10,4,1,0,0,234,15,249,573,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,71,C01,17,96,69,3,12,16,6,9,3,8,3,3,2,0,247,19,266,573,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,72,B,25,95,36,6,16,28,10,23,2,10,4,2,1,0,258,20,278,606,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,72,C01,12,89,57,8,10,23,5,18,3,16,5,2,3,1,251,16,268,605,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,73,B,17,53,70,4,11,17,11,12,4,13,4,3,3,0,222,20,242,476,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,73,C01,29,0,0,0,0,16,8,12,4,9,8,77,55,0,218,18,236,475,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,74,B,13,78,68,2,5,21,6,18,1,8,4,0,1,0,225,8,233,471,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,74,C01,19,67,80,5,8,14,10,10,4,9,4,0,0,0,230,10,240,470,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,75,B,11,35,72,12,12,20,3,9,3,4,1,0,0,0,182,5,187,379,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,75,C01,15,36,47,3,9,21,4,14,3,5,2,0,0,1,159,3,163,379,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,82,B,17,70,42,0,9,24,8,10,4,9,5,1,4,0,203,20,223,452,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,83,B,23,114,87,2,17,14,9,17,4,14,7,2,3,0,313,12,325,660,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,85,B,35,74,80,4,8,22,12,15,3,24,9,0,0,0,286,14,300,651,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,86,B,24,73,55,3,11,8,6,18,8,10,2,4,5,0,227,18,245,489,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,86,C01,14,61,64,1,11,12,7,13,5,9,2,2,2,0,203,18,221,489,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,87,B,33,125,98,5,12,28,12,21,2,17,7,1,1,1,362,19,382,748,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,88,B,22,88,43,6,6,16,9,16,3,9,2,1,2,1,223,13,237,439,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,89,B,29,79,50,7,8,29,8,18,7,12,9,3,5,0,264,23,287,631,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,89,C01,25,99,55,2,8,44,5,17,4,13,2,5,1,0,280,15,295,631,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,90,B,22,70,25,4,10,17,3,14,2,3,2,0,0,0,172,18,190,401,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,90,C01,17,70,30,2,10,19,7,14,2,4,2,2,0,0,179,22,201,400,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,91,B,12,59,39,4,7,9,7,6,3,5,4,1,0,0,156,7,163,425,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,91,C01,10,69,34,2,3,9,3,9,1,7,2,2,1,0,152,10,162,425,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,92,B,31,102,57,10,19,18,8,12,10,8,5,4,4,0,288,18,306,714,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,93,B,17,82,20,5,13,19,5,14,6,13,0,0,0,0,194,16,210,399,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,93,C01,12,72,28,3,6,13,7,11,0,6,4,0,0,0,162,14,176,398,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,94,B,47,136,47,7,16,26,10,23,3,8,9,0,0,0,332,32,364,725,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,98,B,32,67,33,5,12,13,4,9,7,6,4,2,1,1,195,14,210,428,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,98,SMR01,8,74,20,0,3,10,2,8,1,5,0,1,0,0,132,36,168,0,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,98,SRP01,42,233,122,15,27,38,3,42,8,11,9,0,4,0,554,0,554,0,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,99,B,36,44,35,4,18,14,4,9,1,12,2,4,1,0,184,11,195,425,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,99,C01,34,67,38,4,14,22,7,13,6,10,3,2,2,0,222,5,227,425,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,100,B,32,68,38,5,27,36,10,17,5,20,3,0,0,1,261,13,275,690,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,100,C01,46,100,53,6,25,25,9,12,9,9,3,2,0,3,299,18,320,690,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,101,B,33,44,48,2,15,26,2,16,5,7,3,4,2,1,207,12,220,453,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,101,C01,30,51,49,3,11,40,3,12,3,7,3,1,2,2,215,13,230,453,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,101,SMR01,16,81,40,1,6,13,1,8,3,2,4,2,1,0,178,8,186,0,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,101,SRP01,21,78,49,5,8,12,3,10,1,5,3,0,1,0,196,8,204,0,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,102,B,26,56,52,4,10,22,5,17,3,10,4,2,1,0,212,13,225,622,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,102,C01,31,94,55,4,16,28,7,18,4,24,5,2,3,0,291,15,306,622,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,103,B,24,52,38,4,15,22,7,12,2,8,5,1,2,0,192,24,216,387,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,103,C01,37,47,47,1,11,26,7,15,3,9,3,1,1,0,208,13,221,386,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,104,B,58,93,65,3,14,28,7,9,5,12,5,2,2,2,303,22,327,737,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,104,C01,53,77,62,4,21,26,7,17,4,22,10,2,0,2,305,29,336,736,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,105,B,27,80,73,3,8,9,2,16,3,10,2,0,1,0,234,23,257,525,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,105,C01,28,74,72,4,11,6,2,10,5,7,4,2,3,1,228,12,241,524,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,105,C02,25,80,68,2,12,15,7,12,4,16,5,3,5,0,254,21,275,524,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,106,B,24,78,37,5,19,18,1,11,9,7,3,1,1,0,214,20,234,517,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,106,C01,44,61,47,7,15,21,4,12,5,12,4,0,0,0,232,22,254,516,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,106,C02,37,84,46,3,14,37,5,10,1,7,5,0,0,3,249,19,271,516,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,106,SMR01,8,37,30,7,10,4,0,5,1,3,2,2,0,0,109,9,118,0,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,106,SRP01,23,79,66,9,11,15,0,15,4,6,5,5,6,0,244,20,264,0,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,107,B,49,83,62,5,16,30,7,19,9,16,4,2,0,0,302,16,318,649,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,107,C01,34,68,75,7,13,23,9,19,6,9,8,1,1,2,273,23,298,649,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,108,B,52,60,50,7,15,36,9,13,7,6,5,0,1,2,261,7,270,629,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,108,C01,54,66,38,4,17,49,6,22,6,11,3,0,5,0,281,24,305,628,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,109,B,34,75,47,3,20,23,5,14,3,12,3,1,3,0,243,17,260,573,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,109,C01,44,64,67,12,18,33,5,6,1,12,2,0,2,0,266,23,289,572,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,193,B,31,96,136,0,0,18,10,13,0,2,1,0,0,0,307,10,317,682,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,193,C01,14,115,153,0,0,21,5,9,1,6,6,0,0,0,330,14,344,682,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,193,C02,18,0,0,0,0,17,8,19,1,1,1,127,119,0,311,15,326,681,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,194,B,39,73,91,4,12,18,7,14,11,9,6,1,6,0,291,24,315,659,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,194,C01,30,76,83,7,14,22,8,20,1,2,2,3,0,0,268,19,287,658,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,231,B,12,47,91,5,7,23,2,23,2,3,0,0,0,0,215,17,232,514,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,231,C01,22,53,59,5,9,12,12,22,1,4,4,1,9,0,213,24,237,514,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,231,C02,19,68,67,4,19,12,7,7,4,7,1,0,0,0,215,13,228,514,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,232,B,25,96,48,9,25,19,5,9,7,7,0,0,0,0,250,20,270,553,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,232,C01,18,91,66,8,8,17,1,11,3,6,6,3,1,0,239,8,247,553,Acta Casilla,,,
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,232,C02,19,109,80,2,17,21,12,14,3,4,4,2,1,0,288,12,300,553,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,24,B,33,63,110,7,12,32,11,37,2,12,12,0,3,0,334,26,360,635,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,24,C01,36,86,98,5,11,31,9,29,3,6,6,3,3,1,326,44,371,635,Grupo Recuento,Recontada,Sentencia TEE/QSU/JIN/019 y 020/2015 acumulados del Tribunal Electoral del Estado de Guerrero,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,25,B,26,79,94,6,13,37,17,31,13,9,6,1,4,0,336,45,381,691,Grupo Recuento,Recontada,Sentencia TEE/QSU/JIN/019 y 020/2015 acumulados del Tribunal Electoral del Estado de Guerrero,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,25,C01,39,90,110,5,15,44,15,33,10,5,8,2,6,0,382,27,409,691,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,111,B,15,112,79,18,8,17,3,20,2,0,5,5,5,0,289,23,312,699,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,111,C01,18,99,74,13,8,24,4,19,1,2,5,0,0,1,267,24,292,699,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,111,C02,21,124,74,9,12,23,4,20,3,4,5,2,2,0,303,10,313,698,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,111,C03,19,95,79,11,11,18,2,28,3,3,5,5,0,13,279,2,294,698,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,121,B,21,141,60,8,8,13,2,21,2,5,6,4,7,0,298,12,310,720,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,121,C01,15,108,53,10,12,8,3,16,4,3,2,4,9,0,247,21,268,719,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,121,C02,10,132,53,18,6,13,1,17,1,1,9,3,4,0,268,8,276,719,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,122,B,9,100,96,12,8,23,8,7,3,6,7,6,13,0,298,15,313,739,Grupo Recuento,Anulada,Sentencia TEE/SSI/REC/047/2015 del Tribunal Electoral del Estado de Guerrero,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,122,C01,10,82,107,13,5,17,6,9,4,2,1,3,10,0,269,14,283,738,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,122,C02,13,99,93,9,9,15,13,15,2,3,3,2,6,0,282,14,296,738,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,122,C03,7,91,83,14,15,18,10,16,2,2,4,1,10,0,273,20,293,738,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,122,C04,23,104,84,11,11,21,6,11,0,2,2,1,8,0,284,15,299,738,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,127,B,15,90,65,7,13,21,4,13,0,3,4,7,4,1,246,13,260,526,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,127,C01,11,68,60,5,9,21,6,9,1,3,3,1,7,0,204,12,216,526,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,127,C02,16,75,60,4,6,24,4,9,1,4,5,4,3,0,215,11,226,525,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,128,B,11,47,153,9,8,7,6,4,1,1,5,5,7,0,264,14,278,626,Grupo Recuento,Anulada,Sentencia TEE/QSU/JIN/019 y 020/2015 acumulados del Tribunal Electoral del Estado de Guerrero,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,128,C01,18,60,131,13,5,5,5,9,1,0,8,3,13,0,271,11,282,626,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,128,C02,20,67,129,6,9,8,4,9,1,6,4,1,14,0,278,10,288,625,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,129,B,21,76,62,4,21,14,5,15,1,3,1,2,2,0,227,19,246,565,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,129,C01,15,70,80,4,13,14,4,12,4,5,5,1,4,0,231,18,249,565,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,129,C02,13,55,82,3,17,4,4,8,1,1,5,2,3,0,198,11,209,565,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,130,B,18,94,47,11,17,27,6,11,1,5,1,1,6,0,245,13,258,608,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,130,C01,8,76,67,3,10,34,3,4,9,2,4,2,4,0,226,13,239,608,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,130,C02,19,80,52,8,8,30,2,9,1,3,3,2,5,0,222,19,241,607,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,131,B,15,97,62,18,14,21,4,12,0,3,10,1,1,0,258,27,285,727,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,131,C01,24,92,67,12,14,31,1,13,4,5,6,3,4,0,276,18,294,727,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,139,B,18,99,82,13,6,24,10,19,5,3,7,2,6,0,294,19,313,710,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,139,C01,23,92,76,6,16,29,6,26,3,7,5,3,5,0,297,16,313,710,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,140,B,11,83,62,11,9,13,1,9,1,4,2,0,7,0,213,14,227,529,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,140,C01,15,83,64,4,9,23,2,13,1,2,4,1,4,0,225,17,242,529,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,141,B,16,77,51,9,17,12,4,17,4,5,5,3,5,0,225,19,244,531,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,141,C01,24,51,73,7,14,23,1,16,1,2,2,0,2,0,216,14,230,531,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,141,C02,18,81,57,11,14,13,1,14,3,6,7,1,4,0,230,12,242,531,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,142,B,13,84,57,15,12,27,5,16,2,6,6,0,0,0,243,26,269,675,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,142,C01,24,73,51,15,11,24,6,20,3,2,3,0,0,0,232,21,253,674,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,143,B,11,89,82,11,11,39,3,5,3,8,3,2,1,0,268,18,286,736,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,143,C01,10,104,86,8,13,39,2,4,3,4,5,1,4,0,283,19,302,736,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,143,C02,14,101,65,7,12,44,1,7,2,0,0,4,4,0,261,0,261,736,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,143,C03,11,94,94,6,8,32,3,8,2,2,2,1,3,0,266,21,287,735,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,144,B,9,80,65,5,10,53,1,11,1,2,3,3,2,0,245,9,254,518,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,144,C01,13,58,45,4,9,79,6,9,1,3,5,0,0,0,232,13,245,518,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,144,C02,16,66,53,6,5,57,6,5,3,2,0,4,6,0,229,14,243,517,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,145,B,21,60,76,11,6,41,5,9,1,4,3,0,5,0,242,15,257,646,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,145,C01,23,65,99,5,13,37,5,14,4,3,1,0,0,5,269,1,275,645,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,146,B,16,67,72,18,12,38,1,11,0,3,5,1,5,0,249,12,261,616,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,146,C01,13,65,79,11,13,33,3,12,6,8,4,0,1,0,248,21,269,615,Acta Casilla,,,
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,146,C02,21,52,77,24,10,27,3,14,0,0,5,2,0,0,235,16,251,615,Acta Casilla,,,
