CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA ,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,10,DURANGO,2,DURANGO,5,DURANGO,1407,C01,164,123,,,18,,,,,6,9,,5,0,,,,,,,,,,,,6,325,2,333,591,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1407C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1408,B,191,93,,,17,,,,,22,2,,4,13,,,,,,,,,,,,1,342,2,345,634,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1408B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1409,B,189,74,,,17,,,,,15,4,,7,14,,,,,,,,,,,,1,320,7,328,571,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1409B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1409,C01,169,105,,,22,,,,,7,2,,6,12,,,,,,,,,,,,0,323,4,327,571,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1409C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1410,B,124,71,,,11,,,,,10,4,,2,7,,,,,,,,,,,,0,229,2,231,409,Acta casilla,,,
1,10,DURANGO,2,DURANGO,5,DURANGO,1410,C01,108,78,,,8,,,,,2,0,,3,6,,,,,,,,,,,,0,205,0,205,408,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_1410C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1411,B,99,59,,,7,,,,,6,2,,3,5,,,,,,,,,,,,0,181,2,183,395,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1411B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1411,C01,114,66,,,9,,,,,5,0,,4,5,,,,,,,,,,,,0,203,5,208,395,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1411C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1412,B,125,104,,,24,,,,,3,2,,8,13,,,,,,,,,,,,0,279,5,284,648,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1412B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1412,C01,151,92,,,16,,,,,4,2,,4,4,,,,,,,,,,,,0,273,2,275,648,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1412C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1413,B,136,83,,,21,,,,,9,0,,2,6,,,,,,,,,,,,0,257,5,262,495,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1413B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1413,C01,109,93,,,18,,,,,12,1,,3,2,,,,,,,,,,,,0,238,5,243,494,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_1413C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1414,B,166,101,,,17,,,,,13,3,,7,6,,,,,,,,,,,,0,313,7,320,601,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_1414B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,1415,B,99,113,,,16,,,,,6,2,,3,2,,,,,,,,,,,,0,241,5,246,491,Grupo de Recuento,,,
1,10,DURANGO,3,DURANGO,5,DURANGO,182,B,119,103,,,9,,,,,5,1,,5,6,,,,,,,,,,,,0,248,8,256,456,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0182B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,182,C01,130,112,,,11,,,,,4,1,,3,6,,,,,,,,,,,,2,267,2,271,456,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0182C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,183,B,120,67,,,6,,,,,3,0,,4,3,,,,,,,,,,,,0,203,5,208,397,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0183B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,183,C01,130,66,,,11,,,,,2,2,,1,1,,,,,,,,,,,,0,213,1,214,397,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0183C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,184,B,198,115,,,15,,,,,5,3,,5,7,,,,,,,,,,,,0,348,8,356,614,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0184B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,184,C01,221,101,,,16,,,,,10,2,,4,5,,,,,,,,,,,,2,359,5,366,613,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0184C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,218,B,253,121,,,15,,,,,12,0,,8,13,,,,,,,,,,,,0,422,3,425,622,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0218B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,218,C01,230,141,,,16,,,,,14,2,,9,12,,,,,,,,,,,,0,424,5,429,622,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0218C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,218,C02,247,144,,,14,,,,,5,1,,4,11,,,,,,,,,,,,0,426,1,427,622,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0218C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,218,C03,243,116,,,17,,,,,14,2,,6,16,,,,,,,,,,,,0,414,3,417,621,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0218C3.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,218,C04,245,226,,,12,,,,,12,1,,3,7,,,,,,,,,,,,0,506,4,510,621,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0218C4.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,219,B,175,96,,,22,,,,,3,7,,6,10,,,,,,,,,,,,0,319,6,325,622,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0219B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,219,C01,178,93,,,18,,,,,7,2,,8,6,,,,,,,,,,,,0,312,3,315,622,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0219C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,219,C02,166,92,,,18,,,,,11,1,,4,8,,,,,,,,,,,,0,300,28,328,621,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0219C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,220,B,139,125,,,25,,,,,5,6,,9,9,,,,,,,,,,,,0,318,5,323,614,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0220B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,221,B,149,157,,,24,,,,,8,3,,4,7,,,,,,,,,,,,0,352,3,355,686,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0221B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,222,B,156,125,,,9,,,,,12,3,,7,5,,,,,,,,,,,,0,317,3,320,642,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0222B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,222,C01,151,138,,,17,,,,,11,2,,6,7,,,,,,,,,,,,0,332,4,336,641,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0222C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,250,B,127,97,,,20,,,,,3,2,,1,5,,,,,,,,,,,,0,255,11,266,500,Acta casilla,,,
1,10,DURANGO,3,DURANGO,5,DURANGO,250,C01,110,97,,,14,,,,,2,3,,1,4,,,,,,,,,,,,0,231,4,235,499,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0250C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,251,B,81,93,,,16,,,,,9,1,,3,2,,,,,,,,,,,,0,205,5,210,436,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0251B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,251,C01,108,99,,,22,,,,,6,4,,5,3,,,,,,,,,,,,0,247,3,250,435,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0251C4.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,252,B,142,100,,,12,,,,,5,3,,2,8,,,,,,,,,,,,0,272,5,277,580,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0252B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,252,C01,135,136,,,13,,,,,3,1,,5,2,,,,,,,,,,,,0,295,3,298,580,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0252C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,252,C02,127,109,,,18,,,,,6,2,,3,7,,,,,,,,,,,,0,272,5,277,579,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0252C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,253,B,140,123,,,23,,,,,7,2,,5,4,,,,,,,,,,,,0,304,3,307,671,Acta casilla,,,
1,10,DURANGO,3,DURANGO,5,DURANGO,253,C01,163,111,,,19,,,,,6,3,,3,10,,,,,,,,,,,,0,315,8,323,671,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0253C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,253,C02,135,120,,,20,,,,,5,4,,4,10,,,,,,,,,,,,0,298,8,306,671,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0253C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,253,C03,131,131,,,31,,,,,5,1,,5,6,,,,,,,,,,,,0,310,9,319,671,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0523C3.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,253,C04,125,127,,,24,,,,,10,0,,8,8,,,,,,,,,,,,0,302,4,306,671,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0253C4.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,253,C05,144,116,,,18,,,,,11,4,,1,9,,,,,,,,,,,,0,303,6,309,671,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0253C5.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,253,C06,110,120,,,13,,,,,8,3,,7,11,,,,,,,,,,,,0,272,7,279,671,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0253C6.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,253,C07,151,126,,,14,,,,,8,5,,4,8,,,,,,,,,,,,0,316,8,324,671,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0253C7.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,253,C08,117,137,,,20,,,,,13,2,,0,6,,,,,,,,,,,,4,295,6,305,670,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0253C8.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,254,B,148,116,,,25,,,,,7,4,,3,8,,,,,,,,,,,,0,311,9,320,692,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0254B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,254,C01,153,124,,,18,,,,,8,3,,5,2,,,,,,,,,,,,0,313,16,329,691,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0254C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,254,C02,185,129,,,23,,,,,7,2,,2,4,,,,,,,,,,,,0,352,2,354,691,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0254C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,255,B,188,109,,,26,,,,,16,6,,1,6,,,,,,,,,,,,0,352,3,355,634,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0255B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,255,C01,172,118,,,29,,,,,10,6,,3,7,,,,,,,,,,,,0,345,7,352,634,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0255C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,255,C02,175,119,,,25,,,,,8,6,,4,5,,,,,,,,,,,,0,342,7,349,634,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0255C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,255,C03,178,107,,,29,,,,,12,2,,5,7,,,,,,,,,,,,1,340,7,348,633,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0255C3.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,276,B,246,133,,,30,,,,,16,3,,8,11,,,,,,,,,,,,0,447,4,451,713,Acta casilla,,,
1,10,DURANGO,3,DURANGO,5,DURANGO,276,C01,256,142,,,24,,,,,11,9,,12,7,,,,,,,,,,,,0,461,0,461,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0276C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,276,C02,232,138,,,37,,,,,8,5,,7,14,,,,,,,,,,,,0,441,4,445,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0276C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,276,C03,252,118,,,25,,,,,12,8,,4,15,,,,,,,,,,,,0,434,1,435,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0276C3.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,276,C04,234,144,,,25,,,,,5,7,,8,18,,,,,,,,,,,,0,441,8,449,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0276C4.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,276,C05,249,145,,,24,,,,,11,5,,8,13,,,,,,,,,,,,0,455,1,456,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0276C5.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,276,C06,252,134,,,26,,,,,13,3,,11,11,,,,,,,,,,,,1,450,7,458,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0276C6.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,276,C07,265,113,,,20,,,,,4,8,,12,13,,,,,,,,,,,,1,435,3,439,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0276C7.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,276,C08,253,123,,,28,,,,,12,3,,6,14,,,,,,,,,,,,0,439,6,445,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0276C8.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,276,C09,242,141,,,17,,,,,4,6,,7,15,,,,,,,,,,,,0,432,2,434,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0276C9.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,277,B,131,98,,,25,,,,,9,4,,6,0,,,,,,,,,,,,0,273,5,278,613,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0277B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,277,C01,120,104,,,23,,,,,2,2,,4,7,,,,,,,,,,,,0,262,6,268,612,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0277C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,278,B,100,105,,,35,,,,,2,2,,2,3,,,,,,,,,,,,0,249,1,250,546,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0278B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,278,C01,116,112,,,24,,,,,4,0,,0,0,,,,,,,,,,,,0,256,4,260,545,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_278C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,278,C02,107,100,,,37,,,,,4,0,,3,5,,,,,,,,,,,,1,256,6,263,545,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0278C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,279,B,144,110,,,24,,,,,12,2,,2,7,,,,,,,,,,,,0,301,7,308,590,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0279B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,279,C01,158,103,,,23,,,,,4,1,,5,9,,,,,,,,,,,,0,303,9,312,590,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0279C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,280,B,217,106,,,29,,,,,11,4,,3,7,,,,,,,,,,,,0,377,6,383,641,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0280B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,280,C01,195,120,,,21,,,,,9,2,,6,6,,,,,,,,,,,,0,359,4,363,640,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0280C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,280,C02,213,99,,,29,,,,,10,2,,5,5,,,,,,,,,,,,1,363,4,368,640,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0280C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,281,B,215,123,,,14,,,,,7,5,,8,3,,,,,,,,,,,,0,375,6,381,665,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0281B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,281,C01,212,116,,,20,,,,,10,0,,7,6,,,,,,,,,,,,1,371,1,373,664,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0281C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,281,C02,208,133,,,33,,,,,11,4,,13,9,,,,,,,,,,,,1,411,6,418,664,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0281C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,282,B,231,93,,,17,,,,,11,2,,6,5,,,,,,,,,,,,0,365,8,373,650,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0282B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,283,B,270,115,,,12,,,,,10,4,,9,8,,,,,,,,,,,,0,428,5,433,637,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0283B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,283,C01,274,110,,,20,,,,,17,0,,15,11,,,,,,,,,,,,0,447,3,450,637,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0283C1.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,283,C02,254,116,,,20,,,,,10,2,,8,8,,,,,,,,,,,,0,418,4,422,637,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0283C2.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,296,B,302,145,,,28,,,,,6,2,,8,16,,,,,,,,,,,,0,507,3,510,750,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0296B.pdf
1,10,DURANGO,3,DURANGO,5,DURANGO,296,C01,297,138,,,20,,,,,2,7,,6,12,,,,,,,,,,,,0,482,3,485,750,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0296C1.pdf
