CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,6,COLIMA,9,,6,ARMERIA,186,2,103,109,8,72,32,7,45,167,7,7,14,13,6,0,2,,,,,592,0,39,631,1155
5,6,COLIMA,9,,6,ARMERIA,187,2,43,106,8,95,21,3,32,191,12,3,28,25,5,0,0,,,,,572,0,32,604,1088
5,6,COLIMA,9,,6,ARMERIA,188,3,192,193,20,80,33,15,60,222,8,18,24,18,6,0,4,,,,,893,0,55,948,1592
5,6,COLIMA,9,,6,ARMERIA,189,1,13,48,2,31,1,5,76,42,1,0,1,4,0,0,0,,,,,224,0,6,230,295
5,6,COLIMA,9,,6,ARMERIA,190,1,13,77,6,45,7,6,73,103,1,1,5,3,3,0,0,,,,,343,0,11,354,462
5,6,COLIMA,16,,7,IXTLAHUACAN,191,2,39,422,2,45,133,15,20,153,91,2,17,79,3,2,4,,,,,1027,0,25,1052,1264
5,6,COLIMA,16,,7,IXTLAHUACAN,192,2,25,363,3,41,109,18,26,203,89,1,16,66,3,4,7,,,,,974,0,27,1001,1251
5,6,COLIMA,16,,7,IXTLAHUACAN,193,2,4,112,0,8,23,6,1,52,7,1,3,19,2,1,1,,,,,240,0,8,248,296
5,6,COLIMA,16,,7,IXTLAHUACAN,194,1,28,145,1,4,38,2,2,40,11,1,7,7,0,0,1,,,,,287,0,9,296,333
5,6,COLIMA,16,,7,IXTLAHUACAN,195,1,16,112,1,10,68,13,3,56,29,0,5,26,3,2,0,,,,,344,0,20,364,562
5,6,COLIMA,16,,7,IXTLAHUACAN,196,1,10,74,1,7,44,4,5,51,50,1,3,27,5,4,0,,,,,286,0,12,298,384
5,6,COLIMA,16,,7,IXTLAHUACAN,197,1,14,62,1,15,28,1,2,25,9,1,5,21,6,0,0,,,,,190,0,7,197,259
5,6,COLIMA,16,,7,IXTLAHUACAN,199,2,10,199,2,7,72,5,10,120,71,0,11,57,2,3,6,,,,,575,0,24,599,735
5,6,COLIMA,13,,8,MANZANILLO,200,1,69,33,1,118,12,6,10,98,4,1,5,4,0,0,3,,,,7,371,0,10,381,606
5,6,COLIMA,13,,8,MANZANILLO,201,1,22,5,1,15,1,6,1,17,1,1,1,0,0,0,0,,,,3,74,0,3,77,123
5,6,COLIMA,13,,8,MANZANILLO,202,4,231,129,14,223,38,61,48,527,30,4,19,26,4,0,1,,,,53,1408,0,63,1471,2528
5,6,COLIMA,13,,8,MANZANILLO,203,2,86,74,4,76,13,57,10,167,6,0,9,6,2,0,0,,,,21,531,0,22,553,915
5,6,COLIMA,13,,8,MANZANILLO,204,2,106,71,14,106,29,29,16,364,17,4,9,9,4,0,1,,,,22,801,0,46,847,1493
5,6,COLIMA,13,,8,MANZANILLO,205,2,90,43,5,73,13,24,15,191,14,2,6,6,1,0,0,,,,11,494,0,23,517,953
5,6,COLIMA,13,,8,MANZANILLO,206,3,136,90,11,211,31,30,19,390,19,1,13,9,5,0,1,,,,19,985,0,50,1035,1742
5,6,COLIMA,13,,8,MANZANILLO,207,1,58,41,4,67,4,17,7,99,4,1,3,10,0,0,0,,,,18,333,0,10,343,510
5,6,COLIMA,13,,8,MANZANILLO,208,2,101,44,3,60,18,13,7,171,11,1,11,5,2,0,1,,,,18,466,0,18,484,863
5,6,COLIMA,13,,8,MANZANILLO,209,2,108,99,17,84,15,35,12,230,14,1,9,15,4,1,1,,,,34,679,0,28,707,1164
5,6,COLIMA,13,,8,MANZANILLO,210,2,87,64,6,99,29,23,7,258,4,1,8,14,1,0,0,,,,11,612,0,31,643,1220
5,6,COLIMA,13,,8,MANZANILLO,211,3,126,93,10,255,26,26,13,393,16,5,16,21,7,0,1,,,,28,1036,12,60,1108,1977
5,6,COLIMA,13,,8,MANZANILLO,212,1,66,29,5,68,8,9,10,109,4,0,7,5,1,0,0,,,,22,343,0,9,352,530
5,6,COLIMA,13,,8,MANZANILLO,213,2,123,84,4,186,13,18,44,221,17,2,18,9,5,1,2,,,,17,764,0,28,792,1181
5,6,COLIMA,13,,8,MANZANILLO,214,2,135,53,6,138,24,13,12,223,22,1,11,22,6,0,4,,,,12,682,0,24,706,1100
5,6,COLIMA,9,,8,MANZANILLO,215,3,82,93,13,186,29,45,10,442,19,0,15,22,3,2,5,,,,,966,2,47,1015,1773
5,6,COLIMA,13,,8,MANZANILLO,216,4,133,115,10,212,48,50,13,455,28,1,21,16,4,0,4,,,,38,1148,0,44,1192,2292
5,6,COLIMA,13,,8,MANZANILLO,217,2,107,80,8,122,11,25,11,249,11,3,8,10,2,0,1,,,,20,668,0,30,698,1012
5,6,COLIMA,13,,8,MANZANILLO,218,1,82,33,3,59,6,8,10,137,5,1,10,4,5,0,0,,,,11,374,0,7,381,611
5,6,COLIMA,13,,8,MANZANILLO,219,2,130,62,4,185,13,27,6,228,11,1,18,12,3,0,1,,,,17,718,0,33,751,1154
5,6,COLIMA,13,,8,MANZANILLO,220,1,87,42,4,66,4,24,22,123,8,2,4,1,0,0,1,,,,9,397,0,12,409,552
5,6,COLIMA,13,,8,MANZANILLO,221,2,70,64,3,168,11,22,9,303,33,3,12,14,1,1,2,,,,14,730,0,24,754,1047
5,6,COLIMA,14,,8,MANZANILLO,222,2,74,57,7,74,15,47,6,67,9,1,5,3,5,1,0,,,,,371,0,26,397,526
5,6,COLIMA,14,,8,MANZANILLO,223,2,67,111,19,83,25,32,27,132,5,2,22,7,0,0,2,,,,,534,0,58,592,789
5,6,COLIMA,14,,8,MANZANILLO,224,1,21,48,8,46,15,10,3,50,4,4,8,4,0,0,1,,,,,222,0,33,255,365
5,6,COLIMA,14,,8,MANZANILLO,225,2,91,86,11,96,24,36,16,200,13,2,9,8,1,0,2,,,,,595,0,40,635,1059
5,6,COLIMA,14,,8,MANZANILLO,226,3,88,134,9,145,30,28,26,196,12,3,21,12,5,0,2,,,,,711,0,54,765,1101
5,6,COLIMA,14,,8,MANZANILLO,227,2,76,106,15,117,24,45,7,162,5,3,2,3,2,0,3,,,,,570,0,25,595,923
5,6,COLIMA,14,,8,MANZANILLO,228,5,141,266,27,238,23,93,48,396,25,1,14,9,3,0,3,,,,,1287,1,78,1366,2123
5,6,COLIMA,14,,8,MANZANILLO,229,1,9,20,4,25,2,9,6,78,2,0,1,2,2,0,0,,,,,160,0,4,164,230
5,6,COLIMA,14,,8,MANZANILLO,230,4,174,154,24,309,41,90,45,559,30,3,25,21,8,1,3,,,,,1487,0,77,1564,2493
5,6,COLIMA,14,,8,MANZANILLO,231,2,48,68,0,54,5,30,7,41,5,1,7,2,1,0,1,,,,,270,0,16,286,397
5,6,COLIMA,14,,8,MANZANILLO,232,3,76,85,8,152,26,32,25,239,12,0,11,9,1,0,3,,,,,679,0,43,722,1068
5,6,COLIMA,14,,8,MANZANILLO,233,3,148,137,10,198,25,97,21,484,25,1,18,16,4,1,5,,,,,1190,0,39,1229,1915
5,6,COLIMA,14,,8,MANZANILLO,234,3,220,105,21,289,42,86,36,491,20,2,11,5,3,0,4,,,,,1335,0,79,1414,2148
5,6,COLIMA,11,,8,MANZANILLO,235,2,51,74,11,113,39,29,26,291,8,1,15,11,5,1,6,,,,,681,1,48,730,1224
5,6,COLIMA,11,,8,MANZANILLO,236,16,510,471,65,774,323,262,115,2372,108,8,77,104,49,3,11,,,,,5252,2,221,5475,9941
5,6,COLIMA,11,,8,MANZANILLO,237,3,103,142,7,168,63,34,39,426,15,1,29,20,13,1,3,,,,,1064,1,69,1134,2154
5,6,COLIMA,11,,8,MANZANILLO,238,20,882,801,69,972,379,605,247,3608,128,8,75,116,31,2,8,,,,,7931,9,257,8197,13536
5,6,COLIMA,11,,8,MANZANILLO,239,2,57,68,6,83,25,47,16,236,6,0,10,16,3,1,0,,,,,574,0,19,593,943
5,6,COLIMA,11,,8,MANZANILLO,240,2,82,132,7,116,37,46,19,330,7,0,17,10,6,0,2,,,,,811,1,27,839,1467
5,6,COLIMA,11,,8,MANZANILLO,241,2,50,74,3,67,17,22,16,178,5,2,12,11,6,0,3,,,,,466,0,34,500,734
5,6,COLIMA,14,,8,MANZANILLO,242,1,112,78,4,34,5,14,3,89,3,2,3,1,0,0,2,,,,,350,0,7,357,594
5,6,COLIMA,11,,8,MANZANILLO,243,3,115,168,8,187,35,66,57,411,17,0,18,12,4,1,0,,,,,1099,0,36,1135,1867
5,6,COLIMA,12,,8,MANZANILLO,244,10,468,295,41,565,158,273,190,1992,79,3,33,68,23,0,3,,,,,4191,8,115,4314,7242
5,6,COLIMA,11,,8,MANZANILLO,245,3,169,111,18,198,39,72,26,400,9,4,23,23,3,0,0,,,,,1095,1,53,1149,2030
5,6,COLIMA,12,,8,MANZANILLO,246,4,277,106,16,160,46,85,68,569,32,1,14,19,8,1,9,,,,,1411,0,62,1473,2344
5,6,COLIMA,12,,8,MANZANILLO,247,2,21,14,1,14,7,16,9,51,5,0,1,1,0,0,0,,,,,140,2,11,153,251
5,6,COLIMA,12,,8,MANZANILLO,248,18,936,491,55,926,227,708,362,2873,118,13,49,73,23,1,7,,,,,6862,6,157,7025,11005
5,6,COLIMA,12,,8,MANZANILLO,249,1,63,57,3,52,17,43,22,156,14,1,4,4,3,0,1,,,,,440,0,15,455,706
5,6,COLIMA,12,,8,MANZANILLO,250,18,805,678,45,1088,218,551,419,3363,157,9,54,104,20,3,7,,,,,7521,7,221,7749,11670
5,6,COLIMA,14,,8,MANZANILLO,251,6,292,236,33,305,69,131,96,1120,53,3,25,29,14,0,6,,,,,2412,0,57,2469,3803
5,6,COLIMA,14,,8,MANZANILLO,252,3,131,110,11,113,28,52,37,422,22,1,9,13,6,0,2,,,,,957,1,41,999,1571
5,6,COLIMA,14,,8,MANZANILLO,253,2,137,91,8,108,30,70,21,343,21,0,8,4,4,0,6,,,,,851,0,43,894,1385
5,6,COLIMA,14,,8,MANZANILLO,254,1,100,66,1,27,6,18,10,92,10,1,3,5,1,0,1,,,,,341,0,14,355,564
5,6,COLIMA,14,,8,MANZANILLO,255,1,50,43,4,31,3,17,11,80,6,1,1,4,0,2,0,,,,,253,0,7,260,382
5,6,COLIMA,14,,8,MANZANILLO,256,2,104,64,6,39,12,20,13,142,13,3,6,4,0,0,2,,,,,428,1,23,452,787
5,6,COLIMA,14,,8,MANZANILLO,257,2,91,55,7,97,16,48,20,292,18,1,11,15,3,0,1,,,,,675,0,32,707,1127
5,6,COLIMA,13,,8,MANZANILLO,258,5,236,182,20,306,51,77,24,900,37,4,26,21,3,1,6,,,,51,1945,1,67,2013,3377
5,6,COLIMA,13,,8,MANZANILLO,259,3,85,76,17,194,36,29,20,414,16,3,13,20,5,0,1,,,,23,952,0,37,989,1675
5,6,COLIMA,14,,8,MANZANILLO,260,4,159,142,25,218,67,54,28,741,32,2,16,44,11,0,5,,,,,1544,1,87,1632,2687
5,6,COLIMA,9,,8,MANZANILLO,261,3,91,65,25,156,46,44,12,467,12,3,5,25,2,1,3,,,,,957,0,64,1021,1719
5,6,COLIMA,13,,8,MANZANILLO,262,2,77,64,12,146,15,32,19,395,10,0,11,8,2,1,3,,,,27,822,1,17,840,1392
5,6,COLIMA,9,,8,MANZANILLO,263,2,67,62,20,85,21,26,12,333,10,3,7,11,3,0,0,,,,,660,0,22,682,1190
5,6,COLIMA,9,,8,MANZANILLO,264,3,64,105,48,140,41,23,15,446,17,2,8,14,5,1,5,,,,,934,0,57,991,1783
5,6,COLIMA,9,,8,MANZANILLO,265,1,40,33,7,51,16,8,49,124,9,0,0,3,0,0,1,,,,,341,0,16,357,506
5,6,COLIMA,9,,8,MANZANILLO,266,1,42,70,7,33,17,7,21,142,5,0,6,5,1,0,1,,,,,357,0,20,377,649
5,6,COLIMA,9,,8,MANZANILLO,267,3,138,211,29,180,50,18,38,295,9,1,21,10,10,0,2,,,,,1012,1,64,1077,1708
5,6,COLIMA,13,,8,MANZANILLO,268,1,51,35,7,51,13,19,14,176,7,2,6,6,4,0,1,,,,19,411,1,11,423,626
5,6,COLIMA,13,,8,MANZANILLO,269,3,162,78,25,249,31,23,22,415,24,2,14,14,4,1,3,,,,29,1096,0,63,1159,1790
5,6,COLIMA,14,,9,MINATITLAN,270,2,100,311,10,54,170,72,63,260,18,4,17,12,3,0,1,,,,,1095,0,46,1141,1496
5,6,COLIMA,14,,9,MINATITLAN,271,3,102,433,6,60,163,63,82,275,16,3,21,23,9,0,0,,,,,1256,2,61,1319,1643
5,6,COLIMA,14,,9,MINATITLAN,272,2,103,276,8,40,151,48,55,219,6,1,14,20,4,1,0,,,,,946,1,65,1012,1253
5,6,COLIMA,14,,9,MINATITLAN,273,2,21,234,5,6,215,24,3,66,8,0,8,6,7,0,1,,,,,604,0,22,626,769
5,6,COLIMA,14,,9,MINATITLAN,274,2,10,131,1,6,63,13,8,78,2,0,2,0,1,0,0,,,,,315,0,15,330,411
5,6,COLIMA,14,,9,MINATITLAN,275,2,43,224,12,28,73,40,25,199,15,1,9,11,6,0,0,,,,,686,0,16,702,871
5,6,COLIMA,14,,9,MINATITLAN,276,3,44,257,11,56,149,69,14,114,6,0,16,11,5,1,1,,,,,754,0,25,779,898
5,6,COLIMA,10,,10,TECOMAN,277,5,246,369,26,48,43,42,79,608,11,10,17,24,12,0,3,,,,,1538,0,82,1620,3095
5,6,COLIMA,10,,10,TECOMAN,278,2,107,141,11,26,18,17,38,207,7,3,6,5,4,1,2,,,,,593,0,28,621,1125
5,6,COLIMA,10,,10,TECOMAN,279,1,63,63,4,11,13,10,34,118,1,1,1,3,3,1,1,,,,,327,0,6,333,550
5,6,COLIMA,10,,10,TECOMAN,280,11,614,738,50,138,131,134,117,1420,50,23,58,65,16,2,12,,,,,3568,2,156,3726,7431
5,6,COLIMA,10,,10,TECOMAN,281,3,127,146,6,25,17,55,32,216,7,3,6,6,0,0,1,,,,,647,0,23,670,1010
5,6,COLIMA,10,,10,TECOMAN,282,3,213,282,25,50,34,34,39,428,6,7,6,13,6,0,8,,,,,1151,1,30,1182,2168
5,6,COLIMA,10,,10,TECOMAN,283,5,387,371,26,50,62,79,59,619,12,12,21,26,5,0,4,,,,,1733,2,57,1792,3247
5,6,COLIMA,10,,10,TECOMAN,284,2,79,106,12,14,16,17,17,168,1,2,3,3,0,0,4,,,,,442,0,24,466,797
5,6,COLIMA,10,,10,TECOMAN,285,1,75,98,7,13,9,43,14,108,0,0,9,3,0,0,0,,,,,379,0,10,389,700
5,6,COLIMA,16,,10,TECOMAN,286,3,223,214,15,25,13,24,40,392,6,1,2,8,2,0,4,,,,,969,0,21,990,1753
5,6,COLIMA,10,,10,TECOMAN,287,1,60,80,5,7,8,11,19,110,0,1,3,1,1,1,0,,,,,307,0,16,323,537
5,6,COLIMA,10,,10,TECOMAN,288,1,80,95,2,9,11,8,21,88,2,1,6,3,1,0,0,,,,,327,0,17,344,538
5,6,COLIMA,16,,10,TECOMAN,289,2,118,123,6,12,23,6,35,213,7,8,12,7,3,0,0,,,,,573,0,24,597,989
5,6,COLIMA,16,,10,TECOMAN,290,5,424,452,21,59,32,43,131,743,23,2,18,19,7,1,7,,,,,1982,1,61,2044,3350
5,6,COLIMA,10,,10,TECOMAN,291,6,302,487,32,58,68,53,57,782,24,7,26,45,12,0,9,,,,,1962,3,113,2078,4006
5,6,COLIMA,10,,10,TECOMAN,292,2,117,149,2,18,11,18,18,206,1,4,6,6,4,0,2,,,,,562,2,32,596,1066
5,6,COLIMA,10,,10,TECOMAN,293,1,87,96,6,6,8,17,10,161,4,2,2,3,4,1,0,,,,,407,0,25,432,741
5,6,COLIMA,10,,10,TECOMAN,294,1,97,64,3,9,4,15,15,86,0,6,3,3,0,0,1,,,,,306,0,4,310,478
5,6,COLIMA,16,,10,TECOMAN,295,1,91,124,11,24,6,10,22,143,1,1,5,0,1,0,2,,,,,441,0,20,461,732
5,6,COLIMA,16,,10,TECOMAN,296,2,80,136,6,7,12,13,17,136,3,3,6,7,3,0,1,,,,,430,0,25,455,761
5,6,COLIMA,16,,10,TECOMAN,297,3,236,252,10,18,20,23,33,323,6,7,14,15,2,0,3,,,,,962,0,42,1004,1756
5,6,COLIMA,15,,10,TECOMAN,298,2,105,271,10,15,22,24,11,245,4,0,10,10,3,0,1,,,,,731,1,33,765,1337
5,6,COLIMA,10,,10,TECOMAN,299,2,107,114,7,17,22,27,13,229,4,2,6,14,4,0,1,,,,,567,0,25,592,1031
5,6,COLIMA,10,,10,TECOMAN,300,1,105,124,6,12,13,32,19,113,1,3,4,8,1,0,0,,,,,441,1,12,454,696
5,6,COLIMA,16,,10,TECOMAN,301,2,108,134,4,15,14,16,21,176,1,4,9,7,4,0,0,,,,,513,1,27,541,843
5,6,COLIMA,15,,10,TECOMAN,302,3,149,331,15,35,22,35,21,249,8,1,12,10,1,1,0,,,,,890,0,30,920,1562
5,6,COLIMA,15,,10,TECOMAN,303,2,53,134,15,23,27,18,17,207,9,1,3,5,3,0,0,,,,,515,0,24,539,896
5,6,COLIMA,15,,10,TECOMAN,304,2,87,188,8,17,25,16,11,215,4,5,6,8,2,0,1,,,,,593,1,32,626,1017
5,6,COLIMA,15,,10,TECOMAN,305,2,93,216,3,26,16,39,18,249,5,2,12,10,2,0,0,,,,,691,1,31,723,1203
5,6,COLIMA,15,,10,TECOMAN,306,1,62,110,5,4,19,28,14,112,5,2,2,6,3,0,4,,,,,376,0,19,395,654
5,6,COLIMA,15,,10,TECOMAN,307,2,85,122,3,6,14,12,29,160,4,1,6,11,3,0,1,,,,,457,0,13,470,833
5,6,COLIMA,15,,10,TECOMAN,308,2,79,218,10,20,30,16,21,205,8,3,10,12,3,3,2,,,,,640,0,28,668,1178
5,6,COLIMA,15,,10,TECOMAN,309,1,62,133,4,8,17,16,13,162,2,2,3,8,1,0,0,,,,,431,0,23,454,715
5,6,COLIMA,15,,10,TECOMAN,310,2,118,170,4,27,20,19,24,200,5,3,4,4,2,0,4,,,,,604,1,19,624,1053
5,6,COLIMA,15,,10,TECOMAN,311,3,159,373,16,35,50,47,25,373,6,1,16,8,4,0,2,,,,,1115,0,47,1162,2048
5,6,COLIMA,15,,10,TECOMAN,312,5,276,551,31,87,71,43,34,579,9,1,19,20,6,3,4,,,,,1734,0,81,1815,3372
5,6,COLIMA,15,,10,TECOMAN,313,2,123,126,6,8,14,18,17,171,3,3,9,7,1,0,1,,,,,507,0,16,523,912
5,6,COLIMA,15,,10,TECOMAN,314,2,152,189,1,10,26,34,38,244,6,3,3,7,4,0,2,,,,,719,0,29,748,1257
5,6,COLIMA,15,,10,TECOMAN,315,4,247,372,12,21,67,69,82,575,11,8,11,13,10,1,5,,,,,1504,2,58,1564,2538
5,6,COLIMA,15,,10,TECOMAN,316,5,387,428,29,26,59,65,39,499,7,13,13,25,12,5,4,,,,,1611,1,87,1699,3469
5,6,COLIMA,16,,10,TECOMAN,317,2,85,164,6,28,10,6,6,156,7,1,3,13,2,0,2,,,,,489,0,37,526,896
5,6,COLIMA,16,,10,TECOMAN,318,2,68,183,12,12,22,7,3,208,5,0,8,19,2,0,1,,,,,550,0,23,573,1022
5,6,COLIMA,16,,10,TECOMAN,319,2,91,204,11,9,24,11,4,202,5,3,16,14,7,0,2,,,,,603,0,24,627,1061
5,6,COLIMA,16,,10,TECOMAN,320,2,138,131,12,19,6,2,7,171,3,0,3,0,1,0,2,,,,,495,0,16,511,869
5,6,COLIMA,16,,10,TECOMAN,321,3,104,170,17,13,26,26,22,379,10,4,6,14,11,1,4,,,,,807,0,41,848,1501
5,6,COLIMA,15,,10,TECOMAN,322,1,57,75,13,8,13,9,6,99,4,0,0,5,0,0,3,,,,,292,0,12,304,511
5,6,COLIMA,15,,10,TECOMAN,323,2,38,98,10,8,18,11,11,187,3,1,6,11,1,1,2,,,,,406,0,25,431,844
5,6,COLIMA,15,,10,TECOMAN,324,2,101,187,18,19,26,18,12,235,9,3,7,7,2,1,2,,,,,647,0,33,680,1299
5,6,COLIMA,16,,10,TECOMAN,325,1,76,60,5,13,7,8,5,142,4,2,3,4,0,0,0,,,,,329,0,8,337,622
5,6,COLIMA,16,,10,TECOMAN,326,2,61,96,8,53,14,12,13,166,1,0,6,4,0,0,3,,,,,437,0,16,453,810
5,6,COLIMA,16,,10,TECOMAN,327,1,52,59,7,12,8,6,3,48,1,0,3,1,3,0,0,,,,,203,0,8,211,344
5,6,COLIMA,15,,10,TECOMAN,328,2,89,91,6,2,19,6,4,238,9,0,2,11,2,1,2,,,,,482,0,25,507,768
5,6,COLIMA,16,,10,TECOMAN,329,3,187,177,16,58,39,14,24,429,9,4,12,13,6,1,4,,,,,993,0,54,1047,2048
5,6,COLIMA,16,,10,TECOMAN,330,1,44,21,4,5,3,0,0,25,1,1,2,0,0,0,0,,,,,106,0,5,111,164
5,6,COLIMA,16,,10,TECOMAN,331,1,10,53,3,6,4,1,1,48,1,0,1,2,0,0,0,,,,,130,0,4,134,213
5,6,COLIMA,16,,10,TECOMAN,332,1,40,52,5,8,8,2,6,37,2,1,1,2,1,0,1,,,,,166,0,6,172,314
5,6,COLIMA,16,,10,TECOMAN,333,1,32,46,5,32,1,3,3,30,0,2,5,1,0,0,0,,,,,160,0,12,172,277
5,6,COLIMA,16,,10,TECOMAN,334,3,358,149,34,73,33,16,16,270,14,17,15,22,7,1,1,,,,,1026,2,64,1092,2214
5,6,COLIMA,16,,10,TECOMAN,335,3,278,118,29,50,28,9,6,224,3,8,16,16,3,0,1,,,,,789,0,45,834,1772
5,6,COLIMA,16,,10,TECOMAN,336,3,240,140,22,54,22,13,13,199,6,5,10,8,4,0,4,,,,,740,0,37,777,1545
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,337,2,122,102,8,18,29,62,19,281,17,2,1,8,4,0,0,,,,,673,1,24,698,1278
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,338,2,111,112,17,10,27,98,22,326,11,1,5,9,3,0,2,,,,,754,0,19,773,1421
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,339,1,39,41,0,5,17,21,3,90,0,0,1,6,2,0,0,,,10,,235,0,1,236,398
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,340,1,29,47,4,4,6,47,8,128,2,0,0,4,1,0,0,,,13,,293,0,4,297,459
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,341,1,18,35,6,3,13,40,10,77,2,0,0,2,1,1,0,,,9,,217,0,2,219,324
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,342,1,24,34,1,6,12,29,13,113,8,0,0,4,1,0,1,,,34,,280,0,4,284,410
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,343,1,68,106,5,11,16,57,32,164,6,1,1,0,1,0,0,,,42,,510,0,11,521,743
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,344,2,53,118,4,18,15,46,22,195,10,0,1,5,1,1,0,,,72,,561,1,12,574,851
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,345,1,50,72,1,7,16,44,23,168,6,1,1,1,5,0,1,,,48,,444,0,16,460,703
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,346,1,35,72,3,6,8,46,8,101,4,0,4,2,0,0,2,,,33,,324,0,5,329,463
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,347,1,75,77,4,7,12,61,19,186,2,1,1,1,1,0,0,,,38,,485,0,9,494,694
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,348,2,67,110,2,8,27,41,23,165,5,1,6,2,2,0,1,,,48,,508,0,16,524,771
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,349,2,72,103,6,14,14,61,36,237,6,0,2,5,0,1,1,,,60,,618,1,15,634,875
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,350,2,75,92,9,7,23,55,27,159,7,0,3,2,2,1,3,,,41,,506,1,16,523,756
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,351,1,33,55,2,5,11,28,18,127,6,2,3,0,2,0,0,,,30,,322,0,12,334,459
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,352,1,32,60,1,10,11,17,27,138,7,0,0,4,1,0,0,,,28,,336,0,5,341,509
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,353,1,27,49,2,6,9,34,8,119,4,0,1,3,0,0,0,,,22,,284,0,4,288,429
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,354,1,57,85,4,8,14,53,18,191,6,3,0,4,3,0,0,,,39,,485,0,18,503,704
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,355,2,70,135,13,9,28,54,22,202,4,2,3,3,2,1,0,,,53,,601,0,15,616,893
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,356,2,47,118,3,8,19,50,16,164,10,5,3,6,1,0,1,,,44,,495,0,10,505,770
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,357,1,60,74,2,15,31,36,12,174,8,3,1,2,0,0,0,,,44,,462,0,15,477,704
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,358,1,49,83,6,11,20,60,18,157,8,1,5,4,2,0,0,,,35,,459,1,14,474,678
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,359,1,60,87,4,10,14,39,13,155,7,1,1,6,0,0,1,,,43,,441,0,14,455,698
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,360,1,48,71,4,17,5,35,25,145,4,0,3,2,0,0,0,,,40,,399,1,8,408,601
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,361,2,56,83,6,11,15,45,25,215,10,2,3,3,2,0,2,,,57,,535,1,13,549,805
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,362,2,92,86,10,12,31,59,16,203,7,2,3,10,1,0,0,,,,,532,0,10,542,1028
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,363,2,96,104,12,15,34,75,27,252,6,2,1,13,0,1,2,,,,,640,1,25,666,1099
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,364,1,66,67,3,5,18,32,15,152,13,1,1,5,2,0,1,,,,,381,0,8,389,628
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,365,1,50,52,1,4,8,27,3,122,6,0,0,4,0,0,0,,,,,277,0,4,281,446
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,366,1,56,57,5,5,20,21,9,109,11,1,0,1,0,0,0,,,,,295,0,9,304,500
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,367,1,34,41,10,5,13,36,7,104,5,2,2,1,2,0,0,,,,,262,0,5,267,494
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,368,1,66,69,3,3,12,31,16,122,7,1,2,1,2,0,0,,,,,335,1,6,342,512
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,369,2,107,116,8,13,25,62,23,233,4,1,5,4,0,0,0,,,,,601,1,21,623,963
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,370,2,77,185,7,14,23,72,29,245,16,0,5,6,1,0,1,,,65,,746,0,14,760,1181
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,371,1,71,97,8,7,15,37,23,163,8,0,0,3,0,0,2,,,38,,472,0,16,488,682
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,372,1,25,39,4,3,7,20,23,110,3,0,2,2,0,0,1,,,40,,279,0,13,292,419
