DISTRITO LOCAL,NUM MPO,MUNICIPIO,Coalicion1,Coalicion2,SECCION,TIPO,LISTANOMINAL,PAN,PRI,PRD,PT,PVEM,PCP,PAS,PSN,PC,PRI-PVEM,CC1,CC2,SumaCC1,SumaCC2,NoRegistrados,Nulos,Total
4,50,VILLA DE RAMOS,,,1623,B,732,2,,,265,,0,,,,252,,,,,0,7,526
4,50,VILLA DE RAMOS,,,1623,C1,732,7,,,290,,2,,,,218,,,,,0,4,521
4,50,VILLA DE RAMOS,,,1624,B,299,2,,,125,,1,,,,47,,,,,0,2,177
4,50,VILLA DE RAMOS,,,1625,B,292,5,,,111,,5,,,,64,,,,,0,3,188
4,50,VILLA DE RAMOS,,,1626,B,129,2,,,35,,0,,,,19,,,,,0,0,56
4,50,VILLA DE RAMOS,,,1627,B,459,13,,,122,,3,,,,133,,,,,0,4,275
4,50,VILLA DE RAMOS,,,1628,B,447,2,,,149,,0,,,,98,,,,,0,7,256
4,50,VILLA DE RAMOS,,,1628,C1,447,1,,,155,,2,,,,73,,,,,0,7,238
4,50,VILLA DE RAMOS,,,1629,B,537,1,,,136,,3,,,,128,,,,,0,9,277
4,50,VILLA DE RAMOS,,,1629,C1,537,2,,,137,,1,,,,136,,,,,0,6,282
4,50,VILLA DE RAMOS,,,1629,C2,537,1,,,144,,0,,,,142,,,,,0,4,291
4,50,VILLA DE RAMOS,,,1630,B,665,1,,,219,,4,,,,122,,,,,0,2,348
4,50,VILLA DE RAMOS,,,1631,B,734,2,,,267,,2,,,,121,,,,,0,3,395
4,50,VILLA DE RAMOS,,,1631,C1,734,3,,,275,,3,,,,105,,,,,0,6,392
4,50,VILLA DE RAMOS,,,1632,B,513,5,,,199,,3,,,,58,,,,,0,2,267
4,50,VILLA DE RAMOS,,,1632,C1,485,3,,,170,,0,,,,71,,,,,0,6,250
4,50,VILLA DE RAMOS,,,1633,B,399,9,,,139,,0,,,,51,,,,,0,3,202
4,50,VILLA DE RAMOS,,,1633,C1,400,7,,,129,,0,,,,60,,,,,0,1,197
4,50,VILLA DE RAMOS,,,1634,B,312,4,,,136,,4,,,,26,,,,,0,1,171
4,50,VILLA DE RAMOS,,,1635,B,252,12,,,88,,0,,,,31,,,,,0,3,134
4,50,VILLA DE RAMOS,,,1637,B,183,18,,,60,,0,,,,8,,,,,0,1,87
,,,,,,,,,,,,,,,,,,,,,,,,
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,773,B,604,63,,4,0,,2,,0,0,41,5,1,48,5,0,0,116
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,773,C1,604,56,,6,0,,0,,1,2,44,5,0,49,9,0,0,114
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,773,C2,604,36,,2,0,,0,,0,1,42,4,2,46,5,0,3,90
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,773,C3,604,61,,6,1,,2,,0,1,35,2,2,39,10,1,1,112
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,774,B,637,31,,2,1,,7,,0,1,33,0,0,40,4,0,1,76
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,774,C1,637,34,,3,2,,4,,0,0,22,1,1,27,6,0,2,69
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,774,C2,637,28,,6,0,,0,,0,0,21,0,0,21,6,0,0,55
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,774,C3,637,39,,6,1,,7,,0,0,22,0,1,29,8,0,2,78
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,774,C4,638,31,,1,1,,12,,0,0,26,5,0,43,2,0,1,77
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,774,C5,638,35,,5,1,,5,,2,0,30,2,1,37,9,0,0,81
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,775,B,729,45,,2,3,,2,,0,0,26,8,0,36,5,0,2,88
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,775,C1,729,48,,3,6,,0,,0,0,37,0,0,37,9,0,1,95
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,775,C2,730,47,,2,6,,5,,1,0,31,0,0,36,9,0,0,92
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,775,C3,730,46,,5,1,,1,,0,0,30,4,1,35,7,0,1,89
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,776,B,505,67,,5,1,,0,,0,0,19,3,1,22,7,0,2,98
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,776,C1,506,49,,4,1,,3,,0,0,27,0,0,30,5,0,0,84
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,776,C2,506,31,,3,0,,3,,0,0,14,4,0,21,3,0,1,56
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,777,B,534,42,,6,1,,3,,1,0,41,0,0,44,8,0,2,96
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,777,C1,534,52,,5,1,,1,,0,1,49,5,1,55,8,0,1,116
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,778,B,698,44,,5,1,,6,,0,4,59,8,0,73,10,0,2,129
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,778,C1,698,53,,6,0,,0,,0,0,60,0,0,60,6,0,0,119
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,778,C2,698,61,,8,1,,3,,0,0,42,5,2,50,11,0,3,125
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,779,B,626,34,,7,3,,2,,1,19,30,3,3,35,33,0,0,102
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,779,C1,626,29,,3,5,,6,,0,20,32,6,9,44,37,0,1,111
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,779,C2,627,38,,10,3,,5,,0,9,31,5,8,41,30,0,4,113
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,780,B,675,41,,7,0,,2,,0,1,44,5,2,51,10,0,3,105
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,780,C1,675,42,,8,2,,0,,1,2,42,6,1,48,14,0,1,105
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,780,C2,675,47,,4,3,,0,,0,0,58,3,1,61,8,0,4,120
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,781,B,670,21,,0,2,,2,,0,1,29,3,1,34,4,0,2,61
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,781,C1,671,33,,0,2,,1,,0,0,22,2,1,25,3,0,3,64
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,781,C2,671,29,,3,2,,2,,0,2,27,0,0,29,7,0,0,65
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,782,B,592,47,,2,1,,7,,0,0,25,5,2,37,5,0,0,89
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,782,C1,592,44,,3,0,,0,,0,0,31,0,0,31,3,0,2,80
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,782,C2,593,39,,3,0,,4,,0,1,34,9,0,47,4,0,4,94
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,783,B,617,39,,0,2,,3,,1,1,31,7,1,41,5,0,3,88
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,783,C1,617,33,,1,1,,4,,0,0,39,3,0,46,2,0,3,84
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,783,C2,618,26,,1,1,,0,,0,1,41,0,0,41,3,0,2,72
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,784,B,559,45,,2,1,,4,,0,0,30,1,1,35,4,0,4,88
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,784,C1,559,55,,10,0,,4,,0,0,28,1,1,33,11,0,1,100
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,784,C2,560,35,,2,0,,2,,0,1,26,4,0,32,3,0,2,72
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,785,B,516,40,,9,1,,2,,0,0,48,3,0,53,10,0,0,103
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,785,C1,517,50,,9,1,,5,,0,2,27,4,4,36,16,0,1,103
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,785,C2,517,53,,6,0,,5,,0,1,45,2,0,52,7,0,1,113
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,786,B,595,55,,9,0,,4,,0,1,55,2,2,61,12,0,3,131
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,786,C1,595,43,,6,1,,4,,0,1,54,3,0,61,8,0,4,116
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,787,B,741,64,,3,0,,2,,0,0,27,2,0,31,3,0,1,99
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,787,C1,741,51,,2,2,,2,,0,0,49,0,0,51,4,0,1,107
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,787,C2,741,51,,4,1,,1,,0,3,26,3,1,30,9,0,5,95
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,787,C3,741,53,,4,2,,3,,0,1,35,0,0,38,7,0,2,100
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,787,C4,742,49,,6,1,,3,,0,0,28,7,0,38,7,0,3,97
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,788,B,417,48,,9,2,,6,,0,1,36,7,0,49,12,0,0,109
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,788,C1,418,45,,4,1,,0,,0,1,52,0,0,52,6,0,4,107
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,789,B,487,35,,5,1,,5,,1,2,43,2,0,50,9,0,1,95
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,789,C1,488,51,,3,1,,6,,0,1,36,0,0,42,5,0,1,99
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,790,B,701,41,,12,4,,0,,0,3,41,7,0,48,19,0,5,113
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,790,C1,701,52,,6,1,,4,,0,0,37,4,0,45,7,0,6,110
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,790,C2,702,46,,6,2,,1,,0,1,63,4,0,68,9,1,3,127
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,791,B,607,53,,4,0,,3,,0,0,29,4,0,36,4,0,0,93
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,791,C1,608,46,,0,1,,3,,0,0,36,7,0,46,1,0,2,95
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,791,C2,608,65,,3,4,,8,,0,1,26,0,0,34,8,0,1,108
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,792,B,641,78,,4,1,,8,,0,2,22,4,2,34,9,0,3,124
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,792,C1,641,64,,6,0,,7,,0,0,24,4,1,35,7,0,5,111
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,792,C2,642,88,,5,2,,8,,0,0,40,8,1,56,8,0,5,157
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,793,B,659,49,,4,0,,3,,0,0,60,6,2,69,6,0,2,126
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,793,C1,659,58,,9,2,,4,,1,1,59,1,1,64,14,0,4,140
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,794,B,647,57,,1,0,,6,,0,0,35,4,1,45,2,0,2,106
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,794,C1,647,49,,7,2,,2,,0,1,40,8,2,50,12,0,2,113
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,794,C2,648,46,,4,1,,3,,0,0,47,6,2,56,7,0,2,111
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,795,B,654,50,,1,0,,3,,0,0,33,0,0,36,1,0,2,89
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,795,C1,654,47,,1,3,,6,,1,2,35,3,0,44,7,0,4,102
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,795,C2,655,65,,4,1,,1,,1,0,41,3,1,45,7,0,3,120
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,796,B,546,50,,2,0,,4,,0,1,32,2,0,38,3,0,1,92
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,796,C1,546,55,,5,1,,6,,0,0,37,0,0,43,6,0,2,106
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,796,C2,547,48,,5,2,,4,,0,0,28,0,0,32,7,0,2,89
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,797,B,727,60,,6,1,,5,,1,0,52,6,1,63,9,0,0,132
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,797,C1,727,40,,4,2,,7,,0,0,45,10,1,62,7,0,3,112
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,798,B,570,48,,10,2,,4,,0,0,39,4,3,47,15,0,2,112
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,798,C1,571,45,,4,1,,5,,0,2,34,0,0,39,7,0,3,94
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,799,B,395,40,,13,2,,1,,0,0,48,3,2,52,17,0,2,111
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,799,C1,396,48,,8,2,,1,,0,1,54,6,3,61,14,0,0,123
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,800,B,708,98,,10,0,,8,,0,0,63,11,0,82,10,0,4,194
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,800,C1,709,88,,6,2,,5,,1,2,73,9,2,87,13,0,1,189
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,801,B,525,70,,8,1,,3,,0,0,54,5,1,62,10,0,3,145
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,801,C1,526,57,,6,2,,4,,1,0,59,2,0,65,9,0,3,134
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,801,C2,526,84,,8,3,,2,,2,2,34,3,0,39,15,0,3,141
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,802,B,708,86,,13,1,,4,,0,1,66,3,0,73,15,0,2,176
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,802,C1,708,86,,9,1,,1,,1,4,53,4,0,58,15,0,2,161
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,803,B,565,88,,9,0,,1,,0,2,72,4,2,77,13,0,3,181
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,803,C1,565,76,,9,1,,4,,0,3,54,4,0,62,13,0,6,157
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,803,C2,566,74,,8,3,,3,,0,3,62,7,2,72,16,0,2,164
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,803,C3,566,66,,11,0,,2,,0,2,80,0,0,82,13,1,5,167
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,804,B,593,74,,10,0,,5,,0,1,74,8,0,87,11,0,3,175
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,805,B,737,61,,6,0,,0,,0,1,44,7,1,51,8,0,3,123
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,805,C1,737,67,,2,0,,5,,0,1,41,8,3,54,6,0,4,131
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,805,C2,738,78,,8,3,,3,,1,1,27,9,1,39,14,0,3,134
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,806,B,577,78,,9,0,,4,,2,2,60,3,1,67,14,0,1,160
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,806,C1,577,82,,12,3,,5,,4,3,61,10,0,76,22,0,1,181
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,807,B,593,76,,8,0,,5,,0,0,55,1,2,61,10,1,4,152
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,807,C1,593,97,,12,2,,4,,1,0,47,4,1,55,16,0,2,170
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,808,B,632,63,,7,0,,9,,1,0,25,0,0,34,8,0,2,107
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,808,C1,632,42,,4,0,,4,,0,0,22,4,0,30,4,0,4,80
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,808,C2,633,65,,0,1,,2,,3,0,36,0,0,38,4,0,1,108
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,809,B,559,45,,6,0,,17,,0,0,53,3,0,73,6,0,2,126
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,809,C1,560,58,,4,0,,18,,0,0,56,0,0,74,4,0,0,136
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,809,C2,560,54,,4,0,,8,,0,0,47,4,0,59,4,0,4,121
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,810,B,585,45,,7,0,,4,,0,0,60,0,0,64,7,0,2,118
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,810,C1,586,38,,4,2,,10,,1,0,40,0,0,50,7,0,2,97
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,811,B,412,53,,14,0,,5,,1,2,47,1,0,53,17,0,2,125
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,811,C1,412,51,,3,1,,4,,0,1,47,6,1,57,6,0,1,115
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,812,B,697,105,,10,0,,6,,0,1,100,9,2,115,13,0,3,236
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,812,C1,697,109,,16,0,,4,,0,2,80,6,2,90,20,0,3,222
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,813,B,553,76,,9,1,,4,,0,0,57,6,0,67,10,0,2,155
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,813,C1,554,72,,5,1,,5,,0,2,58,3,0,66,8,0,4,150
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,814,B,439,48,,4,0,,6,,0,1,34,2,0,42,5,0,2,97
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,814,C1,439,35,,5,0,,3,,0,0,48,6,2,57,7,0,4,103
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,815,B,720,78,,8,0,,0,,0,2,66,0,0,66,10,0,3,157
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,816,B,717,87,,6,1,,8,,0,2,59,0,0,67,9,0,4,167
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,816,C1,718,84,,9,2,,6,,1,0,71,0,0,77,12,0,4,177
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,817,B,579,90,,8,3,,5,,0,1,62,6,0,73,12,0,6,181
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,817,C1,579,75,,14,3,,4,,1,1,47,3,0,54,19,0,3,151
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,818,B,396,51,,10,2,,2,,0,0,37,0,2,39,14,0,1,105
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,818,C1,397,57,,7,1,,2,,0,0,51,1,1,54,9,0,1,121
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,819,B,503,53,,6,1,,5,,4,0,54,7,0,66,11,0,2,132
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,819,C1,504,59,,9,0,,0,,0,0,79,10,0,89,9,0,0,157
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,820,B,418,61,,3,4,,0,,1,0,32,2,2,34,10,0,1,106
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,820,C1,419,66,,6,4,,3,,0,1,48,3,1,54,12,0,1,133
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,821,B,500,45,,7,3,,6,,0,0,29,3,2,38,12,0,4,99
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,821,C1,501,47,,8,1,,3,,0,0,31,3,0,37,9,0,5,98
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,821,C2,501,60,,6,2,,0,,0,0,44,0,1,44,9,0,2,115
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,822,B,613,45,,9,0,,3,,0,0,59,9,0,71,9,0,3,128
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,822,C1,614,65,,6,1,,1,,0,0,61,9,1,71,8,0,1,145
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,823,B,639,66,,8,3,,4,,0,0,77,6,1,87,12,0,3,168
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,823,C1,640,85,,4,1,,4,,0,1,81,9,1,94,7,0,3,189
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,824,B,537,73,,11,1,,4,,1,2,53,5,1,62,16,0,4,155
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,824,C1,537,59,,8,1,,3,,0,0,68,10,2,81,11,0,1,152
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,824,C2,538,47,,9,2,,9,,1,2,55,4,0,68,14,0,1,130
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,825,B,596,90,,9,3,,2,,0,1,72,4,1,78,14,0,1,183
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,825,C1,596,69,,8,4,,11,,1,1,77,6,4,94,18,0,1,182
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,826,B,526,69,,5,0,,0,,0,0,58,4,0,62,5,0,0,136
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,826,C1,526,44,,11,0,,13,,0,0,43,1,0,57,11,0,5,117
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,826,C2,527,71,,13,3,,2,,0,1,44,5,0,51,17,0,2,141
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,827,B,644,78,,15,2,,3,,2,2,88,4,0,95,21,0,1,195
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,827,C1,644,97,,12,2,,8,,0,0,76,11,1,95,15,0,3,210
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,828,B,743,73,,9,0,,6,,1,0,64,11,2,81,12,0,5,171
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,828,C1,744,74,,7,3,,5,,0,2,72,15,1,92,13,0,0,179
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,828,C2,744,63,,8,3,,7,,0,1,101,11,2,119,14,0,2,198
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,829,B,630,58,,3,2,,4,,0,1,36,5,0,45,6,0,2,111
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,829,C1,631,72,,2,0,,5,,0,0,36,2,0,43,2,0,7,124
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,829,C2,631,57,,1,0,,3,,0,1,41,3,0,47,2,1,1,108
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,830,B,544,50,,1,0,,3,,0,3,29,2,2,34,6,0,4,94
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,830,C1,545,40,,6,0,,5,,1,2,33,4,0,42,9,0,1,92
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,830,C2,545,58,,5,1,,1,,0,1,33,3,2,37,9,0,2,106
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,831,B,724,57,,14,1,,13,,1,0,52,7,3,72,19,0,3,151
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,831,C1,724,52,,3,4,,10,,0,2,49,2,1,61,10,1,1,125
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,832,B,560,63,,4,2,,5,,0,1,34,1,0,40,7,0,1,111
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,832,C1,561,45,,7,2,,9,,0,0,46,5,0,60,9,0,0,114
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,833,B,598,68,,10,0,,4,,3,4,45,7,4,56,21,0,4,149
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,833,C1,598,69,,14,0,,0,,0,0,52,0,0,52,14,0,2,137
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,833,C2,598,43,,6,2,,3,,0,1,52,8,2,63,11,0,5,122
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,834,B,604,65,,2,0,,0,,0,0,50,0,1,50,3,0,4,122
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,834,C1,605,68,,2,0,,5,,1,0,53,8,1,66,4,0,2,140
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,834,C2,605,50,,7,3,,2,,0,1,38,6,1,46,12,0,2,110
