CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_PRI_ES,CAND_IND_1,CAND_IND_2,CAND_IND_3,CAND_IND_4,CAND_IND_5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,382,SANTA CRUZ TACACHE DE MINA,1704,B,71,97,90,5,1,1,1,1,0,30,,0,5,0,,,,,,,0,302,2,304,464,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,382,SANTA CRUZ TACACHE DE MINA,1704,C01,52,122,42,3,1,0,0,1,0,25,,0,1,2,,,,,,,0,249,5,254,463,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,382,SANTA CRUZ TACACHE DE MINA,1705,B,51,146,39,1,0,1,0,2,1,21,,0,1,1,,,,,,,0,264,2,266,378,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,382,SANTA CRUZ TACACHE DE MINA,1705,C01,15,92,71,1,0,0,0,0,1,40,,1,0,1,,,,,,,0,222,6,228,378,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,382,SANTA CRUZ TACACHE DE MINA,1706,B,20,169,119,11,5,1,0,1,2,44,,3,2,1,,,,,,,0,378,5,383,368,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,401,SANTA MARIA CAMOTLAN,1787,B,10,136,122,14,16,1,3,2,2,37,,1,2,3,,,,,,,0,349,12,361,696,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,401,SANTA MARIA CAMOTLAN,1788,B,144,192,10,2,3,4,5,2,0,27,,0,2,7,,,,,,,0,398,10,408,700,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,456,SANTIAGO AYUQUILILLA,1971,B,219,145,5,0,3,4,2,2,0,16,,0,3,8,,,,,,,0,407,6,413,674,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,456,SANTIAGO AYUQUILILLA,1971,C01,84,120,23,3,2,0,1,1,0,11,,0,1,0,,,,,,,0,246,8,254,674,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,456,SANTIAGO AYUQUILILLA,1972,B,6,125,129,5,4,1,2,0,0,58,,0,2,1,,,,,,,0,333,8,341,474,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1978,B,5,148,97,6,3,1,3,3,2,65,,0,2,3,,,,,,,1,338,7,346,493,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1978,C01,6,215,150,4,4,1,1,2,0,91,,1,0,2,,,,,,,0,477,7,484,493,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1979,B,2,86,76,1,2,0,1,2,4,61,,0,0,0,,,,,,,0,235,4,239,692,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1980,B,2,61,39,2,0,0,1,1,0,7,,0,0,0,,,,,,,0,113,4,117,323,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1981,B,1,63,93,1,1,1,0,3,2,25,,0,0,0,,,,,,,0,190,7,197,194,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1982,B,2,58,38,2,1,0,0,0,0,37,,0,1,0,,,,,,,0,139,4,143,293,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1983,B,0,8,3,0,0,0,0,2,3,64,,0,0,0,,,,,,,0,80,4,84,191,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1984,B,1,17,8,1,2,1,2,2,5,123,,1,0,0,,,,,,,0,163,4,167,107,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1985,B,36,92,34,2,0,2,1,0,1,33,,0,0,1,,,,,,,0,202,9,211,233,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,459,VILLA DE SANTIAGO CHAZUMBA,1986,B,1,79,43,1,4,2,0,4,1,39,,1,0,0,,,,,,,0,175,9,184,294,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,462,SANTIAGO DEL RIO,1993,B,2,62,10,3,2,0,0,0,1,6,,1,0,0,,,,,,,0,87,8,95,350,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,462,SANTIAGO DEL RIO,1994,B,94,110,88,18,2,1,1,3,2,50,,1,2,2,,,,,,,0,374,17,391,190,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1995,B,90,127,81,17,5,13,2,5,0,67,,0,6,4,,,,,,,1,417,14,432,615,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1995,C01,86,143,53,12,4,7,0,5,0,72,,0,6,0,,,,,,,0,388,14,402,614,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1995,C02,43,62,47,9,3,2,1,1,1,53,,0,0,0,,,,,,,0,222,8,230,614,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1996,B,44,90,7,20,3,4,0,2,0,24,,1,1,2,,,,,,,0,198,12,210,377,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1997,B,34,250,90,18,2,50,0,3,0,11,,0,0,0,,,,,,,0,458,15,473,406,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,463,SANTIAGO HUAJOLOTITLAN,1998,B,6,81,28,2,2,1,0,1,1,23,,0,2,0,,,,,,,0,147,1,148,701,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,477,SANTIAGO MILTEPEC,2070,B,18,118,81,1,9,0,0,1,0,4,,0,3,3,,,,,,,0,238,6,244,305,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2117,B,7,134,77,1,3,4,0,0,0,4,,1,2,4,,,,,,,0,237,6,243,376,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2117,C01,38,150,61,1,2,1,0,3,2,5,,0,3,4,,,,,,,0,270,14,284,376,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2118,B,41,150,57,1,2,1,1,1,0,3,,1,3,6,,,,,,,0,267,9,276,411,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2118,C01,30,165,32,0,1,0,0,0,0,2,,0,0,1,,,,,,,0,231,2,233,411,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2119,B,0,62,78,0,3,0,0,0,1,0,,0,4,1,,,,,,,0,149,5,154,379,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2120,B,4,78,97,0,6,0,0,1,25,7,,0,2,0,,,,,,,0,220,6,226,254,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2121,B,2,190,149,2,2,3,0,2,0,26,,0,1,1,,,,,,,0,378,7,385,341,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2122,B,2,40,27,0,4,0,1,0,1,10,,0,1,0,,,,,,,0,86,6,92,535,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,502,SANTIAGO YUCUYACHI,2165,B,1,32,17,1,3,5,0,1,0,12,,0,0,0,,,,,,,0,72,4,76,464,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,502,SANTIAGO YUCUYACHI,2166,B,2,130,75,9,122,3,0,0,2,29,,2,1,0,,,,,,,0,375,10,385,386,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2237,B,13,128,234,7,19,5,2,2,0,50,,3,1,1,,,,,,,0,465,37,502,649,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2238,B,10,88,115,3,10,2,2,0,0,38,,3,1,0,,,,,,,0,272,19,291,739,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2239,B,4,83,103,4,26,0,1,1,0,42,,0,1,5,,,,,,,0,270,28,298,419,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2239,C01,0,145,155,1,23,1,0,0,0,6,,0,0,3,,,,,,,0,334,33,367,419,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2240,B,1,23,27,2,8,0,2,1,1,0,,1,0,0,,,,,,,0,66,13,79,663,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2241,B,3,43,68,4,116,0,1,0,2,14,,0,0,0,,,,,,,1,251,24,276,147,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2242,B,1,34,54,4,113,2,0,1,4,20,,0,0,1,,,,,,,0,234,19,253,630,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2242,C01,2,43,54,1,116,1,1,5,2,11,,0,1,0,,,,,,,0,237,21,258,630,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2242,C02,2,76,31,3,93,1,1,3,2,31,,1,0,0,,,,,,,0,244,18,262,630,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2243,B,2,83,27,2,99,1,1,1,2,45,,1,0,1,,,,,,,0,265,13,278,491,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2243,C01,1,109,58,3,3,2,1,0,1,9,,0,2,1,,,,,,,0,190,13,203,491,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,533,SANTOS REYES YUCUNA,2274,B,4,198,163,2,11,1,0,0,1,23,,0,0,1,,,,,,,0,404,9,413,734,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2275,B,1,208,178,0,15,1,0,3,2,19,,0,3,4,,,,,,,0,434,3,437,647,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2275,C01,2,161,117,2,9,2,1,0,2,36,,1,1,1,,,,,,,0,335,13,348,646,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2276,B,5,205,151,2,11,1,0,2,1,17,,0,2,2,,,,,,,0,399,8,407,547,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2276,C01,1,114,29,0,2,0,0,0,0,13,,0,0,3,,,,,,,0,162,11,173,547,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2277,B,9,30,63,1,4,0,0,0,1,19,,0,0,0,,,,,,,0,127,4,131,320,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2278,B,3,16,70,0,3,0,3,0,3,61,,0,0,0,,,,,,,0,159,12,171,344,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2279,B,4,20,37,0,1,0,0,0,0,3,,0,0,0,,,,,,,0,65,2,67,374,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2280,B,2,34,25,2,8,0,0,0,0,15,,0,0,2,,,,,,,0,88,11,99,108,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2281,B,3,49,50,0,6,0,2,1,0,11,,0,0,1,,,,,,,0,123,5,128,317,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2282,B,0,75,21,1,3,0,0,0,0,5,,0,0,2,,,,,,,0,107,2,109,269,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2283,B,3,62,49,0,8,0,0,0,0,21,,0,0,0,,,,,,,0,143,9,152,182,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2284,B,2,66,37,0,2,1,0,2,0,9,,0,0,0,,,,,,,0,119,6,125,228,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2285,B,0,45,45,2,3,1,0,0,0,11,,0,0,1,,,,,,,0,108,1,109,288,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2286,B,2,33,42,0,6,0,0,0,0,0,,0,0,0,,,,,,,2,83,7,92,203,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2287,B,2,21,15,0,2,0,1,0,0,1,,0,0,0,,,,,,,0,42,13,55,150,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2288,B,1,15,77,0,2,1,0,0,1,10,,0,2,0,,,,,,,0,109,6,115,102,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2289,B,32,62,3,0,188,13,0,0,0,12,,0,1,1,,,,,,,0,312,7,319,236,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2432,B,35,103,7,1,143,14,1,0,0,17,,0,5,0,,,,,,,0,326,20,346,532,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2432,C01,47,228,4,0,147,15,2,6,0,11,,2,1,7,,,,,,,0,470,12,482,532,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2433,B,14,48,4,0,143,11,0,3,1,33,,0,1,1,,,,,,,0,259,20,279,713,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2434,B,3,84,17,8,0,0,1,6,1,28,,0,1,3,,,,,,,0,152,10,162,532,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,569,ZAPOTITLAN PALMAS,2435,B,7,110,14,2,2,1,0,8,0,29,,2,2,6,,,,,,,0,183,8,191,631,,,,
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,569,ZAPOTITLAN PALMAS,2435,C01,131,101,1,1,4,0,0,2,0,12,,0,0,0,,,,,,,0,252,4,256,631,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,117,B,2,70,27,5,100,0,1,3,1,28,,0,0,1,,,,,,,0,238,10,248,607,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,117,C01,1,82,27,2,116,1,2,4,1,27,,0,0,1,,,,,,,0,264,7,271,606,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,118,B,3,21,39,7,8,0,5,5,3,23,,3,0,0,,,,,,,0,117,7,124,282,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,119,B,1,7,11,2,3,0,2,1,2,15,,0,0,0,,,,,,,0,44,8,52,489,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,119,C01,1,7,9,0,4,0,0,0,0,19,,0,0,0,,,,,,,0,40,13,53,488,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,119,E01,2,5,41,2,4,1,7,4,2,84,,5,1,0,,,,,,,0,158,8,166,490,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,119,E01C01,1,1,47,5,8,1,14,1,3,58,,1,1,0,,,,,,,0,141,13,154,489,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,120,B,2,1,39,3,4,3,12,1,2,53,,4,1,0,,,,,,,0,125,16,141,522,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,120,C01,0,4,39,1,8,0,7,0,6,34,,1,0,0,,,,,,,0,100,16,116,522,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,120,E01,3,27,17,3,53,0,5,10,3,43,,0,0,3,,,,,,,0,167,9,176,597,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,131,B,1,38,23,3,14,6,4,5,4,201,,4,0,0,,,,,,,0,303,14,317,722,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,131,C01,4,13,30,1,20,3,5,2,4,187,,3,2,1,,,,,,,0,275,14,289,722,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,132,B,0,0,0,0,0,0,1,0,0,657,0,0,0,0,,,,,,,0,658,1,659,714,,Anulada,"RIN/DMR/VII/01/20 16 SX-JRC-0102/2016, SUP-REC-0263/2016 Y SUP-REC-0264/2016",
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,133,B,0,2,2,0,0,0,12,1,1,158,,6,0,0,,,,,,,0,182,12,194,259,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,133,E01,0,0,0,0,2,1,2,0,1,471,,0,0,0,,,,,,,0,477,2,479,479,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,198,B,7,63,60,10,64,0,33,1,3,34,,0,1,1,,,,,,,0,277,15,292,671,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,198,C01,6,52,88,28,46,1,15,3,0,29,,1,0,0,,,,,,,0,269,16,285,670,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,198,C02,6,39,63,16,53,2,26,6,1,29,,3,1,1,,,,,,,0,246,21,267,670,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,199,B,3,3,34,0,3,1,6,1,1,66,,1,0,0,,,,,,,0,119,2,121,313,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,200,B,1,8,51,3,12,0,6,0,0,31,,0,1,0,,,,,,,0,113,6,119,511,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,200,C01,4,16,49,1,4,0,5,1,3,29,,1,1,1,,,,,,,0,115,6,121,511,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,643,B,11,29,72,4,57,7,1,3,5,144,,28,0,0,,,,,,,0,361,33,394,640,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,643,C01,9,32,84,4,37,15,7,1,4,140,,20,1,2,,,,,,,0,356,21,377,639,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,643,C02,10,34,66,5,47,13,6,1,6,132,,23,0,2,,,,,,,0,345,13,358,639,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,643,E01,2,17,0,2,2,20,2,1,50,6,,7,0,0,,,,,,,0,109,28,137,231,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,644,B,7,19,49,7,54,19,9,1,5,105,,15,3,2,,,,,,,0,295,23,318,537,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,644,C01,4,31,51,2,40,32,4,3,6,99,,12,0,1,,,,,,,0,285,16,301,537,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,644,C02,10,29,57,2,50,31,4,3,6,99,,11,0,4,,,,,,,0,306,12,318,537,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,645,B,21,42,68,8,35,18,4,4,8,144,,23,2,0,,,,,,,0,377,16,393,576,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,645,C01,6,40,58,9,59,15,4,2,9,99,,17,0,0,,,,,,,0,318,12,330,576,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,645,C02,8,39,62,6,42,13,8,1,11,110,,17,0,1,,,,,,,0,318,26,344,575,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,645,C03,7,44,52,4,51,18,12,5,5,107,,12,1,0,,,,,,,0,318,18,336,575,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,646,B,8,71,42,7,66,17,1,0,2,97,,19,0,1,,,,,,,0,331,26,357,606,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,646,C01,8,49,55,5,76,13,2,1,5,93,,15,0,0,,,,,,,0,322,21,343,605,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,646,C02,6,56,53,6,61,13,10,2,6,107,,14,4,3,,,,,,,0,341,12,353,605,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,646,SMR01,2,13,12,2,12,2,1,2,3,37,,4,0,1,,,,,,,0,91,6,97,,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,646,SMR02,0,14,17,2,17,3,1,0,0,30,,3,0,2,,,,,,,0,89,8,97,,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,646,SRP01,5,32,19,1,18,5,1,1,0,70,,4,0,0,,,,,,,0,156,6,162,,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,646,SRP01,5,26,12,6,9,8,3,2,1,51,,4,0,0,,,,,,,0,127,7,134,,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,647,B,13,51,91,10,76,7,9,8,1,130,,25,4,3,,,,,,,0,428,18,446,750,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,647,C01,16,77,109,5,67,9,10,2,5,143,,16,2,2,,,,,,,0,463,14,477,749,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,648,B,6,41,90,3,40,11,2,3,5,104,,18,0,0,,,,,,,0,323,21,344,553,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,648,C01,14,43,67,4,31,6,6,2,3,108,,15,5,2,,,,,,,0,306,14,320,552,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,648,E01,5,20,77,8,58,26,7,3,13,82,,18,1,1,,,,,,,1,319,9,329,586,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,648,E01C01,7,22,63,11,53,33,5,3,14,59,,23,2,1,,,,,,,0,296,36,332,586,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,649,B,2,27,22,4,14,32,2,2,8,34,,3,0,0,,,,,,,0,150,17,167,236,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,649,E01,6,77,57,3,10,37,0,19,8,101,,13,0,1,,,,,,,0,332,50,382,608,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,650,B,3,52,8,10,13,29,4,4,18,114,,18,0,0,,,,,,,0,273,29,302,456,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,650,C01,4,46,11,15,10,26,1,9,13,119,,12,0,1,,,,,,,0,267,26,293,455,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,651,B,4,48,14,7,16,33,3,5,45,73,,11,0,2,,,,,,,0,261,38,299,384,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,652,B,4,47,67,8,43,24,6,3,19,115,,17,1,1,,,,,,,0,355,40,395,601,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,653,B,0,1,2,1,3,6,3,1,1,550,,4,0,0,,,,,,,0,572,3,575,617,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,654,B,15,70,110,5,26,28,4,3,9,70,,15,0,0,,,,,,,0,355,14,369,616,,,,
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,654,C01,12,58,94,9,32,32,8,8,8,60,,7,1,2,,,,,,,0,331,33,364,616,,,,
