ID_ESTADO,ID_MUNICIPIO_LOCAL,PARTIDO_CI,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
11,44,RSP,CARLOS ALBERTO RAMOS NARANJO,
11,44,FXM,RUBÉN VILLAFUERTE GASCA,
11,44,PRI_PRD,DORA ELIA CUEVAS VILLAGÓMEZ,
11,45,PAN,MARÍA FLORINA ZÁRATE ROMERO,
11,45,PRI,ELVIA SANDOVAL FUENTES,
11,45,PRD,FRANCISCO OROZCO MARTÍNEZ,
11,45,MC,MARTÍN MARCIAL ANDRADE TINAJERO,
11,45,MORENA,EFRAÍN CALIXTRO LÓPEZ,
11,45,RSP,MARÍA DE LOURDES JIMÉNEZ GONZÁLEZ,
11,46,PAN,GERMÁN MARTÍNEZ LÓPEZ,
11,46,PRI,LORENZO SALVADOR CHÁVEZ SALAZAR,
11,46,PVEM,MA DE LOS ÁNGELES LÓPEZ BEDOLLA,
11,46,PT,ROCIO LLUVIESTRELLA REVELES CONEJO,
11,46,MC,PATRICIA RAMÍREZ GAVIÑA,
11,46,MORENA,JANIRA ABARCA CHÁVEZ,
11,46,NA_Gto,LAURA LÓPEZ PARRA,
11,46,RSP,OLIVA OROZCO TAPIA,
