CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,PRD_NVA_ALIANZA,PRD_PT,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,27,TABASCO,6,CENTRO,4,CENTRO,352,B,,47,106,2,2,,2,22,2,,,,,,,6,,4,0,0,0,0,0,193,9,202,499,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0352_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,352,C01,,39,87,3,2,,0,30,1,,,,,,,5,,5,2,2,0,0,3,176,6,185,498,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0352_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,353,B,,45,62,0,2,,0,42,2,,,,,,,5,,6,1,2,0,0,0,167,4,171,486,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0353_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,353,C01,,38,74,6,1,,6,32,1,,,,,,,4,,1,1,0,0,0,0,164,7,171,485,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0353_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,354,B,,58,103,4,0,,4,43,1,,,,,,,3,,5,1,2,1,0,2,225,8,235,544,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0354_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,354,C01,,62,94,8,2,,1,58,0,,,,,,,11,,3,1,2,0,0,1,242,5,248,543,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0354_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,355,B,,47,77,4,2,,3,72,0,,,,,,,5,,1,1,1,1,0,0,214,8,222,528,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0355_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,355,C01,,55,103,0,7,,3,55,0,,,,,,,2,,4,2,1,1,1,0,234,5,239,528,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0355_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,356,B,,67,77,2,5,,5,64,0,,,,,,,4,,0,5,0,0,0,0,229,7,236,616,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0356_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,356,C01,,67,74,4,4,,1,52,0,,,,,,,0,,3,1,1,0,0,1,207,7,215,615,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0356_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,356,C02,,59,79,2,4,,9,55,0,,,,,,,4,,2,1,0,0,0,0,215,5,220,615,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0356_C2.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,357,B,,57,100,3,5,,6,57,0,,,,,,,5,,4,2,5,1,0,0,245,12,257,591,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0357_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,357,C01,,73,95,5,1,,4,53,2,,,,,,,8,,4,3,3,2,0,0,253,9,262,591,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0357_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,358,B,,74,83,2,0,,6,62,0,,,,,,,3,,1,4,1,2,1,0,239,4,243,583,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0358_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,358,C01,,54,113,4,5,,3,52,0,,,,,,,3,,7,1,2,0,0,0,244,3,247,583,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0358_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,358,C02,,57,74,3,5,,3,69,1,,,,,,,6,,6,5,1,0,0,0,230,9,239,582,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0358_C2.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,359,B,,47,112,8,2,,5,64,4,,,,,,,1,,6,1,4,0,0,0,254,9,263,649,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0359_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,359,C01,,60,109,2,1,,3,68,1,,,,,,,1,,3,1,1,0,0,0,250,10,260,648,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0359_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,359,C02,,48,106,7,0,,6,66,0,,,,,,,4,,3,2,0,0,0,0,242,7,249,648,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0359_C2.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,360,B,,63,94,2,5,,5,60,1,,,,,,,1,,4,3,1,0,0,1,239,6,246,650,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0360_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,360,C01,,58,88,0,1,,5,59,2,,,,,,,4,,3,0,1,0,0,0,221,16,237,650,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0360_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,360,C02,,54,117,1,4,,9,56,0,,,,,,,6,,1,0,2,0,0,0,250,9,259,650,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0360_C2.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,361,B,,66,99,4,5,,3,76,0,,,,,,,1,,7,0,3,0,0,0,264,3,267,697,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0361_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,361,C01,,59,100,3,2,,2,62,1,,,,,,,6,,14,3,3,0,0,0,255,5,260,697,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0361_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,361,C02,,60,118,1,3,,0,69,0,,,,,,,6,,5,1,2,0,0,0,265,10,275,697,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0361_C2.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,362,B,,62,134,6,4,,3,55,1,,,,,,,6,,3,1,2,0,0,0,277,6,283,665,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0362_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,362,C01,,67,94,12,2,,3,78,3,,,,,,,4,,2,2,0,0,0,0,267,6,273,664,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0362_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,363,B,,37,113,5,1,,1,43,0,,,,,,,8,,6,0,0,1,0,0,215,10,225,514,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0363_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,363,C01,,51,105,3,3,,1,54,0,,,,,,,11,,2,1,1,2,0,0,234,4,238,513,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0363_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,364,B,,42,93,4,0,,2,32,1,,,,,,,8,,5,0,1,0,0,1,188,2,191,515,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0364_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,364,C01,,41,76,6,1,,2,35,1,,,,,,,3,,7,3,0,1,0,0,176,8,184,514,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0364_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,365,B,,36,76,4,1,,2,60,2,,,,,,,7,,1,0,2,0,0,1,191,3,195,497,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0365_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,365,C01,,42,70,5,0,,4,59,1,,,,,,,4,,3,3,2,1,0,2,194,8,204,497,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0365_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,366,B,,38,73,1,2,,3,45,3,,,,,,,6,,1,1,1,0,0,0,174,5,179,412,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0366_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,366,C01,,44,69,5,1,,2,65,1,,,,,,,3,,1,2,0,0,0,0,193,1,194,411,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0366_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,367,B,,45,82,6,1,,5,58,1,,,,,,,4,,2,4,1,0,0,0,209,7,216,516,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0367_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,367,C01,,60,72,4,4,,0,63,1,,,,,,,6,,3,1,1,0,0,0,215,10,225,515,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0367_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,368,B,,68,106,5,1,,6,83,2,,,,,,,9,,8,2,3,0,0,0,293,6,299,669,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0368_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,368,C01,,54,111,3,1,,7,76,4,,,,,,,7,,2,0,2,1,0,0,268,9,277,669,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0368_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,369,B,,88,98,6,5,,3,81,0,,,,,,,6,,4,0,1,2,0,0,294,3,297,698,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0369_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,369,C01,,78,127,4,3,,5,76,2,,,,,,,6,,5,2,2,0,0,0,310,5,315,698,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0369_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,370,B,,40,60,8,0,,0,44,1,,,,,,,3,,1,1,1,0,0,0,159,5,164,396,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0370_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,370,C01,,54,63,12,1,,1,45,0,,,,,,,5,,4,0,0,0,0,0,185,1,186,396,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0370_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,371,B,,53,98,3,7,,1,58,0,,,,,,,5,,3,0,5,0,0,1,233,5,239,667,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0371_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,371,C01,,51,94,6,5,,1,62,1,,,,,,,6,,7,1,0,0,0,0,234,6,240,667,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0371_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,B,,53,95,2,3,,3,62,1,,,,,,,2,,5,2,2,0,0,0,230,6,236,691,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0372_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C01,,0,0,0,0,,0,0,0,,,,,,,0,,0,0,0,0,0,0,0,0,0,690,Acta casilla,Anulada,Anulada en base a TET-JI-02/2016-I Y ACUM TET-JI-03/2016-II,http://iepct.mx/resultados/2016/municipal/centro/0372_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C02,,38,99,2,3,,1,79,0,,,,,,,1,,3,3,0,1,0,0,230,7,237,690,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0372_C2.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C03,,66,78,3,5,,3,69,0,,,,,,,2,,0,2,4,3,0,0,235,4,239,690,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0372_C3.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C04,,48,73,2,3,,1,95,1,,,,,,,0,,7,2,3,0,0,0,235,9,244,690,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0372_C4.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C05,,53,79,4,3,,3,75,0,,,,,,,3,,4,0,0,0,0,1,224,11,236,690,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0372_C5.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C06,,40,90,2,2,,3,81,1,,,,,,,3,,4,2,1,1,0,0,230,7,237,690,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0372_C6.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C07,,46,75,1,2,,1,81,1,,,,,,,4,,3,4,0,0,0,0,218,11,229,690,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0372_C7.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C08,,46,83,1,4,,2,75,1,,,,,,,2,,2,1,0,0,0,0,217,3,220,690,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0372_C8.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C09,,66,73,9,2,,2,71,0,,,,,,,1,,3,5,1,0,0,1,233,7,241,690,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0372_C9.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,372,C10,,0,0,0,0,,0,0,0,,,,,,,0,,0,0,0,0,0,0,0,0,0,690,Grupo de Recuento,Anulada,Anulada en base a TET-JI-02/2016-I Y ACUM TET-JI-03/2016-II,http://iepct.mx/resultados/2016/municipal/centro/0372_C10.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,373,B,,38,63,6,3,,9,76,4,,,,,,,4,,1,0,1,0,0,0,205,6,211,662,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0373_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,373,C01,,30,56,7,5,,2,98,0,,,,,,,5,,2,6,0,0,0,0,211,1,212,662,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0373_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,374,B,,29,77,5,1,,0,61,0,,,,,,,3,,6,3,0,0,0,0,185,6,191,538,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0374_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,374,C01,,35,71,6,3,,2,73,0,,,,,,,0,,3,7,2,0,0,1,202,2,205,538,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0374_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,375,B,,40,71,10,2,,4,47,0,,,,,,,1,,1,1,0,1,0,0,178,8,186,529,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0375_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,375,C01,,36,77,7,3,,3,49,3,,,,,,,4,,2,5,1,0,0,0,190,5,195,528,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0375_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,376,B,,61,77,7,2,,4,66,1,,,,,,,3,,1,1,1,0,0,0,224,4,228,556,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0376_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,376,C01,,50,85,7,2,,15,69,2,,,,,,,3,,5,0,5,2,0,0,245,8,253,555,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0376_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,377,B,,60,68,2,3,,3,38,1,,,,,,,4,,1,3,0,0,0,0,183,5,188,531,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0377_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,377,C01,,57,73,4,2,,2,42,0,,,,,,,9,,0,3,1,0,0,1,193,7,201,530,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0377_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,378,B,,55,57,5,1,,5,30,0,,,,,,,0,,2,1,0,0,0,1,156,2,159,379,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0378_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,378,C01,,30,57,10,1,,3,23,3,,,,,,,2,,2,7,4,1,0,0,143,1,144,379,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0378_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,379,B,,42,77,7,1,,4,60,2,,,,,,,3,,2,2,2,0,0,0,202,2,204,532,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0379_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,379,C01,,58,67,11,7,,5,58,1,,,,,,,7,,0,1,2,0,0,0,217,3,220,531,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0379_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,380,B,,30,104,2,2,,2,40,1,,,,,,,4,,1,1,1,1,0,0,189,4,193,430,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0380_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,380,C01,,36,82,0,3,,2,39,2,,,,,,,9,,2,1,1,1,0,1,178,8,187,430,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0380_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,381,B,,58,70,1,2,,8,53,0,,,,,,,3,,3,3,3,0,0,3,204,7,214,550,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0381_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,381,C01,,60,73,1,3,,5,62,2,,,,,,,0,,1,4,1,0,0,0,212,3,215,549,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0381_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,382,B,,53,103,5,7,,2,74,2,,,,,,,7,,3,0,0,0,0,0,256,9,265,668,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0382_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,382,C01,,57,68,3,4,,1,73,1,,,,,,,5,,2,0,0,0,0,0,214,5,219,668,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0382_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,382,C02,,57,95,3,0,,2,73,0,,,,,,,6,,5,3,3,0,0,0,247,1,248,667,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0382_C2.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,383,B,,49,97,3,2,,2,47,0,,,,,,,0,,2,1,2,0,0,0,205,4,209,598,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0383_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,383,C01,,54,109,7,6,,1,49,2,,,,,,,2,,4,1,1,0,0,230,236,8,474,597,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0383_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,383,C02,,40,71,1,7,,0,64,3,,,,,,,5,,2,1,2,1,0,0,197,7,204,597,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0383_C2.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,383,C03,,54,93,2,1,,1,47,1,,,,,,,3,,6,2,3,1,0,0,214,7,221,597,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0383_C3.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,384,B,,57,95,0,2,,1,56,2,,,,,,,2,,3,2,0,0,0,0,220,8,228,611,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0384_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,384,C01,,68,95,3,3,,4,53,1,,,,,,,0,,9,1,3,0,0,0,240,5,245,610,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0384_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,384,C02,,44,112,1,1,,1,52,0,,,,,,,2,,1,1,4,0,0,0,219,2,221,610,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0384_C2.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,385,B,,46,70,5,2,,2,54,2,,,,,,,1,,4,0,1,0,0,0,187,8,195,441,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0385_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,385,C01,,43,61,5,1,,2,42,6,,,,,,,3,,5,3,2,0,0,0,173,6,179,440,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0385_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,385,S01,,52,66,8,0,,3,41,3,,,,,,,4,,4,3,0,0,0,0,184,1,185,0,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0385_ES1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,386,B,,28,90,3,0,,11,64,0,,,,,,,7,,3,1,1,0,0,1,208,3,212,485,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0386_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,386,C01,,25,89,5,2,,5,57,0,,,,,,,7,,0,0,0,1,0,0,191,0,191,484,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0386_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,387,B,,69,72,0,1,,3,48,0,,,,,,,1,,2,4,3,1,0,0,204,6,210,558,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0387_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,387,C01,,58,73,6,2,,4,62,3,,,,,,,1,,1,3,3,0,1,0,217,7,224,558,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0387_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,388,B,,55,117,13,1,,3,57,1,,,,,,,5,,1,0,0,0,0,0,253,9,262,712,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0388_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,388,C01,,52,145,5,3,,0,40,3,,,,,,,2,,1,0,3,0,0,0,254,8,262,712,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0388_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,389,B,,50,90,3,1,,2,36,1,,,,,,,5,,3,3,1,0,0,1,195,0,196,386,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0389_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,389,C01,,46,80,5,1,,2,23,2,,,,,,,5,,3,0,1,0,1,2,169,5,176,385,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0389_C1.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,390,B,,87,131,4,5,,1,69,1,,,,,,,10,,2,0,3,1,0,1,314,3,318,673,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0390_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,391,B,,66,109,8,1,,1,64,0,,,,,,,5,,3,2,3,0,0,0,262,4,266,707,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0391_BA.jpg
1,27,TABASCO,6,CENTRO,4,CENTRO,391,C01,,61,101,4,3,,3,66,0,,,,,,,5,,4,2,4,1,0,0,254,3,257,707,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0391_C1.jpg
1,27,TABASCO,11,CENTRO,4,CENTRO,392,B,,59,75,8,1,,1,83,0,,,,,,,0,,0,1,3,0,0,0,231,4,235,644,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0392_BA.jpg
1,27,TABASCO,11,CENTRO,4,CENTRO,392,C01,,52,64,7,3,,2,66,0,,,,,,,6,,1,5,0,0,0,0,206,7,213,644,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0392_C1.jpg
1,27,TABASCO,11,CENTRO,4,CENTRO,393,B,,50,55,3,2,,1,76,1,,,,,,,2,,5,1,2,0,0,0,198,5,203,570,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0393_BA.jpg
1,27,TABASCO,11,CENTRO,4,CENTRO,393,C01,,48,64,3,1,,0,49,0,,,,,,,3,,2,1,0,0,0,1,171,8,180,569,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0393_C1.jpg
1,27,TABASCO,11,CENTRO,4,CENTRO,393,C02,,44,79,7,1,,1,70,2,,,,,,,3,,1,2,1,0,0,0,211,4,215,569,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0393_C2.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,394,B,,32,75,9,0,,2,39,3,,,,,,,3,,0,2,2,0,1,0,168,7,175,542,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0394_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,394,C01,,52,52,5,2,,5,55,0,,,,,,,2,,2,1,2,0,0,0,178,3,181,541,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0394_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,395,B,,31,81,2,4,,3,88,1,,,,,,,1,,0,0,0,0,0,0,211,0,211,540,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0395_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,395,C01,,33,83,2,2,,0,70,2,,,,,,,3,,0,0,0,0,0,0,195,2,197,540,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0395_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,396,B,,30,65,12,4,,1,63,2,,,,,,,2,,3,1,0,1,3,0,187,5,192,511,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0396_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,396,C01,,24,59,8,4,,6,78,1,,,,,,,2,,0,1,1,0,0,0,184,1,185,511,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0396_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,397,B,,30,62,0,2,,1,62,0,,,,,,,4,,4,1,0,1,0,0,167,4,171,573,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0397_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,397,C01,,30,84,0,1,,1,52,0,,,,,,,4,,4,3,0,0,0,0,179,6,185,572,Grupo de Recuento,,,http://iepct.mx/resultados/2016/municipal/centro/0397_C1.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,397,C02,,33,72,0,1,,2,75,1,,,,,,,2,,4,2,0,0,0,0,192,1,193,572,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0397_C2.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,398,B,,42,111,7,2,,5,81,1,,,,,,,6,,4,0,0,0,0,2,259,5,266,705,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0398_BA.jpg
1,27,TABASCO,8,CENTRO,4,CENTRO,398,C01,,29,110,1,2,,4,100,0,,,,,,,3,,4,0,1,1,0,0,255,6,261,705,Acta casilla,,,http://iepct.mx/resultados/2016/municipal/centro/0398_C1.jpg
