CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAS,MORENA,ES,C_COMUN_PRI_NVA_ALIANZA,C_COMUN_MC_PAS,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2241,1,20,122,2,0,3,0,,17,0,0,,0,,,,1,68,1,,,,,,0,234,7,241,352
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2242,1,11,102,1,0,4,2,,34,2,0,,0,,,,6,87,1,,,,,,0,250,8,258,348
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2243,1,10,65,4,2,9,0,,24,3,0,,0,,,,1,91,0,,,,,,0,209,6,215,348
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2244,1,2,66,0,0,10,0,,14,2,0,,0,,,,1,49,0,,,,,,0,144,8,152,231
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2245,1,10,64,1,0,6,0,,12,0,0,,0,,,,3,44,0,,,,,,0,140,6,146,238
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2246,1,28,112,3,1,14,2,,42,6,2,,0,,,,0,184,0,,,,,,0,394,18,412,691
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2247,1,47,28,0,0,7,1,,48,3,0,,0,,,,5,111,0,,,,,,0,250,11,261,452
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2248,1,42,86,4,2,7,4,,22,2,3,,0,,,,0,49,0,,,,,,0,221,2,223,447
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2249,2,50,114,7,3,8,6,,46,1,11,,0,,,,1,116,1,,,,,,0,364,17,381,787
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2250,1,35,83,1,0,10,3,,42,3,7,,0,,,,0,76,0,,,,,,0,260,12,272,524
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2251,1,38,65,5,0,8,4,,30,1,2,,0,,,,0,97,0,,,,,,0,250,5,255,413
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2252,1,31,64,1,1,5,4,,29,2,13,,0,,,,0,53,0,,,,,,0,203,8,211,382
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2253,1,44,99,2,2,8,7,,32,1,11,,0,,,,0,89,0,,,,,,0,295,17,312,581
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2254,1,9,73,1,1,1,1,,16,3,3,,1,,,,0,58,0,,,,,,0,167,10,177,287
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2255,1,15,80,0,0,1,0,,14,0,1,,1,,,,1,42,1,,,,,,0,156,7,163,284
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2256,1,9,51,4,3,1,1,,18,2,4,,0,,,,0,48,0,,,,,,0,141,9,150,256
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2257,1,6,47,1,1,2,1,,25,2,2,,0,,,,0,24,1,,,,,,0,112,4,116,189
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2261,1,7,50,2,2,13,0,,5,1,0,,0,,,,1,114,0,,,,,,0,195,17,212,331
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2264,1,57,105,4,2,12,1,,31,16,3,,0,,,,0,95,1,,,,,,0,327,13,340,569
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2265,1,3,62,1,2,6,0,,4,1,1,,0,,,,2,42,0,,,,,,0,124,8,132,233
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2295,1,33,158,7,0,7,0,,14,4,4,,0,,,,0,36,0,,,,,,0,263,11,274,595
1,25,SINALOA,6,SINALOA DE LEYVA,11,GUASAVE,2347,2,52,282,12,6,5,5,,42,6,2,,0,,,,4,12,3,,,,,,0,431,13,444,768
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3420,2,10,243,25,,1,18,,201,6,1,,,,,,,,,,,,,,0,505,13,518,766
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3421,1,3,145,10,,0,10,,83,0,0,,,,,,,,,,,,,,0,251,1,252,342
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3422,1,7,193,10,,1,5,,130,2,1,,,,,,,,,,,,,,0,349,12,361,536
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3423,3,18,407,31,,4,2,,242,9,3,,,,,,,,,,,,,,0,716,16,732,918
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3424,1,2,132,5,,1,1,,47,0,1,,,,,,,,,,,,,,0,189,2,191,262
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3425,2,24,347,18,,9,2,,265,8,2,,,,,,,,,,,,,,0,675,20,695,1074
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3426,1,6,112,0,,11,1,,1,0,0,,,,,,,,,,,,,,0,131,2,133,329
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3427,1,66,12,0,,0,0,,2,0,0,,,,,,,,,,,,,,0,80,0,80,116
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3429,1,4,69,13,,1,1,,0,14,0,,,,,,,,,,,,,,0,102,1,103,212
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3430,1,3,49,4,,0,0,,15,0,0,,,,,,,,,,,,,,0,71,4,75,133
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3431,1,10,199,3,,7,0,,43,3,0,,,,,,,,,,,,,,0,265,10,275,420
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3432,1,16,102,2,,5,0,,16,3,0,,,,,,,,,,,,,,0,144,2,146,311
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3433,1,9,127,4,,7,0,,18,1,0,,,,,,,,,,,,,,0,166,7,173,454
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3434,1,4,58,4,,4,1,,7,0,0,,,,,,,,,,,,,,0,78,6,84,174
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3435,1,3,122,4,,13,1,,21,1,0,,,,,,,,,,,,,,0,165,7,172,341
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3436,1,61,199,4,,4,1,,38,1,2,,,,,,,,,,,,,,0,310,13,323,564
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3441,1,9,71,2,,4,1,,22,0,0,,,,,,,,,,,,,,0,109,2,111,154
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3442,1,14,33,1,,0,0,,1,1,0,,,,,,,,,,,,,,0,50,2,52,113
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3446,1,11,146,8,,21,0,,15,7,0,,,,,,,,,,,,,,0,208,18,226,427
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3447,1,7,138,10,,8,5,,33,14,0,,,,,,,,,,,,,,0,215,12,227,379
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3448,1,8,49,2,,0,0,,4,2,0,,,,,,,,,,,,,,0,65,1,66,155
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3450,2,12,186,5,,9,3,,26,4,1,,,,,,,,,,,,,,0,246,11,257,512
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3451,2,24,290,10,,7,3,,114,13,5,,,,,,,,,,,,,,0,466,32,498,785
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3452,1,12,234,8,,12,1,,27,5,2,,,,,,,,,,,,,,0,301,12,313,520
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3453,1,2,63,0,,1,3,,26,2,1,,,,,,,,,,,,,,0,98,5,103,156
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3455,1,8,107,0,,2,0,,25,0,1,,,,,,,,,,,,,,0,143,0,143,353
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3456,1,9,89,3,,2,2,,18,0,0,,,,,,,,,,,,,,0,123,6,129,402
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3458,1,4,45,2,,1,1,,3,1,0,,,,,,,,,,,,,,0,57,1,58,107
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3459,1,15,109,24,,3,4,,29,1,0,,,,,,,,,,,,,,0,185,5,190,319
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3461,1,7,116,0,,4,0,,8,0,0,,,,,,,,,,,,,,0,135,5,140,533
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3464,1,5,96,1,,1,0,,6,1,0,,,,,,,,,,,,,,0,110,4,114,227
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3465,1,2,114,0,,1,1,,7,0,0,,,,,,,,,,,,,,0,125,1,126,243
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3466,1,1,63,0,,1,1,,2,0,0,,,,,,,,,,,,,,0,68,4,72,120
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3467,1,1,57,1,,0,0,,6,0,0,,,,,,,,,,,,,,0,65,11,76,170
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3468,1,15,91,0,,0,0,,71,0,0,,,,,,,,,,,,,,0,177,5,182,470
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3469,1,15,297,4,,4,0,,79,1,0,,,,,,,,,,,,,,0,400,12,412,720
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3470,1,13,178,3,,1,4,,53,3,1,,,,,,,,,,,,,,0,256,14,270,492
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3471,2,33,230,16,,3,2,,33,3,1,,,,,,,,,,,,,,0,321,14,335,652
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3472,1,9,65,1,,0,1,,25,0,0,,,,,,,,,,,,,,0,101,3,104,193
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3473,1,21,136,2,,10,0,,44,1,0,,,,,,,,,,,,,,0,214,14,228,420
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3474,1,9,103,2,,0,1,,21,0,3,,,,,,,,,,,,,,0,139,3,142,310
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3475,1,5,37,4,,2,0,,20,0,0,,,,,,,,,,,,,,0,68,1,69,125
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3476,1,4,94,0,,1,0,,20,0,1,,,,,,,,,,,,,,0,120,6,126,236
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3478,1,12,154,11,,3,1,,166,5,2,,,,,,,,,,,,,,0,354,14,368,652
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3479,1,12,52,6,,0,0,,71,6,3,,,,,,,,,,,,,,0,150,6,156,256
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3480,1,12,122,2,,0,0,,121,8,2,,,,,,,,,,,,,,0,267,11,278,482
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3481,1,23,131,13,,3,5,,114,3,3,,,,,,,,,,,,,,0,295,15,310,530
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3482,1,17,123,6,,1,1,,72,3,2,,,,,,,,,,,,,,0,225,1,226,405
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3483,1,17,154,13,,5,5,,66,8,1,,,,,,,,,,,,,,0,269,10,279,538
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3484,1,44,92,7,,1,2,,40,34,4,,,,,,,,,,,,,,0,224,11,235,467
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3485,1,10,77,4,,5,2,,77,8,1,,,,,,,,,,,,,,0,184,5,189,283
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3486,1,2,51,2,,0,0,,18,1,0,,,,,,,,,,,,,,0,74,3,77,181
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3487,1,4,56,3,,2,0,,23,0,0,,,,,,,,,,,,,,0,88,0,88,154
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3488,1,9,183,6,,4,1,,62,4,1,,,,,,,,,,,,,,0,270,10,280,530
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3489,1,8,80,0,,1,0,,38,0,0,,,,,,,,,,,,,,0,127,3,130,234
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3490,1,8,192,3,,1,3,,57,4,0,,,,,,,,,,,,,,0,268,9,277,470
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3491,1,19,97,3,,6,2,,72,2,1,,,,,,,,,,,,,,0,202,11,213,437
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3492,1,4,50,0,,1,1,,12,2,0,,,,,,,,,,,,,,0,70,1,71,147
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3493,1,10,104,2,,2,0,,33,0,1,,,,,,,,,,,,,,0,152,6,158,252
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3494,1,3,87,1,,0,0,,6,0,1,,,,,,,,,,,,,,0,98,1,99,157
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3496,1,3,81,2,,1,0,,30,0,0,,,,,,,,,,,,,,0,117,7,124,207
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3497,1,9,84,3,,0,1,,13,0,0,,,,,,,,,,,,,,0,110,7,117,255
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3498,1,7,69,3,,4,0,,3,0,0,,,,,,,,,,,,,,0,86,8,94,160
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3499,1,8,41,1,,5,0,,36,0,1,,,,,,,,,,,,,,0,92,2,94,169
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3500,1,4,32,0,,1,0,,16,0,0,,,,,,,,,,,,,,0,53,4,57,106
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3501,1,20,103,1,,6,2,,54,1,0,,,,,,,,,,,,,,0,187,10,197,487
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3502,1,8,154,2,,15,0,,38,1,1,,,,,,,,,,,,,,0,219,15,234,392
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3503,1,8,144,3,,0,2,,70,3,0,,,,,,,,,,,,,,0,230,2,232,384
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3504,1,7,64,4,,0,1,,44,1,1,,,,,,,,,,,,,,0,122,9,131,181
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3505,1,3,29,0,,2,0,,19,0,0,,,,,,,,,,,,,,0,53,1,54,125
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3506,1,2,67,19,,1,0,,43,1,0,,,,,,,,,,,,,,0,133,3,136,213
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3507,1,3,34,1,,2,0,,39,0,0,,,,,,,,,,,,,,0,79,7,86,118
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3508,1,18,189,16,,4,3,,93,14,21,,,,,,,,,,,,,,0,358,20,378,590
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3509,1,13,63,17,,0,0,,46,4,2,,,,,,,,,,,,,,0,145,2,147,226
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3510,1,30,91,13,,4,1,,26,11,3,,,,,,,,,,,,,,0,179,16,195,386
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3511,1,13,72,3,,2,0,,62,14,1,,,,,,,,,,,,,,0,167,2,169,314
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3512,1,16,96,11,,5,2,,89,5,0,,,,,,,,,,,,,,0,224,12,236,456
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3513,1,11,67,0,,0,0,,37,0,0,,,,,,,,,,,,,,0,115,3,118,188
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3514,1,16,44,1,,1,0,,38,1,0,,,,,,,,,,,,,,0,101,3,104,144
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3515,1,40,202,4,,2,4,,205,4,2,,,,,,,,,,,,,,0,463,11,474,711
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3516,1,18,88,0,,0,0,,60,0,0,,,,,,,,,,,,,,0,166,3,169,289
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3517,1,7,87,6,,5,1,,48,2,0,,,,,,,,,,,,,,1,156,4,161,257
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3518,2,46,178,56,,4,0,,187,9,48,,,,,,,,,,,,,,0,528,20,548,1051
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3519,1,18,135,31,,0,0,,105,4,6,,,,,,,,,,,,,,0,299,8,307,469
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3520,1,29,142,51,,1,1,,136,13,9,,,,,,,,,,,,,,0,382,16,398,633
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3521,1,11,84,35,,2,0,,66,5,5,,,,,,,,,,,,,,0,208,9,217,328
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3522,1,5,54,11,,1,1,,18,6,1,,,,,,,,,,,,,,0,97,9,106,148
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3523,1,7,70,15,,0,0,,56,2,1,,,,,,,,,,,,,,1,151,5,157,250
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3524,1,23,91,23,,0,0,,67,7,6,,,,,,,,,,,,,,0,217,11,228,367
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3525,1,23,97,37,,1,1,,104,3,7,,,,,,,,,,,,,,0,273,10,283,460
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3526,1,8,84,54,,1,1,,90,4,1,,,,,,,,,,,,,,0,243,3,246,381
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3527,1,19,110,37,,0,1,,107,7,3,,,,,,,,,,,,,,0,284,3,287,484
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3528,1,12,123,9,,5,2,,41,34,7,,,,,,,,,,,,,,2,233,7,242,421
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3529,1,11,99,4,,1,1,,60,1,1,,,,,,,,,,,,,,0,178,4,182,328
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3530,1,6,80,1,,1,0,,48,2,0,,,,,,,,,,,,,,0,138,0,138,225
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3532,1,17,120,11,,3,0,,112,2,5,,,,,,,,,,,,,,0,270,15,285,485
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3533,1,7,101,0,,1,0,,30,0,0,,,,,,,,,,,,,,0,139,5,144,236
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3534,1,15,121,3,,3,0,,126,1,1,,,,,,,,,,,,,,0,270,12,282,444
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3535,1,3,69,5,,1,1,,26,0,0,,,,,,,,,,,,,,0,105,3,108,165
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3536,1,22,147,10,,0,0,,134,0,0,,,,,,,,,,,,,,0,313,7,320,530
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3537,1,4,100,9,,0,2,,82,1,0,,,,,,,,,,,,,,0,198,4,202,292
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3538,1,4,83,26,,2,5,,105,4,0,,,,,,,,,,,,,,0,229,6,235,339
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3539,1,12,116,8,,20,0,,30,0,0,,,,,,,,,,,,,,0,186,15,201,350
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3540,1,5,51,1,,1,6,,16,0,0,,,,,,,,,,,,,,0,80,6,86,189
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3541,1,6,104,2,,5,3,,25,1,0,,,,,,,,,,,,,,0,146,9,155,376
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3542,1,4,101,0,,1,0,,22,1,0,,,,,,,,,,,,,,0,129,6,135,226
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3543,1,9,117,1,,2,0,,29,1,0,,,,,,,,,,,,,,0,159,12,171,309
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3544,1,15,92,2,,1,1,,16,0,0,,,,,,,,,,,,,,0,127,4,131,210
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3545,1,5,50,0,,1,0,,6,0,0,,,,,,,,,,,,,,0,62,2,64,120
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3546,2,8,121,3,,0,0,,42,2,0,,,,,,,,,,,,,,0,176,7,183,297
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3547,1,3,51,4,,2,0,,45,0,0,,,,,,,,,,,,,,0,105,4,109,169
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3548,1,4,62,3,,0,0,,8,0,0,,,,,,,,,,,,,,0,77,1,78,128
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3549,1,6,69,0,,1,0,,5,0,0,,,,,,,,,,,,,,0,81,7,88,184
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3550,1,9,60,2,,1,0,,27,0,1,,,,,,,,,,,,,,0,100,1,101,229
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3551,1,8,80,0,,1,0,,19,0,0,,,,,,,,,,,,,,0,108,8,116,255
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3552,1,13,98,2,,0,0,,37,4,2,,,,,,,,,,,,,,0,156,0,156,302
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3553,1,8,72,3,,1,1,,44,0,0,,,,,,,,,,,,,,0,129,3,132,242
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3554,1,13,132,2,,2,1,,51,1,1,,,,,,,,,,,,,,0,203,0,203,328
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3555,1,5,57,0,,1,0,,23,1,0,,,,,,,,,,,,,,0,87,4,91,142
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3556,1,4,21,0,,0,0,,36,1,0,,,,,,,,,,,,,,0,62,1,63,139
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3557,1,34,184,2,,4,0,,114,2,2,,,,,,,,,,,,,,0,342,11,353,608
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3558,1,16,88,3,,1,1,,61,1,0,,,,,,,,,,,,,,0,171,16,187,345
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3559,1,19,99,1,,2,0,,50,0,1,,,,,,,,,,,,,,0,172,9,181,377
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3560,1,12,99,1,,2,1,,18,1,0,,,,,,,,,,,,,,0,134,5,139,264
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3561,1,6,59,0,,0,0,,42,1,0,,,,,,,,,,,,,,0,108,0,108,157
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3562,1,15,217,6,,1,1,,49,2,0,,,,,,,,,,,,,,0,291,5,296,444
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3563,1,9,100,2,,1,0,,51,1,0,,,,,,,,,,,,,,0,164,2,166,268
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3564,1,10,118,3,,3,1,,45,2,0,,,,,,,,,,,,,,0,182,11,193,335
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3565,2,28,285,6,,16,1,,78,12,3,,,,,,,,,,,,,,0,429,30,459,791
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3566,1,22,195,2,,3,0,,83,4,0,,,,,,,,,,,,,,0,309,24,333,572
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3567,1,7,60,4,,11,0,,29,0,0,,,,,,,,,,,,,,0,111,8,119,206
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3568,1,21,168,4,,8,2,,62,3,0,,,,,,,,,,,,,,0,268,13,281,542
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3569,1,12,117,1,,2,0,,80,5,0,,,,,,,,,,,,,,0,217,7,224,432
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3570,1,12,74,2,,1,0,,50,0,0,,,,,,,,,,,,,,0,139,6,145,271
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3571,1,24,226,2,,4,2,,23,4,1,,,,,,,,,,,,,,0,286,11,297,423
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3572,2,29,319,6,,19,1,,86,4,2,,,,,,,,,,,,,,1,466,12,479,765
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3573,1,6,92,1,,0,0,,23,0,0,,,,,,,,,,,,,,0,122,3,125,183
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3574,1,3,15,3,,0,0,,35,2,1,,,,,,,,,,,,,,0,59,0,59,101
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3575,1,8,54,9,,4,0,,55,1,2,,,,,,,,,,,,,,0,133,8,141,245
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3576,1,15,140,18,,4,3,,101,5,8,,,,,,,,,,,,,,1,294,10,305,540
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3577,1,27,112,5,,1,0,,130,2,1,,,,,,,,,,,,,,0,278,4,282,476
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3578,1,20,95,3,,1,0,,81,2,0,,,,,,,,,,,,,,0,202,8,210,394
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3579,1,18,88,2,,2,1,,71,0,2,,,,,,,,,,,,,,0,184,5,189,368
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3580,1,26,125,7,,4,0,,80,2,2,,,,,,,,,,,,,,0,246,8,254,488
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3581,1,8,72,2,,1,0,,74,2,0,,,,,,,,,,,,,,0,159,0,159,217
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3582,1,18,133,0,,0,0,,96,2,0,,,,,,,,,,,,,,0,249,2,251,365
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3583,1,5,120,2,,1,0,,120,0,1,,,,,,,,,,,,,,0,249,6,255,382
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3584,1,20,167,4,,2,1,,177,5,0,,,,,,,,,,,,,,0,376,21,397,609
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3585,1,13,49,6,,2,0,,46,3,1,,,,,,,,,,,,,,0,120,3,123,207
