CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,695,C,3,0,C03,2,4,126,0,137,1,14,125,50,0,0,0,,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,0,9,474,616,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,695,C,1,0,C01,0,6,100,3,152,1,19,121,38,1,1,0,,9,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,0,10,470,617,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,695,C,2,0,C02,1,2,129,0,144,0,13,128,34,0,0,0,,15,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,0,9,485,617,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,696,B,1,0,B,1,6,141,0,135,2,14,133,40,0,2,0,,21,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,0,13,531,684,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,696,C,1,0,C01,2,2,140,0,148,0,16,157,44,1,0,0,,17,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,0,9,544,684,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,696,C,2,0,C02,1,2,167,3,140,0,10,113,55,0,3,0,,20,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,0,8,531,684,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,697,B,1,0,B,0,9,139,0,177,2,20,156,27,0,0,0,,20,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,1,15,578,709,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,697,C,4,0,C04,3,9,142,1,159,0,31,145,30,1,0,0,,24,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,0,8,566,708,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,697,C,1,0,C01,2,11,138,0,141,0,36,149,28,3,0,0,,17,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,0,19,549,709,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,697,C,3,0,C03,1,17,132,0,145,1,20,152,32,0,1,0,,26,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,0,20,556,708,Acta del consejo,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,697,C,2,0,C02,4,13,147,2,142,2,19,162,34,1,1,0,,17,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,0,4,552,708,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,698,B,1,0,B,1,4,201,2,25,6,25,25,176,0,2,1,,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,0,12,487,605,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,698,C,1,0,C01,2,16,223,1,27,3,24,24,150,0,1,0,,5,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,0,16,496,604,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,699,B,1,0,B,1,21,54,0,30,2,285,47,4,1,0,0,,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,0,14,465,628,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,699,C,1,0,C01,0,29,64,8,11,0,282,28,2,2,0,0,,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,0,22,454,627,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,700,B,1,0,B,1,18,76,5,16,2,355,24,2,3,0,0,,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,1,10,518,692,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,700,C,1,0,C01,1,18,95,2,13,1,341,21,1,1,1,0,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0,14,514,692,Acta del consejo,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,701,B,1,0,B,2,11,65,4,32,1,247,56,10,0,0,0,,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,0,15,448,608,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,701,C,1,0,C01,4,9,84,2,35,2,234,41,6,0,1,0,,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,0,21,443,607,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,702,B,1,0,B,2,14,56,5,27,4,237,52,7,3,1,0,,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,0,11,431,665,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,702,C,1,0,C01,0,9,68,5,34,2,270,55,9,0,0,0,,9,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,0,13,479,665,Acta del consejo,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,850,B,1,0,B,246,3,99,13,13,16,1,34,0,50,0,13,6,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,0,7,506,707,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,850,C,3,0,C03,219,0,110,22,10,18,0,35,2,58,0,22,15,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,0,14,530,707,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,850,C,2,0,C02,237,2,114,23,15,21,2,31,3,38,1,21,13,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,0,8,530,707,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,850,C,1,0,C01,254,4,120,14,7,13,1,15,3,55,1,20,0,3,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,0,7,519,707,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,851,B,1,0,B,255,3,68,16,8,20,0,29,3,28,0,12,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,0,4,451,575,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,851,C,2,0,C02,223,1,86,18,8,18,0,27,3,37,0,18,11,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,0,4,457,574,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,851,C,1,0,C01,233,2,56,22,10,22,2,26,5,42,0,11,5,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,0,9,449,574,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,851,S,1,0,S01,31,0,8,0,2,0,0,5,0,1,0,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,2,54,0,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,852,B,1,0,B,250,3,55,24,20,33,0,20,0,31,0,25,2,6,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,0,12,483,741,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,852,C,1,0,C01,293,4,61,26,16,36,0,28,2,29,1,29,7,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,0,7,541,740,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,852,C,2,0,C02,249,2,86,19,11,30,1,36,5,44,1,13,6,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0,16,522,740,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,852,C,4,0,C04,279,5,69,20,15,24,1,28,2,30,1,21,10,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0,10,516,740,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,852,C,3,0,C03,271,1,78,11,17,22,3,32,2,40,0,18,8,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,0,13,520,740,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,853,B,1,0,B,231,4,45,30,14,15,3,13,0,35,0,24,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,0,21,439,686,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,853,C,1,0,C01,245,2,55,14,9,20,0,23,9,35,2,25,7,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,0,30,481,686,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,853,C,2,0,C02,227,8,46,23,16,6,1,21,2,27,3,21,9,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,0,20,434,686,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,854,B,1,0,B,205,2,33,8,5,19,0,19,1,33,1,18,10,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,0,13,370,507,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,854,C,2,0,C02,210,0,40,20,13,16,2,17,3,27,0,23,3,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,0,11,389,507,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,854,C,1,0,C01,209,0,31,5,15,14,1,22,1,24,1,19,5,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,1,10,364,507,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,855,B,1,0,B,280,3,83,19,14,28,0,46,8,40,3,17,12,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,0,6,560,730,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,855,C,1,0,C01,312,2,73,17,14,25,1,20,2,25,0,18,5,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,0,5,521,730,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,855,C,2,0,C02,284,2,64,18,13,34,0,36,4,44,0,15,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,0,12,536,730,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,856,B,1,0,B,160,2,167,11,7,14,0,14,0,25,1,16,29,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0,11,463,583,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,856,C,2,0,C02,177,5,152,9,7,13,0,11,0,22,1,16,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,0,12,444,582,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,856,C,1,0,C01,183,4,146,6,5,7,0,10,2,43,0,14,21,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,0,7,450,583,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,857,B,1,0,B,288,0,77,23,7,16,1,22,3,36,2,27,12,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,0,16,534,746,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,857,C,1,0,C01,272,0,102,26,12,6,0,16,4,26,0,40,14,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,1,12,532,745,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,858,B,1,0,B,177,11,110,7,14,8,1,36,3,44,2,14,20,5,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0,19,475,673,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,858,C,2,0,C02,178,8,100,12,21,3,0,37,2,59,3,21,19,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,0,15,486,672,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,858,C,1,0,C01,220,7,98,9,15,7,2,21,3,50,3,13,20,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,0,18,489,672,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,859,B,1,0,B,160,7,131,6,8,9,1,33,6,34,0,13,31,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0,8,456,707,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,859,C,3,0,C03,130,6,146,5,12,10,2,38,6,21,1,11,22,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,0,24,436,706,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,859,C,1,0,C01,159,6,163,7,12,16,0,22,1,28,1,13,17,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,0,15,462,707,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,859,C,2,0,C02,172,10,132,3,10,17,4,19,3,45,0,15,15,3,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0,20,476,706,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,860,B,1,0,B,176,1,46,6,3,10,4,47,2,8,4,14,7,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,0,13,348,557,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,860,C,2,0,C02,178,4,49,8,6,12,4,48,1,6,3,14,3,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,1,14,354,556,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,860,C,1,0,C01,148,3,37,6,9,9,2,35,4,15,3,16,6,4,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,2,15,317,557,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,861,B,1,0,B,134,8,40,3,13,15,0,31,8,12,2,9,4,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,0,9,292,527,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,861,C,1,0,C01,139,5,34,5,16,7,1,47,6,22,2,13,7,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,0,14,323,527,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,861,C,2,0,C02,136,7,49,8,12,15,2,37,4,15,3,10,6,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,0,13,323,526,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,862,B,1,0,B,156,9,63,6,14,12,3,63,6,19,4,7,3,9,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,0,9,386,627,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,862,C,1,0,C01,154,7,71,7,6,13,9,62,3,12,6,9,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0,15,380,627,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,862,C,2,0,C02,162,9,60,12,7,10,5,56,3,20,6,9,7,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,1,14,387,627,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,863,B,1,0,B,146,8,68,4,11,15,4,41,3,25,0,6,3,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,0,15,352,593,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,863,C,1,0,C01,153,7,60,4,11,9,4,37,0,22,3,12,1,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,0,17,344,593,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,863,C,3,0,C03,158,5,63,4,5,10,4,43,3,17,1,17,7,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,1,20,365,592,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,863,C,2,0,C02,165,3,49,8,10,10,4,40,4,10,1,12,4,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,0,15,339,592,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,864,B,1,0,B,150,8,61,7,6,14,3,56,2,8,3,7,6,8,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,0,14,357,622,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,864,C,1,0,C01,145,9,43,8,7,15,1,55,6,16,1,5,3,5,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0,6,328,621,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,864,C,2,0,C02,137,12,59,7,9,6,1,60,6,9,1,8,2,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,0,21,347,621,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,864,C,3,0,C03,122,0,45,5,10,14,2,57,7,19,0,5,2,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,0,9,303,621,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,865,B,1,0,B,103,3,26,10,6,12,2,54,6,16,3,14,2,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0,10,277,474,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,865,C,1,0,C01,103,8,40,6,11,6,2,74,2,8,3,9,1,5,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,13,295,473,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,866,B,1,0,B,79,0,85,8,9,6,1,41,3,28,0,6,6,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,0,10,289,395,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,866,C,1,0,C01,95,0,69,7,7,10,0,37,4,30,1,6,7,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,0,11,289,394,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,867,B,1,0,B,149,17,118,43,16,10,3,16,2,26,2,11,17,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,0,15,450,587,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,867,C,1,0,C01,166,15,99,35,14,14,2,16,2,31,1,10,16,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,0,12,438,586,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,868,B,1,0,B,94,5,106,18,12,6,2,22,1,22,0,7,14,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0,16,328,465,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,895,B,1,0,B,8,9,0,15,1,140,0,8,0,0,108,2,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,407,0,4,411,490,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,895,C,1,0,C01,4,12,0,8,0,140,3,9,2,0,111,5,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,397,0,8,405,490,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,896,B,1,0,B,10,10,0,23,2,148,2,4,2,0,165,7,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,491,0,10,501,606,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,896,C,1,0,C01,8,8,1,14,0,156,4,12,5,0,160,5,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,499,0,13,512,605,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,897,B,1,0,B,8,13,2,7,1,89,3,2,1,0,109,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,342,0,11,353,419,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,897,C,1,0,C01,0,9,1,15,1,74,4,17,1,0,110,2,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,322,1,15,338,419,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,898,B,1,0,B,8,10,0,31,0,205,2,4,5,0,77,11,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,482,0,9,491,577,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,898,C,1,0,C01,9,13,0,40,0,217,8,5,3,0,59,5,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,470,0,5,475,576,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,899,B,1,0,B,11,14,2,35,0,269,1,2,1,0,131,5,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,581,0,18,599,670,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,899,C,1,0,C01,9,6,1,47,4,260,1,7,2,0,64,15,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,538,0,17,555,670,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,900,B,1,0,B,8,10,1,19,2,203,2,2,2,1,75,7,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,457,0,11,468,554,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,900,C,2,0,C02,5,1,3,35,0,229,0,2,3,0,67,7,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,476,0,12,488,553,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,900,C,1,0,C01,8,10,2,32,0,211,1,3,1,0,73,5,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,457,0,6,463,553,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,901,B,1,0,B,33,136,5,96,6,4,90,68,3,0,2,1,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,0,20,469,610,Grupo de recuento,,,
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,901,C,2,0,C02,37,111,2,87,10,2,107,51,6,0,2,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,1,44,463,610,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,901,C,1,0,C01,36,117,4,86,6,6,94,44,8,6,0,2,0,6,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,0,28,445,610,Acta casilla,,,
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,902,B,1,0,B,31,116,0,140,15,3,115,57,11,1,1,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,0,22,517,650,Acta casilla,,,
