Dtto,Cve Mpio,Municipio,Seccion,Tipo    Casilla,Contigua,Contigua Ext.,PAN,PRI,PRD,PT,PVEM,CONVERGENCIA,PANAL,PSD,PRI-PANAL,PRD-PT,PT-CONVERGENCIA,Total PRI-PANAL,Total PRD-PT,Total PT-CONVERGENCIA,NULOS,No Registrados,Total
12,41,GUADALAJARA,1083,C,1,,90,104,6,2,21,13,8,1,0,,,112,,,15,1,261
12,41,GUADALAJARA,1084,B,0,,77,59,7,4,12,10,5,4,1,,,65,,,9,0,188
12,41,GUADALAJARA,1084,C,1,,70,80,5,3,20,10,8,2,0,,,88,,,5,0,203
12,41,GUADALAJARA,1085,B,0,,77,74,7,6,25,7,7,4,1,,,82,,,14,1,223
12,41,GUADALAJARA,1085,C,1,,99,79,3,5,16,7,6,5,2,,,87,,,12,0,234
12,41,GUADALAJARA,1086,B,0,,114,123,8,7,27,5,10,2,0,,,133,,,16,0,312
12,41,GUADALAJARA,1086,C,1,,124,137,13,8,30,3,4,2,1,,,142,,,11,1,334
8,41,GUADALAJARA,1087,B,0,,200,108,2,8,11,6,1,6,0,,,109,,,44,1,387
8,41,GUADALAJARA,1087,C,1,,170,121,3,4,13,1,3,6,0,,,124,,,37,3,361
8,41,GUADALAJARA,1087,C,2,,173,133,4,7,15,2,2,2,1,,,136,,,42,3,384
8,41,GUADALAJARA,1088,B,0,,148,120,5,8,15,1,6,5,1,,,127,,,63,2,374
8,41,GUADALAJARA,1088,C,1,,174,134,4,4,10,3,4,3,1,,,139,,,57,2,396
8,41,GUADALAJARA,1088,C,2,,150,130,2,5,8,2,2,6,0,,,132,,,60,3,368
8,41,GUADALAJARA,1089,B,0,,147,125,2,4,7,1,0,1,0,,,125,,,59,3,349
8,41,GUADALAJARA,1089,C,1,,158,91,5,0,13,2,1,2,1,,,93,,,44,1,318
8,41,GUADALAJARA,1090,B,0,,100,121,4,8,13,1,6,4,2,,,129,,,17,0,276
8,41,GUADALAJARA,1090,C,1,,108,120,1,4,15,1,2,4,0,,,122,,,26,0,281
8,41,GUADALAJARA,1091,B,0,,116,157,4,6,15,4,13,4,170,,,340,,,22,1,512
8,41,GUADALAJARA,1091,C,1,,117,137,7,12,18,1,1,6,0,,,138,,,29,2,330
8,41,GUADALAJARA,1091,C,2,,127,132,11,9,16,6,9,9,0,,,141,,,29,0,348
8,41,GUADALAJARA,1092,B,0,,169,155,3,8,20,8,2,6,1,,,158,,,22,3,397
8,41,GUADALAJARA,1092,C,1,,155,156,1,5,23,9,4,8,2,,,162,,,30,1,394
8,41,GUADALAJARA,1093,B,0,,135,147,9,10,17,3,3,8,0,,,150,,,29,0,361
8,41,GUADALAJARA,1093,C,1,,131,125,6,4,28,3,6,6,1,,,132,,,33,1,344
8,41,GUADALAJARA,1094,B,0,,102,104,6,3,14,3,0,5,0,,,104,,,26,0,263
8,41,GUADALAJARA,1094,C,1,,77,94,4,6,16,4,5,4,1,,,100,,,21,0,232
8,41,GUADALAJARA,1095,B,0,,87,113,5,5,9,4,1,2,0,,,114,,,24,0,250
8,41,GUADALAJARA,1095,C,1,,99,103,2,6,15,2,0,3,0,,,103,,,20,0,250
8,41,GUADALAJARA,1096,B,0,,70,139,2,3,16,0,6,1,1,,,146,,,19,0,257
8,41,GUADALAJARA,1096,C,1,,60,145,6,4,12,0,5,2,1,,,151,,,14,0,249
8,41,GUADALAJARA,1097,B,0,,56,121,4,4,11,1,0,1,0,,,121,,,9,0,207
8,41,GUADALAJARA,1097,C,1,,64,139,1,7,24,3,4,2,0,,,143,,,14,0,258
8,41,GUADALAJARA,1098,B,0,,122,136,4,9,18,4,7,5,0,,,143,,,30,3,338
8,41,GUADALAJARA,1098,C,1,,123,126,11,8,23,4,3,5,0,,,129,,,34,1,338
8,41,GUADALAJARA,1099,B,0,,129,180,5,3,17,3,8,4,2,,,190,,,16,0,367
8,41,GUADALAJARA,1100,B,0,,112,202,8,8,32,5,10,2,2,,,214,,,18,0,399
8,41,GUADALAJARA,1100,C,1,,110,218,9,4,17,3,8,6,2,,,228,,,18,2,397
8,41,GUADALAJARA,1101,B,0,,105,210,7,9,20,5,6,4,1,,,217,,,16,0,383
8,41,GUADALAJARA,1101,C,1,,101,205,7,6,20,4,0,3,1,,,206,,,17,0,364
8,41,GUADALAJARA,1102,B,0,,109,203,5,7,19,1,8,7,2,,,213,,,15,1,377
8,41,GUADALAJARA,1102,C,1,,131,202,9,8,15,6,7,2,3,,,212,,,15,0,398
8,41,GUADALAJARA,1103,B,0,,95,151,3,7,19,2,9,6,3,,,163,,,9,0,304
8,41,GUADALAJARA,1103,C,1,,100,148,6,9,26,4,5,5,0,,,153,,,0,0,303
8,41,GUADALAJARA,1103,C,2,,96,133,7,5,26,3,10,5,1,,,144,,,16,1,303
8,41,GUADALAJARA,1104,B,0,,96,174,0,5,12,1,12,2,4,,,190,,,18,0,324
8,41,GUADALAJARA,1104,C,1,,103,121,3,3,9,1,12,1,0,,,133,,,25,1,279
8,41,GUADALAJARA,1105,B,0,,111,109,7,11,22,1,3,1,0,,,112,,,12,0,277
8,41,GUADALAJARA,1105,C,1,,110,122,11,8,19,3,6,4,0,,,128,,,15,0,298
8,41,GUADALAJARA,1106,B,0,,102,138,8,5,9,3,10,2,0,,,148,,,11,0,288
8,41,GUADALAJARA,1106,C,1,,92,141,2,6,14,1,12,1,4,,,157,,,13,0,286
8,41,GUADALAJARA,1106,C,2,,105,115,5,8,25,4,5,3,0,,,120,,,14,0,284
8,41,GUADALAJARA,1107,B,0,,104,137,10,5,14,3,5,4,2,,,144,,,22,0,306
8,41,GUADALAJARA,1107,C,1,,107,151,10,3,10,3,6,9,3,,,160,,,19,0,321
8,41,GUADALAJARA,1108,B,0,,124,118,3,2,17,5,7,6,0,,,125,,,43,0,325
8,41,GUADALAJARA,1108,C,1,,113,129,7,4,15,4,5,2,0,,,134,,,14,1,294
8,41,GUADALAJARA,1108,C,2,,107,127,4,3,19,0,8,4,2,,,137,,,0,2,276
8,41,GUADALAJARA,1109,B,0,,95,151,6,10,12,2,3,5,0,,,154,,,12,3,299
8,41,GUADALAJARA,1109,C,1,,103,121,3,3,9,1,12,1,0,,,133,,,25,1,279
8,41,GUADALAJARA,1110,B,0,,74,124,3,11,15,0,8,3,1,,,133,,,13,1,253
8,41,GUADALAJARA,1110,C,1,,83,112,3,4,11,5,14,3,1,,,127,,,11,0,247
8,41,GUADALAJARA,1111,B,0,,85,186,9,8,14,3,10,3,3,,,199,,,0,0,321
8,41,GUADALAJARA,1111,C,1,,79,201,11,7,11,2,6,6,4,,,211,,,22,0,349
8,41,GUADALAJARA,1112,B,0,,104,139,1,9,23,3,7,2,2,,,148,,,16,0,306
8,41,GUADALAJARA,1112,C,1,,94,135,1,11,17,1,5,0,1,,,141,,,15,0,280
8,41,GUADALAJARA,1113,B,0,,97,125,14,8,17,3,2,4,0,,,127,,,24,4,298
8,41,GUADALAJARA,1113,C,1,,112,139,10,6,5,1,4,2,0,,,143,,,19,2,300
8,41,GUADALAJARA,1113,C,2,,118,130,4,4,14,3,5,7,0,,,135,,,16,1,302
8,41,GUADALAJARA,1114,B,0,,109,225,11,6,17,6,10,2,0,,,235,,,15,1,402
8,41,GUADALAJARA,1115,B,0,,110,162,7,8,9,0,4,8,0,,,166,,,17,0,325
8,41,GUADALAJARA,1115,C,1,,116,155,5,13,10,2,6,5,0,,,161,,,11,1,324
8,41,GUADALAJARA,1116,B,0,,107,115,7,5,17,7,5,3,1,,,121,,,26,2,295
8,41,GUADALAJARA,1116,C,1,,96,145,4,6,7,2,6,6,2,,,153,,,12,1,287
8,41,GUADALAJARA,1116,C,2,,94,137,3,5,20,5,5,9,1,,,143,,,11,0,290
8,41,GUADALAJARA,1117,B,0,,105,121,4,7,9,0,6,2,1,,,128,,,13,0,268
8,41,GUADALAJARA,1117,C,1,,85,110,10,6,18,6,6,3,0,,,116,,,15,0,259
8,41,GUADALAJARA,1118,B,0,,87,90,4,5,2,1,5,2,0,,,95,,,20,2,218
8,41,GUADALAJARA,1118,C,1,,93,101,5,4,10,3,6,4,0,,,107,,,11,1,238
8,41,GUADALAJARA,1119,B,0,,106,80,4,2,6,0,0,1,0,,,80,,,34,0,233
8,41,GUADALAJARA,1119,C,1,,103,66,3,2,5,2,0,2,1,,,67,,,32,0,216
8,41,GUADALAJARA,1120,B,0,,180,86,3,0,8,2,4,4,2,,,92,,,29,1,319
8,41,GUADALAJARA,1120,C,1,,159,103,3,1,13,4,5,5,1,,,109,,,49,0,343
8,41,GUADALAJARA,1121,B,0,,145,124,7,4,10,4,5,8,0,,,129,,,47,4,358
8,41,GUADALAJARA,1121,C,1,,140,135,7,3,11,0,7,6,1,,,143,,,45,0,355
8,41,GUADALAJARA,1122,B,0,,130,91,5,7,12,3,5,4,0,,,96,,,37,3,297
8,41,GUADALAJARA,1122,C,1,,138,98,5,2,12,2,4,4,0,,,102,,,41,0,306
8,41,GUADALAJARA,1123,B,0,,144,92,4,5,7,2,4,3,0,,,96,,,32,1,294
8,41,GUADALAJARA,1123,C,1,,147,91,1,5,14,3,1,6,0,,,92,,,32,4,304
8,41,GUADALAJARA,1123,C,2,,134,84,5,8,11,1,3,4,0,,,87,,,30,1,281
8,41,GUADALAJARA,1124,B,0,,151,112,5,3,13,3,1,5,0,,,113,,,45,0,338
8,41,GUADALAJARA,1124,C,1,,134,135,9,3,8,2,2,7,2,,,139,,,44,2,348
8,41,GUADALAJARA,1125,B,0,,169,122,2,3,21,2,3,8,0,,,125,,,48,3,381
8,41,GUADALAJARA,1125,C,1,,180,140,3,2,20,2,5,0,0,,,145,,,47,3,402
8,41,GUADALAJARA,1126,B,0,,127,99,3,5,7,0,2,5,2,,,103,,,34,3,287
8,41,GUADALAJARA,1126,C,1,,145,102,1,4,9,2,2,3,0,,,104,,,12,0,280
8,41,GUADALAJARA,1126,C,2,,162,90,2,3,6,1,3,4,1,,,94,,,30,0,302
8,41,GUADALAJARA,1127,B,0,,137,124,6,6,6,4,2,1,1,,,127,,,33,3,323
8,41,GUADALAJARA,1127,C,1,,134,94,4,11,10,2,3,5,1,,,98,,,45,0,309
8,41,GUADALAJARA,1128,B,0,,132,111,3,2,3,2,4,5,0,,,115,,,43,0,305
8,41,GUADALAJARA,1128,C,1,,145,96,2,2,7,1,2,5,0,,,98,,,42,0,302
8,41,GUADALAJARA,1128,C,2,,131,101,2,3,9,1,5,4,0,,,106,,,58,0,314
8,41,GUADALAJARA,1129,B,0,,106,121,5,9,15,1,5,6,0,,,126,,,34,0,302
8,41,GUADALAJARA,1129,C,1,,132,106,1,6,13,3,3,4,2,,,111,,,31,0,301
8,41,GUADALAJARA,1129,C,2,,124,109,4,4,11,3,1,3,0,,,110,,,25,0,284
8,41,GUADALAJARA,1130,B,0,,134,80,11,6,12,2,3,4,0,,,83,,,15,1,268
8,41,GUADALAJARA,1130,C,1,,111,121,7,4,6,1,1,6,0,,,122,,,12,0,269
8,41,GUADALAJARA,1131,B,0,,126,105,4,6,9,0,2,3,0,,,107,,,30,0,285
8,41,GUADALAJARA,1131,C,1,,92,106,2,3,8,1,0,5,0,,,106,,,39,2,258
8,41,GUADALAJARA,1132,B,0,,121,105,6,3,10,3,0,3,0,,,105,,,23,0,274
8,41,GUADALAJARA,1132,C,1,,97,108,5,10,10,5,2,1,0,,,110,,,23,0,261
8,41,GUADALAJARA,1133,B,0,,102,135,12,2,20,4,4,1,0,,,139,,,18,0,298
8,41,GUADALAJARA,1133,C,1,,107,141,5,1,26,0,6,5,0,,,147,,,17,0,308
8,41,GUADALAJARA,1134,B,0,,82,130,5,1,17,3,6,6,0,,,136,,,13,1,264
8,41,GUADALAJARA,1135,B,0,,83,134,4,4,11,2,1,1,1,,,136,,,20,2,263
8,41,GUADALAJARA,1135,C,1,,109,128,3,4,17,4,5,0,1,,,134,,,10,0,281
8,41,GUADALAJARA,1136,B,0,,85,160,8,12,9,3,3,4,1,,,164,,,8,1,294
8,41,GUADALAJARA,1136,C,1,,104,148,11,7,24,4,5,7,2,,,155,,,14,0,326
8,41,GUADALAJARA,1137,B,0,,116,145,9,11,29,6,10,3,2,,,157,,,18,0,349
8,41,GUADALAJARA,1137,C,1,,108,134,7,10,28,6,5,3,1,,,140,,,17,1,320
8,41,GUADALAJARA,1138,B,0,,75,148,5,6,24,5,8,1,3,,,159,,,9,1,285
8,41,GUADALAJARA,1139,B,0,,102,174,6,1,19,7,10,10,4,,,188,,,17,0,350
8,41,GUADALAJARA,1139,C,1,,93,173,7,11,16,3,10,5,1,,,184,,,20,1,340
8,41,GUADALAJARA,1140,B,0,,75,134,3,12,14,0,4,3,0,,,138,,,16,0,261
8,41,GUADALAJARA,1140,C,1,,79,156,2,8,13,3,3,2,0,,,159,,,0,0,266
8,41,GUADALAJARA,1141,B,0,,116,151,5,11,21,3,3,4,1,,,155,,,16,0,331
8,41,GUADALAJARA,1141,C,1,,133,144,6,6,15,3,9,5,5,,,158,,,21,0,347
8,41,GUADALAJARA,1142,B,0,,152,187,4,5,19,6,8,8,2,,,197,,,31,3,425
8,41,GUADALAJARA,1142,C,1,,129,185,10,3,16,0,6,12,0,,,191,,,32,1,394
8,41,GUADALAJARA,1143,B,0,,127,124,7,9,15,5,5,3,1,,,130,,,16,2,314
8,41,GUADALAJARA,1143,C,1,,121,149,9,7,18,5,7,2,0,,,156,,,30,1,349
8,41,GUADALAJARA,1144,B,0,,130,138,4,6,17,2,5,4,0,,,143,,,22,0,328
8,41,GUADALAJARA,1144,C,1,,124,150,6,4,16,3,1,2,1,,,152,,,16,1,324
8,41,GUADALAJARA,1145,B,0,,119,166,13,7,12,3,6,7,0,,,172,,,17,0,350
8,41,GUADALAJARA,1145,C,1,,101,210,8,7,7,3,7,0,1,,,218,,,23,0,367
8,41,GUADALAJARA,1146,B,0,,82,123,9,4,16,1,15,3,0,,,138,,,21,1,275
8,41,GUADALAJARA,1146,C,1,,82,124,10,1,14,5,9,4,0,,,133,,,10,1,260
8,41,GUADALAJARA,1147,B,0,,88,157,4,6,12,1,13,5,0,,,170,,,13,1,300
8,41,GUADALAJARA,1147,C,1,,56,163,10,8,17,2,11,5,2,,,176,,,17,0,291
8,41,GUADALAJARA,1148,B,0,,72,137,6,5,18,1,9,5,0,,,146,,,12,0,265
8,41,GUADALAJARA,1148,C,1,,85,111,1,4,13,4,3,0,1,,,115,,,7,0,229
8,41,GUADALAJARA,1149,B,0,,50,108,5,3,14,4,6,5,0,,,114,,,12,0,207
8,41,GUADALAJARA,1149,C,1,,47,135,9,8,11,3,6,2,0,,,141,,,10,0,231
8,41,GUADALAJARA,1150,B,0,,118,159,8,11,17,3,7,4,0,,,166,,,13,1,341
8,41,GUADALAJARA,1150,C,1,,111,170,6,13,23,9,3,2,2,,,175,,,17,0,356
8,41,GUADALAJARA,1151,B,0,,144,151,16,6,26,6,4,2,0,,,155,,,26,0,381
8,41,GUADALAJARA,1151,C,1,,144,177,0,6,17,5,13,4,0,,,190,,,24,1,391
8,41,GUADALAJARA,1152,B,0,,165,122,5,4,20,4,0,3,0,,,122,,,23,0,346
8,41,GUADALAJARA,1152,C,1,,119,172,1,1,21,1,4,4,0,,,176,,,16,0,339
8,41,GUADALAJARA,1153,B,0,,71,153,4,6,29,1,2,5,1,,,156,,,25,0,297
8,41,GUADALAJARA,1153,C,1,,83,159,4,8,16,2,11,5,1,,,171,,,13,0,302
8,41,GUADALAJARA,1154,B,0,,106,183,4,11,20,4,4,4,3,,,190,,,16,1,356
8,41,GUADALAJARA,1154,C,1,,101,175,6,4,20,7,5,5,1,,,181,,,22,0,346
8,41,GUADALAJARA,1155,B,0,,102,99,5,5,11,5,2,4,0,,,101,,,25,0,258
8,41,GUADALAJARA,1155,C,1,,102,97,3,6,15,0,2,5,1,,,100,,,25,1,257
8,41,GUADALAJARA,1156,B,0,,92,148,6,4,16,0,5,2,1,,,154,,,8,0,282
8,41,GUADALAJARA,1156,C,1,,104,164,2,6,14,1,2,3,2,,,168,,,18,0,316
8,41,GUADALAJARA,1157,B,0,,88,102,2,1,14,3,4,1,0,,,106,,,14,0,229
8,41,GUADALAJARA,1157,C,1,,93,95,2,3,10,5,3,5,0,,,98,,,12,0,228
8,41,GUADALAJARA,1158,B,0,,81,95,4,12,4,0,5,5,2,,,102,,,8,0,216
8,41,GUADALAJARA,1158,C,1,,91,91,3,6,7,2,4,2,1,,,96,,,9,0,216
8,41,GUADALAJARA,1159,B,0,,103,123,3,8,17,0,3,3,0,,,126,,,25,2,287
8,41,GUADALAJARA,1159,C,1,,108,124,6,6,17,1,8,5,1,,,133,,,24,1,301
8,41,GUADALAJARA,1160,B,0,,162,152,3,7,20,4,4,5,0,,,156,,,53,2,412
12,41,GUADALAJARA,1161,B,0,,155,102,1,3,11,1,4,3,1,,,107,,,29,3,313
12,41,GUADALAJARA,1161,C,1,,136,107,4,2,11,1,5,2,0,,,112,,,27,2,297
12,41,GUADALAJARA,1162,B,0,,167,112,5,4,10,3,2,3,1,,,115,,,45,1,353
12,41,GUADALAJARA,1162,C,1,,176,95,1,2,10,1,4,6,0,,,99,,,41,4,340
12,41,GUADALAJARA,1163,B,0,,141,121,11,1,12,1,0,4,0,,,121,,,55,0,346
12,41,GUADALAJARA,1163,C,1,,164,131,2,0,16,4,4,1,0,,,135,,,39,1,362
12,41,GUADALAJARA,1164,B,0,,143,134,2,2,10,5,0,4,0,,,134,,,48,0,348
12,41,GUADALAJARA,1164,C,1,,151,127,5,4,18,4,0,4,0,,,127,,,33,1,347
8,41,GUADALAJARA,1165,B,0,,136,97,2,6,16,2,0,4,1,,,98,,,43,2,309
8,41,GUADALAJARA,1165,C,1,,144,114,7,4,8,2,8,3,0,,,122,,,62,1,353
8,41,GUADALAJARA,1166,B,0,,85,140,2,3,6,2,7,2,0,,,147,,,18,0,265
8,41,GUADALAJARA,1166,C,1,,77,130,5,6,13,2,11,2,1,,,142,,,12,0,259
8,41,GUADALAJARA,1167,B,0,,129,197,5,10,29,2,13,3,1,,,211,,,36,0,425
8,41,GUADALAJARA,1168,B,0,,113,131,12,7,26,2,7,0,3,,,141,,,14,1,316
8,41,GUADALAJARA,1169,B,0,,76,133,3,10,10,1,5,4,1,,,139,,,14,2,259
8,41,GUADALAJARA,1169,C,1,,66,140,4,15,8,2,5,5,0,,,145,,,9,0,254
8,41,GUADALAJARA,1170,B,0,,107,254,6,11,21,4,4,4,1,,,259,,,339,1,752
8,41,GUADALAJARA,1171,B,0,,83,157,5,9,24,1,6,5,2,,,165,,,12,0,304
8,41,GUADALAJARA,1171,C,1,,69,170,2,4,16,2,6,0,1,,,177,,,12,0,282
8,41,GUADALAJARA,1172,B,0,,80,136,4,3,14,0,8,2,1,,,145,,,15,2,265
8,41,GUADALAJARA,1172,C,1,,85,136,6,2,13,0,3,5,2,,,141,,,10,0,262
8,41,GUADALAJARA,1173,B,0,,59,128,2,3,14,1,5,0,2,,,135,,,5,0,219
8,41,GUADALAJARA,1173,C,1,,52,135,3,9,17,2,6,0,1,,,142,,,9,1,235
8,41,GUADALAJARA,1174,B,0,,87,150,4,3,7,3,5,1,0,,,155,,,25,1,286
8,41,GUADALAJARA,1174,C,1,,92,140,2,5,9,4,4,5,2,,,146,,,18,0,281
8,41,GUADALAJARA,1175,B,0,,91,183,16,6,16,4,9,4,1,,,193,,,25,0,355
8,41,GUADALAJARA,1175,C,1,,102,169,4,5,22,3,7,6,0,,,176,,,26,0,344
8,41,GUADALAJARA,1176,B,0,,101,209,11,15,9,2,3,1,0,,,212,,,13,1,365
8,41,GUADALAJARA,1176,C,1,,99,228,8,5,21,1,7,6,2,,,237,,,11,0,388
8,41,GUADALAJARA,1177,B,0,,102,142,7,7,14,1,5,0,1,,,148,,,14,0,293
8,41,GUADALAJARA,1177,C,1,,85,138,5,5,18,3,4,2,5,,,147,,,16,0,281
8,41,GUADALAJARA,1178,B,0,,71,125,3,7,14,4,4,6,1,,,130,,,18,0,253
8,41,GUADALAJARA,1178,C,1,,74,134,6,1,9,0,6,2,4,,,144,,,7,0,243
8,41,GUADALAJARA,1179,B,0,,63,155,6,4,12,3,6,3,4,,,165,,,11,0,267
8,41,GUADALAJARA,1179,C,1,,47,171,11,3,20,3,5,3,1,,,177,,,10,1,275
8,41,GUADALAJARA,1180,B,0,,117,222,6,6,17,4,8,6,0,,,230,,,19,3,408
8,41,GUADALAJARA,1180,C,1,,127,193,11,5,27,2,9,6,1,,,203,,,32,0,413
8,41,GUADALAJARA,1181,B,0,,84,118,7,4,14,2,6,6,1,,,125,,,14,3,259
8,41,GUADALAJARA,1182,B,0,,124,150,4,6,11,4,10,3,3,,,163,,,17,1,333
8,41,GUADALAJARA,1183,B,0,,92,185,10,6,16,2,10,6,0,,,195,,,21,1,349
8,41,GUADALAJARA,1184,B,0,,84,157,9,6,10,5,4,3,0,,,161,,,11,0,289
8,41,GUADALAJARA,1185,B,0,,96,193,12,10,17,3,4,8,3,,,200,,,29,0,375
8,41,GUADALAJARA,1186,B,0,,84,139,8,8,14,1,4,2,1,,,144,,,21,0,282
8,41,GUADALAJARA,1187,B,0,,96,126,8,5,21,3,4,4,0,,,130,,,7,4,278
8,41,GUADALAJARA,1187,C,1,,88,133,8,3,18,5,6,1,0,,,139,,,10,0,272
8,41,GUADALAJARA,1187,C,2,,106,154,11,4,19,3,0,3,0,,,154,,,10,1,311
8,41,GUADALAJARA,1187,C,3,,88,133,2,7,21,4,4,5,2,,,139,,,18,0,284
8,41,GUADALAJARA,1188,B,0,,106,149,8,8,12,4,6,7,2,,,157,,,15,1,318
8,41,GUADALAJARA,1188,C,1,,94,129,8,9,27,6,7,4,2,,,138,,,16,1,303
8,41,GUADALAJARA,1188,C,2,,111,106,11,8,30,5,3,2,0,,,109,,,5,0,281
8,41,GUADALAJARA,1189,B,0,,80,133,8,12,27,3,5,8,2,,,140,,,8,0,286
8,41,GUADALAJARA,1189,C,1,,83,138,7,8,14,2,8,4,1,,,147,,,15,0,280
8,41,GUADALAJARA,1189,C,2,,91,152,7,1,22,2,9,4,0,,,161,,,18,0,306
9,41,GUADALAJARA,1190,B,0,,75,163,9,6,20,4,4,2,1,,,168,,,20,0,304
9,41,GUADALAJARA,1190,C,1,,76,159,14,4,22,4,6,5,2,,,167,,,11,2,305
9,41,GUADALAJARA,1191,B,0,,99,134,5,8,26,5,5,2,0,,,139,,,23,0,307
9,41,GUADALAJARA,1191,C,1,,127,147,13,7,21,4,3,4,0,,,150,,,13,0,339
8,41,GUADALAJARA,1192,B,0,,115,147,11,9,29,2,0,3,0,,,147,,,17,1,334
8,41,GUADALAJARA,1192,C,1,,89,134,9,6,26,2,11,2,1,,,146,,,22,0,302
8,41,GUADALAJARA,1192,C,2,,76,122,9,8,16,6,2,4,1,,,125,,,13,0,257
8,41,GUADALAJARA,1193,B,0,,120,154,7,5,19,5,11,5,1,,,166,,,13,0,340
8,41,GUADALAJARA,1193,C,1,,95,142,8,8,29,3,8,3,1,,,151,,,16,0,313
8,41,GUADALAJARA,1193,C,2,,128,139,4,6,25,1,6,4,1,,,146,,,0,0,314
8,41,GUADALAJARA,1193,C,3,,132,128,6,7,23,4,1,3,0,,,129,,,15,1,320
8,41,GUADALAJARA,1193,C,4,,109,156,10,9,16,3,4,3,0,,,160,,,16,0,326
8,41,GUADALAJARA,1193,C,5,,87,143,8,8,19,0,8,2,0,,,151,,,0,0,275
8,41,GUADALAJARA,1193,C,6,,100,124,11,11,22,3,6,3,1,,,131,,,22,0,303
9,41,GUADALAJARA,1194,B,0,,99,151,8,4,21,1,4,4,0,,,155,,,10,1,303
9,41,GUADALAJARA,1194,C,1,,99,150,10,6,17,1,11,6,0,,,161,,,18,0,318
9,41,GUADALAJARA,1194,C,2,,92,164,6,4,23,2,6,3,0,,,170,,,16,0,316
9,41,GUADALAJARA,1194,C,3,,78,142,9,9,26,5,6,4,1,,,149,,,20,0,300
9,41,GUADALAJARA,1194,C,4,,93,165,5,6,25,4,6,2,1,,,172,,,19,0,326
9,41,GUADALAJARA,1195,B,0,,84,169,6,8,31,1,0,20,0,,,169,,,0,0,319
9,41,GUADALAJARA,1195,C,1,,81,198,7,2,23,0,3,33,0,,,201,,,10,0,357
9,41,GUADALAJARA,1196,B,0,,77,136,6,13,17,5,9,1,0,,,145,,,12,0,276
9,41,GUADALAJARA,1196,C,1,,75,138,4,6,15,0,5,2,4,,,147,,,13,2,264
9,41,GUADALAJARA,1196,C,2,,98,131,9,9,13,4,0,4,0,,,131,,,7,0,275
9,41,GUADALAJARA,1196,C,3,,78,149,7,7,16,1,12,2,0,,,161,,,14,0,286
9,41,GUADALAJARA,1197,B,0,,61,146,5,4,32,4,12,4,1,,,159,,,16,0,285
9,41,GUADALAJARA,1197,C,1,,84,174,7,9,21,2,8,1,0,,,182,,,12,0,318
9,41,GUADALAJARA,1197,C,2,,95,139,10,8,23,3,5,1,1,,,145,,,9,0,294
9,41,GUADALAJARA,1197,C,3,,82,189,5,6,16,5,8,1,0,,,197,,,9,0,321
9,41,GUADALAJARA,1198,B,0,,90,153,7,5,19,1,9,2,0,,,162,,,14,0,300
9,41,GUADALAJARA,1198,C,1,,65,169,8,8,16,2,8,3,0,,,177,,,20,0,299
9,41,GUADALAJARA,1198,C,2,,72,172,10,12,19,0,8,1,4,,,184,,,13,0,311
9,41,GUADALAJARA,1199,B,0,,84,151,12,8,25,1,11,2,3,,,165,,,15,1,313
9,41,GUADALAJARA,1199,C,1,,83,147,5,7,17,3,11,3,5,,,163,,,17,0,298
9,41,GUADALAJARA,1200,B,0,,72,163,11,9,13,4,8,0,0,,,171,,,16,0,296
9,41,GUADALAJARA,1200,C,1,,81,135,6,6,16,3,6,1,0,,,141,,,11,0,265
9,41,GUADALAJARA,1200,C,2,,86,137,6,9,22,4,8,4,3,,,148,,,10,0,289
9,41,GUADALAJARA,1200,C,3,,104,152,2,5,23,2,5,2,0,,,157,,,9,0,304
8,41,GUADALAJARA,1201,B,0,,87,137,3,9,23,2,4,7,0,,,141,,,11,2,285
8,41,GUADALAJARA,1201,C,1,,84,147,8,7,24,2,9,4,0,,,156,,,0,10,295
8,41,GUADALAJARA,1201,C,2,,86,142,9,5,21,1,6,5,1,,,149,,,12,2,290
8,41,GUADALAJARA,1202,B,0,,96,157,11,6,15,1,7,3,4,,,168,,,19,0,319
8,41,GUADALAJARA,1202,C,1,,101,150,13,5,17,4,2,6,1,,,153,,,16,0,315
8,41,GUADALAJARA,1203,B,0,,106,134,9,4,18,4,6,4,1,,,141,,,14,2,302
8,41,GUADALAJARA,1203,C,1,,78,130,8,4,25,3,7,1,1,,,138,,,16,0,273
8,41,GUADALAJARA,1204,B,0,,110,158,3,6,20,8,4,3,0,,,162,,,12,0,324
8,41,GUADALAJARA,1204,C,1,,88,141,14,4,21,2,3,2,2,,,146,,,22,0,299
8,41,GUADALAJARA,1204,C,2,,84,138,3,8,17,8,5,1,1,,,144,,,11,1,277
8,41,GUADALAJARA,1205,B,0,,81,130,6,2,23,3,2,0,0,,,132,,,14,0,261
8,41,GUADALAJARA,1205,C,1,,81,136,8,6,16,3,8,2,0,,,144,,,10,0,270
8,41,GUADALAJARA,1205,C,2,,77,146,8,7,15,2,3,2,1,,,150,,,9,1,271
8,41,GUADALAJARA,1206,B,0,,104,143,9,7,15,4,4,0,1,,,148,,,17,0,304
8,41,GUADALAJARA,1206,C,1,,103,141,7,4,24,1,8,2,4,,,153,,,7,0,301
8,41,GUADALAJARA,1206,C,2,,97,154,15,7,27,4,3,2,1,,,158,,,14,0,324
8,41,GUADALAJARA,1207,B,0,,75,184,5,9,24,6,7,1,0,,,191,,,10,0,321
8,41,GUADALAJARA,1207,C,1,,107,132,13,7,24,5,7,2,0,,,139,,,13,0,310
