CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,PAS,MORENA,ES,PAIS,PAN_PRD_MC_PAS,PAN_PRD_MC,PAN_PRD_PAS,PAN_MC_PAS,PRD_MC_PAS,PAN_PRD,PAN_MC,PAN_PAS,PRD_MC,PRD_PAS,MC_PAS,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3441,1,11,56,5,3,5,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,100,0,3,103,176
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3442,1,1,22,4,3,6,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,49,0,1,50,108
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3446,1,22,102,8,3,9,7,8,3,44,19,2,0,0,0,0,0,1,0,0,0,0,3,,,,,0,0,0,2,2,0,0,0,235,0,10,245,447
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3447,1,12,87,9,3,21,8,8,11,56,15,1,0,1,0,0,0,0,2,0,1,0,0,,,,,5,0,0,1,0,1,0,0,242,0,18,260,391
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3448,1,8,16,1,5,7,2,3,1,30,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,76,0,3,79,137
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3450,2,14,97,7,4,21,3,1,5,103,3,3,0,1,0,0,0,0,0,0,0,0,0,,,,,1,1,1,0,0,1,0,1,267,0,14,281,518
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3451,2,15,170,8,4,21,11,19,19,166,5,3,0,0,0,0,0,0,1,1,1,0,0,,,,,7,1,1,2,0,2,1,1,459,0,23,482,778
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3452,1,10,160,12,1,14,4,11,9,73,5,3,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,0,0,2,2,1,0,308,0,17,325,513
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3453,1,3,50,2,1,2,4,1,18,16,1,0,0,1,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,0,1,0,102,0,5,107,142
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3455,1,1,72,2,1,8,2,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,0,1,0,0,118,0,7,125,336
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3456,1,2,72,0,1,6,2,0,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,10,0,0,0,0,3,0,120,0,3,123,369
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3458,1,10,123,11,4,12,3,3,2,45,2,7,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,1,0,3,0,0,227,0,5,232,105
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,305
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3461,1,5,64,1,1,4,1,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,110,0,2,112,388
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3464,1,8,78,2,3,3,1,4,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,1,0,0,116,0,0,116,231
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3465,1,3,77,6,1,4,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,0,0,0,109,0,5,114,242
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3466,1,1,25,3,0,30,1,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,73,0,1,74,123
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3467,1,9,29,0,1,10,0,2,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,65,0,5,70,157
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3468,1,7,112,1,0,3,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,138,0,1,139,411
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3469,1,15,267,3,8,17,16,7,39,58,1,1,0,0,0,0,0,1,0,0,0,0,0,,,,,0,1,0,0,1,0,1,1,437,0,19,456,713
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3470,1,11,156,7,3,12,11,4,15,55,1,0,0,0,0,0,0,1,0,1,0,0,0,,,,,0,1,0,0,4,0,4,0,286,0,17,303,493
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3471,2,11,93,11,7,19,13,4,5,69,8,11,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,252,0,19,271,644
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3472,1,4,42,8,1,8,9,1,4,35,1,5,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,120,0,3,123,204
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3473,1,6,122,10,3,26,6,0,4,52,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,2,0,1,236,0,17,253,444
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3474,1,3,92,4,0,11,0,5,7,21,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,1,1,0,0,151,0,6,157,300
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3475,1,11,38,10,0,1,0,3,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,0,0,0,0,0,2,0,0,70,0,2,72,113
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3476,1,2,71,1,1,5,1,1,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,0,0,0,6,0,0,117,0,4,121,243
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3478,1,7,123,27,4,14,15,5,59,96,7,3,0,0,0,1,0,0,0,0,1,1,0,,,,,0,0,2,2,2,0,0,0,369,0,10,379,649
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3479,1,7,38,7,1,3,11,2,21,38,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,0,0,0,138,0,10,148,241
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3480,1,11,74,9,2,5,13,2,75,69,2,2,1,0,0,0,0,0,0,0,0,0,0,,,,,8,1,1,0,0,0,0,0,275,0,14,289,475
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3481,1,14,101,7,0,5,20,1,51,99,3,0,0,2,0,0,0,0,1,0,0,0,1,,,,,2,1,1,0,0,1,0,0,310,0,11,321,522
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3482,1,5,96,9,1,6,5,2,20,57,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,2,0,0,0,1,0,0,208,0,13,221,390
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3483,1,8,102,23,2,6,12,3,17,91,11,6,0,0,0,0,1,0,0,0,1,0,0,,,,,7,2,1,0,1,1,1,0,296,0,22,318,537
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3484,1,20,79,17,0,12,5,12,10,88,32,6,0,0,0,0,0,0,0,0,0,0,1,,,,,2,3,0,2,0,3,0,0,292,0,11,303,469
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3485,1,14,101,7,0,5,20,1,51,99,3,0,0,2,0,0,0,0,1,0,0,0,1,,,,,2,1,1,0,0,1,0,0,310,0,11,321,288
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3486,1,4,27,0,0,6,5,0,3,18,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,1,0,0,67,0,5,72,170
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3487,1,2,22,3,0,8,4,3,3,47,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,0,0,0,97,0,10,107,158
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3488,1,7,152,6,1,10,6,4,14,39,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,2,0,0,0,1,1,0,247,0,8,255,506
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3489,1,8,69,6,0,3,4,3,6,9,2,1,0,0,0,0,0,3,0,0,0,0,0,,,,,0,1,0,0,0,1,0,0,116,0,3,119,232
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3490,1,12,146,4,3,3,4,8,8,31,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,2,2,2,0,1,6,0,1,235,0,12,247,461
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3491,1,4,87,7,1,24,8,8,2,67,3,0,0,0,0,0,0,0,0,0,0,1,0,,,,,1,0,0,0,1,0,0,0,214,0,12,226,436
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3492,1,5,38,6,1,18,3,3,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,84,0,3,87,155
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3493,1,8,80,7,7,17,4,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,146,0,8,154,253
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3494,1,7,84,3,0,0,2,2,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,108,0,2,110,164
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3496,1,4,81,5,2,5,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,0,1,0,108,0,0,108,197
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3497,1,10,64,5,4,2,2,1,8,20,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0,1,0,0,119,0,6,125,232
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3498,1,1,64,1,0,5,3,2,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1,2,0,92,0,4,96,160
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3499,1,15,31,6,1,10,0,3,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,0,0,0,0,83,0,3,86,168
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3500,1,5,31,2,2,4,2,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,60,0,5,65,110
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3501,1,5,75,5,2,22,6,2,6,73,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,,4,1,0,0,0,0,1,0,208,0,10,218,487
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3502,1,2,118,8,3,10,2,2,1,35,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,0,0,5,1,0,0,194,0,16,210,375
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3503,1,3,166,4,1,5,1,0,23,35,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,242,0,6,248,404
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3504,1,15,57,9,1,5,1,1,7,12,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,110,0,6,116,166
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3505,1,3,11,3,0,2,1,7,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,2,0,0,49,0,6,55,132
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3506,1,5,55,11,6,2,8,1,7,25,2,5,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,1,0,0,0,130,0,8,138,234
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3507,1,1,25,4,2,2,8,6,6,22,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,1,0,0,81,0,8,89,130
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3508,1,39,73,15,2,35,7,60,9,108,10,4,0,1,0,0,0,0,1,0,0,0,0,,,,,4,1,0,1,2,2,2,3,379,0,21,400,595
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3509,1,12,52,6,2,9,3,8,4,25,3,1,0,0,0,0,0,0,0,1,0,0,0,,,,,3,1,0,0,0,0,0,0,130,0,6,136,215
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3510,1,12,46,0,0,31,9,2,7,103,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,,7,6,0,0,0,1,0,0,232,0,7,239,398
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3511,1,2,32,1,0,8,3,3,2,105,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,3,1,2,3,0,0,0,0,170,0,8,178,308
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3512,1,14,57,3,1,11,7,3,6,133,5,2,0,1,0,0,0,0,0,0,0,0,0,,,,,6,6,0,0,0,4,0,0,259,0,19,278,473
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3513,1,5,36,1,0,11,3,2,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,2,0,0,118,0,3,121,196
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3514,1,3,31,17,2,7,1,4,6,30,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,103,0,2,105,146
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3515,1,10,115,4,0,43,4,1,6,255,5,6,0,0,0,0,0,0,2,0,0,0,0,,,,,5,5,0,0,0,2,0,0,463,0,12,475,725
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3516,1,9,61,6,1,8,1,1,2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,0,0,1,0,0,195,0,6,201,291
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3517,1,3,56,2,1,7,2,3,5,82,2,1,0,0,0,0,0,2,0,0,0,0,0,,,,,4,3,0,1,3,2,0,0,179,1,1,181,260
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3518,2,73,120,25,0,28,15,20,37,239,13,5,1,0,0,0,1,1,1,0,0,1,1,,,,,4,1,0,1,1,1,0,0,589,0,30,619,1102
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3519,1,31,102,7,2,13,1,8,30,95,2,3,0,0,0,0,0,0,1,0,0,0,1,,,,,1,6,0,0,0,1,0,0,304,0,12,316,464
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3520,1,31,107,6,2,25,3,13,39,162,4,4,0,1,0,0,0,1,0,0,0,2,0,,,,,0,1,0,1,2,0,2,0,406,0,13,419,649
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3521,1,10,60,20,0,14,1,8,18,69,0,5,0,0,0,0,0,0,0,0,0,1,0,,,,,4,6,0,0,0,0,0,0,216,0,7,223,325
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3522,1,5,36,3,0,7,0,3,3,23,0,1,0,2,0,0,0,1,0,0,0,0,0,,,,,0,1,0,0,1,0,0,0,86,0,6,92,134
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3523,1,14,38,5,0,9,7,4,20,56,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,2,0,0,0,1,0,0,1,159,0,0,159,251
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3524,1,21,78,10,0,11,2,4,24,67,0,2,1,0,1,0,0,1,0,1,0,0,1,,,,,0,2,0,1,0,0,0,0,227,0,11,238,376
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3525,1,22,74,14,0,15,2,9,35,82,3,4,0,0,0,0,0,0,1,0,0,0,0,,,,,0,2,0,0,0,1,0,0,264,1,3,268,447
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3526,1,24,82,4,0,8,1,5,33,92,3,4,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,1,0,0,0,258,0,3,261,371
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3527,1,19,93,9,3,9,9,11,44,76,4,1,2,0,2,1,1,0,0,1,0,0,0,,,,,1,1,0,0,1,1,0,0,289,0,11,300,488
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3528,1,11,64,8,1,11,4,5,14,107,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,2,0,2,0,0,0,0,238,0,9,247,439
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3529,1,7,68,2,1,10,2,5,1,57,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,1,0,1,0,0,160,0,10,170,328
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3530,1,5,49,3,1,5,4,0,2,47,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,0,0,0,3,0,0,0,122,0,7,129,214
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3532,1,9,64,12,2,20,6,1,14,93,2,6,0,1,0,0,0,0,0,0,0,0,0,,,,,2,0,1,2,11,0,0,0,246,1,21,268,485
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3533,1,3,65,6,1,4,6,7,13,35,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,0,2,1,0,146,0,6,152,246
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3534,1,11,161,6,3,8,4,3,13,40,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1,0,0,252,0,15,267,444
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3535,1,4,65,0,1,3,1,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,1,0,1,0,98,0,5,103,158
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3536,1,14,143,25,2,15,3,6,19,58,1,5,0,0,0,0,0,0,0,0,0,0,0,,,,,2,0,0,0,3,1,0,0,297,0,15,312,542
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3537,1,15,70,17,1,4,4,5,16,38,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,1,0,0,175,0,12,187,288
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3538,1,5,88,19,2,9,4,6,19,80,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,1,0,1,239,0,12,251,343
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3539,1,8,77,16,4,18,6,3,3,57,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,2,0,0,196,0,8,204,374
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3540,1,3,38,5,0,1,2,2,2,21,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,,0,1,0,0,1,1,0,0,80,0,13,93,192
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3541,1,8,75,4,1,6,2,5,5,37,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,2,0,0,1,4,0,0,154,0,13,167,368
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3542,1,9,75,1,1,23,1,2,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,4,0,0,1,0,0,0,159,0,4,163,245
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3543,1,6,98,4,4,20,3,2,4,30,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,2,0,0,175,0,8,183,310
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3544,1,11,72,3,0,6,1,0,3,16,2,0,0,0,0,0,0,0,1,0,1,0,0,,,,,0,0,0,0,1,0,0,0,117,0,3,120,211
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3545,1,9,36,0,0,0,1,2,2,9,2,0,1,0,0,0,0,0,1,0,0,0,0,,,,,1,0,0,0,0,1,0,0,65,0,4,69,119
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3546,2,8,122,4,3,1,1,0,1,38,3,1,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,0,0,5,0,0,0,188,0,6,194,285
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3547,1,1,59,4,1,5,2,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,92,0,8,100,164
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,120
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3549,1,20,91,5,3,4,8,3,2,38,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,0,0,0,177,8,5,190,162
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3550,1,13,57,1,2,1,1,4,1,15,2,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,1,0,99,0,6,105,221
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3551,1,6,66,5,1,1,0,2,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,1,0,0,2,0,0,109,0,2,111,237
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3552,1,6,57,3,5,10,4,4,6,66,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,1,0,0,0,0,0,171,0,6,177,294
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3553,1,8,44,2,1,16,12,1,8,41,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,137,0,8,145,234
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3554,1,9,80,3,3,23,3,5,4,53,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,184,0,0,184,316
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3555,1,9,34,3,0,2,2,4,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1,0,0,69,0,5,74,131
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3556,1,1,23,1,0,9,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,0,0,0,67,0,8,75,123
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3557,1,13,148,7,1,59,16,3,17,49,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,1,1,1,1,0,1,322,0,14,336,626
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3558,1,10,54,3,1,36,14,6,13,14,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,2,0,0,0,0,2,0,0,158,0,9,167,351
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3559,1,6,79,1,0,53,9,1,13,26,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,1,2,0,0,0,0,0,0,192,0,9,201,387
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3560,1,2,51,12,0,21,4,0,1,29,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,2,1,2,1,0,0,2,132,0,7,139,261
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3561,1,1,51,0,2,8,6,3,3,25,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,101,0,1,102,155
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3562,1,7,155,5,1,19,3,9,5,55,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,1,0,1,0,264,0,8,272,438
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3563,1,6,93,6,0,7,3,6,1,42,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,1,0,0,0,169,0,7,176,268
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3564,1,19,108,6,1,5,5,4,5,32,1,1,0,1,0,0,0,1,0,0,0,0,0,,,,,2,0,0,0,0,0,1,0,192,0,13,205,347
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3565,2,72,208,15,3,25,8,10,13,76,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,,2,0,0,1,0,2,1,1,441,0,41,482,793
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3566,1,62,131,4,0,17,7,1,8,96,1,1,0,0,0,0,1,0,1,0,0,0,2,,,,,0,0,1,1,0,0,0,0,334,0,14,348,576
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3567,1,6,37,4,2,7,1,4,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,0,1,0,0,99,0,9,108,201
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3568,1,13,105,13,13,16,1,7,15,107,13,0,0,0,0,0,0,0,0,1,0,0,0,,,,,1,3,0,0,1,1,2,1,313,0,17,330,565
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3569,1,12,57,6,1,27,14,0,8,78,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,1,0,1,0,0,0,0,0,206,0,14,220,405
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3570,1,4,47,5,3,15,12,2,6,51,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,0,0,0,150,0,10,160,269
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3571,1,15,111,4,1,16,2,2,8,119,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,282,1,13,296,425
1,25,SINALOA,6,SINALOA DE LEYVA,17,SINALOA,3572,2,61,170,15,3,23,6,8,16,164,1,5,0,1,0,0,0,1,0,2,0,0,0,,,,,4,5,1,0,1,2,0,0,489,0,31,520,769
