CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,RED,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,5,APODACA,6,APODACA,2448,1,90,61,4,12,13,34,8,94,5,1,2,0,0,0,,,,,,,,,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,1,4,361,628
2,19,NUEVO LEON,5,APODACA,6,APODACA,2450,1,73,62,3,9,12,38,9,145,5,0,1,2,0,1,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,8,396,748
2,19,NUEVO LEON,5,APODACA,6,APODACA,2451,1,39,54,1,9,3,25,5,80,1,1,1,0,0,0,,,,,,,,,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,10,253,454
2,19,NUEVO LEON,5,APODACA,6,APODACA,2452,1,77,71,3,6,10,20,4,122,3,3,0,0,0,1,,,,,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,0,5,338,626
2,19,NUEVO LEON,5,APODACA,6,APODACA,2453,1,71,60,2,11,9,20,5,122,4,0,0,0,0,0,,,,,,,,,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,0,13,348,689
2,19,NUEVO LEON,5,APODACA,6,APODACA,2454,1,55,30,3,4,11,28,8,59,3,0,0,3,0,0,,,,,,,,,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,0,9,235,444
2,19,NUEVO LEON,5,APODACA,6,APODACA,2455,2,74,48,2,11,17,43,11,173,7,1,3,2,0,1,,,,,,,,,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,0,9,434,935
2,19,NUEVO LEON,5,APODACA,6,APODACA,2456,1,102,46,3,11,7,36,7,95,8,2,1,2,0,0,,,,,,,,,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0,6,367,544
2,19,NUEVO LEON,5,APODACA,6,APODACA,2457,1,70,42,1,8,7,23,5,66,4,2,0,1,0,0,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,0,3,260,498
2,19,NUEVO LEON,5,APODACA,6,APODACA,2458,1,69,51,8,7,0,26,0,124,7,2,0,1,0,1,,,,,,,,,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,0,33,353,712
2,19,NUEVO LEON,5,APODACA,6,APODACA,2459,1,48,44,1,5,5,20,4,42,3,0,0,0,0,0,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,0,1,183,312
2,19,NUEVO LEON,5,APODACA,6,APODACA,2460,1,61,39,3,6,3,23,6,60,3,0,0,0,0,0,,,,,,,,,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,0,6,239,355
2,19,NUEVO LEON,5,APODACA,6,APODACA,2461,2,93,70,1,26,10,37,6,113,8,2,4,1,0,0,,,,,,,,,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,0,10,416,988
2,19,NUEVO LEON,5,APODACA,6,APODACA,2462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,320
2,19,NUEVO LEON,5,APODACA,6,APODACA,2463,1,33,35,0,4,5,17,5,30,4,2,0,0,0,0,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0,4,158,298
2,19,NUEVO LEON,5,APODACA,6,APODACA,2464,2,76,66,1,20,6,32,2,101,6,1,1,1,0,0,,,,,,,,,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,0,4,349,766
2,19,NUEVO LEON,5,APODACA,6,APODACA,2465,1,94,40,0,6,7,29,5,54,0,1,1,1,0,0,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,0,5,263,366
2,19,NUEVO LEON,5,APODACA,6,APODACA,2466,1,81,32,1,6,7,22,7,33,5,4,0,6,0,0,,,,,,,,,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,0,5,234,302
2,19,NUEVO LEON,5,APODACA,6,APODACA,2467,2,198,65,3,21,8,102,17,141,9,5,0,0,0,0,,,,,,,,,56,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,0,8,650,910
2,19,NUEVO LEON,5,APODACA,6,APODACA,2468,1,104,66,3,13,2,25,14,87,5,1,2,0,0,0,,,,,,,,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,0,7,352,548
2,19,NUEVO LEON,5,APODACA,6,APODACA,2469,1,127,48,0,7,3,28,6,50,5,0,1,0,0,0,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0,7,310,399
2,19,NUEVO LEON,5,APODACA,6,APODACA,2470,2,302,125,5,28,17,119,26,213,10,6,1,1,0,0,,,,,,,,,74,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,0,21,962,1491
2,19,NUEVO LEON,5,APODACA,6,APODACA,2471,1,95,52,3,15,11,53,7,97,7,0,1,0,0,0,,,,,,,,,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0,8,378,652
2,19,NUEVO LEON,5,APODACA,6,APODACA,2472,1,169,69,2,16,1,47,4,65,6,0,2,0,0,0,,,,,,,,,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,0,8,422,641
2,19,NUEVO LEON,5,APODACA,6,APODACA,2473,1,104,51,4,17,7,39,8,82,6,2,1,0,0,0,,,,,,,,,37,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,0,5,377,568
2,19,NUEVO LEON,5,APODACA,6,APODACA,2474,2,85,38,3,5,4,35,4,71,4,1,2,0,0,1,,,,,,,,,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,0,5,300,951
2,19,NUEVO LEON,5,APODACA,6,APODACA,2475,2,108,77,2,22,11,48,10,92,3,2,3,1,0,1,,,,,,,,,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,0,6,427,756
2,19,NUEVO LEON,5,APODACA,6,APODACA,2476,1,83,98,1,9,10,32,8,88,3,3,0,1,0,0,,,,,,,,,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,0,2,384,634
2,19,NUEVO LEON,5,APODACA,6,APODACA,2477,1,68,82,1,11,9,31,6,66,3,0,0,0,0,0,,,,,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,1,3,299,623
2,19,NUEVO LEON,5,APODACA,6,APODACA,2478,1,92,51,1,10,9,33,3,72,1,0,0,0,0,0,,,,,,,,,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,0,1,310,514
2,19,NUEVO LEON,5,APODACA,6,APODACA,2479,2,73,87,5,13,15,23,3,111,5,4,1,1,0,0,,,,,,,,,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,0,10,387,891
2,19,NUEVO LEON,5,APODACA,6,APODACA,2480,2,135,99,4,15,18,71,12,153,6,1,4,2,0,0,,,,,,,,,67,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,0,13,614,1030
2,19,NUEVO LEON,5,APODACA,6,APODACA,2481,1,122,75,1,5,7,28,10,110,4,0,1,1,0,0,,,,,,,,,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,0,8,407,700
2,19,NUEVO LEON,5,APODACA,6,APODACA,2482,1,40,66,3,9,12,8,3,67,4,0,1,3,1,1,,,,,,,,,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,0,11,248,577
2,19,NUEVO LEON,5,APODACA,6,APODACA,2483,1,49,85,2,8,14,21,9,54,2,2,2,1,0,1,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0,4,269,669
2,19,NUEVO LEON,5,APODACA,6,APODACA,2484,1,40,63,1,6,5,7,2,46,1,0,1,0,0,7,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,0,13,202,474
2,19,NUEVO LEON,5,APODACA,6,APODACA,2485,1,109,44,2,11,11,31,5,89,5,3,0,0,0,1,,,,,,,,,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,0,12,368,590
2,19,NUEVO LEON,5,APODACA,6,APODACA,2486,2,129,73,4,17,8,52,14,109,12,4,0,0,0,0,,,,,,,,,35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,0,8,479,773
2,19,NUEVO LEON,5,APODACA,6,APODACA,2487,1,93,79,2,10,13,29,9,78,6,4,1,3,0,0,,,,,,,,,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0,9,374,596
2,19,NUEVO LEON,5,APODACA,6,APODACA,2488,1,132,76,5,11,9,47,11,99,4,1,2,0,0,0,,,,,,,,,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,0,8,451,597
2,19,NUEVO LEON,5,APODACA,6,APODACA,2489,2,117,71,4,14,15,53,6,106,3,0,2,1,0,0,,,,,,,,,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,0,8,448,782
2,19,NUEVO LEON,5,APODACA,6,APODACA,2490,1,74,96,3,8,10,37,6,98,5,1,1,0,0,0,,,,,,,,,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0,7,377,612
2,19,NUEVO LEON,5,APODACA,6,APODACA,2491,2,118,88,4,17,16,45,9,79,2,3,1,0,0,0,,,,,,,,,51,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,0,12,453,767
2,19,NUEVO LEON,5,APODACA,6,APODACA,2492,1,106,60,2,9,9,52,9,84,8,0,2,0,0,0,,,,,,,,,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,0,5,377,627
2,19,NUEVO LEON,5,APODACA,6,APODACA,2494,1,99,60,1,24,10,35,4,100,6,4,0,0,0,0,,,,,,,,,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,0,4,376,664
2,19,NUEVO LEON,5,APODACA,6,APODACA,2495,2,95,119,3,20,22,34,9,93,6,2,1,1,0,0,,,,,,,,,37,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,0,12,470,909
2,19,NUEVO LEON,5,APODACA,6,APODACA,2496,2,94,70,3,23,9,30,11,77,5,1,3,1,0,0,,,,,,,,,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0,12,377,754
2,19,NUEVO LEON,5,APODACA,6,APODACA,2497,1,70,60,4,17,9,25,12,90,4,2,0,1,0,1,,,,,,,,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,0,5,325,614
2,19,NUEVO LEON,5,APODACA,6,APODACA,2498,2,55,73,3,23,10,31,10,94,1,2,2,0,0,0,,,,,,,,,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0,5,349,774
2,19,NUEVO LEON,5,APODACA,6,APODACA,2499,2,127,88,2,18,16,43,5,152,13,2,3,0,0,2,,,,,,,,,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,1,23,547,1064
2,19,NUEVO LEON,5,APODACA,6,APODACA,2500,2,83,92,8,26,18,32,5,79,6,0,0,1,0,1,,,,,,,,,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,0,12,394,755
2,19,NUEVO LEON,5,APODACA,6,APODACA,2501,2,92,139,0,26,19,45,13,100,2,3,1,3,0,0,,,,,,,,,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,0,4,485,937
2,19,NUEVO LEON,5,APODACA,6,APODACA,2502,1,76,78,3,27,19,28,8,87,2,0,3,1,0,0,,,,,,,,,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0,9,370,691
2,19,NUEVO LEON,5,APODACA,6,APODACA,2503,2,86,95,3,21,24,28,9,74,8,1,2,2,0,0,,,,,,,,,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,0,15,412,892
2,19,NUEVO LEON,5,APODACA,6,APODACA,2504,2,84,117,2,22,14,27,5,88,5,2,2,0,0,0,,,,,,,,,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,0,9,419,814
2,19,NUEVO LEON,5,APODACA,6,APODACA,2505,2,123,99,2,36,18,58,13,121,10,0,0,3,0,1,,,,,,,,,62,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,0,11,567,1124
2,19,NUEVO LEON,5,APODACA,6,APODACA,2506,1,42,107,0,13,9,20,6,46,5,2,0,2,1,0,,,,,,,,,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,7,289,632
2,19,NUEVO LEON,5,APODACA,6,APODACA,2507,1,53,67,2,9,8,28,4,56,1,0,1,0,0,0,,,,,,,,,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0,18,285,732
2,19,NUEVO LEON,5,APODACA,6,APODACA,2508,2,93,116,6,29,13,20,3,89,6,2,0,0,0,1,,,,,,,,,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,0,12,421,883
2,19,NUEVO LEON,5,APODACA,6,APODACA,2509,2,134,127,4,26,17,52,6,146,12,1,3,1,0,0,,,,,,,,,44,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,0,11,593,1091
2,19,NUEVO LEON,5,APODACA,6,APODACA,2510,1,73,69,2,8,9,25,6,66,3,2,0,1,0,0,,,,,,,,,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,0,3,289,592
2,19,NUEVO LEON,5,APODACA,6,APODACA,2511,2,85,119,2,23,11,44,6,76,7,2,0,1,0,0,,,,,,,,,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0,7,431,769
2,19,NUEVO LEON,5,APODACA,6,APODACA,2512,1,68,113,7,5,17,25,5,56,4,3,2,1,0,0,,,,,,,,,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,0,8,341,712
2,19,NUEVO LEON,5,APODACA,6,APODACA,2513,2,78,121,2,20,14,36,10,121,4,0,0,1,0,1,,,,,,,,,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0,14,466,949
2,19,NUEVO LEON,5,APODACA,6,APODACA,2514,2,72,85,1,21,25,29,1,63,1,0,2,0,0,0,,,,,,,,,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0,12,335,751
2,19,NUEVO LEON,5,APODACA,21,GRAL. ESCOBEDO,2737,1,1,2,2,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,9,13
2,19,NUEVO LEON,5,APODACA,25,GRAL. ZUAZUA,2721,4,141,93,7,67,62,39,15,362,23,2,9,3,1,0,,,,,,,,,39,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,1,16,902,2716
2,19,NUEVO LEON,5,APODACA,42,PESQUERIA,2711,4,127,95,5,67,30,51,14,402,20,3,9,3,0,1,,,,,,,,,66,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,0,28,941,2307
2,19,NUEVO LEON,5,APODACA,42,PESQUERIA,2712,3,75,77,4,57,25,38,14,214,15,2,4,1,1,2,,,,,,,,,49,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,0,21,612,2028
2,19,NUEVO LEON,5,APODACA,42,PESQUERIA,2713,3,67,147,6,52,23,56,6,278,12,2,6,0,0,0,,,,,,,,,61,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,1,21,749,2102
2,19,NUEVO LEON,5,APODACA,42,PESQUERIA,2714,2,83,108,7,44,21,34,6,166,9,3,2,1,0,0,,,,,,,,,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,0,14,553,1424
2,19,NUEVO LEON,5,APODACA,47,SAN NICOLAS DE LOS GARZA,2734,1,8,4,0,1,0,1,1,2,0,0,0,1,0,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,20,23
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1131,1,13,16,2,6,6,5,2,10,1,0,0,0,0,0,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,1,65,107
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1133,1,91,39,5,5,4,29,5,32,2,1,1,1,0,0,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,2,9,249,379
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1134,4,640,277,16,104,41,239,29,334,28,7,3,1,0,0,,,,,,,,,,,41,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,0,56,1944,2723
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1135,1,69,60,2,11,11,29,4,29,6,3,0,1,0,0,,,,,,,,,,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,0,5,243,481
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1136,1,57,76,3,11,8,36,11,49,0,2,0,1,0,0,,,,,,,,,,,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,0,13,291,587
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1137,1,60,78,1,11,10,21,2,40,3,4,0,0,0,0,,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,0,7,251,514
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1138,1,78,32,0,6,6,27,3,39,3,2,0,0,0,1,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,0,7,208,327
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1140,1,42,31,1,11,8,15,0,15,0,1,0,0,0,0,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,6,135,265
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1141,1,41,38,3,11,7,4,1,33,3,3,0,1,0,0,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,2,153,245
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1143,1,41,38,0,8,5,19,0,18,2,0,0,1,0,0,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,0,8,150,318
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1144,1,47,30,0,12,5,15,5,29,4,0,0,0,0,0,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,6,161,345
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1145,1,27,28,0,7,3,3,2,16,1,0,1,1,0,0,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,94,205
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1146,1,52,46,1,26,14,20,4,55,2,1,1,1,0,0,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,0,16,250,452
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1147,1,46,49,2,37,8,18,3,39,2,3,0,0,0,0,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,1,5,222,429
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1148,1,72,57,0,21,7,25,1,45,5,1,0,1,0,0,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,0,6,247,433
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1149,1,76,45,0,10,5,16,5,35,4,1,1,1,0,0,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,0,22,230,419
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1150,1,72,68,3,20,6,26,4,75,2,3,6,0,0,0,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,0,9,316,599
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1151,1,52,29,2,15,6,15,3,19,1,2,1,0,0,0,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,4,156,267
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1152,1,69,53,1,14,8,22,6,43,0,1,1,2,0,1,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,9,237,467
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1153,1,13,40,1,6,8,10,0,24,2,0,0,0,0,0,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,0,5,115,201
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1154,2,99,129,4,35,15,38,9,57,2,3,2,2,0,1,,,,,,,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,0,13,424,955
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1155,1,37,43,1,16,7,11,15,28,0,0,0,2,0,0,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,0,5,171,315
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1156,1,53,55,0,28,12,11,3,47,0,1,0,0,0,0,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,0,4,218,466
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1157,1,41,70,0,14,8,21,6,25,1,0,0,0,0,0,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,0,10,203,464
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1158,1,31,78,0,5,7,20,0,26,4,1,0,0,0,0,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0,8,184,431
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1159,1,35,37,2,15,7,19,7,30,1,0,1,0,0,1,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,0,6,168,371
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1160,1,36,36,0,5,3,3,2,16,0,0,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,1,105,280
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1161,2,21,42,0,3,12,7,1,21,1,2,1,0,0,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,4,117,218
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1162,1,58,24,2,8,14,14,1,34,2,0,0,0,0,0,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,0,5,172,393
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1163,1,24,36,1,4,2,8,0,16,3,1,0,0,0,0,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,1,6,109,241
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1164,1,44,22,1,3,4,10,4,25,2,2,1,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,4,125,217
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1165,1,42,36,3,9,5,8,0,21,0,3,0,0,0,0,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,4,140,247
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1166,1,64,68,7,10,11,20,5,60,1,0,1,1,1,0,,,,,,,,,,,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0,11,276,514
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1167,1,61,41,1,12,12,7,5,32,2,1,0,1,0,0,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,0,5,188,326
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1174,1,75,44,5,7,6,32,0,66,10,1,0,0,0,16,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,0,14,285,614
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1175,1,74,33,1,7,13,24,6,53,1,4,0,2,0,0,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,0,7,245,373
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1176,1,43,24,2,6,7,13,3,30,0,0,0,0,0,1,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,4,145,289
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1177,1,17,14,0,2,3,4,0,30,1,2,4,0,0,0,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,2,84,211
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1178,1,49,23,0,9,5,17,0,18,0,0,0,0,0,0,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,5,134,265
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1180,1,49,37,1,6,8,22,3,46,2,1,1,1,0,1,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,0,6,195,383
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1182,1,53,42,2,10,0,22,3,0,0,1,28,0,0,0,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,5,175,399
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1183,1,51,25,2,7,6,13,4,31,1,1,1,1,0,0,,,,,,,,,,,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,0,2,163,334
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1186,1,83,40,3,9,10,25,4,53,4,5,4,1,0,0,,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,0,14,269,595
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1187,1,79,61,0,17,11,30,7,62,4,1,2,1,0,0,,,,,,,,,,,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,1,9,311,603
